"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"618","FRMD5",84978,"ENSG00000171877","Oligodendrocyte",0.997,0.945,2.6962556000011,1.86890196720973,0.939,0.878,0,0
"619","FRYL",285527,"ENSG00000075539","Oligodendrocyte",0.981,0.91,3.07644070423404,2.13242620029966,0.908,0.816,0,0
"620","FSCN1",6624,"ENSG00000075618","Microglia",0.359,0.423,2.64596372370884,1.83404229495268,0.513,0.026,1.52772003832061e-136,7.68152912467986e-132
"621","FSTL1",11167,"ENSG00000163430","VLMC",0.455,0.236,3.44639685030791,2.3888602598816,0.643,0.286,0.00653271666205717,1
"622","FSTL5",56884,"ENSG00000168843","LAMP5",0.998,0.77,2.80214145492014,1.94229644900803,0.93,0.86,0,0
"623","FUT10",84750,"ENSG00000172728","Astrocyte",0.867,0.588,3.58631981286911,2.48584746687649,0.8,0.6,0,0
"624","FXYD1",5348,"ENSG00000266964","Astrocyte",0.724,0.451,3.36966396075811,2.33567307383394,0.753,0.506,0,0
"625","FYB",2533,"ENSG00000082074","Microglia",0.908,0.185,9.18531003775216,6.36677175523687,0.943,0.886,0,0
"626","FZD6",8323,"ENSG00000164930","Endothelial",0.4,0.345,2.5271685202353,1.75169973460094,0.564,0.128,8.09219805534636e-07,0.040688381042087
"627","GAB1",2549,"ENSG00000109458","Oligodendrocyte",0.94,0.664,3.14572445428384,2.18045003630532,0.859,0.718,0,0
"628","GAB2",9846,"ENSG00000033327","Microglia",0.865,0.843,2.80014907282359,1.94091543497522,0.685,0.37,3.37231270934313e-107,1.69563255338482e-102
"629","GAB3",139716,"ENSG00000160219","Microglia",0.461,0.145,6.6063509471706,4.57917353282083,0.686,0.372,0,0
"630","GABPB2",126626,"ENSG00000143458","VLMC",0.727,0.631,3.45327131496078,2.3936252756736,0.671,0.342,0.00065710671490874,1
"631","GABRG1",2565,"ENSG00000163285","Astrocyte",0.574,0.247,2.68078820361402,1.85818078501342,0.694,0.388,3.23519256243317e-194,1.62668717231702e-189
"632","GAD1",2571,"ENSG00000128683","PVALB",0.991,0.326,2.56113804807046,1.77524561704485,0.912,0.824,0,0
"633","GAD2",2572,"ENSG00000136750","LAMP5",0.995,0.311,3.88441022075465,2.69246799265432,0.969,0.938,0,0
"634","GAL3ST4",79690,"ENSG00000197093","Microglia",0.457,0.088,6.15668002792121,4.26748540296331,0.701,0.402,0,0
