"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"808","KRT17",3872,"ENSG00000128422","Glutamatergic",0.426,0.025,1.67156619819,1.1586413973947,0.698,0.396,0,0
"809","KRT17P1",147228,NA,"Glutamatergic",0.426,0.004,2.94609930824332,2.04208042915846,0.711,0.422,0,0
"810","KYNU",8942,"ENSG00000115919","Non-neuronal",0.296,0.283,4.14716056020405,2.87459264963484,0.52,0.04,1.09972911962866e-251,5.52954798640488e-247
"811","L3MBTL4",91133,"ENSG00000154655","GABAergic",0.732,0.627,1.74604823506513,1.21026841125706,0.637,0.274,0,0
"812","LAMA1",284217,"ENSG00000101680","Non-neuronal",0.531,0.416,4.63620958571542,3.21357560282364,0.606,0.212,0,0
"813","LAMA3",3909,"ENSG00000053747","GABAergic",0.474,0.412,1.77616833389841,1.23114607284154,0.552,0.104,3.92516176771046e-229,1.97361058842249e-224
"814","LAMB1",3912,"ENSG00000091136","Glutamatergic",0.743,0.387,1.52888600277868,1.0597430222236,0.721,0.442,0,0
"815","LAMC3",10319,"ENSG00000050555","GABAergic",0.331,0.281,1.58638292151388,1.09959684933579,0.535,0.0700000000000001,7.23240560687104e-197,3.63652586319083e-192
"816","LAMP1",3916,"ENSG00000185896","Non-neuronal",0.383,0.495,1.71793123886923,1.19077919461806,0.476,0.048,1.28843069227987e-223,6.47835836385241e-219
"817","LAMP2",3920,"ENSG00000005893","Non-neuronal",0.608,0.645,2.67655234921589,1.85524471448009,0.583,0.166,0,0
"818","LANCL3",347404,"ENSG00000147036","GABAergic",0.317,0.267,1.59846029708528,1.10796824816167,0.535,0.0700000000000001,9.45229319253949e-150,4.75270754014078e-145
