"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"3267","LOC105375920",105375920,NA,"VLMC",0.727,0.299,4.8144235910297,3.33710413814352,0.769,0.538,4.84142242645835e-21,2.43431561024752e-16
"3268","LOC105375924",105375924,NA,"PAX6",0.462,0.311,3.04174135104773,2.10837444147133,0.604,0.208,1.9110999024262e-96,9.60920141938917e-92
"3269","LOC105375924",105375924,NA,"VIP",0.396,0.306,2.86888771310929,1.98856142968477,0.56,0.12,2.5138091334758e-315,1.26396837040297e-310
"3270","LOC105375924",105375924,NA,"Microglia",0.535,0.309,2.69025511812146,1.86474275011286,0.66,0.32,7.57701722686033e-76,3.80980003183764e-71
"3271","LOC105375929",105375929,NA,"L3/5 IT",0.455,0.142,3.67445646801316,2.54693914089357,0.676,0.352,0,0
"3272","LOC105375931",105375931,NA,"L3/5 IT",0.619,0.367,2.48708292066032,1.7239145142745,0.681,0.362,0,0
"3273","LOC105375943",105375943,NA,"Microglia",0.148,0.355,4.04749961722929,2.80551294799994,0.411,0.178,0,0
"3274","LOC105375967",105375967,NA,"Microglia",0.251,0.354,2.00198139220647,1.38766775754138,0.461,0.078,7.65174754357959e-25,3.84737518238725e-20
"3275","LOC105375974",105375974,NA,"L3/5 IT",0.448,0.249,3.04389545784455,2.10986755452417,0.626,0.252,0,0
"3276","LOC105376102",105376102,NA,"L5/6 NP",0.521,0.059,4.76173571171906,3.30058368314967,0.742,0.484,0,0
"3277","LOC105376103",105376103,NA,"L5/6 NP",0.538,0.082,4.64302202426365,3.21829762539608,0.744,0.488,0,0
"3278","LOC105376121",105376121,NA,"L2/3 IT",0.43,0.179,2.2989654473936,1.59352141806561,0.642,0.284,0,0
"3279","LOC105376126",105376126,NA,"VLMC",0.364,0.09,2.30200649181255,1.59562930943056,0.645,0.29,0.00542213756529122,1
"3280","LOC105376205",105376205,NA,"Astrocyte",0.398,0.298,2.16320806050479,1.49942156810344,0.569,0.138,8.45256183307696e-45,4.25003261528943e-40
"3281","LOC105376214",105376214,NA,"L6 IT",0.561,0.285,2.16988397925161,1.50404896236045,0.675,0.35,0,0
"3282","LOC105376219",105376219,NA,"Microglia",0.425,0.295,6.31962207970592,4.38042822675254,0.605,0.21,0,0
"3283","LOC105376244",105376244,NA,"Astrocyte",0.646,0.045,5.82893397216684,4.04030914847753,0.812,0.624,0,0
"3284","LOC105376287",105376287,NA,"Astrocyte",0.35,0.187,2.16912084149078,1.50351999557315,0.595,0.19,3.72856064190254e-145,1.87475757635502e-140
