"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"263","ARHGEF26",26084,"ENSG00000114790, ENSG00000277101","Astrocyte",0.904,0.302,4.75341815735206,3.29481839379103,0.907,0.814,0,0
"264","ARHGEF26.AS1",NA,NA,"Astrocyte",0.836,0.202,4.32799767621795,2.99993938674047,0.872,0.744,0,0
"265","ARHGEF37",389337,"ENSG00000183111","Oligodendrocyte",0.535,0.408,2.95325909303579,2.04704321380077,0.602,0.204,2.5471038905069e-156,1.28070930718577e-151
"266","ARHGEF4",50649,"ENSG00000136002","Astrocyte",0.973,0.862,3.00939299500336,2.08595226968343,0.866,0.732,0,0
"267","ARHGEF40",55701,"ENSG00000165801","Astrocyte",0.397,0.081,3.15165537197132,2.18456103517853,0.663,0.326,1.18502763128174e-214,5.95843743284771e-210
"268","ARHGEF40",55701,"ENSG00000165801","VLMC",0.455,0.089,2.76349332762299,1.9155076085381,0.689,0.378,0.00333182409448947,1
"269","ARHGEF6",9459,"ENSG00000129675","Microglia",0.595,0.465,3.91212127452535,2.71167583144583,0.632,0.264,2.3147295218413e-144,1.16386915087702e-139
"270","ARID3A",1820,"ENSG00000116017","Microglia",0.511,0.46,3.61027942521039,2.50245500461816,0.575,0.15,2.85419778275254e-126,1.4351191871458e-121
"271","ARL15",54622,"ENSG00000185305","Endothelial",0.9,0.933,3.67245891114289,2.54555453998093,0.738,0.476,7.18863626667289e-21,3.6145182012458e-16
"272","ARNT2",9915,"ENSG00000172379","VLMC",1,0.909,3.35302475065345,2.32413965226316,0.964,0.928,1.71893807060952e-09,8.64299251283171e-05
"273","ARPC1A",10552,"ENSG00000241685","Pericyte",0.562,0.732,2.51917495158611,1.74615901502915,0.504,0.00800000000000001,8.85953707988383e-05,1
"274","ARRB2",409,"ENSG00000141480","Microglia",0.524,0.441,3.59917729077661,2.49475959143719,0.622,0.244,2.69365142693127e-281,1.35439487397531e-276
"275","ARRDC5",645432,"ENSG00000205784","Microglia",0.373,0.31,4.86951222166949,3.3752886671524,0.567,0.134,0,0
"276","ARSF",416,"ENSG00000062096","VIP",0.356,0.219,3.25407784398513,2.25555488288088,0.587,0.174,0,0
"277","ARSF",416,"ENSG00000062096","PAX6",0.455,0.228,3.00205565536516,2.0808664134004,0.642,0.284,2.83436310599439e-102,1.42514611332504e-97
"278","ARSG",22901,"ENSG00000141337","VLMC",0.727,0.618,2.75615872271154,1.9104236478232,0.562,0.124,NA,NA
"279","ARSJ",79642,"ENSG00000180801","L6b",0.929,0.21,3.12990786793706,2.16948681407296,0.908,0.816,0,0
"280","ARX",170302,"ENSG00000004848","SST",0.705,0.108,3.2810040702077,2.27421872067017,0.809,0.618,0,0
"281","ASAP3",55616,"ENSG00000088280, ENSG00000282854","VLMC",0.455,0.375,2.98842493398108,2.07141831730403,0.553,0.106,NA,NA
"282","ASAP3",55616,"ENSG00000088280, ENSG00000282854","Astrocyte",0.558,0.37,2.85424985466945,1.97841523937777,0.635,0.27,3.01351071868796e-142,1.51522332446349e-137
"283","ASCC2",84164,"ENSG00000100325","Microglia",0.324,0.426,2.50290737385789,1.7348831893923,0.465,0.07,1.02214209095002e-30,5.13943264750581e-26
"284","ASGR2",433,"ENSG00000161944","L5 ET",0.449,0.085,2.77245314200101,1.92171807861256,0.695,0.39,1.62030406312818e-68,8.14705085981482e-64
"285","ASIC1",41,"ENSG00000110881","OPC",0.497,0.295,2.79794169505579,1.93938539729904,0.638,0.276,4.12342194491666e-110,2.07329778812355e-105
"286","ASIC4",55515,"ENSG00000072182","VIP",0.622,0.066,4.09319904111342,2.83718937481844,0.791,0.582,0,0
"287","ASIC4",55515,"ENSG00000072182","OPC",0.502,0.101,3.96187188606916,2.74616032756856,0.713,0.426,1.36123980087279e-231,6.8444498427685e-227
"288","ASPA",443,"ENSG00000108381","Oligodendrocyte",0.362,0.006,6.28627634131471,4.35731472220298,0.678,0.356,0,0
"289","ASPN",54829,"ENSG00000106819","VLMC",0.364,0.064,5.65624299377282,3.92060888369558,0.654,0.308,0.00115381684650693,1
"290","ATF3",467,"ENSG00000162772","Endothelial",0.357,0.292,4.84884785401153,3.36096521897223,0.573,0.146,2.97562374429741e-33,1.49617337487018e-28
"291","ATF7IP2",80063,"ENSG00000166669","VLMC",0.909,0.825,3.18786023327117,2.20965633271109,0.57,0.14,NA,NA
"292","ATG4C",84938,"ENSG00000125703","Oligodendrocyte",0.809,0.597,3.19724832817909,2.21616366422733,0.76,0.52,0,0
"293","ATM",472,"ENSG00000149311","Microglia",0.835,0.822,3.01860021100726,2.09233422549735,0.723,0.446,1.47296912152305e-194,7.40623603993005e-190
"294","ATP10A",57194,"ENSG00000206190","VLMC",0.364,0.289,2.80779219624985,1.9462132444288,0.553,0.106,NA,NA
"295","ATP10A",57194,"ENSG00000206190","L5/6 IT Car3",0.717,0.28,3.25320640457637,2.25495084711166,0.79,0.58,0,0
"296","ATP10A",57194,"ENSG00000206190","Endothelial",0.986,0.288,7.85614470505283,5.4454645523783,0.983,0.966,2.69389947736728e-183,1.35451959621504e-178
"297","ATP10B",23120,"ENSG00000118322","OPC",0.867,0.551,3.92263156848837,2.71896101207315,0.838,0.676,0,0
"298","ATP10B",23120,"ENSG00000118322","Oligodendrocyte",0.862,0.543,4.48961906090353,3.11196679385347,0.846,0.692,0,0
"299","ATP10D",57205,"ENSG00000145246","VLMC",0.727,0.498,3.1883634719036,2.21000515115029,0.698,0.396,0.0204865809775037,1
"300","ATP11C",286410,"ENSG00000101974","VLMC",0.455,0.508,2.89826973808843,2.0089274974582,0.525,0.05,NA,NA
"301","ATP11C",286410,"ENSG00000101974","LAMP5",0.864,0.489,3.64131409548702,2.52396659882002,0.846,0.692,0,0
"302","ATP11C",286410,"ENSG00000101974","Microglia",0.508,0.508,2.81515622412616,1.95131759958882,0.55,0.1,8.68780341643847e-61,4.36831443581943e-56
"303","ATP13A4",84239,"ENSG00000127249","Astrocyte",0.978,0.296,5.71810017298428,3.96348501306339,0.974,0.948,0,0
"304","ATP13A4",84239,"ENSG00000127249","OPC",0.836,0.304,3.57931566523897,2.48099256169444,0.848,0.696,0,0
"305","ATP13A5",344905,"ENSG00000187527","Astrocyte",0.39,0.148,4.19870831505527,2.91032283057416,0.639,0.278,1.31885712194874e-277,6.63134549487044e-273
"306","ATP1A2",477,"ENSG00000018625","Pericyte",0.969,0.199,7.28253792463236,5.0478706297798,0.974,0.948,1.2221683685514e-60,6.1451847739133e-56
