X1,gene,entrez_id,ensembl_id,class,pct.1,pct.2,avg_log2FC,roc_avg_diff,roc_myAUC,roc_power,MAST_p_val,MAST_p_val_adj,avg_expr,top_log2FC,bretigea_ranking,dan_ranking,bretigea_ranking_best
2216,LOC105375415,105375415,NA,GABAergic,0.685,0.023,7.60144045565438,5.26891702003114,0.839,0.678,0,0,3.383708407344608,7.604120189297768,4,1,1
835,DLX6.AS1,285987,ENSG00000231764,GABAergic,0.816,0.041,7.4645052387348,5.17400076050397,0.903,0.806,0,0,3.8408098780718656,6.234798970728025,3,3,2
831,DLX1,1745,ENSG00000144355,GABAergic,0.549,0.008,5.65554611517287,3.92012584425882,0.772,0.544,0,0,2.2005086615240304,6.9068767039112835,13,4,3
1397,IGF1,3479,ENSG00000017427,GABAergic,0.644,0.05,4.9391251662535,3.42354068342129,0.808,0.616,0,0,2.923243478683584,3.9409259375448853,10,15,4
1155,GAD1,2571,ENSG00000128683,GABAergic,0.984,0.168,6.2197838001767,4.3112256047849,0.985,0.97,0,0,6.220965512020999,3.036769863783218,2,18,5
1156,GAD2,2572,ENSG00000136750,GABAergic,0.896,0.171,7.47728736666442,5.18286065643995,0.936,0.872,0,0,4.8431885344141925,4.669361477216382,1,6,6
3713,SST,6750,ENSG00000157005,GABAergic,0.357,0.052,7.11592087486882,4.93238049150298,0.66,0.32,0,0,2.0274149370969505,4.516481766585583,16,9,7
3793,TAC1,6863,ENSG00000006128,GABAergic,0.316,0.036,6.36587042943953,4.41248513997594,0.645,0.29,0,0,1.7843988722540987,4.697849946459432,23,7,8
254,ARX,170302,ENSG00000004848,GABAergic,0.529,0.013,4.54546673348406,3.1506774506435,0.759,0.518,0,0,1.9266583529080221,3.620584458760004,27,23.5,9
1633,LHX6,26468,ENSG00000106852,GABAergic,0.414,0.034,5.1943897410837,3.60047660376167,0.696,0.392,0,0,1.6951962562043683,5.3877923842716715,26,8,10
4074,VIP,7432,ENSG00000146469,GABAergic,0.248,0.039,8.38293141524522,5.81060527530461,0.608,0.216,0,0,1.5322802884647821,5.413478654264516,28,2,11
1267,GRIP2,80852,ENSG00000144596,GABAergic,0.864,0.167,5.09783606972147,3.53355069868423,0.907,0.814,0,0,3.8506120480564032,3.700032338562452,5.5,15,12
3066,PNOC,5368,ENSG00000168081,GABAergic,0.453,0.078,5.54547887200925,3.84383304498796,0.703,0.406,0,0,1.9042031354695943,4.61945610951306,21,11,13
3555,SLC32A1,140679,ENSG00000101438,GABAergic,0.446,0.006,4.28610733585105,2.97090321542246,0.721,0.442,0,0,1.476136738146216,7.184125564712181,38,12,14
746,CXCL14,9547,ENSG00000145824,GABAergic,0.504,0.128,7.66859633998357,5.31546593191193,0.716,0.432,0,0,3.338976036490429,2.143219895548091,11,38,15
3327,RND3,390,ENSG00000115963,GABAergic,0.422,0.036,4.27375090495203,2.96233839018302,0.697,0.394,0,0,1.7512331103555001,4.189724616570254,32,23.5,16
1562,KIT,3815,ENSG00000157404,GABAergic,0.418,0.104,5.9884538075817,4.15087987263873,0.674,0.348,0,0,2.215878099146174,2.9931881333175996,20,21,17
430,C8orf4,56892,ENSG00000176907,GABAergic,0.321,0.025,4.60813262068674,3.19411413367532,0.65,0.3,0,0,1.5627745242662832,4.3113444705442765,36.5,17,18
3794,TAC3,6866,ENSG00000166863,GABAergic,0.208,0.027,7.18120028250178,4.97762872885239,0.593,0.186,0,0,1.2390024136353663,4.976896942260336,43,5,19
1287,HAPLN1,1404,ENSG00000145681,GABAergic,0.409,0.084,4.93845860787937,3.42307866036357,0.676,0.352,0,0,1.7824871391358585,2.9132450906122913,33,27.5,20
2793,NR2F2,7026,ENSG00000185551,GABAergic,0.329,0.034,4.37839023681209,3.03486884803749,0.651,0.302,0,0,1.345779562349668,4.138793129583444,50.5,22,21
2496,MAFB,9935,ENSG00000204103,GABAergic,0.342,0.02,4.09769546217481,2.84030605639975,0.663,0.326,0,0,1.2823398998155278,4.615765312329647,56.5,25,22
712,CRH,1392,ENSG00000147571,GABAergic,0.307,0.05,4.01234846830792,2.78114802823165,0.632,0.264,0,0,1.5376177970261564,2.975285539825213,53,43.5,23
2101,LOC105372768,105372768,NA,GABAergic,0.373,0.024,3.8884711630063,2.69528282332647,0.677,0.354,0,0,1.3319135764131809,3.6300538888426535,63,37,24
453,CALB2,794,ENSG00000172137,GABAergic,0.239,0.023,5.12460530302139,3.55210571727182,0.61,0.22,0,0,1.0881541410102644,4.739313785776026,65,10,25
3509,SLC10A4,201780,ENSG00000145248,GABAergic,0.251,0.026,4.76165990686278,3.30053113922727,0.615,0.23,0,0,1.1444882728227541,4.258996003622668,66.5,15,26
3952,TOX3,27324,ENSG00000103460,GABAergic,0.679,0.158,3.7609170220313,2.6068690301409,0.793,0.586,0,0,3.1678038216058404,2.431449548291515,19,59,27
2069,LOC105371352,105371352,NA,GABAergic,0.281,0.02,4.01580078385492,2.78354099101945,0.632,0.264,0,0,1.1716379473204035,4.413293853764113,72,27.5,28
1237,GPR149,344758,ENSG00000174948,GABAergic,0.323,0.087,5.09077853537823,3.52865878865251,0.628,0.256,0,0,1.32242500885032,3.9082993935956045,49,13,29
1625,LGI2,55203,ENSG00000153012,GABAergic,0.351,0.058,3.3499486359862,2.32200745205447,0.65,0.3,0,0,1.4522554505595335,2.807045993977164,74,63,30
684,CORT,1325,ENSG00000241563,GABAergic,0.335,0.054,3.54049536204696,2.45408437798841,0.646,0.292,0,0,1.2166001862762434,3.073742414607138,79,51,31
3294,RGS16,6004,ENSG00000143333,GABAergic,0.199,0.012,4.2111515234402,2.91894780538329,0.594,0.188,0,0,0.8793961898944673,3.424149244150179,93,31.5,32
833,DLX5,1749,ENSG00000105880,GABAergic,0.2,0.004,4.08747711942048,2.83322324092959,0.599,0.198,0,0,0.7898609621182358,6.870960881425313,102,19.5,33
3790,SYTL5,94122,ENSG00000147041,GABAergic,0.553,0.205,4.4814963894374,3.10633658702811,0.714,0.428,0,0,2.2324721949861948,3.2191873625041962,22,29.5,34
834,DLX6,1750,ENSG00000006377,GABAergic,0.288,0.002,3.47525031558627,2.40885995798868,0.643,0.286,0,0,0.8260468918965089,8.633237493664225,107,35,35
3194,PVALB,5816,ENSG00000100362,GABAergic,0.234,0.067,4.19595004421489,2.90841094291793,0.589,0.178,0,0,1.0632229092213181,2.8569552662893454,85,39,36
2828,NXPH1,30010,ENSG00000122584,GABAergic,0.796,0.328,4.8297397859619,3.34772051547768,0.841,0.682,0,0,5.054560016874513,1.887933485105445,8,59,37
713,CRHBP,1393,ENSG00000145708,GABAergic,0.305,0.093,3.82649420726801,2.65232367119678,0.615,0.23,0,0,1.2021382416184858,2.6982738840672478,81,52.5,38
2489,LYPD6B,130576,ENSG00000150556,GABAergic,0.533,0.166,3.23356178206004,2.2413342324013,0.708,0.416,0,0,2.1941138784512964,2.64203890750989,40,68,39
2305,LOC105377568,105377568,NA,GABAergic,0.237,0.037,3.71357366178117,2.57405311346529,0.603,0.206,0,0,0.898614993573543,3.653611885012417,103,42,40
2306,LOC105377569,105377569,NA,GABAergic,0.267,0.071,3.94094296810717,2.73165350709102,0.605,0.21,0,0,1.0094164230873672,3.1812547290559996,87,41,41
1260,GRIK1.AS2,100379661,NA,GABAergic,0.291,0.017,3.32664896487268,2.30585735071416,0.637,0.274,0,0,0.9155487985404799,3.223606707306211,114,56,42
1652,LINC00403,100505996,ENSG00000224243,GABAergic,0.57,0.166,3.16602560536201,2.19452172193727,0.726,0.452,0,0,2.56476598133615,1.890046175650266,48,88,43
2794,NR2F2.AS1,644192,ENSG00000247809,GABAergic,0.48,0.199,4.02414143314087,2.78932228855606,0.672,0.344,0,0,2.052124309439129,2.811936090139357,30.5,45,44
2783,NPPC,4880,ENSG00000163273,GABAergic,0.197,0.007,3.58056900937485,2.4818613136485,0.595,0.19,0,0,0.7745206457672482,4.311260231579651,118,40,45
3499,SHISA8,440829,ENSG00000234965,GABAergic,0.201,0.01,3.65028383517494,2.53018394859505,0.596,0.192,0,0,0.7160616440342447,5.184352362333921,120.5,34,46
358,BTBD11,121551,ENSG00000151136,GABAergic,0.845,0.416,5.11509218950762,3.54551172946141,0.857,0.714,0,0,4.1326495990666565,2.7408314920818233,5.5,29.5,47
3133,PROX1,5629,ENSG00000117707,GABAergic,0.408,0.062,3.29167884828101,2.28161791299479,0.678,0.356,0,0,1.8294226466542072,1.2595966908438676,105,130.5,48
3173,PTHLH,5744,ENSG00000087494,GABAergic,0.231,0.08,4.14607841856617,2.87384256620958,0.582,0.164,0,0,1.0021090687933292,2.4529728390920162,99,49.5,49
592,CHRNA2,1135,ENSG00000120903,GABAergic,0.171,0.018,3.93453021644224,2.72720852635485,0.578,0.156,0,0,0.6926492295843784,4.317103865509879,126,31.5,50
1957,LOC102724124,102724124,NA,GABAergic,0.173,0.017,4.19557014437932,2.90814761641801,0.579,0.158,0,0,0.6472580220403507,5.106883911769832,128,19.5,51
2488,LYPD6,130574,ENSG00000187123,GABAergic,0.495,0.178,4.05888580832929,2.81340525425822,0.69,0.38,0,0,1.8917248298156957,1.8239681900180686,56.5,73,52
4140,ZCCHC12,170261,ENSG00000174460,GABAergic,0.267,0.052,3.0380566222678,2.1058203821064,0.61,0.22,0,0,1.0073416045065908,2.570570223565158,126,80,53
2003,LOC105369212,105369212,NA,GABAergic,0.24,0.058,3.29062983746632,2.28089079410621,0.594,0.188,0,0,0.8611640211645007,3.0241432325992514,122,61,54
1265,GRIN3A,116443,ENSG00000198785,GABAergic,0.763,0.347,3.67471947203381,2.54712144138897,0.795,0.59,0,0,3.9867728045518116,1.9807670212132367,14,73,55
1862,LOC101928174,101928174,ENSG00000250007,GABAergic,0.336,0.094,3.04063595434226,2.10760823886153,0.629,0.258,0,0,1.1274245184254807,2.546241668562634,113,79,56
1851,LOC101927870,101927870,NA,GABAergic,0.255,0.106,4.50307935163107,3.12129675642078,0.583,0.166,0,0,0.7932897020014177,3.2747679984997644,108,26,57
537,CDCA7,83879,ENSG00000144354,GABAergic,0.185,0.038,4.14202383370537,2.87103214214497,0.576,0.152,0,0,0.6383860225747842,3.791970244035861,140,33,58
3358,RPP25,54913,ENSG00000178718,GABAergic,0.263,0.029,2.76644740624874,1.91755521980868,0.618,0.236,0,0,0.8697413442364587,3.2704317092357895,146,81.5,59
2743,NGF,4803,ENSG00000134259,GABAergic,0.25,0.047,3.05208451482862,2.11554377628412,0.605,0.21,0,0,0.8603328145345688,2.825275133599209,138.5,70.5,60
903,EGFR,1956,ENSG00000146648,GABAergic,0.551,0.135,3.36269100096993,2.3308397864166,0.729,0.458,0,0,2.652271151436551,1.0271340740960793,89,161.5,61
2829,NXPH2,11249,ENSG00000144227,GABAergic,0.467,0.183,2.93918477941709,2.03728764299766,0.663,0.326,0,0,2.0953599766672015,2.105273569426016,69,94,62
1259,GRIK1,2897,ENSG00000171189,GABAergic,0.901,0.519,5.11029763077147,3.54218839459142,0.878,0.756,0,0,5.9318924733245835,1.8170609110173872,7,62,63
3667,SP9,100131390,ENSG00000217236,GABAergic,0.18,0.006,3.26042012640321,2.25995101805729,0.588,0.176,0,0,0.5638605691711919,5.873711667526971,155.5,43.5,64
1347,HRH3,11255,ENSG00000101180,GABAergic,0.353,0.071,2.68122292204553,1.85848210886856,0.645,0.29,0,0,1.0593536384642732,2.534002676746683,137,100.5,65
2800,NRIP3,56675,ENSG00000175352,GABAergic,0.731,0.275,3.22575506844408,2.23592303086897,0.782,0.564,0,0,3.065753280646464,1.8633836046951848,36.5,90,66
3444,SEMA4G,57715,ENSG00000095539,GABAergic,0.301,0.062,2.70654164189348,1.87603170814655,0.622,0.244,0,0,0.9814979417154476,2.729748486024412,144,90,67
3141,PRRT4,401399,ENSG00000224940,GABAergic,0.259,0.029,2.86088800056701,1.9830164514908,0.617,0.234,0,0,0.70970027895875,4.235136895341962,154,70.5,68
3301,RGS8,85397,ENSG00000135824,GABAergic,0.308,0.13,3.72801233942378,2.58406124216428,0.6,0.2,0,0,0.9386758720789967,2.6818497454160384,112,55,69
169,ANKRD55,79722,ENSG00000164512,GABAergic,0.78,0.42,4.33461608543504,3.00452691842909,0.798,0.596,0,0,2.965316776784589,2.535105157487791,15,46,70
103,ADRA1A,148,ENSG00000120907,GABAergic,0.636,0.202,3.15441298268844,2.18647246527218,0.754,0.508,0,0,3.1212009737917286,1.2189863451014822,73,141.5,71
3578,SLC6A1,6529,ENSG00000157103,GABAergic,0.989,0.239,4.19125029807151,2.90515332712929,0.96,0.92,0,0,5.769955055328021,0.8081631943581022,58.5,180,72
3984,TRIM67,440730,ENSG00000119283,GABAergic,0.364,0.138,3.05637504034339,2.11851774194781,0.627,0.254,0,0,1.1363574161374297,2.593102246393967,109.5,76,73
2495,MAF,4094,ENSG00000178573,GABAergic,0.868,0.365,3.73587770007226,2.58951309472186,0.875,0.75,0,0,4.692715425395688,1.3455581377799826,25,112.5,74
32,ACADL,33,ENSG00000115361,GABAergic,0.247,0.056,2.89764887920863,2.00849715087615,0.599,0.198,0,0,0.8607361253134325,2.231279644838477,155.5,96,75.5
1496,KCNAB3,9196,ENSG00000170049,GABAergic,0.484,0.16,2.49172529139968,1.7271323604636,0.676,0.352,0,0,1.903719767462168,1.8088921884806304,101,130.5,75.5
2308,LOC105377574,105377574,NA,GABAergic,0.776,0.498,4.65057371404564,3.22353205787692,0.77,0.54,0,0,3.5385027479565943,2.285433003157278,12,47,77
156,ANK1,286,ENSG00000029534,GABAergic,0.859,0.434,3.49001929755926,2.41909703620301,0.844,0.688,0,0,3.7645940891952736,2.158864590235299,18,73,78.5
781,DCN,1634,ENSG00000011465,GABAergic,0.185,0.044,3.11057018170699,2.15608295138404,0.573,0.146,0,0,0.7360358647297173,2.2332552430147095,165,84,78.5
1561,KIRREL,55243,ENSG00000183853,GABAergic,0.38,0.175,3.6736900107417,2.54640787319684,0.623,0.246,0,0,1.1490668054011879,2.2858618945436264,92,66,80
58,ADAM33,80332,ENSG00000149451,GABAergic,0.208,0.053,3.01164535433619,2.08751348620459,0.58,0.16,0,0,0.8341242957986948,1.8213743776375084,167,103,81
832,DLX2,1746,ENSG00000115844,GABAergic,0.176,0.001,2.82814429965144,1.96032024752008,0.588,0.176,0,0,0.4776311968580118,9.116003751901719,192.5,64,82
915,ELFN1,392617,ENSG00000225968,GABAergic,0.416,0.174,3.4992885423697,2.42552198710928,0.644,0.288,0,0,1.1393870647243947,2.375396734884897,95,67,83
3569,SLC47A1,55244,ENSG00000142494,GABAergic,0.381,0.152,2.94059290505368,2.03826368131254,0.629,0.258,0,0,1.213069575197643,2.154235837731246,115,92,84
239,ARL4C,10123,ENSG00000188042,GABAergic,0.815,0.324,2.80201748988042,1.94221052299027,0.813,0.626,0,0,3.927876152684084,1.5839165470340086,41.5,125,85
2380,LOC105379069,105379069,ENSG00000248708,GABAergic,0.257,0.107,2.98960716034987,2.07223777417834,0.582,0.164,0,0,0.867745675258622,2.357688879606643,150,85.5,86
71,ADAMTS9.AS2,100507098,ENSG00000241684,GABAergic,0.665,0.325,2.96868189936291,2.05773348852273,0.731,0.462,0,0,2.856183755147795,2.032997025675935,41.5,96,87
174,ANO1,55107,ENSG00000131620,GABAergic,0.459,0.212,3.86503487187828,2.6790380242083,0.653,0.306,0,0,1.2043604117066526,2.573443137126463,82,54,88
385,C18orf42,642597,ENSG00000231824,GABAergic,0.173,0.054,3.23473966462573,2.24215067838075,0.563,0.126,0,0,0.5629411995160093,3.3556046268823967,173.5,57,89
2928,PCP4L1,654790,ENSG00000248485,GABAergic,0.597,0.282,3.03997763600832,2.10715192736445,0.704,0.408,0,0,2.198094268945144,2.097481241326365,60,90,90
2766,NMU,10874,ENSG00000109255,GABAergic,0.382,0.217,4.77998760973953,3.31323493480243,0.603,0.206,0,0,1.0514717702237169,2.6899037806372728,83.5,36,91
1529,KCNS3,3790,ENSG00000170745,GABAergic,0.285,0.137,3.49602061547557,2.42325683279634,0.585,0.17,0,0,0.7880470463954532,2.7520047293238914,134,59,92
2304,LOC105377567,105377567,NA,GABAergic,0.9,0.696,5.00413910000631,3.46860490829915,0.826,0.652,0,0,4.57109627091673,2.039945313089124,9,52.5,93
3589,SLC9A2,6549,ENSG00000115616,GABAergic,0.311,0.163,3.58033801988934,2.48170120393787,0.587,0.174,0,0,0.9912090287685443,2.115081988822184,117,69,94
83,ADCYAP1R1,117,ENSG00000078549,GABAergic,0.773,0.293,2.47036659062005,1.71232763723778,0.79,0.58,0,0,3.308176510484174,1.8093249154566884,61,132,95
2128,LOC105373643,105373643,NA,GABAergic,0.174,0.032,3.09439496942286,2.14487114859433,0.572,0.144,0,0,0.7300106887107897,1.542786223216169,198.5,116,96
3536,SLC24A3,57419,ENSG00000185052,GABAergic,0.827,0.363,3.39316336509344,2.35196161969382,0.833,0.666,0,0,4.183858401089953,1.1750009681417084,46,137,97
3021,PKP2,5318,ENSG00000057294,GABAergic,0.587,0.385,4.53181675788885,3.14121600854497,0.662,0.324,0,0,1.8380758375558122,2.2482503696036686,39,48,98
1608,LBH,81606,ENSG00000213626,GABAergic,0.267,0.099,2.56337063928425,1.77679313135002,0.591,0.182,0,0,0.8084290895576762,2.4056175020009354,178,107,99
805,DGKD,8527,ENSG00000077044,GABAergic,0.803,0.37,2.78912301010361,1.93327275068818,0.804,0.608,0,0,3.4588623456662715,1.6149733843861325,54,124,100
890,ECE2,9718,ENSG00000145194,GABAergic,0.859,0.41,2.68307294606396,1.8597644478009,0.826,0.652,0,0,3.5094965257896,1.8741860853957115,44,118,101
3134,PROX1.AS1,100505832,ENSG00000230461,GABAergic,0.288,0.117,2.5748067529842,1.78472004131771,0.593,0.186,0,0,1.1026300506879096,1.5130201895241175,171,143,102
952,ENTPD3,956,ENSG00000168032,GABAergic,0.66,0.295,2.70534398294338,1.87520155422202,0.726,0.452,0,0,2.8859512065363857,1.4418153801123028,77,138.5,103
2199,LOC105375144,105375144,NA,GABAergic,0.219,0.004,2.41830179377352,1.67623907009718,0.607,0.214,0,0,0.5166483789949715,2.9512015727077006,234,104,104
3257,RBMS3.AS3,100873979,ENSG00000235904,GABAergic,0.179,0.025,2.63890378021331,1.82914871502383,0.578,0.156,0,0,0.6361501215883052,1.8908524866641636,222,118,105
3276,RELN,5649,ENSG00000189056,GABAergic,0.772,0.631,7.17852980793917,4.97577769693856,0.689,0.378,0,0,2.9678937726356316,1.8844095510593004,17,49.5,106.5
3533,SLC22A3,6581,ENSG00000146477,GABAergic,0.178,0.076,3.54873393677821,2.45979492283521,0.555,0.11,0,0,0.6474020596874026,1.5499038785577517,202,93,106.5
2910,PAWR,5074,ENSG00000177425,GABAergic,0.541,0.304,3.48654716687131,2.41669033860612,0.663,0.326,0,0,1.6593648630501787,1.9902913755734863,76,78,108
1264,GRIN2D,2906,ENSG00000105464,GABAergic,0.725,0.355,2.88373579379743,1.99885333495048,0.764,0.528,0,0,2.3038791699519456,2.088945499118586,66.5,102,109.5
3467,SFRP1,6422,ENSG00000104332,GABAergic,0.25,0.105,3.26990831605294,2.26652772996161,0.581,0.162,0,0,0.8100432925384359,1.3928977104963451,185,120,109.5
3505,SIAH3,283514,ENSG00000215475,GABAergic,0.417,0.173,2.40610046664719,1.66778175460047,0.637,0.274,0,0,1.526392877677156,1.6601536463178155,138.5,146,111
3170,PTGFR,5737,ENSG00000122420,GABAergic,0.167,0.089,3.38956531033952,2.34946763818563,0.543,0.0860000000000001,0,0,0.4670356547310227,2.678763424457694,198.5,65,112
2671,MYO5B,4645,ENSG00000167306,GABAergic,0.503,0.341,3.65095442178397,2.53064876381243,0.624,0.248,0,0,1.6602750147673517,1.9276538943003256,75,75,113
2744,NHS,4810,ENSG00000188158,GABAergic,0.919,0.517,2.92723376369813,2.02900383014724,0.861,0.722,0,0,4.641230307915839,1.5241069628371093,34,123,114
1544,KIAA1211,57482,ENSG00000109265,GABAergic,0.94,0.613,3.04084267058716,2.10775152364386,0.873,0.746,0,0,4.71494367323366,1.726893025239704,24,105.5,115
2283,LOC105377009,105377009,NA,GABAergic,0.199,0.07,2.7928530559045,1.93585822141843,0.569,0.138,0,0,0.6210523597668989,2.0770694156737135,212.5,105.5,116
2251,LOC105376186,105376186,NA,GABAergic,0.163,0.033,2.51813341292447,1.74543707544239,0.566,0.132,0,0,0.5257152895392213,2.418919519432859,236,112.5,117.5
2352,LOC105378525,105378525,NA,GABAergic,0.169,0.045,2.56609679118323,1.77868275585258,0.564,0.128,0,0,0.5045080847357516,2.779717910405214,227,96,117.5
3106,PRDM1,639,ENSG00000057657,GABAergic,0.235,0.077,2.2878153844056,1.58579278334241,0.582,0.164,0,0,0.8099271489133484,2.083346465874149,209,140,119
1508,KCNIP1,30820,ENSG00000182132,GABAergic,0.797,0.394,2.60856116857745,1.80811681931761,0.798,0.596,0,0,4.0556172980545275,1.316997219576673,68,163,120
2712,NDST4,64579,ENSG00000138653,GABAergic,0.428,0.274,4.18932571245407,2.90381930603482,0.607,0.214,0,0,1.272564127788451,1.550230640342252,97.5,83,121
2307,LOC105377572,105377572,NA,GABAergic,0.187,0.057,2.42035873400522,1.67766483241936,0.567,0.134,0,0,0.6623017403590173,1.9804825718891101,231,127,122
1133,FRMPD3,84443,ENSG00000147234,GABAergic,0.349,0.164,2.53098067723648,1.75434212047817,0.605,0.21,0,0,1.013471893022225,1.9197308293055093,159.5,122,123.5
1307,HGF,3082,ENSG00000019991,GABAergic,0.225,0.08,2.54650479652629,1.76510261999458,0.577,0.154,0,0,0.8206882901922737,1.4021667260143156,219,153,123.5
399,C1QTNF2,114898,ENSG00000145861,GABAergic,0.279,0.113,2.55251320498067,1.76926733137438,0.591,0.182,0,0,0.6815620932321498,2.3368251124787767,206,114.5,125
2561,METAP1D,254042,ENSG00000172878,GABAergic,0.841,0.504,2.9586948096581702,2.0508109654519,0.793,0.586,0,0,3.8520878147656776,1.4436807209918818,46,126,126
973,ERICH2,285141,ENSG00000204334,GABAergic,0.357,0.151,2.28467221208143,1.5836141023079,0.613,0.226,0,0,1.1870449524126014,1.707341123292453,175.5,161.5,127
265,ASS1,445,ENSG00000130707,GABAergic,0.356,0.154,2.34223563977203,1.623514029915,0.611,0.222,0,0,1.1670552686791824,1.6535525048911304,172,155,128
261,ASIC4,55515,ENSG00000072182,GABAergic,0.258,0.059,2.59311027981787,1.79740707933677,0.604,0.208,0,0,0.852992984353284,1.2145076243913961,239,171,129
2123,LOC105373454,105373454,NA,GABAergic,0.205,0.105,2.96004149129404,2.05174441403092,0.556,0.112,0,0,0.5062070832250244,2.4411215726171895,212.5,85.5,130.5
4029,UBASH3B,84959,ENSG00000154127,GABAergic,0.897,0.616,3.06971788543009,2.12776629740031,0.828,0.656,0,0,3.96605931002768,1.6249720206844718,30.5,110,130.5
146,AMH,268,ENSG00000104899,GABAergic,0.248,0.056,2.13016502113001,1.47651787852368,0.598,0.196,0,0,0.6998329714337663,2.3461146096796828,245,148,132
1666,LINC00693,645206,NA,GABAergic,0.758,0.42,2.51149777791398,1.74083760374364,0.755,0.51,0,0,3.5460719617695,1.4516682398525922,71,152,133
4089,VWC2,375567,ENSG00000188730,GABAergic,0.739,0.362,2.38101562087984,1.65039426448204,0.756,0.512,0,0,3.7025382715736623,1.3119810106778083,83.5,177,134
1170,GAPDHP66,645256,ENSG00000250933,GABAergic,0.274,0.115,2.16395669507105,1.49994048204232,0.586,0.172,0,0,1.0804686298527058,1.3950485555665224,216.5,185,135
811,DHRS13,147015,ENSG00000167536,GABAergic,0.155,0.035,2.31354613713417,1.6036279820499,0.561,0.122,0,0,0.5084600316174226,2.33689689852563,260.5,128,136
3256,RBMS3,27303,ENSG00000144642,GABAergic,0.933,0.648,3.4669558759815,2.4031106905623,0.879,0.758,0,0,5.270980693064529,1.1766802366284992,35,135,137
1728,LINC01563,101060544,ENSG00000236819,GABAergic,0.278,0.066,2.30332775296226,1.59654513787127,0.61,0.22,0,0,0.932739628909938,1.2379550494125906,251,194,138
1062,FBN2,2201,ENSG00000138829,GABAergic,0.352,0.252,4.4656846034746,3.09537669216838,0.569,0.138,0,0,0.9498090416645845,1.590049701273189,131.5,77,139
78,ADARB2.AS1,642394,ENSG00000205696,GABAergic,0.182,0.006,2.15292178343004,1.49229166415062,0.588,0.176,0,0,0.5131150975164499,2.1933613777123875,280,148,140
4087,VWA5A,4013,ENSG00000110002,GABAergic,0.324,0.122,1.86084343321641,1.28983837919744,0.607,0.214,0,0,1.1726679122459462,1.764225457599817,221,200,141
1713,LINC01314,100996492,ENSG00000259417,GABAergic,0.44,0.151,2.71235506938065,1.88006126901867,0.662,0.324,0,0,1.712493668860694,0.8295851039050319,198.5,227,142.5
4180,ZNF385D,79750,ENSG00000151789,GABAergic,0.979,0.816,3.13739436478839,2.17467605825772,0.896,0.792,0,0,6.584860668621319,1.296525537987692,29,133,142.5
3277,RERG,85004,ENSG00000134533,GABAergic,0.516,0.254,2.05037424386943,1.42121112623082,0.657,0.314,0,0,2.5489806415726832,1.3942168100576118,135,202,144
3559,SLC35F4,341880,ENSG00000151812,GABAergic,0.793,0.561,2.8727895685021,1.99126598974925,0.747,0.494,0,0,3.367206188435405,1.6260332526411316,50.5,121,145
2792,NR2E1,7101,ENSG00000112333,GABAergic,0.215,0.059,2.91475589889305,2.02035483333819,0.582,0.164,0,0,0.7082971545127316,1.1060408686453056,259,170,146
1108,FLT3,2322,ENSG00000122025,GABAergic,0.561,0.402,3.46599896957258,2.40244741358291,0.632,0.264,0,0,1.5555288378120664,1.803974722495848,86,87,147.5
2282,LOC105376987,105376987,NA,GABAergic,0.216,0.117,2.61732863757002,1.81419396573046,0.555,0.11,0,0,0.6150927855461727,1.9519620369689141,229,118,147.5
1223,GNG4,2786,ENSG00000168243,GABAergic,0.642,0.421,2.91918086891923,2.0234219888359,0.68,0.36,0,0,1.9752439887257898,1.8337861562748845,80,110,149
81,ADCY8,114,ENSG00000155897,GABAergic,0.712,0.38,2.21962999398989,1.53853027222038,0.727,0.454,0,0,3.274428707604895,1.4357432107901544,88,179,150
140,ALK,238,ENSG00000171094,GABAergic,0.831,0.584,3.58746945041259,2.48664433489843,0.784,0.568,0,0,3.9508255133569925,1.1211278291370759,52,136,151
819,DIRAS3,9077,ENSG00000162595,GABAergic,0.154,0.057,2.36115641674476,1.63662891312766,0.55,0.1,5.1070013768307e-275,2.56785136228424e-270,0.5740793570885006,1.731634942911944,265,145,152
2127,LOC105373642,105373642,NA,GABAergic,0.352,0.191,3.2827840081647,2.27545247964663,0.599,0.198,0,0,1.3535933911003615,0.9536473121273168,168.5,172,153
1493,KCNA3,3738,ENSG00000177272,GABAergic,0.604,0.292,2.33649730075161,1.6195365164019,0.691,0.382,0,0,2.6347052315230197,1.209199853864562,123,193,154
2385,LOC105379168,105379168,NA,GABAergic,0.325,0.231,3.89458041281861,2.6995174326092,0.563,0.126,0,0,0.8082975222524956,1.7218129866284788,152,81.5,155
658,COL25A1,84570,ENSG00000188517,GABAergic,0.701,0.561,3.64622603996311,2.52737129928469,0.66,0.32,0,0,2.663844716281035,1.3583500906664956,58.5,114.5,156.5
1317,HLA.A,3105,ENSG00000206503,GABAergic,0.485,0.19,2.1365882292034,1.4809701070899,0.666,0.332,0,0,1.9847611849934357,1.1487917467954107,175.5,225,156.5
1019,FAM131C,348487,ENSG00000185519,GABAergic,0.184,0.04,2.0920891538265,1.45012569845488,0.574,0.148,0,0,0.5227915475952631,2.342704816909515,281,156,158
1518,KCNK3,3777,ENSG00000171303,GABAergic,0.334,0.144,2.19528943971354,1.52165868565046,0.604,0.208,0,0,0.97264930007791,1.638831728315868,214.5,167,159
3756,SULF1,23213,ENSG00000137573,GABAergic,0.402,0.25,2.41152952557676,1.67154489149059,0.596,0.192,0,0,1.4072586412503236,1.5183279301582326,151,157.5,160
