X1,gene,entrez_id,ensembl_id,class,pct.1,pct.2,avg_log2FC,roc_avg_diff,roc_myAUC,roc_power,MAST_p_val,MAST_p_val_adj,avg_expr,top_log2FC,bretigea_ranking,dan_ranking,bretigea_ranking_best
1519,KCNK4,50801,ENSG00000182450,Glutamatergic,0.35,0.176,1.56603335062184,1.08549160164637,0.602,0.204,0,0,0.7847587902989013,1.8871955594292629,567.5,446.5,504
2202,LOC105375158,105375158,NA,Glutamatergic,0.355,0.226,1.9891939278579,1.37880416268167,0.577,0.154,0,0,0.7150014113371922,1.7460259093167154,499,368,505
670,COL5A2,1290,ENSG00000204262,Glutamatergic,0.466,0.242,1.62148269368084,1.12392615745162,0.632,0.264,0,0,2.0395796743064856,1.3892105300432946,486.5,541,506
60,ADAMTS16,170690,ENSG00000145536,Glutamatergic,0.489,0.223,1.51668701749753,1.05128732997029,0.65,0.3,0,0,1.661623674447388,1.5569961276543882,512.5,531,507.5
1649,LINC00333,100874128,ENSG00000233349,Glutamatergic,0.383,0.245,1.94602037700236,1.34887853763138,0.584,0.168,0,0,1.1339015590728205,1.4755517268198584,481.5,452,507.5
2317,LOC105377706,105377706,NA,Glutamatergic,0.199,0.107,1.77497271690157,1.23031733429114,0.55,0.1,7.28781035655767e-289,3.66438392538076e-284,0.4458870680545762,1.8089797616514356,646.5,401.5,509
2957,PDZRN4,29951,ENSG00000165966,Glutamatergic,0.776,0.497,1.69365725877738,1.17395375375642,0.717,0.434,0,0,3.833098790454807,1.3688249436360727,347,529.5,510
2021,LOC105369857,105369857,NA,Glutamatergic,0.646,0.207,1.3529962275457,0.937825520431536,0.725,0.45,0,0,2.3620210274723514,1.5005395706304105,537,628,511
1298,HECW1,23072,ENSG00000002746,Glutamatergic,0.997,0.753,2.21984588352284,1.53867991544146,0.91,0.82,0,0,6.152581681511857,0.8156992946744204,306,550,512
2421,LOC643711,643711,ENSG00000257501,Glutamatergic,0.301,0.2,2.14424651322032,1.48627842506416,0.559,0.118,0,0,0.516796221044179,1.8009342180580847,545.5,346,513
3717,ST6GAL2,84620,ENSG00000144057,Glutamatergic,0.842,0.324,1.40955235213847,0.97702723873642106,0.782,0.564,0,0,3.773810004240617,1.4164061263290777,431,616.5,514
547,CDH6,1004,ENSG00000113361,Glutamatergic,0.537,0.218,1.44795867700336,1.00364847453219,0.675,0.35,0,0,2.043175158589227,1.513546565128282,526.5,574.5,515
1132,FRMPD2B,728798,ENSG00000150175,Glutamatergic,0.173,0.029,1.24240612480739,0.861170302520649,0.572,0.144,0,0,0.3797788213303078,2.2005589847528153,820.5,518.5,516
860,DPP4,1803,ENSG00000197635,Glutamatergic,0.411,0.14,1.4096842166864,0.977118640276031,0.64,0.28,0,0,1.5129138965193418,1.4069385905941472,613,619.5,517
1531,KCTD1,284252,ENSG00000134504,Glutamatergic,0.946,0.582,1.95983987113659,1.35845748102729,0.838,0.676,0,0,4.964344322571896,1.0873343886520084,332,546,518
2361,LOC105378798,105378798,NA,Glutamatergic,0.643,0.232,1.49268113941756,1.03464772326228,0.717,0.434,0,0,2.542845654927122,1.31544264166134,515,616.5,519
766,DACH1,1602,ENSG00000276644,Glutamatergic,0.654,0.443,1.87512785465159,1.29973958564118,0.667,0.334,0,0,2.262028774162198,1.4902887760593146,373,465,520
771,DAW1,164781,ENSG00000123977,Glutamatergic,0.264,0.131,1.56854803900652,1.0872346508102,0.573,0.146,0,0,0.67505062057340115,1.7356985584013593,627.5,472,521
2063,LOC105371006,105371006,NA,Glutamatergic,0.302,0.146,1.60734751025464,1.11412839491305,0.586,0.172,0,0,0.8184230504316553,1.5910039737057546,611.5,489.5,522
1755,LOC100132813,100132813,NA,Glutamatergic,0.477,0.14,1.41970531812847,0.984064738486708,0.669,0.338,0,0,1.6852934245254745,1.3142702628274405,619,651,524
1864,LOC101928250,101928250,NA,Glutamatergic,0.571,0.243,1.49601563694689,1.03695902082333,0.683,0.366,0,0,2.3636363901645243,1.3532101284066824,508.5,593,524
3627,SNED1,25992,ENSG00000162804,Glutamatergic,0.687,0.267,1.35505711938628,0.939254021800278,0.73,0.46,0,0,2.7597712592821826,1.545614306999175,476,600,524
557,CDYL2,124359,ENSG00000166446,Glutamatergic,0.775,0.391,1.60486440758719,1.11240723930007,0.755,0.51,0,0,2.7530703048576326,1.4558939593836069,405,525,526
804,DGCR9,25787,NA,Glutamatergic,0.273,0.064,1.3203709337867,0.91521139004755,0.604,0.208,0,0,0.8159919368992643,1.5487451567883466,758.5,631.5,527
2122,LOC105373429,105373429,NA,Glutamatergic,0.198,0.078,1.4822608269082,1.02742491302587,0.563,0.126,0,0,0.5003188213103614,1.8223279491141706,719,484.5,528
744,CUX2,23316,ENSG00000111249,Glutamatergic,0.714,0.537,2.19248627041995,1.51971567675797,0.67,0.34,0,0,2.768325005799107,1.1747479392859939,354.5,481,529.5
3732,STAT6,6778,ENSG00000166888,Glutamatergic,0.455,0.088,1.17209978701611,0.812437662705127,0.688,0.376,0,0,1.3762050168114326,1.610604510884738,699.5,685,529.5
2366,LOC105378872,105378872,ENSG00000226715,Glutamatergic,0.362,0.186,1.66709097142748,1.1555394065819,0.6,0.2,0,0,1.020404657297912,1.5120960711034712,576.5,497,531
3728,STARD4.AS1,100505678,ENSG00000246859,Glutamatergic,0.717,0.406,1.77983039458297,1.23368441988008,0.719,0.438,0,0,2.3027511494732633,1.4335746892132177,397.5,486,532
3415,SCHIP1,29970,ENSG00000151967,Glutamatergic,0.6,0.184,1.33975793857643,0.928649437757066,0.706,0.412,0,0,1.974231738722189,1.5003331494422594,581,636,533
1811,LOC101927056,101927056,ENSG00000241288,Glutamatergic,0.554,0.241,1.46544899958859,1.01577184231923,0.675,0.35,0,0,1.747707369259678,1.59813889023168,522,542,534
3091,PPL,5493,ENSG00000118898,Glutamatergic,0.266,0.086,1.31675741224359,0.912706687778054,0.592,0.184,0,0,0.7726092806615147,1.7187020200417327,708,574.5,535
1676,LINC00951,401260,ENSG00000204092,Glutamatergic,0.232,0.046,1.20448419763513,0.834884825619798,0.593,0.186,0,0,0.6705496457080503,1.8668095629710264,803.5,609,536
1747,LNX1,84708,ENSG00000072201,Glutamatergic,0.825,0.414,1.69515061024629,1.17498886611669,0.777,0.554,0,0,3.1495501308144003,1.3036046603357776,397.5,545,537
946,ENPP7P4,100421816,ENSG00000241278,Glutamatergic,0.731,0.441,1.76030637185106,1.22015139857027,0.712,0.424,0,0,2.578304041641001,1.4078822638517299,385,495.5,538
3096,PPP1R14C,81706,ENSG00000198729,Glutamatergic,0.631,0.295,1.52548772037598,1.05738751235743,0.705,0.41,0,0,1.9606456074123768,1.5625568448876082,470,522,539
1378,ICAM5,7087,ENSG00000105376,Glutamatergic,0.514,0.136,1.37094555541858,0.950267046439583,0.691,0.382,0,0,1.249664849260362,1.5282631077069357,639,602,540
1641,LIN7A,8825,ENSG00000111052,Glutamatergic,0.914,0.422,1.67497533478967,1.1610044308169,0.808,0.616,0,0,4.4001031970727125,1.1403701252137328,399,607,541
2504,MAN1A1,4121,ENSG00000111885,Glutamatergic,0.766,0.317,1.38102511139015,0.957253662242571,0.755,0.51,0,0,3.393044817004621,1.4201911644975913,457,638,542
349,BMPER,168667,ENSG00000164619,Glutamatergic,0.963,0.58,1.87902755511725,1.30244265202398,0.836,0.672,0,0,4.903353105656884,1.0759617126164003,353,572,543
1208,GLUD2,2747,ENSG00000182890,Glutamatergic,0.218,0.071,1.56899791436713,1.08754648064801,0.577,0.154,0,0,0.5156718120160444,1.5521548214367746,760,505,544
1782,LOC100507387,100507387,NA,Glutamatergic,0.718,0.253,1.62492571153808,1.12631267557199,0.751,0.502,0,0,2.217360535509818,1.2585759953308384,512.5,585,545
72,ADAMTSL1,92949,ENSG00000178031,Glutamatergic,0.821,0.706,2.73707651642995,1.89719687034026,0.649,0.298,0,0,2.4217164135998748,1.0997633182736237,330,441,546.5
406,C22orf24,25775,ENSG00000128254,Glutamatergic,0.207,0.06,1.33666428433981,0.926505080045314,0.575,0.15,0,0,0.41141568801902056,2.0423284135777022,787.5,493,546.5
1504,KCNH4,23415,ENSG00000089558,Glutamatergic,0.224,0.095,1.41850304051956,0.983231383151843,0.569,0.138,0,0,0.48728033985519276,2.010329219026108,701,473,548
2788,NPY1R,4886,ENSG00000164128,Glutamatergic,0.562,0.179,1.36480743565625,0.946012426032383,0.693,0.386,0,0,2.2900515486325386,1.289268638200526,602,675,549
500,CCDC39,339829,ENSG00000145075,Glutamatergic,0.559,0.247,1.70547424256291,1.18214466275009,0.677,0.354,0,0,1.6839567496293872,1.2979551604467512,528.5,543.5,550
1094,FILIP1L,11259,ENSG00000168386,Glutamatergic,0.204,0.052,1.20501852860549,0.835255195625391,0.577,0.154,0,0,0.5861448972666189,1.9846715353981228,806,584,551
2348,LOC105378381,105378381,NA,Glutamatergic,0.193,0.05,1.2990173791896,0.90041023388364,0.572,0.144,0,0,0.5519207607083751,1.7730735704856198,811,572,552
3669,SPAG6,9576,ENSG00000077327,Glutamatergic,0.389,0.228,1.62091302955052,1.12353129636582,0.596,0.192,0,0,0.9103854886481474,1.7201304256551668,549.5,463,553
431,C8orf88,100127983,ENSG00000253250,Glutamatergic,0.298,0.088,1.21737153115007,0.843817644510612,0.606,0.212,0,0,1.0282734728007508,1.6696663426093887,720.5,653,554
2558,MEIS3,56917,ENSG00000105419,Glutamatergic,0.722,0.328,1.7000975638219,1.17841783303998,0.738,0.476,0,0,2.535526734234589,1.2324627197300941,458.5,564.5,555
2071,LOC105371525,105371525,NA,Glutamatergic,0.22,0.139,1.7432137814628,1.20830371773418,0.547,0.0940000000000001,0,0,0.39290502823958534,1.9263892502625883,649,390,556
820,DIRC3,729582,ENSG00000231672,Glutamatergic,0.823,0.444,1.51319133435246,1.04886430705415,0.766,0.532,0,0,3.566391432833545,1.3979518132691093,404,578,557.5
4091,WASF1,8936,ENSG00000112290,Glutamatergic,0.981,0.594,1.85596275491831,1.28645535079589,0.861,0.722,0,0,5.336427065695412,0.9753680940921106,362,596,557.5
1788,LOC100507560,100507560,NA,Glutamatergic,0.156,0.035,1.27897409432357,0.886517287489592,0.56,0.12,0,0,0.4912076885997108,1.7828341643487293,834,586,559
4042,UNC5A,90249,ENSG00000113763,Glutamatergic,0.792,0.282,1.50998393652463,1.04664110829285,0.775,0.55,0,0,2.710381850260744,1.2741940336177577,501.5,629,560
1834,LOC101927497,101927497,ENSG00000237819,Glutamatergic,0.196,0.113,1.65197817210873,1.14506401234373,0.545,0.0900000000000001,1.50630367373885e-264,7.57384550192633e-260,0.373110749266191,1.907654264632077,679,418.5,561
1336,HOMER1,9456,ENSG00000152413,Glutamatergic,0.982,0.691,2.08365296755999,1.44427817972958,0.856,0.712,0,0,5.527464495978603,0.7146862532378107,351,592,562
562,CELF2.AS1,414196,ENSG00000181800,Glutamatergic,0.194,0.04,1.18842486292084,0.823753343040921,0.577,0.154,0,0,0.5635483371434931,1.8870480954780202,833,616.5,563
1069,FBXW8,26259,ENSG00000174989,Glutamatergic,0.83,0.538,1.92473448320193,1.33412428035792,0.746,0.492,0,0,3.4004152945622654,1.1169659325240022,387.5,553,564
2853,OR2AG2,338755,ENSG00000188124,Glutamatergic,0.818,0.392,1.58652046934463,1.09969219022687,0.77,0.54,0,0,3.627401875903472,1.2013011872799515,440,625.5,565
3360,RPS3AP34,100271260,ENSG00000242607,Glutamatergic,0.232,0.065,1.25315126647905,0.868618267175081,0.584,0.168,0,0,0.6789167849203448,1.7064847729295196,799.5,610,566
3587,SLC8A2,6543,ENSG00000118160,Glutamatergic,0.865,0.442,1.72064472890406,1.19266004258517,0.793,0.586,0,0,2.9977883746265945,1.254438198767172,419,555.5,567.5
4134,ZBTB18,10472,ENSG00000179456,Glutamatergic,0.727,0.21,1.16201280850738,0.805445901991429,0.754,0.508,0,0,2.6398256727368263,1.6211013019914693,584.5,687.5,567.5
460,CAMKK2,10645,ENSG00000110931,Glutamatergic,0.911,0.499,1.6682552861911,1.15634644807759,0.808,0.616,0,0,3.552067497867862,1.2514089659583614,403,576,569
2785,NPSR1.AS1,404744,ENSG00000197085,Glutamatergic,0.515,0.407,3.19420936456216,2.21405721516444,0.573,0.146,0,0,0.9085297237680848,1.2429217212673145,432,366,570
20,ABHD12B,145447,ENSG00000131969,Glutamatergic,0.308,0.099,1.22229884924462,0.84723300115557,0.61,0.22,0,0,0.8112600910492437,1.8691128917359996,720.5,595,571.5
1068,FBXW7,55294,ENSG00000109670,Glutamatergic,0.998,0.756,2.01162832512848,1.39435450189734,0.91,0.82,0,0,6.331728788657788,0.6999254409886135,349,611.5,571.5
3668,SPA17,53340,ENSG00000064199,Glutamatergic,0.266,0.086,1.29320014755057,0.896378036174382,0.592,0.184,0,0,0.7902775480319139,1.6126793902804901,769.5,625.5,573.5
3975,TRIM17,51127,ENSG00000162931,Glutamatergic,0.282,0.078,1.23340032943826,0.854927960851834,0.603,0.206,0,0,0.7518177330109309,1.7378701563676289,786,625.5,573.5
338,BHLHE40.AS1,100507582,ENSG00000235831,Glutamatergic,0.483,0.298,1.78349556862498,1.23622492493357,0.619,0.238,0,0,1.020951008799922,1.6017418400674648,512.5,454.5,575
3934,TMSB10,9168,ENSG00000034510,Glutamatergic,0.932,0.471,1.70914313561363,1.18468774562397,0.8,0.6,0,0,4.535181441897936,1.0215511389582266,417,634,576
1940,LOC102723529,102723529,NA,Glutamatergic,0.174,0.1,1.56912877790641,1.0876371883413,0.54,0.0800000000000001,1.31179913534618e-260,6.59585723243415e-256,0.31753064952692195,1.8628700883034304,730,454.5,577.5
2689,NAGPA,51172,ENSG00000103174,Glutamatergic,0.694,0.244,1.40429096821055,0.973380325300937,0.736,0.472,0,0,2.513806951264577,1.2953386375827065,562,659,577.5
863,DPY19L2P1,554236,ENSG00000189212,Glutamatergic,0.994,0.712,2.02502915482009,1.40364324921524,0.884,0.768,0,0,5.621025978472285,0.721374027446529,358,604.5,579
2411,LOC399815,399815,ENSG00000255624,Glutamatergic,0.18,0.063,1.32791453604042,0.920440216680988,0.56,0.12,0,0,0.5516145251646206,1.6754915998151065,817.5,582,580
1056,FAT3,120114,ENSG00000165323,Glutamatergic,0.97,0.663,1.65863082308833,1.14967527861351,0.829,0.658,0,0,5.470269037392853,1.1202721075598854,376,625.5,581.5
3183,PTPRD,5789,ENSG00000153707,Glutamatergic,1,0.986,2.19190716884138,1.51931427413153,0.944,0.888,0,0,8.642888017748765,0.39917916535731157,326,606,581.5
1145,FXYD7,53822,ENSG00000221946,Glutamatergic,0.92,0.333,1.49292868257249,1.0348193071022,0.81,0.62,0,0,3.2072079164864054,1.2203497509511576,490,650,583
2319,LOC105377751,105377751,NA,Glutamatergic,0.831,0.382,1.74042289150491,1.20636922022861,0.781,0.562,0,0,2.686862780998788,1.1716416273732584,458.5,580,584
2345,LOC105378332,105378332,NA,Glutamatergic,0.456,0.291,1.86434171724316,1.29226320490738,0.604,0.208,0,0,0.9339881247394609,1.5607354503146977,531.5,450.5,585
1866,LOC101928278,101928278,NA,Glutamatergic,0.737,0.43,1.61397343443239,1.11872113557546,0.716,0.432,0,0,3.314229896773479,1.2251890583697824,438,594,586
1551,KIAA2012,100652824,ENSG00000182329,Glutamatergic,0.336,0.191,1.75910458147662,1.2193183809606,0.583,0.166,0,0,0.6764753639363461,1.5658043007763414,618,467,587
2404,LOC286094,286094,ENSG00000254083,Glutamatergic,0.297,0.191,1.8361091435085,1.27269387602325,0.562,0.124,0,0,0.5324124191010606,1.7010862567159262,621,415.5,588
3017,PKD2L1,9033,ENSG00000107593,Glutamatergic,0.284,0.204,2.39745663649732,1.66179030810285,0.547,0.0940000000000001,9.62899336557867e-286,4.84155415414661e-281,0.5147417717398816,1.3966949609550707,610,393,589
438,CA11,770,ENSG00000063180,Glutamatergic,0.869,0.344,1.5341140607774,1.06336683588522,0.793,0.586,0,0,2.904925615651709,1.2191016118723605,489,633,591
1328,HMGN1P3,100036574,ENSG00000258967,Glutamatergic,0.177,0.056,1.29092913529651,0.894803890433463,0.562,0.124,0,0,0.40866641740205145,1.94623928206503,830,540,591
2290,LOC105377286,105377286,NA,Glutamatergic,0.154,0.031,1.23343572270148,0.854952493592451,0.561,0.122,0,0,0.43347330645291254,1.816875842426017,862.5,597,591
2022,LOC105369858,105369858,NA,Glutamatergic,0.832,0.355,1.46610712276262,1.01622801854177,0.771,0.542,0,0,3.4670935054190086,1.2329239543527144,483,657,593.5
2403,LOC285768,285768,ENSG00000286785,Glutamatergic,0.273,0.184,2.07510632132684,1.43835409598982,0.552,0.104,1.76e-321,8.843793e-317,0.5083155553810165,1.506604275727515,636.5,417,593.5
1890,LOC101928957,101928957,NA,Glutamatergic,0.318,0.153,1.44779280839897,1.00353350317672,0.592,0.184,0,0,0.7568115884531479,1.6803600516408281,663,523,595
4018,TUBBP5,643224,ENSG00000159247,Glutamatergic,0.294,0.096,1.2344765486875,0.855673939190109,0.602,0.204,0,0,0.7779442007400318,1.743231847609536,775,621.5,596
2268,LOC105376417,105376417,NA,Glutamatergic,0.245,0.052,1.18262220419108,0.819731246502635,0.595,0.19,0,0,0.6655551363903196,1.7160319293425237,843,658,597
3308,RHOBTB2,23221,ENSG00000008853,Glutamatergic,0.476,0.195,1.52742944942339,1.05873341637205,0.651,0.302,0,0,1.3585758803076768,1.2939341889724179,623.5,604.5,598
408,C2orf50,130813,ENSG00000150873,Glutamatergic,0.263,0.113,1.38996631970147,0.963451235574354,0.58,0.16,0,0,0.5967224961520912,1.797301576275277,724,524,599
2594,MKL2,57496,ENSG00000186260,Glutamatergic,0.995,0.781,1.96173149494652,1.35976865473784,0.896,0.792,0,0,6.08205299245561,0.6325520711268193,371,639,600
3208,R3HDM1,23518,ENSG00000048991,Glutamatergic,0.999,0.9,2.10487949522134,1.45899128753111,0.931,0.862,0,0,7.084155767449842,0.3960780618258801,350,635,601
2527,MAST3,23031,ENSG00000099308,Glutamatergic,0.921,0.503,1.54958768006985,1.07409233147085,0.851,0.702,0,0,3.661309618577131,1.251408574423157,429.5,608,602
2025,LOC105369888,105369888,NA,Glutamatergic,0.285,0.049,1.10980020511832,0.769254883162612,0.616,0.232,0,0,0.6415590588521383,1.9232084073645317,849,661.5,603
2414,LOC401134,401134,ENSG00000250125,Glutamatergic,0.378,0.146,1.405706050524,0.974361185616764,0.628,0.256,0,0,1.6619524950429911,1.138738968698676,682.5,706,604.5
3628,SNN,8303,ENSG00000184602,Glutamatergic,0.495,0.145,1.20781332262904,0.837192399223055,0.672,0.344,0,0,1.760683972988788,1.4293364840273695,688,715,604.5
2602,MMD,23531,ENSG00000108960,Glutamatergic,0.563,0.194,1.22705502358977,0.850529729993164,0.692,0.384,0,0,2.084440714277194,1.4929892846836894,636.5,691.5,606
3136,PRPS2,5634,ENSG00000101911,Glutamatergic,0.428,0.174,1.32395417915173,0.917695106469582,0.637,0.274,0,0,1.3615294164088982,1.4484364557338667,655,652,607
1026,FAM160A1,729830,ENSG00000164142,Glutamatergic,0.568,0.424,2.19190200661743,1.51931069595056,0.609,0.218,0,0,1.2282205754303068,1.3340169584353667,460,448,608.5
2399,LOC285556,285556,ENSG00000248713,Glutamatergic,0.342,0.23,2.05661075582121,1.42553394690673,0.566,0.132,0,0,0.5752841305455494,1.5441606151919354,599.5,407,608.5
256,ASB18,401036,ENSG00000182177,Glutamatergic,0.177,0.093,1.51974613024904,1.05340774534901,0.545,0.0900000000000001,1.29675939138061e-273,6.52023589580082e-269,0.3903060214617989,1.6836768051376607,792,492,610.5
1341,HPCA,3208,ENSG00000121905,Glutamatergic,0.499,0.142,1.30084739459005,0.901678703898845,0.675,0.35,0,0,1.438827485766261,1.3387144372553783,694,691.5,610.5
2229,LOC105375691,105375691,NA,Glutamatergic,0.204,0.059,1.23117478655821,0.853385332079313,0.573,0.146,0,0,0.6105627290264855,1.658910303444178,845,647,612
1733,LINCR.0003,100996645,NA,Glutamatergic,0.453,0.163,1.22590680375488,0.849733844651955,0.652,0.304,0,0,1.6542173589508191,1.477748695001312,670,695.5,613
1136,FSHR,2492,ENSG00000170820,Glutamatergic,0.512,0.392,2.59312636859121,1.79741823122465,0.582,0.164,0,0,0.9444706756247948,1.2425176458905376,484,412,614
652,COL13A1,1305,ENSG00000197467,Glutamatergic,0.19,0.104,1.62666910563726,1.12752110427643,0.546,0.0920000000000001,1.09855913358458e-248,5.52366517957663e-244,0.447148869440732,1.556133828001532,773,491,615.5
2975,PHACTR1,221692,ENSG00000112137,Glutamatergic,1,0.929,2.03654219057103,1.41162347748568,0.925,0.85,0,0,7.421756551822267,0.3773947409189211,356,645,615.5
3830,TDRG1,732253,ENSG00000204091,Glutamatergic,0.17,0.03,1.13638757663759,0.787683844769694,0.57,0.14,0,0,0.4529491517911,1.9382429440750442,877,643.5,617
602,CHST9,83539,ENSG00000154080,Glutamatergic,0.775,0.384,1.29560205828901,0.898042913830692,0.762,0.524,0,0,3.4388799493290394,1.4336588103040986,494,666,618
3602,SLIT1,6585,ENSG00000187122,Glutamatergic,0.773,0.421,1.63455196006787,1.13298508259978,0.738,0.476,0,0,3.1649769516942663,1.1125712187539183,473,637,619
2587,MIR4500HG,642345,ENSG00000228824,Glutamatergic,0.676,0.315,1.44492595367809,1.00154635090986,0.713,0.426,0,0,2.7819910441873104,1.2144384664737191,553,668,620
1348,HRK,8739,ENSG00000135116,Glutamatergic,0.405,0.142,1.25079861362886,0.866987532485131,0.637,0.274,0,0,1.1142744728935683,1.5613617808373375,707,655,621
423,C6orf99,100130967,ENSG00000203711,Glutamatergic,0.419,0.234,1.495689061635,1.03673265606665,0.61,0.22,0,0,0.8960318899054874,1.6279329835108007,615,513,622
3440,SEMA3E,9723,ENSG00000170381,Glutamatergic,0.442,0.331,2.39790065748723,1.66209808000011,0.577,0.154,0,0,1.396059130681277,0.7790419990779078,552,535.5,623
2617,MPP7,143098,ENSG00000150054,Glutamatergic,0.8,0.547,1.73327810746262,1.201416833314,0.727,0.454,0,0,2.7863132133109745,1.175290579001101,446,580,624
2177,LOC105374684,105374684,NA,Glutamatergic,0.258,0.078,1.25738987448965,0.871556246367122,0.59,0.18,0,0,0.8393228200855793,1.3613544327295584,837.5,706,625
2117,LOC105373274,105373274,NA,Glutamatergic,0.162,0.081,1.36626276935449,0.947021186482085,0.543,0.0860000000000001,7.31925466864626e-256,3.68019443994203e-251,0.3873165473120583,1.7744495012594186,832,539,626
1001,F12,2161,ENSG00000131187,Glutamatergic,0.192,0.078,1.2290417025567,0.85190679091777,0.56,0.12,0,0,0.438994601161649,1.9929422915736397,841,561,627
2190,LOC105374950,105374950,NA,Glutamatergic,0.426,0.317,2.12092922900661,1.4701161152531,0.576,0.152,0,0,0.7622814392654559,1.403706909076802,567.5,437,628
2491,LZTFL1,54585,ENSG00000163818,Glutamatergic,0.582,0.244,1.2953826854365,0.897890856156475,0.686,0.372,0,0,2.1098558666793608,1.3891020112568442,616.5,676,629
1725,LINC01507,101927477,ENSG00000230945,Glutamatergic,0.163,0.097,1.72706224848498,1.19710832818888,0.535,0.0700000000000001,2.29976316829155e-188,1.15634391864868e-183,0.30124192597727745,1.4204342813901438,817.5,502,630
334,BEND5,79656,ENSG00000162373,Glutamatergic,0.419,0.122,1.18612484335868,0.822159090966171,0.648,0.296,0,0,1.2879913567654402,1.4436650081507865,782,727.5,631.5
1484,KALRN,8997,ENSG00000160145,Glutamatergic,1,0.897,1.9042476380159,1.31992388137867,0.944,0.888,0,0,7.386458451098439,0.34034782865495705,392,670,631.5
166,ANKRD34C,390616,ENSG00000235711,Glutamatergic,0.224,0.066,1.42618446531542,0.988555741091777,0.579,0.158,0,0,0.5715139464500065,1.3064855063887078,855,648,633
3483,SH3BGRL2,83699,ENSG00000198478,Glutamatergic,0.808,0.37,1.405427678705,0.974168232975279,0.76,0.52,0,0,3.174697269055944,1.2162422646274498,544,681,634
3678,SPEF2,79925,ENSG00000152582,Glutamatergic,0.794,0.382,1.41413180300503,0.980201472193089,0.749,0.498,0,0,3.2042912261775016,1.2093920439559829,539.5,679,635
2301,LOC105377509,105377509,NA,Glutamatergic,0.463,0.261,1.48191774830284,1.02718710905785,0.622,0.244,0,0,1.2580412882340273,1.4515633451421925,614,583,636
901,EFNA5,1946,ENSG00000184349,Glutamatergic,0.989,0.704,1.67280297764611,1.15949866758767,0.841,0.682,0,0,6.126816714365401,0.6836632498379838,434,697,637
1527,KCNQ5,56479,ENSG00000185760,Glutamatergic,0.992,0.795,1.72352739717017,1.19465815596631,0.862,0.724,0,0,7.278279252186376,0.4596558932164658,422.5,699,638
862,DPY19L1,23333,ENSG00000173852,Glutamatergic,0.705,0.332,1.30136197445762,0.902035383483225,0.713,0.426,0,0,2.767126285062185,1.3400781607775634,571.5,687.5,639
3614,SMCO2,341346,ENSG00000165935,Glutamatergic,0.312,0.174,1.49007225382172,1.03283938156712,0.579,0.158,0,0,0.7406260485324312,1.467754079057821,711.5,562,640
3750,STXBP5L,9515,ENSG00000145087,Glutamatergic,1,0.912,1.87212293961241,1.29765673725392,0.918,0.836,0,0,7.687395468730658,0.23765294840531004,410,690,641
1949,LOC102723839,102723839,ENSG00000249203,Glutamatergic,0.579,0.377,1.61155408862085,1.1170441728474,0.642,0.284,0,0,1.658120929786607,1.329535098821983,551,563,642
566,CERKL,375298,ENSG00000188452,Glutamatergic,0.166,0.094,1.42788926756725,0.989737419966042,0.539,0.0780000000000001,3.99730644415947e-223,2.00988565318782e-218,0.3487246356512209,1.6690222786386788,835.5,534,643.5
1191,GGCT,79017,ENSG00000006625,Glutamatergic,0.583,0.189,1.12585174111236,0.780380960080538,0.696,0.392,0,0,2.287373986938963,1.396820479871751,699.5,788,643.5
880,DUSP14,11072,ENSG00000276023,Glutamatergic,0.386,0.16,1.23970521872863,0.859298177087208,0.621,0.242,0,0,1.1866068608724756,1.458923700763239,743,687.5,645
3820,TCERG1L,256536,ENSG00000176769,Glutamatergic,0.596,0.32,1.56803367588849,1.08687812146516,0.671,0.342,0,0,2.057009091188862,1.124938990985846,590,649,646
1200,GLIS1,148979,ENSG00000174332,Glutamatergic,0.57,0.219,1.3386256128222,0.927864569353038,0.687,0.374,0,0,1.7542914424355605,1.2520537654631212,668.5,701,647
440,CA7,766,ENSG00000168748,Glutamatergic,0.305,0.087,1.19199598781646,0.826228658193747,0.609,0.218,0,0,0.9220008904807813,1.3695498964501567,850,746.5,648
1595,LAMB1,3912,ENSG00000091136,Glutamatergic,0.743,0.387,1.52888600277868,1.0597430222236,0.721,0.442,0,0,2.946720731047398,1.0094497976683179,559,680,649
1282,GYPB,2994,ENSG00000250361,Glutamatergic,0.488,0.172,1.28920493086744,0.893608762994748,0.661,0.322,0,0,1.6101752087197292,1.203314774526339,740,744,650
2179,LOC105374754,105374754,NA,Glutamatergic,0.351,0.229,1.59808858365479,1.10771059604536,0.574,0.148,0,0,0.7938274257696286,1.4236371205207683,659,537.5,651
2836,OLFM1,10439,ENSG00000130558,Glutamatergic,0.994,0.651,1.59682556452518,1.10683513789667,0.824,0.648,0,0,5.938365006092009,0.6017236328611149,469,725,652
2299,LOC105377458,105377458,NA,Glutamatergic,0.169,0.042,1.14122023224917,0.791033586381475,0.563,0.126,0,0,0.4843228540888992,1.6706725608851742,885,687.5,653
568,CFAP221,200373,ENSG00000163075,Glutamatergic,0.87,0.431,1.48307114995345,1.02798658616002,0.773,0.546,0,0,3.7726752065815354,0.9752252610697869,542.5,712,654
490,CCDC144NL.AS1,440416,ENSG00000233098,Glutamatergic,0.186,0.091,1.24454937736135,0.862655891985652,0.551,0.102,1.37094751493188e-298,6.89326119982898e-294,0.2928293309729762,1.9902097162951748,856.5,551,655
