"","gene","entrez_id","cluster","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"989","SEMA5A",9037,"OPC_MYT1",0.987,0.545,2.82575805427623,0,0,0.958,0.916
"990","SEPP1",6414,"Oligo",0.493,0.069,3.31868956205156,0,0,0.723,0.446
"991","SERPINB9",5272,"Micro_C1QC",0.427,0.234,2.70893898596692,3.22981014737723e-90,1.62398084020274e-85,0.619,0.238
"992","SERPINE1",5054,"VLMC_CYP1B1",0.455,0.097,3.96162061629872,1.45075937035262e-12,7.29456319006999e-08,0.694,0.388
"993","SERPING1",710,"Peri_MUSTN1",0.531,0.235,3.58804152267863,4.88015108559866e-16,2.45378876734986e-11,0.692,0.384
"994","SERPINH1",871,"VLMC_CYP1B1",0.636,0.023,3.8793706138388,1.08069506530892e-10,5.43384285787977e-06,0.811,0.622
"995","SFMBT2",57713,"Micro_C1QC",0.992,0.682,3.20205274557396,0,0,0.964,0.928
"996","SFTA1P",207107,"Pyramidal",0.851,0.028,4.01439764369722,0,0,0.921,0.842
"997","SFXN5",94097,"Astro_FGFR3",0.992,0.573,2.97182871464118,0,0,0.97,0.94
"998","SGPP2",130367,"Endo_CLDN5",0.614,0.349,3.01745123546741,2.91248204622355e-20,1.46442509766166e-15,0.692,0.384
"999","SH2B3",10019,"Micro_C1QC",0.58,0.339,2.83334851355749,1.37191912075234e-179,6.89814653105485e-175,0.681,0.362
"1000","SH3BP4",23677,"Endo_CLDN5",0.443,0.179,2.59640005891157,6.9701357848489e-19,3.50465397397987e-14,0.658,0.316
"1001","SH3TC1",54436,"Micro_C1QC",0.581,0.064,4.24319742652971,0,0,0.774,0.548
"1002","SH3TC2",79628,"Oligo",0.737,0.042,4.8938752240261,0,0,0.861,0.722
"1003","SHE",126669,"Endo_CLDN5",0.357,0.142,3.64944217406692,4.71090960517555e-49,2.36869245857832e-44,0.627,0.254
"1004","SHROOM3",57619,"Astro_FGFR3",0.934,0.51,2.85595245141767,0,0,0.894,0.788
"1005","SHROOM4",57477,"Oligo",0.886,0.263,3.05246565057927,0,0,0.901,0.802
"1006","SLC12A4",6560,"VLMC_CYP1B1",0.545,0.088,3.35073036966288,0.00027124645138489,1,0.735,0.47
"1007","SLC12A7",10723,"Peri_MUSTN1",0.719,0.102,4.44671825344343,4.44820988326309e-39,2.23660441140351e-34,0.841,0.682
"1008","SLC13A5",284111,"Astro_FGFR3",0.465,0.076,3.47863250169865,3.55727265005698e-321,1.78863226117515e-316,0.706,0.412
"1009","SLC14A1",6563,"Astro_FGFR3",0.646,0.022,4.93092030538382,0,0,0.818,0.636
"1010","SLC16A1",6566,"Endo_CLDN5",0.629,0.413,2.84605781505833,1.70967388736853e-19,8.59641127307772e-15,0.678,0.356
"1011","SLC16A12",387700,"VLMC_CYP1B1",0.818,0.141,4.1353399114684,5.77202095011104e-33,2.90222985392533e-28,0.893,0.786
"1012","SLC16A14",151473,"Endo_CLDN5",0.657,0.376,3.20237146336138,8.3120345944197e-32,4.17937411442017e-27,0.731,0.462
"1013","SLC16A4",9122,"VLMC_CYP1B1",0.364,0.141,2.67897090349166,0.00495235356836671,1,0.626,0.252
"1014","SLC16A9",220963,"Astro_FGFR3",0.609,0.187,3.03552391486907,0,0,0.749,0.498
"1015","SLC17A7",57030,"Pyramidal",0.989,0.093,2.52875710458363,0,0,0.973,0.946
"1016","SLC19A1",6573,"Peri_MUSTN1",0.875,0.156,5.09034358854118,7.19076468227251e-58,3.61558838989344e-53,0.922,0.844
"1017","SLC19A3",80704,"Endo_CLDN5",0.529,0.149,4.27736785865931,2.7229423376219e-90,1.36912263677967e-85,0.723,0.446
"1018","SLC1A2",6506,"Astro_FGFR3",0.997,0.619,4.11915309271505,0,0,0.992,0.984
"1019","SLC1A3",6507,"Astro_FGFR3",0.998,0.385,2.55083168766557,0,0,0.967,0.934
"1020","SLC22A24",283238,"Pyramidal",0.611,0.23,3.06123228094521,0,0,0.737,0.474
"1021","SLC22A25",387601,"Pyramidal",0.681,0.285,3.22941852513535,0,0,0.76,0.52
"1022","SLC22A9",114571,"Pyramidal",0.397,0.16,2.5177046250535,0,0,0.638,0.276
"1023","SLC25A18",83733,"Astro_FGFR3",0.949,0.118,4.36944354998184,0,0,0.964,0.928
"1024","SLC25A48",153328,"Astro_FGFR3",0.508,0.039,3.33598036125527,0,0,0.74,0.48
"1025","SLC2A1",6513,"Endo_CLDN5",0.9,0.286,4.40425549934022,1.0855300474655e-114,5.45815363166127e-110,0.92,0.84
"1026","SLC2A5",6518,"Micro_C1QC",0.795,0.493,4.72529524467544,0,0,0.797,0.594
"1027","SLC30A10",55532,"Peri_MUSTN1",0.656,0.207,4.07075752590564,1.08401704343786e-28,5.4505460961099e-24,0.782,0.564
"1028","SLC31A2",1318,"Oligo",0.642,0.132,3.58986510478561,0,0,0.786,0.572
"1029","SLC32A1",140679,"Inhibitory",0.499,0.005,3.08988432823111,0,0,0.748,0.496
"1030","SLC35F4",341880,"Inhibitory",0.76,0.455,2.72454746283104,0,0,0.771,0.542
"1031","SLC38A11",151258,"Peri_MUSTN1",0.969,0.18,4.90908968701926,3.27685064626249e-59,1.64763327344724e-54,0.974,0.948
"1032","SLC38A5",92745,"Endo_CLDN5",0.643,0.051,4.79026979695315,8.66700619594891e-89,4.35785738538507e-84,0.81,0.62
"1033","SLC39A10",57181,"Endo_CLDN5",0.886,0.736,2.56866700409028,2.39772461399007e-30,1.20559991316035e-25,0.847,0.694
"1034","SLC39A12",221074,"Astro_FGFR3",0.757,0.156,5.06169679695362,0,0,0.854,0.708
"1035","SLC39A8",64116,"Endo_CLDN5",0.571,0.111,4.26737945868067,2.22829157603541e-59,1.12040728734636e-54,0.758,0.516
"1036","SLC41A1",254428,"VLMC_CYP1B1",0.818,0.486,2.52740676487666,0.000579963276035785,1,0.734,0.468
"1037","SLC44A1",23446,"Oligo",0.999,0.81,2.98657236729393,0,0,0.991,0.982
"1038","SLC4A4",8671,"Astro_FGFR3",0.987,0.517,3.47559550724799,0,0,0.971,0.942
"1039","SLC5A11",115584,"Oligo",0.877,0.52,4.90599076216458,0,0,0.881,0.762
"1040","SLC5A4",6527,"Endo_CLDN5",0.771,0.451,2.74162968278498,2.50212666698715e-28,1.25809430942781e-23,0.785,0.57
"1041","SLC5A6",8884,"Endo_CLDN5",0.414,0.172,2.82309608588112,6.85783282392177e-14,3.4481869221961e-09,0.64,0.28
"1042","SLC6A1",6529,"Peri_MUSTN1",0.969,0.587,2.63275225838532,7.74436716082178e-22,3.8939452521328e-17,0.957,0.914
"1043","SLC6A16",28968,"VLMC_CYP1B1",0.636,0.261,2.85477848192797,0.00121253422992689,1,0.712,0.424
"1044","SLC6A20",54716,"VLMC_CYP1B1",0.545,0.047,4.3465568003339,4.94033779388227e-12,2.48405124614194e-07,0.761,0.522
"1045","SLC6A7",6534,"Pyramidal",0.831,0.081,2.64684599984729,0,0,0.893,0.786
"1046","SLC7A1",6541,"Endo_CLDN5",0.843,0.3,3.98768919357503,1.92514454370332e-74,9.67981928019464e-70,0.884,0.768
"1047","SLC7A10",56301,"Astro_FGFR3",0.396,0.042,2.8191793881474,2.74568274174834e-306,1.38055673937848e-301,0.683,0.366
"1048","SLC7A11-AS1",641364,"VLMC_CYP1B1",0.364,0.088,3.22499830491157,8.87108454627149e-08,0.00446047002071077,0.652,0.304
"1049","SLC7A5",8140,"Endo_CLDN5",0.771,0.292,4.48587225316508,2.08898617681475e-100,1.05036313956422e-95,0.839,0.678
"1050","SLC7A7",9056,"Micro_C1QC",0.4,0.289,3.02272304304416,3.39390853313016e-117,1.70649114954318e-112,0.585,0.17
"1051","SLC9A3R1",9368,"Astro_FGFR3",0.455,0.077,2.5761899075391,2.46903246156361e-275,1.2414542119988e-270,0.698,0.396
"1052","SLC9A3R2",9351,"Endo_CLDN5",0.5,0.075,3.71911955864399,5.25828804800214e-39,2.64391981341595e-34,0.724,0.448
"1053","SLCO1A2",6579,"Oligo",0.847,0.265,3.90431385360138,0,0,0.893,0.786
"1054","SLCO1C1",53919,"Astro_FGFR3",0.883,0.097,5.18899212727587,0,0,0.933,0.866
"1055","SLCO2B1",11309,"Micro_C1QC",0.835,0.13,4.63881591908016,0,0,0.9,0.8
"1056","SLIT3",6586,"Pyramidal",0.959,0.74,3.05394303432759,0,0,0.908,0.816
"1057","SMAD6",4091,"Endo_CLDN5",0.7,0.108,4.60869845285353,2.94881975256057e-88,1.48269605978498e-83,0.828,0.656
"1058","SMO",6608,"VLMC_CYP1B1",0.364,0.158,2.66788023534629,NA,NA,0.607,0.214
"1059","SMOC1",64093,"OPC_MYT1",0.875,0.227,2.9925057173829,0,0,0.894,0.788
"1060","SMOC2",64094,"Peri_MUSTN1",0.656,0.135,4.79468890989307,2.45054802525279e-45,1.23216005257735e-40,0.797,0.594
"1061","SNRK",54861,"Peri_MUSTN1",0.625,0.311,2.65725120681,1.75363075860432e-09,8.81743081733837e-05,0.713,0.426
"1062","SNX8",29886,"VLMC_CYP1B1",0.909,0.402,2.58616399761186,5.52149332392329e-05,1,0.765,0.53
"1063","SOCS6",9306,"Micro_C1QC",0.723,0.295,3.32574006276664,2.32522672219184e-312,1.16914724818528e-307,0.789,0.578
"1064","SORL1",6653,"Micro_C1QC",0.98,0.762,2.57781309243678,0,0,0.929,0.858
"1065","SOX6",55553,"OPC_MYT1",0.995,0.455,2.87232606739521,0,0,0.97,0.94
"1066","SOX9",6662,"Astro_FGFR3",0.518,0.092,2.71416338600425,4.39691011597857e-296,2.21081037541518e-291,0.724,0.448
"1067","SP110",3431,"Micro_C1QC",0.456,0.13,2.57049040873905,2.55943172629811e-140,1.28690786629995e-135,0.679,0.358
"1068","SPAG1",6674,"VLMC_CYP1B1",0.364,0.323,2.63754230435567,NA,NA,0.531,0.0620000000000001
"1069","SPAG17",200162,"VLMC_CYP1B1",0.545,0.235,2.6325101959253,0.017821567454058,1,0.681,0.362
"1070","SPARC",6678,"Peri_MUSTN1",0.781,0.229,2.93639228669213,3.23964749829478e-17,1.6289271586176e-12,0.834,0.668
"1071","SPATA22",84690,"Oligo",0.663,0.442,3.04469779691711,0,0,0.705,0.41
"1072","SPATC1",375686,"Astro_FGFR3",0.668,0.157,3.60663146771398,0,0,0.797,0.594
"1073","SPC25",57405,"VLMC_CYP1B1",0.364,0.087,2.52647165678407,0.0308293491933476,1,0.641,0.282
"1074","SPNS3",201305,"Micro_C1QC",0.411,0.348,2.77804721326998,4.42693948863519e-117,2.22590944428066e-112,0.562,0.124
"1075","SPON1",10418,"Astro_FGFR3",0.96,0.504,3.10794918783021,0,0,0.938,0.876
"1076","SPP1",6696,"Oligo",0.828,0.147,2.76085548795285,0,0,0.877,0.754
"1077","SPTLC3",55304,"Micro_C1QC",0.411,0.119,4.16927771579619,7.34538495986698e-248,3.69333301167072e-243,0.665,0.33
"1078","SQRDL",58472,"VLMC_CYP1B1",0.364,0.148,3.36004689694949,0.00032904517955338,1,0.621,0.242
"1079","SRGAP2",23380,"Micro_C1QC",1,0.769,3.42736663463971,0,0,0.987,0.974
"1080","SRGAP2B",647135,"Micro_C1QC",1,0.73,3.55861195138283,0,0,0.98,0.96
"1081","SRGAP2C",653464,"Micro_C1QC",0.993,0.627,3.01714103361787,0,0,0.939,0.878
"1082","SRGN",5552,"Endo_CLDN5",0.714,0.106,3.72935116766931,8.33198331707418e-65,4.18940453165807e-60,0.833,0.666
"1083","SRPX2",27286,"VLMC_CYP1B1",0.909,0.066,3.67239342024586,1.45279970087988e-14,7.30482217599412e-10,0.942,0.884
"1084","SSC5D",284297,"VLMC_CYP1B1",0.636,0.123,3.82983649557741,3.44858454776498e-11,1.73398279646171e-06,0.782,0.564
"1085","SST",6750,"Inhibitory",0.419,0.069,5.04976229920573,0,0,0.686,0.372
"1086","ST18",9705,"Oligo",0.998,0.265,6.12458272130478,0,0,0.998,0.996
"1087","ST6GAL1",6480,"Micro_C1QC",0.983,0.651,3.87532199500271,0,0,0.97,0.94
"1088","ST6GALNAC1",55808,"Endo_CLDN5",0.429,0.142,4.6888269882542,2.49585064082258e-111,1.254938660712e-106,0.668,0.336
"1089","ST8SIA6",338596,"Endo_CLDN5",0.7,0.184,4.70298771232917,3.31863801507151e-96,1.66864438035811e-91,0.812,0.624
"1090","STAB1",23166,"Micro_C1QC",0.415,0.022,5.13724289416812,0,0,0.7,0.4
"1091","STIL",6491,"VLMC_CYP1B1",0.545,0.26,2.65228338843402,0.0296146435684899,1,0.673,0.346
"1092","STK32A",202374,"OPC_MYT1",0.872,0.176,4.54152978977413,0,0,0.914,0.828
"1093","STK33",65975,"Astro_FGFR3",0.866,0.399,2.75968219820988,0,0,0.865,0.73
"1094","STON1-GTF2A1L",286749,"VLMC_CYP1B1",0.455,0.109,4.3373837768271,6.76166788157236e-14,3.3998342275334e-09,0.691,0.382
"1095","STON2",85439,"Astro_FGFR3",0.939,0.253,3.50340311339897,0,0,0.943,0.886
"1096","STOX1",219736,"Astro_FGFR3",0.829,0.401,2.99784859774282,0,0,0.839,0.678
"1097","STYK1",55359,"Pyramidal",0.608,0.094,2.90904599710897,0,0,0.779,0.558
"1098","SULF2",55959,"OPC_MYT1",0.886,0.358,3.24893427111144,0,0,0.885,0.77
"1099","SUSD3",203328,"Micro_C1QC",0.483,0.08,4.76256855949773,0,0,0.718,0.436
"1100","SV2B",9899,"Pyramidal",0.996,0.376,2.8786668387311,0,0,0.975,0.95
"1101","SV2C",22987,"Inhibitory",0.461,0.329,3.3992124563548,4.35167438046625e-278,2.18806539524223e-273,0.596,0.192
"1102","SVIL",6840,"VLMC_CYP1B1",1,0.646,3.52771796839145,2.13821009859114e-19,1.07511341967261e-14,0.995,0.99
"1103","SYK",6850,"Micro_C1QC",0.88,0.111,6.02755233778019,0,0,0.931,0.862
"1104","SYNDIG1",79953,"Micro_C1QC",0.955,0.666,2.94279286684483,0,0,0.918,0.836
"1105","SYNPO2",171024,"VLMC_CYP1B1",0.909,0.446,2.6319358593775,2.62697385935304e-06,0.13208687262213,0.864,0.728
"1106","SYNPR",132204,"Inhibitory",0.843,0.516,2.83255948404342,0,0,0.81,0.62
"1107","SYTL3",94120,"Micro_C1QC",0.392,0.36,2.76153496707078,7.2126940792699e-71,3.6266147099977e-66,0.544,0.0880000000000001
"1108","SYTL5",94122,"Inhibitory",0.584,0.201,3.32318090179943,0,0,0.734,0.468
"1109","TAL1",6886,"Micro_C1QC",0.499,0.012,4.92832469952134,0,0,0.746,0.492
"1110","TBC1D4",9882,"Endo_CLDN5",0.814,0.552,2.50008588469124,9.68222378264512e-29,4.86831894015179e-24,0.792,0.584
"1111","TBX2",6909,"Peri_MUSTN1",0.625,0.006,5.01787952057663,3.80422542462566e-41,1.91280258575603e-36,0.811,0.622
"1112","TBXAS1",6916,"Micro_C1QC",0.931,0.298,4.80618504922168,0,0,0.947,0.894
"1113","TCN2",6948,"Endo_CLDN5",0.414,0.145,3.55251439848484,1.53899085536812e-30,7.73819991987645e-26,0.654,0.308
"1114","TDRD1",56165,"VLMC_CYP1B1",0.455,0.109,3.10536523609536,0.000302855174570573,1,0.687,0.374
"1115","TDRD10",126668,"Endo_CLDN5",0.357,0.19,2.62814734159701,1.11464959477276e-15,5.60456962747692e-11,0.6,0.2
"1116","TEK",7010,"Endo_CLDN5",0.657,0.306,2.70319585872625,1.92161554803876e-28,9.66207513709368e-24,0.749,0.498
"1117","TESC",54997,"Peri_MUSTN1",0.531,0.298,2.5089077969043,1.3569760825891e-08,0.000682301144086628,0.664,0.328
"1118","TESPA1",9840,"Pyramidal",0.635,0.053,3.12987988758415,0,0,0.802,0.604
"1119","TF",7018,"Oligo",0.994,0.63,3.70948208497439,0,0,0.982,0.964
"1120","TFEC",22797,"Micro_C1QC",0.521,0.282,4.79720907366998,0,0,0.676,0.352
"1121","TFRC",7037,"Endo_CLDN5",0.614,0.404,2.59464374520154,7.45140090869169e-19,3.74663889089927e-14,0.68,0.36
"1122","TGFB1",7040,"Micro_C1QC",0.507,0.238,2.89841284414828,3.65126885019332e-201,1.8358944905657e-196,0.671,0.342
"1123","TGFBR1",7046,"Micro_C1QC",0.508,0.162,3.06634449641578,1.66541846329522e-172,8.3738905752947e-168,0.698,0.396
"1124","TGFBR2",7048,"Micro_C1QC",0.628,0.095,4.06364997529117,0,0,0.791,0.582
"1125","TGFBR3",7049,"VLMC_CYP1B1",1,0.532,2.79918296306165,2.61565974014572e-12,1.31517987394267e-07,0.949,0.898
"1126","TGM2",7052,"Endo_CLDN5",0.643,0.08,5.43936069409465,7.01354075207861e-221,3.52647842555264e-216,0.807,0.614
"1127","THBS1",7057,"VLMC_CYP1B1",0.364,0.085,3.1825158071002,0.00180504528863779,1,0.648,0.296
"1128","THSD1",55901,"Astro_FGFR3",0.487,0.167,2.55028865596784,2.11874990195747e-237,1.06532863820324e-232,0.684,0.368
"1129","THSD7B",80731,"Inhibitory",0.799,0.69,3.07663228959601,2.77810558806957e-306,1.39685927073726e-301,0.643,0.286
"1130","TIE1",7075,"Endo_CLDN5",0.543,0.083,4.8544280089396,6.28707970659797e-79,3.16120654727453e-74,0.749,0.498
"1131","TIMP1",7076,"Peri_MUSTN1",0.375,0.047,3.33616485518749,1.5328982385776e-12,7.70756563339201e-08,0.672,0.344
"1132","TM4SF1",4071,"Endo_CLDN5",0.543,0.009,5.81144396720478,2.25185421471532e-74,1.13225481770101e-69,0.769,0.538
"1133","TM4SF18",116441,"Endo_CLDN5",0.386,0.008,5.91221821246438,4.44158905211829e-60,2.2332753912956e-55,0.69,0.38
"1134","TMEM132C",92293,"VLMC_CYP1B1",1,0.553,2.74305924063363,3.31635098733588e-09,0.000166749443994236,0.95,0.9
"1135","TMEM144",55314,"Oligo",0.988,0.366,3.16857406611348,0,0,0.972,0.944
"1136","TMEM156",80008,"Micro_C1QC",0.653,0.198,5.09596865112722,0,0,0.781,0.562
"1137","TMEM165",55858,"Oligo",0.961,0.561,2.77768122402274,0,0,0.923,0.846
"1138","TMEM220-AS1",101101775,"Astro_FGFR3",0.485,0.176,2.60713977708736,1.35557303345517e-257,6.81595676951594e-253,0.682,0.364
"1139","TMEM235",283999,"Oligo",0.602,0.03,4.61187306546287,0,0,0.794,0.588
"1140","TMEM63A",9725,"Oligo",0.907,0.179,3.38704478730551,0,0,0.926,0.852
"1141","TMEM98",26022,"Oligo",0.6,0.039,4.77628710251985,0,0,0.79,0.58
"1142","TMIGD3",57413,"Micro_C1QC",0.488,0.114,3.75583850741791,2.34724008304319e-295,1.18021578615495e-290,0.709,0.418
"1143","TMTC4",84899,"Oligo",0.704,0.335,2.57555024728125,0,0,0.754,0.508
"1144","TNFAIP8L1",126282,"VLMC_CYP1B1",0.455,0.284,2.8327041742977,0.00227065004717574,1,0.612,0.224
"1145","TNFRSF19",55504,"VLMC_CYP1B1",1,0.197,4.51009451729029,2.84709517682857e-20,1.43154792586117e-15,0.995,0.99
"1146","TNFRSF1B",7133,"Micro_C1QC",0.464,0.082,3.69253542506527,0,0,0.707,0.414
"1147","TNFSF10",8743,"Endo_CLDN5",0.571,0.043,4.09819140781237,2.91143660998127e-52,1.46389944186468e-47,0.773,0.546
"1148","TNR",7143,"OPC_MYT1",1,1,2.74270948780017,0,0,0.992,0.984
"1149","TNS1",7145,"Peri_MUSTN1",0.625,0.2,2.68566720060567,7.60818987429337e-12,3.82547395069345e-07,0.75,0.5
"1150","TNXB",7148,"VLMC_CYP1B1",0.455,0.229,3.55875520810953,0.0387104852619288,1,0.611,0.222
"1151","TP63",8626,"VLMC_CYP1B1",0.364,0.203,3.12460347083557,0.0325693280704579,1,0.594,0.188
"1152","TPD52L1",7164,"Astro_FGFR3",0.779,0.193,3.11869641577842,0,0,0.848,0.696
"1153","TPM1",7168,"VLMC_CYP1B1",1,0.547,2.77239942560952,3.6857382717005e-11,1.85322606039373e-06,0.974,0.948
"1154","TPM2",7169,"Peri_MUSTN1",0.406,0.095,3.66684353759195,1.0807483238243e-15,5.43411064702094e-11,0.671,0.342
"1155","TPRXL",348825,"VLMC_CYP1B1",0.455,0.27,3.39022518479411,8.78750891582906e-05,1,0.611,0.222
"1156","TRG",6965,"Endo_CLDN5",0.386,0.106,3.62169674987241,1.81426935091411e-44,9.12232772333125e-40,0.655,0.31
"1157","TRIM22",10346,"Micro_C1QC",0.385,0.132,2.9343617995699,4.24132083850992e-115,2.13257853081117e-110,0.642,0.284
"1158","TRIM38",10475,"Micro_C1QC",0.392,0.108,4.24465577659062,5.7853736478794e-252,2.90894372389024e-247,0.658,0.316
"1159","TRIM59",286827,"Oligo",0.536,0.044,4.95901178309382,0,0,0.756,0.512
"1160","TRPC3",7222,"Peri_MUSTN1",0.75,0.152,3.54514008571537,2.8430410330747e-21,1.42950946184029e-16,0.838,0.676
"1161","TRPM1",4308,"Oligo",0.354,0.28,2.77971631744502,3.29579202716666e-130,1.65715718917967e-125,0.558,0.116
"1162","TRPM6",140803,"Oligo",0.46,0.311,2.69871230482038,1.26581149120126e-205,6.36462675890907e-201,0.608,0.216
"1163","TSPAN15",23555,"Oligo",0.533,0.205,2.64842986147723,0,0,0.698,0.396
"1164","TSPAN18",90139,"VLMC_CYP1B1",0.545,0.221,3.02781850597159,0.0407908468275376,1,0.668,0.336
"1165","TSPAN9",10867,"Endo_CLDN5",0.743,0.374,2.97263990660006,2.32907316996566e-41,1.17108128059043e-36,0.784,0.568
"1166","TTYH2",94015,"Oligo",0.855,0.218,2.86725333447432,0,0,0.884,0.768
"1167","TXNIP",10628,"Peri_MUSTN1",0.688,0.095,3.38936818031231,1.2743302335241e-18,6.40745984718253e-14,0.814,0.628
"1168","TYROBP",7305,"Micro_C1QC",0.497,0.036,5.07938761808625,0,0,0.739,0.478
"1169","UGT8",7368,"Oligo",0.943,0.134,3.99139956353412,0,0,0.957,0.914
"1170","USHBP1",83878,"Endo_CLDN5",0.386,0.126,3.22772014231844,8.73132901428154e-51,4.3901995416709e-46,0.648,0.296
"1171","USP53",54532,"Micro_C1QC",0.873,0.59,2.81034957484119,0,0,0.837,0.674
"1172","USP6NL",9712,"Micro_C1QC",0.684,0.433,2.57729783139478,2.09403618385477e-184,1.05290233360402e-179,0.713,0.426
"1173","UTRN",7402,"Endo_CLDN5",0.971,0.692,2.82115810874087,4.55484010366922e-53,2.29021915252592e-48,0.935,0.87
"1174","VAV1",7409,"Micro_C1QC",0.671,0.493,3.64522966330036,0,0,0.688,0.376
"1175","VAV3",10451,"Astro_FGFR3",0.806,0.377,2.65562113704139,0,0,0.826,0.652
"1176","VCAN",1462,"OPC_MYT1",0.965,0.125,4.05946315085982,0,0,0.97,0.94
"1177","VEGFC",7424,"Endo_CLDN5",0.429,0.093,4.57470900811521,4.36599162905236e-32,2.19526425100382e-27,0.682,0.364
"1178","VIT",5212,"VLMC_CYP1B1",0.727,0.178,4.02640266332712,5.99779705499858e-11,3.01575233722383e-06,0.816,0.632
"1179","VSTM2A",222008,"Inhibitory",0.823,0.16,2.86183082010691,0,0,0.87,0.74
"1180","VWA1",64856,"Oligo",0.363,0.046,2.78775979868514,1.04515293601407e-314,5.25513347757237e-310,0.663,0.326
"1181","VWF",7450,"Endo_CLDN5",0.843,0.333,5.15723132379214,3.48120047059572e-272,1.75038240862023e-267,0.882,0.764
"1182","WDFY4",57705,"Micro_C1QC",0.523,0.102,4.64496615027461,3.95252516672997e-323,1.9873691790835e-318,0.73,0.46
"1183","WDR49",151790,"Astro_FGFR3",0.39,0.196,2.95723378043004,3.49021224554893e-142,1.75491361918446e-137,0.617,0.234
"1184","WDR66",144406,"VLMC_CYP1B1",0.727,0.501,2.65167718325582,NA,NA,0.626,0.252
"1185","WDR86",349136,"VLMC_CYP1B1",0.727,0.111,4.52257545475346,9.09028551267207e-12,4.57068645862664e-07,0.836,0.672
"1186","WIF1",11197,"Astro_FGFR3",0.588,0.147,2.93185932580675,0,0,0.748,0.496
"1187","WISP1",8840,"VLMC_CYP1B1",0.364,0.037,3.23762495540953,0.000257448413263216,1,0.667,0.334
"1188","WNT2B",7482,"Micro_C1QC",0.365,0.176,2.91504942924904,2.45442600851369e-100,1.23410994134077e-95,0.613,0.226
"1189","WNT4",54361,"VLMC_CYP1B1",0.364,0.039,2.89897207538282,0.000944128165683647,1,0.665,0.33
"1190","XAF1",54739,"Endo_CLDN5",0.857,0.139,3.52745148972729,1.56218598373647e-60,7.85482734482536e-56,0.903,0.806
"1191","XYLT1",64131,"OPC_MYT1",0.999,0.791,2.71727081881076,0,0,0.969,0.938
"1192","YAP1",10413,"Astro_FGFR3",0.807,0.235,3.58908017508887,0,0,0.865,0.73
"1193","ZAK",51776,"Peri_MUSTN1",0.562,0.263,2.9924891209764,2.56867599459268e-08,0.00129155597684114,0.681,0.362
"1194","ZBBX",79740,"Pyramidal",0.82,0.227,2.5764199410495,0,0,0.857,0.714
"1195","ZDHHC23",254887,"Pyramidal",0.77,0.054,2.54975763144363,0,0,0.867,0.734
"1196","ZDHHC9",51114,"Oligo",0.705,0.29,2.91037987001018,0,0,0.772,0.544
"1197","ZFHX3",463,"Micro_C1QC",0.919,0.584,2.69490501868205,0,0,0.867,0.734
"1198","ZFP36L1",677,"Micro_C1QC",0.665,0.176,2.68410612969283,8.20743686638903e-247,4.12678133078907e-242,0.776,0.552
"1199","ZFP36L2",678,"Micro_C1QC",0.655,0.103,3.06293872955743,1.2242098490957e-298,6.15544954223808e-294,0.793,0.586
"1200","ZFPM2-AS1",102723356,"Micro_C1QC",0.497,0.301,3.75641546741819,2.98211605654434e-226,1.49943777439106e-221,0.643,0.286
"1201","ZIC1",7545,"VLMC_CYP1B1",0.364,0.013,2.53335316320698,4.48679165189744e-05,1,0.675,0.35
"1202","ZNF366",167465,"Endo_CLDN5",0.557,0.069,5.2277907655558,1.72255308396164e-74,8.6611691614675e-70,0.761,0.522
"1203","ZNF423",23090,"Astro_FGFR3",0.836,0.386,2.62367840132253,0,0,0.837,0.674
"1204","ZNF710",374655,"Micro_C1QC",0.9,0.509,2.96068352975297,0,0,0.865,0.73
"1205","ZNF831",128611,"Pyramidal",0.561,0.153,2.61092632128115,0,0,0.735,0.47
"1206","ZNRF3",84133,"Astro_FGFR3",0.997,0.792,2.83433877644338,0,0,0.96,0.92
