"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"955","GNAI1",2770,"ENSG00000127955","Oligodendrocyte",0.78,0.573,2.44814121059481,1.69692217773641,0.719,0.438,1.33552550176934e-219,6.71515577544642e-215
"956","GNAI2",2771,"ENSG00000114353","Endothelial",0.643,0.411,2.6964991439765,1.86907077902962,0.68,0.36,8.36947328344733e-13,4.20825486165015e-08
"957","GNAO1",2775,"ENSG00000087258","Oligodendrocyte",0.902,0.825,2.09083906264477,1.44925920127682,0.713,0.426,1.67101580066071e-181,8.40203454730212e-177
"958","GNB4",59345,"ENSG00000114450","Microglia",0.601,0.482,2.88701265746429,2.00112468376225,0.624,0.248,1.85084994624229e-66,9.30625861470083e-62
"959","GNG12.AS1",NA,NA,"SST",0.883,0.448,2.45431569251844,1.70120200247319,0.828,0.656,1.46993945133274e-124,7.39100255524615e-120
"960","GNG2",54331,"ENSG00000186469","L5/6 IT Car3",1,0.486,2.00421339279169,1.38921486245404,0.907,0.814,1.7004199786374e-31,8.54988169458671e-27
"961","GNL2",29889,"ENSG00000134697","VLMC",0.455,0.24,2.90134298991508,2.011057713297,0.605,0.21,NA,NA
"962","GOLIM4",27333,"ENSG00000173905","Astrocyte",0.722,0.329,2.10950653606241,1.46219850784443,0.744,0.488,7.19378212861726e-213,3.61710559209004e-208
"963","GOLPH3L",55204,"ENSG00000143457","Pericyte",0.406,0.499,2.58782016591812,1.79374025180231,0.488,0.024,0.0255401736909265,1
"964","GOLT1A",127845,"ENSG00000174567","L5/6 NP",0.371,0.054,3.18508550694942,2.20773303898433,0.664,0.328,1.92182683810479e-42,9.66313752467468e-38
"965","GPAM",57678,"ENSG00000119927","Astrocyte",0.49,0.161,3.11070435946869,2.15617595632125,0.683,0.366,3.08161568693541e-177,1.549467183548e-172
"966","GPC4",2239,"ENSG00000076716","Astrocyte",0.543,0.311,3.69452459210487,2.56084930452687,0.656,0.312,8.62406224191069e-169,4.33626473585511e-164
"967","GPC6",10082,"ENSG00000183098","OPC",0.964,0.742,2.14747353523117,1.48851522627259,0.841,0.682,1.68018925298776e-213,8.44815958294775e-209
"968","GPD1L",23171,"ENSG00000152642","Endothelial",0.4,0.411,2.17251302025306,1.50587127471818,0.493,0.014,NA,NA
"969","GPER1",2852,"ENSG00000164850","Pericyte",0.531,0.009,7.26089814636017,5.03287107848249,0.763,0.526,8.68829234099267e-31,4.36856027197452e-26
"970","GPM6A",2823,"ENSG00000150625","Astrocyte",1,0.847,2.61886452692182,1.81525856310431,0.964,0.928,0,0
"971","GPM6B",2824,"ENSG00000046653","Oligodendrocyte",0.99,0.907,2.43278012443897,1.68627468417714,0.882,0.764,0,0
"972","GPN3",51184,"ENSG00000111231","Microglia",0.939,0.909,2.84329109128448,1.97081920343505,0.667,0.334,1.47379441126664e-70,7.41038567928978e-66
"973","GPR12",2835,"ENSG00000132975","PAX6",0.5,0.141,2.03470598178871,1.4103507145453,0.684,0.368,2.51273027638377e-11,1.26342591026852e-06
"974","GPR153",387509,"ENSG00000158292","PAX6",0.409,0.087,2.56683988278474,1.77919782770106,0.669,0.338,1.88644435303935e-14,9.48523085151716e-10
"975","GPR160",26996,"ENSG00000173890","Microglia",0.324,0.35,2.72806812466898,1.89095272898976,0.5,0,2.07074082964932e-17,1.04118919655597e-12
"976","GPR21",2844,"ENSG00000011454","L5/6 IT Car3",0.8,0.169,2.04474907207467,1.41731205426112,0.822,0.644,1.01763665784202e-27,5.11677887929544e-23
