"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val","Oligodendrocyte_mean_expression","Astrocyte_mean_expression","OPC_mean_expression","Microglia_mean_expression","Pericyte_mean_expression","Endothelial_mean_expression","VLMC_mean_expression","LAMP5_mean_expression","VIP_mean_expression","IT_mean_expression","PVALB_mean_expression","L6 CT_mean_expression","L6b_mean_expression","SST_mean_expression","L5/6 NP_mean_expression","L5/6 IT Car3_mean_expression","L5 ET_mean_expression","PAX6_mean_expression"
"ABCC9",10060,"ENSG00000069431","Pericyte",0.625,0.288,3.18626552926897,0.727,0.454,1.40442035806565e-13,7.0615660023899e-09,"Astrocyte",1.73695944201149,0.469,0.000669051166657518,"L6 CT",1.92904033233515,0.828,5.49980173005049e-06,1.68334789343821,79.2345723171307,2.57833264353387,1.13557955227547,454.736112010582,3.14319903024958,0.228852831014157,0.213832233071722,0.501740097816949,14.3147509302059,0.267411583062094,65.212787433386,32.0121603212978,0.993811731527385,72.918092265454,2.26814806839863,20.2608088046737,0.0958513322398552
"ABCG2",9429,"ENSG00000118777","Endothelial",0.957,0.433,5.12196089320626,0.964,0.928,0,0,"Microglia",2.9542456636322,0.479,1.83508714432781e-57,"VLMC",5.33056679272356,0.636,5.04811730777656e-15,4.03780112731851,3.23752907384125,13.8487731523837,95.4130162464403,29.2035169750478,1848.90003122604,7.95596765078163,0.466087300541404,0.83826784060314,0.672816777871719,0.609807239857459,0.78893019757826,0.601286378193334,3.23286726497781,0.473249944467264,0.363010671782336,1.47530037180988,0.524639713393373
"ACACB",32,"ENSG00000076555","Astrocyte",0.933,0.409,2.69262063361207,0.91,0.82,0,0,"Pericyte",0.751676057295541,0.312,1.33006217920535e-18,"VLMC",1.39231476372237,0.636,3.71893725829509e-05,36.4624493565456,226.912966824242,33.6315825146972,5.19958066430762,106.478171843216,98.5912203445776,55.6362402775472,4.56146704978357,5.15590637540594,2.29459467007162,3.26648906240616,1.8396401838016,1.60192049827892,4.39264559591024,1.96715821717984,1.582917261441,3.217234763431,1.50873548576035
"ACBD7",414149,"ENSG00000176244","Astrocyte",0.378,0.064,3.291116059137,0.666,0.332,9.73260043119139e-294,4.89364882280734e-289,"L5/6 IT Car3",2.05309042811845,0.185,0.000102367283374156,"L5/6 IT Car3",2.05309042811845,0.185,0.000102367283374156,0.685573394835269,41.5381890159007,1.24962786758041,0.153270094456473,0.0166206871976032,0.263583387232707,0,0.679751698523347,0.712127930371912,0.34011970238417,0.866452183696949,0.577232326831535,0.564118098075118,0.140539447373537,0.402532785961988,4.45925213860524,0.044855809993943,0.0142563106275189
"ACER2",340485,"ENSG00000177076","Endothelial",0.5,0.277,2.94306137787968,0.65,0.3,4.94511255927305e-17,2.48645204592808e-12,"LAMP5",2.54236455207934,0.325,1.61714392771952e-07,"L5/6 IT Car3",3.35072574665247,0.477,8.42848897799334e-06,10.5971400931689,1.79256278888732,8.00795785018159,8.06740048046058,0.182029056979344,219.392857563303,4.79105834076287,16.3405400908336,14.9704992749477,14.046697638357,12.5794112388423,15.1059261629601,6.11296279596891,12.9144441083386,13.4560550861234,6.72673137126203,5.81715819735812,10.3546622929922
"ACOT11",26027,"ENSG00000162390","Astrocyte",0.869,0.345,2.97835328105832,0.869,0.738,0,0,"L6b",1.88051009859059,0.675,1.14601831692997e-42,"L6b",1.88051009859059,0.675,1.14601831692997e-42,3.67137373301665,176.179525940559,13.6605054778102,2.42037033827634,0.378618883962132,23.4344046667274,0.549600035108507,5.15644287947692,4.91926084192909,11.4476491964056,2.62562845645788,16.849311395377,26.022055172791,3.63662251887011,4.91856184096998,0.177562304035873,3.06432996311471,0.597268369799466
"ACOX2",8309,"ENSG00000168306","VLMC",0.455,0.126,2.56727145381296,0.676,0.352,0.00341335955507497,1,"Astrocyte",0.807155014012919,0.289,0.485584927051371,"Astrocyte",0.807155014012919,0.289,0.485584927051371,0.49957238583433,46.1383993716869,0.672242728228693,1.66417759346365,0.0349649958433613,16.262103578522,104.661750212021,4.65307488963351,1.79494579510302,2.78359934208137,1.56726214378381,1.5284804024359,1.0697786453815,1.97780383381643,0.0690882737957627,0.529187850831293,0.913781593038555,1.31296305453329
"ACSBG1",23205,"ENSG00000103740","Astrocyte",0.928,0.188,3.89099356524418,0.946,0.892,0,0,"Oligodendrocyte",2.60766005242366,0.232,0,"VLMC",5.64606987720593,0.273,9.87211472437105e-14,24.563557320526,345.827607293328,0.528656735811498,0.916538240672273,0.160892966656964,5.31410157703954,0.224776000249982,1.53444847627447,0.354607768449243,0.496768908882302,2.4238369135318,1.51138498366265,0.158566460137104,1.43428637214147,0.234114547524646,4.05028928730704,0.547879317502667,1.72712344560667
"ACSL5",51703,"ENSG00000197142","Endothelial",0.414,0.187,2.69036780972267,0.626,0.252,1.43795008081172e-08,0.000723015680132943,"Pericyte",1.28748257255872,0.031,2.31800770256754e-05,"L5 ET",2.94616555211208,0.323,0.147768203579874,8.80461557116192,3.16087091605462,2.56057697853748,33.1737185703003,38.6870131507427,142.811955566152,0,12.4288050160606,6.34146048960884,5.99031433491746,7.94551073794932,8.90531497512046,10.1732066441124,6.10335873528713,8.20649892074167,4.54801289628481,6.55599305087956,9.97215062540478
"ACSS1",84532,"ENSG00000154930","Astrocyte",0.928,0.136,2.97902470990251,0.934,0.868,0,0,"VLMC",1.54304062942866,0.182,2.22943422472414e-09,"OPC",2.43472378607167,0.266,1.63884902492512e-281,53.6572293683501,502.352898238984,43.1047605226948,90.2087686001236,23.0757597692166,16.4628843422335,106.581734718371,6.01276408000743,5.94827550101005,0.260670925166415,0.0607882217627655,0.26479477470024,0.0122058550858212,0.516982266062987,0.449429570614558,0.0330141486745229,0.114310915252266,13.3547343832321
"ACVR1",90,"ENSG00000115170","Endothelial",0.8,0.592,2.64895639483963,0.756,0.512,1.3565602946662e-32,6.82092081761111e-28,"VLMC",1.15190057958031,0.818,0.0682972192920476,"VLMC",1.15190057958031,0.818,0.0682972192920476,18.0516111855421,28.7090394223747,53.8656954217247,60.5430301229605,34.1456762678205,415.229807959521,130.543415251288,33.6564869790276,29.2024234340729,21.196053000613,31.6896073400551,15.3606624105972,21.2843097681453,21.6366403800793,15.6065945508369,23.9686907174132,10.7594879685391,23.3469051448471
"ADAM19",8728,"ENSG00000135074","VLMC",0.455,0.375,2.50164099235518,0.608,0.216,0.000367042680600794,1,"Oligodendrocyte",1.71872782665587,0.323,0.0260677911323684,"L5 ET",2.26671578111215,0.831,3.06622367003735e-07,50.8825663053791,5.17342862919877,21.3157418229893,1.55166962882145,0.157813659795178,0.648226207915135,288.371303610862,28.841163340109,26.3696444839997,19.8654108660023,6.28228268923416,17.6855404920533,14.0160733183481,28.1043257811713,9.28731401841998,15.0949682887512,28.9939252636926,9.89516872104734
"ADAM28",10863,"ENSG00000042980","Microglia",0.879,0.063,5.82074267176335,0.933,0.866,0,0,"L6 CT",4.84359694570134,0.231,1.99831180474483e-134,"L5 ET",5.37201159661169,0.308,1.1356104054293e-49,1.26420201711334,3.19629537289361,0.464337394065163,986.159653380077,0.0668385938232818,0,0,0.00280587637458121,0.633676596621787,2.71599194266119,2.25907095326473,6.7774991217039,1.73926044537857,0.370666818731202,1.7735869326597,3.47336943775769,3.58513791998872,0
"ADAMTS3",9508,"ENSG00000156140","IT",0.845,0.297,2.9140100031143,0.872,0.744,0,0,"L5/6 IT Car3",0.284681067194245,0.831,0.45479017373214,"L5/6 IT Car3",0.284681067194245,0.831,0.45479017373214,4.35335656726593,11.8885799702678,4.76348813180141,1.23396756143435,10.9720267168393,0.857271461633591,0.936985170515958,1.44083150291018,3.67926902488539,159.668620427356,1.96699446795037,61.4386448080565,3.86615685086515,0.479546071760054,4.48037641403319,119.863634014754,5.26508622224766,0.236639637765337
"ADAMTS4",9507,"ENSG00000158859","Oligodendrocyte",0.351,0.044,3.40664025222758,0.659,0.318,0,0,"Pericyte",0.804037129299454,0.062,0.000272740423127395,"VLMC",3.71276741983824,0.273,0.020178961540442,54.9103421031537,0.251357551952899,1.79808783349802,3.57474981900575,24.020919239184,0.0286354551887428,0.364764592422506,0.0874883339138654,0.415587690092596,0.062560427364259,0.106562183880807,0.385521363404717,2.94001638498063,0.328084707995586,0.0586090610523277,0.0145018506156815,0.421499987289456,0.0590011886429915
"ADAMTS9.AS2",NA,NA,"Pericyte",0.844,0.414,2.53490847760922,0.822,0.644,1.08143495108535e-13,5.43756307755223e-09,"VLMC",0.499610048804697,1,0.127735877215143,"VLMC",0.499610048804697,1,0.127735877215143,2.39215679541748,28.7809201116352,46.6863051431748,1.90748669493985,614.152635423182,314.181868703411,372.254456433417,150.19429843042,96.344538656185,60.7803513040982,117.141936641277,0.328166684052629,0.126137477684308,98.9193037464927,78.3575639959648,1.1011210154461,0.304493118250443,8.75467508882236
"ADAMTSL1",92949,"ENSG00000178031","L6 CT",0.982,0.693,3.0769871530281,0.946,0.892,0,0,"L5/6 NP",0.747238125960281,0.88,8.98973468112072e-24,"L6b",1.09816603389748,0.926,8.95274652323958e-27,12.0225015961749,22.9099949542869,17.1919766693665,15.6547465668096,3.49147673635683,1.56419118571916,1.09722340164361,7.89280945147653,46.452806788595,22.0366365930693,12.5168822782732,781.577543049609,259.975616648573,62.7648389904518,369.685831351886,34.5132859918476,37.7782261330578,1.59426972877104
"ADAMTSL2",9719,"ENSG00000197859","Microglia",0.453,0.251,2.54209628757266,0.636,0.272,2.25332593364532e-139,1.1329948126962e-134,"Endothelial",0.743336192667728,0.243,0.000141429663984884,"L5/6 IT Car3",2.64499403122147,0.477,4.1320869693965e-09,8.56922783091525,8.7771763601913,1.9590525148066,102.757671282605,0.111578122521047,48.33934835522,46.8997140889936,5.37159994881382,1.48244096125006,9.1311639199266,7.02635617944029,7.38984666145606,3.96098008234941,1.25922318027755,7.55247999227057,6.36739412683493,2.1149334571478,0.254779189808069
"ADAP2",55803,"ENSG00000184060","Microglia",0.617,0.208,4.67735816071895,0.759,0.518,0,0,"Pericyte",1.05634182508786,0.469,0.0174105338685593,"Pericyte",1.05634182508786,0.469,0.0174105338685593,3.47801934904719,8.85619560876783,0.290435369233712,435.757425115356,150.871705946482,0.352987511818369,0.968755433438755,0.542440519088433,2.5283506779812,0.702087686105357,0.327602219114117,0.250724250419867,0.385016935888632,2.60688397324401,5.54676416639181,1.37173309388869,1.23807575503368,0.231170618452208
"ADCY4",196883,"ENSG00000129467, ENSG00000284814","Endothelial",0.414,0.027,4.38211427854879,0.699,0.398,4.03956662747132e-68,2.03113449595885e-63,"Pericyte",1.64700373150501,0.094,0.000420189217115483,"Pericyte",1.64700373150501,0.094,0.000420189217115483,0.047008676706406,0.165188742970561,0.0510251359049476,1.10606766565287,17.9807556113586,97.5367263292978,0,0.0549542719908927,0.107079321490712,0.0984538441717231,0.186129807598439,0.157552696502274,0.051698462341554,0.0258949565553366,0.478006104116397,0.0158151024739565,0.0161462162593528,0.0209940965270601
"ADCY7",113,"ENSG00000121281","Microglia",0.509,0.219,3.41318974046824,0.682,0.364,5.34246003863065e-201,2.68624233202388e-196,"VLMC",1.03995045407056,0.273,0.27627441212427,"L6b",2.32577147606075,0.573,2.27964046305682e-20,6.13954041946519,5.02907530340783,7.50884607104311,271.610386071095,4.25441485736356,18.7664507990743,95.3601914443945,3.45558938995854,11.3778247601136,7.87539407391094,2.84443583100063,12.9830582308211,25.636225295385,6.9955792000377,15.5500039950411,8.04212616958926,7.85740346707643,8.21814059856157
"ADGRA3",166647,"ENSG00000152990","Astrocyte",0.864,0.268,2.85353425760947,0.877,0.754,0,0,"OPC",1.34937303406911,0.391,5.52100351944968e-129,"VLMC",1.7679104950553,0.636,5.72209962289589e-06,7.46509723029571,320.774507448099,82.4692231373579,10.0474224395254,11.3261637657163,7.04320441927529,53.9234566003163,16.8202208785743,19.4137108578762,11.1172604100251,21.9577615984717,7.93889108492912,9.8931420583582,7.98688744436099,6.51562848215071,7.20578835772058,11.7741507044327,7.01620372348536
"ADGRL4",64123,"ENSG00000162618","Endothelial",0.771,0.079,5.88956366919346,0.876,0.752,8.77291342390151e-166,4.41110859867192e-161,"Pericyte",3.84691794980874,0.094,5.70040982188714e-13,"SST",6.16650510835606,0.103,5.83230110474913e-56,1.69266657239641,0.556435631630395,0.302995492337166,3.70326634443649,16.1972666929839,804.665309736715,0.108677543187641,0.187703354280271,3.12005432765623,0.799453563657359,0.234094785267329,0.0981050963194089,0.326964707533283,0.690734921912274,1.1769949157772,0.0328592540029193,0.0535433930447725,0.0824757263625251
"ADGRV1",84059,"ENSG00000164199","Astrocyte",1,0.687,4.88572097058579,1,1,0,0,"L5 ET",3.58039239385322,1,1.72409988890527e-299,"L5 ET",3.58039239385322,1,1.72409988890527e-299,12.7361142509777,4510.82251830094,7.02796166308937,6.91918857652898,2.33248883237861,0.894874470127045,2.11252553345077,11.4348354315533,32.748530934403,75.809340293045,12.4817216899808,40.804843665838,17.450406007706,16.1642866037263,26.6967558601063,80.9732749446921,124.720861328108,32.0296715661783
"ADIRF",10974,"ENSG00000148671","Pericyte",0.562,0.052,4.34042790226846,0.769,0.538,2.68330765307227e-26,1.34919392104127e-21,"Endothelial",1.94602964832992,0.214,4.07533537103832e-05,"Endothelial",1.94602964832992,0.214,4.07533537103832e-05,0.378847614046119,20.9011928780939,0.17337355596278,0.404462561924645,347.823881503055,48.8260285418238,0,1.47485719197592,1.4547207113915,1.03133031883326,1.06574264185368,0.465855440773486,1.73749627365319,0.82204604081482,0.456259272331908,0,1.36973546749403,2.74728974322271
"ADORA2A.AS1",NA,NA,"Pericyte",0.5,0.498,2.93240233229997,0.55,0.1,1.03355141191256e-13,5.19679985423755e-09,"SST",2.22767568471455,0.496,0.0125211554047004,"L6 CT",3.20643292489408,0.626,1.34944172559682e-10,2.07655142949327,1.56376912190583,2.34113142362947,1.64372511826005,44.5973397890508,1.44913345747603,0.804318826637975,0.981878184472625,0.814964885166494,0.745779252053128,1.01429719498345,0.846729897383229,0.429654321193632,3.91441976220376,0.970336731600239,0.385187360813627,0.790666104325657,0.362741697958108
"ADORA2B",136,"ENSG00000170425","Astrocyte",0.481,0.169,3.37023637727746,0.684,0.368,8.69555536680594e-322,4.37221219398369e-317,"Pericyte",0.765320340038748,0.156,0.000664598017371753,"SST",2.21363177884243,0.274,1.04657596214164e-25,1.43814407519394,66.859792048952,0.74300157689983,2.05739112635969,30.5673498832955,0.189262478057981,0.39337905570086,1.20087287707201,0.275989245598846,0.684912407775781,0.433253834643721,0.570776063818366,0.326689354312947,6.41727631318297,3.80220414846713,1.74491198873515,0.350978935814566,0.197900957954199
"AFAP1L1",134265,"ENSG00000157510","Endothelial",0.386,0.091,4.39699584043895,0.662,0.324,4.51903397059215e-46,2.27221547075344e-41,"OPC",3.30982858376149,0.107,2.86351238093934e-16,"L5 ET",4.35552986581478,0.185,2.29393911801482e-06,0.778506556955856,1.55771564558718,6.31562885735153,0.978859804558068,0.042706159744345,199.305075678818,0.0531427619717623,2.79687062583279,0.210011122881978,1.22996850582947,0.43047152985583,0.63034183560073,0.651157105800825,1.31779511690818,0.277226676280539,1.27142242872511,1.57104316394471,0.110095743676305
"AGT",183,"ENSG00000135744","Astrocyte",0.607,0.032,3.70525428400772,0.793,0.586,0,0,"Pericyte",0.714207833997358,0.156,1.30435088749581e-06,"Pericyte",0.714207833997358,0.156,1.30435088749581e-06,6.07997778989893,215.202954808825,16.5808078298882,0.31399736082673,104.848596496451,0,0,0.0405783093635702,11.0357192785497,0.958816413429993,0.396463466068255,0.0411376004842245,0.00940899595200687,0,0.0056278050352073,0.00900342728964922,0.014051866140518,0.588593079660232
"AIF1",199,"ENSG00000237727, ENSG00000235588, ENSG00000235985, ENSG00000206428, ENSG00000204472, ENSG00000234836","Microglia",0.428,0.01,5.42594586921386,0.711,0.422,0,0,"Astrocyte",5.21067283205444,0.015,1.52309259175146e-148,"OPC",5.38831763975333,0.021,1.37869837445806e-120,0.385972808233511,0.583541601114231,0.325803977074419,289.132202655427,0,0.00793253285615446,0,0.00776425482690745,0.554091610433936,0.0875414484098478,0.379106487488043,0.129809569356014,0.0998358040691566,0.155225692089825,0,0.00753303300888435,0,0
"AIF1L",83543,"ENSG00000126878","Oligodendrocyte",0.41,0.141,2.50951783401107,0.653,0.306,4.91995595623286e-282,2.47380305435344e-277,"Endothelial",-0.50228295512867,0.514,0.163455168557505,"Endothelial",-0.50228295512867,0.514,0.163455168557505,63.5183265726325,15.2200721132762,8.6453334312224,0.280595289070328,1.22351430071796,105.615858968864,12.5630256659739,0.229930658430199,0.846778172107341,0.203477191882548,0.220611360201623,0.0966260342018147,0.578066311787037,0.138797333268544,0.293699838424433,0.397308617522121,0.375042716331445,0.0836210775855226
"AIFM3",150209,"ENSG00000183773","Astrocyte",0.655,0.109,3.87625248959547,0.801,0.602,0,0,"L5 ET",2.87487157644621,0.446,6.77341421396764e-16,"L5 ET",2.87487157644621,0.446,6.77341421396764e-16,1.31994861952836,186.438654230575,0.912964631011407,2.06343748111333,0.068160898982276,0.127023534908438,0.0377798989931733,2.65127632029161,3.44201925627274,3.77155903782838,6.09357532551763,4.35615331215475,1.67026881528995,3.32002226016796,8.47053498114848,0.989301032949104,9.57592337592837,7.50310286234299
"AKAP13",11214,"ENSG00000170776","Microglia",0.952,0.756,2.53269433321431,0.849,0.698,1.68279808012689e-307,8.46127702668603e-303,"VLMC",0.568751461898542,0.909,0.598605255615859,"L5/6 IT Car3",2.0523613714712,0.985,2.8142660063875e-08,11.44361728686,155.066413785957,130.304042524553,817.287224302524,190.009864197648,228.348636748532,462.340378634361,17.5838303808981,5.38807361257675,72.2987696521418,24.0814062110294,93.2622683548093,60.6759991704085,14.7404169953402,10.7085340484946,104.093668501247,35.7396452198348,13.1154532128883
"AKAP7",9465,"ENSG00000118507","VLMC",0.909,0.616,2.92610786304146,0.864,0.728,2.67040724219182e-07,0.0134270746544647,"OPC",2.37708174481541,0.534,5.72250164516829e-05,"L6 CT",2.80397437747321,0.93,3.30471352155324e-07,62.4551112664282,126.445909819314,134.585768554373,76.461049916961,99.7400257320937,52.1982708308114,1459.72207323277,91.3573037497083,92.1830210173894,30.2785509341172,100.421182335295,87.4742709199211,64.4039667355183,115.944361508996,110.692979055442,18.5060340798134,76.7155124137195,81.2585084993971
"AKR1C1",1645,"ENSG00000187134","VLMC",0.727,0.142,2.60818829942698,0.815,0.63,3.60063920458982e-06,0.181043739845981,"L5/6 IT Car3",0.890733154849477,0.692,0.509601201429521,"L5/6 IT Car3",0.890733154849477,0.692,0.509601201429521,0.966168591229675,0.514931661073481,8.78556327889974,1.45303852986026,21.4100028258435,21.0166096441026,95.1215913782977,8.09659204361642,13.2056127343021,7.27076775063361,7.0270201113512,7.69620772387417,4.85888774038378,20.9515607841379,8.58760453626899,38.4439553326032,2.16548918007006,6.06626313908981
"AKR1C2",1646,"ENSG00000151632","VLMC",0.909,0.139,4.24661134098135,0.937,0.874,9.9944348051134e-15,5.02530176435907e-10,"Pericyte",1.67622377267558,0.219,9.51196114862502e-05,"L5/6 IT Car3",2.44948635358005,0.692,5.93219683809438e-05,0.498704137829912,0.287569153984518,16.8596634607816,1.96380816922745,112.345231794448,18.9424949942142,604.867964840304,11.205483170064,20.54488379701,5.81199353752466,7.17656535364271,12.8300708715811,4.63304484227563,27.1590889884054,8.7934649056689,51.3093812582777,3.61365913880948,12.3089019275853
"ALDH1A1",216,"ENSG00000165092","VLMC",0.364,0.063,3.26225087385901,0.657,0.314,0.00101818828663732,1,"L5/6 IT Car3",0.844867862118847,0.446,0.788079163346118,"L5/6 IT Car3",0.844867862118847,0.446,0.788079163346118,0.650138073070856,41.2620698113354,1.26428788153229,0.751908615127443,0.0443284103973882,26.4946746567369,194.939107855306,0.0304528733431472,0.0197061267777283,0.98869555015781,0.0160020806554678,4.10413426294045,0.00917224094960315,0.537544655501955,12.1730751632767,83.1782079356692,0.0140154675525265,0
"ALDH1A2",8854,"ENSG00000128918","VLMC",0.818,0.192,4.03349633133402,0.871,0.742,9.88642148066052e-12,4.97099158469091e-07,"Pericyte",2.19460616760051,0.156,2.43229025594513e-05,"L6b",2.70275351277414,0.486,0.000181300704224224,3.43930355042322,2.19172987557067,0.39783640194763,0.77889679134311,46.7485424854486,0.0814366899324975,427.613127000491,0.11014032014896,4.12158153022337,9.30383151520333,16.7390206103415,11.4346188177982,27.7259586751697,19.1365328680158,13.8055219848767,4.89344450124371,2.4199096494552,3.66500048669256
"ALDH1L1",10840,"ENSG00000144908","Astrocyte",0.728,0.061,3.88249512405054,0.85,0.7,0,0,"OPC",1.97047434735363,0.166,1.578132611522e-150,"OPC",1.97047434735363,0.166,1.578132611522e-150,0.366714561041714,152.615905276176,20.4126317798655,0.307762936377405,0.0221642051986941,0.477976678520823,0,0.1073073038118,1.11142474871458,0.066311757206783,1.96487420274032,0.04530762008979,0.0798536651440466,0.0396393830422758,0.0538093749628512,0,0.119364551823535,6.13154608592327
"ALOX5",240,"ENSG00000012779, ENSG00000275565","Microglia",0.623,0.184,4.52056612760855,0.767,0.534,0,0,"OPC",3.53547564498845,0.215,1.08013668285537e-115,"OPC",3.53547564498845,0.215,1.08013668285537e-115,3.00765696257202,2.92791672059238,10.658474501492,399.017775782002,0.0968823070848545,0.172552649577746,0.238665764132974,0.83383207720584,5.55015304519421,2.46661488886951,2.31204714862627,1.49414540779963,1.56901405467747,2.44176395220681,2.65647337464753,3.41006297624775,0.523696769635969,0.294348171619948
