"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"134","ARHGEF10L",55160,"ENSG00000074964","Astrocyte",0.802,0.484,2.72306006526129,1.88748140673124,0.763,0.526,2.47070041982766e-271,1.24229287809354e-266
"135","ARHGEF17",9828,"ENSG00000110237","Pericyte",0.531,0.354,2.79589284190057,1.93796524051111,0.64,0.28,4.57080017371767e-06,0.229824403534698
"136","ARHGEF26",26084,"ENSG00000277101, ENSG00000114790","Astrocyte",0.904,0.247,4.83081141039719,3.34846330893363,0.916,0.832,0,0
"137","ARHGEF26.AS1",NA,NA,"Astrocyte",0.836,0.189,4.2516845747562,2.94704317562247,0.874,0.748,0,0
"138","ARHGEF37",389337,"ENSG00000183111","Oligodendrocyte",0.535,0.403,2.55718285245548,1.77250408435575,0.604,0.208,1.07003152009446e-103,5.38022548618697e-99
"139","ARHGEF4",50649,"ENSG00000136002","Astrocyte",0.973,0.751,3.08599067784326,2.13904573758133,0.881,0.762,0,0
"140","ARHGEF6",9459,"ENSG00000129675","Microglia",0.595,0.41,3.51391082494162,2.43565738104735,0.653,0.306,1.45973108414489e-123,7.33967386418891e-119
"141","ARID3A",1820,"ENSG00000116017","Microglia",0.511,0.404,3.63549745706269,2.51993481229586,0.6,0.2,2.08089356841045e-110,1.04629409513246e-105
"142","ARL15",54622,"ENSG00000185305","Endothelial",0.9,0.82,3.73563352243963,2.58934384368425,0.773,0.546,5.9174271537399e-18,2.97534154717196e-13
"143","ARL5A",26225,"ENSG00000162980","Microglia",0.376,0.385,2.52892430715796,1.75291675335605,0.531,0.0620000000000001,3.09863737767523e-41,1.55802585986888e-36
"144","ARNT2",9915,"ENSG00000172379","VLMC",1,0.778,3.3664612835431,2.33345314715212,0.959,0.918,1.60876278545778e-07,0.00808902016156028
"145","ARNTL2",56938,"ENSG00000029153","Excitatory",0.778,0.199,2.64639333092146,1.83434007598085,0.83,0.66,0,0
"146","ARPC1A",10552,"ENSG00000241685","Pericyte",0.562,0.633,2.56482324855228,1.77780000336861,0.549,0.0980000000000001,0.000233808275485139,1
"147","ARPP21",10777,"ENSG00000172995","Excitatory",0.999,0.462,2.72781745866368,1.89077898055493,0.943,0.886,0,0
"148","ARRB2",409,"ENSG00000141480","Microglia",0.524,0.327,3.80297002749531,2.63601795231235,0.657,0.314,5.28964401040446e-202,2.65968590487147e-197
"149","ARRDC5",645432,"ENSG00000205784","Microglia",0.373,0.275,4.82063599261642,3.34141024678786,0.58,0.16,3.21636632552348e-217,1.61722115213646e-212
"150","ARSF",416,"ENSG00000062096","PAX6",0.5,0.219,3.06765357231905,2.12633542458759,0.668,0.336,6.48376408452193e-21,3.26010141933847e-16
"151","ARSG",22901,"ENSG00000141337","VLMC",0.727,0.518,3.19626397542068,2.21548136288817,0.623,0.246,NA,NA
"152","ASAP3",55616,"ENSG00000282854, ENSG00000088280","Astrocyte",0.558,0.351,2.63218435987586,1.82449116776194,0.644,0.288,1.32995258871289e-116,6.68713461130727e-112
"153","ASIC2",40,"ENSG00000108684","Excitatory",0.998,0.748,2.51760884514033,1.7450734727618,0.889,0.778,0,0
"154","ASIC4",55515,"ENSG00000072182","OPC",0.502,0.077,4.45494739283075,3.08793422488351,0.723,0.446,2.54698566568246e-236,1.2806498625618e-231
"155","ASPA",443,"ENSG00000108381","Oligodendrocyte",0.362,0.017,5.3238792125198,3.6902318657998,0.674,0.348,0,0
"156","ASPM",259266,"ENSG00000066279","PVALB",0.671,0.15,2.92121094903711,2.02482913314591,0.781,0.562,9.29904685319423e-151,4.67565374825459e-146
"157","ASPN",54829,"ENSG00000106819","VLMC",0.364,0.041,5.53441067765568,3.83616115727789,0.663,0.326,0.000675873865666331,1
"158","ASS1",445,"ENSG00000130707","PVALB",0.565,0.147,2.63387458554739,1.82566274292066,0.726,0.452,7.26517728504433e-107,3.65300379069314e-102
"159","ATF3",467,"ENSG00000162772","Endothelial",0.357,0.267,4.07765072583789,2.82641210392275,0.577,0.154,5.29793968571788e-15,2.66385705337581e-10
"160","ATF7IP2",80063,"ENSG00000166669","VLMC",0.909,0.739,3.29573960384865,2.28443261426745,0.643,0.286,NA,NA
"161","ATG4C",84938,"ENSG00000125703","Oligodendrocyte",0.809,0.558,2.7064597333038,1.87597493343855,0.756,0.512,5.05018668664733e-315,2.53928436791314e-310
"162","ATM",472,"ENSG00000149311","Microglia",0.835,0.765,2.53138889825418,1.75462507772563,0.718,0.436,2.07645870576598e-122,1.04406420184619e-117
"163","ATP10A",57194,"ENSG00000206190","Endothelial",0.986,0.247,8.33519568263448,5.77751738683352,0.986,0.972,9.40125930818335e-198,4.72704719274767e-193
"164","ATP10B",23120,"ENSG00000118322","Oligodendrocyte",0.862,0.585,2.63373325793055,1.82556478208152,0.798,0.596,0,0
"165","ATP10D",57205,"ENSG00000145246","VLMC",0.727,0.431,2.71501412864665,1.88190438845185,0.713,0.426,0.0261065818970458,1
