"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"248","LOC105371639",105371639,NA,"Neuronal",0.373,0.023,2.72263355126878,0.678,0.356,0,0
"249","LOC105371832",105371832,NA,"Neuronal",0.775,0.28,4.14446454075054,0.808,0.616,0,0
"250","LOC105372079",105372079,NA,"Neuronal",0.385,0.038,3.07756513405906,0.679,0.358,0,0
"251","LOC105372776",105372776,NA,"Non-neuronal",0.365,0.4,2.57415074458674,0.516,0.032,4.25586872897158e-137,2.1398933556142e-132
"252","LOC105373153",105373153,NA,"Neuronal",0.773,0.22,3.43874507941785,0.838,0.676,0,0
"253","LOC105373720",105373720,NA,"Neuronal",0.384,0.037,3.2410804331471,0.678,0.356,0,0
"254","LOC105373893",105373893,NA,"Neuronal",0.762,0.292,4.02167850407229,0.805,0.61,0,0
"255","LOC105373895",105373895,NA,"Neuronal",0.559,0.174,2.990243944154,0.723,0.446,0,0
"256","LOC105373896",105373896,NA,"Neuronal",0.56,0.065,3.74007704613046,0.762,0.524,0,0
"257","LOC105374214",105374214,NA,"Non-neuronal",0.71,0.627,2.5801758414902,0.66,0.32,0,0
"258","LOC105374524",105374524,NA,"Neuronal",0.487,0.257,2.85300589270682,0.632,0.264,2.05980414342028e-318,1.03569012135315e-313
"259","LOC105374971",105374971,NA,"Neuronal",0.572,0.266,3.61434653178816,0.666,0.332,0,0
"260","LOC105375483",105375483,NA,"Non-neuronal",0.476,0.377,3.737694780269,0.604,0.208,0,0
"261","LOC105375629",105375629,NA,"Neuronal",0.668,0.098,2.85139110869101,0.804,0.608,0,0
"262","LOC105375931",105375931,NA,"Neuronal",0.536,0.231,2.92889451713045,0.667,0.334,0,0
"263","LOC105376219",105376219,NA,"Non-neuronal",0.328,0.384,2.82125059866828,0.503,0.00600000000000001,5.40112724918771e-207,2.71574079216407e-202
"264","LOC105376387",105376387,NA,"Non-neuronal",0.517,0.475,3.09290187839273,0.6,0.2,0,0
"265","LOC105376405",105376405,NA,"Neuronal",0.574,0.018,3.02274496290371,0.78,0.56,0,0
"266","LOC105376407",105376407,NA,"Neuronal",0.739,0.119,3.30569658446302,0.842,0.684,0,0
"267","LOC105376423",105376423,NA,"Neuronal",0.525,0.002,2.97254424344327,0.762,0.524,0,0
"268","LOC105377632",105377632,NA,"Non-neuronal",0.635,0.706,2.50357178146751,0.571,0.142,0,0
"269","LOC105377703",105377703,NA,"Neuronal",0.529,0.259,2.90770124618057,0.653,0.306,0,0
"270","LOC105377751",105377751,NA,"Neuronal",0.829,0.075,2.52660762453243,0.892,0.784,0,0
"271","LOC105378030",105378030,NA,"Neuronal",0.394,0.041,3.78394768623703,0.682,0.364,0,0
"272","LOC105378031",105378031,NA,"Neuronal",0.604,0.208,2.93300823130438,0.718,0.436,0,0
"273","LOC105378208",105378208,NA,"Neuronal",0.41,0.03,3.32888615414453,0.694,0.388,0,0
"274","LOC105378209",105378209,NA,"Neuronal",0.407,0.041,3.15890912039231,0.689,0.378,0,0
"275","LOC105378305",105378305,NA,"Non-neuronal",0.413,0.466,4.42354911600102,0.524,0.048,0,0
"276","LOC105379037",105379037,NA,"Neuronal",0.384,0.123,2.88506484696558,0.642,0.284,0,0
"277","LOC284930",284930,NA,"Neuronal",0.74,0.296,4.18288654249734,0.787,0.574,0,0
"278","LOC440040",440040,NA,"Neuronal",0.973,0.404,3.80042137889926,0.954,0.908,0,0
"279","LOC643962",643962,NA,"Neuronal",0.844,0.438,2.68635882546935,0.756,0.512,0,0
"280","LOC730076",730076,NA,"Neuronal",0.484,0.027,2.66982562263027,0.733,0.466,0,0
"281","LPAR1",1902,"ENSG00000198121","Non-neuronal",0.581,0.241,4.19982208765041,0.727,0.454,0,0
"282","LRP2",4036,"ENSG00000081479","Non-neuronal",0.473,0.51,3.55589413666899,0.554,0.108,0,0
"283","LRP4",4038,"ENSG00000134569","Non-neuronal",0.5,0.19,3.969895315753,0.694,0.388,0,0
"284","LY86.AS1",NA,NA,"Neuronal",0.771,0.189,3.60190067991396,0.843,0.686,0,0
"285","LYN",4067,"ENSG00000254087","Non-neuronal",0.526,0.455,3.90104825904354,0.612,0.224,0,0
"286","LYPD8",646627,"ENSG00000259823","Neuronal",0.458,0.044,2.7934196178858,0.713,0.426,0,0
"287","MAG",4099,"ENSG00000105695","Non-neuronal",0.413,0.158,4.66358922313879,0.656,0.312,0,0
"288","MAL",4118,"ENSG00000172005","Non-neuronal",0.427,0.08,4.71634281003297,0.688,0.376,0,0
"289","MAML2",84441,"ENSG00000184384","Non-neuronal",0.876,0.565,3.47320660175121,0.858,0.716,0,0
"290","MARCH11",441061,"ENSG00000183654","Neuronal",0.643,0.073,3.01800148295307,0.802,0.604,0,0
"291","MARCH4",57574,"ENSG00000144583","Neuronal",0.807,0.171,3.28940689858749,0.872,0.744,0,0
"292","MBP",4155,"ENSG00000197971","Non-neuronal",0.713,0.715,3.52209647684886,0.649,0.298,0,0
"293","MCHR2",84539,"ENSG00000152034","Neuronal",0.737,0.177,3.82957860090826,0.822,0.644,0,0
"294","MECOM",2122,"ENSG00000085276","Non-neuronal",0.391,0.495,3.25630192286589,0.487,0.026,3.30933944333103e-185,1.66396896550127e-180
"295","MEG3",55384,NA,"Neuronal",1,0.47,2.8686048878456,0.986,0.972,0,0
"296","MEGF10",84466,"ENSG00000145794","Non-neuronal",0.629,0.309,3.07367696512282,0.729,0.458,0,0
"297","MEIS1",4211,"ENSG00000143995","Non-neuronal",0.459,0.475,2.51097943614336,0.564,0.128,0,0
"298","MERTK",10461,"ENSG00000153208","Non-neuronal",0.537,0.505,2.641366980853,0.587,0.174,0,0
"299","MICAL2",9645,"ENSG00000133816","Neuronal",0.943,0.175,2.58572833954724,0.937,0.874,0,0
"300","MIR124.2HG",NA,NA,"Neuronal",0.965,0.097,3.16893848698795,0.962,0.924,0,0
"301","MIR137HG",400765,NA,"Neuronal",0.872,0.072,4.43066240797539,0.926,0.852,0,0
"302","MIR4500HG",642345,NA,"Neuronal",0.665,0.167,2.79567714371022,0.783,0.566,0,0
"303","MLIP",90523,"ENSG00000146147","Neuronal",0.843,0.209,4.23567821887414,0.886,0.772,0,0
"304","MMD2",221938,"ENSG00000136297","Non-neuronal",0.643,0.615,2.68688122784905,0.622,0.244,0,0
"305","MOBP",4336,"ENSG00000168314","Non-neuronal",0.524,0.349,3.97205645857613,0.646,0.292,0,0
"306","MOG",4340,"ENSG00000204655, ENSG00000236561, ENSG00000137345, ENSG00000237834, ENSG00000234096, ENSG00000230885, ENSG00000234623, ENSG00000232641","Non-neuronal",0.473,0.11,5.49205329856461,0.705,0.41,0,0
"307","MSN",4478,"ENSG00000147065","Non-neuronal",0.448,0.544,2.54016957913457,0.51,0.02,0,0
"308","MTUS2",23281,"ENSG00000132938","Neuronal",0.994,0.674,3.39669039352298,0.973,0.946,0,0
"309","MYO10",4651,"ENSG00000145555","Non-neuronal",0.914,0.903,2.67458718201392,0.72,0.44,0,0
"310","MYO15B",80022,"ENSG00000266714","Non-neuronal",0.489,0.217,3.73356143053465,0.677,0.354,0,0
"311","MYO1E",4643,"ENSG00000157483","Non-neuronal",0.694,0.629,3.00410558812588,0.655,0.31,0,0
"312","MYOF",26509,"ENSG00000138119","Non-neuronal",0.504,0.534,2.78098404890577,0.549,0.0980000000000001,3.6649936497278e-290,1.84279545701964e-285
"313","MYRF",745,"ENSG00000124920","Non-neuronal",0.423,0.091,4.48871315006671,0.682,0.364,0,0
"314","NCKAP5",344148,"ENSG00000176771","Non-neuronal",0.958,0.83,3.50308564488363,0.914,0.828,0,0
"315","NDE1",54820,"ENSG00000275911, ENSG00000072864","Non-neuronal",0.481,0.427,2.75960979164337,0.585,0.17,0,0
"316","NDRG2",57447,"ENSG00000165795","Non-neuronal",0.591,0.136,4.21220096640282,0.761,0.522,0,0
"317","NDST3",9348,"ENSG00000164100","Neuronal",0.861,0.245,2.73341747616505,0.88,0.76,0,0
"318","NEAT1",283131,NA,"Non-neuronal",0.664,0.247,2.85876039134374,0.759,0.518,0,0
"319","NELL2",4753,"ENSG00000184613","Neuronal",0.961,0.45,3.04137078444645,0.929,0.858,0,0
"320","NHSL1",57224,"ENSG00000135540","Non-neuronal",0.659,0.547,4.02168305882816,0.678,0.356,0,0
"321","NINJ2",4815,"ENSG00000171840","Non-neuronal",0.39,0.271,3.38981633436738,0.595,0.19,0,0
"322","NPL",80896,"ENSG00000135838","Non-neuronal",0.402,0.285,2.57864109362083,0.59,0.18,0,0
"323","NPY1R",4886,"ENSG00000164128","Neuronal",0.605,0.032,2.81073712757236,0.792,0.584,0,0
"324","NRG1",3084,"ENSG00000157168","Neuronal",0.962,0.712,4.06036336866704,0.859,0.718,0,0
"325","NWD2",57495,"ENSG00000174145","Neuronal",0.808,0.209,3.60997222111395,0.861,0.722,0,0
"326","NYAP2",57624,"ENSG00000144460","Neuronal",0.895,0.417,3.58497235021663,0.881,0.762,0,0
"327","OCA2",4948,"ENSG00000104044, ENSG00000277361","Neuronal",0.7,0.256,2.6454723186709,0.772,0.544,0,0
"328","OLFM3",118427,"ENSG00000118733","Neuronal",0.888,0.14,3.97206618083539,0.924,0.848,0,0
"329","OLIG1",116448,"ENSG00000184221","Non-neuronal",0.434,0.021,4.67809294921075,0.71,0.42,0,0
"330","OLMALINC",90271,NA,"Non-neuronal",0.354,0.209,2.81033355271145,0.595,0.19,0,0
"331","OPALIN",93377,"ENSG00000197430","Non-neuronal",0.358,0.039,5.10999103534413,0.665,0.33,0,0
"332","OR14I1",401994,"ENSG00000189181","Neuronal",0.479,0.105,2.55736165245849,0.703,0.406,0,0
"333","OR2AG2",338755,"ENSG00000188124","Neuronal",0.791,0.189,3.22011160989794,0.854,0.708,0,0
"334","PADI2",11240,"ENSG00000117115","Non-neuronal",0.546,0.173,3.86189571374003,0.723,0.446,0,0
"335","PALD1",27143,"ENSG00000107719","Non-neuronal",0.395,0.375,3.0448455968675,0.545,0.0900000000000001,5.92260387777749e-274,2.9779444557853e-269
"336","PARD3B",117583,"ENSG00000116117","Non-neuronal",0.86,0.811,2.8390396351461,0.734,0.468,0,0
"337","PCLO",27445,"ENSG00000186472","Neuronal",0.999,0.482,2.84779086521309,0.973,0.946,0,0
"338","PCSK2",5126,"ENSG00000125851","Neuronal",0.95,0.253,3.13200101900683,0.943,0.886,0,0
"339","PCSK6",5046,"ENSG00000140479","Non-neuronal",0.556,0.427,2.7623850344161,0.633,0.266,0,0
"340","PGM5",5239,"ENSG00000154330","Non-neuronal",0.251,0.385,2.64822405519502,0.451,0.098,2.87832763954193e-319,1.44725192043808e-314
"341","PHLDB1",23187,"ENSG00000019144","Non-neuronal",0.696,0.388,3.3008769153939,0.753,0.506,0,0
"342","PIP4K2A",5305,"ENSG00000150867","Non-neuronal",0.844,0.768,2.94399139458801,0.741,0.482,0,0
"343","PLA2G16",11145,"ENSG00000176485","Non-neuronal",0.42,0.24,3.27931523091665,0.624,0.248,0,0
"344","PLCG2",5336,"ENSG00000197943","Non-neuronal",0.388,0.393,3.53548722743819,0.541,0.0820000000000001,0,0
"345","PLD1",5337,"ENSG00000075651","Non-neuronal",0.628,0.496,3.31682762923646,0.665,0.33,0,0
"346","PLEKHB1",58473,"ENSG00000021300","Non-neuronal",0.49,0.082,3.897479264284,0.718,0.436,0,0
"347","PLEKHH1",57475,"ENSG00000054690","Non-neuronal",0.594,0.522,2.94985445316181,0.633,0.266,0,0
"348","PLEKHH2",130271,"ENSG00000152527","Non-neuronal",0.506,0.414,2.55713835003698,0.604,0.208,0,0
"349","PLLP",51090,"ENSG00000102934","Non-neuronal",0.504,0.161,4.92667217991461,0.707,0.414,0,0
"350","PLP1",5354,"ENSG00000123560","Non-neuronal",0.616,0.208,5.974871223419,0.746,0.492,0,0
"351","PLXNB1",5364,"ENSG00000164050","Non-neuronal",0.452,0.099,3.28561177079126,0.69,0.38,0,0
"352","PLXNB3",5365,"ENSG00000198753","Non-neuronal",0.411,0.026,3.99097557968321,0.696,0.392,0,0
"353","PMP22",5376,"ENSG00000109099","Non-neuronal",0.496,0.117,4.33142015808213,0.713,0.426,0,0
"354","POLQ",10721,"ENSG00000051341","Neuronal",0.752,0.311,2.59572734184189,0.785,0.57,0,0
"355","PON2",5445,"ENSG00000105854","Non-neuronal",0.608,0.063,4.8080739767101,0.789,0.578,0,0
"356","PPAP2B",8613,"ENSG00000162407","Non-neuronal",0.526,0.166,3.89382826067654,0.715,0.43,0,0
"357","PPP1R14A",94274,"ENSG00000167641","Non-neuronal",0.357,0.032,4.18361390145052,0.667,0.334,0,0
"358","PREX1",57580,"ENSG00000124126","Non-neuronal",0.762,0.45,2.77472793501453,0.766,0.532,0,0
"359","PREX2",80243,"ENSG00000046889","Non-neuronal",0.663,0.33,2.50317328164322,0.736,0.472,0,0
"360","PRKCH",5583,"ENSG00000027075","Non-neuronal",0.363,0.409,3.03739151328139,0.512,0.024,1.3119045875892e-232,6.59638745685728e-228
"361","PRMT8",56341,"ENSG00000111218","Neuronal",0.816,0.171,2.96773792787496,0.873,0.746,0,0
"362","PRR16",51334,"ENSG00000184838","Neuronal",0.872,0.26,4.15551583273657,0.895,0.79,0,0
"363","PRR5L",79899,"ENSG00000135362","Non-neuronal",0.458,0.232,4.15300959083257,0.654,0.308,0,0
"364","PSAT1",29968,"ENSG00000135069","Non-neuronal",0.416,0.251,2.52834192545222,0.611,0.222,0,0
"365","PTAFR",5724,"ENSG00000169403","Non-neuronal",0.418,0.409,3.16251648454421,0.555,0.11,0,0
"366","PTGDS",5730,"ENSG00000107317","Non-neuronal",0.803,0.24,4.46924192171965,0.866,0.732,0,0
"367","PTN",5764,"ENSG00000105894","Non-neuronal",0.643,0.232,3.16870894810702,0.759,0.518,0,0
"368","PTPRR",5801,"ENSG00000153233","Neuronal",0.951,0.276,4.01760771944714,0.955,0.91,0,0
"369","PTPRZ1",5803,"ENSG00000106278","Non-neuronal",0.603,0.543,2.81671693671848,0.613,0.226,0,0
"370","PWAR1",145624,NA,"Neuronal",0.601,0.015,2.96231714044075,0.793,0.586,0,0
"371","QDPR",5860,"ENSG00000151552","Non-neuronal",0.49,0.54,2.59069320941623,0.549,0.0980000000000001,0,0
"372","QKI",9444,"ENSG00000112531","Non-neuronal",0.987,0.799,2.6751181916868,0.945,0.89,0,0
"373","RAD51B",5890,"ENSG00000182185","Non-neuronal",0.846,0.837,2.60525589422736,0.7,0.4,0,0
"374","RALYL",138046,"ENSG00000184672","Neuronal",0.985,0.612,3.33886543734004,0.932,0.864,0,0
"375","RAPGEF3",10411,"ENSG00000079337","Non-neuronal",0.435,0.122,3.37784711465583,0.675,0.35,0,0
"376","RASSF2",9770,"ENSG00000101265","Non-neuronal",0.521,0.349,3.50595551591423,0.647,0.294,0,0
"377","RBFOX1",54715,"ENSG00000078328","Neuronal",1,0.988,2.80800346667835,0.98,0.96,0,0
"378","RBFOX3",146713,"ENSG00000167281","Neuronal",0.992,0.442,3.74563635055673,0.981,0.962,0,0
"379","RBM47",54502,"ENSG00000163694","Non-neuronal",0.833,0.85,2.65644138192139,0.617,0.234,0,0
"380","RELN",5649,"ENSG00000189056","Neuronal",0.798,0.635,3.00389906500958,0.566,0.132,8.80530257279927e-135,4.4273941866292e-130
"381","RFTN2",130132,"ENSG00000162944","Non-neuronal",0.804,0.638,4.08235742384896,0.785,0.57,0,0
"382","RGCC",28984,"ENSG00000102760","Non-neuronal",0.368,0.073,3.62312892102919,0.657,0.314,0,0
"383","RGS6",9628,"ENSG00000182732","Neuronal",0.927,0.568,2.64328676827596,0.854,0.708,0,0
"384","RIMBP2",23504,"ENSG00000060709","Neuronal",0.955,0.284,2.95453919193232,0.948,0.896,0,0
"385","RIN2",54453,"ENSG00000132669","Non-neuronal",0.87,0.655,2.53757426167303,0.802,0.604,0,0
"386","RNASE1",6035,"ENSG00000129538","Non-neuronal",0.401,0.08,4.16642819397837,0.671,0.342,0,0
"387","RNF125",54941,"ENSG00000101695","Non-neuronal",0.571,0.526,2.81291114491012,0.599,0.198,0,0
"388","RNF219.AS1",NA,NA,"Non-neuronal",0.512,0.496,4.5472028272164,0.588,0.176,0,0
"389","RNF220",55182,"ENSG00000187147","Non-neuronal",0.805,0.749,4.09991242959662,0.713,0.426,0,0
"390","ROBO2",6092,"ENSG00000185008","Neuronal",0.994,0.763,4.61936960193734,0.943,0.886,0,0
"391","RPL19P9",653314,NA,"Neuronal",0.532,0.098,2.74075203061719,0.732,0.464,0,0
"392","RREB1",6239,"ENSG00000124782","Non-neuronal",0.431,0.369,3.27145927816397,0.582,0.164,0,0
"393","RXFP1",59350,"ENSG00000171509","Neuronal",0.676,0.23,3.4880627028121,0.766,0.532,0,0
"394","RYR2",6262,"ENSG00000198626","Neuronal",0.998,0.785,3.37025209871892,0.973,0.946,0,0
"395","S100B",6285,"ENSG00000160307","Non-neuronal",0.577,0.049,4.80872436689173,0.775,0.55,0,0
"396","SAMD5",389432,"ENSG00000203727","Neuronal",0.813,0.462,2.74478471502734,0.773,0.546,0,0
"397","SCD",6319,"ENSG00000099194","Non-neuronal",0.533,0.219,3.9787814951976,0.699,0.398,0,0
"398","SCN3B",55800,"ENSG00000166257","Neuronal",0.881,0.086,2.58961228721988,0.919,0.838,0,0
"399","SFTA1P",207107,NA,"Neuronal",0.612,0.022,3.50307584091512,0.8,0.6,0,0
"400","SH3GL2",6456,"ENSG00000107295","Neuronal",0.944,0.254,2.86129710001668,0.934,0.868,0,0
"401","SHROOM4",57477,"ENSG00000158352","Non-neuronal",0.57,0.286,5.01765726453709,0.712,0.424,0,0
"402","SIDT1",54847,"ENSG00000072858","Neuronal",0.819,0.183,2.5169378432794,0.869,0.738,0,0
"403","SLC12A5",57468,"ENSG00000124140","Neuronal",0.922,0.069,2.53458328558708,0.94,0.88,0,0
"404","SLC1A2",6506,"ENSG00000110436","Non-neuronal",0.597,0.758,3.15517627697192,0.508,0.016,0,0
"405","SLC1A3",6507,"ENSG00000079215","Non-neuronal",0.819,0.183,5.19427322716084,0.883,0.766,0,0
"406","SLC22A10",387775,"ENSG00000184999","Neuronal",0.482,0.063,2.8776055779649,0.718,0.436,0,0
"407","SLC22A24",283238,"ENSG00000197658","Neuronal",0.755,0.212,4.10674632924542,0.822,0.644,0,0
"408","SLC22A25",387601,"ENSG00000196600","Neuronal",0.826,0.259,4.54212849357654,0.853,0.706,0,0
"409","SLC22A9",114571,"ENSG00000149742","Neuronal",0.52,0.167,2.96258857444821,0.701,0.402,0,0
"410","SLC26A4",5172,"ENSG00000091137","Neuronal",0.56,0.099,2.74432677373357,0.749,0.498,0,0
"411","SLC2A5",6518,"ENSG00000142583","Non-neuronal",0.582,0.588,3.34610957498147,0.579,0.158,0,0
"412","SLC35D2",11046,"ENSG00000130958, ENSG00000285269","Non-neuronal",0.609,0.47,3.68967810842849,0.667,0.334,0,0
"413","SLC4A10",57282,"ENSG00000144290","Neuronal",0.999,0.473,2.93382533293694,0.979,0.958,0,0
"414","SLC5A11",115584,"ENSG00000158865, ENSG00000288216","Non-neuronal",0.692,0.642,4.60083713574853,0.662,0.324,0,0
"415","SLC6A7",6534,"ENSG00000011083","Neuronal",0.714,0.039,3.21750171432449,0.848,0.696,0,0
"416","SLCO1A2",6579,"ENSG00000084453","Non-neuronal",0.521,0.386,4.95253910758374,0.646,0.292,0,0
"417","SLCO1B1",10599,"ENSG00000134538","Non-neuronal",0.255,0.359,3.12253185695788,0.475,0.05,0,0
"418","SLIT3",6586,"ENSG00000184347","Neuronal",0.9,0.748,2.70459944955273,0.728,0.456,0,0
"419","SMOC1",64093,"ENSG00000198732","Non-neuronal",0.37,0.197,2.62090900365515,0.61,0.22,0,0
"420","SNORD115.",NA,NA,"Neuronal",0.998,0.207,3.51330869609329,0.985,0.97,0,0
"421","SOHLH1",402381,"ENSG00000165643","Neuronal",0.484,0.005,2.83538018248369,0.74,0.48,0,0
"422","SPATA13",221178,"ENSG00000182957","Non-neuronal",0.631,0.439,2.6070389709034,0.679,0.358,0,0
"423","SPATA22",84690,"ENSG00000141255","Non-neuronal",0.569,0.521,2.78589216241864,0.612,0.224,0,0
"424","SPHKAP",80309,"ENSG00000153820","Neuronal",0.449,0.167,2.6597228676354,0.655,0.31,0,0
"425","SPP1",6696,"ENSG00000118785","Non-neuronal",0.502,0.085,4.9995041042757,0.725,0.45,0,0
"426","SRRM3",222183,"ENSG00000177679","Neuronal",0.989,0.554,2.93763078119173,0.966,0.932,0,0
"427","SRRM4",84530,"ENSG00000139767","Neuronal",0.98,0.416,3.79273006655941,0.972,0.944,0,0
"428","ST18",9705,"ENSG00000147488","Non-neuronal",0.626,0.283,5.61980859637562,0.74,0.48,0,0
"429","ST6GALNAC5",81849,"ENSG00000117069","Neuronal",0.933,0.295,3.36356952927048,0.922,0.844,0,0
"430","STAT4",6775,"ENSG00000138378","Neuronal",0.795,0.232,2.74024990335433,0.845,0.69,0,0
"431","STK33",65975,"ENSG00000130413","Non-neuronal",0.503,0.551,2.52715823938965,0.553,0.106,0,0
"432","STON2",85439,"ENSG00000140022","Non-neuronal",0.432,0.314,3.93834694973418,0.61,0.22,0,0
"433","STXBP5L",9515,"ENSG00000145087","Neuronal",1,0.715,3.02643740214982,0.981,0.962,0,0
"434","STYK1",55359,"ENSG00000060140","Neuronal",0.479,0.094,2.68831322216497,0.707,0.414,0,0
"435","SUCLG2",8801,"ENSG00000172340","Non-neuronal",0.519,0.504,2.78970552577918,0.586,0.172,0,0
"436","SV2B",9899,"ENSG00000185518","Neuronal",0.875,0.376,2.53006175322652,0.861,0.722,0,0
"437","SVOP",55530,"ENSG00000166111","Neuronal",0.886,0.255,2.6711978617456,0.904,0.808,0,0
"438","SYCE1",93426,"ENSG00000171772","Neuronal",0.714,0.248,2.57308329889659,0.799,0.598,0,0
"439","SYN2",6854,"ENSG00000157152","Neuronal",0.995,0.389,2.69207359506995,0.964,0.928,0,0
"440","SYNPR",132204,"ENSG00000163630","Neuronal",0.802,0.316,3.37379302046194,0.809,0.618,0,0
"441","SYT1",6857,"ENSG00000067715","Neuronal",0.999,0.501,3.38634725341831,0.986,0.972,0,0
"442","SYT7",9066,"ENSG00000011347","Neuronal",0.822,0.071,2.94618719778154,0.895,0.79,0,0
"443","SYTL5",94122,"ENSG00000147041","Neuronal",0.377,0.184,2.80965141204242,0.6,0.2,1.18168301747483e-208,5.94162038016522e-204
"444","TANC1",85461,"ENSG00000115183","Non-neuronal",0.781,0.613,2.5254793940226,0.729,0.458,0,0
"445","TBXAS1",6916,"ENSG00000059377","Non-neuronal",0.436,0.367,4.18753180500933,0.583,0.166,0,0
"446","TCERG1L",256536,"ENSG00000176769","Neuronal",0.582,0.203,2.77875484670454,0.723,0.446,0,0
"447","TESPA1",9840,"ENSG00000135426","Neuronal",0.587,0.048,2.80630098614003,0.776,0.552,0,0
"448","TF",7018,"ENSG00000091513","Non-neuronal",0.701,0.788,2.95147317281266,0.601,0.202,0,0
"449","TFEC",22797,"ENSG00000105967","Non-neuronal",0.298,0.451,2.74096015133907,0.451,0.098,8.79389302933117e-294,4.421657354078e-289
"450","TLK2P1",646202,NA,"Neuronal",0.453,0.067,2.62507892875422,0.701,0.402,0,0
"451","TMCC3",57458,"ENSG00000057704","Non-neuronal",0.474,0.368,2.93258245958741,0.607,0.214,0,0
"452","TMEM144",55314,"ENSG00000164124","Non-neuronal",0.709,0.332,3.98552917285254,0.775,0.55,0,0
"453","TMEM261P1",100289059,NA,"Neuronal",0.844,0.067,3.56330949614705,0.91,0.82,0,0
"454","TMEM63A",9725,"ENSG00000196187","Non-neuronal",0.565,0.154,4.64243924256822,0.743,0.486,0,0
"455","TNS3",64759,"ENSG00000136205","Non-neuronal",0.669,0.576,3.08720524457947,0.667,0.334,0,0
"456","TRHDE",29953,"ENSG00000072657","Neuronal",0.866,0.39,2.69950662285676,0.832,0.664,0,0
"457","TSC22D4",81628,"ENSG00000166925","Non-neuronal",0.539,0.173,3.46063719423107,0.72,0.44,0,0
"458","TSPAN15",23555,"ENSG00000099282","Non-neuronal",0.365,0.237,3.36908783183518,0.594,0.188,0,0
"459","TTYH2",94015,"ENSG00000141540","Non-neuronal",0.573,0.189,4.39256071297241,0.739,0.478,0,0
"460","UGT8",7368,"ENSG00000174607","Non-neuronal",0.522,0.113,5.31706068350952,0.73,0.46,0,0
"461","UNC13C",440279,"ENSG00000137766","Neuronal",0.891,0.453,2.79503869887464,0.843,0.686,0,0
"462","UNC5D",137970,"ENSG00000156687","Neuronal",0.976,0.535,2.80222387679651,0.928,0.856,0,0
"463","VRK2",7444,"ENSG00000028116","Non-neuronal",0.427,0.333,2.68077576147991,0.592,0.184,0,0
"464","VSTM2A.OT1",NA,NA,"Neuronal",0.367,0.012,2.50213802552367,0.678,0.356,0,0
"465","VWA5B2",90113,"ENSG00000145198","Neuronal",0.668,0.015,2.71862391772944,0.828,0.656,0,0
"466","VWC2L",402117,"ENSG00000174453","Neuronal",0.459,0.058,3.45426582804523,0.709,0.418,0,0
"467","WBSCR17",64409,"ENSG00000185274","Neuronal",0.994,0.827,2.71692616872242,0.954,0.908,0,0
"468","WIPF1",7456,"ENSG00000115935","Non-neuronal",0.512,0.262,3.60337187248418,0.675,0.35,0,0
"469","YAP1",10413,"ENSG00000137693","Non-neuronal",0.396,0.303,3.18289930746149,0.588,0.176,0,0
"470","ZBBX",79740,"ENSG00000169064","Neuronal",0.745,0.174,2.99748211686648,0.824,0.648,0,0
"471","ZBTB20",26137,"ENSG00000181722","Non-neuronal",0.982,0.8,2.78355210335098,0.943,0.886,0,0
"472","ZCCHC24",219654,"ENSG00000165424","Non-neuronal",0.498,0.054,4.52397713829947,0.734,0.468,0,0
"473","ZFHX4",79776,"ENSG00000091656","Non-neuronal",0.606,0.217,2.96523208263108,0.738,0.476,0,0
"474","ZHX2",22882,"ENSG00000178764","Non-neuronal",0.755,0.527,2.8505495884081,0.752,0.504,0,0
"475","ZMAT4",79698,"ENSG00000165061","Neuronal",0.947,0.398,4.04094914119439,0.933,0.866,0,0
"476","ZNF385B",151126,"ENSG00000144331","Neuronal",0.972,0.322,4.05125461573619,0.966,0.932,0,0
"477","ZNF804B",219578,"ENSG00000182348","Neuronal",0.87,0.505,2.71266956781462,0.801,0.602,0,0
