"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC22A14",0.294669320709666,0.151253009986843,0.655166959514096,0.230861779261609,0.817422184405323,0.990512677498131
"XYLB",2.36145847031355,-0.0280338238406927,0.226667626088774,-0.123678111093436,0.901570143394433,0.990512677498131
"ACVR2B",1.6239686737755,-0.182710611232852,0.313842251993808,-0.582173401038611,0.56044988786361,0.990512677498131
"EXOG",1.84114551229832,-0.267245574274922,0.24872957051222,-1.07444230987321,0.282624488053512,0.990512677498131
"SCN5A",0.0534202839559737,0.967204574066731,3.02771181793861,0.319450671737063,0.749384791496209,0.990512677498131
"SCN10A",0.135832266265051,1.3444954229108,2.05648779438532,0.653782349976294,0.513252039296472,0.990512677498131
"SCN11A",0.0516214753632249,0.31305135728759,3.02629981657243,0.103443603166242,0.917610907417418,0.991099943828043
"WDR48",2.92816219681102,-0.418005887048468,0.214147246076308,-1.95195546385648,0.0509434924066869,0.990512677498131
"GORASP1",0.619257104219731,-0.12583244469366,0.413273083815626,-0.304477716119053,0.760763967300348,0.990512677498131
"TTC21A",1.10705174566168,-0.0556571830238087,0.30740427626773,-0.181055331108454,0.856324145667506,0.990512677498131
"CSRNP1",0.276480988419093,0.69126298095411,0.945164326175984,0.731368040254834,0.464554381077923,0.990512677498131
"CX3CR1",0.00462227325093367,0.943308142241248,3.02866595368522,0.311459948593357,0.755450986083136,0.990512677498131
"CCR8",0,NA,NA,NA,NA,NA
"SLC25A38",0.715497852172896,-0.254976388370979,0.39287551200046,-0.649000460916181,0.516338078281117,0.990512677498131
"RPSA",4.99163814972389,0.380846848504782,0.259980917441603,1.46490308693648,0.142947360489643,0.990512677498131
"MOBP",0.275660166608972,0.827032681593773,0.738903042223535,1.1192709115191,0.263024581466062,0.990512677498131
"MYRIP",21.4562414041234,-0.119026335282828,0.114636986940256,-1.03828911121731,0.299135476537204,0.990512677498131
"EIF1B",4.90604367126619,0.236210592453092,0.282329850261522,0.836647602916555,0.402790679582823,0.990512677498131
"ENTPD3",3.52592746578981,-0.107384359944836,0.22380894009591,-0.479803710695464,0.63136697407255,0.990512677498131
"RPL14",10.448600380046,0.069598585538109,0.229661309893282,0.303048805088021,0.761852668197861,0.990512677498131
"ZNF619",0.0938298972329897,1.07048485207267,2.33493280877974,0.458464949418446,0.646618438672978,0.990512677498131
"ZNF620",0.190370875966242,0.281016852505542,0.722003967791257,0.389217878352143,0.697114979134542,0.990512677498131
"ZNF621",1.09174933612682,0.167661879217283,0.457320437525634,0.366617945448556,0.71390402041367,0.990512677498131
"CTNNB1",3.65697034817195,-0.0596369516958016,0.203831082403602,-0.292580262993038,0.769843001765095,0.990512677498131
"ULK4",4.76823390087222,0.159347563557478,0.158827252734539,1.00327595430873,0.315727734583088,0.990512677498131
"TRAK1",4.30547117670098,-0.170230052369243,0.176077508689407,-0.966790441529481,0.333648803745984,0.990512677498131
"CCK",4.07996396812457,0.0792388718053293,0.331806732060405,0.238810319830714,0.811252667666068,0.990512677498131
"LYZL4",0.0462846655471401,0.89977000383799,3.02746117892788,0.297202821327878,0.766311668032258,0.990512677498131
"VIPR1",0.665180299810304,0.71435243751577,0.628573924698799,1.13646527392633,0.255761891022408,0.990512677498131
"SEC22C",0.870686497881028,-0.115320792372315,0.353726222316623,-0.326017086369952,0.744411427730874,0.990512677498131
"SS18L2",0.990772112695751,0.0243208042144509,0.319251093114202,0.0761808016918861,0.939275256328631,0.992747511807316
"NKTR",13.4397562410655,-0.1100650230325,0.140574958418065,-0.78296322667349,0.433648706820772,0.990512677498131
"ZBTB47",0.0760640924219576,0.505363893068074,3.02780136411953,0.166907875482457,0.867442536339135,0.990512677498131
"KLHL40",0,NA,NA,NA,NA,NA
"CCDC13",0.115531369259979,0.850074108892851,1.618431474775,0.525245660469518,0.599412427015402,0.990512677498131
"RP4-613B23.5",0.655545210619274,0.129972662053236,0.544712967992496,0.238607614818208,0.811409859894614,0.990512677498131
"ACKR2",0.0847667165564742,0.885154104626084,3.02796311960007,0.292326580497782,0.770036937649053,0.990512677498131
"RP11-136C24.3",0.258667401074821,0.328362197923023,0.645361691362178,0.508803361460675,0.610890062985908,0.990512677498131
"CYP8B1",0,NA,NA,NA,NA,NA
"FAM198A",0.0295276363374898,0.809514447168139,3.02734028574197,0.26740120725138,0.789160270020496,0.990512677498131
"POMGNT2",1.02086008279492,0.472423695841967,0.380445148758351,1.24176559323678,0.214323060812155,0.990512677498131
"SNRK",2.77853354125126,-0.501058654371288,0.242709074880588,-2.064441367171,0.0389758877067899,0.990512677498131
"ANO10",5.37590562373857,0.105482591574052,0.150945838320497,0.698810863205684,0.484670238718535,0.990512677498131
"ABHD5",1.17530073523255,-0.22758595416326,0.313213213797617,-0.726616707525996,0.467460790428606,0.990512677498131
"TOPAZ1",0.0906621869305158,0.51785250430513,3.02701711904406,0.171076833707723,0.864163351343995,0.990512677498131
"TCAIM",4.43483229293907,-0.120790965239226,0.164012816242033,-0.736472722113225,0.461443062197684,0.990512677498131
"LINC00694",0,NA,NA,NA,NA,NA
"ZNF445",1.59147406630885,0.241398154136907,0.286085834564718,0.843796249136894,0.398783271865431,0.990512677498131
"ZNF852",0.256345239171576,0.446299821531987,0.847406008918832,0.526665868349696,0.598425641814112,0.990512677498131
"ZKSCAN7",0.458487428905743,0.156499745362027,0.495142877207328,0.316069871073793,0.751949474762896,0.990512677498131
"ZNF197",2.56621175644761,0.379522764782003,0.222106413548506,1.70874293415718,0.0874985774427613,0.990512677498131
"ZNF35",0.228499346959189,-0.128259872754493,0.867359470167856,-0.147873952110849,0.88244224538329,0.990512677498131
"ZNF502",0.331676216351658,0.366586118784797,0.716766602183923,0.511444196294641,0.609040054197337,0.990512677498131
"ZNF501",0.164925964125946,0.852857669446453,1.18546542286316,0.719428549325897,0.471876911551972,0.990512677498131
"KIAA1143",1.0439789089565,0.890972224386524,0.370445986360121,2.40513396606323,0.0161665381714383,0.990512677498131
"KIF15",0.265774520243782,0.36593506069325,0.795281469177404,0.460132764154248,0.645420927878923,0.990512677498131
"TGM4",0.00657130361422105,0.977412689358147,3.02858303406152,0.322729368277341,0.746900208611295,0.990512677498131
"ZDHHC3",1.35366240456953,0.0740122089028851,0.374335661934151,0.197716158061116,0.843267146969999,0.990512677498131
"EXOSC7",1.03114966095482,0.325621758099888,0.34175149895522,0.952802720969349,0.340690035417394,0.990512677498131
"CLEC3B",0,NA,NA,NA,NA,NA
"CDCP1",0.148454910782628,0.384672353052376,0.949587183679184,0.405094297462988,0.685408198024534,0.990512677498131
"TMEM158",0.468608794698333,0.822252034766707,0.963590527934847,0.853321001949807,0.393481316507802,0.990512677498131
"LARS2",1.56898238978768,0.0390468213533202,0.279668205957406,0.139618378212313,0.888961519138825,0.990512677498131
"LIMD1",0.437266033128686,0.169307524210745,0.557664847710997,0.30360085435847,0.761432000603379,0.990512677498131
"SACM1L",1.76362629716203,-0.0447789438080033,0.246124465377219,-0.18193617501362,0.855632814689635,0.990512677498131
"SLC6A20",0.00506914146202306,0.968466965327953,3.02863079105057,0.319770560409581,0.749142266154344,0.990512677498131
"LZTFL1",1.0474417946761,0.191786884441082,0.377319775762801,0.508287391121655,0.611251811305603,0.990512677498131
"CCR9",0.0219186714766534,0.79505133245251,3.02903996083038,0.262476343241954,0.792954221536569,0.990512677498131
"FYCO1",0.0399586091833707,1.29179145623555,3.02813200017568,0.426596811552667,0.669673020476925,0.990512677498131
"CXCR6",0,NA,NA,NA,NA,NA
"XCR1",0,NA,NA,NA,NA,NA
"CCR3",0.0332490011066704,1.11275264316749,3.02813698318574,0.367471038908161,0.713267690666889,0.990512677498131
"CCR1",0,NA,NA,NA,NA,NA
"CCR2",0,NA,NA,NA,NA,NA
"CCR5",0,NA,NA,NA,NA,NA
"CCRL2",0,NA,NA,NA,NA,NA
"LTF",0.00848787339077217,0.707037947328023,3.02931006224268,0.23339900267739,0.815451587540176,0.990512677498131
"LRRC2",1.3376568661376,0.0503315616558931,0.295152126664806,0.170527524990707,0.864595289556953,0.990512677498131
"TDGF1",0.0349365785564252,0.884782952731448,3.02792403801849,0.292207777217047,0.770127765649866,0.990512677498131
"ALS2CL",0.0868374768628175,0.529344496417993,1.5632236505548,0.338623648785075,0.734893264917464,0.990512677498131
"TMIE",0.134060406876552,0.296948163449385,1.22598386335745,0.242212130456734,0.808615796116679,0.990512677498131
"PRSS50",0,NA,NA,NA,NA,NA
"PRSS42",0,NA,NA,NA,NA,NA
"MYL3",0.00712865401709812,0.754206804663829,3.0284231899373,0.249042738534651,0.803327722085113,0.990512677498131
"PTH1R",0.194625048680296,0.0235173616483513,1.02856022776101,0.0228643505879517,0.981758477066353,0.998285170968317
"CCDC12",2.05872323162027,0.0747668782492221,0.272174654984278,0.274701838984753,0.783545318193275,0.990512677498131
"NBEAL2",0.0796509864206387,0.689188956559642,1.84100944336307,0.374353841064859,0.708141079830315,0.990512677498131
"SETD2",6.86510671835987,-0.0191503245312245,0.134647771995959,-0.142225335386903,0.88690202046148,0.990512677498131
"KIF9",1.12478811912749,0.226605035607693,0.373208822735528,0.607180274964386,0.543731281058019,0.990512677498131
"KLHL18",1.677618211991,0.0817054838528829,0.306774019344677,0.266337690614805,0.789979148118217,0.990512677498131
"PTPN23",0.93546743686685,-0.0143384207103751,0.375295423646044,-0.0382056902561599,0.969523684041669,0.996758167260045
"SCAP",2.41656577539064,0.284427388070007,0.204636336658621,1.38991633995333,0.164554283176169,0.990512677498131
"ELP6",1.10489363043764,0.102250783528588,0.308223261157207,0.331742591862447,0.740083636532174,0.990512677498131
"CSPG5",3.09495713532098,0.589469267250806,0.221964391697189,2.65569293679762,0.00791456447049108,0.990512677498131
"SMARCC1",4.0638543128221,0.0514235165334595,0.173211416290029,0.296882951683478,0.766555872280186,0.990512677498131
"DHX30",4.95236495089248,0.243712475526438,0.168793483845186,1.44385002296633,0.148781167360469,0.990512677498131
"MAP4",10.0412261738467,0.0301023945622782,0.1555519716269,0.193519852223284,0.846551860082605,0.990512677498131
"CDC25A",0.0850391671808325,0.556004184937684,1.37365949565395,0.404761286692079,0.68565298790691,0.990512677498131
"ZNF589",1.38022970255311,-0.415840085757974,0.279657989520099,-1.48695943381259,0.137025525353089,0.990512677498131
"NME6",0.134229007052826,0.230332001689057,1.10074130336589,0.209251711537252,0.834251745859513,0.990512677498131
"SPINK8",0.0941872368623567,0.845659432963627,2.0050940355769,0.421755497726726,0.673203491431443,0.990512677498131
"FBXW12",0.0603424093073099,0.807224451936431,2.9105628293652,0.27734307735679,0.781516685395309,0.990512677498131
"PLXNB1",0.25415905317359,0.634483067225438,1.14924764747958,0.552085591488419,0.580889713164199,0.990512677498131
"CCDC51",0.194190768502361,0.156763046489836,1.01673914285447,0.154182169135071,0.877466101041198,0.990512677498131
"TMA7",6.82171567929174,0.039623860396905,0.191493867774624,0.20691973511935,0.83607254365188,0.990512677498131
"SHISA5",1.60054657769139,-0.373118653974692,0.240410201095433,-1.55200841010311,0.120660211297066,0.990512677498131
"PFKFB4",0.596472205262192,-0.753729394398273,0.459419378897859,-1.6406129758968,0.100877779705587,0.990512677498131
"UCN2",0,NA,NA,NA,NA,NA
"COL7A1",1.27884306959927,0.0823680417836349,0.316741519598463,0.260048136057609,0.794826643275087,0.990512677498131
"UQCRC1",2.23111317942212,0.19088606930682,0.300427041600084,0.635382448564401,0.525179012295479,0.990512677498131
"TMEM89",0,NA,NA,NA,NA,NA
"SLC26A6",0.09216483677209,1.10996589508089,2.85442213722998,0.388858354412159,0.69738093066668,0.990512677498131
"CELSR3",0.974533113640964,0.983292118362529,0.415340473112826,2.36743631313633,0.0179118025131463,0.990512677498131
"NCKIPSD",1.53550515772717,-0.196311546182856,0.287168709312575,-0.683610504266939,0.494221149857005,0.990512677498131
"IP6K2",3.92594638651728,-0.150766240242352,0.184941560686649,-0.815210165214292,0.414952020207755,0.990512677498131
"PRKAR2A",6.23530165511308,-0.0048248032904278,0.17186742093389,-0.0280728206905699,0.97760407147417,0.997737764206358
"SLC25A20",0.218655262130982,1.00327696490972,0.835069163292967,1.20142978451443,0.229584528297054,0.990512677498131
"ARIH2OS",0.111143327732467,0.579191646472692,1.29133850371211,0.448520387805161,0.65377767562367,0.990512677498131
"ARIH2",4.42921308100446,0.0518503031479988,0.16332716870838,0.317462817472685,0.750892448734523,0.990512677498131
"P4HTM",4.57925184825682,0.217260175522062,0.231820118677126,0.937192926834179,0.348659327483419,0.990512677498131
"WDR6",3.05639076137294,0.410545008848179,0.250860585081101,1.63654648543315,0.101725265141153,0.990512677498131
"DALRD3",1.00907373459462,0.462296885708428,0.483889639998422,0.955376696450735,0.339387234341706,0.990512677498131
"NDUFAF3",1.37046511081802,-0.174418653822936,0.381249758862135,-0.457491840371257,0.647317565845169,0.990512677498131
"IMPDH2",0.610776590679526,0.512479610531198,0.557876216785055,0.918626023322037,0.358291215560907,0.990512677498131
"QRICH1",3.83921869750452,-0.142244560221575,0.206176728814503,-0.689915690482959,0.490247208053036,0.990512677498131
"QARS",0.985045831586556,0.142152289050473,0.41499653993292,0.342538492184658,0.731945681427856,0.990512677498131
"USP19",0.584789709161643,-0.0688936505593727,0.446261264149168,-0.154379633846831,0.877310410980397,0.990512677498131
"LAMB2",0.0528923361679253,0.696842657178581,3.02798289388294,0.230134278032523,0.817987429619497,0.990512677498131
"CCDC71",0.0774913375665802,0.517184570653946,1.84760445638469,0.279921694747342,0.779537582322211,0.990512677498131
"KLHDC8B",0.447637410167829,-0.355074851630417,0.459653269345073,-0.772484120772898,0.439827748204012,0.990512677498131
"C3orf84",0.0683410406456924,0.711575837095475,3.02767419994686,0.2350239127803,0.814190173264039,0.990512677498131
"CCDC36",0.16649833550617,-0.519842393470488,0.895953445558824,-0.580211389383353,0.561772074015912,0.990512677498131
"C3orf62",0.708678648005059,0.516392077598411,0.394045317847856,1.31048905851431,0.190030443256231,0.990512677498131
"USP4",2.08564685757032,0.142735403235905,0.212689590055468,0.671097269963617,0.5021585660104,0.990512677498131
"GPX1",3.66984928400483,0.0499664955055673,0.268638662887859,0.185998898924036,0.85244562479399,0.990512677498131
"RHOA",3.25244224623713,0.157361449049227,0.220855086520076,0.712509960846761,0.476149045516859,0.990512677498131
"TCTA",0.91697562176172,0.0387571331880237,0.36377537615751,0.10654138715327,0.915152820054294,0.990603877626155
"AMT",0.561888031409922,-0.177106759553265,0.436925130035379,-0.405348073110202,0.685221674542792,0.990512677498131
"NICN1",0.663770949911527,0.0559923399480162,0.492469492721685,0.113697073170093,0.909477932748946,0.990512677498131
"DAG1",1.83437697326753,-0.0409607217097576,0.325999514128337,-0.125646572876892,0.900011695236134,0.990512677498131
"BSN",5.14289906556223,-0.0210552179676511,0.185322657377931,-0.113613835812385,0.909543918981584,0.990512677498131
"APEH",0.526882668986194,0.0505635648215302,0.491067632048517,0.102966600772691,0.917989478743895,0.991099943828043
"MST1",0.130578262696332,0.834769333948111,2.09320407330909,0.398799784785649,0.69004073565146,0.990512677498131
"RNF123",0.720344909771226,-0.258894366840025,0.396916989175508,-0.652263253779616,0.514231360842421,0.990512677498131
"AMIGO3",0,NA,NA,NA,NA,NA
"GMPPB",0.138839840266117,0.886383631009168,1.21433500072549,0.729933363099646,0.465430917719022,0.990512677498131
"IP6K1",4.80930500694325,-0.181211204019546,0.176257595567807,-1.02810436869844,0.303900735851549,0.990512677498131
"CDHR4",0,NA,NA,NA,NA,NA
"FAM212A",0.148564823060198,0.493702068188051,1.05886406489976,0.466256325579234,0.64103203639251,0.990512677498131
"UBA7",0,NA,NA,NA,NA,NA
"TRAIP",0.0256404674745412,0.918763688871073,3.02728857537671,0.303493924016393,0.76151347719438,0.990512677498131
"CAMKV",2.37744449244026,0.0421886234329921,0.268731452142085,0.156991759232879,0.875251342748215,0.990512677498131
"MST1R",0.100763080218537,0.0823953860505943,2.30451337397815,0.0357539196695395,0.971478576329545,0.997251431156944
"MON1A",0.628832718945502,-0.00546255294281623,0.444317961050739,-0.0122942429108609,0.990190860501257,0.999090836410263
"RBM6",12.2883081138457,-0.137941295704545,0.108193341844103,-1.27495179789627,0.202326303577824,0.990512677498131
"RBM5",4.28672243149445,-0.288069263493723,0.182129011695456,-1.58167697069269,0.113723332599664,0.990512677498131
"SEMA3F",0.1354857081168,-0.262676023620572,1.73795928597565,-0.151140493186589,0.879864890438218,0.990512677498131
"GNAT1",0,NA,NA,NA,NA,NA
"SLC38A3",0.0193573963010837,0.79992225650917,3.02802849245951,0.264172631962071,0.791646898710774,0.990512677498131
"GNAI2",2.45088061820869,-0.1144169387842,0.242605716875971,-0.471616828562597,0.637200312641227,0.990512677498131
"SEMA3B",0.149681389877288,0.654988258752188,1.33461041328931,0.490771128585676,0.623588332301611,0.990512677498131
"LSMEM2",0,NA,NA,NA,NA,NA
"IFRD2",0.622584430937129,-0.233294660159973,0.593885895862573,-0.392827413119705,0.694446956201676,0.990512677498131
"HYAL3",0.0281574654186715,0.626645927811762,3.02802523253405,0.20694871399316,0.836049911651837,0.990512677498131
"HYAL1",0.323384692750067,0.257886841565951,0.58561739641305,0.440367453469667,0.659670993402282,0.990512677498131
"HYAL2",0.0702040056831685,0.610461663283337,2.71579367010995,0.224782048062812,0.822148832292182,0.990512677498131
"TUSC2",1.46520294854996,0.236801820790639,0.288648771159625,0.820380491624149,0.411999233117345,0.990512677498131
"RASSF1",0.453854936190397,0.919748240782363,0.595147917600947,1.54541117188125,0.122246839734723,0.990512677498131
"ZMYND10",0.0279040334429281,1.12949049937006,3.02754861807118,0.373070969902259,0.709095624124818,0.990512677498131
"NPRL2",0.928169428848065,0.336611384747096,0.341341648392872,0.986142143309943,0.324063365723086,0.990512677498131
"CYB561D2",0,NA,NA,NA,NA,NA
"XXcos-LUCA11.5",0.0104504376949386,1.03590981590642,3.02837552000617,0.342067821200822,0.732299853266575,0.990512677498131
"TMEM115",0.307243390818675,-0.0469767076476901,0.521928734727886,-0.0900059807440606,0.928282462174874,0.992485032197959
"CACNA2D2",4.64866128817626,-0.231279291246837,0.186273565362904,-1.24161091132953,0.214380153987412,0.990512677498131
"C3orf18",0.616904329635819,0.104868360683136,0.433671575380568,0.24181515837442,0.808923392750966,0.990512677498131
"HEMK1",0.435649338268921,0.267263494716793,0.496428167975425,0.538372944884996,0.590319600799731,0.990512677498131
"CISH",0,NA,NA,NA,NA,NA
"MAPKAPK3",0.00863379983216948,0.629887643602764,3.0283707569451,0.207995550795164,0.835232441339025,0.990512677498131
"DOCK3",43.6763479879092,-0.0128952889125118,0.0745182692269828,-0.173048690559797,0.862613155372122,0.990512677498131
"MANF",0.505875185086035,-0.221478389844974,0.503855075935218,-0.439567646379035,0.660250277753946,0.990512677498131
"RBM15B",0.532869576927513,-0.145359986727128,0.44763880918831,-0.324726059813056,0.745388409719419,0.990512677498131
"VPRBP",1.74350137264972,0.203102930916034,0.293348469321059,0.692360629616051,0.48871088371917,0.990512677498131
"RAD54L2",1.91380015551316,0.0071944657454382,0.251309132806843,0.0286279518180817,0.977161318889702,0.997737764206358
"TEX264",0.970209674522208,0.245262238822065,0.529262314696128,0.463403934139692,0.643074859241395,0.990512677498131
"GRM2",0.0637004859279411,0.980312166336362,3.02748456896014,0.323804182649582,0.746086289370044,0.990512677498131
"IQCF3",0.0418923354800395,0.5249339296645,3.0292804773193,0.173286671074126,0.862426100142283,0.990512677498131
"IQCF2",0,NA,NA,NA,NA,NA
"IQCF1",0,NA,NA,NA,NA,NA
"RRP9",0.0792680727572147,0.546372831820804,1.85950090218083,0.293827677727941,0.768889584377094,0.990512677498131
"PARP3",0.175587083367187,0.16039346911794,1.05660896365514,0.151800216196433,0.879344511610938,0.990512677498131
"GPR62",0.0197971848562345,1.1575438643405,3.02789533146974,0.382293222724654,0.702243881109393,0.990512677498131
"PCBP4",1.4344381524799,-0.0200992708923327,0.271301256075722,-0.0740846953053651,0.940942993169906,0.992846861981485
"ABHD14B",0.164842756215275,1.00042582136784,1.33732523436065,0.748079671020433,0.454412103187832,0.990512677498131
"ABHD14A",0.0392043173133696,1.0027334508053,3.02735659996871,0.331224095243904,0.740475221114886,0.990512677498131
"ABHD14A-ACY1",0.35036234372311,0.525440253838484,0.639801091795596,0.821255638004369,0.411500670769129,0.990512677498131
"ACY1",0,NA,NA,NA,NA,NA
"RPL29",6.02578983238403,0.441852905043797,0.253246230047526,1.74475610144671,0.0810273331614859,0.990512677498131
"DUSP7",0.336937361959674,0.254918318913404,0.762975417885122,0.334110789073661,0.738295958937565,0.990512677498131
"POC1A",0.10808814443125,0.495784722621928,1.68150094477006,0.294846532298396,0.768111118041809,0.990512677498131
"ALAS1",0.513237895622495,-0.12842152191048,0.46807898250375,-0.274358658924514,0.783809009857072,0.990512677498131
"TLR9",0,NA,NA,NA,NA,NA
"RP11-330H6.5",0,NA,NA,NA,NA,NA
"TWF2",0,NA,NA,NA,NA,NA
"PPM1M",0.0625404848724121,0.725443046438812,2.3729484359158,0.305713784361622,0.759822577089752,0.990512677498131
"WDR82",4.83706822002436,0.563387972817095,0.190611084972403,2.95569364656134,0.00311966790640071,0.990512677498131
"GLYCTK",0.048804706833547,0.821696125206355,3.02734173695037,0.271424965069884,0.786064203123867,0.990512677498131
"DNAH1",0.680891136536977,0.276664641551897,0.387644104911592,0.713707852245024,0.475407849897863,0.990512677498131
"BAP1",1.08268113111459,0.0151486496320131,0.343811332622873,0.0440609374811671,0.964855829901081,0.995411151822763
"PHF7",0.718697529282111,0.223828623515797,0.418536912811577,0.534788250843155,0.592796288402896,0.990512677498131
"SEMA3G",0,NA,NA,NA,NA,NA
"TNNC1",0,NA,NA,NA,NA,NA
"NISCH",4.43468478734754,0.241493365911263,0.245821696409759,0.982392398385856,0.325906569823733,0.990512677498131
"STAB1",0.0226851635089644,0.614602738431896,3.02874189157887,0.202923444926337,0.839194869099158,0.990512677498131
"NT5DC2",0.357706113892177,0.218274126354418,0.58641780294714,0.372216063798617,0.709731986815019,0.990512677498131
"SMIM4",1.84523060647036,0.499900456644566,0.294264547538662,1.69881306064872,0.0893544119657218,0.990512677498131
"PBRM1",5.9724148781703,-0.161327919813256,0.150226017931463,-1.07390132571348,0.282866909106083,0.990512677498131
"GNL3",1.4212312619515,0.225143093797076,0.328842545947889,0.684653176942481,0.493562802288445,0.990512677498131
"GLT8D1",0.909152578345956,0.215328845524872,0.352072855692047,0.611603087382622,0.540800394924666,0.990512677498131
"SPCS1",3.75414771542024,-0.153599891109708,0.337070449271033,-0.45569076566009,0.648612363303218,0.990512677498131
"NEK4",2.85327563508197,0.0131338694920925,0.204834602239509,0.064119388758035,0.948875163615694,0.994603287528664
"ITIH1",0,NA,NA,NA,NA,NA
"ITIH3",0,NA,NA,NA,NA,NA
"ITIH4",0.172405180430153,-0.340267830105068,0.945782826345729,-0.35977374575491,0.719016338176968,0.990512677498131
"RP5-966M1.6",0,NA,NA,NA,NA,NA
"TMEM110-MUSTN1",0,NA,NA,NA,NA,NA
"TMEM110",0,NA,NA,NA,NA,NA
"SFMBT1",1.3228127336604,-0.238092171946515,0.312090158175126,-0.762895482954999,0.445525730306834,0.990512677498131
"RP11-894J14.5",0.41756650102489,-0.170975228958378,0.587521143215727,-0.291011193269684,0.771042758830589,0.990512677498131
"RFT1",0.262963974082331,0.252905439061819,0.76335212881775,0.331309011286192,0.74041108530189,0.990512677498131
"PRKCD",0.0716820697849799,0.547937436681684,3.02675916816729,0.181031065320424,0.856343192251848,0.990512677498131
"TKT",1.50048484842268,0.384812406159774,0.316126943351556,1.21727177721715,0.223500828630359,0.990512677498131
"DCP1A",3.59348490570699,0.064302097188899,0.18783945383564,0.342324766580527,0.732106499204815,0.990512677498131
"CACNA1D",13.8732782604852,-0.188199263088194,0.11764979493438,-1.59965653313006,0.109674799601689,0.990512677498131
"CHDH",0.3863024356005,0.147469287184713,0.580088519775038,0.25421859277943,0.799326687384433,0.990512677498131
"IL17RB",0.0802989419995742,0.419003144870625,2.15990582311595,0.193991395544347,0.8461826192867,0.990512677498131
"ACTR8",0.298668247965246,0.490762883728757,0.838529022820359,0.58526642533862,0.558368586682107,0.990512677498131
"SELK",2.58207473038991,0.365819884115461,0.273184170164998,1.3390961998073,0.180539357471583,0.990512677498131
"CACNA2D3",40.8851673358916,0.059568890206484,0.088819594175005,0.670672848258155,0.502428963432716,0.990512677498131
"LRTM1",3.11119621491365,0.224574813627163,0.257803294189424,0.871109170009886,0.38369454764158,0.990512677498131
"WNT5A",0.171069472513183,0.810407575945184,1.36342151023308,0.594392541017374,0.55224959617592,0.990512677498131
"ERC2",18.3223441877416,-0.117570699644871,0.112341142381149,-1.04655068617675,0.295306856197958,0.990512677498131
"CCDC66",5.8703346330628,-0.0634810277586281,0.141301769533625,-0.449258547632851,0.653245156866365,0.990512677498131
"FAM208A",2.0716620531983,-0.314721043497285,0.23489448270532,-1.339840084248,0.180297340727295,0.990512677498131
"ARHGEF3",4.48541226442153,-0.0577963035885378,0.179731991714784,-0.321569371357407,0.74777895041665,0.990512677498131
"SPATA12",0.0177090456142854,1.0083187428218,3.02876576479768,0.332914071646328,0.739199147124852,0.990512677498131
"IL17RD",0.365756699187244,0.471493457623328,1.45830044397675,0.323317091187037,0.746455111615805,0.990512677498131
"HESX1",0.179756870295907,0.672425885122421,1.12694367627532,0.596681004808391,0.550720377032373,0.990512677498131
"APPL1",3.72784765888283,0.164020120003206,0.188912152542322,0.86823487952402,0.385265763425611,0.990512677498131
"ASB14",0.313528701205126,0.235718382623247,0.657390861384327,0.358566564382829,0.719919363386874,0.990512677498131
"DNAH12",0.390052092118572,0.66609519549654,0.649889228475009,1.02493650657906,0.305393147720802,0.990512677498131
"PDE12",0.778617239805097,0.0142758470457597,0.397693827033881,0.0358965769024711,0.971364825346185,0.997251431156944
"ARF4",1.97341376627716,-0.283999468120358,0.310724707186114,-0.913990621126412,0.360721773904369,0.990512677498131
"DENND6A",3.19524821762563,-0.283846843103669,0.194605860962141,-1.4585729417414,0.144682685475141,0.990512677498131
"SLMAP",5.89569857500175,0.117436033597613,0.15197559042058,0.772729576326161,0.439682439007738,0.990512677498131
"FLNB",2.30155542207377,0.28062152106888,0.271358882722721,1.0341342735982,0.301073395526397,0.990512677498131
"DNASE1L3",0.0117509272680318,0.821145226275499,3.02809072712578,0.271175899361152,0.786255748251605,0.990512677498131
"ABHD6",1.54446549962564,0.00645705531780913,0.264894832644388,0.0243759202599376,0.980552755466719,0.998216602623193
"RPP14",0.87073851349852,0.296485455455871,0.39401121462151,0.75247973776756,0.451762610487159,0.990512677498131
"PXK",2.43285864907194,-0.281239480562572,0.215805449949337,-1.30320842512826,0.19250361455998,0.990512677498131
"PDHB",1.46921387961366,-0.472904933956749,0.410974582512411,-1.15069143951857,0.249859199542127,0.990512677498131
"KCTD6",0.739014179853815,0.0495806082761648,0.400007651123869,0.123949149814665,0.901355537042171,0.990512677498131
"ACOX2",0.237067204380245,0.853206673534906,3.02814393033004,0.281758956365695,0.778128344388479,0.990512677498131
"FAM107A",0.991139405992211,0.737710959558524,0.471039994199131,1.56613232133885,0.117317642775986,0.990512677498131
"FAM3D",0.0244397107884221,1.16562756340568,3.02793982920802,0.384957307328843,0.700269046340224,0.990512677498131
"C3orf67",1.05703882945712,0.348937007368512,0.353766441112206,0.986348524951911,0.323962115409467,0.990512677498131
"FHIT",18.5975700880127,-0.0766052057483285,0.0920312073266473,-0.832382927200258,0.405192835655896,0.990512677498131
"PTPRG",33.4949227874698,-0.0987590867742504,0.0980806931713494,-1.00691668850378,0.313974811533446,0.990512677498131
"C3orf14",3.58592071139929,-0.164767187338883,0.207325581069904,-0.794726760145093,0.426772462493414,0.990512677498131
"FEZF2",0.0653226478270835,0.896414537474311,3.02642174832145,0.296196172252427,0.767080271861319,0.990512677498131
