"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"MECR",0.606634726432522,-0.438722329864647,0.625,0.833,1
"KCNK7",0.606716731499996,0.189241999638528,0.167,0,1
"PIGV",0.606761043277157,-0.0896121586896871,0.25,0.375,1
"RC3H1",0.606772010828604,-0.30441250071099,0.833,0.917,1
"PSMC4",0.606782191798122,-0.638087403376918,0.583,0.583,1
"BAZ2A",0.60678958558752,-0.300657231314915,0.792,0.917,1
"RAMP1",0.606941368307398,-0.381367556529104,0.458,0.833,1
"RP11-977G19.10",0.60694676497586,-0.200670695462151,0.542,0.708,1
"POMK",0.606947290081996,-0.202940843996691,0.542,0.5,1
"HDAC8",0.607010094282444,-0.446980503788757,0.958,1,1
"MTMR1",0.607069848597045,-0.29161135059167,0.792,0.958,1
"ATF2",0.607148059251694,-0.467190687869121,0.875,1,1
"CLCN7",0.60728063195489,-0.252702353555754,0.75,0.792,1
"MRPL2",0.607316558209464,-0.456017387270996,0.333,0.583,1
"FAM214A",0.607384332285068,-0.467475182892377,0.75,0.833,1
"IFT27",0.607420854837879,-0.227389842195661,0.417,0.625,1
"CSPP1",0.607467979125376,-0.329092129323591,0.917,0.958,1
"CD46",0.607655178057865,-0.31164635289051,0.833,0.833,1
"UBE2J2",0.607666229677224,-0.276632236265196,0.75,0.792,1
"LAMP1",0.607672301205474,-0.409675640644508,0.708,0.875,1
"ZNF200",0.607810079260353,-0.162518929497775,0.333,0.5,1
"GABPB2",0.607889636329618,-0.421516817118672,0.75,0.875,1
"GABRA1",0.607967146700566,-0.457424847038876,0.792,0.917,1
"RP11-212D19.4",0.607979787508809,0.113328685307003,0.167,0.042,1
"SEH1L",0.607995888459477,-0.11980119981262,0.417,0.625,1
"FAM129C",0.608041919161099,-0.154150679827258,0.208,0.333,1
"CSRP2BP",0.60807600958201,-0.168622712435793,0.417,0.542,1
"NIPA1",0.608100593823557,-0.284179441900579,0.75,0.917,1
"CSGALNACT2",0.608223682003096,-0.42183208557237,0.75,0.833,1
"CTSS",0.608229796113085,-0.200670695462151,0.417,0.625,1
"HAVCR1",0.60827327763455,0.189241999638528,0.167,0,1
"EIF3E",0.608312396432743,-0.454597796685809,0.708,0.875,1
"ZNF354C",0.608319259925221,-0.0339015516756814,0.167,0.167,1
"DCTN1",0.608334110531977,-0.167054084663166,0.292,0.375,1
"CCDC134",0.608346090687315,-0.20359895524124,0.25,0.292,1
"RFX4",0.608440096199945,-0.455062049247537,0.542,0.625,1
"ATRX",0.608570961189633,-0.450367654728876,0.875,1,1
"ZBTB10",0.608656697649479,-0.435318071257846,0.292,0.5,1
"TPM1",0.608677209186465,-0.318453731118534,0.792,1,1
"NPAS2",0.608698562357103,-0.317535035601462,0.792,0.792,1
"WDR47",0.608702822233201,-0.398030129620646,0.833,1,1
"FBXL22",0.608752871868827,-0.141078598259906,0.292,0.333,1
"UBL5",0.60884369227086,-0.46505720531041,0.667,0.792,1
"JADE3",0.608984603832902,-0.161268147596122,0.417,0.417,1
"COX17",0.609030394587666,-0.212174519943636,0.583,0.708,1
"PUS7",0.609034781045963,-0.261364764134407,0.708,0.792,1
"CIB1",0.609096765137085,-0.159064694629687,0.167,0.25,1
"EXTL3",0.609103102285524,-0.299744944901056,0.792,0.917,1
"TFEB",0.609142511952522,-0.137201121513485,0.333,0.417,1
"FLRT3",0.609169554607915,-0.451985123743057,0.792,0.917,1
"C20orf96",0.609180575784507,-0.121360857004267,0.208,0.292,1
"TIMM23",0.609245192277425,-0.388370674748864,0.625,0.75,1
"KCNJ3",0.609271682639154,-0.360408613490781,0.917,1,1
"ZBTB22",0.609405597378135,-0.176930708159078,0.25,0.333,1
"ZBTB37",0.609431388278077,-0.374693449441411,0.292,0.458,1
"PARP4",0.609445979606903,-0.164303051291276,0.167,0.25,1
"TOR1B",0.609511056461406,-0.382992252256106,0.542,0.833,1
"DNAH3",0.609578907618612,-0.234839591077401,0.375,0.292,1
"MOCOS",0.609584243351688,-0.0984400728132525,0.167,0.292,1
"GSE1",0.609590239272271,-0.202940843996691,0.375,0.5,1
"ADAMTS16",0.609604154389131,-0.0984400728132525,0.167,0.167,1
"ZNF281",0.609629658938631,-0.270290329739912,0.75,0.833,1
"ACTA2",0.609633033353222,-0.0984400728132525,0.125,0.292,1
"ZNF696",0.609637987522523,-0.101782694309942,0.167,0.25,1
"BCDIN3D",0.609662574441895,-0.176930708159078,0.167,0.375,1
"BRAP",0.609712776261127,-0.287682072451781,0.792,0.75,1
"SMG9",0.60981775372648,-0.442736502905396,0.667,0.708,1
"NDUFA13",0.60991084027983,0.113328685307003,0.167,0.042,1
"ZNF830",0.609966575325744,-0.390197635977376,0.458,0.625,1
"PPP1R9B",0.610025097239634,-0.220240791656249,0.625,0.792,1
"FIZ1",0.610228429846659,-0.182321556793955,0.25,0.375,1
"FMNL1",0.610235680980704,-0.3983476403393,0.5,0.625,1
"PNPLA6",0.610274245408663,-0.336472236621213,0.792,0.792,1
"PFAS",0.610281964236288,-0.173271721274037,0.292,0.458,1
"INA",0.610285640434925,-0.516130675995684,0.875,0.958,1
"ZFYVE21",0.610478490556734,-0.405465108108164,0.542,0.792,1
"EAF2",0.610576052451751,-0.150822889734584,0.458,0.583,1
"POMGNT1",0.61067779439633,-0.315081046639895,0.708,0.75,1
"FAM24B",0.610686723126416,-0.0666913744986724,0.208,0.167,1
"SLC31A1",0.610767868670986,-0.128617377822094,0.458,0.583,1
"TRPC3",0.610780706660604,-0.138150338480817,0.125,0.25,1
"KIAA1217",0.610910514377468,-0.428315200765971,1,1,1
"LSM11",0.610918017982396,-0.26358452087272,0.625,0.583,1
"PGAM5",0.610948142179216,-0.405465108108164,0.333,0.583,1
"SDS",0.611015961442713,0.0714589639821449,0.167,0.125,1
"QRICH2",0.611023515111888,-0.22314355131421,0.542,0.708,1
"TRAPPC2L",0.611071021575099,-0.28312625591592,0.625,0.583,1
"VWCE",0.611137809117152,-0.177681177237452,0.292,0.417,1
"CCAR1",0.6112241051386,-0.342785831778066,0.917,0.917,1
"LARGE",0.611301192685044,-0.423112624921743,1,1,1
"TPM4",0.611350872849723,-0.239229689065834,0.667,0.833,1
"TNNT2",0.611353567400801,0.189241999638528,0.208,0,1
"KCNJ12",0.611504263169918,-0.219053566062685,0.458,0.625,1
"IGFL4",0.611513465803592,-0.416893803931787,0.667,0.833,1
"CCDC79",0.611615394805424,0.0714589639821449,0.208,0.125,1
"URM1",0.611652954939611,-0.265703165733006,0.625,0.792,1
"SMIM3",0.611725389259828,-0.133531392624522,0.167,0.167,1
"PMFBP1",0.61176509826008,-0.0339015516756814,0.167,0.167,1
"ABLIM2",0.611907000945031,-0.419609615494329,0.875,0.958,1
"SEC14L5",0.611987753554629,-0.361790044605503,0.375,0.667,1
"ASF1A",0.612034975051811,-0.192903666124492,0.417,0.5,1
"FLYWCH1",0.612047407946687,-0.450416495970431,0.875,0.958,1
"ZNF862",0.612101695310951,-0.246133069538909,0.625,0.917,1
"H2AFZ",0.612118204606355,-0.625968642803234,0.708,0.875,1
"WTIP",0.612153234770365,-0.387765531008763,0.458,0.583,1
"TJP3",0.61220200318527,-0.0923733201310151,0.208,0.333,1
"VPS29",0.61225887770978,-0.470003629245736,0.708,0.833,1
"LRRC8A",0.612329816313271,-0.293761118528163,0.875,0.75,1
"ZSCAN23",0.612477926494931,-0.219362828474304,0.583,0.625,1
"PINLYP",0.612483246257769,-0.321583624127462,0.167,0.417,1
"RP11-176H8.1",0.612582980157035,-0.364643113587909,0.583,0.75,1
"RGS12",0.612614476956729,-0.503657134287378,0.75,0.792,1
"NOL6",0.612731153287671,-0.182321556793955,0.333,0.458,1
"CAB39L",0.612867157392946,-0.287682072451781,0.708,0.833,1
"NBPF14",0.612906126767777,-0.164303051291276,0.167,0.25,1
"C19orf53",0.612918914912097,-0.623351418624403,0.667,0.75,1
"NDEL1",0.612985356942845,-0.45953232937844,0.625,0.708,1
"ZNF460",0.612995543383587,-0.0666913744986724,0.125,0.25,1
"NMNAT3",0.613028053482839,-0.230523658611832,0.542,0.583,1
"SNRPG",0.613128660343909,-0.438913042175704,0.5,0.583,1
"GPATCH4",0.613133182956223,-0.212561441983673,0.375,0.417,1
"REEP3",0.613411868621692,-0.400160055878471,0.583,0.792,1
"ATG10",0.613458911611334,-0.446287102628419,0.75,0.917,1
"LOR",0.613460950798791,-0.0339015516756814,0.167,0.208,1
"UVRAG",0.613492662512337,-0.477438607733253,0.792,0.917,1
"PDK1",0.613502630528492,-0.249460859631583,0.667,0.625,1
"BNC2",0.613556146431409,-0.217723483844871,0.375,0.458,1
"FAM189A2",0.613808390626398,-0.100083458556982,0.375,0.5,1
"SRGAP2B",0.613854252259442,-0.470003629245735,0.792,0.958,1
"EHBP1",0.61404507476934,-0.381270379521108,0.875,1,1
"FOXO1",0.614151992022052,-0.227783930870712,0.458,0.583,1
"IFNLR1",0.614191675090728,-0.167054084663166,0.417,0.583,1
"MPHOSPH6",0.614208551468964,-0.472359342938195,0.708,0.875,1
"UBXN8",0.614295911512579,-0.192903666124492,0.458,0.583,1
"MKNK2",0.614316484958483,-0.194156014440958,0.5,0.625,1
"RP11-159D12.5",0.614333553189799,-0.202940843996691,0.5,0.583,1
"RP11-178C3.1",0.614375677508803,-0.0984400728132525,0.167,0.25,1
"AGAP3",0.614425106677793,-0.445397818443535,0.917,1,1
"MCM2",0.614432428015677,0.0769610411361283,0.125,0.042,1
"ZNFX1",0.614452363006247,-0.281412459438185,0.625,0.792,1
"LY96",0.614791294484603,-0.139761942375159,0.333,0.5,1
"LRTM2",0.614891174081082,-0.344840486291729,0.25,0.583,1
"ZNF79",0.614931696179787,-0.177681177237452,0.333,0.458,1
"ZPR1",0.615001468544352,-0.185717145795093,0.542,0.708,1
"GTF2E2",0.615102379400678,-0.324049716622656,0.75,0.75,1
"RBMS2",0.615149494686762,-0.412532275331257,0.5,0.625,1
"NTAN1",0.615220722482115,-0.405465108108164,0.583,0.75,1
"KNOP1",0.615266206541557,-0.437213806422745,0.625,0.75,1
"ZNF677",0.615290236583058,-0.387765531008763,0.292,0.542,1
"KIAA0586",0.615343743735881,-0.438722329864647,0.833,1,1
"ELSPBP1",0.615373525902882,0.074107972153722,0.167,0.083,1
"FBXW5",0.615396255986734,-0.405465108108164,0.583,0.75,1
"GDAP2",0.615556129011751,-0.276253376628158,0.667,0.75,1
"UBQLN1",0.615600415201621,-0.449085730584055,0.833,0.917,1
"ST3GAL3",0.615612462483598,-0.462800716951678,0.917,0.917,1
"ZBTB26",0.615632483924065,-0.186102279633861,0.458,0.667,1
"SAG",0.615798282582473,0.154150679827258,0.125,0,1
"TRPM3",0.615809165225572,-0.515677058387543,0.917,0.958,1
"OS9",0.615968705422559,-0.440311839438333,0.708,0.792,1
"PIF1",0.616028232711693,-0.0689928714869514,0.125,0.25,1
"GINM1",0.616078341814127,-0.281851152140988,0.792,0.792,1
"CIAO1",0.61625996295422,-0.409042929456048,0.667,0.875,1
"SKA2",0.61627304278993,-0.27286698666664,0.667,0.875,1
"NPIPB11",0.616303058849848,-0.374693449441411,0.375,0.583,1
"ZNF488",0.616362087241326,-0.182321556793955,0.25,0.375,1
"PVR",0.616414407477156,-0.0923733201310151,0.167,0.208,1
"ADRA1B",0.616451156079305,-0.159064694629687,0.167,0.375,1
"UBE2I",0.616561950643669,-0.305381649551182,0.917,0.917,1
"PHACTR2",0.616575701668956,-0.438953777862208,0.875,1,1
"RAB11FIP4",0.616694064713697,-0.439267003597605,0.792,1,1
"ZNF507",0.616729484089778,-0.413975797776073,0.792,0.833,1
"REV1",0.616987679090052,-0.45953232937844,0.917,0.958,1
"HMGXB4",0.617203037218002,-0.46117571512217,0.75,0.917,1
"ZNF773",0.61724063230815,-0.171850256926659,0.292,0.375,1
"RAPGEF3",0.617292946041969,-0.315852949418477,0.292,0.5,1
"SYT10",0.617321946330137,-0.0689928714869514,0.167,0.25,1
"FAM107B",0.617346729841038,-0.182321556793955,0.458,0.708,1
"EIF4G3",0.617387742693692,-0.464802711557965,1,0.958,1
"HPS6",0.617389405234229,-0.138150338480817,0.125,0.25,1
"TBCD",0.617470573345,-0.440311839438333,0.792,1,1
"NME5",0.617492694464888,-0.324586629387232,0.833,0.875,1
"TMEM222",0.617510484899089,-0.482851771723585,0.792,0.917,1
"CEP72",0.617583594932575,-0.03509131981127,0.167,0.167,1
"TRIP12",0.61765166734072,-0.309617149318036,0.875,0.958,1
"SCYL3",0.617666664000666,-0.172842812839411,0.458,0.625,1
"C6orf106",0.617714009042213,-0.423164685207565,0.792,0.833,1
"FAM218A",0.617765225837488,-0.0666913744986724,0.208,0.25,1
"ZNF724P",0.617780648134717,-0.0339015516756814,0.208,0.208,1
"CDC23",0.617880777740139,-0.2295744416445,0.667,0.75,1
"NAB1",0.617906142305661,-0.487703206345137,0.292,0.5,1
"FSD1L",0.617920513785635,-0.337443582010845,0.833,0.917,1
"ENO1",0.617995328260552,-0.481838086892738,0.917,0.917,1
"LAYN",0.618066787223821,-0.145182009844498,0.167,0.25,1
"FN3K",0.618175321970175,-0.204095356343515,0.542,0.542,1
"CSNK1G3",0.618178921166092,-0.340460277799168,0.917,0.833,1
"RFNG",0.618322588692601,-0.227389842195661,0.583,0.583,1
"ITM2B",0.618339588658707,-0.404899016952373,0.958,0.917,1
"PTGS1",0.618437156398032,-0.03509131981127,0.125,0.125,1
"MYOT",0.618497180289174,-0.176930708159078,0.167,0.333,1
"ZNF461",0.618532772627833,-0.411296028418958,0.542,0.667,1
"MEIS2",0.618550711691105,-0.202940843996691,0.333,0.458,1
"RPL35A",0.618628779980022,-0.548859594387858,0.875,0.958,1
"SCML4",0.618681623451825,-0.141078598259906,0.375,0.292,1
"PRR36",0.618688611292088,-0.255346691808844,0.542,0.625,1
"UTP18",0.618708485490343,-0.411098925826421,0.708,0.625,1
"RFWD2",0.618777407634565,-0.420320209099089,0.917,0.958,1
"COQ10B",0.618827050317373,-0.394291807510039,0.625,0.667,1
"BTBD2",0.61897866059885,-0.300486344697769,0.792,0.833,1
"UTY",0.619009213867899,-0.116410351844411,0.458,0.458,1
"ANXA4",0.619052544780218,-0.287682072451781,0.708,0.833,1
"INCA1",0.619057999309344,-0.0689928714869514,0.125,0.167,1
"ALDH1A2",0.619147606561715,-0.459997987128414,0.75,0.833,1
"AC005943.2",0.619173688418962,-0.105360515657826,0.125,0.25,1
"CABP5",0.619205821216987,0.0363676441708749,0.167,0.083,1
"MAP3K8",0.619215897878801,-0.154150679827258,0.125,0.333,1
"TUBA8",0.619266043134508,-0.2295744416445,0.292,0.417,1
"FOSL2",0.619276155987795,-0.20359895524124,0.208,0.25,1
"AK7",0.619341925499408,-0.192371892647456,0.25,0.375,1
"SOX1",0.619342632199416,-0.312872321280339,0.542,0.708,1
"PARP1",0.61935153314043,-0.492476485097794,0.75,0.792,1
"CTB-55O6.8",0.619436669273578,-0.43403848055222,0.542,0.583,1
"CELSR3",0.619441392487173,-0.336472236621213,0.458,0.708,1
"SPATA16",0.619574799444306,0.154150679827258,0.167,0,1
"SARAF",0.619604254523481,-0.432107517066172,1,1,1
"ADCY9",0.619616105141711,-0.436427333712131,0.75,0.917,1
"LCOR",0.61961808953533,-0.470488008039415,0.958,0.917,1
"MCM7",0.619618116533675,-0.394654192003949,0.125,0.5,1
"ISYNA1",0.619701069304227,-0.22825865198098,0.375,0.542,1
"SLC27A1",0.619708943260119,-0.453917491494111,0.792,0.792,1
"TNFRSF10A",0.619955223494213,-0.03509131981127,0.167,0.167,1
"TUBGCP2",0.619979406123763,-0.279024009708666,0.708,0.75,1
"FAM8A1",0.620004843849636,-0.47351857135318,0.708,0.875,1
"HPRT1",0.620076896842154,-0.367417040470635,0.917,0.958,1
"CCND3",0.620190266897803,-0.318453731118535,0.792,0.792,1
"HYOU1",0.620203877764321,-0.23795863709935,0.542,0.792,1
"RNLS",0.620253666065321,-0.309259673096328,0.917,0.917,1
"ZNF16",0.620290925064762,-0.209091797858559,0.5,0.5,1
"FAM135A",0.620355581808164,-0.47708748413414,0.792,0.917,1
"CDKN2D",0.620455701921825,-0.411854906206935,0.625,0.875,1
"AQP4",0.620489122592457,-0.101782694309942,0.125,0.208,1
"SLC27A5",0.620519352262241,-0.458574933422113,0.375,0.583,1
"PMPCB",0.620592444089379,-0.29031019485805,0.792,0.792,1
"SLC30A9",0.620594472434925,-0.49390915009929,0.833,0.958,1
"CETN2",0.62076953938036,-0.230523658611832,0.583,0.542,1
"CA5A",0.620786646171807,-0.159064694629687,0.208,0.292,1
"PM20D2",0.620794025241814,-0.405465108108164,0.667,0.792,1
"C1orf162",0.620813586758339,-0.455475528682826,0.083,0.417,1
"F11R",0.620849849295373,0.0714589639821449,0.208,0.083,1
"RPL36AL",0.621074558645133,-0.567106459664581,0.708,0.958,1
"PDK3",0.621159784245659,-0.311896330572375,0.792,0.917,1
"ENPEP",0.621160649193602,-0.121360857004267,0.25,0.333,1
"SLC12A5",0.621283972428553,-0.326315177924513,0.917,0.958,1
"SIPA1L2",0.621351181578407,-0.425943639451705,0.875,1,1
"CEP57",0.621380763868269,-0.340325805937203,0.792,0.917,1
"SLC25A10",0.621396045851549,-0.0363676441708749,0.125,0.167,1
"TMEM258",0.621487478458238,-0.385056236476957,0.5,0.833,1
"EFNB2",0.621510637593187,-0.37469344944141,0.583,0.875,1
"RAB6C",0.621511972755307,-0.133531392624522,0.167,0.208,1
"UHRF1",0.621524146756062,-0.0363676441708749,0.125,0.167,1
"CD151",0.621599866715542,-0.133531392624523,0.333,0.417,1
"ZNF354B",0.621645013782261,-0.260283098263667,0.375,0.417,1
"IL18R1",0.621712475356686,-0.0363676441708749,0.125,0.167,1
"PROSER3",0.621747232755202,-0.202940843996691,0.458,0.375,1
"OARD1",0.621812383603544,-0.178691788743376,0.417,0.625,1
"TAF1C",0.621886459746665,-0.198850858745165,0.625,0.667,1
"TMEM221",0.62201918628526,-0.125163142954006,0.25,0.292,1
"PRKAB1",0.62210560793501,-0.2295744416445,0.292,0.292,1
"ERO1A",0.622155048557975,-0.317714359550656,0.875,0.958,1
"ESF1",0.622186851774462,-0.43343896015057,0.958,0.958,1
"SCN8A",0.622323678225003,-0.44548906348215,0.833,1,1
"SKIL",0.622505732322005,-0.429332589514808,0.708,0.833,1
"ZCWPW2",0.622511559755969,-0.383958902887201,0.667,0.833,1
"ASAP2",0.622547071969313,-0.287682072451781,0.708,0.917,1
"SMIM8",0.62259493597641,-0.361013345537331,0.667,0.833,1
"VAV1",0.622615217093136,-0.0923733201310151,0.25,0.292,1
"LRRTM2",0.622615262044802,-0.405465108108164,0.75,0.917,1
"ZNF674",0.622646796116455,-0.206336432997828,0.375,0.625,1
"FAM46A",0.622678579718879,-0.216671036808593,0.333,0.583,1
"ANKRD18B",0.622714735796386,-0.11980119981262,0.542,0.625,1
"USP27X",0.622782398248749,-0.361790044605503,0.208,0.625,1
"CTC-435M10.3",0.622846523053779,-0.171850256926659,0.25,0.333,1
"CLIC2",0.622919528596216,-0.060624621816435,0.25,0.333,1
"TSKS",0.622956329713161,-0.154150679827258,0.208,0.25,1
"R3HDM1",0.623001386858861,-0.373295825174773,1,1,1
"PCNA",0.623012051542997,-0.396881364416773,0.417,0.542,1
"EIF2AK3",0.62303590420408,-0.280301965154159,0.667,0.833,1
"ALG3",0.623071446708834,-0.227783930870712,0.375,0.5,1
"SLC26A6",0.623126214390504,0.074107972153722,0.167,0.083,1
"ZDHHC17",0.623262836464668,-0.341245515373871,0.833,0.958,1
"TRAM2",0.623331824680715,-0.376477571234912,0.417,0.625,1
"PDP1",0.623355226552978,-0.276986783335033,0.75,0.75,1
"PRDX6",0.623467683098146,-0.415827895143711,0.542,0.708,1
"AC084219.2",0.623534188186337,-0.0953101798043248,0.208,0.292,1
"CDK8",0.623616162594963,-0.360896788628287,0.875,1,1
"CD22",0.623731942022234,-0.0689928714869514,0.083,0.25,1
"SERPINI1",0.623780902816783,-0.526569302579475,1,0.958,1
"RIF1",0.623786119410685,-0.445397818443535,0.833,1,1
"CNTNAP2",0.623818248612272,-0.429957606554549,1,1,1
"ERBB2IP",0.623852019705091,-0.454836836702246,0.792,0.958,1
"MEX3B",0.623869903727352,-0.19782574332992,0.333,0.375,1
"AKAP8L",0.623926677442249,-0.268989939439628,0.708,0.917,1
"R3HCC1",0.623950736811524,-0.22314355131421,0.375,0.375,1
"TMEM69",0.624030575101511,-0.425667815425684,0.417,0.667,1
"ARRDC2",0.624050755179534,-0.129211731480006,0.167,0.25,1
"DEPDC1B",0.624148412355419,-0.0339015516756814,0.167,0.125,1
"PLOD1",0.624204961580989,-0.39768296766611,0.458,0.542,1
"ASPRV1",0.624295999526458,0.154150679827258,0.167,0,1
"HSDL1",0.624418715447239,-0.266628663253949,0.708,0.708,1
"SP3",0.624432168062809,-0.423614426613842,0.708,0.792,1
"CEP135",0.624433837257122,-0.389464766761723,0.542,0.708,1
"HAX1",0.624492570138904,-0.571132229996982,0.542,0.75,1
"PPP2R1A",0.624495986002439,-0.454665192348924,1,1,1
"HBA2",0.624500445329867,0.109199291964992,0.167,0.083,1
"CCNL2",0.624568848946049,-0.301924429167324,0.708,0.875,1
"C17orf107",0.624614644110633,-0.0666913744986724,0.167,0.208,1
"ZBTB7C",0.624715937600685,-0.162518929497775,0.208,0.458,1
"PCSK1N",0.624786727456209,-0.45223622230056,1,1,1
"ZNF397",0.624815829119965,-0.2928234719522,0.75,0.875,1
"TTLL4",0.624892314843613,-0.162518929497775,0.333,0.375,1
"MARCKS",0.625060730292722,-0.329258499297521,0.792,0.875,1
"P4HA2",0.625098386263499,-0.190043602887865,0.458,0.667,1
"LURAP1",0.625121347399946,-0.212561441983673,0.417,0.458,1
"CHN1",0.62514441895107,-0.392307023530653,0.958,0.958,1
"PAQR6",0.625149230529772,0.03509131981127,0.167,0.125,1
"SPRTN",0.625295440028286,-0.165079750359448,0.417,0.583,1
"NUBP2",0.625302873335212,-0.412532275331257,0.458,0.75,1
"CHD4",0.625474440146457,-0.270290329739912,0.75,0.833,1
"DIXDC1",0.625540022240759,-0.449384342043,0.958,0.958,1
"JADE2",0.625585312979541,-0.425832410932598,0.625,0.792,1
"SLC25A3",0.625589767991871,-0.532061943064019,0.875,0.958,1
"UBXN4",0.625620929967197,-0.41364176854541,0.875,0.875,1
"ADRBK2",0.625667283102142,-0.456356715404554,0.917,1,1
"C6orf48",0.625696992798817,-0.446850324271019,0.542,0.708,1
"STOX2",0.625769956151393,-0.436427333712131,1,1,1
"CSE1L",0.625812924211783,-0.42744401482694,0.667,0.875,1
"NOL3",0.625818840740878,-0.200670695462151,0.375,0.625,1
"DGKG",0.625820975632463,-0.413562318340784,0.75,0.958,1
"PAQR7",0.625891548740467,-0.154150679827258,0.25,0.375,1
"CBR4",0.62589410729998,-0.35965557207687,0.875,0.958,1
"MSH3",0.625912558605236,-0.511987738946168,0.875,0.833,1
"TBC1D25",0.626031148125827,-0.211309093667207,0.542,0.667,1
"OIP5",0.626276358136465,-0.0317486983145802,0.208,0.208,1
"C1orf21",0.626335446764203,-0.355593278067992,0.875,0.958,1
"UTP14C",0.626358269493694,-0.189241999638529,0.417,0.667,1
"KLHL34",0.62643411500485,-0.129211731480006,0.125,0.25,1
"HDAC6",0.626497678925172,-0.433635985074861,0.708,0.792,1
"SHMT2",0.62654220002865,-0.169076330043934,0.333,0.375,1
"CERS3",0.626700192742214,-0.0714589639821449,0.125,0.208,1
"ECM1",0.626760281059337,-0.218253566020018,0.375,0.417,1
"CUL5",0.62682437856295,-0.323128821447529,0.792,0.917,1
"RFK",0.626916847904,-0.412685356081651,0.667,0.75,1
"TOPAZ1",0.626940375891703,0.074107972153722,0.125,0.083,1
"KATNA1",0.627069137065514,-0.210295408836361,0.5,0.542,1
"RNF38",0.627141026549908,-0.445739007246104,0.833,0.917,1
"SEMA3F",0.627213046101243,-0.0339015516756814,0.167,0.167,1
"LINGO3",0.627287249602559,-0.0689928714869514,0.167,0.208,1
"GOLPH3L",0.62747994968047,-0.291520848758947,0.625,0.708,1
"PDE4D",0.627493446787015,-0.435465303295802,1,1,1
"COL11A2",0.627902069493623,-0.129211731480006,0.208,0.25,1
"PDCD6IP",0.627933840087643,-0.498441564566269,0.833,0.917,1
"ZBTB4",0.628001777913685,-0.438254930931155,0.833,0.958,1
"CCDC109B",0.628055144649657,-0.471985790449727,0.708,0.917,1
"TMEM59",0.628129165549682,-0.356072352778588,0.75,0.917,1
"MAVS",0.628145690878714,-0.400622483632376,0.583,0.833,1
"CTNNBIP1",0.628159549516893,-0.251314428280906,0.667,0.792,1
"LAPTM4B",0.628203969293169,-0.440971796565074,0.667,0.792,1
"ZNF423",0.628404086363142,-0.241162056816888,0.333,0.417,1
"SPDYE6",0.628537939394814,-0.105360515657826,0.125,0.167,1
"SUPT16H",0.628548751746062,-0.438801528375756,0.833,0.917,1
"TMSB10",0.628586536636262,-0.621173680934856,0.792,0.958,1
"VTA1",0.628635538977283,-0.424513303078859,0.792,0.792,1
"HIST2H2BF",0.62872785535285,0.105360515657826,0.208,0.083,1
"TOMM7",0.629000919732403,-0.555525802683898,0.708,0.792,1
"PELI3",0.629004025765692,-0.417735200699979,0.542,0.792,1
"SETD9",0.629130015058319,-0.0666913744986724,0.125,0.167,1
"KLHL28",0.629131862784447,-0.327573401479083,0.875,0.875,1
"NHLRC3",0.629157600235085,-0.317799494915938,0.625,0.917,1
"PYM1",0.629178431704707,-0.467023001107598,0.5,0.5,1
"ALLC",0.629194038453412,0.074107972153722,0.167,0.083,1
"MYO1B",0.62929836242568,-0.379489621704903,0.458,0.75,1
"DDIT3",0.629410575342549,-0.306166887125884,0.5,0.583,1
"GADL1",0.629466470546298,0.0769610411361283,0.125,0.042,1
"POLH",0.629516913958222,-0.382992252256106,0.458,0.667,1
"MTMR4",0.629575882082285,-0.282998223139354,0.792,0.917,1
"TYSND1",0.629695678377248,-0.117783035656384,0.458,0.542,1
"TBC1D24",0.629706158507383,-0.167054084663166,0.208,0.417,1
"FBXO10",0.629760568376644,-0.228841572428848,0.417,0.417,1
"LECT1",0.629777612379024,-0.0327898228229909,0.208,0.25,1
"G3BP2",0.629784684793332,-0.45783309362548,0.875,0.958,1
"TMED8",0.629790801664113,-0.437059473526381,0.75,0.833,1
"PRRT4",0.629809132933399,-0.22314355131421,0.5,0.542,1
"WFS1",0.629824013214536,-0.358945092473271,0.542,0.667,1
"RANGRF",0.629854399817917,-0.405465108108164,0.5,0.667,1
"GPATCH3",0.630036779878987,-0.126751705639144,0.333,0.5,1
"CCNH",0.63019042242329,-0.394993808240869,0.708,0.833,1
"WBP2",0.630235500177382,-0.39102442395337,0.917,0.958,1
"MTUS1",0.630289842579598,-0.364643113587909,0.667,0.875,1
"SERPINE2",0.630351213197668,-0.0930904230660118,0.25,0.5,1
"SLC1A3",0.630394669079583,-0.280301965154158,0.333,0.375,1
"ENTHD1",0.630409545893624,0.109199291964992,0.167,0.083,1
"TBC1D22B",0.630496313254235,-0.377762505558829,0.583,0.708,1
"GPR180",0.630519804608496,-0.258411690151668,0.667,0.833,1
"HSD17B1",0.630611530417449,-0.0689928714869514,0.167,0.167,1
"ELK4",0.630629738951895,-0.367724780125317,0.542,0.667,1
"ATP8B3",0.630772480234035,-0.0363676441708749,0.083,0.167,1
"SPTBN4",0.630783161834892,-0.411618973682542,1,1,1
"ITIH5",0.630787031815663,0.182321556793955,0.125,0.042,1
"HKR1",0.63089181845271,-0.367055659993293,0.708,0.833,1
"MBTPS2",0.630901670518312,-0.276253376628158,0.75,0.875,1
"CHAMP1",0.630921593522952,-0.230523658611832,0.5,0.708,1
"KLHL7",0.630934095406319,-0.341170757402767,0.75,0.917,1
"LINC00493",0.631009018583683,-0.18805223150294,0.208,0.333,1
