"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"EIF5A",0.000463319208982677,-0.965715615201678,0.833,0.958,1
"GABRA3",0.000776850738877524,0.177983155195356,0.792,0.583,1
"GALNT16",0.000937975195377702,0.100083458556983,0.792,0.708,1
"ABCE1",0.00141182471780218,0.076227365387884,0.833,0.792,1
"NMT1",0.00146291239243054,-0.115069329784787,0.833,1,1
"C14orf37",0.00193415039022693,0.0756374142056202,0.75,0.792,1
"CCDC175",0.0020262826390685,0.293761118528163,0.583,0.375,1
"RALBP1",0.0022138773863205,-0.0261452801043223,0.833,0.958,1
"ALKBH3",0.00286627189676253,-0.780852760979051,0.625,0.833,1
"SVEP1",0.00292130223561133,0.156004248476581,0.625,0.667,1
"TMTC4",0.00312425335786763,0.0825210236880036,0.75,0.625,1
"CENPP",0.00397677632740632,-0.74464370632712,0.792,0.958,1
"ZNF142",0.00415812057729029,0.159064694629687,0.625,0.583,1
"ZNF780B",0.00424284029984279,-0.0831503683321702,0.708,0.917,1
"YLPM1",0.00461599305875249,-0.674007840349248,0.917,0.958,1
"SLC33A1",0.00501215487710232,0.108213584640233,0.708,0.625,1
"TMEM181",0.00515387301586621,-0.693147180559945,0.75,1,1
"C11orf54",0.00547144394739675,-0.725512465061977,0.75,0.875,1
"SOX12",0.00565819258759169,0.115831815525122,0.667,0.583,1
"MSRB3",0.00577084583249801,0.0198026272961798,0.75,0.792,1
"EXOC3",0.0063562107027736,-0.760588461355478,0.458,0.833,1
"UTP20",0.006418131320404,0.121889817609037,0.667,0.458,1
"MARCH3",0.00642155424519941,0.14058195062119,0.625,0.625,1
"TRIM71",0.00663771453960036,0.202940843996691,0.5,0.458,1
"SLC35F1",0.00667952946938498,-0.600056757493934,1,1,1
"CRTC3",0.00680010510530287,-0.131974164175916,0.792,1,1
"CHRM3",0.00710203004266343,-0.602064551127536,1,1,1
"MAML2",0.00741414113961701,0.0400053346136988,0.708,0.625,1
"CEP89",0.00751153811482635,-0.718253101691022,0.75,0.792,1
"SPTLC2",0.00773932347760125,-0.708895537528085,0.583,0.917,1
"CEP250",0.00814112734616349,-0.693147180559945,0.667,0.875,1
"NSMCE2",0.00831510015784524,-0.658809042979053,0.875,0.958,1
"STX5",0.00842945394907638,0.0104712998672953,0.708,0.833,1
"EIF4B",0.00863030225193121,-0.693147180559945,0.875,0.917,1
"KIAA0922",0.00871732304067785,-0.0348467313301681,0.75,0.833,1
"SLF2",0.00878938152061069,-0.715823889230975,0.833,0.875,1
"CSNK2A1",0.00892211343229964,-0.663515382953574,0.75,1,1
"CPLX2",0.00929789296861116,-0.663294217410264,0.875,1,1
"CFAP44",0.00948073482269135,0.0470675108579859,0.75,0.708,1
"BCL9L",0.00986369974881746,0.195744577126095,0.5,0.375,1
"RELL2",0.009904159357046,0.0637158143861078,0.625,0.708,1
"ZNF618",0.01003892387943,-0.0468835858988503,0.75,0.917,1
"ROBO2",0.0100985125467955,-0.506065394777843,1,1,1
"FGF18",0.0102379274634122,0.25489224962879,0.458,0.292,1
"CELF5",0.0103524246431976,-0.230948068234112,0.958,0.958,1
"LRRC4C",0.0104812047606568,-0.316571082303918,0.958,1,1
"RMND1",0.0108372516425846,-0.72951482473082,0.458,0.833,1
"TMED10",0.0110538853779048,-0.0536527134923199,0.833,0.875,1
"ART3",0.011094435990686,0.241162056816888,0.417,0.292,1
"CFAP161",0.0111673526734445,-0.0906965614708122,0.75,0.833,1
"RIN1",0.0112494538571982,0.19782574332992,0.5,0.292,1
"C12orf43",0.0113180752385493,-0.727436254038578,0.417,0.792,1
"NEDD4L",0.0118136574357619,-0.664404711694291,0.875,0.958,1
"RNF157",0.0118351656333116,-0.633885716523218,0.917,1,1
"PFDN2",0.0123541456640993,-0.804995480696514,0.917,0.917,1
"MAP2K6",0.012557173168422,-0.676149604191374,0.667,0.875,1
"ATP6V0E2",0.0127157964307458,-0.749341738903587,0.875,1,1
"ZBTB33",0.0128274133408814,0.111225635110224,0.625,0.5,1
"SMPD4",0.0128467126803571,0.0153849188394795,0.875,1,1
"SASH1",0.0129856636103771,-0.698396536446089,0.917,0.958,1
"CYP20A1",0.01313178638462,-0.701310491199106,0.625,0.875,1
"SMC6",0.0133040857433034,-0.115069329784787,0.792,0.875,1
"TTYH3",0.0133699430543702,-0.0298529631496811,0.833,0.875,1
"KTN1",0.0134876196550273,-0.230136586805181,0.958,1,1
"TANC1",0.0135669242583303,-0.700990358020971,0.75,0.875,1
"CLUH",0.0136142247348118,0.0350913198112701,0.667,0.75,1
"ITGB1",0.0140318644194297,0.092781733450966,0.583,0.833,1
"CC2D1A",0.0141611115719084,-0.154150679827258,0.875,0.917,1
"CTBS",0.0142132556460783,0.173271721274037,0.542,0.458,1
"UPRT",0.0143361250261843,0.141650517063027,0.458,0.625,1
"MAML1",0.0144878531337873,-0.0553500950831649,0.875,0.875,1
"JAK1",0.014806953902127,-0.662239643096869,0.833,0.958,1
"FAM177A1",0.0148227306765901,-0.667570338770296,0.708,0.917,1
"HSD17B12",0.0148495575900418,-0.679258068399278,0.708,0.917,1
"ANKAR",0.0149771262639411,-0.636794244008813,0.792,0.958,1
"CCDC12",0.0156414051216841,-0.7339691750802,0.5,0.917,1
"STARD13",0.0158011470001277,-0.703097511413113,0.75,1,1
"CLIC5",0.015851358693185,0.128617377822094,0.583,0.583,1
"TSPAN9",0.0164149135664049,-0.693147180559945,0.625,0.875,1
"CCNA1",0.0164923205604198,0.133531392624523,0.583,0.542,1
"APPL2",0.0168195199701199,-0.660711904806792,0.708,0.917,1
"SPOP",0.0169827196421692,-0.130937357447475,0.833,0.917,1
"GABRA5",0.0170861189518955,0.234839591077401,0.417,0.333,1
"SNCB",0.0172867661068579,-0.705694396612034,0.792,1,1
"LSM3",0.0176489732324194,-0.814291563919034,0.542,0.792,1
"STPG1",0.017755469005291,-0.768370601797533,0.208,0.625,1
"GCDH",0.0180409750726791,0.0826917158451133,0.625,0.583,1
"HAUS5",0.0181706448918913,0.115069329784787,0.583,0.458,1
"PCSK7",0.0182871425866224,-0.657107244076748,0.833,0.958,1
"DDX41",0.018367472389357,0.0555698511548108,0.792,0.875,1
"ROR2",0.0188528900492073,0.247836163904581,0.417,0.25,1
"ZNF701",0.0193154807651103,0.150282203049338,0.458,0.375,1
"HADHA",0.0195532517087197,-0.737598943130779,0.833,0.917,1
"RNF114",0.0203421207590155,-0.0590889163700064,0.792,0.833,1
"PLBD2",0.0203770259120586,0.131769277631123,0.583,0.667,1
"CENPJ",0.0205723539205115,0.0597192347016223,0.75,0.625,1
"CCDC178",0.0207162176821169,0.0540672212702757,0.542,0.5,1
"CHIC2",0.0209683685457111,-0.0388398333162638,0.792,0.917,1
"FAXC",0.021246060670664,-0.637680099047073,0.792,1,1
"JMJD8",0.0213767294845538,0.0769610411361284,0.583,0.583,1
"CSGALNACT1",0.0215044982922832,-0.715288306437159,0.583,0.875,1
"PVRL1",0.0215232891372788,0.0438026226583927,0.708,0.625,1
"GP6",0.0217554069013641,0.0730251350148898,0.583,0.708,1
"GPC1",0.0218933284005109,-0.102478669282937,0.875,0.833,1
"ALKBH5",0.0220137625838885,-0.680568398353085,0.625,0.917,1
"FAM21A",0.0221049547674293,0.0119761910467158,0.75,0.833,1
"ZNF512B",0.0223148185715709,0.0240975515790607,0.708,0.792,1
"ATPAF2",0.0226213981542707,0.0137933221323356,0.667,0.708,1
"TELO2",0.0226283910805432,0.105360515657826,0.542,0.458,1
"ECT2L",0.0229885147031754,0.154150679827258,0.458,0.292,1
"ADAM32",0.0231061079274452,0.0789884113186303,0.667,0.708,1
"ZNF83",0.0232833353904237,-0.151880531292719,0.833,0.833,1
"USP43",0.0233380412128766,0.182321556793955,0.417,0.333,1
"ZNF667",0.0235478159250189,-0.040821994520255,0.792,0.833,1
"SP9",0.0236546246261717,0.217064505237828,0.375,0.25,1
"NLN",0.0238908746092662,-0.650129795476255,0.75,0.917,1
"TRAF3IP1",0.0239046714040729,-0.630408839926522,0.583,0.875,1
"VAV3",0.0239591559838131,0.192371892647456,0.375,0.25,1
"ACYP2",0.02418132523436,-0.598481954018867,0.917,1,1
"DHPS",0.0242263891998894,-0.715620036412004,0.542,0.833,1
"ZC3HC1",0.0247150000195908,0.040821994520255,0.667,0.708,1
"MSANTD4",0.0249293551397882,0.0298529631496811,0.75,0.792,1
"ATG4A",0.0250156789721492,0.146603474191875,0.458,0.458,1
"PSMC6",0.0250822355456194,-0.0875980593179859,0.917,0.917,1
"MX1",0.0250960658786235,0.136575535005751,0.458,0.333,1
"HS3ST1",0.0251192647402727,-0.0342890734786321,0.792,0.792,1
"TOMM20",0.0251407761682018,-0.639964915099636,0.917,1,1
"ACAD10",0.0253459973198514,0.0312525435041043,0.708,0.625,1
"UBR2",0.0256087108678533,-0.59076507365638,0.875,1,1
"DDX42",0.0259081410806363,-0.651761964397091,0.667,0.833,1
"NPB",0.0262052981995649,0.136575535005751,0.5,0.375,1
"B3GALT6",0.0263279510740927,0.207639364778244,0.458,0.375,1
"ATP2A2",0.0263961742920372,-0.60643778152822,0.917,1,1
"RAC1",0.0265175141030287,-0.671640975338982,0.875,0.958,1
"EIF2S2",0.0267368933715601,-0.651035695209818,0.708,0.917,1
"PDCD6",0.0267676246702735,0.0425596144187961,0.667,0.708,1
"ST8SIA4",0.0268701745164964,-0.676708454216786,0.583,0.875,1
"C1orf35",0.0269352772194627,-0.644828603289138,0.583,0.875,1
"SLC20A2",0.0270878818299965,-0.158224005214894,0.792,0.875,1
"LUC7L",0.0272326027166661,-0.665640534770112,0.667,0.917,1
"LUZP1",0.0274533137438394,-0.667829372575655,0.708,0.958,1
"SLC35F3",0.027465410134591,-0.602175402354219,0.833,0.958,1
"C3orf67",0.0280773137263636,-0.683485269648208,0.5,0.708,1
"FAM234B",0.0281112333572398,0.0132452267500205,0.667,0.625,1
"HCFC1R1",0.0281514892430353,-0.799669811397949,0.75,0.917,1
"TBC1D9",0.0285042954705772,-0.626897795018745,0.792,0.958,1
"SGCB",0.0287222420418386,-0.666829872242572,0.625,0.875,1
"TRIM37",0.0287478755716254,-0.620158820391065,0.833,0.958,1
"AP4E1",0.0288246522468031,-0.740104163647716,0.5,0.625,1
"POLK",0.0288300553995477,-0.661107826815329,0.667,1,1
"CCDC154",0.0288334353711065,0.22314355131421,0.333,0.333,1
"ZCCHC6",0.0289252854033874,-0.132489183046079,0.792,0.708,1
"DMGDH",0.0289436189896292,0.0800427076735366,0.583,0.5,1
"NDUFS3",0.0290552231116179,-0.871130335755302,0.583,0.917,1
"IPO8",0.0290888345412042,-0.0219789067187752,0.75,0.875,1
"HIPK2",0.0291440376115433,-0.630089044592808,0.625,0.875,1
"CNOT6L",0.0293803589256735,-0.155810431245623,0.917,1,1
"CCDC34",0.0294571039499399,-0.703097511413114,0.542,0.75,1
"ANKFY1",0.0295623460829566,-0.107630664192365,0.792,0.958,1
"ACKR1",0.0297686828476578,0.182321556793955,0.458,0.208,1
"SEPT1",0.0302143644123371,-0.662687973075237,0.375,0.875,1
"ALG12",0.0305334789717493,0.22314355131421,0.5,0.25,1
"LMO7",0.0306090265308115,-0.609599610289504,0.75,0.958,1
"ARMC6",0.0306319138804236,0.111225635110224,0.542,0.667,1
"MGEA5",0.0307318693203569,-0.626060887343575,0.917,0.958,1
"DNAJA2",0.0309746877931858,-0.0141846349919563,0.875,0.667,1
"NAF1",0.0310054629478288,0.0413852161628545,0.75,0.708,1
"FAM168B",0.0310743824674519,-0.603535021870258,0.792,0.958,1
"SAFB",0.0311097940159251,-0.640779195042629,0.75,0.833,1
"RAB28",0.0311549906452702,-0.20148205453303,0.917,0.917,1
"IGLON5",0.0312818237670629,-0.635159922909596,0.75,0.917,1
"PLAGL2",0.0313322002433474,0.20359895524124,0.417,0.25,1
"LYPLA2",0.0315031083512579,0.110000895214329,0.5,0.542,1
"MCTS1",0.0315269252907049,-0.65677953638907,0.583,0.792,1
"MRS2",0.0317858717552107,-0.0224728558520586,0.708,0.792,1
"FMO5",0.0328108516422341,0.0976384695639159,0.542,0.292,1
"DTX4",0.0328609121505373,0.033336420267592,0.625,0.625,1
"OXA1L",0.0328626266043066,0.0307716586667536,0.667,0.625,1
"MARK2",0.0333036757487461,-0.0787808778531145,0.833,0.917,1
"MSANTD3-TMEFF1",0.0338106178773138,0.0344861760711692,0.75,0.542,1
"COL11A1",0.033862119618279,0.182321556793955,0.458,0.375,1
"ITGA3",0.0339845350531038,-0.644694797173998,0.75,0.875,1
"TNFAIP8L1",0.0340094842883481,0.0930904230660118,0.583,0.458,1
"NPIPB3",0.0340350933562419,0.176930708159078,0.417,0.25,1
"TOX3",0.034040682375226,-0.625843498663839,0.833,0.958,1
"DOCK11",0.0342605804578688,-0.159213981783805,0.792,0.917,1
"RBM18",0.0344036553517887,-0.0110498361865849,0.75,0.792,1
"IP6K2",0.0344228727405664,-0.158368315771461,0.833,0.875,1
"STAG2",0.0346802560860264,-0.149531733970964,0.833,0.958,1
"UBE2R2",0.0347552921092611,-0.208401269577006,0.875,0.958,1
"CYB561A3",0.0349223188946487,0.130053128248198,0.458,0.417,1
"STT3A",0.035309476947203,0.0148150857851403,0.75,0.583,1
"POLR3F",0.0354565503953642,0.0294138852062931,0.667,0.667,1
"NUMB",0.0358210349338371,-0.675755437848076,0.708,0.917,1
"B3GALT5",0.0361352559568917,0.0606246218164349,0.625,0.542,1
"FAM13A",0.0361427932763829,-0.13443026908954,0.792,0.917,1
"CHRNA7",0.0361924628860594,0.0851578083403071,0.542,0.417,1
"PALLD",0.0362183687207442,-0.593063722002963,0.792,1,1
"SMIM10L1",0.036237543248955,0.0495969411393721,0.5,0.542,1
"PPTC7",0.0363186258469633,-0.0134230203321406,0.75,0.583,1
"C19orf60",0.0363538055561748,-0.821859286748519,0.75,0.917,1
"FGFR1",0.0368554555443979,-0.037740327982847,0.833,0.625,1
"HSPA13",0.0369999161539206,-0.0959639882617436,0.833,0.875,1
"PRCP",0.0371941278651478,-0.657640492103036,0.417,0.792,1
"RNPC3",0.0373150125718876,-0.256607196177423,0.958,0.958,1
"RAB39B",0.0374833644550922,0.0132452267500205,0.667,0.708,1
"AFAP1",0.03779640409828,-0.637318731007003,0.792,1,1
"MEGF11",0.0379589014193489,0.083381608939051,0.5,0.542,1
"NAA20",0.0379763380441528,-0.651098944316446,0.667,0.917,1
"IRS2",0.0382270628022887,-0.137783702363053,0.917,0.958,1
"MRPS16",0.0385036770849429,-0.68117098951323,0.625,0.833,1
"UNC5C",0.0385905865527534,-0.282834753217456,0.958,1,1
"CCDC59",0.0386335615702578,-0.709320039805546,0.792,0.875,1
"RP11-58C22.1",0.0388352219527501,-0.646627164925052,0.333,0.75,1
"MDM2",0.0389038332470452,-0.0710959216837301,0.708,0.792,1
"AFF3",0.0390554175189463,-0.567321965295499,0.917,1,1
"PANK4",0.0392491880004752,0.107630664192366,0.542,0.5,1
"ZZEF1",0.0392803046976855,-0.625705899764413,0.917,0.917,1
"RAD54L2",0.039369859724421,-0.0633696139325892,0.792,0.833,1
"PKD2",0.039401778785645,-0.59459550683145,0.875,0.958,1
"FANCD2",0.0394088738944958,0.126751705639144,0.542,0.333,1
"WSCD1",0.0394318993968839,-0.0781647728493362,0.75,0.833,1
"FAM189A1",0.0394403431631922,-0.601164790848295,0.833,1,1
"TNFSF13B",0.0396026366508253,0.0953101798043251,0.5,0.625,1
"SLC7A14",0.0400520945010647,-0.597003320007043,0.917,0.958,1
"ZNF274",0.040651198098705,0.0930904230660118,0.5,0.458,1
"IGFBP6",0.0409409556747058,0.0594234204708007,0.583,0.333,1
"CCDC120",0.0409437086978831,0.0889474860164963,0.542,0.458,1
"ACVR2A",0.0412306254451361,-0.188900527891997,0.833,0.792,1
"TRMU",0.0415856907148846,-0.0372713947972316,0.708,0.75,1
"HTR2A",0.0416273052512707,-0.0438026226583927,0.625,0.625,1
"ZRSR2",0.0416554499015129,-0.653301272012746,0.5,0.875,1
"SMG1",0.0416863135178797,-0.638884322000579,0.792,0.917,1
"DOCK4",0.0418259463272213,-0.601579987034455,0.958,1,1
"BCL7B",0.042036487991442,-0.0139862419747401,0.708,0.583,1
"SMIM19",0.0422171682707802,-0.68197387996182,0.417,0.667,1
"CNTN1",0.0422475808381161,-0.535622019242658,1,1,1
"PAQR8",0.0425442059696694,-0.0755075525081454,0.917,0.792,1
"MARCH11",0.0426128678253956,-0.172416027804552,0.833,0.917,1
"BRINP2",0.0427924996041525,-0.605687875231359,0.833,0.958,1
"VPS50",0.0428108159910823,-0.185403223331363,0.792,0.958,1
"WAPL",0.0428666513812965,-0.613897808905805,0.667,0.917,1
"PILRB",0.0429164911165455,-0.732887509209459,0.625,0.708,1
"WDR76",0.0429391714601583,0.117783035656383,0.417,0.458,1
"GOLGA4",0.0429627785457672,-0.294894308984931,0.958,1,1
"DPM2",0.0431306899439253,-0.639658495608959,0.458,0.75,1
"CELF1",0.0434399867763578,-0.276170282191283,0.958,0.958,1
"SCAF8",0.0434598548778258,-0.598836501088704,0.792,0.958,1
"CACNA1I",0.0434673083167638,-0.0444517625708338,0.667,0.625,1
"EHD1",0.0435048344494438,0.095310179804325,0.542,0.458,1
"GOLGA8A",0.0435783434028778,-0.624470314763726,0.75,0.875,1
"TUBGCP6",0.043868049337909,0.0157483569681393,0.667,0.667,1
"TMEM219",0.0438954441305717,-0.73331322228528,0.583,0.75,1
"ZNRF1",0.0439741487633056,-0.112117298120706,0.75,0.792,1
"ICMT",0.0439986644659037,0.0165293019512106,0.667,0.667,1
"GLUD1",0.0441353823377988,-0.606135803570315,0.75,0.917,1
"TMEM43",0.0441506999574943,0.0659579677917974,0.542,0.375,1
"ZNF175",0.0442887964016171,0.0550597771830273,0.625,0.583,1
"MTOR",0.0443352458804105,-0.123444191091122,0.708,0.917,1
"PKD1L3",0.0444410133996581,0.154150679827258,0.417,0.208,1
"RNF144B",0.0444779481071963,0.088553397341445,0.667,0.667,1
"C19orf71",0.0450747276514932,0.114410351177744,0.417,0.292,1
"CRY1",0.0451039896673562,-0.684489117816831,0.583,0.75,1
"FAM126B",0.0451809560714161,-0.261052215296108,0.875,0.958,1
"CD276",0.0456546620699623,-0.0145987994211527,0.625,0.708,1
"BRD8",0.0456723831496514,-0.0918075492531227,0.708,0.917,1
"METTL22",0.0457009817065062,-0.644357016390513,0.417,0.625,1
"ITGA7",0.0458439597209672,0.102654154060084,0.458,0.417,1
"SLC12A1",0.0462810910312219,0.0674412807955326,0.583,0.458,1
"PTTG1IP",0.0464169723843489,-0.637577329405135,0.375,0.667,1
"GPR83",0.0464484696902427,0.0312525435041043,0.667,0.667,1
"SMIM10L2A",0.0464489012101094,0.0811255448123687,0.667,0.792,1
"TMED2",0.0467031097775559,-0.043963123421116,0.792,0.708,1
"CYB5D2",0.0468807722933623,-0.654361155524789,0.667,0.875,1
"SCAND1",0.0468861189413359,-0.800291818011273,0.625,0.833,1
"MZT2A",0.0470185515432008,-0.677231725254046,0.833,0.958,1
"TOP3B",0.047036090696336,0.0454623740767574,0.5,0.458,1
"YWHAE",0.0472580184329404,-0.2835344099317,0.833,0.958,1
"GPR75-ASB3",0.04736701142863,-0.17602562833714,0.833,0.958,1
"LACE1",0.0476130290307917,-0.0840831172105414,0.875,0.917,1
"MIPOL1",0.0476255367356487,-0.149112885797301,0.958,0.917,1
"ROPN1L",0.0476455466959821,0.111225635110224,0.417,0.375,1
"FAM122B",0.0476463138703312,0.133531392624522,0.5,0.583,1
"GDI2",0.0476713768197922,-0.644620139665285,0.75,0.833,1
"ABHD6",0.0486522786534633,-0.616774201775371,0.583,0.875,1
"DDX17",0.048692435263766,-0.298044859487328,0.958,1,1
"IVD",0.0487084489689182,-0.644014491982301,0.625,0.875,1
"PPARA",0.0489404896986493,0.018018505502678,0.583,0.583,1
"TNK2",0.0490245497988059,-0.599621122549122,0.708,0.958,1
"COA3",0.0495474618057282,-0.716677677970139,0.667,0.792,1
"PAK2",0.0500276823911658,-0.186585955580412,0.833,0.833,1
"ARFGEF1",0.0500808692875473,-0.592712783238175,0.875,1,1
"FBXL17",0.0510553097265763,-0.522264375854415,0.958,1,1
"LRRC8B",0.0510950557221801,-0.630933996058373,0.875,1,1
"KCNMA1",0.051172231286942,-0.534840499969865,0.958,1,1
"SEZ6L",0.0511791550834993,-0.725582456313099,0.667,0.875,1
"RPN2",0.0512709687412222,-0.0670107102829602,0.625,0.833,1
"NCAM2",0.0514438131495047,-0.340803804724752,1,1,1
"CTC-554D6.1",0.0516516052735563,0.136575535005751,0.458,0.417,1
"DHX36",0.0516846207216757,-0.608853935170442,0.75,0.917,1
"MRPL55",0.051800796880913,-0.737598943130779,0.458,0.792,1
"ZNF777",0.0518306770459749,0.0444517625708337,0.625,0.542,1
"ANKRD27",0.0519070767745419,-0.638087403376918,0.542,0.833,1
"HDAC4",0.0519643357832909,-0.612259521420845,0.833,1,1
"GGT1",0.0521782348110308,0.0779615414697119,0.5,0.417,1
"CTPS1",0.0523306316767355,0.0160003413464412,0.708,0.708,1
"RNF219",0.0527577576478886,-0.040821994520255,0.708,0.667,1
"ADSS",0.0527636573775578,0.0784716154414949,0.542,0.583,1
"EEF1D",0.0530936237350698,-0.633723760089145,0.583,0.875,1
"N4BP2L1",0.0533259655753749,-0.157715745991754,0.75,0.917,1
"CNTN4",0.0534208819376906,-0.525814764030622,0.958,1,1
"RASSF5",0.0534234314652783,-0.607989372219638,0.333,0.792,1
"CDO1",0.0535817945634294,-0.651989108066438,0.5,0.75,1
"CACNA1E",0.053628280570116,-0.594955154380731,0.958,1,1
"SMPD3",0.0541238266479184,0.0136056520557788,0.625,0.625,1
"MCHR1",0.0541584313658573,0.0706175672139533,0.5,0.375,1
"LYAR",0.0542269611715237,0.0909717782057267,0.5,0.333,1
"ANKRD49",0.0544312592483093,-0.0402738991379399,0.75,0.792,1
"NFE2L2",0.0546698597793876,-0.578830352880048,0.792,0.917,1
"NLGN1",0.0547563942048608,-0.541141963902789,0.958,1,1
"WDR92",0.0547617870784871,-0.0519597389307109,0.708,0.667,1
"HMCN2",0.0550246092104212,0.0550597771830273,0.583,0.5,1
"HEATR1",0.0550360072114731,-0.071458963982145,0.708,0.667,1
"POR",0.0551087276323821,-0.0933319397922192,0.75,0.792,1
"VWA3B",0.0554576385545516,0.154150679827258,0.375,0.25,1
"HERC2",0.0554976348608347,-0.258159633185459,0.917,0.833,1
"ARSA",0.0556259227332962,0.0659579677917974,0.458,0.583,1
"TBK1",0.0556535029962055,-0.117056555421018,0.708,0.875,1
"XYLT1",0.0556647398542622,-0.611037774170522,0.958,0.958,1
"GFRA1",0.0559463445453301,0.0800427076735364,0.417,0.333,1
"PAPD7",0.0560565223015322,-0.0981178559585236,0.792,0.833,1
"FAM193A",0.0560713087953209,-0.204632665779506,0.875,0.917,1
"MAT2B",0.0561492419112031,-0.640961427389375,0.542,0.792,1
"NPY1R",0.0562071287107405,0.0165293019512106,0.583,0.625,1
"TMCC3",0.0562648198969819,-0.624154309072994,0.583,0.875,1
"MED29",0.0562960265295051,-0.640304699185565,0.625,0.792,1
"PDE4A",0.0566255328002236,-0.241802466701087,0.958,1,1
"UBE2T",0.0569979918449046,0.120144311842063,0.458,0.5,1
"CD200",0.057309642439026,-0.214965404870318,0.875,0.875,1
"RP11-347C12.1",0.0573549321128242,0.0618754037180873,0.625,0.583,1
"ZNF736",0.057383022967269,-0.0870113769896299,0.792,0.792,1
"MED13",0.0575527710529765,-0.222340015714527,0.833,0.958,1
"MAPK8IP3",0.0575856003405956,-0.271109516969994,0.958,1,1
"DDOST",0.0576321762382373,-0.0289875368732524,0.75,0.625,1
"FAM117A",0.0579044044554322,0.0741079721537218,0.417,0.458,1
"ADI1",0.0580099565919441,-0.660357357736954,0.625,0.833,1
"PEAK1",0.0580641336765646,-0.167478983756026,0.792,0.875,1
"FAM135B",0.0581371461387772,-0.241950141025066,0.917,0.958,1
"C10orf11",0.0582103653064685,-0.649344557901553,0.25,0.708,1
"AADAT",0.0589487117541328,0.042559614418796,0.5,0.417,1
"PARM1",0.0589758314334132,-0.674964861476755,0.708,0.875,1
"HRASLS",0.0590314375161337,0.110000895214329,0.417,0.417,1
"DST",0.0592968600201804,-0.328415957363626,1,1,1
"ELMO1",0.0595074149989943,-0.647477143726757,0.792,0.958,1
"PLCB1",0.0595838493018179,-0.403829784767434,1,1,1
"ANKMY1",0.0597185881323218,-0.0372713947972316,0.708,0.708,1
"PSMD14",0.0600923587929992,-0.615988100013327,0.75,0.875,1
"CMYA5",0.060132602763751,0.0168071183163814,0.667,0.583,1
"TMEM192",0.0607133212178021,-0.133531392624523,0.75,0.875,1
"SENP6",0.0608126173782153,-0.282405015350937,0.917,1,1
"HRAS",0.0608277025193689,-0.631992757406615,0.667,0.75,1
"EDA",0.0608476094985957,-0.0597192347016223,0.625,0.583,1
"KCNJ9",0.0609950929008509,-0.0645385211375713,0.708,0.708,1
"C11orf80",0.0610783898850132,-0.225630083884214,0.875,0.917,1
"LARP1B",0.0610972161338013,-0.258799198302995,0.917,0.917,1
"BRPF3",0.0611449178759732,-0.0155041865359651,0.708,0.625,1
"FEM1A",0.0611634195453823,0.0618754037180873,0.5,0.542,1
"KRBA1",0.0612887127979199,0.0800427076735364,0.458,0.417,1
"ZNF579",0.0614900210830998,0.105360515657826,0.417,0.458,1
"C2CD5",0.061655901643599,-0.551876163596349,0.875,0.958,1
"PREX2",0.0619872425067238,-0.755138856587913,0.583,0.833,1
"HNRNPA1L2",0.0622571930968506,0.120627987788615,0.417,0.333,1
"ENGASE",0.0624630104664351,-0.645137961373585,0.25,0.667,1
"EPHX4",0.0624978781599555,-0.603740592844361,0.667,0.875,1
"ZNF169",0.0625330950567318,-0.0152674721307885,0.625,0.708,1
"NEK6",0.0625842716855327,0.22314355131421,0.375,0.333,1
"LIMK1",0.0626398578041033,-0.11466290832014,0.792,0.833,1
"RAI14",0.0628278375935907,0.0526437334854221,0.583,0.25,1
"TTC12",0.0628465375671087,0.115069329784787,0.458,0.417,1
"CDK16",0.0629121676522134,-0.0909717782057267,0.75,0.708,1
"GNL2",0.0630625958519135,0.0210534091978323,0.5,0.417,1
"NKAIN2",0.0632576812452565,-0.374604414138854,1,1,1
"DYNC2H1",0.0634251623319562,-0.229238476581707,0.917,0.917,1
"HECW1",0.0634596178249947,-0.239778611818742,0.917,1,1
"SLC15A4",0.0636288840492154,0.0487901641694319,0.542,0.583,1
"CMIP",0.0638799749890864,-0.561924724541901,0.958,1,1
"DNAH7",0.0639876897401681,-0.0487901641694319,0.625,0.75,1
"ZNF182",0.0640211688631522,0.0800427076735364,0.458,0.375,1
"LRCH2",0.0640293040301944,-0.079137320558724,0.75,0.75,1
"FNDC3B",0.0641231921947742,-0.619039208406223,0.667,0.792,1
"ZAN",0.0641248757674977,0.0571584138399486,0.417,0.25,1
"SUGT1",0.064416501280994,-0.600253433667249,0.75,0.875,1
"ZNF77",0.064418841476357,0.133531392624523,0.417,0.417,1
"UBE2B",0.0644314539402482,-0.565849325262223,0.833,1,1
"KRCC1",0.0646761460271499,-0.0289875368732524,0.75,0.833,1
"C16orf52",0.0648297681652991,-0.222186155357883,0.875,0.958,1
"SLC30A3",0.0648800840903527,0.0476280489892544,0.5,0.417,1
"ACSM3",0.0651751975104735,0.0845573880280629,0.417,0.292,1
"FAM161A",0.0653619429599473,-0.0566188939995078,0.708,0.833,1
"CCK",0.0657186269689993,-0.756862994946053,0.667,0.917,1
"MKRN2",0.0658018177510022,-0.583947888594953,0.583,0.875,1
"GMFB",0.0659759341817809,-0.107245530353598,0.833,0.75,1
"TMEM123",0.0659995777090622,0.230523658611832,0.375,0.125,1
"TAF5L",0.0660050559762178,0.0186921330121527,0.708,0.583,1
