"","gene","X","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","hMC_overlap","used"
"174","CD86",174,942,"ENSG00000114013","Microglia",0.636,0.14,5.50210223009607,0.788,0.576,0,0,TRUE,TRUE
"175","CDC42EP4",175,23580,"ENSG00000179604","Astrocyte",0.646,0.208,3.45050008179651,0.771,0.542,0,0,TRUE,TRUE
"176","CDCA7",176,83879,"ENSG00000144354","LAMP5",0.419,0.069,2.6774282120063,0.684,0.368,0,0,TRUE,FALSE
"177","CDCP1",177,64866,"ENSG00000163814","L5/6 NP",0.732,0.171,3.04387751629181,0.828,0.656,0,0,FALSE,FALSE
"178","CDH1",178,999,"ENSG00000039068","Oligodendrocyte",0.593,0.452,3.52099431847839,0.659,0.318,0,0,TRUE,TRUE
"179","CDH19",179,28513,"ENSG00000071991","Oligodendrocyte",0.593,0.142,4.37416441085041,0.762,0.524,0,0,TRUE,TRUE
"180","CDH5",180,1003,"ENSG00000179776","Endothelial",0.586,0.1,5.20032212549192,0.77,0.54,7.32593139542e-235,3.68355156493113e-230,TRUE,TRUE
"181","CDH6",181,1004,"ENSG00000113361","Pericyte",0.875,0.395,3.28906788129341,0.873,0.746,9.41140080273615e-23,4.73214643762376e-18,FALSE,FALSE
"182","CDK18",182,5129,"ENSG00000117266","Oligodendrocyte",0.917,0.303,3.69202848462488,0.922,0.844,0,0,TRUE,TRUE
"183","CDKN1C",183,1028,"ENSG00000273707, ENSG00000129757","Oligodendrocyte",0.365,0.05,3.05825916586329,0.663,0.326,0,0,TRUE,TRUE
"184","CECR1",184,51816,"ENSG00000093072","Microglia",0.412,0.363,2.9866493899354,0.571,0.142,4.89930480563131e-230,2.46341944931948e-225,FALSE,FALSE
"185","CELF3",185,11189,"ENSG00000159409","VLMC",0.091,0.368,3.11009794203601,0.378,0.244,2.19225534622955e-07,0.0110228791063768,FALSE,FALSE
"186","CEMIP",186,57214,"ENSG00000103888","VLMC",0.818,0.63,4.16594034417015,0.767,0.534,1.77617875520471e-08,0.00089308043990448,FALSE,FALSE
"187","CERCAM",187,51148,"ENSG00000167123","Oligodendrocyte",0.991,0.259,5.36517443937815,0.991,0.982,0,0,TRUE,TRUE
"188","CFAP47",188,286464,"ENSG00000165164","Astrocyte",0.57,0.53,2.85401627855199,0.591,0.182,2.99894224954754e-281,1.507898152495e-276,FALSE,TRUE
"189","CFAP54",189,144535,"ENSG00000188596","VLMC",0.727,0.691,2.62246531555958,0.666,0.332,0.000379096852684695,1,TRUE,TRUE
"190","CFI",190,3426,"ENSG00000205403","Endothelial",0.557,0.402,3.7361894791228,0.645,0.29,2.09992784593898e-69,1.05586472021658e-64,TRUE,TRUE
"191","CHADL",191,150356,"ENSG00000100399","Oligodendrocyte",0.374,0.114,2.96079480020171,0.645,0.29,0,0,TRUE,TRUE
"192","CHMP1B2P",192,101060146,NA,"VLMC",0.364,0.282,3.44142729835063,0.578,0.156,1.81044893598451e-06,0.0910311829502371,FALSE,FALSE
"193","CHRNA2",193,1135,"ENSG00000120903","VIP",0.473,0.019,3.60510628970761,0.73,0.46,0,0,FALSE,TRUE
"194","CHST11",194,50515,"ENSG00000171310","OPC",0.988,0.715,2.56400196279059,0.95,0.9,0,0,FALSE,TRUE
"195","CIITA",195,4261,"ENSG00000179583","Microglia",0.485,0.27,3.19060239945909,0.647,0.294,4.53930715293687e-199,2.28240902956819e-194,TRUE,TRUE
"196","CLCN5",196,1184,"ENSG00000171365","Microglia",0.511,0.497,2.65709139715009,0.57,0.14,3.16116551606609e-130,1.58946563313319e-125,FALSE,FALSE
"197","CLDN10",197,9071,"ENSG00000134873","Astrocyte",0.719,0.354,3.38815884708871,0.783,0.566,0,0,TRUE,TRUE
"198","CLDN11",198,5010,"ENSG00000013297","Oligodendrocyte",0.983,0.305,4.99140408331775,0.983,0.966,0,0,TRUE,TRUE
"199","CLDN5",199,7122,"ENSG00000184113","Endothelial",0.914,0.007,6.93610743143753,0.957,0.914,1.47640655195395e-172,7.42351978387966e-168,TRUE,TRUE
"200","CLDND1",200,56650,"ENSG00000080822","Oligodendrocyte",0.916,0.527,3.29064282201336,0.9,0.8,0,0,TRUE,TRUE
"201","CLEC14A",201,161198,"ENSG00000176435","Endothelial",0.414,0.021,4.68399668976991,0.699,0.398,7.05002735033081e-41,3.54482425201983e-36,TRUE,TRUE
"202","CLEC1A",202,51267,"ENSG00000150048","VLMC",0.455,0.064,3.82532760725378,0.709,0.418,6.54942589749871e-14,3.29311683552133e-09,FALSE,FALSE
"203","CLEC3B",203,7123,"ENSG00000163815","Endothelial",0.729,0.035,5.2276047660299,0.858,0.716,9.36455167973976e-107,4.70859023008995e-102,FALSE,TRUE
"204","CLEC7A",204,64581,"ENSG00000172243","Microglia",0.388,0.013,4.97625638065564,0.69,0.38,0,0,TRUE,TRUE
"205","CLIC5",205,53405,"ENSG00000112782","Endothelial",0.471,0.234,3.54705188256122,0.658,0.316,5.03726204948469e-27,2.5327857311014e-22,FALSE,FALSE
"206","CLMN",206,79789,"ENSG00000165959","Oligodendrocyte",0.936,0.286,3.90517280850764,0.943,0.886,0,0,TRUE,TRUE
"207","CLMP",207,79827,"ENSG00000166250","VLMC",0.545,0.533,2.51512531497429,0.575,0.15,0.00891325798734427,1,FALSE,FALSE
"208","CMAHP",208,8418,NA,"Endothelial",0.429,0.247,2.86531024762626,0.623,0.246,1.70276432919094e-14,8.56166932360496e-10,TRUE,TRUE
"209","CMKLR1",209,1240,"ENSG00000174600","VLMC",0.727,0.078,3.28535680024694,0.846,0.692,7.46609393478973e-11,3.75402669135162e-06,TRUE,TRUE
"210","CMTM5",210,116173,"ENSG00000166091","Oligodendrocyte",0.409,0.012,3.69454727550694,0.7,0.4,0,0,TRUE,TRUE
"211","CMTM7",211,112616,"ENSG00000153551","Microglia",0.385,0.182,4.24059728275497,0.631,0.262,0,0,TRUE,TRUE
"212","CMTM8",212,152189,"ENSG00000170293","Endothelial",0.729,0.495,2.931206608209,0.746,0.492,1.30715206672871e-35,6.57249130671865e-31,FALSE,FALSE
"213","CNDP1",213,84735,"ENSG00000150656","Oligodendrocyte",0.961,0.237,6.03842914058188,0.973,0.946,0,0,TRUE,TRUE
"214","CNKSR3",214,154043,"ENSG00000153721","Oligodendrocyte",0.63,0.401,2.87913067404704,0.699,0.398,0,0,FALSE,TRUE
"215","CNP",215,1267,"ENSG00000173786","Oligodendrocyte",0.646,0.148,3.7340262806973,0.784,0.568,0,0,TRUE,TRUE
"216","CNTN2",216,6900,"ENSG00000184144","Oligodendrocyte",0.956,0.374,3.66117672386779,0.951,0.902,0,0,TRUE,TRUE
"217","COL13A1",217,1305,"ENSG00000197467","VLMC",0.727,0.157,4.365774662951,0.842,0.684,4.14037871727782e-17,2.08182382283446e-12,FALSE,FALSE
"218","COL14A1",218,7373,"ENSG00000187955","Pericyte",0.5,0.409,3.17044074530112,0.603,0.206,1.6198710798021e-10,8.14487377635296e-06,TRUE,TRUE
"219","COL15A1",219,1306,"ENSG00000204291","VLMC",1,0.103,5.92146244036754,0.999,0.998,1.99065184505125e-49,1.00091965421022e-44,TRUE,TRUE
"220","COL1A1",220,1277,"ENSG00000108821","VLMC",0.545,0.028,4.37324390747054,0.766,0.532,8.07064358099678e-19,4.05800029896099e-14,TRUE,TRUE
"221","COL20A1",221,57642,"ENSG00000101203","OPC",0.761,0.077,4.13731156060382,0.863,0.726,0,0,TRUE,TRUE
"222","COL25A1",222,84570,"ENSG00000188517","SST",0.895,0.645,2.60713269172615,0.832,0.664,0,0,TRUE,TRUE
"223","COL27A1",223,85301,"ENSG00000196739","VLMC",0.909,0.328,2.84007268752465,0.868,0.736,1.03014128969194e-06,0.0517965341870005,TRUE,TRUE
"224","COL3A1",224,1281,"ENSG00000168542","VLMC",0.818,0.02,4.6045012907531,0.902,0.804,1.40562200185275e-14,7.06760798751579e-10,TRUE,TRUE
"225","COL4A2",225,1284,"ENSG00000134871","Pericyte",0.562,0.383,2.6890732235803,0.657,0.314,9.51673540371377e-09,0.000478510972834132,FALSE,TRUE
"226","COL4A3",226,1285,"ENSG00000169031","Pericyte",0.594,0.189,3.84819552886973,0.748,0.496,1.96994641832534e-26,9.90508758598162e-22,TRUE,TRUE
"227","COL4A4",227,1286,"ENSG00000081052","Pericyte",0.719,0.357,3.76200291467444,0.771,0.542,7.45578704430862e-31,3.74884428374882e-26,TRUE,TRUE
"228","COL4A6",228,1288,"ENSG00000197565","VLMC",0.455,0.291,4.11606615866002,0.627,0.254,1.716800207483e-21,8.63224312324525e-17,FALSE,FALSE
"229","COL5A1",229,1289,"ENSG00000130635","VLMC",0.727,0.253,3.1205892968447,0.803,0.606,2.57713329612334e-07,0.0129580839262378,FALSE,FALSE
"230","COL5A3",230,50509,"ENSG00000080573","Astrocyte",0.952,0.466,4.10873003496971,0.951,0.902,0,0,FALSE,FALSE
"231","COL6A1",231,1291,"ENSG00000142156","VLMC",0.909,0.481,2.5204451897108,0.919,0.838,6.90102843384233e-10,3.46990610682026e-05,FALSE,FALSE
"232","COL6A3",232,1293,"ENSG00000163359","VLMC",0.727,0.069,5.19102293603879,0.853,0.706,5.28245586139782e-25,2.65607163166944e-20,TRUE,TRUE
"233","COL7A1",233,1294,"ENSG00000114270","VLMC",0.455,0.244,2.7454449705074,0.656,0.312,4.08549453072054e-05,1,FALSE,FALSE
"234","COL8A1",234,1295,"ENSG00000144810","VLMC",0.455,0.273,3.11714864550325,0.62,0.24,0.0245419531393406,1,TRUE,TRUE
"235","COL9A1",235,1297,"ENSG00000112280","OPC",0.873,0.246,3.81358164031993,0.907,0.814,0,0,TRUE,TRUE
"236","COL9A2",236,1298,"ENSG00000049089","Oligodendrocyte",0.699,0.086,2.98116482873941,0.824,0.648,0,0,FALSE,TRUE
"237","CORT",237,1325,"ENSG00000241563","SST",0.588,0.103,2.53213928805396,0.757,0.514,0,0,TRUE,TRUE
"238","COTL1",238,23406,"ENSG00000103187","Microglia",0.463,0.252,2.82172107913487,0.64,0.28,1.93866330941977e-154,9.74779298609354e-150,TRUE,TRUE
"239","CPED1",239,79974,"ENSG00000106034","Microglia",0.78,0.285,3.96947901106767,0.841,0.682,0,0,TRUE,TRUE
"240","CPLX3",240,594855,"ENSG00000213578","LAMP5",0.533,0.038,2.97197151815243,0.751,0.502,0,0,FALSE,FALSE
"241","CPNE2",241,221184,"ENSG00000140848","Oligodendrocyte",0.55,0.247,2.56844442449265,0.697,0.394,0,0,FALSE,TRUE
"242","CPS1",242,1373,"ENSG00000021826","VLMC",0.545,0.327,3.17655688418021,0.67,0.34,8.93742372464574e-05,1,TRUE,TRUE
"243","CREB3L2",243,64764,"ENSG00000182158","VLMC",0.909,0.369,2.87090619209433,0.891,0.782,3.8489582158095e-09,0.000193529468049118,FALSE,TRUE
"244","CREB5",244,9586,"ENSG00000146592","Oligodendrocyte",0.973,0.717,2.94957414116021,0.932,0.864,0,0,TRUE,TRUE
"245","CRH",245,1392,"ENSG00000147571","VIP",0.517,0.082,2.73876015777711,0.727,0.454,0,0,FALSE,FALSE
"246","CRHBP",246,1393,"ENSG00000145708","SST",0.505,0.133,2.692450874295,0.705,0.41,5.24919300474144e-261,2.63934673471404e-256,FALSE,TRUE
"247","CRIP1",247,1396,"ENSG00000213145","Pericyte",0.469,0.01,4.60974453301262,0.732,0.464,1.48009382150372e-42,7.44205974390285e-38,FALSE,FALSE
"248","CRISPLD2",248,83716,"ENSG00000103196","OPC",0.464,0.328,3.02669341224924,0.614,0.228,9.09546109431076e-275,4.57328879283039e-270,FALSE,TRUE
"249","CRYAB",249,1410,"ENSG00000109846","Oligodendrocyte",0.837,0.247,3.61557060091694,0.883,0.766,0,0,TRUE,TRUE
"250","CRYM",250,1428,"ENSG00000103316","L5/6 NP",0.985,0.431,2.56499554007821,0.956,0.912,0,0,TRUE,FALSE
"251","CSF1",251,1435,"ENSG00000184371","VLMC",0.636,0.039,2.83970704645682,0.801,0.602,1.61965065387804e-07,0.00814376545276416,FALSE,TRUE
"252","CSF1R",252,1436,"ENSG00000182578","Microglia",0.963,0.244,5.69615240154219,0.972,0.944,0,0,TRUE,TRUE
"253","CSF2RA",253,1438,"ENSG00000198223","Microglia",0.521,0.005,4.42940102416044,0.759,0.518,0,0,FALSE,FALSE
"254","CSF3R",254,1441,"ENSG00000119535","Microglia",0.755,0.065,5.95472383655584,0.869,0.738,0,0,TRUE,TRUE
"255","CSPG4",255,1464,"ENSG00000173546","OPC",0.554,0.112,4.03468741440602,0.747,0.494,0,0,TRUE,TRUE
"256","CSRP1",256,1465,"ENSG00000159176","Oligodendrocyte",0.559,0.145,2.74263922726671,0.732,0.464,0,0,FALSE,TRUE
"257","CST3",257,1471,"ENSG00000101439","Astrocyte",0.946,0.271,3.08465074156996,0.938,0.876,0,0,FALSE,TRUE
"258","CTGF",258,1490,"ENSG00000118523","L6b",0.964,0.1,3.27554159582691,0.962,0.924,0,0,FALSE,FALSE
"259","CTNNA3",259,29119,"ENSG00000183230","Oligodendrocyte",1,0.972,3.61520247552131,0.993,0.986,0,0,TRUE,TRUE
"260","CTSC",260,1075,"ENSG00000109861","Microglia",0.392,0.128,3.52113582147736,0.649,0.298,5.00724049768393e-190,2.51769059464046e-185,TRUE,TRUE
"261","CTSK",261,1513,"ENSG00000143387","VLMC",0.364,0.156,3.05152034568879,0.629,0.258,0.00014872330291708,1,TRUE,TRUE
"262","CTSS",262,1520,"ENSG00000163131","Microglia",0.457,0.325,3.27306038141484,0.613,0.226,2.07087769487846e-202,1.04125801376184e-197,TRUE,TRUE
"263","CX3CR1",263,1524,"ENSG00000168329","Microglia",0.929,0.027,6.82358039690678,0.963,0.926,0,0,TRUE,TRUE
"264","CXCL12",264,6387,"ENSG00000107562","VLMC",0.727,0.044,3.62620160459968,0.854,0.708,2.499896782613e-11,1.25697310126564e-06,TRUE,TRUE
"265","CXCL14",265,9547,"ENSG00000145824","PAX6",1,0.286,2.78169968701383,0.971,0.942,1.25459351212881e-196,6.30822163833485e-192,FALSE,TRUE
"266","CXorf36",266,79742,"ENSG00000147113","Endothelial",0.629,0.152,4.47055135286765,0.781,0.562,2.22721230621039e-123,1.11986461968565e-118,FALSE,FALSE
"267","CXorf58",267,254158,"ENSG00000165182","Pericyte",0.375,0.255,3.65219772501148,0.57,0.14,0.00163195371296465,1,FALSE,FALSE
"268","CYBB",268,1536,"ENSG00000165168","Microglia",0.581,0.05,5.24911363495019,0.777,0.554,0,0,TRUE,TRUE
"269","CYBRD1",269,79901,"ENSG00000071967","VLMC",0.636,0.171,2.93672826201042,0.772,0.544,1.31133115261568e-07,0.00659350416846692,FALSE,TRUE
"270","CYFIP1",270,23191,"ENSG00000273749, ENSG00000280618, ENSG00000288461","Microglia",0.997,0.969,3.26470868558941,0.915,0.83,0,0,TRUE,TRUE
"271","CYP1B1",271,1545,"ENSG00000138061","VLMC",0.727,0.036,5.66122217240401,0.856,0.712,2.74832370589233e-18,1.38188464255972e-13,TRUE,TRUE
"272","CYP27A1",272,1593,"ENSG00000135929","Oligodendrocyte",0.535,0.218,2.52228248092535,0.696,0.392,0,0,FALSE,TRUE
"273","CYP2J2",273,1573,"ENSG00000134716","Oligodendrocyte",0.384,0.048,2.50375437704149,0.671,0.342,0,0,FALSE,TRUE
"274","CYTH4",274,27128,"ENSG00000100055","Microglia",0.403,0.072,4.59784508614321,0.678,0.356,0,0,TRUE,TRUE
"275","CYTL1",275,54360,"ENSG00000170891","VLMC",0.636,0.006,5.10092300218059,0.816,0.632,1.46712654629506e-13,7.37685898742619e-09,FALSE,FALSE
"276","CYYR1",276,116159,"ENSG00000166265","Endothelial",0.4,0.035,3.92622852915672,0.687,0.374,3.61085482874034e-34,1.81557391643893e-29,TRUE,TRUE
"277","DAAM2",277,23500,"ENSG00000146122","Oligodendrocyte",0.839,0.198,3.1809192209786,0.883,0.766,0,0,FALSE,TRUE
"278","DAB2",278,1601,"ENSG00000153071","VLMC",0.636,0.285,3.22019720636618,0.761,0.522,9.37592632328329e-08,0.00471430951461007,TRUE,TRUE
"279","DACH1",279,1602,"ENSG00000276644","Endothelial",0.843,0.611,2.79199036431167,0.8,0.6,9.59211122398548e-30,4.82300944453214e-25,FALSE,FALSE
"280","DACT1",280,51339,"ENSG00000165617","VLMC",0.364,0.048,3.6795386499952,0.666,0.332,5.09621005087538e-06,0.256242537568065,TRUE,TRUE
"281","DAPL1",281,92196,"ENSG00000163331","L5/6 NP",0.597,0.073,2.66143387647732,0.779,0.558,4.9530080995585e-319,2.49042200253901e-314,FALSE,FALSE
"282","DBNDD2",282,55861,"ENSG00000244274","Oligodendrocyte",0.611,0.134,4.15885754936413,0.777,0.554,0,0,TRUE,TRUE
"283","DCSTAMP",283,81501,"ENSG00000164935","L5/6 IT Car3",0.499,0.03,3.34051005535136,0.738,0.476,1.79323336832058e-177,9.01655669925271e-173,FALSE,FALSE
"284","DDR2",284,4921,"ENSG00000162733","PAX6",0.876,0.283,3.12713227214647,0.902,0.804,3.24591180992185e-208,1.63207691714681e-203,FALSE,FALSE
"285","DDX60L",285,91351,"ENSG00000181381","Endothelial",0.371,0.252,2.98058204069262,0.596,0.192,5.67332692248453e-29,2.85260550989445e-24,FALSE,TRUE
"286","DENND2A",286,27147,"ENSG00000146966","VLMC",1,0.646,2.54537671397254,0.906,0.812,9.9009780587514e-09,0.000497831077772079,FALSE,TRUE
"287","DENND2C",287,163259,"ENSG00000175984","Endothelial",0.471,0.33,2.68218112919225,0.618,0.236,2.47765672024792e-17,1.24579057550786e-12,TRUE,TRUE
"288","DFNB31",288,25861,"ENSG00000095397","Oligodendrocyte",0.66,0.265,2.59256631742812,0.745,0.49,0,0,FALSE,FALSE
"289","DHRS3",289,9249,"ENSG00000162496","Microglia",0.373,0.173,3.03877805030856,0.621,0.242,3.11573939884712e-158,1.56662492713432e-153,TRUE,TRUE
"290","DHRS9",290,10170,"ENSG00000073737","Microglia",0.381,0.041,5.49703605326835,0.677,0.354,0,0,FALSE,TRUE
"291","DIO2",291,1734,"ENSG00000211448","Astrocyte",0.436,0.026,3.88473363857507,0.709,0.418,0,0,FALSE,FALSE
"292","DLC1",292,10395,"ENSG00000164741, ENSG00000285265","Pericyte",1,0.86,3.3169023984676,0.989,0.978,7.52178344417178e-31,3.78202793356401e-26,TRUE,TRUE
"293","DLEU7",293,220107,"ENSG00000186047","Microglia",0.892,0.497,3.63491826358366,0.884,0.768,0,0,FALSE,FALSE
"294","DLL4",294,54567,"ENSG00000128917","Endothelial",0.357,0.068,4.63833817115244,0.654,0.308,5.10998460191317e-43,2.56935135768796e-38,TRUE,TRUE
"295","DNAH11",295,8701,"ENSG00000105877","OPC",0.735,0.44,2.81081803054065,0.744,0.488,7.79077469903184e-310,3.9172794264202e-305,FALSE,TRUE
"296","DNAJB1",296,3337,"ENSG00000132002","Endothelial",0.329,0.356,3.04267753703991,0.522,0.044,4.83510051538577e-15,2.43113689014112e-10,FALSE,TRUE
"297","DNM1P46",297,196968,NA,"VLMC",0.364,0.061,3.22204007115728,0.657,0.314,7.33455067377653e-05,1,FALSE,FALSE
"298","DOCK1",298,1793,"ENSG00000150760","Oligodendrocyte",0.903,0.551,2.54663242525041,0.867,0.734,0,0,FALSE,TRUE
"299","DOCK2",299,1794,"ENSG00000134516","Microglia",0.808,0.44,4.89148475561403,0.841,0.682,0,0,TRUE,TRUE
"300","DOCK4",300,9732,"ENSG00000128512","Microglia",1,0.965,2.54203573167817,0.97,0.94,0,0,FALSE,FALSE
"301","DOCK5",301,80005,"ENSG00000147459","Oligodendrocyte",0.971,0.512,4.12393432110987,0.965,0.93,0,0,TRUE,TRUE
"302","DOCK8",302,81704,"ENSG00000107099","Microglia",0.977,0.371,6.39523615946554,0.982,0.964,0,0,TRUE,TRUE
"303","DPYS",303,1807,"ENSG00000147647","Microglia",0.359,0.295,2.73123993077784,0.555,0.11,7.89602358972471e-64,3.97019962114948e-59,FALSE,FALSE
"304","DUSP1",304,1843,"ENSG00000120129","Endothelial",0.629,0.13,4.95724799093078,0.786,0.572,4.76766630913333e-70,2.39723029689533e-65,TRUE,TRUE
"305","ECE1",305,1889,"ENSG00000117298","Pericyte",0.719,0.673,2.51391644511847,0.725,0.45,5.36684091596384e-21,2.69850128095578e-16,FALSE,TRUE
"306","EDN3",306,1908,"ENSG00000124205","VLMC",0.727,0.033,4.60182982692438,0.857,0.714,4.30765019572553e-17,2.16592959491275e-12,FALSE,FALSE
"307","EDNRA",307,1909,"ENSG00000151617","Pericyte",0.5,0.204,3.94546862448023,0.686,0.372,6.81928331096754e-18,3.42880384158759e-13,TRUE,TRUE
"308","EDNRB",308,1910,"ENSG00000136160","Astrocyte",0.573,0.192,3.48900405314353,0.736,0.472,0,0,TRUE,TRUE
"309","EFEMP1",309,2202,"ENSG00000115380","Astrocyte",0.643,0.087,3.44881246317633,0.795,0.59,0,0,TRUE,TRUE
"310","EFHD1",310,80303,"ENSG00000115468","Oligodendrocyte",0.663,0.373,3.06692874547954,0.733,0.466,0,0,FALSE,TRUE
"311","EFS",311,10278,"ENSG00000100842","Oligodendrocyte",0.37,0.046,2.89396668848755,0.667,0.334,0,0,FALSE,TRUE
"312","EGFL7",312,51162,"ENSG00000172889","Endothelial",0.743,0.249,3.37876479321734,0.811,0.622,1.05713283733506e-50,5.31536961940442e-46,TRUE,FALSE
"313","EHD2",313,30846,"ENSG00000024422","Pericyte",0.562,0.283,4.01629005305519,0.709,0.418,1.45774845668938e-39,7.32970501507985e-35,TRUE,TRUE
"314","ELF1",314,1997,"ENSG00000120690","VLMC",0.727,0.457,2.70475547036117,0.711,0.422,0.00169529030117266,1,FALSE,TRUE
"315","ELFN1",315,392617,"ENSG00000225968","SST",0.766,0.24,2.50977380257641,0.825,0.65,0,0,FALSE,TRUE
"316","ELK3",316,2004,"ENSG00000111145","Endothelial",0.643,0.347,2.77862063998646,0.713,0.426,4.29413544349076e-23,2.15913424234159e-18,FALSE,TRUE
"317","ELN",317,2006,"ENSG00000049540","VLMC",0.636,0.387,2.99261128840109,0.729,0.458,3.07444646221459e-08,0.00154586242566612,FALSE,TRUE
"318","ELOVL1",318,64834,"ENSG00000066322","Oligodendrocyte",0.49,0.148,3.04307885482213,0.69,0.38,0,0,TRUE,TRUE
"319","ELOVL7",319,79993,"ENSG00000164181","Endothelial",0.886,0.437,3.85424566285183,0.897,0.794,1.38174784622414e-75,6.9475663455996e-71,TRUE,TRUE
"320","EMC10",320,284361,"ENSG00000161671","Oligodendrocyte",0.671,0.451,2.59651141580363,0.695,0.39,0,0,FALSE,TRUE
"321","EMID1",321,129080,"ENSG00000186998","Astrocyte",0.822,0.315,2.59117089518789,0.844,0.688,0,0,FALSE,TRUE
"322","EMP1",322,2012,"ENSG00000134531","VLMC",0.364,0.025,3.60264456183326,0.672,0.344,9.34196736202288e-05,1,TRUE,TRUE
"323","EMX2",323,2018,"ENSG00000170370","Astrocyte",0.732,0.012,3.98129814149768,0.864,0.728,0,0,TRUE,TRUE
"324","EMX2OS",324,196047,NA,"Astrocyte",0.712,0.064,4.64266888069537,0.844,0.688,0,0,TRUE,TRUE
"325","ENPP2",325,5168,"ENSG00000136960","Oligodendrocyte",0.987,0.324,4.94907812004264,0.987,0.974,0,0,TRUE,TRUE
"326","ENPP6",326,133121,"ENSG00000164303","Oligodendrocyte",0.387,0.345,2.69868797937875,0.56,0.12,0,0,TRUE,TRUE
"327","ENPP7P8",327,100421860,NA,"L5/6 NP",0.994,0.516,2.51841693525128,0.954,0.908,0,0,FALSE,FALSE
"328","EPN2",328,22905,"ENSG00000072134","OPC",0.999,0.782,2.71611227117031,0.966,0.932,0,0,FALSE,TRUE
"329","EPS8",329,2059,"ENSG00000151491","Pericyte",1,0.39,3.84782136041183,0.978,0.956,4.17648563526955e-46,2.09997874226988e-41,TRUE,TRUE
"330","ERBB3",330,2065,"ENSG00000065361","Oligodendrocyte",0.716,0.186,3.87819666585142,0.821,0.642,0,0,TRUE,TRUE
"331","ERG",331,2078,"ENSG00000157554","Endothelial",0.943,0.292,5.19575572505302,0.959,0.918,3.93688923873773e-269,1.97950727812972e-264,TRUE,TRUE
"332","ERMN",332,57471,"ENSG00000136541","Oligodendrocyte",0.687,0.031,5.36226004378487,0.837,0.674,0,0,TRUE,TRUE
"333","ESRRB",333,2103,"ENSG00000119715","Microglia",0.373,0.305,2.57100073470944,0.562,0.124,1.62573506074281e-60,8.17435845892094e-56,FALSE,FALSE
"334","ETNPPL",334,64850,"ENSG00000164089","Astrocyte",0.803,0.06,5.62061680243063,0.894,0.788,0,0,TRUE,TRUE
"335","EVI2A",335,2123,"ENSG00000126860","Oligodendrocyte",0.622,0.164,4.01924567947346,0.77,0.54,0,0,TRUE,TRUE
"336","EYA1",336,2138,"ENSG00000104313","Astrocyte",0.775,0.452,2.85239919779414,0.789,0.578,0,0,TRUE,TRUE
"337","EYA2",337,2139,"ENSG00000064655","Astrocyte",0.921,0.556,3.93985771584224,0.913,0.826,0,0,TRUE,TRUE
"338","EYA4",338,2070,"ENSG00000112319","LAMP5",0.876,0.28,3.62179238689638,0.903,0.806,0,0,TRUE,TRUE
"339","EZR",339,7430,"ENSG00000092820","Astrocyte",0.779,0.134,4.27354524679999,0.869,0.738,0,0,TRUE,TRUE
"340","F11.AS1",340,NA,NA,"Astrocyte",0.68,0.267,3.63004765996665,0.781,0.562,0,0,FALSE,FALSE
"341","F13A1",341,2162,"ENSG00000124491","VLMC",0.636,0.409,3.90836025578468,0.715,0.43,6.66086060403376e-11,3.34914732031422e-06,TRUE,TRUE
"342","F2R",342,2149,"ENSG00000181104","VLMC",0.364,0.124,2.96196342509943,0.638,0.276,0.00015744866187554,1,TRUE,TRUE
"343","F3",343,2152,"ENSG00000117525","Astrocyte",0.816,0.03,4.75351249090778,0.903,0.806,0,0,TRUE,TRUE
"344","FA2H",344,79152,"ENSG00000103089","Oligodendrocyte",0.908,0.218,4.77338851718224,0.939,0.878,0,0,TRUE,TRUE
"345","FAM105A",345,54491,"ENSG00000145569","Microglia",0.537,0.198,3.64819510652439,0.708,0.416,7.30719735472593e-297,3.67413190192974e-292,FALSE,FALSE
"346","FAM107A",346,11170,"ENSG00000168309","Astrocyte",0.804,0.251,3.05641829083971,0.848,0.696,0,0,TRUE,TRUE
"347","FAM107B",347,83641,"ENSG00000065809","Oligodendrocyte",0.911,0.538,4.24321956534302,0.906,0.812,0,0,TRUE,TRUE
"348","FAM114A1",348,92689,"ENSG00000197712","VLMC",0.545,0.273,3.31482645802239,0.701,0.402,4.0290126339769e-09,0.000202582784248993,TRUE,TRUE
"349","FAM124A",349,220108,"ENSG00000150510","Oligodendrocyte",0.726,0.303,2.92847631271548,0.788,0.576,0,0,TRUE,TRUE
"350","FAM133CP",350,728640,NA,"VLMC",0.455,0.25,3.50036367093229,0.62,0.24,0.0451253128405789,1,FALSE,FALSE
"351","FAM162B",351,221303,"ENSG00000183807","Pericyte",0.438,0.16,2.96042969831283,0.66,0.32,2.8832003620156e-08,0.00144970197402506,FALSE,FALSE
"352","FAM177B",352,400823,"ENSG00000197520","Microglia",0.617,0.068,5.2905353680288,0.794,0.588,0,0,TRUE,FALSE
"353","FAM180A",353,389558,"ENSG00000189320","VLMC",0.455,0.055,4.81513762686677,0.711,0.422,5.66476358091568e-34,2.84829977612021e-29,FALSE,FALSE
"354","FAM189A2",354,9413,"ENSG00000135063","Astrocyte",0.79,0.131,4.07134030398494,0.871,0.742,0,0,TRUE,TRUE
"355","FAM20A",355,54757,"ENSG00000108950","VLMC",0.455,0.092,3.31101025819237,0.698,0.396,1.74352535384678e-06,0.0876661983167699,TRUE,TRUE
