"","gene","X","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","hMC_overlap","used"
"539","KCNH8",539,131096,"ENSG00000183960","Oligodendrocyte",0.956,0.556,3.81553588133731,0.948,0.896,0,0,TRUE,TRUE
"540","KCNJ10",540,3766,"ENSG00000177807","Oligodendrocyte",0.558,0.077,2.7546686400772,0.75,0.5,0,0,FALSE,TRUE
"541","KCNJ2",541,3759,"ENSG00000123700","Oligodendrocyte",0.477,0.131,2.53846437049452,0.685,0.37,9.74791519244779e-321,4.90134923791468e-316,TRUE,TRUE
"542","KCNK13",542,56659,"ENSG00000152315","Microglia",0.529,0.382,3.32960177024963,0.641,0.282,8.09778907186474e-266,4.07164932322431e-261,TRUE,TRUE
"543","KCNK17",543,89822,"ENSG00000124780","VLMC",0.727,0.03,5.60100869106641,0.86,0.72,1.10176885999424e-107,5.53980400493704e-103,FALSE,FALSE
"544","KCNK2",544,3776,"ENSG00000082482","VLMC",0.636,0.434,2.93106536999987,0.738,0.476,9.15658843690513e-08,0.00460402423196027,FALSE,FALSE
"545","KCNQ1",545,3784,"ENSG00000282076, ENSG00000053918","Microglia",0.592,0.379,3.15277554594075,0.681,0.362,6.55422620427206e-253,3.29553047777003e-248,TRUE,TRUE
"546","KCNS3",546,3790,"ENSG00000170745","PVALB",0.564,0.182,2.56986554929004,0.728,0.456,0,0,TRUE,TRUE
"547","KCTD12",547,115207,"ENSG00000178695","Microglia",0.353,0.125,3.11451058481191,0.628,0.256,3.04375258257129e-136,1.53042923604267e-131,TRUE,TRUE
"548","KCTD9",548,54793,"ENSG00000104756","VLMC",0.727,0.263,3.71922138344559,0.794,0.588,1.55773217685933e-07,0.00783243315846642,FALSE,FALSE
"549","KDELC2",549,143888,"ENSG00000178202","VLMC",0.364,0.105,2.98098910615003,0.64,0.28,0.00428587571767193,1,FALSE,FALSE
"550","KIAA0226L",550,80183,"ENSG00000102445","Microglia",0.601,0.265,3.31650678291211,0.719,0.438,8.01380392234327e-257,4.02942075019342e-252,FALSE,FALSE
"551","KIF13B",551,23303,"ENSG00000197892","Oligodendrocyte",0.892,0.635,2.55621063249097,0.828,0.656,0,0,FALSE,TRUE
"552","KIF6",552,221458,"ENSG00000164627","Oligodendrocyte",0.785,0.594,2.95297138260554,0.76,0.52,0,0,TRUE,TRUE
"553","KIT",553,3815,"ENSG00000157404","LAMP5",0.907,0.172,3.95560253415721,0.934,0.868,0,0,TRUE,TRUE
"554","KLF2",554,10365,"ENSG00000127528","Endothelial",0.586,0.02,4.61797595457868,0.787,0.574,1.05257279879881e-70,5.29244128964029e-66,TRUE,TRUE
"555","KLF5",555,688,"ENSG00000102554","SST",0.499,0.076,2.88104902273239,0.723,0.446,0,0,TRUE,FALSE
"556","KLK6",556,5653,"ENSG00000167755","Oligodendrocyte",0.574,0.02,5.33878536758332,0.782,0.564,0,0,TRUE,TRUE
"557","KLKB1",557,3818,"ENSG00000164344","Astrocyte",0.498,0.183,2.71645650016137,0.686,0.372,1.20312662125376e-286,6.04944096432605e-282,FALSE,FALSE
"558","KLRC3",558,3823,"ENSG00000205810","OPC",0.354,0.013,3.70070532049346,0.672,0.344,1.48933202543683e-302,7.48851035709893e-298,FALSE,FALSE
"559","KMO",559,8564,"ENSG00000117009","VIP",0.661,0.269,2.72928145741222,0.757,0.514,0,0,TRUE,TRUE
"560","KREMEN1",560,83999,"ENSG00000183762","VLMC",0.818,0.38,3.49275959683804,0.856,0.712,3.73919127717992e-14,1.88010276607884e-09,TRUE,TRUE
"561","KRT17",561,3872,"ENSG00000128422","L6b",0.865,0.28,2.74839388075463,0.889,0.778,0,0,FALSE,FALSE
"562","LAMA1",562,284217,"ENSG00000101680","Astrocyte",0.829,0.462,4.35886145145432,0.843,0.686,0,0,TRUE,TRUE
"563","LAMA3",563,3909,"ENSG00000053747","Endothelial",0.871,0.45,3.69150494283667,0.861,0.722,9.09447155693496e-76,4.57279124354247e-71,TRUE,TRUE
"564","LAMA4",564,3910,"ENSG00000112769","VLMC",0.909,0.346,3.63990568489019,0.928,0.856,7.73555391990839e-13,3.88951386646914e-08,TRUE,TRUE
"565","LAMB2",565,3913,"ENSG00000172037","VLMC",0.455,0.068,2.6514877461892,0.702,0.404,0.000231894658085498,1,FALSE,TRUE
"566","LAMC1",566,3915,"ENSG00000135862","VLMC",1,0.566,3.46523181068492,0.971,0.942,1.98654637197467e-13,9.98855381292583e-09,TRUE,TRUE
"567","LAMP2",567,3920,"ENSG00000005893","Oligodendrocyte",0.91,0.65,2.51238498082946,0.859,0.718,0,0,FALSE,TRUE
"568","LAMP5",568,24141,"ENSG00000125869","LAMP5",0.939,0.182,3.44494092851022,0.945,0.89,0,0,TRUE,TRUE
"569","LAPTM4A",569,9741,"ENSG00000068697","Pericyte",0.531,0.378,2.50269928110613,0.646,0.292,4.87237018795184e-08,0.00244987645420406,FALSE,TRUE
"570","LAPTM5",570,7805,"ENSG00000162511","Microglia",0.755,0.035,5.30174181206277,0.871,0.742,0,0,TRUE,TRUE
"571","LARP6",571,55323,"ENSG00000166173","Oligodendrocyte",0.521,0.31,2.52483747349893,0.653,0.306,0,0,TRUE,TRUE
"572","LAT2",572,7462,"ENSG00000086730","Microglia",0.48,0.236,4.08593199529922,0.666,0.332,0,0,TRUE,TRUE
"573","LCN12",573,286256,"ENSG00000184925","Astrocyte",0.456,0.069,3.10379207335181,0.704,0.408,0,0,TRUE,TRUE
"574","LCNL1",574,401562,"ENSG00000214402","Astrocyte",0.494,0.102,2.69401196746803,0.711,0.422,0,0,FALSE,TRUE
"575","LDB3",575,11155,"ENSG00000122367","Oligodendrocyte",0.864,0.296,4.0846236832359,0.894,0.788,0,0,TRUE,TRUE
"576","LDLRAP1",576,26119,"ENSG00000157978","Oligodendrocyte",0.363,0.144,2.92505969873554,0.628,0.256,0,0,TRUE,TRUE
"577","LGALS1",577,3956,"ENSG00000100097","Pericyte",0.656,0.209,3.8110399114532,0.786,0.572,5.04399190892343e-30,2.53616957172579e-25,TRUE,TRUE
"578","LGALS3",578,3958,"ENSG00000131981","VLMC",0.364,0.071,2.64714917688733,0.655,0.31,0.000486440416295366,1,FALSE,TRUE
"579","LHFP",579,10186,"ENSG00000183722","Pericyte",0.969,0.658,2.80455667409182,0.946,0.892,1.7795743966009e-21,8.947878023549e-17,FALSE,FALSE
"580","LHFPL2",580,10184,"ENSG00000145685","Microglia",0.803,0.476,3.46967454657112,0.818,0.636,0,0,TRUE,TRUE
"581","LHFPL3",581,375612,"ENSG00000187416","OPC",1,0.746,4.4754710451009,0.999,0.998,0,0,TRUE,TRUE
"582","LILRB1",582,10859,"ENSG00000274669, ENSG00000277807, ENSG00000276452, ENSG00000277134, ENSG00000104972","Microglia",0.42,0.023,4.89056224467651,0.703,0.406,0,0,TRUE,TRUE
"583","LILRB4",583,11006,"ENSG00000278555, ENSG00000276042, ENSG00000278279, ENSG00000275730, ENSG00000186818","Microglia",0.471,0.092,4.93669315535003,0.71,0.42,0,0,TRUE,TRUE
"584","LINC00298",584,339788,NA,"LAMP5",0.687,0.123,2.58552877342824,0.804,0.608,0,0,FALSE,FALSE
"585","LINC00470",585,56651,NA,"IT",0.495,0.163,2.58924365338974,0.69,0.38,0,0,FALSE,FALSE
"586","LINC00499",586,100874047,NA,"Astrocyte",0.859,0.229,5.94843334862829,0.91,0.82,0,0,TRUE,TRUE
"587","LINC00507",587,100862680,NA,"IT",0.383,0.018,3.47823542973004,0.685,0.37,0,0,FALSE,TRUE
"588","LINC00609",588,101101773,NA,"Oligodendrocyte",0.784,0.257,3.6693608808304,0.847,0.694,0,0,FALSE,FALSE
"589","LINC00639",589,283547,NA,"Oligodendrocyte",0.701,0.247,4.02727719593361,0.803,0.606,0,0,TRUE,TRUE
"590","LINC00673",590,100499467,NA,"OPC",0.981,0.632,2.75202165823662,0.939,0.878,0,0,FALSE,FALSE
"591","LINC00844",591,100507008,NA,"Oligodendrocyte",0.617,0.053,4.08370543470859,0.795,0.59,0,0,TRUE,TRUE
"592","LINC00861",592,100130231,NA,"L5 ET",0.787,0.032,3.29588693903036,0.886,0.772,3.9798601987495e-113,2.00111350653323e-108,FALSE,FALSE
"593","LINC00924",593,145820,NA,"VLMC",0.364,0.042,3.53622790564123,0.664,0.328,0.000209864232765424,1,FALSE,FALSE
"594","LINC00982",594,440556,NA,"Astrocyte",0.613,0.007,4.96004185779334,0.805,0.61,0,0,FALSE,FALSE
"595","LINC00996",595,285972,NA,"Microglia",0.472,0.02,5.55236847417918,0.731,0.462,0,0,FALSE,FALSE
"596","LINC01057",596,101928079,NA,"VLMC",0.364,0.266,3.52626553090552,0.597,0.194,7.48164866174356e-07,0.0376184776361128,FALSE,FALSE
"597","LINC01088",597,100505875,NA,"VLMC",1,0.442,4.60186112761265,NA,NA,1.00950467169926e-29,5.07589043977105e-25,TRUE,TRUE
"598","LINC01091",598,285419,NA,"Microglia",0.663,0.541,3.46961425023941,0.658,0.316,1.73257263137902e-219,8.71154844783683e-215,FALSE,FALSE
"599","LINC01094",599,100505702,NA,"Microglia",0.413,0.151,3.60931737680935,0.657,0.314,0,0,TRUE,TRUE
"600","LINC01105",600,150622,NA,"Oligodendrocyte",0.591,0.18,2.65003010723222,0.736,0.472,0,0,FALSE,FALSE
"601","LINC01141",601,339505,NA,"Microglia",0.756,0.188,4.45263485975972,0.84,0.68,0,0,FALSE,FALSE
"602","LINC01162",602,104355138,NA,"PAX6",0.651,0.459,2.73219575224285,0.655,0.31,1.0861327312704e-161,5.46118398610071e-157,FALSE,FALSE
"603","LINC01170",603,103724389,NA,"Oligodendrocyte",0.769,0.508,3.81610854433915,0.792,0.584,0,0,FALSE,FALSE
"604","LINC01179",604,101928151,NA,"L5/6 NP",0.447,0.078,2.66427133722904,0.696,0.392,1.93141737268396e-181,9.71135969159221e-177,FALSE,FALSE
"605","LINC01202",605,104326188,NA,"IT",0.733,0.221,3.48033509094002,0.82,0.64,0,0,TRUE,TRUE
"606","LINC01237",606,101927289,NA,"VLMC",0.636,0.304,2.78444034854766,0.736,0.472,2.24813700828947e-05,1,FALSE,FALSE
"607","LINC01268",607,285758,NA,"Microglia",0.54,0.019,5.81073463248402,0.765,0.53,0,0,FALSE,FALSE
"608","LINC01279",608,100506621,NA,"L5/6 NP",0.352,0.01,2.84366531966659,0.672,0.344,1.02869730561728e-207,5.17239292237426e-203,FALSE,FALSE
"609","LINC01411",609,101928176,NA,"Oligodendrocyte",0.522,0.359,2.50184671571299,0.648,0.296,0,0,FALSE,TRUE
"610","LINC01470",610,101927134,NA,"Oligodendrocyte",0.822,0.75,3.63867062328712,0.745,0.49,0,0,FALSE,FALSE
"611","LINC01478",611,101927921,NA,"IT",0.634,0.411,2.64299476890548,0.655,0.31,0,0,FALSE,FALSE
"612","LINC01507",612,101927477,NA,"L5/6 NP",0.862,0.144,3.57866985451866,0.91,0.82,0,0,FALSE,FALSE
"613","LINC01515",613,101928913,NA,"VLMC",0.545,0.205,2.82775980181187,0.705,0.41,3.6440623664277e-08,0.00183227099846351,FALSE,FALSE
"614","LINCR.0002",614,NA,NA,"IT",0.818,0.227,3.35681456303039,0.87,0.74,0,0,FALSE,FALSE
"615","LITAF",615,9516,"ENSG00000189067","Oligodendrocyte",0.574,0.449,3.03309670465189,0.647,0.294,0,0,FALSE,TRUE
"616","LLGL2",616,3993,"ENSG00000073350","Oligodendrocyte",0.425,0.27,2.91461579364512,0.617,0.234,0,0,FALSE,TRUE
"617","LMNA",617,4000,"ENSG00000160789","Pericyte",0.594,0.393,2.77626732319429,0.661,0.322,5.06652190878335e-11,2.54749788095535e-06,TRUE,TRUE
"618","LMNTD1",618,160492,"ENSG00000152936","Endothelial",0.257,0.475,2.91836077093815,0.421,0.158,1.59704387174964e-32,8.03009629154435e-28,FALSE,FALSE
"619","LMO2",619,4005,"ENSG00000135363","Endothelial",0.629,0.115,3.65366651632847,0.786,0.572,3.32949289500967e-55,1.67410232253981e-50,TRUE,TRUE
"620","LOC100130370",620,100130370,NA,"Oligodendrocyte",0.461,0.051,3.66099111096498,0.713,0.426,0,0,FALSE,FALSE
"621","LOC100287225",621,100287225,NA,"Oligodendrocyte",0.618,0.275,3.2264348008857,0.733,0.466,0,0,FALSE,FALSE
"622","LOC100288570",622,100288570,NA,"VLMC",0.455,0.066,3.23279842178887,0.705,0.41,1.86103170545302e-10,9.35745351818832e-06,FALSE,FALSE
"623","LOC100289473",623,100289473,NA,"Astrocyte",0.506,0.108,3.16775120866804,0.715,0.43,0,0,FALSE,FALSE
"624","LOC100419574",624,100419574,NA,"Endothelial",0.4,0.098,2.74664419520139,0.664,0.328,2.31976096234386e-32,1.16639900947611e-27,FALSE,FALSE
"625","LOC100419579",625,100419579,NA,"Endothelial",0.529,0.128,3.04377610153823,0.716,0.432,1.5801252384405e-34,7.94502771140268e-30,FALSE,FALSE
"626","LOC100506457",626,100506457,NA,"OPC",0.777,0.531,3.11233242558471,0.773,0.546,0,0,FALSE,FALSE
"627","LOC100506725",627,100506725,NA,"Oligodendrocyte",0.513,0.033,4.59663303732085,0.747,0.494,0,0,FALSE,FALSE
"628","LOC100507336",628,100507336,NA,"Oligodendrocyte",0.62,0.223,4.7425121581202,0.76,0.52,0,0,FALSE,FALSE
"629","LOC100507377",629,100507377,NA,"Oligodendrocyte",0.393,0.131,3.62123278914558,0.651,0.302,0,0,FALSE,FALSE
"630","LOC100533711",630,100533711,NA,"Astrocyte",0.4,0.104,2.8255537924847,0.66,0.32,8.42387823822863e-232,4.23561021696374e-227,FALSE,FALSE
"631","LOC100996813",631,100996813,NA,"VLMC",0.545,0.301,2.87551373838376,0.668,0.336,0.00319907999721248,1,FALSE,FALSE
"632","LOC101926964",632,101926964,NA,"Astrocyte",0.758,0.348,3.66663150560898,0.816,0.632,0,0,FALSE,FALSE
"633","LOC101927199",633,101927199,NA,"Oligodendrocyte",0.53,0.083,3.50895448711078,0.738,0.476,0,0,FALSE,FALSE
"634","LOC101927263",634,101927263,NA,"VLMC",0.545,0.07,4.89852096006204,0.75,0.5,4.67243724770337e-08,0.00234934817251773,FALSE,FALSE
"635","LOC101927284",635,101927284,NA,"Astrocyte",0.467,0.311,3.29674298688927,0.628,0.256,0,0,FALSE,FALSE
"636","LOC101927293",636,101927293,NA,"VLMC",0.818,0.322,3.19527093606366,0.854,0.708,2.90763472143497e-08,0.00146198781428472,FALSE,FALSE
"637","LOC101927389",637,101927389,NA,"L6 CT",0.565,0.056,2.87648345229146,0.763,0.526,1.62566609866944e-312,8.17401171071983e-308,FALSE,FALSE
"638","LOC101927437",638,101927437,NA,"Astrocyte",0.91,0.198,4.92047713171278,0.942,0.884,0,0,FALSE,FALSE
"639","LOC101927439",639,101927439,NA,"L6b",0.486,0.07,3.35126874116801,0.721,0.442,0,0,FALSE,FALSE
"640","LOC101927459",640,101927459,NA,"Oligodendrocyte",0.86,0.199,5.80065531018764,0.913,0.826,0,0,FALSE,FALSE
"641","LOC101927525",641,101927525,NA,"VLMC",0.364,0.107,4.30980201263179,0.638,0.276,5.3810508532542e-23,2.70564617952474e-18,FALSE,FALSE
"642","LOC101927605",642,101927605,NA,"L5/6 NP",0.727,0.199,4.05785610498996,0.826,0.652,0,0,FALSE,FALSE
"643","LOC101927641",643,101927641,NA,"Oligodendrocyte",0.353,0.165,2.85944016790689,0.612,0.224,8.7998726160024e-271,4.42466395005217e-266,FALSE,FALSE
"644","LOC101927745",644,101927745,NA,"IT",0.51,0.13,2.92588615462263,0.713,0.426,0,0,FALSE,FALSE
"645","LOC101927768",645,101927768,NA,"Oligodendrocyte",0.556,0.371,2.62222873037665,0.651,0.302,0,0,FALSE,FALSE
"646","LOC101927797",646,101927797,NA,"L5 ET",0.528,0.209,2.5831811497551,0.699,0.398,3.19553173927834e-46,1.60674531382654e-41,FALSE,FALSE
"647","LOC101927871",647,101927871,NA,"IT",0.455,0.043,3.21039565940081,0.712,0.424,0,0,FALSE,FALSE
"648","LOC101927880",648,101927880,NA,"IT",0.78,0.146,2.86556038549325,0.856,0.712,0,0,FALSE,FALSE
"649","LOC101927967",649,101927967,NA,"Oligodendrocyte",0.911,0.567,5.17251511684397,0.909,0.818,0,0,FALSE,FALSE
"650","LOC101927998",650,101927998,NA,"Pericyte",0.531,0.425,3.13347867620237,0.615,0.23,1.62248721462072e-14,8.15802796383443e-10,FALSE,FALSE
"651","LOC101928007",651,101928007,NA,"Astrocyte",0.377,0.088,2.57101839066505,0.652,0.304,3.03134987293529e-200,1.5241930296106e-195,FALSE,FALSE
"652","LOC101928095",652,101928095,NA,"L5/6 NP",0.998,0.536,2.61882675068375,0.958,0.916,0,0,FALSE,FALSE
"653","LOC101928277",653,101928277,NA,"Oligodendrocyte",0.569,0.527,2.52725086150348,0.586,0.172,2.50195047766788e-261,1.25800571967619e-256,FALSE,FALSE
"654","LOC101928570",654,101928570,NA,"VLMC",0.455,0.268,3.76596102505396,0.642,0.284,1.9373713234804e-15,9.74129675159182e-11,FALSE,FALSE
"655","LOC101928584",655,101928584,NA,"VLMC",0.455,0.009,4.87634250796604,0.724,0.448,3.85154217152933e-09,0.000193659391926666,FALSE,FALSE
"656","LOC101928767",656,101928767,NA,"OPC",0.639,0.493,2.58275921331553,0.666,0.332,2.3122973176782e-299,1.16264621430178e-294,FALSE,FALSE
"657","LOC101929249",657,101929249,NA,"Oligodendrocyte",0.906,0.022,5.03606592221519,0.95,0.9,0,0,FALSE,FALSE
"658","LOC101929352",658,101929352,NA,"VLMC",0.818,0.339,3.12117865763468,0.838,0.676,5.85459892033064e-07,0.0294375088313145,FALSE,FALSE
"659","LOC101929418",659,101929418,NA,"Astrocyte",0.673,0.444,2.65212316024174,0.703,0.406,0,0,FALSE,FALSE
"660","LOC101929497",660,101929497,NA,"Microglia",0.776,0.134,5.95344363784818,0.87,0.74,0,0,FALSE,FALSE
"661","LOC101929608",661,101929608,NA,"Astrocyte",0.651,0.151,5.17176402990023,0.795,0.59,0,0,FALSE,FALSE
"662","LOC101929680",662,101929680,NA,"PVALB",0.775,0.141,2.71114371052053,0.85,0.7,0,0,FALSE,FALSE
"663","LOC101929694",663,101929694,NA,"L5/6 NP",0.421,0.021,3.28066453027251,0.704,0.408,0,0,FALSE,FALSE
"664","LOC101929796",664,101929796,NA,"Astrocyte",0.623,0.135,2.60315680369908,0.765,0.53,0,0,FALSE,FALSE
"665","LOC101929974",665,101929974,NA,"IT",0.375,0.109,3.11789781209083,0.645,0.29,0,0,FALSE,FALSE
"666","LOC101930023",666,101930023,NA,"Microglia",0.473,0.246,4.43968699312176,0.663,0.326,0,0,FALSE,FALSE
"667","LOC101930275",667,101930275,NA,"Astrocyte",0.706,0.064,3.8842030063652,0.839,0.678,0,0,FALSE,FALSE
"668","LOC101930370",668,101930370,NA,"VLMC",0.455,0.236,2.85261478284169,0.642,0.284,0.00257342502741817,1,FALSE,FALSE
"669","LOC102723493",669,102723493,NA,"Astrocyte",0.414,0.238,2.75756672532553,0.617,0.234,8.1732560275034e-269,4.10959486318899e-264,FALSE,FALSE
"670","LOC102724168",670,102724168,NA,"Microglia",0.284,0.353,2.72960225105331,0.489,0.022,3.52096981729762e-91,1.77037883383542e-86,FALSE,FALSE
"671","LOC102724210",671,102724210,NA,"VLMC",0.727,0.382,5.47396973802891,0.76,0.52,1.29866738998887e-72,6.52982950360303e-68,FALSE,FALSE
"672","LOC102724312",672,102724312,NA,"Oligodendrocyte",0.387,0.01,3.49507563652455,0.69,0.38,0,0,FALSE,FALSE
"673","LOC102724340",673,102724340,NA,"L4 IT",0.364,0.19,3.01794935818317,0.603,0.206,6.46673365126847e-38,3.2515383471943e-33,FALSE,FALSE
"674","LOC102724392",674,102724392,NA,"L5/6 IT Car3",0.93,0.328,2.7031716282829,0.913,0.826,2.32266520536109e-301,1.16785929190761e-296,FALSE,FALSE
"675","LOC102724687",675,102724687,NA,"Astrocyte",0.757,0.413,3.51782833063294,0.797,0.594,0,0,FALSE,FALSE
"676","LOC102725045",676,102725045,NA,"OPC",0.705,0.409,3.48618646307123,0.762,0.524,0,0,FALSE,FALSE
"677","LOC105369212",677,105369212,NA,"Pericyte",0.438,0.129,3.46765440636847,0.673,0.346,3.18473545735658e-10,1.60131683531346e-05,FALSE,FALSE
"678","LOC105369213",678,105369213,NA,"Microglia",0.404,0.125,4.58710935329407,0.661,0.322,0,0,FALSE,FALSE
"679","LOC105369288",679,105369288,NA,"L5/6 NP",0.83,0.157,2.51668579265083,0.873,0.746,0,0,FALSE,FALSE
"680","LOC105369345",680,105369345,NA,"Endothelial",1,0.447,2.70228579772356,0.945,0.89,2.61508578928873e-51,1.31489128571226e-46,FALSE,FALSE
"681","LOC105369588",681,105369588,NA,"L5 ET",0.764,0.064,2.53369573003894,0.856,0.712,1.45332931065539e-63,7.30748510690638e-59,FALSE,FALSE
"682","LOC105369818",682,105369818,NA,"L5/6 NP",0.778,0.109,3.84199017895345,0.871,0.742,0,0,FALSE,FALSE
"683","LOC105369827",683,105369827,NA,"Microglia",0.444,0.324,3.37309264608573,0.612,0.224,8.95503022816537e-288,4.50267874902383e-283,FALSE,FALSE
"684","LOC105369860",684,105369860,NA,"L5 ET",0.382,0.068,2.72560549385008,0.665,0.33,6.58370897802563e-28,3.31035471124107e-23,FALSE,FALSE
"685","LOC105370000",685,105370000,NA,"VLMC",0.364,0.239,3.04261657993398,0.586,0.172,2.38167431793508e-08,0.00119752966380094,FALSE,FALSE
"686","LOC105370172",686,105370172,NA,"Astrocyte",0.48,0.245,2.63215601857299,0.655,0.31,5.32224565096327e-313,2.67607833576084e-308,FALSE,FALSE
"687","LOC105370359",687,105370359,NA,"Microglia",0.685,0.423,4.33008437496674,0.735,0.47,0,0,FALSE,FALSE
"688","LOC105370610",688,105370610,NA,"IT",0.722,0.365,3.08002883144212,0.759,0.518,0,0,FALSE,FALSE
"689","LOC105370966",689,105370966,NA,"Astrocyte",0.5,0.332,2.53454180045653,0.635,0.27,0,0,FALSE,FALSE
"690","LOC105371031",690,105371031,NA,"OPC",0.367,0.12,2.61965139738436,0.635,0.27,2.7748077421875e-128,1.3952010808493e-123,FALSE,FALSE
"691","LOC105371058",691,105371058,NA,"Endothelial",0.371,0.14,2.8420678315787,0.634,0.268,1.27534429472318e-52,6.41255864829764e-48,FALSE,FALSE
"692","LOC105371576",692,105371576,NA,"VLMC",0.455,0.167,2.70895709881249,0.662,0.324,0.000212276499816091,1,FALSE,FALSE
"693","LOC105371624",693,105371624,NA,"OPC",0.934,0.516,3.14903060841503,0.925,0.85,0,0,FALSE,FALSE
"694","LOC105371641",694,105371641,NA,"LAMP5",0.483,0.215,2.83936068301982,0.668,0.336,0,0,FALSE,FALSE
"695","LOC105371765",695,105371765,NA,"VLMC",0.364,0.158,3.14344212529428,0.604,0.208,0.0384633788274962,1,FALSE,FALSE
"696","LOC105371828",696,105371828,NA,"L5/6 IT Car3",0.466,0.021,2.85932019051886,0.726,0.452,1.05532227260874e-182,5.30626591890403e-178,FALSE,FALSE
"697","LOC105371832",697,105371832,NA,"IT",0.886,0.459,2.56980617275187,0.843,0.686,0,0,FALSE,FALSE
"698","LOC105371833",698,105371833,NA,"L6 CT",0.783,0.18,2.90034241432087,0.853,0.706,0,0,FALSE,FALSE
"699","LOC105372526",699,105372526,NA,"VLMC",0.364,0.084,3.78674980217492,0.65,0.3,6.81465841789442e-06,0.342647839910149,FALSE,FALSE
"700","LOC105372633",700,105372633,NA,"Astrocyte",0.399,0.101,2.7406601542275,0.661,0.322,4.1168833485004e-238,2.07001011645948e-233,FALSE,FALSE
"701","LOC105372639",701,105372639,NA,"Endothelial",0.357,0.078,2.98114671188638,0.652,0.304,4.21881958632923e-43,2.1212646762022e-38,FALSE,FALSE
"702","LOC105372768",702,105372768,NA,"SST",0.809,0.086,2.73691414504122,0.875,0.75,0,0,FALSE,FALSE
"703","LOC105372776",703,105372776,NA,"Microglia",0.531,0.367,4.19785393184628,0.646,0.292,0,0,FALSE,FALSE
"704","LOC105372984",704,105372984,NA,"Microglia",0.455,0.034,5.27216267616423,0.718,0.436,0,0,FALSE,FALSE
"705","LOC105373171",705,105373171,NA,"VLMC",0.455,0.152,2.97959365463942,0.665,0.33,0.00627790864885407,1,FALSE,FALSE
"706","LOC105373220",706,105373220,NA,"VLMC",0.364,0.273,3.70042346834126,0.579,0.158,2.67405390144618e-09,0.000134454104218615,FALSE,FALSE
"707","LOC105373335",707,105373335,NA,"Oligodendrocyte",0.354,0.167,3.80030345281739,0.616,0.232,0,0,FALSE,FALSE
"708","LOC105373437",708,105373437,NA,"Endothelial",0.886,0.052,2.90720646765358,0.932,0.864,8.93751455756738e-84,4.49387169469046e-79,FALSE,FALSE
"709","LOC105373465",709,105373465,NA,"L5/6 NP",0.379,0.078,2.55236658237236,0.661,0.322,5.76249025554837e-187,2.89743772539227e-182,FALSE,FALSE
"710","LOC105373484",710,105373484,NA,"L5/6 NP",0.468,0.151,2.67378305805651,0.681,0.362,5.0922846780588e-196,2.56045165897474e-191,FALSE,FALSE
"711","LOC105373538",711,105373538,NA,"L5/6 NP",0.759,0.157,2.6088385642959,0.837,0.674,6.62673990532305e-266,3.33199109179548e-261,FALSE,FALSE
"712","LOC105373611",712,105373611,NA,"VLMC",0.455,0.353,2.54167620548923,0.59,0.18,7.59488058875234e-05,1,FALSE,FALSE
"713","LOC105373642",713,105373642,NA,"VIP",0.783,0.242,2.98994863644226,0.844,0.688,0,0,FALSE,FALSE
"714","LOC105373643",714,105373643,NA,"VIP",0.531,0.047,2.93949479400697,0.749,0.498,0,0,FALSE,FALSE
"715","LOC105373769",715,105373769,NA,"IT",0.375,0.123,2.50463790189559,0.639,0.278,0,0,FALSE,FALSE
"716","LOC105373899",716,105373899,NA,"IT",0.366,0.094,2.75488385506884,0.648,0.296,0,0,FALSE,FALSE
"717","LOC105374211",717,105374211,NA,"Oligodendrocyte",0.404,0.133,4.33610658170229,0.658,0.316,0,0,FALSE,FALSE
"718","LOC105374213",718,105374213,NA,"Oligodendrocyte",0.435,0.155,3.57278947318725,0.663,0.326,0,0,FALSE,FALSE
"719","LOC105374438",719,105374438,NA,"Endothelial",0.357,0.066,4.62860389055872,0.656,0.312,1.28463368749034e-63,6.4592666440702e-59,FALSE,FALSE
"720","LOC105374446",720,105374446,NA,"L5/6 IT Car3",0.61,0.066,2.73623124108733,0.783,0.566,2.8274436851358e-186,1.42166695932313e-181,FALSE,FALSE
"721","LOC105374460",721,105374460,NA,"Oligodendrocyte",0.384,0.076,2.98296601910344,0.663,0.326,0,0,FALSE,FALSE
"722","LOC105374461",722,105374461,NA,"Oligodendrocyte",0.393,0.173,3.01270367673766,0.636,0.272,0,0,FALSE,FALSE
"723","LOC105374524",723,105374524,NA,"IT",0.563,0.267,3.49860883414401,0.693,0.386,0,0,FALSE,FALSE
"724","LOC105374731",724,105374731,NA,"L5/6 NP",0.461,0.208,2.78635385713181,0.658,0.316,0,0,FALSE,FALSE
"725","LOC105374763",725,105374763,NA,"VLMC",0.455,0.412,3.41564013863699,0.559,0.118,0.0291149836457819,1,FALSE,FALSE
"726","LOC105374875",726,105374875,NA,"OPC",0.464,0.126,2.95507876384612,0.687,0.374,1.53759871259832e-211,7.73120008681562e-207,FALSE,FALSE
"727","LOC105374971",727,105374971,NA,"IT",0.617,0.346,4.06831056430584,0.684,0.368,0,0,FALSE,FALSE
"728","LOC105375147",728,105375147,NA,"PVALB",0.514,0.327,2.7134433047721,0.631,0.262,0,0,FALSE,FALSE
"729","LOC105375405",729,105375405,NA,"Astrocyte",0.355,0.05,2.51381505338285,0.655,0.31,6.46810777444557e-234,3.25222927006898e-229,FALSE,FALSE
