"","gene","entrez_id","ensembl_gene_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"74","AMOT",154796,"ENSG00000126016","Astrocyte",0.442,0.163,2.29691834894431,0.658,0.316,2.60684210723969e-194,1.31074627994119e-189
"75","AMOTL1",154810,"ENSG00000166025","VLMC",0.909,0.351,3.16320234659259,0.909,0.818,2.90675205195843e-09,0.000146154399924522
"76","AMZ2",51321,"ENSG00000196704","Astrocyte",0.986,0.704,2.85439490401738,0.947,0.894,0,0
"77","ANAPC11",51529,"ENSG00000141552","Pericyte",0.219,0.441,2.00909494204215,0.436,0.128,1.07167403296058e-09,5.38848420512907e-05
"78","ANGPTL4",51129,"ENSG00000167772","Astrocyte",0.431,0.13,3.92601473036619,0.674,0.348,0,0
"79","ANGPTL5",253935,"ENSG00000187151","L6b",0.757,0.267,2.04940989176832,0.801,0.602,4.79413546072831e-270,2.4105392510088e-265
"80","ANK1",286,"ENSG00000029534","PVALB",0.979,0.496,2.11183877515823,0.925,0.85,0,0
"81","ANKDD1A",348094,"ENSG00000166839","Astrocyte",0.962,0.769,2.17966907158093,0.883,0.766,0,0
"82","ANKRD20A8P",729171,"NA","L5/6 NP",0.868,0.601,2.11879715629877,0.767,0.534,5.45194974528587e-211,2.74129485142719e-206
"83","ANKRD29",147463,"ENSG00000154065","Endothelial",0.643,0.454,2.83533139135618,0.702,0.404,1.47785772499292e-26,7.43081642703691e-22
"84","ANKRD34B",340120,"ENSG00000189127","L5 ET",0.674,0.054,2.49819318180711,0.819,0.638,2.28096209679805e-62,1.14689055189103e-57
"85","ANKRD44",91526,"ENSG00000065413","Microglia",0.976,0.77,2.76811708643957,0.91,0.82,0,0
"86","ANKRD55",79722,"ENSG00000164512","LAMP5",0.921,0.553,2.12431626829119,0.866,0.732,0,0
"87","ANLN",54443,"ENSG00000011426","Oligodendrocyte",0.793,0.172,4.28225714056008,0.868,0.736,0,0
"88","ANO1",55107,"ENSG00000131620","LAMP5",0.623,0.278,2.14668518887347,0.724,0.448,0,0
"89","ANO3",63982,"ENSG00000134343","IT",0.971,0.546,2.00993290435134,0.907,0.814,0,0
"90","ANO6",196527,"ENSG00000177119","Pericyte",0.562,0.655,2.03899461073144,0.499,0.002,0.025975775013116,1
"91","ANTXR2",118429,"ENSG00000163297","VLMC",0.636,0.258,3.13645387743643,0.744,0.488,8.92579276709641e-06,0.448797786122374
"92","ANXA2",302,"ENSG00000182718","VLMC",0.636,0.162,4.27219144547245,0.78,0.56,1.27692196264837e-13,6.42049132039227e-09
"93","ANXA3",306,"ENSG00000138772","Endothelial",0.5,0.089,5.11094513219677,0.724,0.448,3.20620240989808e-84,1.61211063372085e-79
"94","AOAH",313,"ENSG00000136250","Microglia",0.931,0.489,4.16683261303974,0.929,0.858,0,0
"95","AP1B1",162,"ENSG00000100280","Microglia",0.605,0.49,2.39638698107043,0.647,0.294,3.65791956895052e-197,1.83923853846401e-192
"96","APBB1IP",54518,"ENSG00000077420","Microglia",0.991,0.327,6.57288062247861,0.992,0.984,0,0
"97","APLP1",333,"ENSG00000105290","Oligodendrocyte",0.944,0.777,2.54331698802113,0.892,0.784,0,0
"98","APOPT1",84334,"ENSG00000256053","VLMC",0.455,0.548,2.43322203100801,0.498,0.004,0.0326106554888436,1
"99","APPL2",55198,"ENSG00000136044","Microglia",0.744,0.742,2.06727725618862,0.662,0.324,1.11816273881716e-148,5.62223406704655e-144
"100","AQP4",361,"ENSG00000171885","Astrocyte",0.848,0.176,4.47062313505445,0.899,0.798,0,0
"101","ARAP3",64411,"ENSG00000120318","Endothelial",0.357,0.241,2.83571093639109,0.586,0.172,8.75258673636107e-16,4.40088813690971e-11
"102","ARHGAP1",392,"ENSG00000175220","Oligodendrocyte",0.682,0.459,2.3638633947485,0.71,0.42,0,0
"103","ARHGAP15",55843,"ENSG00000075884","Microglia",0.867,0.432,3.90268580675606,0.879,0.758,0,0
"104","ARHGAP18",93663,"ENSG00000146376","Endothelial",0.457,0.426,2.06977950866708,0.569,0.138,2.14012520506891e-08,0.0010760763543607
"105","ARHGAP22",58504,"ENSG00000128805","Microglia",0.941,0.574,3.29851347887714,0.918,0.836,0,0
"106","ARHGAP23",57636,"ENSG00000273780, ENSG00000275832","Oligodendrocyte",0.811,0.589,2.53013166742006,0.765,0.53,0,0
"107","ARHGAP25",9938,"ENSG00000163219","Microglia",0.547,0.21,3.94979019716347,0.712,0.424,0,0
"108","ARHGAP27",201176,"ENSG00000276836, ENSG00000276907, ENSG00000159314","Microglia",0.425,0.309,3.02363027982948,0.595,0.19,9.95365938594946e-150,5.00479947584925e-145
"109","ARHGDIB",397,"ENSG00000111348","Microglia",0.353,0.044,4.36671275428207,0.661,0.322,4.0833953864149e-260,2.05317203424328e-255
"110","ARHGEF10L",55160,"ENSG00000074964","Astrocyte",0.802,0.574,2.04809853894128,0.744,0.488,5.20985955242531e-311,2.61956948155497e-306
"111","ARHGEF26",26084,"ENSG00000277101, ENSG00000114790","Astrocyte",0.904,0.319,3.36640213927772,0.909,0.818,0,0
"112","ARHGEF26.AS1",NA,"NA","Astrocyte",0.836,0.215,2.97851272348875,0.872,0.744,0,0
"113","ARHGEF4",50649,"ENSG00000136002","Astrocyte",0.973,0.862,2.04799415498333,0.864,0.728,0,0
"114","ARHGEF6",9459,"ENSG00000129675","Microglia",0.595,0.491,2.67040533779285,0.63,0.26,2.53631186768147e-155,1.27528297018892e-150
"115","ARID3A",1820,"ENSG00000116017","Microglia",0.511,0.498,2.44497453958302,0.565,0.13,7.84186971698006e-125,3.94297051239474e-120
"116","ARL15",54622,"ENSG00000185305","Endothelial",0.9,0.915,2.46447198866149,0.739,0.478,3.81443793272076e-17,1.91793753695132e-12
"117","ARNT2",9915,"ENSG00000172379","VLMC",1,0.892,2.26642497393454,0.96,0.92,1.53815739405993e-08,0.000773400919307274
"118","ARRB2",409,"ENSG00000141480","Microglia",0.524,0.456,2.53969652014816,0.619,0.238,1.67711426262976e-280,8.43269822392871e-276
"119","ARRDC5",645432,"ENSG00000205784","Microglia",0.373,0.336,3.38338411753105,0.562,0.124,0,0
"120","ARSJ",79642,"ENSG00000180801","L6b",0.955,0.221,2.15244261333802,0.922,0.844,0,0
"121","ARX",170302,"ENSG00000004848","SST",0.731,0.114,2.15661408338879,0.818,0.636,0,0
"122","ASPA",443,"ENSG00000108381","Oligodendrocyte",0.362,0.009,4.16911959462303,0.677,0.354,0,0
"123","ASPN",54829,"ENSG00000106819","VLMC",0.364,0.064,3.85987603979632,0.654,0.308,0.00130894751351446,1
"124","ATF3",467,"ENSG00000162772","Endothelial",0.357,0.314,3.19189757696732,0.565,0.13,5.80960213588885e-29,2.92112604994627e-24
"125","ATF7IP2",80063,"ENSG00000166669","VLMC",0.909,0.837,2.17280068007146,0.574,0.148,NA,NA
"126","ATG4C",84938,"ENSG00000125703","Oligodendrocyte",0.809,0.635,2.08513263906318,0.75,0.5,0,0
"127","ATP10D",57205,"ENSG00000145246","VLMC",0.727,0.496,2.14818758096497,0.701,0.402,0.0189311374837932,1
"128","ATP11C",286410,"ENSG00000101974","LAMP5",0.876,0.531,2.24961822899057,0.842,0.684,0,0
"129","ATP13A4",84239,"ENSG00000127249","Astrocyte",0.978,0.34,3.59130350201451,0.969,0.938,0,0
"130","ATP13A5",344905,"ENSG00000187527","Astrocyte",0.39,0.18,2.71452704926538,0.628,0.256,7.63077097953529e-237,3.83682795622014e-232
"131","ATP1B2",482,"ENSG00000129244","Astrocyte",0.961,0.386,2.69434826407106,0.925,0.85,0,0
"132","ATP2C2",9914,"ENSG00000064270","L5/6 NP",0.935,0.428,2.12762949688962,0.889,0.778,1.99401948838825e-297,1.0026129389565e-292
"133","ATP6V1C2",245973,"ENSG00000143882","L5 ET",0.966,0.338,2.88589192982026,0.958,0.916,8.97893956689992e-134,4.51470060363295e-129
"134","ATP7A",538,"ENSG00000165240","Microglia",0.485,0.506,2.26462659867791,0.537,0.0740000000000001,4.93248134826861e-57,2.48010094672294e-52
"135","ATP8B4",79895,"ENSG00000104043","Microglia",0.924,0.544,3.93609336646715,0.913,0.826,0,0
"136","B3GAT2",135152,"ENSG00000112309","L5/6 IT Car3",0.836,0.301,2.04890582009074,0.852,0.704,2.32097124145799e-207,1.16700754991749e-202
"137","B4GALT1",2683,"ENSG00000086062","Microglia",0.401,0.197,3.26151605062514,0.627,0.254,4.1373290437874e-176,2.08029041650674e-171
"138","BARX2",8538,"ENSG00000043039","L5/6 NP",0.505,0.114,2.36331043116156,0.714,0.428,1.87124711706154e-178,9.40881762929711e-174
"139","BCAN",63827,"ENSG00000132692","OPC",0.921,0.367,3.169518152713,0.916,0.832,0,0
"140","BCAR3",8412,"ENSG00000137936","Microglia",0.505,0.395,2.3310919444545,0.605,0.21,3.66916158248702e-92,1.8448911352903e-87
"141","BCHE",590,"ENSG00000114200","OPC",0.602,0.128,3.31476713579759,0.765,0.53,0,0
"142","BCL11B",64919,"ENSG00000127152","LAMP5",0.964,0.365,2.05199976219371,0.908,0.816,0,0
"143","BCL6",604,"ENSG00000113916","Astrocyte",0.639,0.211,2.22967082453845,0.747,0.494,4.68670671645006e-320,2.35652300409826e-315
"144","BDH2",56898,"ENSG00000164039","Astrocyte",0.437,0.113,2.57047320919217,0.677,0.354,1.03345098339993e-270,5.19629488963319e-266
"145","BDNF",627,"ENSG00000176697","L4 IT",0.636,0.199,2.00390121571709,0.746,0.492,2.70854129886611e-12,1.36188165048287e-07
"146","BEND7",222389,"ENSG00000165626","Endothelial",0.471,0.303,2.54386615608731,0.619,0.238,3.86235715879126e-11,1.94203180301183e-06
"147","BEST1",7439,"ENSG00000167995","Oligodendrocyte",0.612,0.405,2.81344657303045,0.683,0.366,0,0
"148","BEST3",144453,"ENSG00000127325","OPC",0.387,0.085,3.4146547022551,0.663,0.326,9.52869284590661e-240,4.7911220498503e-235
"149","BHLHE41",79365,"ENSG00000123095","Microglia",0.751,0.197,3.4516882702597,0.831,0.662,0,0
"150","BHMT2",23743,"ENSG00000132840","VLMC",0.636,0.151,3.7605682167538,0.783,0.566,2.07663855097602e-09,0.000104415462981625
"151","BICC1",80114,"ENSG00000122870","VLMC",0.909,0.698,2.35952777339841,0.911,0.822,4.33546924559356e-07,0.021799172913769
"152","BIN2",51411,"ENSG00000110934","Microglia",0.592,0.229,4.93707914633619,0.74,0.48,0,0
"153","BLM",641,"ENSG00000197299","OPC",0.62,0.436,2.74392401922619,0.671,0.342,1.74757144780151e-274,8.78696399669078e-270
"154","BLNK",29760,"ENSG00000095585","Microglia",0.928,0.208,5.20982574717372,0.95,0.9,0,0
"155","BMP2K",55589,"ENSG00000138756","Microglia",0.721,0.509,2.67734635523783,0.736,0.472,1.06837043389559e-264,5.37187337867039e-260
"156","BMPR1B",658,"ENSG00000138696","Astrocyte",0.986,0.651,3.8390469141638,0.968,0.936,0,0
"157","BNC2",54796,"ENSG00000173068","Microglia",0.825,0.553,5.02572707413539,0.829,0.658,0,0
"158","BOK",666,"ENSG00000176720","Oligodendrocyte",0.368,0.093,2.9782908745223,0.649,0.298,0,0
"159","BRCA1",672,"ENSG00000012048","VLMC",0.455,0.532,2.18255537587116,0.538,0.0760000000000001,0.00139429764105939,1
"160","BROX",148362,"ENSG00000162819","Microglia",0.675,0.436,3.06584252521919,0.727,0.454,1.61065400544246e-321,8.09852940476525e-317
"161","BST1",683,"ENSG00000109743","VLMC",0.364,0.125,2.95423700486732,0.632,0.264,0.000316610095534295,1
"162","BST2",684,"ENSG00000130303","Endothelial",0.4,0.011,4.60407052679023,0.696,0.392,9.91772638961099e-42,4.9867320059603e-37
"163","BTBD11",121551,"ENSG00000151136","PVALB",0.992,0.523,2.55341367207275,0.955,0.91,0,0
"164","BTNL9",153579,"ENSG00000165810","Endothelial",0.643,0.107,4.04024701594959,0.797,0.594,2.97510078890011e-52,1.49591042766686e-47
"165","C10orf11",83938,"ENSG00000148655","Microglia",0.999,0.8,4.08948020953369,0.994,0.988,0,0
"166","C10orf90",118611,"ENSG00000154493","Oligodendrocyte",0.938,0.273,4.06924449772208,0.949,0.898,0,0
"167","C11orf65",160140,"ENSG00000166323","VLMC",0.455,0.51,2.0460650755032,0.491,0.018,NA,NA
"168","C11orf85",283129,"ENSG00000168070","VLMC",0.455,0.234,2.20570792103498,0.621,0.242,8.19742664457814e-05,1
"169","C12orf56",115749,"ENSG00000185306","Oligodendrocyte",0.551,0.522,2.04608634016397,0.578,0.156,9.38700574183336e-208,4.71988035705123e-203
"170","C12orf75",387882,"ENSG00000235162","Microglia",0.428,0.147,3.73962722355569,0.665,0.33,1.44433351059727e-271,7.26225332463413e-267
"171","C14orf93",60686,"ENSG00000100802","VLMC",0.364,0.191,3.02329754967761,0.609,0.218,0.00459347205987364,1
"172","C16orf89",146556,"ENSG00000153446","Astrocyte",0.366,0.203,2.00594038986393,0.597,0.194,1.56780518382878e-90,7.88308124480951e-86
"173","C18orf42",642597,"ENSG00000231824","PVALB",0.418,0.066,2.65901504921516,0.685,0.37,0,0
"174","C19orf18",147685,"ENSG00000177025","Astrocyte",0.505,0.297,2.41641633316957,0.641,0.282,6.52538949142049e-214,3.28103109018114e-209
"175","C19orf38",255809,"ENSG00000214212","Microglia",0.3,0.425,2.10727550115962,0.465,0.07,2.74542759672454e-98,1.38042844990907e-93
"176","C1orf174",339448,"ENSG00000198912","VLMC",0.455,0.218,2.07768325298623,0.644,0.288,0.0294179317787968,1
"177","C1orf61",10485,"ENSG00000125462","Astrocyte",0.997,0.752,2.75220118765269,0.979,0.958,0,0
"178","C1QA",712,"ENSG00000173372","Microglia",0.367,0.007,5.02184732636185,0.681,0.362,0,0
"179","C1QB",713,"ENSG00000173369","Microglia",0.485,0.011,5.46098807762301,0.74,0.48,0,0
"180","C1QC",714,"ENSG00000159189","Microglia",0.557,0.005,4.1432679612468,0.777,0.554,0,0
"181","C1QL1",10882,"ENSG00000131094","OPC",0.529,0.085,3.22500997920984,0.737,0.474,0,0
"182","C1QTNF1",114897,"ENSG00000173918","Pericyte",0.625,0.136,4.0688693452078,0.782,0.564,1.28837454471318e-66,6.47807604827236e-62
"183","C1RL",51279,"ENSG00000288124, ENSG00000139178","VLMC",0.455,0.231,2.45840340450756,0.63,0.26,NA,NA
"184","C1S",716,"ENSG00000182326","VLMC",0.455,0.143,3.07075848339939,0.671,0.342,0.00509286252329242,1
"185","C20orf166.AS1",NA,"NA","L5 ET",0.719,0.031,2.4078503198689,0.846,0.692,6.94115589221571e-75,3.49008259416498e-70
"186","C21orf91",54149,"ENSG00000154642","Oligodendrocyte",0.368,0.059,3.51180947765744,0.662,0.324,0,0
"187","C22orf31",25770,"ENSG00000100249","VLMC",0.545,0.113,3.72492933606066,0.737,0.474,1.04788205232484e-11,5.26885574729451e-07
"188","C22orf34",348645,"ENSG00000188511","Endothelial",0.371,0.261,3.65315717139326,0.592,0.184,3.0955461835886e-40,1.55647157657018e-35
"189","C2orf82",389084,"ENSG00000182600","Astrocyte",0.413,0.156,2.7341395933568,0.653,0.306,0,0
"190","C3",718,"ENSG00000125730","Microglia",0.927,0.277,6.19499066120994,0.95,0.9,0,0
"191","C3orf70",285382,"ENSG00000187068","OPC",0.604,0.347,2.17820177537732,0.678,0.356,2.53008030802528e-121,1.27214967967819e-116
"192","C4orf19",55286,"ENSG00000154274","Astrocyte",0.559,0.259,2.27331030888916,0.698,0.396,0,0
"193","C5orf56",441108,"NA","VLMC",0.545,0.42,2.21340104918938,0.623,0.246,0.0109893513116586,1
"194","C5orf64",285668,"ENSG00000178722","OPC",0.354,0.073,2.152661950702,0.646,0.292,1.35738879068838e-133,6.82508657846024e-129
"195","C9orf153",389766,"ENSG00000187753","VLMC",0.545,0.215,2.30112919213081,0.675,0.35,0.0159478185630243,1
"196","CA10",56934,"ENSG00000154975","OPC",0.986,0.69,2.0034811158781,0.917,0.834,1.37918699371386e-304,6.93469012309266e-300
"197","CA2",760,"ENSG00000104267","Oligodendrocyte",0.777,0.194,3.43115400526025,0.848,0.696,0,0
"198","CA4",762,"ENSG00000167434","Pericyte",0.531,0.228,3.39495744358877,0.688,0.376,1.44335051982911e-12,7.25731074875277e-08
"199","CABLES1",91768,"ENSG00000134508","Astrocyte",0.84,0.598,2.73391196259538,0.81,0.62,0,0
"200","CACNG4",27092,"ENSG00000075461","OPC",0.765,0.292,3.01494388991695,0.813,0.626,0,0
"201","CACNG5",27091,"ENSG00000075429","OPC",0.383,0.108,3.45001931965242,0.653,0.306,4.81780111254161e-278,2.42243857739704e-273
"202","CALB2",794,"ENSG00000282830, ENSG00000172137","VIP",0.731,0.034,4.49725073599341,0.859,0.718,0,0
"203","CALD1",800,"ENSG00000122786","Pericyte",0.906,0.575,3.23388564784594,0.9,0.8,3.2213620985422e-36,1.619733076768e-31
"204","CAMK2G",818,"ENSG00000148660","Astrocyte",0.985,0.821,2.05722050519816,0.899,0.798,0,0
"205","CAPN13",92291,"ENSG00000162949","L5/6 IT Car3",0.516,0.074,2.09522305062094,0.731,0.462,1.64851205332095e-129,8.28888345530305e-125
"206","CAPN3",825,"ENSG00000092529","Oligodendrocyte",0.806,0.265,3.7746733742615,0.859,0.718,0,0
"207","CAPZB",832,"ENSG00000077549","Microglia",0.941,0.858,2.96028286853088,0.855,0.71,0,0
"208","CARD11",84433,"ENSG00000198286","Microglia",0.66,0.489,4.16947178622817,0.708,0.416,0,0
"209","CARD8",22900,"ENSG00000105483","Microglia",0.475,0.296,3.09950990770193,0.636,0.272,1.31977826974177e-217,6.63597711808858e-213
"210","CARNS1",57571,"ENSG00000172508","Oligodendrocyte",0.924,0.085,5.52712808594906,0.956,0.912,0,0
"211","CASC15",401237,"NA","Pericyte",0.969,0.962,2.71397313192555,0.8,0.6,5.2421582095334e-19,2.63580956933549e-14
"212","CASC17",101928165,"ENSG00000260785","Astrocyte",0.442,0.258,3.02144070211946,0.63,0.26,0,0
"213","CASP10",843,"ENSG00000003400","Endothelial",0.429,0.175,3.41780518440863,0.658,0.316,5.09849150626457e-59,2.56357251426489e-54
"214","CASS4",57091,"ENSG00000087589","Microglia",0.364,0.254,3.65678706149713,0.589,0.178,3.83550937371896e-304,1.92853246819963e-299
"215","CATSPERB",79820,"ENSG00000274338, ENSG00000133962","VLMC",0.636,0.4,2.57577103444643,0.65,0.3,NA,NA
"216","CATSPERG",57828,"ENSG00000099338","Pericyte",0.312,0.361,2.27851343476133,0.503,0.00600000000000001,2.27413194734566e-05,1
"217","CAV1",857,"ENSG00000105974","L6 CT",0.405,0.055,2.28610966576998,0.682,0.364,4.87234763158527e-195,2.44986511263739e-190
"218","CBLN2",147381,"ENSG00000141668","IT",0.745,0.302,2.23193002365627,0.787,0.574,0,0
"219","CBLN4",140689,"ENSG00000054803","LAMP5",0.587,0.243,2.13736706568628,0.715,0.43,2.19643246691586e-295,1.10438820868996e-290
"220","CBR1",873,"ENSG00000159228","Oligodendrocyte",0.504,0.157,3.18648327149776,0.702,0.404,0,0
"221","CCDC102B",79839,"ENSG00000150636","Pericyte",0.781,0.697,2.12128392599025,0.655,0.31,0.000580039688160864,1
"222","CCDC141",285025,"ENSG00000163492","Pericyte",0.406,0.418,2.34748615478102,0.539,0.0780000000000001,2.44645265420392e-06,0.123010085906027
"223","CCDC3",83643,"ENSG00000151468","Pericyte",0.812,0.776,2.06756837708131,0.639,0.278,0.000436704261376264,1
"224","CCDC36",339834,"ENSG00000173421","Endothelial",0.371,0.446,2.42296402308654,0.514,0.028,8.62105024161888e-12,4.33475027198839e-07
"225","CCDC39",339829,"ENSG00000284862","VLMC",0.273,0.448,2.32118691707628,0.433,0.134,0.0422140742161565,1
"226","CCDC50",152137,"ENSG00000152492","OPC",0.824,0.333,2.50813222745201,0.836,0.672,0,0
"227","CCDC68",80323,"ENSG00000166510","Endothelial",0.457,0.278,3.05649078413608,0.632,0.264,8.59944479294891e-20,4.32388683634264e-15
"228","CCDC88C",440193,"ENSG00000015133","Endothelial",0.471,0.305,2.3839178564315,0.619,0.238,3.69384961967706e-12,1.85730452726982e-07
"229","CD200R1L",344807,"ENSG00000206531","L5/6 NP",0.597,0.024,4.05478106651628,0.793,0.586,0,0
"230","CD22",933,"ENSG00000012124","Oligodendrocyte",0.794,0.139,4.81254468700798,0.88,0.76,0,0
"231","CD320",51293,"ENSG00000167775","Endothelial",0.443,0.212,3.09757395013841,0.645,0.29,2.76812784878453e-21,1.39184236364735e-16
"232","CD34",947,"ENSG00000174059","Endothelial",0.671,0.033,5.87027023779349,0.83,0.66,1.03854329390319e-168,5.22189953607463e-164
"233","CD36",948,"ENSG00000135218","L5/6 NP",0.895,0.1,4.25309410359328,0.936,0.872,0,0
"234","CD4",920,"ENSG00000010610","Microglia",0.531,0.216,4.33986163019012,0.707,0.414,0,0
"235","CD53",963,"ENSG00000143119","Microglia",0.556,0.065,4.28413146659562,0.757,0.514,0,0
"236","CD58",965,"ENSG00000116815","Endothelial",0.357,0.123,2.97653561906357,0.635,0.27,1.50807191805629e-21,7.58273641117885e-17
"237","CD63",967,"ENSG00000135404","Pericyte",0.719,0.471,2.40241327254599,0.749,0.498,6.14490018382413e-13,3.08971726142861e-08
"238","CD74",972,"ENSG00000019582","Microglia",0.928,0.11,6.19681116764836,0.958,0.916,0,0
"239","CD82",3732,"ENSG00000085117","Oligodendrocyte",0.36,0.082,2.51517332984644,0.647,0.294,0,0
"240","CD84",8832,"ENSG00000066294","Microglia",0.448,0.019,5.55654972068025,0.718,0.436,0,0
"241","CD86",942,"ENSG00000114013","Microglia",0.636,0.14,5.50210223009607,0.788,0.576,0,0
"242","CDC42EP4",23580,"ENSG00000179604","Astrocyte",0.646,0.208,3.45050008179651,0.771,0.542,0,0
"243","CDCP1",64866,"ENSG00000163814","L5/6 NP",0.732,0.171,3.04387751629181,0.828,0.656,0,0
"244","CDH1",999,"ENSG00000039068","Oligodendrocyte",0.593,0.452,3.52099431847839,0.659,0.318,0,0
"245","CDH11",1009,"ENSG00000140937","VLMC",1,0.678,2.08712985963493,0.884,0.768,6.50143775628302e-05,1
"246","CDH19",28513,"ENSG00000071991","Oligodendrocyte",0.593,0.142,4.37416441085041,0.762,0.524,0,0
"247","CDH20",28316,"ENSG00000101542","Astrocyte",0.996,0.622,2.03974386229468,0.934,0.868,0,0
"248","CDH5",1003,"ENSG00000179776","Endothelial",0.586,0.1,5.20032212549192,0.77,0.54,9.39020910213654e-235,4.72149103864528e-230
"249","CDK18",5129,"ENSG00000117266","Oligodendrocyte",0.917,0.303,3.69202848462488,0.922,0.844,0,0
"250","CDKN1C",1028,"ENSG00000273707, ENSG00000129757","Oligodendrocyte",0.365,0.05,3.05825916586329,0.663,0.326,0,0
"251","CECR1",51816,"ENSG00000093072","Microglia",0.412,0.363,2.9866493899354,0.571,0.142,4.95662008097549e-230,2.49223814291528e-225
"252","CECR2",27443,"ENSG00000099954","Pericyte",0.75,0.77,2.16783073170926,0.624,0.248,1.57267888658012e-09,7.90758670961351e-05
"253","CELF3",11189,"ENSG00000159409","VLMC",0.091,0.368,3.11009794203601,0.378,0.244,2.19697634738901e-07,0.0110466167723067
"254","CEMIP",57214,"ENSG00000103888","VLMC",0.818,0.63,4.16594034417015,0.767,0.534,1.77721434612373e-08,0.000893601145374472
"255","CERCAM",51148,"ENSG00000167123","Oligodendrocyte",0.991,0.259,5.36517443937815,0.991,0.982,0,0
"256","CERS2",29956,"ENSG00000143418","Oligodendrocyte",0.354,0.211,2.33247643491671,0.593,0.186,1.92341117558043e-200,9.67110373193594e-196
"257","CES3",23491,"ENSG00000172828","L5/6 NP",0.556,0.129,2.09991464484478,0.73,0.46,4.16975633024747e-142,2.09659518041173e-137
"258","CFAP47",286464,"ENSG00000165164","Astrocyte",0.57,0.53,2.85401627855199,0.591,0.182,2.32692423358748e-281,1.17000077389012e-276
"259","CFAP54",144535,"ENSG00000188596","VLMC",0.727,0.691,2.62246531555958,0.666,0.332,0.000379195920476171,1
"260","CFI",3426,"ENSG00000205403","Endothelial",0.557,0.402,3.7361894791228,0.645,0.29,2.1582892192987e-69,1.08520940235558e-64
"261","CFL2",1073,"ENSG00000165410","Oligodendrocyte",0.357,0.224,2.1823159182273,0.589,0.178,1.73727311255616e-165,8.73518293724361e-161
"262","CFLAR",8837,"ENSG00000003402","Endothelial",0.714,0.44,2.32601260191501,0.733,0.466,3.84681004420045e-20,1.93421455832443e-15
"263","CHADL",150356,"ENSG00000100399","Oligodendrocyte",0.374,0.114,2.96079480020171,0.645,0.29,0,0
"264","CHMP1B2P",101060146,"ENSG00000278530","VLMC",0.364,0.282,3.44142729835063,0.578,0.156,1.8151757089585e-06,0.0912688498221425
"265","CHODL",140578,"ENSG00000154645","Oligodendrocyte",0.458,0.501,2.09089803788876,0.523,0.046,4.91910673451172e-150,2.47337605717984e-145
"266","CHRM2",1129,"ENSG00000181072","L5/6 NP",0.876,0.226,2.12027157320964,0.875,0.75,3.19163606457744e-255,1.60478652963018e-250
"267","CHRNA2",1135,"ENSG00000120903","VIP",0.473,0.019,3.60510628970761,0.73,0.46,0,0
"268","CHST3",9469,"ENSG00000122863","VLMC",0.364,0.141,2.44587121402593,0.633,0.266,4.21103740941254e-05,1
"269","CHST7",56548,"ENSG00000147119","VLMC",0.364,0.158,2.42117911158469,0.614,0.228,NA,NA
"270","CHST8",64377,"ENSG00000124302","L5 ET",0.978,0.434,2.39872314609077,0.936,0.872,2.69159067894994e-93,1.35335870928282e-88
"271","CHSY1",22856,"ENSG00000131873","Endothelial",0.371,0.45,2.08589105949742,0.509,0.018,2.42059605487091e-11,1.21709990234964e-06
"272","CIITA",4261,"ENSG00000179583","Microglia",0.485,0.27,3.19060239945909,0.647,0.294,4.57098223646538e-199,2.29833557831716e-194
"273","CLCN5",1184,"ENSG00000171365","Microglia",0.511,0.497,2.65709139715009,0.57,0.14,3.16970162400606e-130,1.59375767356649e-125
"274","CLDN10",9071,"ENSG00000134873","Astrocyte",0.719,0.354,3.38815884708871,0.783,0.566,0,0
"275","CLDN11",5010,"ENSG00000013297","Oligodendrocyte",0.983,0.305,4.99140408331775,0.983,0.966,0,0
"276","CLDN5",7122,"ENSG00000184113","Endothelial",0.914,0.007,6.93610743143753,0.957,0.914,1.63068654437817e-172,8.19925501378789e-168
"277","CLDND1",56650,"ENSG00000080822","Oligodendrocyte",0.916,0.527,3.29064282201336,0.9,0.8,0,0
"278","CLEC14A",161198,"ENSG00000176435","Endothelial",0.414,0.021,4.68399668976991,0.699,0.398,7.17711966527882e-41,3.60872753889884e-36
"279","CLEC1A",51267,"ENSG00000150048","VLMC",0.455,0.064,3.82532760725378,0.709,0.418,6.71663963411927e-14,3.37719357443151e-09
"280","CLEC3B",7123,"ENSG00000163815","Endothelial",0.729,0.035,5.2276047660299,0.858,0.716,9.81694168978214e-107,4.93605645103936e-102
"281","CLEC7A",64581,"ENSG00000172243","Microglia",0.388,0.013,4.97625638065564,0.69,0.38,0,0
"282","CLIC2",1193,"ENSG00000155962","Endothelial",0.2,0.383,2.24394378283008,0.427,0.146,6.1233240379259e-09,0.000307886855950952
"283","CLIC5",53405,"ENSG00000112782","Endothelial",0.471,0.234,3.54705188256122,0.658,0.316,5.05028552931038e-27,2.53933406699255e-22
"284","CLMP",79827,"ENSG00000166250","VLMC",0.545,0.533,2.51512531497429,0.575,0.15,0.00891530826358134,1
"285","CLPB",81570,"ENSG00000162129","VLMC",0.455,0.419,2.24804715390554,0.539,0.0780000000000001,NA,NA
"286","CLYBL",171425,"ENSG00000125246","VLMC",0.818,0.658,2.19454230672648,0.612,0.224,NA,NA
"287","CMAHP",8418,"NA","Endothelial",0.429,0.247,2.86531024762626,0.623,0.246,1.70453772010057e-14,8.57058611043767e-10
