"","gene","entrez_id","cluster","adapted_cluster_name","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"793","NCKAP1L",3071,"Micro_C1QC","Microglia",0.457,0.076,4.85991651370407,0,0,0.706,0.412
"794","NCMAP",400746,"Micro_C1QC","Microglia",0.356,0.275,3.14788791086836,1.32816000827671e-90,6.6781213376161e-86,0.561,0.122
"795","NDE1",54820,"Oligo","Oligo",0.587,0.354,2.50162320594242,0,0,0.677,0.354
"796","NDRG1",10397,"Oligo","Oligo",0.858,0.323,2.62549163469678,0,0,0.862,0.724
"797","NDRG2",57447,"Astro_FGFR3","Astrocyte",0.957,0.27,2.63940920030916,0,0,0.934,0.868
"798","NDUFA4L2",56901,"Peri_MUSTN1","Peri_MUSTN1",0.719,0.04,5.77221204277833,5.4874514279256e-62,2.75914545247527e-57,0.852,0.704
"799","NEDD9",4739,"Endo_CLDN5","Endothelial",0.657,0.374,2.63507473447506,2.24298633002104e-20,1.12779595659788e-15,0.712,0.424
"800","NELL2",4753,"Pyramidal","Pyramidal",0.998,0.531,2.62297625991884,0,0,0.976,0.952
"801","NET1",10276,"Endo_CLDN5","Endothelial",0.457,0.085,3.8097159945839,7.34004129008696e-32,3.69064616106862e-27,0.701,0.402
"802","NEURL1B",54492,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.159,2.92509758214917,0.00011826553353771,1,0.618,0.236
"803","NEUROD6",63974,"Pyramidal","Pyramidal",0.76,0.026,3.30828610439015,0,0,0.872,0.744
"804","NFATC2",4773,"Micro_C1QC","Microglia",0.591,0.253,3.43453618808563,5.1877985405814e-307,2.60847698418973e-302,0.723,0.446
"805","NFATC4",4776,"Astro_FGFR3","Astrocyte",0.433,0.012,3.98820534484611,0,0,0.712,0.424
"806","NFKBIA",4792,"Endo_CLDN5","Endothelial",0.657,0.21,2.57873505863502,1.84834804616328e-25,9.29367881091361e-21,0.763,0.526
"807","NHSL1",57224,"Astro_FGFR3","Astrocyte",0.991,0.48,3.02670663154063,0,0,0.964,0.928
"808","NHSL2",340527,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.399,2.53288372907559,0.000101971948889999,1,0.657,0.314
"809","NID2",22795,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.13,3.53692628471373,4.90969421767448e-08,0.00246864334958891,0.829,0.658
"810","NINJ2",4815,"Oligo","Oligo",0.593,0.218,3.57741219407427,0,0,0.735,0.47
"811","NKAIN1",79570,"Oligo","Oligo",0.529,0.382,2.72541312942729,8.47232170297255e-231,4.25996807547163e-226,0.623,0.246
"812","NKD1",85407,"VLMC_CYP1B1","VLMC_CYP1B1",1,0.124,3.91491174589482,2.96557045406661e-13,1.49111848000923e-08,0.975,0.95
"813","NKX6-2",84504,"Oligo","Oligo",0.459,0.005,2.86980645406514,0,0,0.727,0.454
"814","NLRC5",84166,"Endo_CLDN5","Endothelial",0.557,0.215,3.08451392057153,9.18931456645472e-40,4.6204792571591e-35,0.711,0.422
"815","NLRP1",22861,"Micro_C1QC","Microglia",0.536,0.215,4.2050095975693,0,0,0.704,0.408
"816","NMU",10874,"Inh_SST","SST",0.618,0.2,3.59283024142317,0,0,0.758,0.516
"817","NOD1",10392,"Endo_CLDN5","Endothelial",0.429,0.186,2.55231880065132,6.36271282783999e-17,3.19923563696623e-12,0.647,0.294
"818","NOTCH3",4854,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.224,6.04647328446405,1.3831080875342e-215,6.95440577493071e-211,0.956,0.912
"819","NOTCH4",4855,"Endo_CLDN5","Endothelial",0.657,0.101,4.63792909374276,4.24012845043504e-78,2.13197898616324e-73,0.806,0.612
"820","NPR3",4883,"Inh_VIP","VIP",0.37,0.195,2.87223472624946,1.83609053997458e-186,9.23204684404616e-182,0.61,0.22
"821","NPSR1-AS1",404744,"Pyramidal","Pyramidal",0.545,0.364,2.89124387575988,5.68981265824304e-177,2.86089470269118e-172,0.609,0.218
"822","NPTX1",4884,"Pyramidal","Pyramidal",0.915,0.083,2.6929099745525,0,0,0.933,0.866
"823","NRROS",375387,"Micro_C1QC","Microglia",0.415,0.152,4.27747739056066,1.32488992178614e-245,6.6616790157329e-241,0.654,0.308
"824","NTN1",9423,"OPC_MYT1","OPC",0.793,0.447,3.19200321840728,0,0,0.8,0.6
"825","NTSR2",23620,"Astro_FGFR3","Astrocyte",0.413,0.14,3.29097687357407,3.48490966492854e-278,1.75224742862272e-273,0.657,0.314
"826","NUPR1",26471,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.037,3.40866829815839,5.03880366889458e-12,2.53356087275688e-07,0.674,0.348
"827","NWD1",284434,"Astro_FGFR3","Astrocyte",0.844,0.435,3.73432847344681,0,0,0.847,0.694
"828","NWD2",57495,"Pyramidal","Pyramidal",0.8,0.248,2.57609554066679,0,0,0.844,0.688
"829","NXN",64359,"Endo_CLDN5","Endothelial",0.957,0.706,2.9597519124073,2.4263917563022e-70,1.22001403898631e-65,0.852,0.704
"830","NXPH2",11249,"Inh_LAMP5","LAMP5.PAX6.Other",0.877,0.16,3.10095576185331,0,0,0.908,0.816
"831","OAF",220323,"Astro_FGFR3","Astrocyte",0.772,0.055,3.49497305716458,0,0,0.871,0.742
"832","OCLN",100506658,"Endo_CLDN5","Endothelial",0.529,0.25,3.5984036272607,2.8585990750608e-92,1.43733220093132e-87,0.688,0.376
"833","OGN",4969,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.036,5.00525993465775,4.40894857665245e-15,2.21686343382662e-10,0.764,0.528
"834","OLFM3",118427,"Pyramidal","Pyramidal",0.966,0.237,2.54346981631572,0,0,0.943,0.886
"835","OLFML2A",169611,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.129,3.95758706387678,2.84056815094391e-21,1.42826607197611e-16,0.64,0.28
"836","OLFML3",56944,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.029,2.62768273526542,0.000823052990427427,1,0.668,0.336
"837","OLR1",4973,"Micro_C1QC","Microglia",0.665,0.062,5.32190644610675,0,0,0.82,0.64
"838","OPALIN",93377,"Oligo","Oligo",0.776,0.042,5.67434973385785,0,0,0.882,0.764
"839","OPN5",221391,"Inh_LAMP5","LAMP5.PAX6.Other",0.724,0.143,2.55559272228472,3.62461193607672e-184,1.82249112757873e-179,0.815,0.63
"840","OR14I1",401994,"Pyramidal","Pyramidal",0.543,0.098,2.94985152381903,0,0,0.744,0.488
"841","OR3A1",4994,"Micro_C1QC","Microglia",0.527,0.469,2.62172483771185,9.96212369195246e-48,5.00905541355062e-43,0.566,0.132
"842","OSMR",9180,"Endo_CLDN5","Endothelial",0.414,0.111,3.68462807669188,4.90342366569291e-24,2.46549045334705e-19,0.666,0.332
"843","OSTN",344901,"Inh_PVALB","PVALB",0.415,0.125,3.09074011565799,4.29751314852488e-145,2.16083258620979e-140,0.661,0.322
"844","P2RY12",64805,"Micro_C1QC","Microglia",0.865,0.074,5.68273589698947,0,0,0.924,0.848
"845","P2RY13",53829,"Micro_C1QC","Microglia",0.612,0.089,4.82955165553035,0,0,0.784,0.568
"846","P2RY14",9934,"Peri_MUSTN1","Peri_MUSTN1",0.406,0.061,4.07329793951953,1.08152758702476e-17,5.43802886031919e-13,0.683,0.366
"847","PALD1",27143,"Micro_C1QC","Microglia",0.837,0.285,4.36259477840976,0,0,0.881,0.762
"848","PALM2",114299,"Oligo","Oligo",0.799,0.509,2.5642991247914,0,0,0.779,0.558
"849","PALMD",54873,"Endo_CLDN5","Endothelial",0.814,0.142,4.506028470812,8.18004144619199e-67,4.11300663955979e-62,0.881,0.762
"850","PAMR1",25891,"Astro_FGFR3","Astrocyte",0.933,0.195,4.06821203793873,0,0,0.945,0.89
"851","PAPLN",89932,"Astro_FGFR3","Astrocyte",0.931,0.088,4.78840071795663,0,0,0.957,0.914
"852","PAQR5",54852,"Endo_CLDN5","Endothelial",0.357,0.158,3.13023795455936,1.03688327653797e-36,5.21355280276057e-32,0.622,0.244
"853","PARP10",84875,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.08,3.39388204516338,0.00202515984285424,1,0.648,0.296
"854","PARP12",64761,"Endo_CLDN5","Endothelial",0.429,0.098,3.14865941789603,5.55585783539918e-23,2.79354087821706e-18,0.679,0.358
"855","PARP14",54625,"Micro_C1QC","Microglia",0.408,0.193,2.54966113881247,1.48736635936548e-97,7.47862679152556e-93,0.628,0.256
"856","PARP9",83666,"Endo_CLDN5","Endothelial",0.5,0.119,2.84648192326934,3.42043406690553e-26,1.71982845318077e-21,0.71,0.42
"857","PART1",25859,"Pyramidal","Pyramidal",0.762,0.051,2.98889474392775,0,0,0.868,0.736
"858","PAWR",5074,"Peri_MUSTN1","Peri_MUSTN1",0.75,0.309,2.92359201646075,1.0658455182441e-12,5.35917785028315e-08,0.771,0.542
"859","PAX6",5080,"Astro_FGFR3","Astrocyte",0.637,0.062,3.76930203232983,0,0,0.8,0.6
"860","PAXIP1-AS2",100132707,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.094,3.01213845254847,0.000322962720130097,1,0.646,0.292
"861","PBXIP1",57326,"Astro_FGFR3","Astrocyte",0.496,0.064,3.04817555697027,0,0,0.724,0.448
"862","PCAT19",100505495,"Endo_CLDN5","Endothelial",0.543,0.09,5.00616202890525,8.38222697870664e-263,4.21466754716349e-258,0.751,0.502
"863","PCDH15",65217,"OPC_MYT1","OPC",0.997,0.63,3.97315188896952,0,0,0.995,0.99
"864","PCDH8",5100,"Inh_VIP","VIP",0.676,0.102,2.8532235762066,3.80492534806811e-226,1.91315451426213e-221,0.806,0.612
"865","PCOLCE",5118,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.04,4.29498404777145,0.000362242410403132,1,0.664,0.328
"866","PCSK6",5046,"Oligo","Oligo",0.903,0.339,3.61267069732428,0,0,0.907,0.814
"867","PDE3A",5139,"Peri_MUSTN1","Peri_MUSTN1",0.75,0.387,2.59535304865068,8.03694956555543e-10,4.04105861105693e-05,0.753,0.506
"868","PDE4C",5143,"Peri_MUSTN1","Peri_MUSTN1",0.469,0.352,3.18428985287146,4.54708828069062e-18,2.28632145841405e-13,0.617,0.234
"869","PDE7B",27115,"Peri_MUSTN1","Peri_MUSTN1",0.906,0.508,2.75273785833009,5.93885068484192e-18,2.98611351284537e-13,0.876,0.752
"870","PDE8A",5151,"Oligo","Oligo",0.991,0.769,2.54988110851882,0,0,0.949,0.898
"871","PDE8B",8622,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.655,2.86021605999204,6.55547645017533e-18,3.29615911391266e-13,0.883,0.766
"872","PDGFD",80310,"Inh_LAMP5","LAMP5.PAX6.Other",0.77,0.289,3.41900247424843,0,0,0.83,0.66
"873","PDGFRA",5156,"OPC_MYT1","OPC",0.97,0.208,4.76006584439132,0,0,0.977,0.954
"874","PDZRN3",23024,"VLMC_CYP1B1","VLMC_CYP1B1",1,0.583,2.72379878288743,3.55107559285059e-08,0.00178551631884121,0.971,0.942
"875","PEAR1",375033,"Peri_MUSTN1","Peri_MUSTN1",0.438,0.018,4.86996787551692,7.36831494657888e-36,3.70486243828933e-31,0.714,0.428
"876","PECAM1",5175,"Endo_CLDN5","Endothelial",0.857,0.396,4.05310914607901,5.51698865696321e-140,2.77399706660767e-135,0.877,0.754
"877","PGM5",5239,"Micro_C1QC","Microglia",0.495,0.249,3.76710032924306,9.89758965249854e-269,4.97660705317279e-264,0.662,0.324
"878","PHF21B",112885,"Astro_FGFR3","Astrocyte",0.807,0.277,3.17497253674733,0,0,0.85,0.7
"879","PHKA1",5255,"Astro_FGFR3","Astrocyte",0.557,0.193,2.50851605555414,1.62018643477117e-278,8.14645941267293e-274,0.714,0.428
"880","PHLDA1",22822,"OPC_MYT1","OPC",0.516,0.144,2.96072509024,5.08720763703551e-203,2.55789887197782e-198,0.71,0.42
"881","PHLDB1",23187,"Oligo","Oligo",0.933,0.431,2.71049511891795,0,0,0.909,0.818
"882","PHYHD1",254295,"Astro_FGFR3","Astrocyte",0.646,0.167,3.90108239026145,0,0,0.784,0.568
"883","PI16",221476,"Oligo","Oligo",0.393,0.076,3.15277831635023,0,0,0.669,0.338
"884","PIEZO2",63895,"Oligo","Oligo",0.866,0.584,3.08288282698329,0,0,0.832,0.664
"885","PIK3AP1",118788,"Micro_C1QC","Microglia",0.552,0.28,4.23443798390477,0,0,0.691,0.382
"886","PIK3CD",5293,"Micro_C1QC","Microglia",0.645,0.533,2.70580853698099,1.72349169087486e-151,8.66588857088787e-147,0.637,0.274
"887","PIK3R3",8503,"Endo_CLDN5","Endothelial",0.814,0.58,2.83533064339227,6.35980824322146e-29,3.19777518277418e-24,0.756,0.512
"888","PIK3R5",23533,"Micro_C1QC","Microglia",0.673,0.174,5.3702247057685,0,0,0.802,0.604
"889","PILRA",29992,"Micro_C1QC","Microglia",0.541,0.351,2.86583660183363,1.57008202454385e-162,7.89452942760895e-158,0.651,0.302
"890","PIP4K2A",5305,"Oligo","Oligo",0.994,0.696,2.94154422930913,0,0,0.971,0.942
"891","PITPNC1",26207,"Astro_FGFR3","Astrocyte",0.999,0.858,2.82398836213821,0,0,0.978,0.956
"892","PKP2",5318,"Inh_LAMP5","LAMP5.PAX6.Other",0.784,0.389,3.0263115157509,0,0,0.817,0.634
"893","PLA2G16",11145,"Oligo","Oligo",0.678,0.214,2.98879923146837,0,0,0.782,0.564
"894","PLA2G4A",5321,"Micro_C1QC","Microglia",0.587,0.316,3.74269209761779,7.37948900933068e-278,3.71048086878156e-273,0.696,0.392
"895","PLA2G5",5322,"Astro_FGFR3","Astrocyte",0.415,0.1,3.93636036922995,0,0,0.674,0.348
"896","PLAC9",219348,"Peri_MUSTN1","Peri_MUSTN1",0.531,0.149,3.95408899147644,1.38578891522367e-29,6.96788524463613e-25,0.728,0.456
"897","PLCB2",5330,"Micro_C1QC","Microglia",0.475,0.098,3.90403210722953,2.80383113143829e-242,1.40979433119849e-237,0.704,0.408
"898","PLCE1",51196,"Peri_MUSTN1","Peri_MUSTN1",0.812,0.463,3.18356017428439,8.08501022459216e-28,4.06522399102718e-23,0.836,0.672
"899","PLCG2",5336,"Micro_C1QC","Microglia",0.669,0.306,4.08781544144884,0,0,0.766,0.532
"900","PLCL1",5334,"Oligo","Oligo",0.988,0.76,2.54038147909067,0,0,0.938,0.876
"901","PLD1",5337,"Oligo","Oligo",0.896,0.383,2.70967455725029,0,0,0.893,0.786
"902","PLEKHA7",144100,"Astro_FGFR3","Astrocyte",0.831,0.371,2.6341841160622,0,0,0.841,0.682
"903","PLEKHG2",64857,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.084,3.60652889479266,3.61394368913642e-27,1.81712702633468e-22,0.659,0.318
"904","PLEKHG3",26030,"Oligo","Oligo",0.506,0.107,2.82108036532866,0,0,0.716,0.432
"905","PLEKHH1",57475,"Oligo","Oligo",0.972,0.381,3.64137365921067,0,0,0.962,0.924
"906","PLIN5",440503,"Astro_FGFR3","Astrocyte",0.619,0.162,3.82883998980046,0,0,0.77,0.54
"907","PLLP",51090,"Oligo","Oligo",0.807,0.174,2.8051251375007,0,0,0.861,0.722
"908","PLP1",5354,"Oligo","Oligo",0.997,0.24,5.92533341032687,0,0,0.997,0.994
"909","PLSCR1",5359,"Endo_CLDN5","Endothelial",0.429,0.161,2.56763341937573,2.45023162477006e-12,1.23200096325063e-07,0.651,0.302
"910","PLSCR4",57088,"Astro_FGFR3","Astrocyte",0.711,0.115,2.71352006392216,0,0,0.819,0.638
"911","PLXDC2",84898,"Micro_C1QC","Microglia",1,0.859,2.93205806127389,0,0,0.991,0.982
"912","PMP22",5376,"Oligo","Oligo",0.738,0.191,2.89422111399588,0,0,0.818,0.636
"913","PNOC",5368,"Inh_SST","SST",0.667,0.117,2.78443769309273,2.1903947363132e-206,1.10135237736564e-201,0.798,0.596
"914","PODXL",5420,"Endo_CLDN5","Endothelial",0.943,0.519,4.65103945493802,1.28319303781484e-189,6.45202291343681e-185,0.941,0.882
"915","PPAP2C",8612,"Oligo","Oligo",0.394,0.051,3.76471702405726,0,0,0.679,0.358
"916","PPAPDC1A",196051,"OPC_MYT1","OPC",0.721,0.189,2.83528503939601,2.57408201483289e-321,1.29427417787813e-316,0.809,0.618
"917","PPP1R14A",94274,"Oligo","Oligo",0.789,0.044,4.34881780200218,0,0,0.886,0.772
"918","PPP1R16A",84988,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.212,2.86269403648085,0.0146599989071387,1,0.64,0.28
"919","PPP1R1B",84152,"Astro_FGFR3","Astrocyte",0.386,0.093,2.58157304291624,2.26409707172942e-171,1.13841064863627e-166,0.655,0.31
"920","PPP1R3C",5507,"Astro_FGFR3","Astrocyte",0.595,0.05,3.90904406996239,0,0,0.779,0.558
"921","PRDM16",63976,"Astro_FGFR3","Astrocyte",0.912,0.103,4.57912679431562,0,0,0.946,0.892
"922","PRIMA1",145270,"Oligo","Oligo",0.393,0.037,3.79054078299458,0,0,0.684,0.368
"923","PRKCD",5580,"Micro_C1QC","Microglia",0.415,0.174,2.8441541437164,1.07547171162476e-115,5.40757931322048e-111,0.64,0.28
"924","PRKX",5613,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.35,2.97505592821009,8.5136132634683e-06,0.428072988500449,0.596,0.192
"925","PRODH",5625,"Astro_FGFR3","Astrocyte",0.948,0.108,4.5231198898773,0,0,0.965,0.93
"926","PROSER2",254427,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.125,3.38932929212188,0.000529570369947884,1,0.676,0.352
"927","PRR5L",79899,"Oligo","Oligo",0.732,0.203,3.44284734128492,0,0,0.821,0.642
"928","PRTG",283659,"Endo_CLDN5","Endothelial",0.743,0.46,2.53118897380369,1.55628282394072e-22,7.82514566705633e-18,0.721,0.442
"929","PSD2",84249,"Astro_FGFR3","Astrocyte",0.934,0.464,2.73877973766235,0,0,0.906,0.812
"930","PTAFR",5724,"Micro_C1QC","Microglia",0.573,0.344,2.86368088697722,1.09002743328913e-203,5.48076693732106e-199,0.677,0.354
"931","PTGFR",5737,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.097,4.10905728539733,1.43731691840021e-05,0.722697319740809,0.739,0.478
"932","PTGIS",5740,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.24,2.50641759850675,1.70674488520649e-05,0.858168395730673,0.643,0.286
"933","PTH1R",5745,"Peri_MUSTN1","Peri_MUSTN1",0.656,0.056,3.67852805765376,4.22242186853966e-22,2.12307593972043e-17,0.809,0.618
"934","PTHLH",5744,"Inh_VIP","VIP",0.666,0.078,3.93531535511261,0,0,0.815,0.63
"935","PTPRB",5787,"Endo_CLDN5","Endothelial",0.971,0.436,3.49850239003199,2.72419345890147e-70,1.36975171307025e-65,0.957,0.914
"936","PTPRC",5788,"Micro_C1QC","Microglia",0.789,0.121,5.10775803215456,0,0,0.876,0.752
"937","PTPRU",10076,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.258,2.85806380280278,0.000856533145081626,1,0.677,0.354
"938","PTPRZ1",5803,"OPC_MYT1","OPC",1,0.537,3.13559953455578,0,0,0.995,0.99
"939","PVALB",5816,"Inh_PVALB","PVALB",0.378,0.049,2.78470457619423,8.96706153062341e-132,4.50872820821276e-127,0.671,0.342
"940","PXK",54899,"Oligo","Oligo",0.989,0.746,2.81765188906868,0,0,0.956,0.912
"941","PXN",5829,"Endo_CLDN5","Endothelial",0.614,0.402,2.52970425999526,5.81062217271143e-24,2.92163893466103e-19,0.682,0.364
"942","PYGM",5837,"Astro_FGFR3","Astrocyte",0.507,0.035,4.09026948388385,0,0,0.743,0.486
"943","QDPR",5860,"Oligo","Oligo",0.907,0.449,3.23257859812175,0,0,0.893,0.786
"944","R3HDML",140902,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.058,3.13224378009134,3.39494756760075e-11,1.70701358646533e-06,0.663,0.326
"945","RAB34",83871,"Astro_FGFR3","Astrocyte",0.412,0.019,3.27575765469828,0,0,0.698,0.396
"946","RAB39A",54734,"Micro_C1QC","Microglia",0.511,0.392,2.59886879609343,4.57427376866495e-69,2.29999059362242e-64,0.594,0.188
"947","RADIL",55698,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.361,2.90918654250215,0.000427323109601945,1,0.736,0.472
"948","RALYL",138046,"Pyramidal","Pyramidal",1,0.691,2.69565441505487,0,0,0.98,0.96
"949","RAMP2",10266,"Endo_CLDN5","Endothelial",0.486,0.027,4.80907295030778,4.80444785602529e-46,2.41572442648808e-41,0.734,0.468
"950","RANBP3L",202151,"Astro_FGFR3","Astrocyte",0.957,0.169,4.3781331753826,0,0,0.967,0.934
"951","RASGEF1C",255426,"Micro_C1QC","Microglia",0.949,0.521,3.82809783644674,0,0,0.926,0.852
"952","RASGRP3",25780,"Oligo","Oligo",0.686,0.413,2.681752779655,0,0,0.724,0.448
"953","RASIP1",54922,"Endo_CLDN5","Endothelial",0.486,0.199,3.36168213316904,7.77488217281538e-40,3.9092885053133e-35,0.679,0.358
"954","RBM47",54502,"Micro_C1QC","Microglia",0.919,0.769,3.93178225020062,0,0,0.81,0.62
"955","RCSD1",92241,"Micro_C1QC","Microglia",0.824,0.232,4.21700254298048,0,0,0.88,0.76
"956","RERGL",79785,"Peri_MUSTN1","Peri_MUSTN1",0.656,0.021,6.62675833922434,1.49777542273082e-71,7.53096460303285e-67,0.824,0.648
"957","RFTN1",23180,"Peri_MUSTN1","Peri_MUSTN1",0.625,0.322,2.78523861572764,1.97457700143092e-07,0.00992837062089479,0.698,0.396
"958","RFX2",5990,"Astro_FGFR3","Astrocyte",0.791,0.29,3.30945077606275,0,0,0.835,0.67
"959","RFX4",5992,"Astro_FGFR3","Astrocyte",0.458,0.05,3.46678179220932,0,0,0.712,0.424
"960","RGMA",56963,"Astro_FGFR3","Astrocyte",0.73,0.172,3.47817557043191,0,0,0.821,0.642
"961","RGPD3",653489,"Endo_CLDN5","Endothelial",0.471,0.469,2.81252769141986,8.32133379719298e-28,4.1840498465666e-23,0.54,0.0800000000000001
"962","RGS10",6001,"Micro_C1QC","Microglia",0.617,0.141,5.04489664592476,0,0,0.778,0.556
"963","RGS16",6004,"Inh_VIP","VIP",0.508,0.033,2.95403700964866,1.12993069110074e-216,5.68140450792365e-212,0.741,0.482
"964","RGS20",8601,"Astro_FGFR3","Astrocyte",0.92,0.329,3.98187171519146,0,0,0.925,0.85
"965","RGS5",8490,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.372,3.84064507395924,7.85279885496235e-34,3.94846579226362e-29,0.941,0.882
"966","RGS8",85397,"Inh_VIP","VIP",0.447,0.138,2.85052697429406,2.10560582270457e-157,1.05871966371409e-152,0.676,0.352
"967","RGS9",8787,"Astro_FGFR3","Astrocyte",0.555,0.328,2.51516831031715,7.09417244716359e-174,3.56702084815833e-169,0.656,0.312
"968","RHBDF2",79651,"Micro_C1QC","Microglia",0.673,0.127,5.17711436685823,0,0,0.812,0.624
"969","RHOC",389,"Endo_CLDN5","Endothelial",0.386,0.065,3.05108291360918,3.56238256704006e-19,1.79120157853341e-14,0.668,0.336
"970","RHOU",58480,"Oligo","Oligo",0.819,0.487,2.64537097151845,0,0,0.78,0.56
"971","RIN3",79890,"Micro_C1QC","Microglia",0.755,0.367,3.53465186694579,0,0,0.788,0.576
"972","RLBP1",6017,"Astro_FGFR3","Astrocyte",0.406,0.035,3.54287155210045,0,0,0.691,0.382
"973","RMDN2",151393,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.287,2.66890094180923,3.58706117048895e-06,0.180361022713355,0.84,0.68
"974","RNASE1",6035,"Oligo","Oligo",0.816,0.062,4.35983540216557,0,0,0.897,0.794
"975","RNASEH2B-AS1",100874255,"Micro_C1QC","Microglia",0.389,0.075,3.94530330927289,2.68456240506917e-190,1.34982482289283e-185,0.667,0.334
"976","RNASET2",8635,"Micro_C1QC","Microglia",0.871,0.34,3.63856455377068,0,0,0.891,0.782
"977","RNF135",84282,"Micro_C1QC","Microglia",0.5,0.203,2.87792672043284,3.32711508267216e-184,1.67290673471839e-179,0.68,0.36
"978","RNF144B",255488,"Endo_CLDN5","Endothelial",0.814,0.416,3.15779526164183,2.05481141537349e-54,1.03317972776395e-49,0.829,0.658
"979","RNF152",220441,"Peri_MUSTN1","Peri_MUSTN1",0.688,0.138,3.89667098309786,1.8147841428586e-25,9.12491614870731e-21,0.811,0.622
"980","RNF182",221687,"Astro_FGFR3","Astrocyte",0.56,0.149,3.17426207757085,0,0,0.732,0.464
"981","RNF219-AS1",100874222,"Astro_FGFR3","Astrocyte",0.99,0.348,6.02275901634662,0,0,0.991,0.982
"982","RNF220",55182,"Oligo","Oligo",0.996,0.667,3.99599318433229,0,0,0.989,0.978
"983","RNF43",54894,"Astro_FGFR3","Astrocyte",0.438,0.136,3.26978300675062,4.26944730890198e-301,2.146720801389e-296,0.672,0.344
"984","ROBO4",54538,"Endo_CLDN5","Endothelial",0.414,0.008,4.27742317250192,4.57736598138033e-46,2.30154538909784e-41,0.704,0.408
"985","ROR2",4920,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.463,4.04024940490334,1.19290002940473e-12,5.99802063784991e-08,0.689,0.378
"986","RP2",6102,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.255,2.62517021936821,0.0238528604307154,1,0.699,0.398
"987","RPH3AL",9501,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.26,2.55846548665395,0.00200928653206086,1,0.717,0.434
"988","RPL23P8",222901,"Inh_PAX6","LAMP5.PAX6.Other",0.379,0.042,2.95884946678629,3.64647416570011e-70,1.83348367525567e-65,0.676,0.352
"989","RPS12P5",100271053,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.011,4.15722592108181,5.23319479127665e-09,0.000263130267300181,0.724,0.448
"990","RPS6KA1",6195,"Micro_C1QC","Microglia",0.467,0.243,2.89645116180913,1.85149797021696e-169,9.30951694404789e-165,0.647,0.294
"991","RREB1",6239,"Micro_C1QC","Microglia",0.621,0.324,2.93343739868749,1.49370224547125e-229,7.51048426045399e-225,0.712,0.424
"992","RUNX1",861,"Micro_C1QC","Microglia",0.821,0.249,4.63417070394509,0,0,0.874,0.748
"993","RUNX2",860,"Micro_C1QC","Microglia",0.688,0.375,2.80756451606327,6.1559800737483e-226,3.09528834088138e-221,0.74,0.48
"994","RXFP1",59350,"Pyramidal","Pyramidal",0.862,0.264,3.34608846660837,0,0,0.892,0.784
"995","S100A13",6284,"Astro_FGFR3","Astrocyte",0.492,0.108,2.54025484752459,6.01560301950864e-290,3.02470535423914e-285,0.708,0.416
"996","S100Z",170591,"Micro_C1QC","Microglia",0.499,0.293,3.39357053166656,7.00097250990087e-202,3.52015898770326e-197,0.648,0.296
"997","SAMD9L",219285,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.046,2.6813756216355,0.000821834891668201,1,0.664,0.328
"998","SAMSN1",64092,"Micro_C1QC","Microglia",0.595,0.087,5.32146287991701,0,0,0.777,0.554
"999","SATB2",23314,"Pyramidal","Pyramidal",0.991,0.251,2.94396972710037,0,0,0.973,0.946
"1000","SCARA3",51435,"Astro_FGFR3","Astrocyte",0.939,0.405,3.297282113984,0,0,0.928,0.856
"1001","SCARA5",286133,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.144,3.55168911928628,1.2153542329027e-06,0.0611092261845805,0.676,0.352
"1002","SCD",6319,"Oligo","Oligo",0.928,0.22,3.7898688422934,0,0,0.938,0.876
"1003","SCG2",7857,"Inh_VIP","VIP",0.988,0.379,2.6537742821983,0,0,0.946,0.892
