"","gene","entrez_id","cluster","adapted_cluster_name","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"1209","WDFY4",57705,"Micro_C1QC","Microglia",0.523,0.102,4.64496615027461,3.95252516672997e-323,1.9873691790835e-318,0.73,0.46
"1210","WDR49",151790,"Astro_FGFR3","Astrocyte",0.39,0.196,2.95723378043004,3.49021224554893e-142,1.75491361918446e-137,0.617,0.234
"1211","WDR66",144406,"VLMC_CYP1B1",NA,0.727,0.501,2.65167718325582,NA,NA,0.626,0.252
"1212","WDR86",349136,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.111,4.52257545475346,9.09028551267207e-12,4.57068645862664e-07,0.836,0.672
"1213","WIF1",11197,"Astro_FGFR3","Astrocyte",0.588,0.147,2.93185932580675,0,0,0.748,0.496
"1214","WISP1",8840,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.037,3.23762495540953,0.000257448413263216,1,0.667,0.334
"1215","WNT16",51384,"Inh_PVALB","PVALB",0.48,0.012,3.45920221359039,5.45226414020095e-227,2.74145293233444e-222,0.736,0.472
"1216","WNT2B",7482,"Micro_C1QC","Microglia",0.365,0.176,2.91504942924904,2.45442600851369e-100,1.23410994134077e-95,0.613,0.226
"1217","WNT4",54361,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.039,2.89897207538282,0.000944128165683647,1,0.665,0.33
"1218","XAF1",54739,"Endo_CLDN5","Endothelial",0.857,0.139,3.52745148972729,1.56218598373647e-60,7.85482734482536e-56,0.903,0.806
"1219","XYLT1",64131,"OPC_MYT1","OPC",0.999,0.791,2.71727081881076,0,0,0.969,0.938
"1220","YAP1",10413,"Astro_FGFR3","Astrocyte",0.807,0.235,3.58908017508887,0,0,0.865,0.73
"1221","ZAK",51776,"Peri_MUSTN1","Peri_MUSTN1",0.562,0.263,2.9924891209764,2.56867599459268e-08,0.00129155597684114,0.681,0.362
"1222","ZBBX",79740,"Pyramidal","Pyramidal",0.82,0.227,2.5764199410495,0,0,0.857,0.714
"1223","ZDHHC23",254887,"Pyramidal","Pyramidal",0.77,0.054,2.54975763144363,0,0,0.867,0.734
"1224","ZDHHC9",51114,"Oligo","Oligo",0.705,0.29,2.91037987001018,0,0,0.772,0.544
"1225","ZFHX3",463,"Micro_C1QC","Microglia",0.919,0.584,2.69490501868205,0,0,0.867,0.734
"1226","ZFP36L1",677,"Micro_C1QC","Microglia",0.665,0.176,2.68410612969283,8.20743686638903e-247,4.12678133078907e-242,0.776,0.552
"1227","ZFP36L2",678,"Micro_C1QC","Microglia",0.655,0.103,3.06293872955743,1.2242098490957e-298,6.15544954223808e-294,0.793,0.586
"1228","ZFPM2-AS1",102723356,"Micro_C1QC","Microglia",0.497,0.301,3.75641546741819,2.98211605654434e-226,1.49943777439106e-221,0.643,0.286
"1229","ZIC1",7545,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.013,2.53335316320698,4.48679165189744e-05,1,0.675,0.35
"1230","ZNF366",167465,"Endo_CLDN5","Endothelial",0.557,0.069,5.2277907655558,1.72255308396164e-74,8.6611691614675e-70,0.761,0.522
"1231","ZNF423",23090,"Astro_FGFR3","Astrocyte",0.836,0.386,2.62367840132253,0,0,0.837,0.674
"1232","ZNF710",374655,"Micro_C1QC","Microglia",0.9,0.509,2.96068352975297,0,0,0.865,0.73
"1233","ZNF831",128611,"Pyramidal","Pyramidal",0.561,0.153,2.61092632128115,0,0,0.735,0.47
"1234","ZNRF3",84133,"Astro_FGFR3","Astrocyte",0.997,0.792,2.83433877644338,0,0,0.96,0.92
