"","subclass","term","estimate","std.error","statistic","p.value","dataset","class","class_color","mapping","filtering"
"1","Astrocyte","(Intercept)",0.00782884939739914,0.456962415477802,0.0171323704799951,0.986500776566579,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"2","Astrocyte","scale(age_death)",-0.0259749102209657,0.215136264033268,-0.120737014457725,0.905104081675018,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"3","Astrocyte","factor(msex)1",-0.42592877675654,0.43931109695751,-0.969537941805589,0.343856663218923,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"4","Astrocyte","scale(pmi)",-0.0639118637428115,0.224606352623693,-0.284550561443334,0.77891390125803,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"5","Astrocyte","LOADAD",0.307214005383968,0.47179552397942,0.651159219978885,0.522355770414839,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"6","Astrocyte","scale(age_death)",0.206170199277142,0.321402268848309,0.641470889474173,0.5494620791025,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"7","Astrocyte","factor(msex)1",1.07565151159887,0.413910374766536,2.59875465118646,0.0483221810781517,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"8","Astrocyte","scale(pmi)",-0.900923884492526,0.251881033731485,-3.57678333753762,0.0159289463926344,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"9","Astrocyte","LOADAD",0.567254084604981,0.668548561948678,0.848485984251547,0.434896002985231,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"10","Astrocyte","(Intercept)",0.242009098963088,0.421708791450082,0.573877291319726,0.577596249550462,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"11","Astrocyte","scale(age_death)",0.0925735468864838,0.279446196741507,0.331275028846129,0.74666195249404,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"12","Astrocyte","factor(msex)1",-0.636973657203034,0.577472456152254,-1.10303729713317,0.293557931685157,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"13","Astrocyte","scale(pmi)",-0.197932529211309,0.293044544585551,-0.675434956454289,0.513347798729466,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"14","Astrocyte","LOADAD",-0.00628795502390113,0.550540188338538,-0.0114214278214228,0.991091731563448,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"15","Astrocyte","(Intercept)",-0.821452798101923,0.449522829086537,-1.82738838819638,0.127194285599749,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"16","Endothelial","(Intercept)",-0.471854652672727,0.370559342264292,-1.27335786432876,0.229141795466567,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"17","Endothelial","scale(age_death)",-0.398389568198322,0.245551909190037,-1.62242504858719,0.132997705868736,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"18","Endothelial","factor(msex)1",-0.160244007517177,0.507430288070848,-0.315795117643437,0.75806887792633,"Zhou","Non-neuronal","#7F7F7F","CgG","Filtered"
"19","Endothelial","(Intercept)",0.350007005852278,0.41468007919072,0.844041041313929,0.408629206403843,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"20","Endothelial","scale(age_death)",-0.351667874120722,0.195229891965689,-1.80130138156572,0.0867529659713726,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"21","Endothelial","factor(msex)1",-0.789069249803023,0.398662021875959,-1.97929375386687,0.0617150831104148,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"22","Endothelial","scale(pmi)",-0.080839138682673,0.203823721465899,-0.396613005106954,0.695852971347284,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"23","Endothelial","LOADAD",0.0449159907080836,0.428140693017491,0.104909417489658,0.917492691243018,"Mathys","Non-neuronal","#7F7F7F","CgG","Filtered"
"24","Endothelial","(Intercept)",-0.590888165859965,0.616915576307426,-0.957810417750757,0.382146614343265,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"25","Endothelial","scale(age_death)",-0.745547056889576,0.441085642560099,-1.69025464660866,0.151771649133313,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"26","Endothelial","factor(msex)1",0.662959312910054,0.568041800919445,1.16709599863421,0.295798992146561,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
"27","Endothelial","scale(pmi)",-0.348307406107293,0.345676177116814,-1.00761183201118,0.359885853592433,"Cain","Non-neuronal","#7F7F7F","CgG","Filtered"
