"","subclass","term","estimate","std.error","statistic","p.value","dataset","class","class_color","mapping","filtering"
"68","LAMP5","(Intercept)",-0.0999831029825406,0.421238965536026,-0.237354829829933,0.816744230251437,"Zhou","GABAergic","#FF7373","M1","Filtered"
"69","LAMP5","scale(age_death)",-0.0658504459978122,0.27913486563465,-0.235909067998698,0.81783805840653,"Zhou","GABAergic","#FF7373","M1","Filtered"
"70","LAMP5","factor(msex)1",0.667356439882948,0.576829093884133,1.15693963248151,0.271803710411749,"Zhou","GABAergic","#FF7373","M1","Filtered"
"71","LAMP5","(Intercept)",0.625640517165679,0.86298651086764,0.724971374739873,0.500964337197509,"Cain","GABAergic","#FF7373","M1","Filtered"
"72","LAMP5","LOADAD",-0.30055112394713,0.549926831319536,-0.546529295953726,0.595613920634074,"Zhou","GABAergic","#FF7373","M1","Filtered"
"73","LAMP5","factor(msex)1",0.252637393172349,0.794618308613034,0.317935530095341,0.763383390563847,"Cain","GABAergic","#FF7373","M1","Filtered"
"74","LAMP5","scale(pmi)",0.41052484983577,0.483557052920715,0.848968797696515,0.434651216122138,"Cain","GABAergic","#FF7373","M1","Filtered"
"75","LAMP5","scale(age_death)",0.593296466536529,0.617022773108038,0.961547113647045,0.38043825129977,"Cain","GABAergic","#FF7373","M1","Filtered"
"76","MICRO-PVM","scale(age_death)",-0.147657740376591,0.221543604852893,-0.666495160059516,0.512710502748828,"Mathys","Non-Neuronal","#171799","M1","Filtered"
"77","MICRO-PVM","(Intercept)",-0.0671813885818082,0.429003168228604,-0.156598816878688,0.878398202390466,"Zhou","Non-Neuronal","#171799","M1","Filtered"
"78","MICRO-PVM","scale(age_death)",-0.134131588224988,0.284279830494668,-0.471829422409565,0.646269387918658,"Zhou","Non-Neuronal","#171799","M1","Filtered"
"79","MICRO-PVM","(Intercept)",0.018754915972531,0.470571994276066,0.0398555719436381,0.968603446854867,"Mathys","Non-Neuronal","#171799","M1","Filtered"
"80","MICRO-PVM","(Intercept)",-0.0659487851874272,0.980643419007314,-0.067250525429708,0.948988634098612,"Cain","Non-Neuronal","#171799","M1","Filtered"
