"","subclass","term","estimate","std.error","statistic","p.value","dataset","mapping","filtering","class"
"186","L5 ET","factor(msex)1",-0.917050076696216,0.793015640206423,-1.15640856270818,0.299760820256872,"Cain","M1","Filtered","Glutamatergic"
"187","L5 ET","factor(msex)1",-0.890077350386328,0.795222939635399,-1.11928027477982,0.313888508711283,"Cain","M1","Unfiltered","Glutamatergic"
"188","L5 ET","scale(pmi)",0.382369401083915,0.483924995103912,0.790141871059605,0.465250654282924,"Cain","M1","Unfiltered","Glutamatergic"
"189","L5 ET","LOADAD",-0.545016623097404,1.28444510003335,-0.424320683759276,0.68896989976397,"Cain","M1","Unfiltered","Glutamatergic"
"190","L5 ET","scale(age_death)",0.0989771422638503,0.617492270357324,0.160288876501361,0.878928030356796,"Cain","M1","Unfiltered","Glutamatergic"
"191","L5 IT","scale(pmi)",0.261956336190611,0.351200540571666,0.745888191869559,0.48929525311179,"Cain","M1","Filtered","Glutamatergic"
"192","L5 IT","LOADAD",-0.578927177972259,0.44183518569814,-1.31027857606565,0.204951100253617,"Mathys","M1","Unfiltered","Glutamatergic"
"193","L5 IT","(Intercept)",0.113098603167516,0.428493410775555,0.263944789635884,0.794523031600821,"Mathys","M1","Filtered","Glutamatergic"
"194","L5 IT","LOADAD",0.456274495527372,1.04164582189827,0.438032281160471,0.679639862209029,"Cain","M1","Unfiltered","Glutamatergic"
"195","L5 IT","factor(msex)1",0.329642758323043,0.411941778909864,0.800216863643664,0.432988127203151,"Mathys","M1","Filtered","Glutamatergic"
"196","L5 IT","LOADAD",-0.423948636191526,0.442402408625228,-0.958287359937647,0.349359882301489,"Mathys","M1","Filtered","Glutamatergic"
"197","L5 IT","factor(msex)1",-1.18558026564851,0.577119861756617,-2.05430508324542,0.0951201090066177,"Cain","M1","Filtered","Glutamatergic"
"198","L5 IT","(Intercept)",0.213846843422244,0.427944021165644,0.499707515108549,0.622734145207143,"Mathys","M1","Unfiltered","Glutamatergic"
"199","L5 IT","scale(pmi)",0.226719589540018,0.392448419359489,0.57770544702421,0.588502284218341,"Cain","M1","Unfiltered","Glutamatergic"
"200","L5 IT","scale(pmi)",-0.17437364386504,0.210343219629189,-0.828995791604027,0.41689130998068,"Mathys","M1","Unfiltered","Glutamatergic"
"201","L5 IT","scale(age_death)",0.388667463861162,0.201733158865455,1.92664144083711,0.0683541843438557,"Mathys","M1","Filtered","Glutamatergic"
"202","L5 IT","scale(age_death)",0.0978672455818119,0.500767408007925,0.195434535109088,0.85274662787093,"Cain","M1","Unfiltered","Glutamatergic"
"203","L5 IT","scale(age_death)",0.0205868287169096,0.448134775724388,0.0459389224673134,0.965137268928401,"Cain","M1","Filtered","Glutamatergic"
"204","L5 IT","factor(msex)1",0.326388646833337,0.411413610850496,0.793334586472743,0.436894253937685,"Mathys","M1","Unfiltered","Glutamatergic"
"205","L5 IT","scale(age_death)",0.345780643569495,0.201474508210234,1.7162500935785,0.101566396084091,"Mathys","M1","Unfiltered","Glutamatergic"
"206","L5 IT","scale(pmi)",-0.179405860147173,0.210613255834076,-0.851826061169251,0.404395529570441,"Mathys","M1","Filtered","Glutamatergic"
"207","L5 IT","LOADAD",0.469815991490971,0.932164732200861,0.504005327879896,0.635675040227251,"Cain","M1","Filtered","Glutamatergic"
"208","L5 IT","factor(msex)1",-0.963578074914725,0.644901562960816,-1.49414752616016,0.195366453816227,"Cain","M1","Unfiltered","Glutamatergic"
"209","L5 IT","(Intercept)",0.253651789693676,0.700388279051935,0.362158815731506,0.732036608443073,"Cain","M1","Unfiltered","Glutamatergic"
"210","L5 IT","(Intercept)",0.35788213707877,0.626774704850524,0.5709900771508,0.592711412704091,"Cain","M1","Filtered","Glutamatergic"
"211","L5/6 IT Car3","scale(pmi)",0.181039338459721,0.229413033213789,0.789141470837933,0.439284788088362,"Mathys","CgG","Unfiltered","Glutamatergic"
"212","L5/6 IT Car3","scale(pmi)",0.0800023491066767,0.471444402903554,0.169696253925075,0.87190125171722,"Cain","CgG","Filtered","Glutamatergic"
"213","L5/6 IT Car3","scale(pmi)",0.0945064397990158,0.474100734037102,0.199338311489769,0.849851049022891,"Cain","CgG","Unfiltered","Glutamatergic"
"214","L5/6 IT Car3","LOADAD",0.318842815079711,0.47862311384609,0.666166772677512,0.512915984884246,"Mathys","CgG","Filtered","Glutamatergic"
"215","L5/6 IT Car3","factor(msex)1",0.145715059460105,0.448712559107145,0.324740318724421,0.748749839591981,"Mathys","CgG","Unfiltered","Glutamatergic"
"216","L5/6 IT Car3","LOADAD",0.951202919947224,1.25836931532212,0.755901235325124,0.483778100121122,"Cain","CgG","Unfiltered","Glutamatergic"
"217","L5/6 IT Car3","scale(pmi)",0.172549583430507,0.227856743903858,0.757272224970058,0.457716452295134,"Mathys","CgG","Filtered","Glutamatergic"
"218","L5/6 IT Car3","scale(age_death)",-0.38728163328004,0.604956432506202,-0.640181032005259,0.550234875957462,"Cain","CgG","Unfiltered","Glutamatergic"
"219","L5/6 IT Car3","factor(msex)1",0.230301795213091,0.445668588373715,0.516755726611749,0.610994033747221,"Mathys","CgG","Filtered","Glutamatergic"
"220","L5/6 IT Car3","factor(msex)1",-0.689465099263947,0.779078954835406,-0.884974616481084,0.416692611224442,"Cain","CgG","Unfiltered","Glutamatergic"
"221","L5/6 IT Car3","LOADAD",0.978126472588076,1.25131881877189,0.781676466392521,0.469782307233164,"Cain","CgG","Filtered","Glutamatergic"
"222","L5/6 IT Car3","scale(age_death)",-0.156222684257191,0.2182496089075,-0.715798232304748,0.482390242004022,"Mathys","CgG","Filtered","Glutamatergic"
"223","L5/6 IT Car3","(Intercept)",-0.130868910341638,0.846110165895045,-0.154671242134528,0.88313016870733,"Cain","CgG","Unfiltered","Glutamatergic"
"224","L5/6 IT Car3","LOADAD",0.175692178731348,0.481892168001796,0.364588159753395,0.71924541253743,"Mathys","CgG","Unfiltered","Glutamatergic"
"225","L5/6 IT Car3","(Intercept)",-0.314604263353299,0.463575347985194,-0.678647526708748,0.505138969336531,"Mathys","CgG","Filtered","Glutamatergic"
"226","L5/6 IT Car3","factor(msex)1",-0.713503905640755,0.774713866290617,-0.920990234829616,0.399313242198613,"Cain","CgG","Filtered","Glutamatergic"
"227","L5/6 IT Car3","scale(age_death)",-0.405131364518266,0.601566932151662,-0.673460163558538,0.530524304066117,"Cain","CgG","Filtered","Glutamatergic"
"228","L5/6 IT Car3","(Intercept)",-0.182386222928913,0.466741624067508,-0.39076485473799,0.700102386931154,"Mathys","CgG","Unfiltered","Glutamatergic"
"229","L5/6 IT Car3","(Intercept)",-0.13231128347366,0.841369509290403,-0.157257045819558,0.881195368376072,"Cain","CgG","Filtered","Glutamatergic"
"230","L5/6 IT Car3","scale(age_death)",-0.150315703943809,0.219740280315421,-0.684060763588913,0.501786764305998,"Mathys","CgG","Unfiltered","Glutamatergic"
"231","L5/6 NP","LOADAD",-0.170755246056708,0.492005252080463,-0.347059803395721,0.732171676935116,"Mathys","M1","Unfiltered","Glutamatergic"
"232","L5/6 NP","factor(msex)1",0.285210011552712,0.850056646789545,0.335518829986073,0.750853859512103,"Cain","M1","Unfiltered","Glutamatergic"
"233","L5/6 NP","factor(msex)1",0.0276453728197492,0.458129329369714,0.0603440361650349,0.952480558893174,"Mathys","M1","Unfiltered","Glutamatergic"
"234","L5/6 NP","scale(pmi)",-0.0856422685454507,0.234227540374703,-0.365637057061887,0.718474592886502,"Mathys","M1","Unfiltered","Glutamatergic"
"235","L5/6 NP","scale(age_death)",0.0317051009903674,0.660070758269464,0.0480328822223394,0.963549610961485,"Cain","M1","Unfiltered","Glutamatergic"
"236","L5/6 NP","LOADAD",-0.0582768302649517,0.583647210592246,-0.0998494110951312,0.922260411359235,"Zhou","CgG","Filtered","Glutamatergic"
"237","L5/6 NP","factor(msex)1",0.40700699429896,0.608256278055487,0.669137350460412,0.517205544010251,"Zhou","CgG","Unfiltered","Glutamatergic"
"238","L5/6 NP","(Intercept)",-0.165104107761477,0.923194710845758,-0.178839962818051,0.865084226320218,"Cain","M1","Unfiltered","Glutamatergic"
"239","L5/6 NP","LOADAD",-0.0980583150629716,0.476793155696894,-0.205662170044465,0.839133748180375,"Mathys","CgG","Unfiltered","Glutamatergic"
"240","L5/6 NP","scale(pmi)",-0.0296118978680349,0.22698556093485,-0.130457187435522,0.897507983011533,"Mathys","CgG","Unfiltered","Glutamatergic"
"241","L5/6 NP","scale(pmi)",-0.262367073626303,0.310666931587307,-0.844528486780928,0.416363976148064,"Zhou","CgG","Filtered","Glutamatergic"
"242","L5/6 NP","LOADAD",0.000788120564185125,0.579888308630387,0.00135909028075864,0.99893993777919,"Zhou","CgG","Unfiltered","Glutamatergic"
"243","L5/6 NP","LOADAD",0.146699866270988,1.32121679954399,0.111033909288483,0.915908812389303,"Cain","CgG","Unfiltered","Glutamatergic"
"244","L5/6 NP","scale(pmi)",0.415431600630445,0.497779027872759,0.834570316081369,0.441996476165185,"Cain","CgG","Unfiltered","Glutamatergic"
"245","L5/6 NP","scale(age_death)",-0.131391966279073,0.635170130014486,-0.206861059848763,0.844278746449053,"Cain","CgG","Unfiltered","Glutamatergic"
"246","L5/6 NP","scale(pmi)",0.395137319033351,0.499931312291094,0.79038321729141,0.465121930386803,"Cain","CgG","Filtered","Glutamatergic"
"247","L5/6 NP","scale(pmi)",-0.249452424207998,0.308666122678372,-0.808162625828314,0.43612623499197,"Zhou","CgG","Unfiltered","Glutamatergic"
"248","L5/6 NP","factor(msex)1",0.0549707857897873,0.459685714653372,0.11958341109477,0.906006232753884,"Mathys","M1","Filtered","Glutamatergic"
"249","L5/6 NP","scale(pmi)",-0.0796657206619207,0.235023272657044,-0.338969497621508,0.738165850291829,"Mathys","M1","Filtered","Glutamatergic"
"250","L5/6 NP","(Intercept)",0.021330448533203,0.478155675974106,0.0446098406962299,0.964860701464941,"Mathys","M1","Filtered","Glutamatergic"
"251","L5/6 NP","scale(age_death)",0.101274706529008,0.225113974959651,0.449881916692022,0.65763370141042,"Mathys","M1","Filtered","Glutamatergic"
"252","L5/6 NP","scale(pmi)",-0.0270914389756687,0.226605436757108,-0.119553349484316,0.906029743550952,"Mathys","CgG","Filtered","Glutamatergic"
"253","L5/6 NP","factor(msex)1",-0.213403856550999,0.443964627905568,-0.480677610641518,0.635961861298367,"Mathys","CgG","Unfiltered","Glutamatergic"
"254","L5/6 NP","scale(age_death)",0.205328575340166,0.296250839981368,0.693090272260762,0.502624281908658,"Zhou","CgG","Filtered","Glutamatergic"
"255","L5/6 NP","(Intercept)",0.0960135785228133,0.47653675584311,0.201481999752447,0.842356806740552,"Mathys","M1","Unfiltered","Glutamatergic"
"256","L5/6 NP","LOADAD",0.152873305520241,1.32692944345157,0.115208315163006,0.912763759335174,"Cain","CgG","Filtered","Glutamatergic"
"257","L5/6 NP","factor(msex)1",-0.312436959605767,0.817988956633305,-0.381957429953213,0.718187828116428,"Cain","CgG","Unfiltered","Glutamatergic"
"258","L5/6 NP","(Intercept)",0.08286854666739,0.888367947178782,0.0932817836692085,0.929302214179987,"Cain","CgG","Unfiltered","Glutamatergic"
"259","L5/6 NP","scale(pmi)",0.306505901237647,0.517293501146087,0.592518368312321,0.579282644567916,"Cain","M1","Unfiltered","Glutamatergic"
"260","L5/6 NP","LOADAD",0.044998203970242,1.37301257332971,0.0327733371451336,0.975123387666416,"Cain","M1","Unfiltered","Glutamatergic"
"261","L5/6 NP","scale(age_death)",0.244463904049331,0.217051060684953,1.12629674915142,0.27337347345409,"Mathys","CgG","Filtered","Glutamatergic"
"262","L5/6 NP","LOADAD",0.0433188719156496,0.475994688140121,0.091007049017525,0.928392313202471,"Mathys","CgG","Filtered","Glutamatergic"
"263","L5/6 NP","LOADAD",-0.0745569151754702,0.493676722743286,-0.151023760571835,0.881469855177354,"Mathys","M1","Filtered","Glutamatergic"
"264","L5/6 NP","(Intercept)",0.0731206466519036,0.46102955918802,0.158602946806027,0.875572275734808,"Mathys","CgG","Filtered","Glutamatergic"
"265","L5/6 NP","scale(age_death)",0.116964121099653,0.224351793176305,0.521342483800597,0.6078535106334,"Mathys","M1","Unfiltered","Glutamatergic"
"266","L5/6 NP","scale(age_death)",0.216416762009982,0.294342875986341,0.735253949275216,0.47756874888564,"Zhou","CgG","Unfiltered","Glutamatergic"
"267","L5/6 NP","scale(age_death)",0.249428931073333,0.217415157668466,1.14724720092278,0.264818894758136,"Mathys","CgG","Unfiltered","Glutamatergic"
"268","L5/6 NP","(Intercept)",0.117868502745859,0.892209050124866,0.132108615945291,0.900050006951707,"Cain","CgG","Filtered","Glutamatergic"
"269","L5/6 NP","factor(msex)1",0.126879917130339,0.848048126930677,0.149614052671224,0.88691681547892,"Cain","M1","Filtered","Glutamatergic"
"270","L5/6 NP","factor(msex)1",0.171764457070094,0.612199064421184,0.280569617061555,0.784247158507524,"Zhou","CgG","Filtered","Glutamatergic"
"271","L5/6 NP","factor(msex)1",-0.388610311011958,0.821525756673386,-0.473034847483738,0.656118319237737,"Cain","CgG","Filtered","Glutamatergic"
"272","L5/6 NP","scale(age_death)",-0.00907064341170131,0.658511138412071,-0.0137744722641658,0.989542633184455,"Cain","M1","Filtered","Glutamatergic"
"273","L5/6 NP","(Intercept)",0.165191172784781,0.461802923166436,0.357709240236328,0.724308219635682,"Mathys","CgG","Unfiltered","Glutamatergic"
"274","L5/6 NP","(Intercept)",-0.0352732562688096,0.447068470250745,-0.0788990023139544,0.938529964056782,"Zhou","CgG","Filtered","Glutamatergic"
"275","L5/6 NP","(Intercept)",-0.0719917054235523,0.921013379851713,-0.0781657541556489,0.940727925030552,"Cain","M1","Filtered","Glutamatergic"
"276","L5/6 NP","LOADAD",0.0171034937167658,1.36976840950789,0.0124864127381288,0.990520443976069,"Cain","M1","Filtered","Glutamatergic"
"277","L5/6 NP","scale(pmi)",0.354896917996929,0.51607123640192,0.687689785757663,0.522242425393699,"Cain","M1","Filtered","Glutamatergic"
"278","L5/6 NP","(Intercept)",-0.153021683144203,0.444189185437227,-0.344496642784267,0.736968926354092,"Zhou","CgG","Unfiltered","Glutamatergic"
"279","L5/6 NP","factor(msex)1",-0.210093176412332,0.443221137048995,-0.474014343745315,0.640623525696757,"Mathys","CgG","Filtered","Glutamatergic"
"280","L5/6 NP","scale(age_death)",-0.169121838755433,0.637916462618461,-0.265115965280527,0.801502915162513,"Cain","CgG","Filtered","Glutamatergic"
"281","L6 CT","LOADAD",0.553914532312496,0.518430962777393,1.0684441556982,0.308206758657502,"Zhou","CgG","Unfiltered","Glutamatergic"
"282","L6 CT","scale(pmi)",-0.192676425092502,0.275953270268309,-0.698221205732271,0.499533341019405,"Zhou","CgG","Unfiltered","Glutamatergic"
"283","L6 CT","LOADAD",1.16631076583961,1.21229595170977,0.962067689985022,0.380200743941126,"Cain","CgG","Filtered","Glutamatergic"
"284","L6 CT","factor(msex)1",-0.538249970150486,0.761627036057592,-0.706710692593881,0.51131004714467,"Cain","CgG","Unfiltered","Glutamatergic"
"285","L6 CT","factor(msex)1",-0.495850674567793,0.543792456503365,-0.911838089399323,0.381402990440318,"Zhou","CgG","Unfiltered","Glutamatergic"
"286","L6 CT","scale(age_death)",-0.137851711130108,0.209051465255809,-0.659415187362709,0.517150878863531,"Mathys","M1","Filtered","Glutamatergic"
"287","L6 CT","scale(age_death)",-0.326659292573732,0.280209029942836,-1.16577004188756,0.268362716341375,"Zhou","M1","Unfiltered","Glutamatergic"
"288","L6 CT","LOADAD",0.447400865969215,0.523444225461254,0.854725000691277,0.410932594361882,"Zhou","CgG","Filtered","Glutamatergic"
"289","L6 CT","(Intercept)",-0.349665296808254,0.444037935453298,-0.787467170910289,0.440241576823289,"Mathys","M1","Filtered","Glutamatergic"
"290","L6 CT","scale(pmi)",-0.374962630285963,0.456742224701086,-0.820950220950901,0.449030755379894,"Cain","CgG","Filtered","Glutamatergic"
"291","L6 CT","factor(msex)1",-0.998682950078172,0.627086261648123,-1.59257666952137,0.172133386036018,"Cain","M1","Unfiltered","Glutamatergic"
"292","L6 CT","LOADAD",1.13012306663408,1.23018095399213,0.918664089999645,0.400418124261507,"Cain","CgG","Unfiltered","Glutamatergic"
"293","L6 CT","scale(pmi)",-0.191867570329299,0.278621757167536,-0.688630967946728,0.505319975296902,"Zhou","CgG","Filtered","Glutamatergic"
"294","L6 CT","LOADAD",0.683905872131858,0.455996402213734,1.4998054125245,0.149285836620263,"Mathys","M1","Unfiltered","Glutamatergic"
"295","L6 CT","LOADAD",0.621921850197487,0.4584515122647,1.35657061556033,0.190034345104511,"Mathys","M1","Filtered","Glutamatergic"
"296","L6 CT","factor(msex)1",-0.115969210227282,0.579048842474709,-0.200275351094146,0.844919873754889,"Zhou","M1","Unfiltered","Glutamatergic"
"297","L6 CT","scale(pmi)",-0.349569463298174,0.463480542782333,-0.754226835930725,0.484697572871103,"Cain","CgG","Unfiltered","Glutamatergic"
"298","L6 CT","factor(msex)1",-0.350290074683883,0.413159520634811,-0.847832513082767,0.406563776548059,"Mathys","CgG","Unfiltered","Glutamatergic"
"299","L6 CT","(Intercept)",-0.440123557213644,0.441660013319381,-0.996521179053115,0.330901755249204,"Mathys","M1","Unfiltered","Glutamatergic"
"300","L6 CT","scale(age_death)",-0.146041996255604,0.207931948055432,-0.702354773383215,0.490552346529115,"Mathys","M1","Unfiltered","Glutamatergic"
"301","L6 CT","factor(msex)1",0.00504958135261457,0.424599788432778,0.0118925668127459,0.990629160777789,"Mathys","M1","Unfiltered","Glutamatergic"
"302","L6 CT","scale(pmi)",-0.110551127811197,0.217084909680536,-0.509252936898679,0.616147771015401,"Mathys","M1","Unfiltered","Glutamatergic"
"303","L6 CT","scale(age_death)",-0.216720161667047,0.591404981194769,-0.366449672488765,0.729025159754979,"Cain","CgG","Unfiltered","Glutamatergic"
"304","L6 CT","(Intercept)",-0.24420072429071,0.438793576553918,-0.556527573189539,0.584024344135514,"Mathys","CgG","Filtered","Glutamatergic"
"305","L6 CT","scale(age_death)",0.147359975210922,0.263148020598443,0.559988917552185,0.586709737826399,"Zhou","CgG","Unfiltered","Glutamatergic"
"306","L6 CT","factor(msex)1",-0.100759765246121,0.426885857364811,-0.236034442246731,0.815806298548919,"Mathys","M1","Filtered","Glutamatergic"
"307","L6 CT","scale(pmi)",-0.115869079516102,0.218253706936572,-0.530891690878704,0.601340211454915,"Mathys","M1","Filtered","Glutamatergic"
"308","L6 CT","scale(age_death)",0.171924801855154,0.2656926798621,0.647081439896599,0.530850562534704,"Zhou","CgG","Filtered","Glutamatergic"
"309","L6 CT","(Intercept)",-0.201774399999971,0.422859973578024,-0.477165994909993,0.642583442898947,"Zhou","M1","Unfiltered","Glutamatergic"
"310","L6 CT","LOADAD",0.753582842555202,0.443710195064432,1.69836720214592,0.10494344487392,"Mathys","CgG","Unfiltered","Glutamatergic"
"311","L6 CT","LOADAD",0.632656218465284,0.453036920230294,1.39647827851135,0.177877304366305,"Mathys","CgG","Filtered","Glutamatergic"
"312","L6 CT","LOADAD",0.361307534016053,0.55059347499152,0.656214703637049,0.52517500914222,"Zhou","M1","Filtered","Glutamatergic"
"313","L6 CT","LOADAD",1.63877836874026,1.01287052463736,1.6179544461786,0.166596411608528,"Cain","M1","Unfiltered","Glutamatergic"
"314","L6 CT","(Intercept)",-0.320047709331042,0.681040166186612,-0.46993955014886,0.658180803360266,"Cain","M1","Unfiltered","Glutamatergic"
"315","L6 CT","scale(age_death)",-0.847118820948098,0.486933789400647,-1.73970022082631,0.142399976840532,"Cain","M1","Unfiltered","Glutamatergic"
"316","L6 CT","LOADAD",0.490525707670404,0.552043054862496,0.888564222210141,0.393253258741647,"Zhou","M1","Unfiltered","Glutamatergic"
"317","L6 CT","(Intercept)",-0.0261465926393209,0.400953529617808,-0.0652110299770749,0.949176026974716,"Zhou","CgG","Filtered","Glutamatergic"
"318","L6 CT","factor(msex)1",-0.526810240920766,0.54905096655714,-0.959492420574658,0.357926223419312,"Zhou","CgG","Filtered","Glutamatergic"
"319","L6 CT","scale(pmi)",-0.209061411468306,0.293844498604195,-0.711469544134325,0.491605846234577,"Zhou","M1","Unfiltered","Glutamatergic"
"320","L6 CT","scale(pmi)",-0.0317215459793259,0.215675997513779,-0.147079630301926,0.884541719052835,"Mathys","CgG","Filtered","Glutamatergic"
"321","L6 CT","(Intercept)",-0.245472795619349,0.675194153187785,-0.363558828909287,0.731053433782112,"Cain","M1","Filtered","Glutamatergic"
"322","L6 CT","scale(pmi)",-0.247235383873877,0.381607095284415,-0.647879420820543,0.545633030617656,"Cain","M1","Unfiltered","Glutamatergic"
"323","L6 CT","scale(pmi)",0.0296664015194169,0.211235850002928,0.140442077038559,0.889715535994412,"Mathys","CgG","Unfiltered","Glutamatergic"
"324","L6 CT","(Intercept)",-0.295936548241795,0.827156700651715,-0.357775676614392,0.735118478222556,"Cain","CgG","Unfiltered","Glutamatergic"
"325","L6 CT","factor(msex)1",-0.581186857740267,0.750554111189107,-0.774343713632438,0.47373364587894,"Cain","CgG","Filtered","Glutamatergic"
"326","L6 CT","scale(age_death)",-0.831315504137199,0.482753975340129,-1.72202725736539,0.145680864809156,"Cain","M1","Filtered","Glutamatergic"
"327","L6 CT","(Intercept)",-0.0910132631933258,0.397113415866961,-0.229187077436378,0.822929034849539,"Zhou","CgG","Unfiltered","Glutamatergic"
"328","L6 CT","scale(age_death)",-0.251303433517915,0.582806831951651,-0.43119507140363,0.68428425479659,"Cain","CgG","Filtered","Glutamatergic"
"329","L6 CT","scale(pmi)",-0.205882683555607,0.378331400031419,-0.544186085369889,0.609692287685499,"Cain","M1","Filtered","Glutamatergic"
"330","L6 CT","scale(age_death)",-0.155261708963279,0.206582439921017,-0.751572636196183,0.46106147876464,"Mathys","CgG","Filtered","Glutamatergic"
"331","L6 CT","(Intercept)",-0.292561954049673,0.81513107187652,-0.358914000635706,0.734317554292618,"Cain","CgG","Filtered","Glutamatergic"
"332","L6 CT","factor(msex)1",-1.06260194896771,0.621703386130651,-1.70917831987553,0.148113874167841,"Cain","M1","Filtered","Glutamatergic"
"333","L6 CT","(Intercept)",-0.314153783387066,0.429760080804866,-0.730998055470182,0.473258182312409,"Mathys","CgG","Unfiltered","Glutamatergic"
"334","L6 CT","LOADAD",1.55354754020641,1.00417609727881,1.54708675541703,0.182514850467356,"Cain","M1","Filtered","Glutamatergic"
"335","L6 CT","factor(msex)1",-0.334790115681399,0.42184407497114,-0.793634746924687,0.436723439481052,"Mathys","CgG","Filtered","Glutamatergic"
"336","L6 CT","(Intercept)",-0.0738826994452648,0.421749608543013,-0.175181429807373,0.864120033604684,"Zhou","M1","Filtered","Glutamatergic"
"337","L6 CT","scale(age_death)",-0.164344496369509,0.202329502566029,-0.812261653813321,0.426204504223681,"Mathys","CgG","Unfiltered","Glutamatergic"
"338","L6 CT","scale(pmi)",-0.240917763788915,0.293072908296841,-0.822040376195059,0.42851271734752,"Zhou","M1","Filtered","Glutamatergic"
"339","L6 CT","scale(age_death)",-0.309988798099901,0.279473244271966,-1.10918953586211,0.291009329272527,"Zhou","M1","Filtered","Glutamatergic"
"340","L6 CT","factor(msex)1",-0.28472284683403,0.577528349572987,-0.493002373034239,0.631704613687574,"Zhou","M1","Filtered","Glutamatergic"
"341","L6 IT","scale(age_death)",-0.4420799029864,0.55946832955742,-0.790178602846237,0.465231061408206,"Cain","M1","Filtered","Glutamatergic"
"342","L6 IT","(Intercept)",-0.255944111027294,0.782489144174856,-0.327089663713085,0.756849769318467,"Cain","M1","Filtered","Glutamatergic"
"343","L6 IT","factor(msex)1",-0.616850800980931,0.736191346356298,-0.83789466425267,0.440292281148973,"Cain","M1","Unfiltered","Glutamatergic"
"344","L6 IT","factor(msex)1",0.407118198397584,0.446124847715107,0.912565620325114,0.37234077638288,"Mathys","M1","Filtered","Glutamatergic"
"345","L6 IT","scale(age_death)",-0.415953319254539,0.571654115118197,-0.727631111635636,0.499469743742112,"Cain","M1","Unfiltered","Glutamatergic"
"346","L6 IT","(Intercept)",-0.284196462560777,0.464049939617799,-0.612426461675325,0.547156369424683,"Mathys","M1","Filtered","Glutamatergic"
"347","L6 IT","(Intercept)",-0.307419575860818,0.799532548440641,-0.384499138228193,0.716418650620023,"Cain","M1","Unfiltered","Glutamatergic"
"348","L6 IT","scale(age_death)",0.179044895602993,0.218473044943642,0.819528540233326,0.422144244666819,"Mathys","M1","Filtered","Glutamatergic"
"349","L6 IT","LOADAD",1.23168995270257,1.18909719574721,1.03581940745272,0.347760548779862,"Cain","M1","Unfiltered","Glutamatergic"
"350","L6 IT","scale(pmi)",0.0984868834124397,0.228828508452305,0.430396037969926,0.671509916600281,"Mathys","M1","Unfiltered","Glutamatergic"
"351","L6 IT","scale(pmi)",0.0789444838612182,0.44800190729452,0.176214615553678,0.867040204131566,"Cain","M1","Unfiltered","Glutamatergic"
"352","L6 IT","(Intercept)",-0.181366838486558,0.46555240638157,-0.389573409997389,0.700969367499036,"Mathys","M1","Unfiltered","Glutamatergic"
"353","L6 IT","scale(pmi)",0.0995228525392511,0.228090015376467,0.436331473672738,0.667270117237829,"Mathys","M1","Filtered","Glutamatergic"
"354","L6 IT","factor(msex)1",0.354148904444961,0.447569277934699,0.791271702291933,0.438069314243156,"Mathys","M1","Unfiltered","Glutamatergic"
"355","L6 IT","LOADAD",0.0177740068015265,0.480664348027419,0.0369780011237958,0.970869150020272,"Mathys","M1","Unfiltered","Glutamatergic"
"356","L6 IT","LOADAD",1.23188715108637,1.16374955448112,1.05855005172108,0.3382407574219,"Cain","M1","Filtered","Glutamatergic"
"357","L6 IT","scale(pmi)",0.0772424370721018,0.438451980111749,0.176170802221979,0.867072855834182,"Cain","M1","Filtered","Glutamatergic"
"358","L6 IT","factor(msex)1",-0.719998929031785,0.720498168189387,-0.999307091704541,0.363522009038177,"Cain","M1","Filtered","Glutamatergic"
"359","L6 IT","LOADAD",0.138718323953027,0.479113110835771,0.289531471411927,0.775154881467057,"Mathys","M1","Filtered","Glutamatergic"
"360","L6 IT","scale(age_death)",0.177264362268935,0.219180400899938,0.808760096893247,0.428169671488104,"Mathys","M1","Unfiltered","Glutamatergic"
"361","L6 IT Car3","LOADAD",0.367152294190487,0.474332337636305,0.774040193042881,0.447960925023851,"Mathys","M1","Unfiltered","Glutamatergic"
"362","L6 IT Car3","LOADAD",1.000042464217,1.34113602674953,0.745668182996152,0.489416979278393,"Cain","M1","Unfiltered","Glutamatergic"
"363","L6 IT Car3","scale(age_death)",-0.287668135944494,0.644746225427666,-0.446172656154258,0.674131193572771,"Cain","M1","Unfiltered","Glutamatergic"
"364","L6 IT Car3","factor(msex)1",0.524547432307865,0.441673243976166,1.187636877402,0.248890358063805,"Mathys","M1","Unfiltered","Glutamatergic"
"365","L6 IT Car3","(Intercept)",-0.486760235789687,0.459419472480992,-1.05951154651989,0.3019956190638,"Mathys","M1","Unfiltered","Glutamatergic"
"366","L6 IT Car3","scale(pmi)",0.0369641857888708,0.505283756512124,0.0731553019713664,0.944518886875904,"Cain","M1","Unfiltered","Glutamatergic"
"367","L6 IT Car3","(Intercept)",-0.392900559182428,0.90176136072611,-0.435703475768866,0.681219984343756,"Cain","M1","Unfiltered","Glutamatergic"
"368","L6 IT Car3","factor(msex)1",-0.21424134585214,0.830321306543193,-0.258022218825231,0.806673399088759,"Cain","M1","Unfiltered","Glutamatergic"
"369","L6 IT Car3","scale(pmi)",0.133968700172258,0.225814046282915,0.593270004136116,0.559650494966722,"Mathys","M1","Unfiltered","Glutamatergic"
"370","L6 IT Car3","LOADAD",0.504375369867923,0.465526759101508,1.08345086508323,0.291497783974194,"Mathys","M1","Filtered","Glutamatergic"
"371","L6 IT Car3","scale(age_death)",-0.00531416643191972,0.216293037645887,-0.0245692903005968,0.980642005082625,"Mathys","M1","Unfiltered","Glutamatergic"
