"","subclass","term","estimate","std.error","statistic","p.value","dataset","class"
"39","Astr.4","scale(pmi)",-0.0830291486809988,0.385809490324596,-0.215207636834292,0.838108289464467,"Cain","Astr"
"40","Astr.4","LOADAD",1.66624250340981,1.02402462035957,1.6271508226284,0.164633674824721,"Cain","Astr"
"41","Astr.5","(Intercept)",-0.646082961875364,0.810099415379474,-0.797535400729452,0.461319149687122,"Cain","Astr"
"42","Astr.5","scale(age_death)",-0.0877500619110466,0.579209270916759,-0.151499753745581,0.88550446206276,"Cain","Astr"
"43","Astr.5","factor(msex)1",0.61680552681772,0.745921076576336,0.826904542835502,0.445945269948826,"Cain","Astr"
"44","Astr.5","scale(pmi)",0.254051846793405,0.45392283765809,0.559680689572982,0.599841152214785,"Cain","Astr"
"45","Astr.5","LOADAD",0.675360396933007,1.20481266833092,0.560552204243184,0.599289900436661,"Cain","Astr"
"46","End1","(Intercept)",0.2741936010132,0.429571112794321,0.638296181578868,0.530522562105009,"Mathys","End"
"47","End1","scale(age_death)",-0.365776511644707,0.20224053710534,-1.80862114430693,0.0855703596105753,"Mathys","End"
"48","End1","factor(msex)1",-0.596340728703078,0.412977851987258,-1.44400172027016,0.164221973834461,"Mathys","End"
"49","End1","scale(pmi)",-0.0869588371745798,0.211142968369399,-0.411848132315936,0.684831208963881,"Mathys","End"
"50","End1","LOADAD",0.0188280449441831,0.443515093107399,0.0424518697036175,0.966559442260191,"Mathys","End"
"51","End2","(Intercept)",-0.41236341973578,0.467527901380284,-0.882008150782782,0.388250253858394,"Mathys","End"
"52","End2","scale(age_death)",0.0613045584481442,0.220110456850373,0.278517246864914,0.78347461427507,"Mathys","End"
"53","End2","factor(msex)1",0.22197744319008,0.449468464488176,0.493866557340908,0.626780562472051,"Mathys","End"
"54","End2","scale(pmi)",0.134502007699033,0.229799504558897,0.585301556490347,0.564891200869069,"Mathys","End"
"55","End2","LOADAD",0.477834760944596,0.482703968062828,0.989912643275394,0.334042756560293,"Mathys","End"
"56","Endo.1","(Intercept)",0.825981927220576,0.259032712725226,3.18871666258135,0.0242998598188889,"Cain","Endo"
"57","Endo.1","scale(age_death)",0.867928726549168,0.185204612955915,4.68632348134744,0.00540286369958836,"Cain","Endo"
"58","Endo.1","factor(msex)1",-0.850693100903059,0.238511417581977,-3.56667663765267,0.0161002469196262,"Cain","Endo"
"59","Endo.1","scale(pmi)",0.656743982185518,0.14514374627888,4.52478318234701,0.00625535427813197,"Cain","Endo"
"60","Endo.1","LOADAD",-0.801270753538095,0.385243943988387,-2.07990486558369,0.092073050491027,"Cain","Endo"
"61","Endo.2","(Intercept)",-0.82091030916602,0.390876338280171,-2.10017908164503,0.0897328558100721,"Cain","Endo"
"62","Endo.2","scale(age_death)",-0.168018157848714,0.279470882975293,-0.601200941078245,0.573920467570457,"Cain","Endo"
"63","Endo.2","factor(msex)1",1.28872917791154,0.359910022798355,3.58069821977025,0.0158631514479155,"Cain","Endo"
"64","Endo.2","scale(pmi)",-0.795931542231053,0.219019657682911,-3.63406440614283,0.0149964900217893,"Cain","Endo"
"65","Endo.2","LOADAD",0.353091440420499,0.581327125004962,0.607388551527653,0.570118175314246,"Cain","Endo"
"66","Endo.3","(Intercept)",-0.490321792131442,0.642024724216108,-0.76371169775449,0.479505649792433,"Cain","Endo"
"67","Endo.3","scale(age_death)",-0.961360270658991,0.459038317228697,-2.09429198952913,0.0904058548619418,"Cain","Endo"
"68","Endo.3","factor(msex)1",0.219523537580177,0.591161731985171,0.371342605082028,0.725597906049954,"Cain","Endo"
"69","Endo.3","scale(pmi)",-0.101635575618096,0.359745580764694,-0.282520706444965,0.78886621681379,"Cain","Endo"
"70","Endo.3","LOADAD",0.76112004668271,0.954845178791902,0.797113567296534,0.461542797767754,"Cain","Endo"
"71","Endo.4","(Intercept)",-0.763307334786191,0.474756603677886,-1.60778666136065,0.168793413067629,"Cain","Endo"
"72","Endo.4","scale(age_death)",-0.761882801179656,0.339444049777983,-2.24450186025642,0.0747909401065346,"Cain","Endo"
"73","Endo.4","factor(msex)1",0.87147652262972,0.437145059240968,1.99356370204183,0.102780965200263,"Cain","Endo"
"74","Endo.4","scale(pmi)",-0.521303486214162,0.266020269422655,-1.95963821608612,0.107337638618412,"Cain","Endo"
"75","Endo.4","LOADAD",0.655138146942663,0.706077253761427,0.927856184932456,0.39606616767042,"Cain","Endo"
"76","Ex0","(Intercept)",-0.0420415673003887,0.464883061728484,-0.0904347152251014,0.928841355098478,"Mathys","Ex"
"77","Ex0","scale(age_death)",0.0270161912098298,0.218865275841207,0.123437539856395,0.902992710667026,"Mathys","Ex"
"78","Ex0","factor(msex)1",0.303070997000288,0.446925788396327,0.678123762085371,0.505463988888112,"Mathys","Ex"
"79","Ex0","scale(pmi)",0.140089539224872,0.228499511895727,0.613084632271776,0.546729753528593,"Mathys","Ex"
"80","Ex0","LOADAD",-0.161613298843358,0.479973276287975,-0.336713118891214,0.739840699916223,"Mathys","Ex"
"81","Ex1","(Intercept)",-0.173511953893763,0.440581691642255,-0.393824703080609,0.697877751289899,"Mathys","Ex"
"82","Ex1","scale(age_death)",0.349196518046447,0.207424278082618,1.68348913287461,0.107825708435845,"Mathys","Ex"
"83","Ex1","factor(msex)1",0.286936584773517,0.423563119632881,0.677435242761967,0.505891426437256,"Mathys","Ex"
"84","Ex1","scale(pmi)",-0.198975289397222,0.216554892570483,-0.918821491564597,0.369138050788325,"Mathys","Ex"
"85","Ex1","LOADAD",0.0559099893788671,0.454883077958945,0.122910682080623,0.903404570161143,"Mathys","Ex"
"86","Ex11","(Intercept)",-0.543698365447958,0.451064349728527,-1.20536762831109,0.242129813067218,"Mathys","Ex"
"87","Ex11","scale(age_death)",0.189595703253897,0.212359475861325,0.892805477527677,0.382578428984415,"Mathys","Ex"
"88","Ex11","factor(msex)1",0.356738886725028,0.433640858779318,0.822659764417112,0.420402268586613,"Mathys","Ex"
"89","Ex11","scale(pmi)",0.166301729949828,0.221707332943718,0.750095757960542,0.461930636325916,"Mathys","Ex"
"90","Ex11","LOADAD",0.581974530968663,0.465706005615564,1.24966078158992,0.225850262958458,"Mathys","Ex"
"91","Ex12","(Intercept)",-0.158648229062702,0.46262868457227,-0.342927782805735,0.735230955269993,"Mathys","Ex"
"92","Ex12","scale(age_death)",-0.238013234038976,0.217803923172623,-1.09278671647404,0.287476184955789,"Mathys","Ex"
"93","Ex12","factor(msex)1",-0.0134872312065517,0.444758492207608,-0.0303248424546237,0.976108561260392,"Mathys","Ex"
"94","Ex12","scale(pmi)",-0.0749724748125285,0.227391439517464,-0.329706672210809,0.74504983440956,"Mathys","Ex"
"95","Ex12","LOADAD",0.258003281315386,0.477645721514019,0.540156165321819,0.595053707159899,"Mathys","Ex"
"96","Ex14","(Intercept)",-0.0163742319646292,0.463522227005134,-0.0353256672725813,0.972170258184922,"Mathys","Ex"
"97","Ex14","scale(age_death)",0.247418704777201,0.218224599740871,1.13378008286415,0.270294770594836,"Mathys","Ex"
"98","Ex14","factor(msex)1",-0.101634193020905,0.445617519324639,-0.228074949061558,0.821903583852624,"Mathys","Ex"
"99","Ex14","scale(pmi)",-0.0111212210168794,0.227830633858097,-0.0488135455208635,0.961552072715522,"Mathys","Ex"
"100","Ex14","LOADAD",0.101810382210412,0.478568268546405,0.212739516808436,0.83368350988621,"Mathys","Ex"
"101","Ex2","(Intercept)",-0.417377875085219,0.442561777348944,-0.943095170996053,0.356886170683176,"Mathys","Ex"
"102","Ex2","scale(age_death)",-0.106342564816552,0.208356495321878,-0.510387567482692,0.615367064723216,"Mathys","Ex"
"103","Ex2","factor(msex)1",-0.133871825424678,0.425466719566731,-0.314646996505401,0.756288643065663,"Mathys","Ex"
"104","Ex2","scale(pmi)",0.00144875127432749,0.217528145103728,0.00666006356849435,0.99475206268428,"Mathys","Ex"
"105","Ex2","LOADAD",0.752556798889163,0.456927437717799,1.64699411059212,0.115182419774831,"Mathys","Ex"
"106","Ex3","(Intercept)",-0.355166020646419,0.429104756466341,-0.827690710238673,0.41761296407691,"Mathys","Ex"
"107","Ex3","scale(age_death)",0.290233972968739,0.202020978221038,1.43665264629688,0.166276441639725,"Mathys","Ex"
"108","Ex3","factor(msex)1",-0.11400792485935,0.412529509841211,-0.276363077403197,0.78510494944805,"Mathys","Ex"
"109","Ex3","scale(pmi)",0.0534816813741436,0.210913744717075,0.253571342379252,0.802415159928855,"Mathys","Ex"
"110","Ex3","LOADAD",0.640452850904541,0.443033598742287,1.44560785620481,0.163775721899717,"Mathys","Ex"
"111","Ex4","(Intercept)",0.125562727350608,0.397287878719725,0.316049731381784,0.755239410994484,"Mathys","Ex"
"112","Ex4","scale(age_death)",0.276879515632289,0.187041706447772,1.48030896900314,0.154372398738531,"Mathys","Ex"
"113","Ex4","factor(msex)1",-0.661261412242436,0.381941638735852,-1.7313153245901,0.098794109641339,"Mathys","Ex"
"114","Ex4","scale(pmi)",-0.125735236093071,0.195275100004754,-0.643887705549812,0.526963924608805,"Mathys","Ex"
"115","Ex4","LOADAD",0.299754297696503,0.410183937589831,0.730780194509338,0.473388346488984,"Mathys","Ex"
"116","Ex5","(Intercept)",-0.320811417058156,0.463094952793423,-0.692755157712252,0.496429291671283,"Mathys","Ex"
"117","Ex5","scale(age_death)",0.205954579934908,0.218023440576547,0.94464420610131,0.356113771230242,"Mathys","Ex"
"118","Ex5","factor(msex)1",0.165485968293378,0.445206749650175,0.37170588366733,0.714020774253601,"Mathys","Ex"
"119","Ex5","scale(pmi)",0.112932806459834,0.227620619863484,0.496144885852458,0.625200765575674,"Mathys","Ex"
"120","Ex5","LOADAD",0.377153362933334,0.478127124912336,0.788813985407092,0.439471830426247,"Mathys","Ex"
"121","Ex6","(Intercept)",0.0227663828953594,0.431326428383572,0.0527822581627518,0.958429053325479,"Mathys","Ex"
"122","Ex6","scale(age_death)",-0.0736402907100617,0.203066933380569,-0.362640482544993,0.720677547836489,"Mathys","Ex"
"123","Ex6","factor(msex)1",0.586886119319378,0.414665364112767,1.41532466926699,0.172356700646277,"Mathys","Ex"
"124","Ex6","scale(pmi)",-0.251896842868609,0.21200574180295,-1.18816047493061,0.248688699719575,"Mathys","Ex"
"125","Ex6","LOADAD",-0.475737062763533,0.445327386657437,-1.06828611268296,0.29811676015353,"Mathys","Ex"
"126","Ex7","(Intercept)",-0.107446550691548,0.461569342930504,-0.232785284242167,0.818293855687063,"Mathys","Ex"
"127","Ex7","scale(age_death)",0.22494752255142,0.217305188932289,1.03516866604373,0.3129453205223,"Mathys","Ex"
"128","Ex7","factor(msex)1",0.390090310152904,0.443740070291638,0.879096426645729,0.389789174510903,"Mathys","Ex"
"129","Ex7","scale(pmi)",-0.0122470527527354,0.226870751482123,-0.0539825106265427,0.957484695636092,"Mathys","Ex"
"130","Ex7","LOADAD",-0.124682497159135,0.476551993391045,-0.261634614665904,0.796278689517505,"Mathys","Ex"
"131","Ex8","(Intercept)",-0.308089691576255,0.457802031675967,-0.672975806700487,0.508664826868062,"Mathys","Ex"
"132","Ex8","scale(age_death)",0.0024505509214812,0.215531552323895,0.0113698012892264,0.991041058815681,"Mathys","Ex"
"133","Ex8","factor(msex)1",0.575586862353442,0.440118280875805,1.30780039676621,0.205774821817969,"Mathys","Ex"
"134","Ex8","scale(pmi)",-0.168211489778993,0.225019041119478,-0.747543358740375,0.463435067835756,"Mathys","Ex"
"135","Ex8","LOADAD",0.0496999963228173,0.472662394318724,0.105149038553094,0.917304965354395,"Mathys","Ex"
"136","Ex9","(Intercept)",-0.261248254356275,0.450914162875395,-0.579374692270351,0.568805608193673,"Mathys","Ex"
"137","Ex9","scale(age_death)",0.116573715061242,0.212288768430264,0.549128038771095,0.588996697224512,"Mathys","Ex"
"138","Ex9","factor(msex)1",0.143572145002825,0.43349647326978,0.331195647152301,0.743941754524366,"Mathys","Ex"
"139","Ex9","scale(pmi)",0.341284085772247,0.22163351304048,1.53985776379367,0.139268050870366,"Mathys","Ex"
"140","Ex9","LOADAD",0.30052128867956,0.46555094366152,0.645517515904887,0.525929130798494,"Mathys","Ex"
"141","Exc.Exc.FEZEF2.L5.ET","(Intercept)",0.165030770038083,0.946426016381539,0.174372605128759,0.868413213211018,"Cain","Exc"
"142","Exc.Exc.FEZEF2.L5.ET","scale(age_death)",0.000248259725628128,0.676680803019986,0.000366878629510634,0.999721460843268,"Cain","Exc"
"143","Exc.Exc.FEZEF2.L5.ET","factor(msex)1",-0.244100639754725,0.871447503401145,-0.280109402806287,0.790612664493368,"Cain","Exc"
"144","Exc.Exc.FEZEF2.L5.ET","scale(pmi)",0.319722173388387,0.530310693766037,0.602895957307326,0.572877297938495,"Cain","Exc"
"145","Exc.Exc.FEZEF2.L5.ET","LOADAD",-0.0859609003214403,1.40756311204139,-0.0610707254161921,0.953668842651493,"Cain","Exc"
"146","Exc.Exc.FEZF2.NP","(Intercept)",-0.00341015574597916,0.807260736345194,-0.00422435477466469,0.996792824781219,"Cain","Exc"
"147","Exc.Exc.FEZF2.NP","scale(age_death)",-0.520532985799626,0.577179656794593,-0.901856085313958,0.408473836288585,"Cain","Exc"
"148","Exc.Exc.FEZF2.NP","factor(msex)1",-0.824625234624661,0.743307285625366,-1.10940017751996,0.317744323071345,"Cain","Exc"
"149","Exc.Exc.FEZF2.NP","scale(pmi)",0.206008126518757,0.452332241222667,0.455435424991841,0.66789103218525,"Cain","Exc"
"150","Exc.Exc.FEZF2.NP","LOADAD",0.831445546116621,1.20059086987396,0.692530292358382,0.5194452847814,"Cain","Exc"
"151","Exc.Exc.L3","(Intercept)",1.21782797618832,0.657637652731797,1.85182215636455,0.123259647357565,"Cain","Exc"
"152","Exc.Exc.L3","scale(age_death)",0.748815293872218,0.470201333484192,1.59254183377894,0.172141109887526,"Cain","Exc"
"153","Exc.Exc.L3","factor(msex)1",-0.326397995370015,0.605537760687126,-0.539021703617029,0.612996772905193,"Cain","Exc"
"154","Exc.Exc.L3","scale(pmi)",0.851820862803917,0.368493969766648,2.31162768645398,0.068767530955308,"Cain","Exc"
"155","Exc.Exc.L3","LOADAD",-2.10925795700662,0.97806535857272,-2.15656135709033,0.083549207841479,"Cain","Exc"
"156","Exc.Exc.L5","(Intercept)",1.07641801515478,0.643417717509258,1.67296918605492,0.155191761613132,"Cain","Exc"
"157","Exc.Exc.L5","scale(age_death)",-0.052052606223653,0.460034287123749,-0.113149405773859,0.914314746946888,"Cain","Exc"
"158","Exc.Exc.L5","factor(msex)1",-1.42665847947448,0.592444368458132,-2.40808851502368,0.0610079364040909,"Cain","Exc"
"159","Exc.Exc.L5","scale(pmi)",0.537741143250995,0.360526116408174,1.49154560176768,0.196020197873904,"Cain","Exc"
"160","Exc.Exc.L5","LOADAD",-0.72617755083507,0.956916894848753,-0.758872118095321,0.482149764680922,"Cain","Exc"
"161","Exc.Exc.L6.FEZF2","(Intercept)",-0.356683305905217,0.843176093192058,-0.423023504562257,0.689855852993899,"Cain","Exc"
"162","Exc.Exc.L6.FEZF2","scale(age_death)",-0.45400846175287,0.602858613301731,-0.753092767915116,0.485321041432713,"Cain","Exc"
"163","Exc.Exc.L6.FEZF2","factor(msex)1",-0.586120948528775,0.776377327568659,-0.754943411812784,0.484303922086203,"Cain","Exc"
"164","Exc.Exc.L6.FEZF2","scale(pmi)",-0.131647903669565,0.472456685687047,-0.278645445514487,0.791673653458611,"Cain","Exc"
"165","Exc.Exc.L6.FEZF2","LOADAD",1.29948756033921,1.2540056435366,1.03626930790705,0.347569960040561,"Cain","Exc"
"166","Exc.Exc.L6.IT.THEMIS","(Intercept)",-0.303705552133693,0.724602988227886,-0.419133728493786,0.692515882355713,"Cain","Exc"
"167","Exc.Exc.L6.IT.THEMIS","scale(age_death)",-0.63032828242656,0.518080572023349,-1.21666072125583,0.278026147090905,"Cain","Exc"
"168","Exc.Exc.L6.IT.THEMIS","factor(msex)1",-0.874034725639527,0.667197915228948,-1.31000817851717,0.247146966016638,"Cain","Exc"
"169","Exc.Exc.L6.IT.THEMIS","scale(pmi)",-0.0157132658601197,0.406016642337485,-0.0387010388777579,0.970626451916947,"Cain","Exc"
"170","Exc.Exc.L6.IT.THEMIS","LOADAD",1.48144582990691,1.07765891834208,1.37468897133616,0.227638044946274,"Cain","Exc"
"171","Exc.Exc.RORB_L5_IT_1","(Intercept)",0.348010552198244,0.717851184417111,0.484794842932279,0.648314024253351,"Cain","Exc"
"172","Exc.Exc.RORB_L5_IT_1","scale(age_death)",-0.173705761946586,0.513253130738528,-0.338440725527846,0.748780046887485,"Cain","Exc"
"173","Exc.Exc.RORB_L5_IT_1","factor(msex)1",-1.23356280557604,0.660981008178094,-1.86626058890283,0.120993439711429,"Cain","Exc"
"174","Exc.Exc.RORB_L5_IT_1","scale(pmi)",0.108805691453459,0.402233405506408,0.270503866570889,0.797583452009066,"Cain","Exc"
"175","Exc.Exc.RORB_L5_IT_1","LOADAD",0.537541701179551,1.06761736219369,0.503496589897184,0.636007972649399,"Cain","Exc"
"176","Exc.Exc.RORB_L5_IT_2","(Intercept)",0.38730576645995,0.51853172498707,0.746927811349649,0.488720345848472,"Cain","Exc"
"177","Exc.Exc.RORB_L5_IT_2","scale(age_death)",-0.283944734843004,0.370742623281962,-0.765881010198966,0.478323842639465,"Cain","Exc"
"178","Exc.Exc.RORB_L5_IT_2","factor(msex)1",-1.50879059032001,0.477452193148614,-3.16008725474715,0.0250926932702782,"Cain","Exc"
"179","Exc.Exc.RORB_L5_IT_2","scale(pmi)",0.184113887603921,0.290548774080548,0.633676353261361,0.55414282437591,"Cain","Exc"
"180","Exc.Exc.RORB_L5_IT_2","LOADAD",0.734179057400107,0.771181387537801,0.952018642130572,0.384806806007371,"Cain","Exc"
"181","Exc.Exc.THEMIS.Car3","(Intercept)",-0.125375933036636,0.889624463076241,-0.140931301060559,0.893426080866113,"Cain","Exc"
"182","Exc.Exc.THEMIS.Car3","scale(age_death)",-0.445678460997062,0.636068520561431,-0.700676808535786,0.514760878198068,"Cain","Exc"
"183","Exc.Exc.THEMIS.Car3","factor(msex)1",-0.6113892602412,0.819145927831129,-0.746374045782038,0.489026517025709,"Cain","Exc"
"184","Exc.Exc.THEMIS.Car3","scale(pmi)",0.0401002339263627,0.498483091165373,0.0804445218645527,0.939004366715784,"Cain","Exc"
"185","Exc.Exc.THEMIS.Car3","LOADAD",0.862141126314473,1.32308554088916,0.651614048880833,0.543409712891997,"Cain","Exc"
"186","In0","(Intercept)",0.0460899098518169,0.455162570058687,0.101260325175408,0.920352098340127,"Mathys","In"
"187","In0","scale(age_death)",-0.0179258016767651,0.214288903274067,-0.0836524962463347,0.93416436663405,"Mathys","In"
"188","In0","factor(msex)1",0.11428248477772,0.437580775078415,0.261168888777713,0.796632760887434,"Mathys","In"
"189","In0","scale(pmi)",-0.34521432451071,0.223721691870027,-1.54305253829059,0.138493524562742,"Mathys","In"
"190","In0","LOADAD",-0.157727347726754,0.469937255150669,-0.335634908699002,0.740641496295741,"Mathys","In"
"191","In1","(Intercept)",-0.248700884451868,0.460287308696564,-0.540316623450114,0.594945111654151,"Mathys","In"
"192","In1","scale(age_death)",0.155441783193918,0.216701611819358,0.717307923503099,0.481478628720379,"Mathys","In"
"193","In1","factor(msex)1",0.546770232649422,0.442507557842973,1.23561783964704,0.230918187064585,"Mathys","In"
"194","In1","scale(pmi)",-0.0687414273459176,0.226240605493153,-0.303842129471308,0.764386656252268,"Mathys","In"
"195","In1","LOADAD",-0.0214825425310227,0.475228344021483,-0.0452046743450377,0.964392482099675,"Mathys","In"
"196","In10","(Intercept)",0.177180995030013,0.409763362360835,0.432398333538635,0.670078369949963,"Mathys","In"
"197","In10","scale(age_death)",0.357012338911768,0.192915119340494,1.85061875985802,0.0790526748090949,"Mathys","In"
"198","In10","factor(msex)1",-0.583523372272109,0.393935225555724,-1.4812673110127,0.154119098409327,"Mathys","In"
"199","In10","scale(pmi)",-0.0115767018144696,0.201407054806587,-0.057479127658099,0.954733931440648,"Mathys","In"
"200","In10","LOADAD",0.160797224469687,0.423064378391948,0.38007743663239,0.7078942237872,"Mathys","In"
"201","In11","(Intercept)",0.0820883241250434,0.438431351140475,0.187231875438447,0.85336520013282,"Mathys","In"
"202","In11","scale(age_death)",0.296363672039453,0.206411905497296,1.43578768543143,0.166519607876893,"Mathys","In"
"203","In11","factor(msex)1",-0.220038945975572,0.421495841422087,-0.522042982045045,0.607374566756107,"Mathys","In"
"204","In11","scale(pmi)",0.276320067763848,0.215497956330992,1.28223985261112,0.214422510029083,"Mathys","In"
"205","In11","LOADAD",0.036766203036299,0.452662936893929,0.08122203087485,0.936072697735113,"Mathys","In"
"206","In2","(Intercept)",0.0474189540158483,0.450506905804087,0.105256885976504,0.917220476265067,"Mathys","In"
"207","In2","scale(age_death)",0.0439611448655217,0.21209703326375,0.207269022998802,0.837895577037346,"Mathys","In"
"208","In2","factor(msex)1",0.415619593581632,0.433104947523504,0.959627905333676,0.348701012318588,"Mathys","In"
"209","In2","scale(pmi)",0.0917751114316809,0.221433337878873,0.41445932356348,0.682949303144648,"Mathys","In"
"210","In2","LOADAD",-0.385806810835987,0.465130466928984,-0.82945934155479,0.416635177342576,"Mathys","In"
"211","In3","(Intercept)",0.662466456936239,0.389795473666898,1.69952321586564,0.104722275451361,"Mathys","In"
"212","In3","scale(age_death)",0.314088155931237,0.183514309057762,1.71151861423719,0.102450722030329,"Mathys","In"
"213","In3","factor(msex)1",0.0899482387102512,0.374738646605381,0.240029256456624,0.812750606009981,"Mathys","In"
"214","In3","scale(pmi)",-0.126207421801062,0.191592430020758,-0.658728644902035,0.517582598240407,"Mathys","In"
"215","In3","LOADAD",-1.10256501799556,0.40244832729009,-2.73964368399727,0.0126307248932286,"Mathys","In"
"216","In4","(Intercept)",0.324609095702552,0.433712407833351,0.748443184561321,0.462904358629633,"Mathys","In"
"217","In4","scale(age_death)",-0.129658839227287,0.204190243936316,-0.634990373329128,0.532632654771249,"Mathys","In"
"218","In4","factor(msex)1",0.252583194968355,0.416959179126644,0.605774396182887,0.551478065470075,"Mathys","In"
"219","In4","scale(pmi)",-0.277850501873433,0.213178499394161,-1.30337019288092,0.207253823626321,"Mathys","In"
"220","In4","LOADAD",-0.696639108261503,0.447790815566651,-1.55572442319959,0.13545651251659,"Mathys","In"
"221","In5","(Intercept)",0.604646135280478,0.375129440415591,1.61183333041153,0.122667591167048,"Mathys","In"
"222","In5","scale(age_death)",0.406968899160116,0.176609593275886,2.30434197605779,0.0320575206053041,"Mathys","In"
"223","In5","factor(msex)1",0.129357989582684,0.360639125643881,0.358690947222461,0.723584893287234,"Mathys","In"
"224","In5","scale(pmi)",-0.28568498376142,0.184383775382083,-1.54940413368486,0.136964279788538,"Mathys","In"
"225","In5","LOADAD",-1.04177807856276,0.387306231117333,-2.68980459094952,0.0140886589456652,"Mathys","In"
