"","subclass","term","estimate","std.error","statistic","p.value","dataset","mapping","filtering","class"
"116","L5/6 IT Car3","scale(pmi)",-0.0507370628005569,0.490894574158958,-0.103356332441612,0.921697711408696,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"117","L5/6 IT Car3","factor(msex)1",-0.564189910176486,0.82263175701201,-0.685835314972223,0.523316762625578,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"118","L5/6 IT Car3","(Intercept)",-0.143471348978133,0.893410209678959,-0.160588436782795,0.878704076834798,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"119","L5/6 IT Car3","scale(age_death)",-0.387207253264257,0.638775274186983,-0.606171323329765,0.570864906327224,"Cain","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"120","L5/6 IT Car3","factor(msex)1",-0.567846708282982,0.806675890403079,-0.70393415129742,0.512895988243468,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"121","L5/6 NP","scale(age_death)",0.117935998579102,0.225024822515363,0.524102173532654,0.605967709645128,"Mathys","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"122","L5/6 NP","scale(age_death)",0.0694972936441521,0.226061727984888,0.307426180732362,0.76169735907942,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"123","L5/6 NP","factor(msex)1",0.0288467845237441,0.461621038867691,0.0624901858773644,0.950792787596546,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"124","L5/6 NP","scale(age_death)",0.0243201599350605,0.274787528363664,0.0885053265695316,0.931065828585104,"Zhou","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"125","L5/6 NP","(Intercept)",0.0573969457089365,0.480168760628313,0.119534943576569,0.906044138617314,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"126","L5/6 NP","scale(age_death)",-0.00229751853753824,0.28500043391456,-0.00806145627914032,0.993712303542672,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"127","L5/6 NP","factor(msex)1",0.817339281541755,0.588950225468046,1.38779008173773,0.192669395103745,"Zhou","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"128","L5/6 NP","scale(pmi)",-0.00696497132275524,0.236012744846417,-0.0295109966509971,0.976749551879073,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"129","L5/6 NP","LOADAD",-0.111317816063021,0.495755152603329,-0.224541924533643,0.82461376063181,"Mathys","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"130","L5/6 NP","LOADAD",0.302811169098682,1.40144954827012,0.216069975171391,0.837471522259533,"Cain","MTGnCgG_Top20PctMostVar","Filtered","Glutamatergic"
"131","L5/6 NP","(Intercept)",0.0612062205134735,0.477966310799107,0.12805551171827,0.899383928291348,"Mathys","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"132","L5/6 NP","(Intercept)",-0.310168978199263,0.414678452750556,-0.747974668425418,0.470164859771759,"Zhou","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"133","L5/6 NP","factor(msex)1",-0.0596012711010666,0.459503664182838,-0.129707934336191,0.898093157832466,"Mathys","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
"134","L5/6 NP","scale(pmi)",-0.0256567022794355,0.23493019580908,-0.109209896118615,0.914124339047478,"Mathys","MTGnCgG_Top20PctMostVar","Unfiltered","Glutamatergic"
