"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"862","NOTCH3",4854,"ENSG00000074181","Pericyte",0.938,0.225,6.04739125220459,0.956,0.912,1.55104727959762e-216,7.79882082654482e-212
"863","NOTCH4",4855,"ENSG00000238196, ENSG00000223355, ENSG00000232339, ENSG00000234876, ENSG00000235396, ENSG00000204301, ENSG00000206312","Endothelial",0.657,0.101,4.63660889904159,0.806,0.612,9.43776873109901e-78,4.7454044956839e-73
"864","NPFFR2",10886,"ENSG00000056291","L6b",0.678,0.203,3.09332026629913,0.786,0.572,1.31795685984269e-205,6.62681888697502e-201
"865","NPSR1.AS1",NA,NA,"L5/6 NP",0.988,0.414,4.98883028795317,0.991,0.982,0,0
"866","NR4A2",4929,"ENSG00000153234","L5/6 IT Car3",0.892,0.056,2.71562321821993,0.925,0.85,1.5012783770066e-65,7.54857780742691e-61
"867","NREP.AS1",NA,NA,"L5/6 NP",0.413,0.108,2.8023507097923,0.668,0.336,4.6977904851474e-68,2.36209603383697e-63
"868","NRROS",375387,"ENSG00000174004","Microglia",0.415,0.152,4.27529046672646,0.654,0.308,2.53791658972231e-246,1.27608984047828e-241
"869","NTN1",9423,"ENSG00000065320","OPC",0.793,0.446,3.19173872699611,0.8,0.6,0,0
"870","NTSR2",23620,"ENSG00000169006","Astrocyte",0.414,0.14,3.26602531787311,0.657,0.314,3.46048146920238e-277,1.73996468752965e-272
"871","NUPR1",26471,"ENSG00000176046","Pericyte",0.375,0.037,3.41417770451894,0.674,0.348,4.7045783567938e-12,2.36550904357949e-07
"872","NWD1",284434,"ENSG00000188039","Astrocyte",0.844,0.435,3.73997281743982,0.847,0.694,0,0
"873","NXN",64359,"ENSG00000167693, ENSG00000281300, ENSG00000280563","Endothelial",0.957,0.705,2.96295552047055,0.852,0.704,2.41205205526015e-70,1.21280389390536e-65
"874","OAF",220323,"ENSG00000184232","Astrocyte",0.772,0.055,3.49549511727906,0.871,0.742,0,0
"875","OCLN",100506658,"ENSG00000273814, ENSG00000197822","Endothelial",0.529,0.249,3.60232416109704,0.689,0.378,7.68750940389406e-93,3.86535660337197e-88
"876","OGN",4969,"ENSG00000106809","VLMC",0.545,0.036,4.99758303114865,0.764,0.528,5.28485252987762e-15,2.65727670054776e-10
"877","OLFML2A",169611,"ENSG00000185585","VLMC",0.364,0.129,3.96241657927148,0.64,0.28,1.93576759222656e-21,9.73323303047438e-17
"878","OLFML3",56944,"ENSG00000116774","VLMC",0.364,0.029,2.63647017352369,0.668,0.336,0.000785523709274646,1
"879","OLR1",4973,"ENSG00000173391","Microglia",0.665,0.062,5.32688831335178,0.82,0.64,0,0
"880","OPALIN",93377,"ENSG00000197430","Oligodendrocyte",0.776,0.042,5.68068396206494,0.882,0.764,0,0
"881","OPN5",221391,"ENSG00000124818","LAMP5",0.724,0.143,2.55264698797198,0.815,0.63,6.72908439220216e-184,3.38345092324317e-179
"882","OR14I1",401994,"ENSG00000189181","IT",0.635,0.122,2.54874891128511,0.782,0.564,0,0
"883","OR3A1",4994,"ENSG00000180090","Microglia",0.527,0.47,2.6328045861398,0.566,0.132,8.70914740028787e-49,4.37904640433874e-44
"884","OSMR",9180,"ENSG00000145623","Endothelial",0.414,0.11,3.692940151294,0.667,0.334,3.78722687421909e-24,1.9042555446261e-19
"885","OSTN",344901,"ENSG00000188729","PVALB",0.41,0.125,3.05408015845713,0.659,0.318,3.88064226977855e-147,1.95122573966736e-142
"886","P2RY12",64805,"ENSG00000169313","Microglia",0.865,0.073,5.69171923513455,0.924,0.848,0,0
"887","P2RY13",53829,"ENSG00000181631","Microglia",0.612,0.088,4.84271687886036,0.784,0.568,0,0
"888","P2RY14",9934,"ENSG00000174944","Pericyte",0.406,0.061,4.07992867278223,0.683,0.366,9.59352496549057e-18,4.82372028789832e-13
"889","PALD1",27143,"ENSG00000107719","Microglia",0.837,0.285,4.36753158847651,0.881,0.762,0,0
"890","PALM2",114299,NA,"Oligodendrocyte",0.799,0.508,2.56656072237487,0.779,0.558,0,0
"891","PALMD",54873,"ENSG00000099260","Endothelial",0.814,0.141,4.51234680361626,0.882,0.764,5.01196825902597e-67,2.52006776032085e-62
"892","PAMR1",25891,"ENSG00000149090","Astrocyte",0.933,0.195,4.07048915928234,0.945,0.89,0,0
"893","PAPLN",89932,"ENSG00000100767","Astrocyte",0.931,0.088,4.79395812986104,0.957,0.914,0,0
"894","PAQR5",54852,"ENSG00000137819","Endothelial",0.357,0.158,3.13725457533302,0.622,0.244,5.89828226424375e-37,2.9657153052844e-32
"895","PARP10",84875,"ENSG00000178685","VLMC",0.364,0.08,3.40035306388676,0.649,0.298,0.00198154771110145,1
"896","PARP12",64761,"ENSG00000059378","Endothelial",0.429,0.099,3.14205139339032,0.679,0.358,8.70066307033623e-23,4.37478039839576e-18
"897","PARP14",54625,"ENSG00000173193","Microglia",0.408,0.193,2.55513262469429,0.629,0.258,4.23171341360732e-98,2.12774782149589e-93
"898","PARP9",83666,"ENSG00000138496","Endothelial",0.5,0.119,2.85370343061031,0.71,0.42,2.57788859847241e-26,1.29618816619791e-21
"899","PAX6",5080,"ENSG00000007372","Astrocyte",0.637,0.062,3.77169629208875,0.8,0.6,0,0
"900","PAXIP1.AS2",NA,NA,"VLMC",0.364,0.094,3.01904894739076,0.646,0.292,0.000308517254865984,1
"901","PBXIP1",57326,"ENSG00000163346","Astrocyte",0.495,0.063,3.0512891249442,0.724,0.448,0,0
"902","PCAT19",100505495,NA,"Endothelial",0.543,0.09,5.00750439574539,0.751,0.502,6.4011139130097e-265,3.2185440866004e-260
"903","PCDH15",65217,"ENSG00000150275","OPC",0.997,0.63,3.97487721355983,0.995,0.99,0,0
"904","PCDH8",5100,"ENSG00000136099","VIP",0.593,0.102,2.69797460589947,0.761,0.522,1.854728290499e-222,9.32575931745804e-218
"905","PCOLCE",5118,"ENSG00000106333","VLMC",0.364,0.04,4.29979489272691,0.664,0.328,0.00035321455937252,1
"906","PCOLCE2",26577,"ENSG00000163710","L6b",0.796,0.131,2.62925537375456,0.869,0.738,5.73103903406337e-239,2.8816237367174e-234
"907","PCP4",5121,"ENSG00000183036","L5/6 NP",1,0.23,3.02931412413985,0.978,0.956,6.92764820631767e-174,3.48329079461859e-169
"908","PCSK6",5046,"ENSG00000140479","Oligodendrocyte",0.903,0.339,3.62000027520803,0.908,0.816,0,0
"909","PDE3A",5139,"ENSG00000172572","Pericyte",0.75,0.39,2.56821477305133,0.752,0.504,1.49579294009098e-09,7.52099648207147e-05
"910","PDE4C",5143,"ENSG00000105650","Pericyte",0.469,0.352,3.19069968647917,0.617,0.234,3.30254406614953e-18,1.66055218190065e-13
"911","PDE7B",27115,"ENSG00000171408","Pericyte",0.906,0.511,2.7382326941842,0.876,0.752,9.7237634470383e-18,4.88920549880533e-13
"912","PDE8A",5151,"ENSG00000073417","Oligodendrocyte",0.991,0.768,2.55308371329998,0.95,0.9,0,0
"913","PDE8B",8622,"ENSG00000284762, ENSG00000113231","Pericyte",0.938,0.657,2.85171032500202,0.883,0.766,7.65240953399407e-18,3.84770803778756e-13
"914","PDGFD",80310,"ENSG00000170962","LAMP5",0.77,0.288,3.42621965592184,0.831,0.662,0,0
"915","PDGFRA",5156,"ENSG00000134853","OPC",0.97,0.208,4.76873981233897,0.977,0.954,0,0
"916","PDZRN3",23024,"ENSG00000121440","VLMC",1,0.581,2.72969425558238,0.972,0.944,3.31606757201487e-08,0.0016673519358848
"917","PEAR1",375033,"ENSG00000187800","Pericyte",0.438,0.018,4.87362660377902,0.714,0.428,4.34305313207514e-36,2.1837305453387e-31
"918","PECAM1",5175,"ENSG00000261371","Endothelial",0.857,0.395,4.06094533730041,0.878,0.756,7.86264822000949e-141,3.95341815150297e-136
"919","PGM5",5239,"ENSG00000154330","Microglia",0.495,0.249,3.77853941159579,0.662,0.324,3.70433278256747e-271,1.86257556640275e-266
"920","PHF21B",112885,"ENSG00000056487","Astrocyte",0.807,0.277,3.1811764458173,0.85,0.7,0,0
"921","PHKA1",5255,"ENSG00000067177","Astrocyte",0.557,0.194,2.50754582088057,0.714,0.428,1.45648879692494e-277,7.3233713198183e-273
"922","PHLDA1",22822,"ENSG00000139289","OPC",0.516,0.144,2.95635514725186,0.71,0.42,4.32204805542385e-203,2.17316898274767e-198
"923","PHLDB1",23187,"ENSG00000019144","Oligodendrocyte",0.934,0.431,2.71904290825994,0.909,0.818,0,0
"924","PHYHD1",254295,"ENSG00000175287","Astrocyte",0.646,0.167,3.9059430503612,0.784,0.568,0,0
"925","PI16",221476,"ENSG00000164530","Oligodendrocyte",0.393,0.076,3.16086513304902,0.669,0.338,0,0
"926","PIEZO2",63895,"ENSG00000154864","Oligodendrocyte",0.866,0.583,3.09440861932129,0.832,0.664,0,0
"927","PIK3AP1",118788,"ENSG00000155629","Microglia",0.552,0.279,4.24093749685663,0.691,0.382,0,0
"928","PIK3CD",5293,"ENSG00000171608","Microglia",0.645,0.533,2.69704295685945,0.636,0.272,7.43280521077633e-151,3.73728878803044e-146
"929","PIK3R3",8503,"ENSG00000117461","Endothelial",0.814,0.583,2.82073603121474,0.755,0.51,2.11127086921686e-28,1.06156810575093e-23
"930","PIK3R5",23533,"ENSG00000141506","Microglia",0.673,0.173,5.37578991954659,0.803,0.606,0,0
"931","PILRA",29992,"ENSG00000085514","Microglia",0.541,0.351,2.86560683877008,0.65,0.3,1.10631726219698e-162,5.56267382605266e-158
"932","PIP4K2A",5305,"ENSG00000150867","Oligodendrocyte",0.994,0.694,2.95101697512398,0.972,0.944,0,0
"933","PITPNC1",26207,"ENSG00000154217","Astrocyte",0.999,0.859,2.81075090647047,0.977,0.954,0,0
"934","PIWIL1",9271,"ENSG00000275051, ENSG00000125207","L5/6 NP",0.353,0.067,2.75260728757913,0.652,0.304,1.41059109157913e-56,7.09259306756901e-52
"935","PKP2",5318,"ENSG00000057294","LAMP5",0.784,0.391,2.98656690955287,0.816,0.632,0,0
"936","PLA2G16",11145,"ENSG00000176485","Oligodendrocyte",0.678,0.214,2.99419876274905,0.783,0.566,0,0
"937","PLA2G4A",5321,"ENSG00000116711","Microglia",0.587,0.316,3.74838637258966,0.696,0.392,1.52489813799287e-280,7.66734032764193e-276
"938","PLA2G5",5322,"ENSG00000127472","Astrocyte",0.415,0.1,3.94052005813776,0.674,0.348,0,0
"939","PLAC9",219348,"ENSG00000189129","Pericyte",0.531,0.148,3.96095106421644,0.728,0.456,1.04445820506391e-29,5.25164030088183e-25
"940","PLCB2",5330,"ENSG00000137841","Microglia",0.475,0.097,3.91162586422869,0.705,0.41,1.03381522318287e-243,5.19812632368577e-239
"941","PLCE1",51196,"ENSG00000138193","Pericyte",0.812,0.464,3.17268755758994,0.835,0.67,1.30611523128117e-27,6.56727799440483e-23
"942","PLCG2",5336,"ENSG00000197943","Microglia",0.669,0.305,4.09690300064917,0.767,0.534,0,0
"943","PLCL1",5334,"ENSG00000115896","Oligodendrocyte",0.988,0.76,2.5470546272924,0.938,0.876,0,0
"944","PLD1",5337,"ENSG00000075651","Oligodendrocyte",0.896,0.383,2.72305735701707,0.894,0.788,0,0
"945","PLEKHA4",57664,"ENSG00000105559","VLMC",0.545,0.284,2.50421057213199,0.63,0.26,NA,NA
"946","PLEKHA7",144100,"ENSG00000166689","Astrocyte",0.831,0.374,2.61653718261824,0.84,0.68,0,0
"947","PLEKHG2",64857,"ENSG00000090924","Pericyte",0.375,0.084,3.59500672706869,0.659,0.318,1.8822301548138e-26,9.46404144141928e-22
"948","PLEKHG3",26030,"ENSG00000126822","Oligodendrocyte",0.506,0.107,2.8303557354061,0.716,0.432,0,0
"949","PLEKHH1",57475,"ENSG00000054690","Oligodendrocyte",0.972,0.381,3.64110142061465,0.962,0.924,0,0
"950","PLIN5",440503,"ENSG00000214456","Astrocyte",0.618,0.163,3.82531791150371,0.769,0.538,0,0
"951","PLLP",51090,"ENSG00000102934","Oligodendrocyte",0.807,0.172,2.81651287333851,0.861,0.722,0,0
"952","PLP1",5354,"ENSG00000123560","Oligodendrocyte",0.997,0.238,5.92875505087591,0.997,0.994,0,0
"953","PLSCR1",5359,"ENSG00000188313","Endothelial",0.429,0.161,2.57546656344078,0.651,0.302,2.06949490983481e-12,1.04056273561404e-07
"954","PLSCR4",57088,"ENSG00000114698","Astrocyte",0.711,0.114,2.7224803100559,0.819,0.638,0,0
"955","PLXDC2",84898,"ENSG00000120594","Microglia",1,0.857,2.94103052951123,0.991,0.982,0,0
"956","PMP22",5376,"ENSG00000109099","Oligodendrocyte",0.737,0.19,2.90282942124929,0.818,0.636,0,0
"957","PNOC",5368,"ENSG00000168081","SST",0.726,0.125,2.61698548251961,0.825,0.65,3.05133399854878e-181,1.53424124781031e-176
"958","PODXL",5420,"ENSG00000128567","Endothelial",0.943,0.519,4.64946232107561,0.941,0.882,2.39916413748776e-189,1.20632371997022e-184
"959","POSTN",10631,"ENSG00000133110","L5/6 IT Car3",0.369,0.057,4.14731351382933,0.666,0.332,7.16803319052467e-31,3.60415876852771e-26
"960","PPAP2C",8612,"ENSG00000141934","Oligodendrocyte",0.394,0.051,3.76356574319794,0.679,0.358,0,0
"961","PPAPDC1A",196051,"ENSG00000203805","OPC",0.721,0.189,2.83642657034392,0.809,0.618,6.52660718156287e-321,3.28164335696163e-316
"962","PPP1R14A",94274,"ENSG00000167641","Oligodendrocyte",0.789,0.043,4.35466729982269,0.886,0.772,0,0
"963","PPP1R16A",84988,"ENSG00000160972","VLMC",0.455,0.211,2.8690142952586,0.64,0.28,0.0142682543224621,1
"964","PPP1R1B",84152,"ENSG00000131771","Astrocyte",0.386,0.094,2.57918691669597,0.654,0.308,9.36203852166882e-171,4.7073265890803e-166
"965","PPP1R3C",5507,"ENSG00000119938","Astrocyte",0.595,0.05,3.90590540296219,0.778,0.556,0,0
"966","PQLC2L",152078,"ENSG00000174899","L5 ET",0.908,0.094,3.37291380875674,0.939,0.878,4.36123660224157e-84,2.19287337597308e-79
"967","PRDM16",63976,"ENSG00000142611","Astrocyte",0.912,0.104,4.58558651124844,0.946,0.892,0,0
"968","PRIMA1",145270,"ENSG00000274089, ENSG00000175785","Oligodendrocyte",0.393,0.037,3.7935163630373,0.683,0.366,0,0
"969","PRKCD",5580,"ENSG00000163932","Microglia",0.415,0.174,2.85332068236426,0.64,0.28,6.29927399732654e-117,3.16733795859576e-112
"970","PRKX",5613,"ENSG00000183943","VLMC",0.455,0.35,2.98020467491306,0.596,0.192,8.38636069262855e-06,0.421674601986056
"971","PRODH",5625,"ENSG00000100033","Astrocyte",0.948,0.108,4.52842453350796,0.965,0.93,0,0
"972","PROSER2",254427,"ENSG00000148426","VLMC",0.455,0.126,3.38627317689654,0.676,0.352,0.000575090167945236,1
"973","PRR5L",79899,"ENSG00000135362","Oligodendrocyte",0.733,0.202,3.45586571711018,0.822,0.644,0,0
"974","PRTG",283659,"ENSG00000166450","Endothelial",0.743,0.459,2.54184532363045,0.721,0.442,8.50001494603624e-23,4.27389251501648e-18
"975","PSD2",84249,"ENSG00000146005","Astrocyte",0.933,0.465,2.72816281748333,0.905,0.81,0,0
"976","PTAFR",5724,"ENSG00000169403","Microglia",0.573,0.343,2.87272422716043,0.677,0.354,8.8248185593403e-206,4.4372070198219e-201
"977","PTGFR",5737,"ENSG00000122420","VLMC",0.545,0.098,4.09491072783536,0.738,0.476,1.55457287199666e-05,0.781654785768638
"978","PTH1R",5745,"ENSG00000160801","Pericyte",0.656,0.056,3.68317746296338,0.809,0.618,3.88433980622849e-22,1.95308489796975e-17
"979","PTHLH",5744,"ENSG00000087494","VIP",0.543,0.077,3.7090376103851,0.749,0.498,1.8729890240662e-306,9.41757611190725e-302
"980","PTPRB",5787,"ENSG00000127329","Endothelial",0.971,0.434,3.50256186288932,0.957,0.914,2.42924137769831e-70,1.22144685712049e-65
"981","PTPRC",5788,"ENSG00000262418, ENSG00000081237","Microglia",0.789,0.121,5.13530313934875,0.876,0.752,0,0
"982","PTPRU",10076,"ENSG00000060656","VLMC",0.545,0.256,2.86315232759929,0.677,0.354,0.000830178454864666,1
"983","PTPRZ1",5803,"ENSG00000106278","OPC",1,0.535,3.14592303886296,0.995,0.99,0,0
"984","PVALB",5816,"ENSG00000274665, ENSG00000100362","PVALB",0.361,0.049,2.72645389659268,0.662,0.324,6.33435978790617e-127,3.1849794449571e-122
"985","PXK",54899,"ENSG00000168297","Oligodendrocyte",0.989,0.746,2.81275192280707,0.956,0.912,0,0
"986","PXN",5829,"ENSG00000089159","Endothelial",0.614,0.402,2.5346809574257,0.682,0.364,4.83447325998695e-24,2.43082149985404e-19
"987","PYGM",5837,"ENSG00000068976","Astrocyte",0.506,0.035,4.08869639226378,0.743,0.486,0,0
"988","QDPR",5860,"ENSG00000151552","Oligodendrocyte",0.907,0.449,3.22544786765162,0.892,0.784,0,0
"989","QRFPR",84109,"ENSG00000186867","L5/6 NP",0.671,0.07,3.5154069050078,0.818,0.636,3.73085719352526e-134,1.87591230547644e-129
"990","R3HDML",140902,"ENSG00000101074","VLMC",0.364,0.058,3.13367614839786,0.663,0.326,2.90374790320816e-11,1.4600334832121e-06
"991","RAB34",83871,"ENSG00000109113","Astrocyte",0.412,0.019,3.28248998809342,0.698,0.396,0,0
"992","RAB39A",54734,"ENSG00000179331","Microglia",0.511,0.392,2.59247886435698,0.594,0.188,6.56250343792925e-69,3.29969235362521e-64
"993","RAB3B",5865,"ENSG00000169213","SST",0.869,0.282,2.58927314914305,0.878,0.756,8.37193363354735e-217,4.20949195028394e-212
"994","RADIL",55698,"ENSG00000157927","VLMC",0.727,0.36,2.9154076550157,0.737,0.474,0.000412771256338011,1
"995","RAMP2",10266,"ENSG00000131477","Endothelial",0.486,0.028,4.77668294527299,0.733,0.466,2.31756669938595e-45,1.16529571211825e-40
"996","RANBP3L",202151,"ENSG00000164188","Astrocyte",0.957,0.168,4.3838664334425,0.967,0.934,0,0
"997","RASGEF1C",255426,"ENSG00000146090","Microglia",0.949,0.519,3.83719297526368,0.926,0.852,0,0
"998","RASGRP3",25780,"ENSG00000152689","Oligodendrocyte",0.686,0.411,2.68988322144191,0.725,0.45,0,0
"999","RASIP1",54922,"ENSG00000105538","Endothelial",0.486,0.199,3.36460373490691,0.679,0.358,5.40231662074694e-40,2.71633882007777e-35
"1000","RBM47",54502,"ENSG00000163694","Microglia",0.919,0.768,3.93795717088512,0.81,0.62,0,0
"1001","RCSD1",92241,"ENSG00000198771","Microglia",0.824,0.232,4.22410781712351,0.88,0.76,0,0
"1002","RERGL",79785,"ENSG00000111404","Pericyte",0.656,0.021,6.62897551794325,0.824,0.648,5.55030398903047e-72,2.79074834872441e-67
"1003","RFTN1",23180,"ENSG00000131378","Pericyte",0.625,0.323,2.78025054929514,0.698,0.396,2.08380997636515e-07,0.0104776049421616
"1004","RFX2",5990,"ENSG00000087903","Astrocyte",0.791,0.29,3.30734698850698,0.835,0.67,0,0
"1005","RFX4",5992,"ENSG00000111783","Astrocyte",0.458,0.049,3.47276517459291,0.712,0.424,0,0
"1006","RGMA",56963,"ENSG00000182175","Astrocyte",0.73,0.171,3.4868713946535,0.822,0.644,0,0
"1007","RGPD3",653489,"ENSG00000153165","Endothelial",0.471,0.469,2.8126815979585,0.54,0.0800000000000001,8.52778157527833e-28,4.2878538538657e-23
"1008","RGS10",6001,"ENSG00000148908","Microglia",0.617,0.14,5.05081958963201,0.778,0.556,0,0
"1009","RGS16",6004,"ENSG00000143333","VIP",0.441,0.032,2.7839842495,0.707,0.414,7.99294434139562e-222,4.01893234429713e-217
"1010","RGS20",8601,"ENSG00000147509","Astrocyte",0.92,0.328,3.98978141468905,0.925,0.85,0,0
"1011","RGS5",8490,"ENSG00000143248","Pericyte",0.938,0.37,3.84730995731667,0.941,0.882,6.3129747395289e-34,3.17422682878252e-29
"1012","RGS8",85397,"ENSG00000135824","VIP",0.404,0.138,2.80845370129913,0.653,0.306,3.83610080050335e-170,1.92882984350109e-165
"1013","RGS9",8787,"ENSG00000108370","Astrocyte",0.554,0.328,2.51706602046859,0.656,0.312,1.30724573430801e-174,6.57296227667408e-170
"1014","RHBDF2",79651,"ENSG00000129667","Microglia",0.673,0.126,5.18312177852449,0.812,0.624,0,0
"1015","RHOC",389,"ENSG00000155366","Endothelial",0.386,0.065,3.05961876244809,0.668,0.336,2.83646270143907e-19,1.42620181091058e-14
"1016","RHOU",58480,"ENSG00000116574, ENSG00000284984","Oligodendrocyte",0.819,0.487,2.6491214411646,0.78,0.56,0,0
"1017","RIN3",79890,"ENSG00000100599","Microglia",0.755,0.366,3.5361313600935,0.788,0.576,0,0
"1018","RLBP1",6017,"ENSG00000140522","Astrocyte",0.405,0.035,3.54936122706992,0.69,0.38,0,0
"1019","RMDN2",151393,"ENSG00000115841","VLMC",0.818,0.285,2.67650021801635,0.84,0.68,3.36546479440342e-06,0.169218935327398
"1020","RNASE1",6035,"ENSG00000129538","Oligodendrocyte",0.816,0.061,4.37078846497179,0.897,0.794,0,0
"1021","RNASEH2B.AS1",NA,NA,"Microglia",0.389,0.075,3.94691289014528,0.667,0.334,9.42714524462155e-191,4.74006290044816e-186
"1022","RNASET2",8635,"ENSG00000026297","Microglia",0.871,0.341,3.6336891810603,0.891,0.782,0,0
"1023","RNF135",84282,"ENSG00000181481","Microglia",0.5,0.202,2.88859409481912,0.68,0.36,7.09674987369112e-186,3.56831680399063e-181
"1024","RNF144B",255488,"ENSG00000137393","Endothelial",0.814,0.416,3.16099966720902,0.829,0.658,1.96873328093404e-54,9.89898780986446e-50
"1025","RNF152",220441,"ENSG00000176641","Pericyte",0.688,0.139,3.89681307613949,0.811,0.622,1.93194295046939e-25,9.71400234925515e-21
"1026","RNF182",221687,"ENSG00000180537","Astrocyte",0.559,0.148,3.1839012656363,0.732,0.464,0,0
"1027","RNF219.AS1",NA,NA,"Astrocyte",0.99,0.347,6.03051149978451,0.991,0.982,0,0
"1028","RNF220",55182,"ENSG00000187147","Oligodendrocyte",0.996,0.667,4.00223381974962,0.989,0.978,0,0
"1029","RNF43",54894,"ENSG00000108375","Astrocyte",0.437,0.136,3.27529111882916,0.672,0.344,5.20230181523682e-303,2.61576937571923e-298
"1030","ROBO4",54538,"ENSG00000154133","Endothelial",0.414,0.008,4.28159562881613,0.704,0.408,3.4642069734945e-46,1.74183790834277e-41
"1031","ROR2",4920,"ENSG00000169071","VLMC",0.636,0.463,4.04495468361149,0.689,0.378,1.06425241139868e-12,5.35116754975371e-08
"1032","ROS1",6098,"ENSG00000047936","L6b",0.774,0.136,3.42570735583618,0.858,0.716,2.4135000603329e-260,1.21353196533598e-255
"1033","RP2",6102,"ENSG00000102218","VLMC",0.636,0.254,2.62766536034357,0.699,0.398,0.0235675620713821,1
"1034","RPH3AL",9501,"ENSG00000282013, ENSG00000181031, ENSG00000262334","VLMC",0.636,0.26,2.56278115576148,0.717,0.434,0.00197712287307379,1
"1035","RPL23P8",222901,NA,"PAX6",0.379,0.042,2.95941177977157,0.676,0.352,2.049332770768e-71,1.03042501046986e-66
"1036","RPS12P5",100271053,NA,"VLMC",0.455,0.012,4.14552871891489,0.724,0.448,5.71101784050353e-09,0.000287155688038358
"1037","RPS3AP34",100271260,NA,"L5/6 NP",0.832,0.105,2.71103200071326,0.887,0.774,1.28308833742939e-122,6.45149646942872e-118
"1038","RPS6KA1",6195,"ENSG00000117676, ENSG00000281877","Microglia",0.467,0.243,2.90030063497845,0.647,0.294,4.4594180374712e-170,2.24223998342089e-165
"1039","RREB1",6239,"ENSG00000124782","Microglia",0.621,0.322,2.94391149412391,0.713,0.426,7.48919109841004e-232,3.76564017619155e-227
"1040","RUNX1",861,"ENSG00000159216","Microglia",0.821,0.247,4.64018200107606,0.874,0.748,0,0
"1041","RUNX2",860,"ENSG00000124813","Microglia",0.688,0.375,2.79604191190894,0.74,0.48,3.89093482943804e-225,1.95640094158974e-220
"1042","S100A13",6284,"ENSG00000189171","Astrocyte",0.492,0.108,2.54404357290122,0.708,0.416,4.44756590389322e-290,2.23628061213655e-285
"1043","S100A6",6277,"ENSG00000197956","Pericyte",0.469,0.302,2.50057017114746,0.643,0.286,5.65812708599218e-14,2.84496288010773e-09
"1044","S100Z",170591,"ENSG00000171643","Microglia",0.499,0.294,3.39700267440771,0.648,0.296,5.12798717128277e-203,2.57840322959269e-198
"1045","SAMD3",154075,"ENSG00000164483","L5/6 NP",0.88,0.237,2.9133950500952,0.902,0.804,2.55231075964582e-152,1.28332737305751e-147
"1046","SAMD9L",219285,"ENSG00000177409","VLMC",0.364,0.045,2.69051022174291,0.664,0.328,0.000793619240386678,1
"1047","SAMSN1",64092,"ENSG00000155307","Microglia",0.595,0.086,5.32560264966862,0.777,0.554,0,0
"1048","SCARA3",51435,"ENSG00000168077","Astrocyte",0.939,0.406,3.29165614392007,0.928,0.856,0,0
"1049","SCD",6319,"ENSG00000099194","Oligodendrocyte",0.927,0.218,3.798244247135,0.938,0.876,0,0
"1050","SCG2",7857,"ENSG00000171951","VIP",0.982,0.375,2.70519486701678,0.943,0.886,0,0
"1051","SCN4A",6329,"ENSG00000007314","VLMC",0.364,0.092,3.47428680906205,0.652,0.304,4.58928811748575e-22,2.30753995835301e-17
"1052","SCN5A",6331,"ENSG00000183873","VLMC",0.727,0.229,2.51851636277824,0.807,0.614,3.83252043403102e-10,1.92702959943514e-05
"1053","SDC2",6383,"ENSG00000169439","Astrocyte",0.597,0.165,2.94316474645146,0.748,0.496,0,0
"1054","SDC4",6385,"ENSG00000124145","Astrocyte",0.504,0.041,3.88045299889751,0.74,0.48,0,0
"1055","SELENBP1",8991,"ENSG00000143416","Astrocyte",0.53,0.038,2.56223713502468,0.749,0.498,0,0
"1056","SELPLG",6404,"ENSG00000110876","Microglia",0.468,0.027,5.12978693660716,0.726,0.452,0,0
"1057","SEMA3B",7869,"ENSG00000012171","Oligodendrocyte",0.576,0.078,2.66067472878138,0.757,0.514,0,0
"1058","SEMA3D",223117,"ENSG00000153993","L6b",0.817,0.153,2.95782912819785,0.879,0.758,5.78692154303939e-256,2.90972202105563e-251
"1059","SEMA3E",9723,"ENSG00000170381","L6 CT",0.993,0.379,2.68701280811084,0.966,0.932,3.53386608387882e-284,1.77686320563511e-279
"1060","SEMA3G",56920,"ENSG00000010319","Endothelial",0.486,0.003,5.31174335021276,0.742,0.484,2.12895092191635e-72,1.07045781304876e-67
"1061","SEMA5A",9037,"ENSG00000112902","OPC",0.987,0.544,2.82505436948875,0.958,0.916,0,0
"1062","SEPP1",6414,"ENSG00000250722","Oligodendrocyte",0.492,0.069,3.31860100924559,0.723,0.446,0,0
"1063","SERPINB9",5272,"ENSG00000170542","Microglia",0.427,0.235,2.70865069247698,0.619,0.238,2.73483675064498e-90,1.3751032665918e-85
"1064","SERPINE1",5054,"ENSG00000106366","VLMC",0.455,0.097,3.96193356364913,0.694,0.388,1.64368824014836e-12,8.26462884028998e-08
"1065","SERPING1",710,"ENSG00000149131","Pericyte",0.531,0.235,3.58367295543504,0.692,0.384,5.66740503978837e-16,2.84962792805599e-11
"1066","SERPINH1",871,"ENSG00000149257","VLMC",0.636,0.023,3.88557475971871,0.811,0.622,1.011544606523e-10,5.08614743605829e-06
"1067","SERTM1",400120,"ENSG00000180440","LAMP5",0.534,0.095,2.54227650911625,0.731,0.462,1.71085151731819e-126,8.60233251422757e-122
"1068","SFMBT2",57713,"ENSG00000198879","Microglia",0.992,0.679,3.2109280278017,0.965,0.93,0,0
"1069","SFRP1",6422,"ENSG00000104332","LAMP5",0.638,0.133,2.52478066315577,0.779,0.558,7.60419281039043e-195,3.82346418699241e-190
