"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1070","SFXN5",94097,"ENSG00000144040","Astrocyte",0.992,0.57,2.97714304302185,0.97,0.94,0,0
"1071","SGPP2",130367,"ENSG00000163082","Endothelial",0.614,0.349,3.0188101087798,0.693,0.386,2.75215785303292e-20,1.38381249008348e-15
"1072","SH2B3",10019,"ENSG00000111252","Microglia",0.58,0.338,2.83526528965652,0.681,0.362,7.24756872592568e-180,3.64415003108269e-175
"1073","SH3BP4",23677,"ENSG00000130147","Endothelial",0.443,0.178,2.60533953983258,0.658,0.316,5.10321866740851e-19,2.56594937815967e-14
"1074","SH3TC1",54436,"ENSG00000125089","Microglia",0.581,0.064,4.24706925655047,0.774,0.548,0,0
"1075","SH3TC2",79628,"ENSG00000169247","Oligodendrocyte",0.737,0.042,4.90163740138227,0.861,0.722,0,0
"1076","SHE",126669,"ENSG00000169291","Endothelial",0.357,0.142,3.65514637896046,0.627,0.254,1.52300858983809e-49,7.6578394905649e-45
"1077","SHISA8",440829,"ENSG00000234965","VIP",0.416,0.012,3.05661059664698,0.703,0.406,4.46058220328913e-264,2.24282533763581e-259
"1078","SHROOM3",57619,"ENSG00000138771","Astrocyte",0.934,0.507,2.86770036818099,0.895,0.79,0,0
"1079","SHROOM4",57477,"ENSG00000158352","Oligodendrocyte",0.885,0.261,3.06495131997557,0.902,0.804,0,0
"1080","SLC10A4",201780,"ENSG00000145248","VIP",0.503,0.044,2.9778238201041,0.735,0.47,1.80875616308796e-254,9.09460686362255e-250
"1081","SLC12A4",6560,"ENSG00000124067","VLMC",0.545,0.088,3.35879632256984,0.735,0.47,0.000260024032047786,1
"1082","SLC12A7",10723,"ENSG00000113504, ENSG00000276482","Pericyte",0.719,0.102,4.45253078718526,0.841,0.682,3.57868966255031e-39,1.79940094922692e-34
"1083","SLC13A5",284111,"ENSG00000141485","Astrocyte",0.465,0.077,3.48426877190633,0.706,0.412,7.4109846876187e-323,3.72631721078156e-318
"1084","SLC14A1",6563,"ENSG00000141469","Astrocyte",0.646,0.021,4.9360269627118,0.818,0.636,0,0
"1085","SLC16A1",6566,"ENSG00000155380, ENSG00000281917","Endothelial",0.629,0.412,2.84590894377194,0.679,0.358,1.9495342357326e-19,9.8024530906871e-15
"1086","SLC16A12",387700,"ENSG00000152779","VLMC",0.818,0.14,4.1397120313036,0.893,0.786,3.67726343921575e-33,1.84896482987207e-28
"1087","SLC16A14",151473,"ENSG00000163053","Endothelial",0.657,0.377,3.1890624539992,0.731,0.462,1.41118203837164e-31,7.09556440713643e-27
"1088","SLC16A4",9122,"ENSG00000168679","VLMC",0.364,0.141,2.67141404320285,0.626,0.252,0.00501828602190451,1
"1089","SLC16A9",220963,"ENSG00000165449","Astrocyte",0.609,0.186,3.03606050860793,0.749,0.498,0,0
"1090","SLC19A1",6573,"ENSG00000173638","Pericyte",0.875,0.156,5.08846489257901,0.922,0.844,7.8873995457595e-58,3.96586336560333e-53
"1091","SLC19A3",80704,"ENSG00000135917","Endothelial",0.529,0.148,4.27640596300081,0.723,0.446,9.82606727339977e-90,4.94064488573814e-85
"1092","SLC1A2",6506,"ENSG00000110436","Astrocyte",0.997,0.621,4.11286579417567,0.992,0.984,0,0
"1093","SLC1A3",6507,"ENSG00000079215","Astrocyte",0.998,0.382,2.56292670638773,0.967,0.934,0,0
"1094","SLC25A18",83733,"ENSG00000182902","Astrocyte",0.949,0.118,4.3734976456049,0.964,0.928,0,0
"1095","SLC25A48",153328,"ENSG00000145832","Astrocyte",0.508,0.042,3.25960331065907,0.738,0.476,0,0
"1096","SLC2A1",6513,"ENSG00000117394","Endothelial",0.9,0.286,4.40698274272164,0.92,0.84,7.75737073990489e-115,3.90048358173158e-110
"1097","SLC2A5",6518,"ENSG00000142583","Microglia",0.795,0.493,4.72463161314341,0.797,0.594,0,0
"1098","SLC30A10",55532,"ENSG00000196660","Pericyte",0.656,0.207,4.0610348278277,0.782,0.564,1.65844831110098e-28,8.33884395304683e-24
"1099","SLC30A3",7781,"ENSG00000115194","IT",0.708,0.077,2.69011302406241,0.834,0.668,0,0
"1100","SLC31A2",1318,"ENSG00000136867","Oligodendrocyte",0.641,0.131,3.59495372862809,0.786,0.572,0,0
"1101","SLC38A11",151258,"ENSG00000169507","Pericyte",0.969,0.18,4.90890241269318,0.974,0.948,2.85308508466167e-59,1.43455971141873e-54
"1102","SLC38A5",92745,"ENSG00000017483","Endothelial",0.643,0.051,4.78467502969508,0.81,0.62,3.23474567975295e-88,1.62646247523658e-83
"1103","SLC39A10",57181,"ENSG00000196950","Endothelial",0.886,0.738,2.56401467951715,0.846,0.692,2.85819898062269e-30,1.43713102944689e-25
"1104","SLC39A12",221074,"ENSG00000148482","Astrocyte",0.757,0.156,5.06122231572755,0.855,0.71,0,0
"1105","SLC39A8",64116,"ENSG00000138821","Endothelial",0.571,0.111,4.2667132759895,0.758,0.516,2.03430555702646e-59,1.02286917712848e-54
"1106","SLC41A1",254428,"ENSG00000133065","VLMC",0.818,0.485,2.52993141865939,0.734,0.468,0.000572739454824315,1
"1107","SLC44A1",23446,"ENSG00000070214","Oligodendrocyte",0.999,0.808,2.98972551047791,0.991,0.982,0,0
"1108","SLC4A4",8671,"ENSG00000080493","Astrocyte",0.987,0.517,3.47653210046558,0.971,0.942,0,0
"1109","SLC5A11",115584,"ENSG00000158865, ENSG00000288216","Oligodendrocyte",0.877,0.52,4.91494779658026,0.881,0.762,0,0
"1110","SLC5A4",6527,"ENSG00000100191","Endothelial",0.771,0.451,2.73160406497158,0.785,0.57,3.71283669605691e-28,1.86685141914437e-23
"1111","SLC5A6",8884,"ENSG00000138074","Endothelial",0.414,0.172,2.82509186502757,0.64,0.28,6.62149507321677e-14,3.32935393776413e-09
"1112","SLC5A7",60482,"ENSG00000115665","L5 ET",0.415,0.021,2.53990737979873,0.699,0.398,6.09010244866743e-29,3.06216441221447e-24
"1113","SLC5A8",160728,"ENSG00000256870, ENSG00000262217","L5 ET",0.938,0.127,2.54684425729349,0.939,0.878,1.53637637786708e-62,7.72505406555346e-58
"1114","SLC6A1",6529,"ENSG00000157103","Pericyte",0.969,0.591,2.62791160490248,0.957,0.914,8.95362519908896e-22,4.50197228635392e-17
"1115","SLC6A16",28968,"ENSG00000063127","VLMC",0.636,0.261,2.84948198246827,0.712,0.424,0.00126033067052267,1
"1116","SLC6A20",54716,"ENSG00000163817","VLMC",0.545,0.047,4.35110064144329,0.761,0.522,4.51925191342453e-12,2.27232505458899e-07
"1117","SLC7A1",6541,"ENSG00000139514","Endothelial",0.843,0.3,3.98019357521401,0.884,0.768,4.05436777277925e-74,2.03857665983113e-69
"1118","SLC7A10",56301,"ENSG00000130876","Astrocyte",0.396,0.042,2.8242048982337,0.682,0.364,8.5353864375002e-307,4.29167765463948e-302
"1119","SLC7A11.AS1",NA,NA,"VLMC",0.364,0.088,3.23014511108959,0.652,0.304,8.0594993663036e-08,0.00405239687637111
"1120","SLC7A5",8140,"ENSG00000103257","Endothelial",0.771,0.292,4.48581493980708,0.839,0.678,1.78707395490542e-100,8.98558655265994e-96
"1121","SLC7A7",9056,"ENSG00000155465","Microglia",0.4,0.288,3.02321182459541,0.586,0.172,1.90034017267336e-117,9.55510042221894e-113
"1122","SLC9A2",6549,"ENSG00000115616","SST",0.439,0.139,2.76647909797097,0.669,0.338,2.19312837826051e-102,1.10272687987316e-97
"1123","SLC9A3R1",9368,"ENSG00000109062","Astrocyte",0.454,0.076,2.583826705954,0.698,0.396,2.79262760699763e-276,1.40416108707448e-271
"1124","SLC9A3R2",9351,"ENSG00000065054","Endothelial",0.5,0.075,3.71175296116083,0.724,0.448,1.03577385051224e-38,5.20797449776059e-34
"1125","SLC9C1",285335,"ENSG00000172139, ENSG00000285044","L5/6 NP",0.635,0.21,3.23457002487187,0.757,0.514,6.54114750212276e-119,3.28895437554235e-114
"1126","SLCO1A2",6579,"ENSG00000084453","Oligodendrocyte",0.847,0.264,3.91554079686043,0.893,0.786,0,0
"1127","SLCO1C1",53919,"ENSG00000139155","Astrocyte",0.883,0.097,5.18221600603705,0.933,0.866,0,0
"1128","SLCO2B1",11309,"ENSG00000137491","Microglia",0.835,0.13,4.64803148263198,0.901,0.802,0,0
"1129","SMAD6",4091,"ENSG00000137834","Endothelial",0.7,0.108,4.61616400606542,0.828,0.656,8.1092325982599e-89,4.07740324273106e-84
"1130","SMO",6608,"ENSG00000128602","VLMC",0.364,0.157,2.673663138723,0.608,0.216,NA,NA
"1131","SMOC1",64093,"ENSG00000198732","OPC",0.875,0.231,2.97046996159778,0.893,0.786,0,0
"1132","SMOC2",64094,"ENSG00000112562","Pericyte",0.656,0.135,4.79795122036407,0.797,0.594,1.99912500070517e-45,1.00518004160456e-40
"1133","SMYD1",150572,"ENSG00000115593","L5/6 IT Car3",0.785,0.067,3.89264693251764,0.881,0.762,3.38296402178274e-115,1.70098813979258e-110
"1134","SNRK",54861,"ENSG00000163788","Pericyte",0.625,0.311,2.65657307020555,0.713,0.426,1.8144172976297e-09,9.12307161421191e-05
"1135","SNX8",29886,"ENSG00000106266","VLMC",0.909,0.401,2.58658034551505,0.765,0.53,5.65419138686458e-05,1
"1136","SOCS6",9306,"ENSG00000170677","Microglia",0.723,0.294,3.33372924205132,0.789,0.578,4.89383350093476e-314,2.46066842260501e-309
"1137","SORL1",6653,"ENSG00000137642","Microglia",0.98,0.763,2.57945132745846,0.929,0.858,0,0
"1138","SOX6",55553,"ENSG00000110693","OPC",0.995,0.455,2.87432861085453,0.971,0.942,0,0
"1139","SOX9",6662,"ENSG00000125398","Astrocyte",0.517,0.091,2.71586950696907,0.724,0.448,1.71525104675944e-296,8.62445378821112e-292
"1140","SP110",3431,"ENSG00000135899","Microglia",0.456,0.13,2.57612841335623,0.679,0.358,6.61292250289412e-141,3.32504356368019e-136
"1141","SP8",221833,"ENSG00000164651","PAX6",0.833,0.019,3.66751259155262,0.909,0.818,2.50884184407095e-81,1.26147076761732e-76
"1142","SPAG1",6674,"ENSG00000104450","VLMC",0.364,0.324,2.62614127838225,0.53,0.0600000000000001,NA,NA
"1143","SPAG17",200162,"ENSG00000155761","VLMC",0.545,0.236,2.62953358653827,0.68,0.36,0.0181578235908877,1
"1144","SPARC",6678,"ENSG00000113140","Pericyte",0.781,0.228,2.94114278488376,0.834,0.668,2.92602204349016e-17,1.47123314368729e-12
"1145","SPATA22",84690,"ENSG00000141255","Oligodendrocyte",0.663,0.441,3.05168165977968,0.705,0.41,0,0
"1146","SPATC1",375686,"ENSG00000186583","Astrocyte",0.668,0.158,3.57845076769793,0.797,0.594,0,0
"1147","SPC25",57405,"ENSG00000277909, ENSG00000152253","VLMC",0.364,0.087,2.53238857136295,0.641,0.282,0.0303920692748358,1
"1148","SPNS3",201305,"ENSG00000182557","Microglia",0.411,0.348,2.79087481411952,0.563,0.126,5.59030330940588e-119,2.81086040700237e-114
"1149","SPON1",10418,"ENSG00000262655","Astrocyte",0.96,0.504,3.11892043719467,0.938,0.876,0,0
"1150","SPP1",6696,"ENSG00000118785","Oligodendrocyte",0.827,0.147,2.76633869073875,0.877,0.754,0,0
"1151","SPTLC3",55304,"ENSG00000172296","Microglia",0.411,0.119,4.17772170685978,0.665,0.33,1.85390341145978e-250,9.32161174316091e-246
"1152","SQRDL",58472,"ENSG00000137767","VLMC",0.364,0.148,3.36858214360931,0.622,0.244,0.000304487795684646,1
"1153","SRGAP2",23380,"ENSG00000266028","Microglia",1,0.77,3.42616578955632,0.987,0.974,0,0
"1154","SRGAP2B",647135,"ENSG00000196369","Microglia",1,0.731,3.55921560436206,0.98,0.96,0,0
"1155","SRGAP2C",653464,"ENSG00000171943","Microglia",0.993,0.629,3.01634446989019,0.939,0.878,0,0
"1156","SRGN",5552,"ENSG00000122862","Endothelial",0.714,0.105,3.73785661573606,0.833,0.666,5.37659324462309e-65,2.70340484932894e-60
"1157","SRPX2",27286,"ENSG00000102359","VLMC",0.909,0.065,3.67807426487146,0.942,0.884,1.37426323521463e-14,6.90993297298267e-10
"1158","SSC5D",284297,"ENSG00000179954","VLMC",0.636,0.123,3.83169327258751,0.782,0.564,3.56334519025554e-11,1.79168559511239e-06
"1159","SST",6750,"ENSG00000157005","SST",0.972,0.106,4.61581362593917,0.977,0.954,0,0
"1160","ST18",9705,"ENSG00000147488","Oligodendrocyte",0.998,0.264,6.1350055710996,0.998,0.996,0,0
"1161","ST6GAL1",6480,"ENSG00000073849","Microglia",0.983,0.65,3.88244740105586,0.97,0.94,0,0
"1162","ST6GALNAC1",55808,"ENSG00000070526","Endothelial",0.429,0.143,4.68996729475241,0.668,0.336,2.73258402158315e-112,1.37397057189222e-107
"1163","ST8SIA6",338596,"ENSG00000148488","Endothelial",0.7,0.186,4.66319430799176,0.812,0.624,1.6002393606322e-93,8.04616352919474e-89
"1164","STAB1",23166,"ENSG00000010327","Microglia",0.415,0.022,5.13740869538439,0.7,0.4,0,0
"1165","STIL",6491,"ENSG00000123473","VLMC",0.545,0.259,2.65933178819443,0.673,0.346,0.028782285946594,1
"1166","STK32A",202374,"ENSG00000169302","OPC",0.872,0.177,4.51842861835897,0.914,0.828,0,0
"1167","STK33",65975,"ENSG00000130413","Astrocyte",0.866,0.399,2.76490755896847,0.865,0.73,0,0
"1168","STON1.GTF2A1L",NA,NA,"VLMC",0.455,0.109,4.34185144007187,0.691,0.382,5.45676632800323e-14,2.7437166773833e-09
"1169","STON2",85439,"ENSG00000140022","Astrocyte",0.939,0.254,3.50321648906655,0.943,0.886,0,0
"1170","STOX1",219736,"ENSG00000165730","Astrocyte",0.829,0.4,2.99434901698764,0.839,0.678,0,0
"1171","SULF1",23213,"ENSG00000137573","L6 CT",0.974,0.273,2.9437373148539,0.96,0.92,7.21896870546353e-275,3.62976965479412e-270
"1172","SULF2",55959,"ENSG00000196562","OPC",0.886,0.36,3.22945776449926,0.885,0.77,0,0
"1173","SUSD3",203328,"ENSG00000157303","Microglia",0.483,0.08,4.76438061120047,0.718,0.436,0,0
"1174","SV2C",22987,"ENSG00000122012","LAMP5",0.979,0.326,4.87268163988264,0.979,0.958,0,0
"1175","SVIL",6840,"ENSG00000197321","VLMC",1,0.646,3.53192895145332,0.995,0.99,1.91765050294617e-19,9.64213849386364e-15
"1176","SYK",6850,"ENSG00000165025","Microglia",0.88,0.111,6.03998511674847,0.931,0.862,0,0
"1177","SYNDIG1",79953,"ENSG00000101463","Microglia",0.955,0.662,2.95241931320085,0.919,0.838,0,0
"1178","SYNPO2",171024,"ENSG00000172403","VLMC",0.909,0.445,2.63463418632268,0.864,0.728,2.57143088009497e-06,0.129294116082055
"1179","SYNPR",132204,"ENSG00000163630","VIP",0.997,0.55,2.57899919245287,0.965,0.93,0,0
"1180","SYTL3",94120,"ENSG00000164674","Microglia",0.392,0.359,2.76614717236043,0.544,0.0880000000000001,2.76228559578193e-71,1.38890482041511e-66
"1181","TAC1",6863,"ENSG00000006128","PVALB",0.914,0.056,3.41544926503829,0.945,0.89,0,0
"1182","TAC3",6866,"ENSG00000166863","VIP",0.361,0.044,3.65938332546645,0.664,0.328,1.29443405841127e-182,6.50854388909768e-178
"1183","TAL1",6886,"ENSG00000162367","Microglia",0.499,0.011,4.93541114654788,0.746,0.492,0,0
"1184","TBC1D4",9882,"ENSG00000136111","Endothelial",0.814,0.554,2.50060500217688,0.792,0.584,1.06551404729569e-28,5.35751118120746e-24
"1185","TBX2",6909,"ENSG00000121068","Pericyte",0.625,0.006,5.01991932193898,0.811,0.622,3.14076384938449e-41,1.57920747110902e-36
"1186","TBXAS1",6916,"ENSG00000059377","Microglia",0.931,0.297,4.81270127228997,0.947,0.894,0,0
"1187","TCN2",6948,"ENSG00000185339","Endothelial",0.414,0.144,3.54195735790794,0.654,0.308,2.94546588314163e-30,1.48100970070244e-25
"1188","TDRD1",56165,"ENSG00000095627","VLMC",0.455,0.11,3.10704208768464,0.687,0.374,0.000299481137732311,1
"1189","TDRD10",126668,"ENSG00000163239","Endothelial",0.357,0.19,2.63053435083269,0.6,0.2,1.2158653868663e-15,6.11349275170245e-11
"1190","TEK",7010,"ENSG00000120156","Endothelial",0.657,0.306,2.70713260953087,0.749,0.498,1.59416782262437e-28,8.01563522893761e-24
"1191","TESC",54997,"ENSG00000088992","Pericyte",0.531,0.296,2.51931774638873,0.665,0.33,1.1629199450695e-08,0.000584727777580395
"1192","TF",7018,"ENSG00000091513","Oligodendrocyte",0.994,0.629,3.71482753546483,0.982,0.964,0,0
"1193","TFEC",22797,"ENSG00000105967","Microglia",0.521,0.283,4.80203573678437,0.676,0.352,0,0
"1194","TFRC",7037,"ENSG00000072274","Endothelial",0.614,0.404,2.5965121876404,0.68,0.36,6.83813409562194e-19,3.43828220461967e-14
"1195","TGFB1",7040,"ENSG00000105329","Microglia",0.507,0.239,2.88463962306145,0.671,0.342,1.67898283076253e-199,8.44209357135708e-195
"1196","TGFBR1",7046,"ENSG00000106799","Microglia",0.508,0.162,3.07420043763834,0.698,0.396,1.95245092678355e-173,9.81711850496036e-169
"1197","TGFBR3",7049,"ENSG00000069702","VLMC",1,0.532,2.80684223104545,0.95,0.9,2.33750849344572e-12,1.17532264558944e-07
"1198","TGM2",7052,"ENSG00000198959","Endothelial",0.643,0.081,5.43760808914741,0.807,0.614,6.98059274624444e-221,3.50991183873917e-216
"1199","THBS1",7057,"ENSG00000137801","VLMC",0.364,0.085,3.1873967787036,0.648,0.296,0.00175804332933154,1
"1200","THEMIS",387357,"ENSG00000172673, ENSG00000275122","L5/6 IT Car3",0.938,0.23,2.71245026578842,0.931,0.862,4.29207831696137e-56,2.15809989855134e-51
"1201","THSD1",55901,"ENSG00000136114","Astrocyte",0.488,0.166,2.5518062913586,0.684,0.368,4.78400130910056e-238,2.40544369822885e-233
"1202","THSD7B",80731,"ENSG00000144229","VIP",0.848,0.703,3.44339920183944,0.748,0.496,0,0
"1203","TIE1",7075,"ENSG00000066056","Endothelial",0.543,0.082,4.85890501124379,0.749,0.498,2.29972238389744e-79,1.15632341184747e-74
"1204","TIMP1",7076,"ENSG00000102265","Pericyte",0.375,0.047,3.34204832588624,0.672,0.344,1.39107620399197e-12,6.99447026129205e-08
"1205","TM4SF1",4071,"ENSG00000169908","Endothelial",0.543,0.009,5.81609092082609,0.769,0.538,1.55713999313031e-74,7.8294555994585e-70
"1206","TM4SF18",116441,"ENSG00000163762","Endothelial",0.386,0.008,5.8976504191991,0.69,0.38,3.30035070806148e-59,1.65944933952039e-54
"1207","TMEM132C",92293,"ENSG00000181234","VLMC",1,0.551,2.75322162424336,0.95,0.9,2.86865582755349e-09,0.000144238883665217
"1208","TMEM144",55314,"ENSG00000164124","Oligodendrocyte",0.988,0.364,3.17838255962875,0.972,0.944,0,0
"1209","TMEM155",132332,"ENSG00000164112","L5/6 NP",0.838,0.162,2.89814697844229,0.879,0.758,1.72256411720387e-108,8.66122463771277e-104
"1210","TMEM156",80008,"ENSG00000121895","Microglia",0.653,0.197,5.09773826332868,0.781,0.562,0,0
"1211","TMEM165",55858,"ENSG00000134851","Oligodendrocyte",0.961,0.561,2.77889144502176,0.923,0.846,0,0
"1212","TMEM220.AS1",NA,NA,"Astrocyte",0.484,0.176,2.60191159148083,0.681,0.362,1.57221860435299e-256,7.90527236454728e-252
"1213","TMEM235",283999,"ENSG00000204278","Oligodendrocyte",0.603,0.03,4.61489225206385,0.794,0.588,0,0
"1214","TMEM63A",9725,"ENSG00000196187","Oligodendrocyte",0.907,0.178,3.39754984327647,0.927,0.854,0,0
"1215","TMEM98",26022,"ENSG00000006042","Oligodendrocyte",0.599,0.038,4.78386134129761,0.79,0.58,0,0
"1216","TMIGD3",57413,"ENSG00000121933","Microglia",0.488,0.114,3.76463752917432,0.709,0.418,1.76580271001864e-297,8.87863260624475e-293
"1217","TMTC4",84899,"ENSG00000125247","Oligodendrocyte",0.705,0.335,2.56612788734303,0.754,0.508,0,0
"1218","TNFAIP8L1",126282,"ENSG00000185361","VLMC",0.455,0.283,2.83537945657905,0.612,0.224,0.00225959530747271,1
"1219","TNFRSF19",55504,"ENSG00000127863","VLMC",1,0.199,4.47027585720397,0.995,0.99,7.11056369574914e-20,3.57526253185962e-15
"1220","TNFRSF1B",7133,"ENSG00000028137","Microglia",0.464,0.082,3.69837709421265,0.707,0.414,0,0
"1221","TNFSF10",8743,"ENSG00000121858","Endothelial",0.571,0.043,4.106655200138,0.773,0.546,1.82316147848757e-52,9.16703822998334e-48
"1222","TNIP3",79931,"ENSG00000050730","L6b",0.548,0.127,2.72868748623027,0.738,0.476,1.57758244338294e-207,7.93224228357374e-203
"1223","TNNT2",7139,"ENSG00000118194","IT",0.413,0.017,2.95229806714785,0.7,0.4,0,0
"1224","TNR",7143,"ENSG00000116147","OPC",1,1,2.73701302894532,0.992,0.984,0,0
"1225","TNS1",7145,"ENSG00000079308","Pericyte",0.625,0.199,2.69392341541872,0.75,0.5,6.66024764490375e-12,3.34883911833405e-07
"1226","TNXB",7148,"ENSG00000206258, ENSG00000229353, ENSG00000233323, ENSG00000168477, ENSG00000236236, ENSG00000229341, ENSG00000236221, ENSG00000231608","VLMC",0.455,0.229,3.55306342910892,0.611,0.222,0.0392865178850998,1
"1227","TP63",8626,"ENSG00000073282","VLMC",0.364,0.203,3.08853360969701,0.593,0.186,0.03704869546078,1
"1228","TPD52L1",7164,"ENSG00000111907","Astrocyte",0.778,0.193,3.11938694541752,0.848,0.696,0,0
"1229","TPM1",7168,"ENSG00000140416","VLMC",1,0.549,2.76376690224718,0.973,0.946,4.16813886929242e-11,2.09578190486892e-06
"1230","TPRXL",348825,NA,"VLMC",0.455,0.27,3.39402461334353,0.611,0.222,8.51546784181945e-05,1
"1231","TRA",6955,NA,"L5/6 NP",0.754,0.571,2.90498839141039,0.719,0.438,6.28298959184351e-128,3.15914999667484e-123
"1232","TRG",6965,NA,"Endothelial",0.386,0.106,3.62761475883358,0.655,0.31,7.04539917065479e-45,3.54249715699693e-40
"1233","TRHDE",29953,"ENSG00000072657","SST",0.946,0.555,2.55965608679712,0.9,0.8,1.38404319070217e-205,6.95910756716956e-201
"1234","TRIM22",10346,"ENSG00000132274","Microglia",0.385,0.13,2.94422921916234,0.642,0.284,3.91013707948661e-116,1.96605602493666e-111
"1235","TRIM38",10475,"ENSG00000112343","Microglia",0.392,0.108,4.25044569235852,0.658,0.316,9.46102816071244e-254,4.75709956948782e-249
"1236","TRIM59",286827,"ENSG00000213186","Oligodendrocyte",0.536,0.044,4.95962710375365,0.756,0.512,0,0
"1237","TRPC6",7225,"ENSG00000137672","SST",0.664,0.226,2.53895985512726,0.768,0.536,1.53894362150324e-138,7.73796242328042e-134
"1238","TRPC7",57113,"ENSG00000069018","L5/6 IT Car3",0.769,0.153,2.64158443034239,0.853,0.706,1.54587746229137e-57,7.77282646814725e-53
"1239","TRPM1",4308,"ENSG00000134160, ENSG00000274965","Oligodendrocyte",0.354,0.279,2.77961539945943,0.558,0.116,1.85260147670435e-131,9.31506548501715e-127
"1240","TRPM6",140803,"ENSG00000119121","Oligodendrocyte",0.46,0.311,2.7077659287886,0.608,0.216,1.06303778255672e-208,5.34506027447344e-204
"1241","TSHZ2",128553,"ENSG00000182463","L5/6 NP",1,0.69,3.00543580398433,0.991,0.982,4.00626651926986e-205,2.01439086855408e-200
"1242","TSPAN15",23555,"ENSG00000099282","Oligodendrocyte",0.533,0.204,2.66169187564079,0.699,0.398,0,0
"1243","TSPAN18",90139,"ENSG00000157570","VLMC",0.545,0.22,3.03406984029032,0.668,0.336,0.0401908471939757,1
"1244","TSPAN9",10867,"ENSG00000011105","Endothelial",0.743,0.375,2.96895243318352,0.783,0.566,3.55154940678858e-41,1.78575455722737e-36
"1245","TTC6",319089,"ENSG00000139865","IT",0.679,0.378,2.52928775014621,0.722,0.444,0,0
"1246","TTYH2",94015,"ENSG00000141540","Oligodendrocyte",0.855,0.216,2.87889123116085,0.884,0.768,0,0
"1247","TXK",7294,"ENSG00000074966","L5 ET",0.877,0.12,2.58894542888296,0.911,0.822,3.07874343444116e-59,1.54802298627136e-54
"1248","TXNIP",10628,"ENSG00000265972","Pericyte",0.688,0.094,3.39868172927234,0.815,0.63,1.04662936280056e-18,5.26255709909748e-14
"1249","TYROBP",7305,"ENSG00000011600","Microglia",0.497,0.036,5.08058435740776,0.739,0.478,0,0
"1250","UGT8",7368,"ENSG00000174607","Oligodendrocyte",0.944,0.133,4.00242669027727,0.957,0.914,0,0
"1251","USHBP1",83878,"ENSG00000130307","Endothelial",0.386,0.126,3.22878348377853,0.648,0.296,4.57469068957243e-51,2.30020022562391e-46
"1252","USP53",54532,"ENSG00000145390","Microglia",0.873,0.589,2.81508715388847,0.838,0.676,0,0
"1253","USP6NL",9712,"ENSG00000148429","Microglia",0.684,0.432,2.5844638195892,0.714,0.428,8.66075105655505e-186,4.35471223874645e-181
"1254","UTRN",7402,"ENSG00000152818","Endothelial",0.971,0.692,2.82259489664441,0.935,0.87,4.36343850604365e-53,2.19398051522381e-48
"1255","VAV1",7409,"ENSG00000141968","Microglia",0.671,0.493,3.6563114108286,0.689,0.378,0,0
"1256","VAV3",10451,"ENSG00000134215","Astrocyte",0.806,0.377,2.65614770240385,0.826,0.652,0,0
"1257","VCAN",1462,"ENSG00000038427","OPC",0.965,0.124,4.06835137390362,0.97,0.94,0,0
"1258","VEGFC",7424,"ENSG00000150630","Endothelial",0.429,0.093,4.58568373033703,0.682,0.364,2.20623016017366e-32,1.10931458683692e-27
"1259","VIP",7432,"ENSG00000146469","VIP",0.706,0.049,6.63109808313139,0.845,0.69,0,0
"1260","VIT",5212,"ENSG00000205221","VLMC",0.727,0.177,4.03363628030165,0.816,0.632,5.21755670392742e-11,2.62343968630175e-06
"1261","VWA1",64856,"ENSG00000179403","Oligodendrocyte",0.363,0.046,2.78289292488305,0.662,0.324,3.37272381035959e-314,1.69583925908691e-309
"1262","VWF",7450,"ENSG00000110799","Endothelial",0.843,0.333,5.16116504284349,0.882,0.764,1.37938441506252e-273,6.93568277737587e-269
"1263","WDFY4",57705,"ENSG00000128815","Microglia",0.523,0.102,4.65058489593827,0.73,0.46,0,0
"1264","WDR49",151790,"ENSG00000174776","Astrocyte",0.389,0.195,2.96443328192434,0.617,0.234,6.63711157580842e-143,3.33720607143223e-138
"1265","WDR66",144406,"ENSG00000158023","VLMC",0.727,0.5,2.65597989608685,0.626,0.252,NA,NA
"1266","WDR86",349136,"ENSG00000187260","VLMC",0.727,0.11,4.52823476586327,0.836,0.672,8.60488287983521e-12,4.32662116080994e-07
"1267","WIF1",11197,"ENSG00000156076","Astrocyte",0.588,0.149,2.91896590622527,0.747,0.494,0,0
"1268","WISP1",8840,"ENSG00000104415","VLMC",0.364,0.036,3.24514574007326,0.668,0.336,0.00024838399932348,1
"1269","WNT16",51384,"ENSG00000002745","PVALB",0.498,0.012,3.54480741819144,0.744,0.488,1.04099607679892e-249,5.23423237375265e-245
"1270","WNT2B",7482,"ENSG00000134245","Microglia",0.365,0.176,2.91680693153324,0.613,0.226,2.50851348410866e-100,1.26130566494467e-95
"1271","WNT4",54361,"ENSG00000162552","VLMC",0.364,0.038,2.90438301162824,0.665,0.33,0.000913261211867832,1
"1272","XAF1",54739,"ENSG00000132530","Endothelial",0.857,0.138,3.53758824384171,0.903,0.806,8.01993647727388e-61,4.03250426013808e-56
"1273","XYLT1",64131,"ENSG00000103489, ENSG00000285395","OPC",0.999,0.79,2.72699329053601,0.969,0.938,0,0
"1274","YAP1",10413,"ENSG00000137693","Astrocyte",0.807,0.235,3.62105173511683,0.865,0.73,0,0
