"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"58","CNKSR3",154043,"ENSG00000153721","Non-neuronal",0.494,0.328,2.54459140812723,0.616,0.232,1.99076948072544e-166,1.00097880260356e-161
"59","CNR1",1268,"ENSG00000118432","GABAergic",0.694,0.315,2.74071869061303,0.737,0.474,7.10127081263683e-307,3.57058997730192e-302
"60","CNTN2",6900,"ENSG00000184144","Non-neuronal",0.457,0.329,2.81482582482419,0.615,0.23,2.66499009366768e-320,1.33998366899705e-315
"61","COL24A1",255631,"ENSG00000171502","Glutamatergic",0.866,0.561,3.0429769187403,0.809,0.618,0,0
"62","COL4A5",1287,"ENSG00000188153","Non-neuronal",0.635,0.281,5.44572476750829,0.751,0.502,0,0
"63","COL5A3",50509,"ENSG00000080573","Non-neuronal",0.47,0.387,3.328513792973,0.587,0.174,2.86274880778803e-252,1.4394187280439e-247
"64","COL9A2",1298,"ENSG00000049089","Non-neuronal",0.493,0.033,4.93058431771142,0.737,0.474,0,0
"65","COLEC12",81035,"ENSG00000158270","Non-neuronal",0.372,0.243,3.39229306773648,0.588,0.176,2.61061293951262e-140,1.31264229211634e-135
"66","CORT",1325,"ENSG00000241563","GABAergic",0.396,0.038,2.6928239632773,0.684,0.368,0,0
"67","CPM",1368,"ENSG00000135678","Non-neuronal",0.532,0.261,3.83586335770956,0.683,0.366,0,0
"68","CPNE4",131034,"ENSG00000196353","Glutamatergic",0.913,0.493,2.99917706159707,0.884,0.768,0,0
"69","CREB5",9586,"ENSG00000146592","Non-neuronal",0.801,0.645,2.71296092067114,0.716,0.432,0,0
"70","CRH",1392,"ENSG00000147571","GABAergic",0.363,0.027,3.75836861884892,0.671,0.342,0,0
"71","CRYAB",1410,"ENSG00000109846","Non-neuronal",0.491,0.298,2.99047002288571,0.645,0.29,1.73064226487914e-284,8.70184237203882e-280
"72","CSF1R",1436,"ENSG00000182578","Non-neuronal",0.38,0.244,4.22455138819836,0.592,0.184,5.99237237709385e-185,3.01302475492656e-180
"73","CSRP1",1465,"ENSG00000159176","Non-neuronal",0.43,0.099,3.50568477363804,0.679,0.358,0,0
"74","CST3",1471,"ENSG00000101439","Non-neuronal",0.499,0.362,2.71529105745811,0.632,0.264,0,0
"75","CTNNA3",29119,"ENSG00000183230","Non-neuronal",0.952,0.95,2.99570532448308,0.633,0.266,5.84448489052671e-217,2.93866544780574e-212
"76","CUEDC1",404093,"ENSG00000180891","Non-neuronal",0.616,0.385,2.6879558720151,0.676,0.352,0,0
"77","CXCL14",9547,"ENSG00000145824","GABAergic",0.542,0.191,4.07735983480932,0.714,0.428,0,0
"78","CYP27A1",1593,"ENSG00000135929","Non-neuronal",0.413,0.171,3.10867997111447,0.642,0.284,1.56311583636019e-304,7.85950273680267e-300
"79","DAAM2",23500,"ENSG00000146122","Non-neuronal",0.597,0.131,4.33012368933698,0.764,0.528,0,0
"80","DLGAP1.AS4",NA,NA,"Glutamatergic",0.836,0.049,2.93703285459271,0.908,0.816,0,0
"81","DLX1",1745,"ENSG00000144355","GABAergic",0.566,0.009,3.8275891159887,0.78,0.56,0,0
"82","DLX6.AS1",NA,NA,"GABAergic",0.848,0.041,5.26404626269939,0.919,0.838,0,0
"83","DOCK1",1793,"ENSG00000150760","Non-neuronal",0.843,0.419,4.34090994883947,0.859,0.718,0,0
"84","DOCK2",1794,"ENSG00000134516","Non-neuronal",0.486,0.349,3.44612242575815,0.601,0.202,3.09170216179726e-130,1.55453876397328e-125
"85","DOCK5",80005,"ENSG00000147459","Non-neuronal",0.783,0.398,4.99237632119859,0.819,0.638,0,0
"86","DOCK8",81704,"ENSG00000107099","Non-neuronal",0.441,0.293,4.99244146771549,0.608,0.216,6.78379777671035e-224,3.41096136010773e-219
"87","EBF1",1879,"ENSG00000164330","Non-neuronal",0.446,0.292,3.27222330381633,0.604,0.208,1.96206410665094e-99,9.86545453465161e-95
"88","EFHD1",80303,"ENSG00000115468","Non-neuronal",0.536,0.283,3.34219768310318,0.67,0.34,0,0
"89","ELF1",1997,"ENSG00000120690","Non-neuronal",0.537,0.349,2.86426354059679,0.642,0.284,8.89528140644817e-281,4.47263644397621e-276
"90","ENPP2",5168,"ENSG00000136960","Non-neuronal",0.584,0.278,4.01623359555108,0.706,0.412,0,0
"91","ENTPD3",956,"ENSG00000168032","GABAergic",0.698,0.161,2.64786710703966,0.8,0.6,0,0
"92","ERBB3",2065,"ENSG00000065361","Non-neuronal",0.441,0.138,3.9660836684293,0.674,0.348,0,0
"93","EYA2",2139,"ENSG00000064655","Non-neuronal",0.615,0.465,3.56249660062258,0.658,0.316,0,0
"94","FA2H",79152,"ENSG00000103089","Non-neuronal",0.552,0.156,5.09287007313671,0.734,0.468,0,0
"95","FAM107B",83641,"ENSG00000065809","Non-neuronal",0.698,0.44,3.56524573359727,0.722,0.444,0,0
"96","FAXDC2",10826,"ENSG00000170271","Non-neuronal",0.538,0.296,2.93723918205849,0.667,0.334,0,0
"97","FBLN1",2192,"ENSG00000077942","Non-neuronal",0.353,0.231,2.62219114114344,0.582,0.164,7.86505045502622e-127,3.95462601929174e-122
"98","FGF13",2258,"ENSG00000129682","GABAergic",0.856,0.616,2.89024240633451,0.772,0.544,0,0
"99","FGFR2",2263,"ENSG00000066468","Non-neuronal",0.689,0.309,3.18113343182895,0.762,0.524,0,0
"100","FIRRE",286467,NA,"Non-neuronal",0.365,0.225,3.2618799750884,0.594,0.188,2.03524447912315e-185,1.02334127654791e-180
"101","FLT1",2321,"ENSG00000102755","Non-neuronal",0.529,0.426,2.63067136660872,0.583,0.166,5.77084044752406e-39,2.90163628541957e-34
"102","FOLH1",2346,"ENSG00000086205","Non-neuronal",0.391,0.068,4.84394267709571,0.672,0.344,0,0
"103","FOXO1",2308,"ENSG00000150907","Non-neuronal",0.571,0.278,2.89661015983456,0.695,0.39,0,0
"104","FRMD4B",23150,"ENSG00000114541","Non-neuronal",0.831,0.594,3.32833620359934,0.776,0.552,0,0
"105","FSTL4",23105,"ENSG00000053108","Glutamatergic",0.919,0.409,2.66402864974347,0.9,0.8,0,0
"106","GAD1",2571,"ENSG00000128683","GABAergic",0.989,0.203,3.29379788194576,0.975,0.95,0,0
"107","GAD2",2572,"ENSG00000136750","GABAergic",0.91,0.169,4.77440259979105,0.943,0.886,0,0
"108","GATM",2628,"ENSG00000171766","Non-neuronal",0.53,0.299,2.52442059277619,0.654,0.308,1.02421567827928e-249,5.14985885195602e-245
"109","GLDN",342035,"ENSG00000186417","Non-neuronal",0.467,0.25,3.04342030179336,0.645,0.29,5.82996724137833e-310,2.93136582863744e-305
"110","GLI3",2737,"ENSG00000106571","Non-neuronal",0.528,0.285,3.88702131694585,0.664,0.328,0,0
"111","GLUL",2752,"ENSG00000135821","Non-neuronal",0.623,0.229,3.30425689519255,0.744,0.488,0,0
"112","GPRC5B",51704,"ENSG00000167191","Non-neuronal",0.653,0.171,3.6627202666387,0.781,0.562,0,0
"113","GRAMD3",65983,"ENSG00000155324","Non-neuronal",0.498,0.189,3.1177893412173,0.685,0.37,0,0
"114","GRIP1",23426,"ENSG00000155974","GABAergic",0.998,0.739,2.70067138120073,0.965,0.93,0,0
"115","GRIP2",80852,"ENSG00000144596","GABAergic",0.829,0.126,3.76503609095753,0.895,0.79,0,0
"116","GSN",2934,"ENSG00000148180","Non-neuronal",0.755,0.347,3.33129764702805,0.789,0.578,0,0
"117","HAPLN1",1404,"ENSG00000145681","GABAergic",0.446,0.099,2.74752406598714,0.688,0.376,0,0
"118","HAPLN2",60484,"ENSG00000132702","Non-neuronal",0.352,0.146,3.3788032176292,0.621,0.242,1.15487844715391e-319,5.80684432013459e-315
"119","HEPACAM",220296,"ENSG00000165478","Non-neuronal",0.417,0.044,3.64060729414227,0.692,0.384,0,0
"120","HEPH",9843,"ENSG00000089472","Non-neuronal",0.413,0.33,3.33404996907004,0.578,0.156,1.94727227213234e-227,9.79107971150862e-223
"121","HHATL",57467,"ENSG00000010282","Non-neuronal",0.412,0.178,2.73970214024958,0.639,0.278,1.52761451407127e-278,7.68099853820176e-274
"122","HIF3A",64344,"ENSG00000124440","Non-neuronal",0.454,0.271,3.08831197733328,0.63,0.26,4.09802255877376e-318,2.06052672277703e-313
"123","HIP1",3092,"ENSG00000127946","Non-neuronal",0.945,0.878,2.70277552381598,0.767,0.534,0,0
"124","HS3ST2",9956,"ENSG00000122254","Glutamatergic",0.652,0.182,2.66024404552058,0.775,0.55,0,0
"125","IGF1",3479,"ENSG00000017427","GABAergic",0.713,0.065,2.65676743075491,0.837,0.674,0,0
"126","IGFBP7",3490,"ENSG00000163453","Non-neuronal",0.368,0.214,3.18042670512055,0.598,0.196,1.33180652155983e-186,6.69645637105497e-182
"127","INPP5D",3635,"ENSG00000168918, ENSG00000281614","Non-neuronal",0.444,0.293,4.14814362179972,0.605,0.21,8.80496772930157e-185,4.42722582397012e-180
"128","ITGAM",3684,"ENSG00000169896","Non-neuronal",0.379,0.29,3.45518037755083,0.57,0.14,5.88044494001665e-121,2.95674652028977e-116
"129","ITIH5",80760,"ENSG00000123243","Non-neuronal",0.525,0.449,2.6235186725604,0.577,0.154,7.76756179284089e-64,3.90560774505833e-59
"130","ITPKB",3707,"ENSG00000143772","Non-neuronal",0.488,0.15,3.37421492206412,0.693,0.386,0,0
"131","KANK1",23189,"ENSG00000107104","Non-neuronal",0.863,0.585,3.4931070965285,0.821,0.642,0,0
"132","KAT2B",8850,"ENSG00000114166","Non-neuronal",0.75,0.496,2.51507376546537,0.74,0.48,0,0
"133","KCNH8",131096,"ENSG00000183960","Non-neuronal",0.704,0.443,3.98100098858023,0.744,0.488,0,0
"134","KCNJ10",3766,"ENSG00000177807","Non-neuronal",0.441,0.025,4.74448910836051,0.713,0.426,0,0
"135","KCNV1",27012,"ENSG00000164794","Glutamatergic",0.636,0.035,2.59884186418698,0.806,0.612,0,0
"136","KIAA1755",85449,"ENSG00000149633","Non-neuronal",0.497,0.063,4.64546148050555,0.73,0.46,0,0
"137","KIT",3815,"ENSG00000157404","GABAergic",0.46,0.118,3.39729272598096,0.689,0.378,0,0
"138","LAMA1",284217,"ENSG00000101680","Non-neuronal",0.531,0.376,3.09250690124692,0.627,0.254,1.48583999222135e-206,7.47095206488817e-202
"139","LDB2",9079,"ENSG00000169744","Glutamatergic",0.991,0.465,2.50026367477156,0.959,0.918,0,0
"140","LDB3",11155,"ENSG00000122367","Non-neuronal",0.464,0.258,3.31273147187372,0.638,0.276,1.89567516568325e-312,9.53164430057197e-308
"141","LHX6",26468,"ENSG00000106852","GABAergic",0.409,0.031,3.49815486352053,0.694,0.388,0,0
"142","LINC00609",101101773,NA,"Non-neuronal",0.496,0.214,3.65800316594906,0.676,0.352,0,0
"143","LINC00639",283547,NA,"Non-neuronal",0.437,0.179,4.45665481308387,0.659,0.318,0,0
"144","LINC00710",254312,NA,"Glutamatergic",0.769,0.037,3.15650451690639,0.874,0.748,0,0
"145","LINC01090",104355152,NA,"Glutamatergic",0.451,0.291,3.06374804336127,0.598,0.196,1.79523329246261e-190,9.02661251783125e-186
"146","LINC01170",103724389,NA,"Non-neuronal",0.584,0.393,3.62639111575707,0.665,0.33,0,0
"147","LINC01202",104326188,NA,"Glutamatergic",0.537,0.166,3.27437245795374,0.718,0.436,0,0
"148","LINC01250",101927554,NA,"Glutamatergic",0.963,0.314,2.81089447109681,0.946,0.892,0,0
"149","LINC01378",103689918,NA,"Glutamatergic",0.742,0.299,3.98270091552847,0.806,0.612,0,0
"150","LINC01411",101928176,NA,"Non-neuronal",0.43,0.289,2.83656844993132,0.603,0.206,2.86465067521524e-194,1.44037500600498e-189
"151","LINC01470",101927134,NA,"Non-neuronal",0.701,0.66,2.57671498399901,0.6,0.2,2.58103812577208e-160,1.29777178001946e-155
"152","LINCR.0002",NA,NA,"Glutamatergic",0.556,0.142,3.737147426128,0.736,0.472,0,0
"153","LITAF",9516,"ENSG00000189067","Non-neuronal",0.497,0.363,2.9941098183444,0.613,0.226,7.70612327201423e-200,3.87471584240148e-195
"154","LOC100132891",100132891,NA,"Glutamatergic",0.649,0.195,3.08039145613428,0.771,0.542,0,0
"155","LOC100507336",100507336,NA,"Non-neuronal",0.39,0.168,4.36059254131787,0.633,0.266,1.66549529213084e-320,8.37427687836309e-316
"156","LOC101926964",101926964,NA,"Non-neuronal",0.436,0.294,2.87063607557616,0.603,0.206,6.44349154089416e-193,3.23985198167699e-188
"157","LOC101927406",101927406,NA,"Glutamatergic",0.48,0.09,3.45566300270314,0.711,0.422,0,0
"158","LOC101927437",101927437,NA,"Non-neuronal",0.37,0.149,4.23766946070023,0.63,0.26,0,0
"159","LOC101927459",101927459,NA,"Non-neuronal",0.448,0.136,4.80993139090043,0.678,0.356,0,0
"160","LOC101927745",101927745,NA,"Glutamatergic",0.451,0.096,3.62945680165543,0.695,0.39,0,0
"161","LOC101927871",101927871,NA,"Glutamatergic",0.51,0.012,4.40988216074995,0.752,0.504,0,0
"162","LOC101927880",101927880,NA,"Glutamatergic",0.6,0.09,3.06064995245798,0.776,0.552,0,0
"163","LOC101927967",101927967,NA,"Non-neuronal",0.631,0.47,4.5102346991972,0.661,0.322,0,0
"164","LOC101928114",101928114,NA,"Glutamatergic",0.676,0.251,2.69381829330567,0.771,0.542,0,0
"165","LOC101928322",101928322,NA,"Glutamatergic",0.577,0.063,3.16873902426244,0.771,0.542,0,0
"166","LOC101929249",101929249,NA,"Non-neuronal",0.434,0.006,4.9960042717641,0.715,0.43,0,0
"167","LOC101929544",101929544,NA,"Glutamatergic",0.817,0.083,3.96052473411322,0.897,0.794,0,0
"168","LOC102724934",102724934,NA,"Glutamatergic",0.433,0.081,2.53660712520412,0.688,0.376,0,0
"169","LOC105369345",105369345,NA,"Non-neuronal",0.808,0.287,3.05655673895213,0.844,0.688,0,0
"170","LOC105370307",105370307,NA,"Glutamatergic",0.364,0.033,3.03006593331681,0.67,0.34,0,0
"171","LOC105370359",105370359,NA,"Non-neuronal",0.401,0.384,2.59092883896721,0.518,0.036,2.48676756481206e-14,1.25037159926315e-09
"172","LOC105371255",105371255,NA,"Non-neuronal",0.353,0.072,2.84854657647683,0.646,0.292,1.03614955825902e-312,5.20986359388217e-308
"173","LOC105371308",105371308,NA,"Glutamatergic",0.568,0.323,3.28936737481324,0.664,0.328,0,0
"174","LOC105371671",105371671,NA,"Glutamatergic",0.49,0.14,3.18839206714304,0.697,0.394,0,0
"175","LOC105371672",105371672,NA,"Glutamatergic",0.405,0.007,3.6308932775541,0.7,0.4,0,0
"176","LOC105371832",105371832,NA,"Glutamatergic",0.896,0.302,4.61128039455536,0.916,0.832,0,0
"177","LOC105373720",105373720,NA,"Glutamatergic",0.445,0.036,3.34580467245835,0.712,0.424,0,0
"178","LOC105373893",105373893,NA,"Glutamatergic",0.821,0.296,4.09928815841262,0.866,0.732,0,0
"179","LOC105373895",105373895,NA,"Glutamatergic",0.673,0.157,3.34292975959978,0.802,0.604,0,0
"180","LOC105373896",105373896,NA,"Glutamatergic",0.716,0.067,3.99130023915888,0.846,0.692,0,0
"181","LOC105374214",105374214,NA,"Non-neuronal",0.71,0.625,2.50725292348632,0.627,0.254,1.51540819631023e-171,7.61962395186748e-167
"182","LOC105374235",105374235,NA,"Glutamatergic",0.356,0.072,3.82414475635748,0.652,0.304,0,0
"183","LOC105374524",105374524,NA,"Glutamatergic",0.407,0.236,2.82768541379701,0.606,0.212,6.18562380387895e-256,3.11019350482837e-251
"184","LOC105374971",105374971,NA,"Glutamatergic",0.475,0.266,3.81097048561787,0.628,0.256,2.73292511231781e-289,1.37414207572452e-284
"185","LOC105375159",105375159,NA,"Glutamatergic",0.667,0.178,2.81086003485516,0.791,0.582,0,0
"186","LOC105375415",105375415,NA,"GABAergic",0.727,0.022,5.2937270429034,0.86,0.72,0,0
"187","LOC105375483",105375483,NA,"Non-neuronal",0.476,0.282,3.98053952308741,0.634,0.268,2.03236537349959e-250,1.02189363344933e-245
"188","LOC105375629",105375629,NA,"Glutamatergic",0.812,0.137,3.08071448855652,0.876,0.752,0,0
"189","LOC105375931",105375931,NA,"Glutamatergic",0.55,0.225,3.18743721643723,0.698,0.396,0,0
"190","LOC105376387",105376387,NA,"Non-neuronal",0.517,0.343,2.97218283535519,0.635,0.27,3.37809746758711e-267,1.69854118767747e-262
"191","LOC105376405",105376405,NA,"Glutamatergic",0.779,0.023,3.47340388286283,0.883,0.766,0,0
"192","LOC105376407",105376407,NA,"Glutamatergic",0.952,0.118,3.88306835425991,0.966,0.932,0,0
"193","LOC105377567",105377567,NA,"GABAergic",0.899,0.72,2.53588383569693,0.806,0.612,0,0
"194","LOC105377574",105377574,NA,"GABAergic",0.761,0.471,2.53483027386275,0.762,0.524,0,0
"195","LOC105377632",105377632,NA,"Non-neuronal",0.635,0.52,2.93694576058266,0.638,0.276,5.58750819797876e-269,2.8094549970257e-264
"196","LOC105378305",105378305,NA,"Non-neuronal",0.413,0.334,4.72788297260188,0.573,0.146,2.42443340773438e-161,1.21902936174292e-156
"197","LOC105378837",105378837,NA,"Glutamatergic",0.496,0.072,2.89669374852723,0.725,0.45,0,0
"198","LOC284930",284930,NA,"Glutamatergic",0.535,0.288,3.30552835711075,0.667,0.334,0,0
"199","LPAR1",1902,"ENSG00000198121","Non-neuronal",0.581,0.176,3.87869256751262,0.739,0.478,0,0
"200","LRP2",4036,"ENSG00000081479","Non-neuronal",0.473,0.357,2.97680313488809,0.6,0.2,1.18317073300483e-207,5.94910076262161e-203
"201","LRP4",4038,"ENSG00000134569","Non-neuronal",0.5,0.121,4.22157383517379,0.713,0.426,0,0
"202","LY86.AS1",NA,NA,"Glutamatergic",0.884,0.194,4.00300071776767,0.921,0.842,0,0
"203","LYN",4067,"ENSG00000254087","Non-neuronal",0.526,0.337,3.89771293711061,0.646,0.292,1.81901654037502e-298,9.14619706665962e-294
