"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","group_2"
"ERICH1-AS1",3.44649474464378e-187,3.30627562194598,0.701,0.257,1.73293202255434e-182,"Oligo"
"RNF150",5.03179605963817e-187,2.85493000724921,0.805,0.347,2.53003737674667e-182,"Oligo"
"CHD3",5.52165214652331e-185,2.59854538447763,0.699,0.073,2.77634191579338e-180,"Oligo"
"DENND1B",8.91276529788058e-185,2.61610393499647,0.782,0.255,4.48142751942734e-180,"Oligo"
"DPY19L2P1",1.73401304694893e-184,2.78274354783723,0.805,0.292,8.7187910013639e-180,"Oligo"
"KCNH7",8.51822246387394e-183,3.15989781006042,0.779,0.266,4.28304743706045e-178,"Oligo"
"IGF1",1.38032887860337e-182,3.62374570699549,0.579,0.037,6.94043163450561e-178,"Oligo"
"TSPAN13",9.25764800372378e-182,2.63534832688703,0.692,0.111,4.65483799275235e-177,"Oligo"
"CORT",1.24421657003786e-181,3.49599317147809,0.552,0.009,6.25604533580738e-177,"Oligo"
"SEL1L3",3.27100025610152e-181,2.94268160317294,0.74,0.363,1.6446916387704e-176,"Oligo"
"SCG2",3.60027794618453e-181,2.98787604110112,0.71,0.077,1.81025575412104e-176,"Oligo"
"AFF2",3.65174964895374e-181,3.48512541793011,0.678,0.225,1.83613624099043e-176,"Oligo"
"LOC105379072",7.34707769382322e-181,3.39844512622153,0.713,0.225,3.69418413523125e-176,"Oligo"
"STAT4",1.26453033464221e-179,3.01101882755353,0.708,0.23,6.35818497561448e-175,"Oligo"
"LOC105375415",1.84463657407563e-179,4.18752866733958,0.533,0.013,9.27501715810966e-175,"Oligo"
"KCND3",2.18201781097204e-179,2.87258491967284,0.706,0.137,1.09714037553485e-174,"Oligo"
"FNBP1L",2.88365604716052e-179,3.62095917011936,0.694,0.237,1.44993109707278e-174,"Oligo"
"OBSL1",3.73327941340286e-178,2.72406522276023,0.63,0.042,1.87713022185309e-173,"Oligo"
"NMU",4.89227578842672e-178,3.80145668721134,0.618,0.155,2.45988518917884e-173,"Oligo"
"FRAS1",1.38870544000774e-177,3.52460709463708,0.786,0.483,6.98254982290291e-173,"Oligo"
"PCDH7",2.52862022726631e-177,2.88702574512981,0.825,0.396,1.27141553647177e-172,"Oligo"
"CYP4X1",4.46267225672789e-177,3.40776559530538,0.646,0.137,2.24387623740535e-172,"Oligo"
"TRPC6",9.39068820397664e-177,4.55114585985486,0.563,0.122,4.72173193584149e-172,"Oligo"
"THSD7A",9.65607947359266e-177,4.01282139394546,0.68,0.313,4.85517332011713e-172,"Oligo"
"BTBD11",8.97372886251368e-176,3.11452900764669,0.729,0.359,4.5120806093605e-171,"Oligo"
"NPAS1",1.56020098555096e-173,2.67920781470385,0.775,0.317,7.84484657544878e-169,"Oligo"
"GNG4",6.38559322634768e-173,3.0632027846173,0.706,0.317,3.21074013013988e-168,"Oligo"
"FLT3",1.50644568425517e-172,3.16899034395939,0.703,0.364,7.57455954500341e-168,"Oligo"
"RIMBP2",2.37773862410153e-172,2.73673239627462,0.724,0.273,1.19555075758449e-167,"Oligo"
"NELL1",2.31480376861238e-171,3.34494545087363,0.798,0.495,1.16390648289599e-166,"Oligo"
"NYAP2",1.76777991831076e-169,3.36243470912971,0.784,0.422,8.88857420725832e-165,"Oligo"
"STXBP5-AS1",4.89635330165842e-169,2.51557042173858,0.752,0.261,2.46193540360687e-164,"Oligo"
"PLXNA2",1.2145881912723e-168,2.97769896819056,0.671,0.131,6.10707088453625e-164,"Oligo"
"KLHL29",7.67887030522458e-168,2.5339498818026,0.713,0.198,3.86101277816997e-163,"Oligo"
"DCN",9.02648698196221e-168,4.57870154440176,0.529,0.059,4.53860791940042e-163,"Oligo"
"LINGO2",2.50617788883505e-166,4.1136718399166,0.892,0.628,1.26013130428515e-161,"Oligo"
"LOC105374122",3.62147846380707e-166,3.72817330589646,0.634,0.155,1.82091558638683e-161,"Oligo"
"JAKMIP1",6.70077260559146e-166,2.78158862691662,0.667,0.195,3.36921547381744e-161,"Oligo"
"PLAGL1",9.32850694101519e-166,3.44342953034519,0.623,0.126,4.69046657501185e-161,"Oligo"
"LOC105377751",9.67758520293429e-165,2.79843305431491,0.6,0.043,4.86598661588739e-160,"Oligo"
"FBXO16",3.12841036542844e-164,2.84757379698124,0.708,0.283,1.57299601584107e-159,"Oligo"
"LRRC16A",3.29736453678125e-164,2.72835123109804,0.726,0.358,1.65794786273898e-159,"Oligo"
"FGF13",4.30289743544122e-164,2.51100585928195,0.86,0.429,2.1635398595142e-159,"Oligo"
"LOC105370326",4.4449968396945e-164,3.18162048422746,0.533,0.024,2.23498886096679e-159,"Oligo"
"PCDH15",8.95620422977519e-164,2.80588777377706,0.768,0.517,4.50326904877326e-159,"Oligo"
"LOC100506076",1.98710230848087e-163,2.50171561041633,0.761,0.165,9.99134911727265e-159,"Oligo"
"LRRN2",2.82160398969029e-163,3.05611062962479,0.602,0.077,1.41873070205618e-158,"Oligo"
"RELN",6.04173485073469e-163,3.07354075968545,0.834,0.613,3.03784470029791e-158,"Oligo"
"EPHA5",8.68905624887687e-162,2.76557535204463,0.949,0.894,4.36894437249778e-157,"Oligo"
"TRERF1",1.19826883882492e-160,2.59532963314361,0.736,0.369,6.0250155484956e-156,"Oligo"
"PNMA3",1.20218654198491e-159,2.53378414730816,0.517,0.012,6.04471415175434e-155,"Oligo"
"SLC29A1",2.51419714402995e-159,2.87382332869214,0.552,0.033,1.2641634659897e-154,"Oligo"
"DLGAP3",5.18542033970744e-159,3.10799703258858,0.579,0.081,2.6072812010083e-154,"Oligo"
"LOC105379106",2.73517314860205e-158,3.86414841235734,0.485,0.011,1.3752724108486e-153,"Oligo"
"ERICH3",2.98129986172452e-158,3.12020333156474,0.559,0.038,1.4990273834737e-153,"Oligo"
"L1CAM",1.4824577774428e-157,2.50023050921754,0.577,0.042,7.45394595076012e-153,"Oligo"
"RNF165",1.81806081156567e-157,3.09639122622185,0.628,0.178,9.14139156663335e-153,"Oligo"
"JPH4",2.95466490779582e-157,2.84604655933347,0.524,0.025,1.48563506228882e-152,"Oligo"
"OSBPL3",1.21814885738992e-155,2.90355864613893,0.637,0.22,6.12497426984223e-151,"Oligo"
"RERG",9.10026138280941e-155,4.2042340932332,0.503,0.096,4.5757024258904e-150,"Oligo"
"CDH7",3.80958442879772e-154,3.32617563945635,0.593,0.22,1.91549714664378e-149,"Oligo"
"VAT1L",6.84328984572335e-154,2.7043853598078,0.697,0.425,3.44087456732816e-149,"Oligo"
"RBP4",7.19063900883933e-154,3.47835898894311,0.499,0.021,3.6155252000345e-149,"Oligo"
"TMEM151B",1.25527540930766e-152,2.66441513002601,0.547,0.03,6.31165028553985e-148,"Oligo"
"SYT4",1.3151639558943e-152,2.53166771931659,0.6,0.047,6.61277588663211e-148,"Oligo"
"BRINP3",1.58803892734623e-152,4.03676714267199,0.63,0.19,7.98481853058956e-148,"Oligo"
"KCNMB2",1.92133494412857e-152,3.86058311792233,0.455,0.007,9.66066423257287e-148,"Oligo"
"SLC32A1",4.74055899134007e-152,2.77724945427396,0.453,0.005,2.3836004664357e-147,"Oligo"
"CHST15",1.11353538311795e-151,3.13937489417431,0.579,0.085,5.59896725985535e-147,"Oligo"
"SUSD4",2.41640890700709e-151,3.21108451580151,0.628,0.13,1.21499456253223e-146,"Oligo"
"DGKB",2.09839262823597e-150,2.81038703736167,0.857,0.55,1.05509279740333e-145,"Oligo"
"LOC100129620",8.43192570561643e-149,3.6998192537859,0.616,0.164,4.239656564041e-144,"Oligo"
"NR2F1",1.29411373323808e-148,2.89219344750758,0.522,0.026,6.50693326209437e-144,"Oligo"
"MAN1A1",3.66624615938615e-148,3.61515317453586,0.584,0.133,1.84342523140095e-143,"Oligo"
"B3GALNT1",4.52732704387106e-148,3.18412069593641,0.561,0.045,2.27638531092881e-143,"Oligo"
"COL21A1",1.08901875988131e-147,3.90756957790166,0.674,0.309,5.47569522655921e-143,"Oligo"
"CNTNAP3B",9.23363419035006e-147,2.6969470695882,0.699,0.252,4.64276360724991e-142,"Oligo"
"BZRAP1",5.65471191623625e-145,2.76162629331705,0.533,0.038,2.84324569860275e-140,"Oligo"
"LOC105373154",5.82513561598425e-145,3.90997409439258,0.526,0.127,2.92893643907304e-140,"Oligo"
"SNHG24",9.69765898984248e-145,3.53803166659819,0.492,0.03,4.8760799166827e-140,"Oligo"
"ANKRD34C-AS1",1.0229232783632e-144,3.27896900896317,0.545,0.111,5.14336053593802e-140,"Oligo"
"CACNG4",2.37615025359437e-144,3.06858651612561,0.591,0.122,1.19475210900978e-139,"Oligo"
"PRKG2",3.7106326416716e-144,4.00255360966725,0.575,0.227,1.8657431985589e-139,"Oligo"
"AMOTL1",4.71935984226143e-144,2.64446933708228,0.595,0.11,2.37294132228747e-139,"Oligo"
"UNC13C",1.96612076104168e-143,3.44104251382335,0.731,0.419,9.88585179859369e-139,"Oligo"
"CPNE6",2.10151475146878e-143,3.27912166355989,0.483,0.021,1.05666263218602e-138,"Oligo"
"LINC01197",2.18361319383187e-143,3.47116942228523,0.513,0.066,1.0979425499906e-138,"Oligo"
"PCP4L1",2.97605394211859e-143,2.88159291766883,0.621,0.202,1.49638968263665e-138,"Oligo"
"CPNE7",5.48250800127901e-141,2.90662610037328,0.531,0.045,2.7566598481231e-136,"Oligo"
"OCIAD2",1.3129512964695e-140,2.86774857980129,0.508,0.058,6.6016504137783e-136,"Oligo"
"C2orf80",1.33496961819382e-140,2.92250654945421,0.529,0.089,6.71236073724036e-136,"Oligo"
"ADD2",2.05925115395548e-140,2.64915830420873,0.582,0.111,1.03541207272036e-135,"Oligo"
"ANKRD20A5P",6.87343080759413e-140,2.75704778822301,0.685,0.139,3.4560297443664e-135,"Oligo"
"LOC100506393",1.9780046130876e-139,3.48837233960331,0.538,0.112,9.94560499506577e-135,"Oligo"
"HOOK1",2.10567622905493e-139,2.61722527697432,0.566,0.065,1.05875506473111e-134,"Oligo"
"EFNB3",1.50129974983507e-138,3.0391565690797,0.46,0.012,7.54868527214573e-134,"Oligo"
"ZNF204P",4.0022755207503e-138,2.53863049983762,0.586,0.078,2.01238415458846e-133,"Oligo"
"LOC105370731",6.09209392610938e-138,3.20324869875937,0.577,0.168,3.06316574698706e-133,"Oligo"
"LOC100507387",9.41749152176984e-137,2.78924133062276,0.439,0.01,4.73520891206109e-132,"Oligo"
"VGF",3.33652986810254e-136,2.69209192485834,0.517,0.028,1.67764058298064e-131,"Oligo"
"C11orf87",1.92903999893709e-135,2.74451331136154,0.529,0.036,9.69940601865558e-131,"Oligo"
"KRT222",3.37920273061171e-135,2.91249260093678,0.51,0.043,1.69909692497887e-130,"Oligo"
"OR2AG2",6.29928154486253e-135,3.48935989964167,0.582,0.154,3.16734175357233e-130,"Oligo"
"SOX5",2.31568964499996e-134,2.80091901591915,0.798,0.615,1.16435191040243e-129,"Oligo"
"LOC101926917",2.53296986587948e-134,2.95952100293451,0.526,0.182,1.27360257826286e-129,"Oligo"
"IQCA1",5.95705970602977e-134,3.5183389476412,0.575,0.236,2.99526919078883e-129,"Oligo"
"CACNA2D2",1.0012030483732e-133,2.52402474254998,0.552,0.081,5.03414904752529e-129,"Oligo"
"PID1",1.42327559988925e-133,2.63541425217017,0.641,0.222,7.15637204380316e-129,"Oligo"
"ANKRD36BP2",1.51807976221733e-133,3.75935746909169,0.589,0.164,7.63305685240495e-129,"Oligo"
"ITGA1",2.63270649001762e-133,2.50129563582875,0.646,0.199,1.32375115024576e-128,"Oligo"
"ZDBF2",4.01467395846309e-133,2.96763085037616,0.549,0.082,2.01861821305482e-128,"Oligo"
"VSTM2A-OT1",1.32044247678446e-132,3.35857317951447,0.423,0.008,6.63931681751992e-128,"Oligo"
"N4BP2",7.35210800698399e-131,2.58730760976583,0.754,0.549,3.69671342699162e-126,"Oligo"
"SLITRK3",7.76244324770788e-131,3.05964721654038,0.432,0.01,3.90303408938e-126,"Oligo"
"CACNA1G",1.67160941116639e-130,3.0703416808793,0.49,0.061,8.40501928028572e-126,"Oligo"
"SPEG",1.90849859446837e-130,2.88455644686688,0.515,0.064,9.5961217828464e-126,"Oligo"
"TRPM2",3.47086408547668e-130,3.00063578830779,0.556,0.136,1.74518517081853e-125,"Oligo"
"TMEM35",1.11593776869182e-127,2.61312475321921,0.559,0.096,5.61104669475935e-123,"Oligo"
"CAMK4",2.69448746944966e-127,2.6497013535813,0.637,0.255,1.35481524451398e-122,"Oligo"
"HTR1E",5.14266040816162e-127,4.02078409412467,0.474,0.08,2.58578107982774e-122,"Oligo"
"PARM1",6.31134194925291e-127,2.54081806146383,0.582,0.113,3.17340584550386e-122,"Oligo"
"SH3RF3",8.12557389992358e-126,2.87216764500312,0.653,0.292,4.08561981262057e-121,"Oligo"
"GABRG1",1.38048280557761e-125,3.82759369151524,0.462,0.085,6.94120559472478e-121,"Oligo"
"CRMP1",3.23309324660374e-125,2.60985980857432,0.522,0.102,1.62563161532483e-120,"Oligo"
"LINC01250",1.72552262988029e-124,2.75938257989357,0.625,0.203,8.67610033530111e-120,"Oligo"
"LOC105372079",2.75581135704468e-124,3.61527381434103,0.414,0.034,1.38564950843564e-119,"Oligo"
"LOC101927121",1.79327803407069e-123,3.63623588638421,0.501,0.092,9.01678128311085e-119,"Oligo"
"PCSK2",1.9554720791989e-122,2.9380459237434,0.676,0.229,9.83230916141998e-118,"Oligo"
"RPS6KA6",1.30365223894412e-121,2.50667205234224,0.538,0.119,6.55489382263494e-117,"Oligo"
"SLC4A3",2.16733479520512e-121,2.66033857946917,0.457,0.037,1.08975760837709e-116,"Oligo"
"ZCCHC12",6.27952397545215e-121,2.76334042829069,0.398,0.008,3.1574074500971e-116,"Oligo"
"RND3",7.40170565036746e-121,3.50621825127686,0.389,0.01,3.72165161806126e-116,"Oligo"
"LOC105371692",8.94219618834267e-121,3.10821671371569,0.455,0.044,4.49622566546058e-116,"Oligo"
"UBE2Q2P1",4.91297671945596e-120,2.71518796407786,0.508,0.087,2.47029382430965e-115,"Oligo"
"KLF5",5.90270007303641e-120,3.30868451016154,0.428,0.03,2.96793662372344e-115,"Oligo"
"LRFN2",3.21985229824326e-118,2.77120916376093,0.526,0.123,1.61897393407969e-113,"Oligo"
"GOLGA7B",3.52575707596343e-118,2.69035043905412,0.43,0.018,1.77278591536517e-113,"Oligo"
"NPAS2",5.24488781649819e-118,2.59994220420642,0.618,0.275,2.63718204301346e-113,"Oligo"
"INPP4B",2.21912266466421e-117,2.6114966452196,0.864,0.564,1.11579706701981e-112,"Oligo"
"SLC47A1",7.01245419895504e-117,3.31412482508067,0.464,0.112,3.52593209577658e-112,"Oligo"
"OR7E160P",2.84896131623903e-116,3.03536767805414,0.485,0.074,1.43248623941815e-111,"Oligo"
"RYR3",4.57143928776592e-116,2.69111604527188,0.763,0.551,2.29856538828158e-111,"Oligo"
"GPRIN3",7.77391784846455e-116,3.64419273242848,0.421,0.031,3.90880363338646e-111,"Oligo"
"MPPED2",7.87419505191542e-116,2.75077856388213,0.533,0.145,3.95922401405359e-111,"Oligo"
"SLITRK4",1.34711711648267e-115,2.51391833262678,0.48,0.045,6.7734395733865e-111,"Oligo"
"SPHKAP",2.05105035963519e-115,4.26661178998099,0.471,0.163,1.03128863132817e-110,"Oligo"
"PWAR1",3.6555597725728e-115,3.22590650420833,0.375,0.007,1.83805200924733e-110,"Oligo"
"PLA2R1",3.25386254718515e-113,3.48871271150238,0.455,0.084,1.63607462735017e-108,"Oligo"
"DNAH14",5.93503819357702e-113,2.57102726281796,0.777,0.556,2.98419655411246e-108,"Oligo"
"KIAA1804",1.67425365661708e-112,3.27372286673249,0.483,0.075,8.41831481083634e-108,"Oligo"
"LIN7A",1.50559078001069e-111,2.52576571506162,0.543,0.13,7.57026100097177e-107,"Oligo"
"CPNE8",2.37452738434472e-111,2.69797465769694,0.648,0.302,1.19393611412237e-106,"Oligo"
"KCNK2",2.7377707965417e-111,2.71445023716237,0.533,0.2,1.37657853420913e-106,"Oligo"
"SLC26A10",1.89817549719841e-110,2.60323858879292,0.37,0.008,9.54421621746333e-106,"Oligo"
"ST8SIA4",2.3692176890244e-110,3.2864241511375,0.462,0.097,1.19126634621836e-105,"Oligo"
"LOC105373329",2.3813746510609e-110,2.66971994895498,0.423,0.023,1.19737898829993e-105,"Oligo"
"ACHE",2.49760694797787e-110,2.72669264022815,0.4,0.019,1.25582174951275e-105,"Oligo"
"PRR16",3.10946304822543e-110,4.08323764181628,0.575,0.24,1.56346911527823e-105,"Oligo"
"VWA5B2",5.54516785443635e-109,2.52627892793012,0.402,0.018,2.78816584888914e-104,"Oligo"
"MGAT5B",1.45716052418438e-108,2.7563818416914,0.561,0.303,7.32674883165147e-104,"Oligo"
"SYTL5",7.85194092277965e-108,3.76346227680406,0.455,0.156,3.94803441538284e-103,"Oligo"
"MIR4697HG",8.53548841530637e-108,2.77521966643588,0.361,0.01,4.29172893010019e-103,"Oligo"
"MAFB",2.84692743414351e-106,2.88585028943546,0.37,0.01,1.4314635831617e-101,"Oligo"
"NR2F2-AS1",5.86363727894806e-106,3.42393835461922,0.451,0.169,2.94829546022787e-101,"Oligo"
"ADAMTS9-AS2",6.18245828630726e-106,3.61835608321705,0.492,0.239,3.10860185093815e-101,"Oligo"
"IGSF9B",2.31397953308281e-105,2.67391901658586,0.418,0.082,1.16349204902937e-100,"Oligo"
"CCDC85A",2.74106771287141e-105,3.25415800543337,0.526,0.174,1.37823625670887e-100,"Oligo"
"ANKRD20A11P",2.81991034642182e-105,3.09512425725904,0.457,0.087,1.41787912128435e-100,"Oligo"
"MEG8",3.22410219926351e-105,2.5545468198878,0.366,0.012,1.62111082681169e-100,"Oligo"
"CDS1",3.890426192654e-105,2.75222190096293,0.46,0.094,1.95614519392836e-100,"Oligo"
"CDH12",1.51084849559251e-104,2.75675633535459,0.954,0.952,7.59669732068871e-100,"Oligo"
"NPM2",3.49648976079038e-104,2.54109198603719,0.437,0.04,1.75807001662301e-99,"Oligo"
"NKAIN3",3.55438639296416e-104,3.00891320464537,0.759,0.494,1.78718102224631e-99,"Oligo"
"ENTPD3",3.9048147570746e-104,2.59616091475907,0.464,0.053,1.96337990800468e-99,"Oligo"
"LRRN3",1.44174699345036e-101,2.59668206248735,0.432,0.034,7.24924805776776e-97,"Oligo"
"TRIM67",4.52617410206059e-101,2.56159723507166,0.464,0.093,2.27580560025709e-96,"Oligo"
"OVCH1-AS1",1.35912336431495e-100,2.54767339444022,0.729,0.266,6.83380818811199e-96,"Oligo"
"FGF9",2.75898026762185e-100,2.5780705105583,0.407,0.051,1.38724286836294e-95,"Oligo"
"DKK2",3.10001109438177e-100,3.1322171368763,0.501,0.126,1.5587165783661e-95,"Oligo"
"CYB561",1.94960480338824e-99,2.58262518105826,0.398,0.025,9.80280791191643e-95,"Oligo"
"SLC12A8",2.07268998501468e-99,2.78886954479141,0.478,0.206,1.04216925136523e-94,"Oligo"
"DFNA5",1.70168672788189e-98,2.57818428066074,0.464,0.085,8.55625103646292e-94,"Oligo"
"LOC105377569",1.70737669750818e-98,2.53333565547684,0.414,0.04,8.58486077274088e-94,"Oligo"
"IGSF3",7.64757168884878e-98,2.55387660156843,0.437,0.07,3.84527552087005e-93,"Oligo"
"LINC01237",4.68296198474884e-97,3.09533074413905,0.46,0.123,2.35464011555157e-92,"Oligo"
"LOC102723658",6.77346972081782e-95,3.15296208671052,0.359,0.045,3.40576831032441e-90,"Oligo"
"SCN7A",1.27158277248052e-94,3.48010689073722,0.432,0.096,6.3936453383093e-90,"Oligo"
"PRMT8",1.3115220226307e-94,2.74505291847439,0.497,0.147,6.59446388198941e-90,"Oligo"
"LOC285696",1.80124363774477e-94,2.59723685992956,0.584,0.379,9.05683313494448e-90,"Oligo"
"SERPING1",4.04492717167471e-94,2.8394862299977,0.411,0.193,2.03382983118976e-89,"Oligo"
"ADRA1A",6.25252530716092e-94,3.06254393861157,0.416,0.127,3.14383224969358e-89,"Oligo"
"ARHGAP18",7.36487748166797e-94,2.90825371056732,0.48,0.184,3.70313404655747e-89,"Oligo"
"CHRM2",5.3569656904531e-92,3.33243188852622,0.37,0.055,2.69353591881672e-87,"Oligo"
"EPHX4",1.40209826938657e-91,2.76286787951699,0.451,0.097,7.04989030830264e-87,"Oligo"
"CLEC4GP1",1.13992615844764e-90,2.78369272228459,0.363,0.068,5.73166271729056e-86,"Oligo"
"FAM84A",1.33549470430477e-89,2.68346988985617,0.354,0.019,6.71500092271479e-85,"Oligo"
"SHISA9",3.23505419180932e-89,2.513809968599,0.83,0.674,1.62661759818364e-84,"Oligo"
"LOC105369858",2.27379461743382e-88,2.97631096799156,0.398,0.055,1.1432866715919e-83,"Oligo"
"PDE7B",9.54851638070701e-88,2.50123997128145,0.533,0.248,4.80108952138329e-83,"Oligo"
"LOC105377989",2.14577447998665e-87,3.21863153758901,0.46,0.128,1.07891686628209e-82,"Oligo"
"RAVER2",5.48090228184758e-86,2.95359691743789,0.432,0.153,2.75585247633578e-81,"Oligo"
"ITGA3",2.11952658199422e-84,2.61008575735218,0.416,0.098,1.06571916069251e-79,"Oligo"
"THSD7B",4.04333153884435e-84,3.36410158322536,0.825,0.608,2.03302753104633e-79,"Oligo"
"TRPM3",1.85021695966124e-83,2.74390573892461,0.722,0.594,9.30307589487267e-79,"Oligo"
"TRPC4",1.92238676425421e-83,2.56334736467573,0.48,0.154,9.66595288934661e-79,"Oligo"
"CD276",2.65925834073398e-83,2.60582937564534,0.354,0.04,1.33710168630445e-78,"Oligo"
"MOXD1",3.31545234230101e-83,2.99639791898032,0.4,0.12,1.66704259223237e-78,"Oligo"
"LOC102724623",3.2764414712239e-82,2.53092782695639,0.653,0.316,1.64742753614609e-77,"Oligo"
"LRRK2",4.78651396796816e-82,2.54785573223117,0.467,0.15,2.40670708823407e-77,"Oligo"
"NXPH2",1.76641464993257e-81,3.49290612689502,0.414,0.091,8.88170950132594e-77,"Oligo"
"FBN2",9.43687638186155e-80,3.87118682093091,0.421,0.223,4.7449558135638e-75,"Oligo"
"SLC26A4",2.9232202852785e-78,2.66019288128741,0.389,0.104,1.46982439164088e-73,"Oligo"
"SDK1",4.66988571554065e-78,2.55052177051801,0.848,0.71,2.34806523663099e-73,"Oligo"
"ANTXR1",2.17012623965438e-77,2.60223069720311,0.48,0.16,1.09116117456062e-72,"Oligo"
"ZNF804A",5.00291104087541e-77,2.66248001835228,0.805,0.643,2.51551370046256e-72,"Oligo"
"GREM2",2.00586252421982e-76,2.51189689828546,0.503,0.238,1.00856773580297e-71,"Oligo"
"CMTM8",2.33692587099458e-76,2.54782866861211,0.533,0.323,1.17502969719478e-71,"Oligo"
"OPRM1",6.65676424722958e-76,2.96320462525725,0.469,0.205,3.3470876311495e-71,"Oligo"
"KCNT2",1.00698866493748e-75,2.83744169298958,0.545,0.247,5.06323970617214e-71,"Oligo"
"SLC9A2",1.4110332311764e-75,3.02151164864283,0.391,0.109,7.09481618967804e-71,"Oligo"
"LAMC1",1.75649594520826e-75,2.61121321969998,0.471,0.19,8.83183726210164e-71,"Oligo"
"SYT17",2.02894044995009e-73,2.6162632894042,0.46,0.226,1.0201715476394e-68,"Oligo"
"SLC24A4",3.03369579291618e-73,2.90388204749263,0.368,0.195,1.52537258163618e-68,"Oligo"
"B3GAT2",1.94627960883589e-72,3.48941517045075,0.377,0.115,9.78608850118775e-68,"Oligo"
"PTCHD1",6.57735393868408e-72,2.74669924270749,0.356,0.072,3.30715933390974e-67,"Oligo"
"TOX2",8.64768766116713e-72,2.94154700789038,0.457,0.222,4.34814383291144e-67,"Oligo"
"SPON1",6.81637534467107e-71,2.78129681719872,0.575,0.419,3.42734168705406e-66,"Oligo"
"EGF",4.65708308665029e-70,3.09623478611393,0.382,0.141,2.34162794679863e-65,"Oligo"
"FREM1",3.34181671550782e-68,2.78302319880748,0.446,0.189,1.68029886272449e-63,"Oligo"
"LOC105379168",2.48727713346184e-63,2.95588701492713,0.4,0.199,1.25062781547595e-58,"Oligo"
"GULP1",1.00748959240734e-60,2.89234511497911,0.372,0.168,5.06575841958334e-56,"Oligo"
"LOC105373204",6.76172963794001e-60,2.80818172157101,0.444,0.201,3.39986527925262e-55,"Oligo"
"IL1RAPL2",7.04203991192118e-57,3.13822562623175,0.874,0.727,3.54080808811309e-52,"Oligo"
"CHRNA7",3.78725047250311e-51,2.56743542685237,0.43,0.216,1.90426741007929e-46,"Oligo"
"NRG1",4.77132284193298e-48,2.62283215399932,0.816,0.691,2.39906883815232e-43,"Oligo"
"LOC101927286",3.11782052133248e-45,2.65286969474641,0.444,0.196,1.56767133633118e-40,"Oligo"
"ITGA8",1.41848548929139e-41,2.51229038956661,0.547,0.385,7.13228688870606e-37,"Oligo"
"ZNF804B",1.91853740584769e-32,2.72843030402388,0.625,0.468,9.64659793034275e-28,"Oligo"
"HTR1F",5.01644230932449e-29,2.57797656317655,0.464,0.299,2.52231735755145e-24,"Oligo"
"PDE3A",2.00966045565272e-28,2.84508717848843,0.418,0.253,1.01047737370675e-23,"Oligo"
"SST1",0,7.09581614469349,0.926,0.037,0,"Astro_FGFR3"
"MEG31",0,6.41168659062058,1,0.397,0,"Astro_FGFR3"
"CDH91",0,6.10699988434181,0.982,0.324,0,"Astro_FGFR3"
"NXPH11",0,5.65561918074512,0.892,0.327,0,"Astro_FGFR3"
"NETO11",0,5.40184484640473,0.938,0.161,0,"Astro_FGFR3"
"CNTNAP2",0,5.30924694188914,1,0.96,0,"Astro_FGFR3"
"XKR41",0,5.29885458632101,0.986,0.492,0,"Astro_FGFR3"
"SYNPR1",0,5.27179759957107,0.995,0.372,0,"Astro_FGFR3"
"GAD21",0,5.15305394595089,0.931,0.188,0,"Astro_FGFR3"
"GRIK11",0,5.14728046638945,0.995,0.478,0,"Astro_FGFR3"
"ROBO21",0,5.14289908472944,1,0.822,0,"Astro_FGFR3"
"KCNC21",0,5.11989191124257,1,0.253,0,"Astro_FGFR3"
"CHRM31",0,4.86758950335935,0.984,0.875,0,"Astro_FGFR3"
"LOC105377567",0,4.86166442957478,0.986,0.759,0,"Astro_FGFR3"
"SCN3A1",0,4.80231347682384,0.998,0.082,0,"Astro_FGFR3"
"GRIK21",0,4.78339936071306,1,0.555,0,"Astro_FGFR3"
"SNTG11",0,4.78101091593284,0.998,0.689,0,"Astro_FGFR3"
