"","gene","entrez_id","cluster","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"1023","RMDN2",151393,"VLMC_CYP1B1",0.818,0.287,2.66890094180923,3.58706117048895e-06,0.180361022713355,0.84,0.68
"1024","RNASE1",6035,"Oligo",0.816,0.062,4.35983540216557,0,0,0.897,0.794
"1025","RNASEH2B-AS1",100874255,"Micro_C1QC",0.389,0.075,3.94530330927289,2.68456240506917e-190,1.34982482289283e-185,0.667,0.334
"1026","RNASET2",8635,"Micro_C1QC",0.871,0.34,3.63856455377068,0,0,0.891,0.782
"1027","RNF135",84282,"Micro_C1QC",0.5,0.203,2.87792672043284,3.32711508267216e-184,1.67290673471839e-179,0.68,0.36
"1028","RNF144B",255488,"Endo_CLDN5",0.814,0.416,3.15779526164183,2.05481141537349e-54,1.03317972776395e-49,0.829,0.658
"1029","RNF152",220441,"Peri_MUSTN1",0.688,0.138,3.89667098309786,1.8147841428586e-25,9.12491614870731e-21,0.811,0.622
"1030","RNF182",221687,"Astro_FGFR3",0.56,0.149,3.17426207757085,0,0,0.732,0.464
"1031","RNF219-AS1",100874222,"Astro_FGFR3",0.99,0.348,6.02275901634662,0,0,0.991,0.982
"1032","RNF220",55182,"Oligo",0.996,0.667,3.99599318433229,0,0,0.989,0.978
"1033","RNF43",54894,"Astro_FGFR3",0.438,0.136,3.26978300675062,4.26944730890198e-301,2.146720801389e-296,0.672,0.344
"1034","ROBO2",6092,"Neuron",0.996,0.763,5.02714420648499,0,0,0.971,0.942
"1035","ROBO4",54538,"Endo_CLDN5",0.414,0.008,4.27742317250192,4.57736598138033e-46,2.30154538909784e-41,0.704,0.408
"1036","ROR2",4920,"VLMC_CYP1B1",0.636,0.463,4.04024940490334,1.19290002940473e-12,5.99802063784991e-08,0.689,0.378
"1037","RP2",6102,"VLMC_CYP1B1",0.636,0.255,2.62517021936821,0.0238528604307154,1,0.699,0.398
"1038","RPH3AL",9501,"VLMC_CYP1B1",0.636,0.26,2.55846548665395,0.00200928653206086,1,0.717,0.434
"1039","RPS12P5",100271053,"VLMC_CYP1B1",0.455,0.011,4.15722592108181,5.23319479127665e-09,0.000263130267300181,0.724,0.448
"1040","RPS6KA1",6195,"Micro_C1QC",0.467,0.243,2.89645116180913,1.85149797021696e-169,9.30951694404789e-165,0.647,0.294
"1041","RREB1",6239,"Micro_C1QC",0.621,0.324,2.93343739868749,1.49370224547125e-229,7.51048426045399e-225,0.712,0.424
"1042","RUNX1",861,"Micro_C1QC",0.821,0.249,4.63417070394509,0,0,0.874,0.748
"1043","RUNX2",860,"Micro_C1QC",0.688,0.375,2.80756451606327,6.1559800737483e-226,3.09528834088138e-221,0.74,0.48
"1044","RXFP1",59350,"Neuron",0.679,0.23,3.80437372825498,0,0,0.782,0.564
"1045","RYR2",6262,"Neuron",0.99,0.785,3.1576432615409,0,0,0.95,0.9
"1046","S100A13",6284,"Astro_FGFR3",0.492,0.108,2.54025484752459,6.01560301950864e-290,3.02470535423914e-285,0.708,0.416
"1047","S100Z",170591,"Micro_C1QC",0.499,0.293,3.39357053166656,7.00097250990087e-202,3.52015898770326e-197,0.648,0.296
"1048","SAMD5",389432,"Neuron",0.727,0.462,2.79894986546383,0,0,0.732,0.464
"1049","SAMD9L",219285,"VLMC_CYP1B1",0.364,0.046,2.6813756216355,0.000821834891668201,1,0.664,0.328
"1050","SAMSN1",64092,"Micro_C1QC",0.595,0.087,5.32146287991701,0,0,0.777,0.554
"1051","SCARA3",51435,"Astro_FGFR3",0.939,0.405,3.297282113984,0,0,0.928,0.856
"1052","SCARA5",286133,"VLMC_CYP1B1",0.455,0.144,3.55168911928628,1.2153542329027e-06,0.0611092261845805,0.676,0.352
"1053","SCD",6319,"Oligo",0.928,0.22,3.7898688422934,0,0,0.938,0.876
"1054","SCN3B",55800,"Neuron",0.887,0.086,2.78120647166289,0,0,0.924,0.848
"1055","SCN4A",6329,"VLMC_CYP1B1",0.364,0.091,3.47218886894169,9.65186133086893e-22,4.85305239577421e-17,0.653,0.306
"1056","SCN5A",6331,"VLMC_CYP1B1",0.727,0.228,2.53435582678009,2.10830318149962e-10,1.06007592268982e-05,0.808,0.616
"1057","SDC2",6383,"Astro_FGFR3",0.598,0.165,2.94204896674043,0,0,0.748,0.496
"1058","SDC4",6385,"Astro_FGFR3",0.503,0.041,3.87719366144724,0,0,0.74,0.48
"1059","SELENBP1",8991,"Astro_FGFR3",0.53,0.038,2.55298695445656,0,0,0.749,0.498
"1060","SELPLG",6404,"Micro_C1QC",0.468,0.027,5.12114255386618,0,0,0.726,0.452
"1061","SEMA3B",7869,"Oligo",0.576,0.078,2.6505371993038,0,0,0.757,0.514
"1062","SEMA3G",56920,"Endo_CLDN5",0.486,0.003,5.3104164430773,2.9867775280529e-72,1.50178160888028e-67,0.742,0.484
"1063","SEMA5A",9037,"OPC_MYT1",0.987,0.545,2.82575805427623,0,0,0.958,0.916
"1064","SEPP1",6414,"Oligo",0.493,0.069,3.31868956205156,0,0,0.723,0.446
"1065","SERPINB9",5272,"Micro_C1QC",0.427,0.234,2.70893898596692,3.22981014737723e-90,1.62398084020274e-85,0.619,0.238
"1066","SERPINE1",5054,"VLMC_CYP1B1",0.455,0.097,3.96162061629872,1.45075937035262e-12,7.29456319006999e-08,0.694,0.388
"1067","SERPING1",710,"Peri_MUSTN1",0.531,0.235,3.58804152267863,4.88015108559866e-16,2.45378876734986e-11,0.692,0.384
"1068","SERPINH1",871,"VLMC_CYP1B1",0.636,0.023,3.8793706138388,1.08069506530892e-10,5.43384285787977e-06,0.811,0.622
"1069","SFMBT2",57713,"Micro_C1QC",0.992,0.682,3.20205274557396,0,0,0.964,0.928
"1070","SFTA1P",207107,"Neuron",0.562,0.022,3.52049063507737,0,0,0.775,0.55
"1071","SFXN5",94097,"Astro_FGFR3",0.992,0.573,2.97182871464118,0,0,0.97,0.94
"1072","SGPP2",130367,"Endo_CLDN5",0.614,0.349,3.01745123546741,2.91248204622355e-20,1.46442509766166e-15,0.692,0.384
"1073","SH2B3",10019,"Micro_C1QC",0.58,0.339,2.83334851355749,1.37191912075234e-179,6.89814653105485e-175,0.681,0.362
"1074","SH3BP4",23677,"Endo_CLDN5",0.443,0.179,2.59640005891157,6.9701357848489e-19,3.50465397397987e-14,0.658,0.316
"1075","SH3GL2",6456,"Neuron",0.882,0.254,2.66684772826957,0,0,0.896,0.792
"1076","SH3TC1",54436,"Micro_C1QC",0.581,0.064,4.24319742652971,0,0,0.774,0.548
"1077","SH3TC2",79628,"Oligo",0.737,0.042,4.8938752240261,0,0,0.861,0.722
"1078","SHE",126669,"Endo_CLDN5",0.357,0.142,3.64944217406692,4.71090960517555e-49,2.36869245857832e-44,0.627,0.254
"1079","SHROOM3",57619,"Astro_FGFR3",0.934,0.51,2.85595245141767,0,0,0.894,0.788
"1080","SHROOM4",57477,"Oligo",0.886,0.263,3.05246565057927,0,0,0.901,0.802
"1081","SLC12A4",6560,"VLMC_CYP1B1",0.545,0.088,3.35073036966288,0.00027124645138489,1,0.735,0.47
"1082","SLC12A7",10723,"Peri_MUSTN1",0.719,0.102,4.44671825344343,4.44820988326309e-39,2.23660441140351e-34,0.841,0.682
"1083","SLC13A5",284111,"Astro_FGFR3",0.465,0.076,3.47863250169865,3.55727265005698e-321,1.78863226117515e-316,0.706,0.412
"1084","SLC14A1",6563,"Astro_FGFR3",0.646,0.022,4.93092030538382,0,0,0.818,0.636
"1085","SLC16A1",6566,"Endo_CLDN5",0.629,0.413,2.84605781505833,1.70967388736853e-19,8.59641127307772e-15,0.678,0.356
"1086","SLC16A12",387700,"VLMC_CYP1B1",0.818,0.141,4.1353399114684,5.77202095011104e-33,2.90222985392533e-28,0.893,0.786
"1087","SLC16A14",151473,"Endo_CLDN5",0.657,0.376,3.20237146336138,8.3120345944197e-32,4.17937411442017e-27,0.731,0.462
"1088","SLC16A4",9122,"VLMC_CYP1B1",0.364,0.141,2.67897090349166,0.00495235356836671,1,0.626,0.252
"1089","SLC16A9",220963,"Astro_FGFR3",0.609,0.187,3.03552391486907,0,0,0.749,0.498
"1090","SLC19A1",6573,"Peri_MUSTN1",0.875,0.156,5.09034358854118,7.19076468227251e-58,3.61558838989344e-53,0.922,0.844
"1091","SLC19A3",80704,"Endo_CLDN5",0.529,0.149,4.27736785865931,2.7229423376219e-90,1.36912263677967e-85,0.723,0.446
"1092","SLC1A2",6506,"Astro_FGFR3",0.997,0.619,4.11915309271505,0,0,0.992,0.984
"1093","SLC1A3",6507,"Astro_FGFR3",0.998,0.385,2.55083168766557,0,0,0.967,0.934
"1094","SLC22A24",283238,"Neuron",0.49,0.213,2.88676630120662,0,0,0.665,0.33
"1095","SLC22A25",387601,"Neuron",0.563,0.259,3.1579937813637,0,0,0.688,0.376
"1096","SLC25A18",83733,"Astro_FGFR3",0.949,0.118,4.36944354998184,0,0,0.964,0.928
"1097","SLC25A48",153328,"Astro_FGFR3",0.508,0.039,3.33598036125527,0,0,0.74,0.48
"1098","SLC26A4",5172,"Neuron",0.556,0.099,3.02475639034838,0,0,0.75,0.5
"1099","SLC2A1",6513,"Endo_CLDN5",0.9,0.286,4.40425549934022,1.0855300474655e-114,5.45815363166127e-110,0.92,0.84
"1100","SLC2A5",6518,"Micro_C1QC",0.795,0.493,4.72529524467544,0,0,0.797,0.594
"1101","SLC30A10",55532,"Peri_MUSTN1",0.656,0.207,4.07075752590564,1.08401704343786e-28,5.4505460961099e-24,0.782,0.564
"1102","SLC31A2",1318,"Oligo",0.642,0.132,3.58986510478561,0,0,0.786,0.572
"1103","SLC38A11",151258,"Peri_MUSTN1",0.969,0.18,4.90908968701926,3.27685064626249e-59,1.64763327344724e-54,0.974,0.948
"1104","SLC38A5",92745,"Endo_CLDN5",0.643,0.051,4.79026979695315,8.66700619594891e-89,4.35785738538507e-84,0.81,0.62
"1105","SLC39A10",57181,"Endo_CLDN5",0.886,0.736,2.56866700409028,2.39772461399007e-30,1.20559991316035e-25,0.847,0.694
"1106","SLC39A12",221074,"Astro_FGFR3",0.757,0.156,5.06169679695362,0,0,0.854,0.708
"1107","SLC39A8",64116,"Endo_CLDN5",0.571,0.111,4.26737945868067,2.22829157603541e-59,1.12040728734636e-54,0.758,0.516
"1108","SLC41A1",254428,"VLMC_CYP1B1",0.818,0.486,2.52740676487666,0.000579963276035785,1,0.734,0.468
"1109","SLC44A1",23446,"Oligo",0.999,0.81,2.98657236729393,0,0,0.991,0.982
"1110","SLC4A10",57282,"Neuron",0.998,0.473,2.88789350260722,0,0,0.976,0.952
"1111","SLC4A4",8671,"Astro_FGFR3",0.987,0.517,3.47559550724799,0,0,0.971,0.942
"1112","SLC5A11",115584,"Oligo",0.877,0.52,4.90599076216458,0,0,0.881,0.762
"1113","SLC5A4",6527,"Endo_CLDN5",0.771,0.451,2.74162968278498,2.50212666698715e-28,1.25809430942781e-23,0.785,0.57
"1114","SLC5A6",8884,"Endo_CLDN5",0.414,0.172,2.82309608588112,6.85783282392177e-14,3.4481869221961e-09,0.64,0.28
"1115","SLC6A1",6529,"Peri_MUSTN1",0.969,0.587,2.63275225838532,7.74436716082178e-22,3.8939452521328e-17,0.957,0.914
"1116","SLC6A16",28968,"VLMC_CYP1B1",0.636,0.261,2.85477848192797,0.00121253422992689,1,0.712,0.424
"1117","SLC6A20",54716,"VLMC_CYP1B1",0.545,0.047,4.3465568003339,4.94033779388227e-12,2.48405124614194e-07,0.761,0.522
"1118","SLC6A7",6534,"Neuron",0.602,0.039,2.92739749185171,0,0,0.79,0.58
"1119","SLC7A1",6541,"Endo_CLDN5",0.843,0.3,3.98768919357503,1.92514454370332e-74,9.67981928019464e-70,0.884,0.768
"1120","SLC7A10",56301,"Astro_FGFR3",0.396,0.042,2.8191793881474,2.74568274174834e-306,1.38055673937848e-301,0.683,0.366
"1121","SLC7A11-AS1",641364,"VLMC_CYP1B1",0.364,0.088,3.22499830491157,8.87108454627149e-08,0.00446047002071077,0.652,0.304
"1122","SLC7A5",8140,"Endo_CLDN5",0.771,0.292,4.48587225316508,2.08898617681475e-100,1.05036313956422e-95,0.839,0.678
"1123","SLC7A7",9056,"Micro_C1QC",0.4,0.289,3.02272304304416,3.39390853313016e-117,1.70649114954318e-112,0.585,0.17
"1124","SLC9A3R1",9368,"Astro_FGFR3",0.455,0.077,2.5761899075391,2.46903246156361e-275,1.2414542119988e-270,0.698,0.396
"1125","SLC9A3R2",9351,"Endo_CLDN5",0.5,0.075,3.71911955864399,5.25828804800214e-39,2.64391981341595e-34,0.724,0.448
"1126","SLCO1A2",6579,"Oligo",0.847,0.265,3.90431385360138,0,0,0.893,0.786
"1127","SLCO1C1",53919,"Astro_FGFR3",0.883,0.097,5.18899212727587,0,0,0.933,0.866
"1128","SLCO2B1",11309,"Micro_C1QC",0.835,0.13,4.63881591908016,0,0,0.9,0.8
"1129","SLIT3",6586,"Neuron",0.873,0.748,2.81936596600938,0,0,0.747,0.494
"1130","SMAD6",4091,"Endo_CLDN5",0.7,0.108,4.60869845285353,2.94881975256057e-88,1.48269605978498e-83,0.828,0.656
"1131","SMO",6608,"VLMC_CYP1B1",0.364,0.158,2.66788023534629,NA,NA,0.607,0.214
"1132","SMOC1",64093,"OPC_MYT1",0.875,0.227,2.9925057173829,0,0,0.894,0.788
"1133","SMOC2",64094,"Peri_MUSTN1",0.656,0.135,4.79468890989307,2.45054802525279e-45,1.23216005257735e-40,0.797,0.594
"1134","SNORD115@",692218,"Neuron",0.994,0.207,3.22083785660278,0,0,0.977,0.954
"1135","SNRK",54861,"Peri_MUSTN1",0.625,0.311,2.65725120681,1.75363075860432e-09,8.81743081733837e-05,0.713,0.426
"1136","SNRPN",6638,"Neuron",0.936,0.502,2.64630522763556,0,0,0.899,0.798
"1137","SNX8",29886,"VLMC_CYP1B1",0.909,0.402,2.58616399761186,5.52149332392329e-05,1,0.765,0.53
"1138","SOCS6",9306,"Micro_C1QC",0.723,0.295,3.32574006276664,2.32522672219184e-312,1.16914724818528e-307,0.789,0.578
"1139","SORL1",6653,"Micro_C1QC",0.98,0.762,2.57781309243678,0,0,0.929,0.858
"1140","SOX6",55553,"OPC_MYT1",0.995,0.455,2.87232606739521,0,0,0.97,0.94
"1141","SOX9",6662,"Astro_FGFR3",0.518,0.092,2.71416338600425,4.39691011597857e-296,2.21081037541518e-291,0.724,0.448
"1142","SP110",3431,"Micro_C1QC",0.456,0.13,2.57049040873905,2.55943172629811e-140,1.28690786629995e-135,0.679,0.358
"1143","SPAG1",6674,"VLMC_CYP1B1",0.364,0.323,2.63754230435567,NA,NA,0.531,0.0620000000000001
"1144","SPAG17",200162,"VLMC_CYP1B1",0.545,0.235,2.6325101959253,0.017821567454058,1,0.681,0.362
"1145","SPARC",6678,"Peri_MUSTN1",0.781,0.229,2.93639228669213,3.23964749829478e-17,1.6289271586176e-12,0.834,0.668
"1146","SPATA22",84690,"Oligo",0.663,0.442,3.04469779691711,0,0,0.705,0.41
"1147","SPATC1",375686,"Astro_FGFR3",0.668,0.157,3.60663146771398,0,0,0.797,0.594
"1148","SPC25",57405,"VLMC_CYP1B1",0.364,0.087,2.52647165678407,0.0308293491933476,1,0.641,0.282
"1149","SPHKAP",80309,"Neuron",0.585,0.167,3.26490603362918,0,0,0.744,0.488
"1150","SPNS3",201305,"Micro_C1QC",0.411,0.348,2.77804721326998,4.42693948863519e-117,2.22590944428066e-112,0.562,0.124
"1151","SPON1",10418,"Astro_FGFR3",0.96,0.504,3.10794918783021,0,0,0.938,0.876
"1152","SPP1",6696,"Oligo",0.828,0.147,2.76085548795285,0,0,0.877,0.754
"1153","SPTLC3",55304,"Micro_C1QC",0.411,0.119,4.16927771579619,7.34538495986698e-248,3.69333301167072e-243,0.665,0.33
"1154","SQRDL",58472,"VLMC_CYP1B1",0.364,0.148,3.36004689694949,0.00032904517955338,1,0.621,0.242
"1155","SRGAP2",23380,"Micro_C1QC",1,0.769,3.42736663463971,0,0,0.987,0.974
"1156","SRGAP2B",647135,"Micro_C1QC",1,0.73,3.55861195138283,0,0,0.98,0.96
"1157","SRGAP2C",653464,"Micro_C1QC",0.993,0.627,3.01714103361787,0,0,0.939,0.878
"1158","SRGN",5552,"Endo_CLDN5",0.714,0.106,3.72935116766931,8.33198331707418e-65,4.18940453165807e-60,0.833,0.666
"1159","SRPX2",27286,"VLMC_CYP1B1",0.909,0.066,3.67239342024586,1.45279970087988e-14,7.30482217599412e-10,0.942,0.884
"1160","SRRM3",222183,"Neuron",0.98,0.554,2.791715161238,0,0,0.955,0.91
"1161","SRRM4",84530,"Neuron",0.963,0.416,3.68622954876908,0,0,0.96,0.92
"1162","SSC5D",284297,"VLMC_CYP1B1",0.636,0.123,3.82983649557741,3.44858454776498e-11,1.73398279646171e-06,0.782,0.564
"1163","ST18",9705,"Oligo",0.998,0.265,6.12458272130478,0,0,0.998,0.996
"1164","ST6GAL1",6480,"Micro_C1QC",0.983,0.651,3.87532199500271,0,0,0.97,0.94
"1165","ST6GALNAC1",55808,"Endo_CLDN5",0.429,0.142,4.6888269882542,2.49585064082258e-111,1.254938660712e-106,0.668,0.336
"1166","ST6GALNAC5",81849,"Neuron",0.836,0.295,3.09006583685574,0,0,0.861,0.722
"1167","ST8SIA6",338596,"Endo_CLDN5",0.7,0.184,4.70298771232917,3.31863801507151e-96,1.66864438035811e-91,0.812,0.624
"1168","STAB1",23166,"Micro_C1QC",0.415,0.022,5.13724289416812,0,0,0.7,0.4
"1169","STIL",6491,"VLMC_CYP1B1",0.545,0.26,2.65228338843402,0.0296146435684899,1,0.673,0.346
"1170","STK32A",202374,"OPC_MYT1",0.872,0.176,4.54152978977413,0,0,0.914,0.828
"1171","STK33",65975,"Astro_FGFR3",0.866,0.399,2.75968219820988,0,0,0.865,0.73
"1172","STON1-GTF2A1L",286749,"VLMC_CYP1B1",0.455,0.109,4.3373837768271,6.76166788157236e-14,3.3998342275334e-09,0.691,0.382
"1173","STON2",85439,"Astro_FGFR3",0.939,0.253,3.50340311339897,0,0,0.943,0.886
"1174","STOX1",219736,"Astro_FGFR3",0.829,0.401,2.99784859774282,0,0,0.839,0.678
"1175","STXBP5L",9515,"Neuron",0.997,0.715,2.7473960032452,0,0,0.964,0.928
"1176","STYK1",55359,"Neuron",0.423,0.094,2.65977737097418,0,0,0.679,0.358
"1177","SULF1",23213,"Neuron",0.38,0.2,3.07723583559972,2.47290928222307e-249,1.24340351619458e-244,0.607,0.214
"1178","SULF2",55959,"OPC_MYT1",0.886,0.358,3.24893427111144,0,0,0.885,0.77
"1179","SUSD3",203328,"Micro_C1QC",0.483,0.08,4.76256855949773,0,0,0.718,0.436
"1180","SVIL",6840,"VLMC_CYP1B1",1,0.646,3.52771796839145,2.13821009859114e-19,1.07511341967261e-14,0.995,0.99
"1181","SVOP",55530,"Neuron",0.852,0.256,2.66738097050923,0,0,0.887,0.774
"1182","SYK",6850,"Micro_C1QC",0.88,0.111,6.02755233778019,0,0,0.931,0.862
"1183","SYN2",6854,"Neuron",0.987,0.389,2.58476413121519,0,0,0.956,0.912
"1184","SYNDIG1",79953,"Micro_C1QC",0.955,0.666,2.94279286684483,0,0,0.918,0.836
"1185","SYNPO2",171024,"VLMC_CYP1B1",0.909,0.446,2.6319358593775,2.62697385935304e-06,0.13208687262213,0.864,0.728
"1186","SYNPR",132204,"Neuron",0.819,0.316,3.85220356521996,0,0,0.845,0.69
"1187","SYT1",6857,"Neuron",0.995,0.502,3.32773465900715,0,0,0.981,0.962
"1188","SYT7",9066,"Neuron",0.745,0.071,2.74006461797832,0,0,0.855,0.71
"1189","SYTL3",94120,"Micro_C1QC",0.392,0.36,2.76153496707078,7.2126940792699e-71,3.6266147099977e-66,0.544,0.0880000000000001
"1190","SYTL5",94122,"Neuron",0.355,0.184,3.11408946415756,7.48365108297147e-225,3.76285460102888e-220,0.599,0.198
"1191","TAL1",6886,"Micro_C1QC",0.499,0.012,4.92832469952134,0,0,0.746,0.492
"1192","TBC1D4",9882,"Endo_CLDN5",0.814,0.552,2.50008588469124,9.68222378264512e-29,4.86831894015179e-24,0.792,0.584
"1193","TBX2",6909,"Peri_MUSTN1",0.625,0.006,5.01787952057663,3.80422542462566e-41,1.91280258575603e-36,0.811,0.622
"1194","TBXAS1",6916,"Micro_C1QC",0.931,0.298,4.80618504922168,0,0,0.947,0.894
"1195","TCERG1L",256536,"Neuron",0.55,0.203,2.82404032357295,0,0,0.711,0.422
"1196","TCN2",6948,"Endo_CLDN5",0.414,0.145,3.55251439848484,1.53899085536812e-30,7.73819991987645e-26,0.654,0.308
"1197","TDRD1",56165,"VLMC_CYP1B1",0.455,0.109,3.10536523609536,0.000302855174570573,1,0.687,0.374
"1198","TDRD10",126668,"Endo_CLDN5",0.357,0.19,2.62814734159701,1.11464959477276e-15,5.60456962747692e-11,0.6,0.2
"1199","TEK",7010,"Endo_CLDN5",0.657,0.306,2.70319585872625,1.92161554803876e-28,9.66207513709368e-24,0.749,0.498
"1200","TENM3",55714,"Neuron",0.936,0.547,2.50769218745289,0,0,0.89,0.78
"1201","TESC",54997,"Peri_MUSTN1",0.531,0.298,2.5089077969043,1.3569760825891e-08,0.000682301144086628,0.664,0.328
"1202","TF",7018,"Oligo",0.994,0.63,3.70948208497439,0,0,0.982,0.964
"1203","TFEC",22797,"Micro_C1QC",0.521,0.282,4.79720907366998,0,0,0.676,0.352
"1204","TFRC",7037,"Endo_CLDN5",0.614,0.404,2.59464374520154,7.45140090869169e-19,3.74663889089927e-14,0.68,0.36
"1205","TGFB1",7040,"Micro_C1QC",0.507,0.238,2.89841284414828,3.65126885019332e-201,1.8358944905657e-196,0.671,0.342
"1206","TGFBR1",7046,"Micro_C1QC",0.508,0.162,3.06634449641578,1.66541846329522e-172,8.3738905752947e-168,0.698,0.396
"1207","TGFBR2",7048,"Micro_C1QC",0.628,0.095,4.06364997529117,0,0,0.791,0.582
"1208","TGFBR3",7049,"VLMC_CYP1B1",1,0.532,2.79918296306165,2.61565974014572e-12,1.31517987394267e-07,0.949,0.898
"1209","TGM2",7052,"Endo_CLDN5",0.643,0.08,5.43936069409465,7.01354075207861e-221,3.52647842555264e-216,0.807,0.614
"1210","THBS1",7057,"VLMC_CYP1B1",0.364,0.085,3.1825158071002,0.00180504528863779,1,0.648,0.296
"1211","THSD1",55901,"Astro_FGFR3",0.487,0.167,2.55028865596784,2.11874990195747e-237,1.06532863820324e-232,0.684,0.368
"1212","TIE1",7075,"Endo_CLDN5",0.543,0.083,4.8544280089396,6.28707970659797e-79,3.16120654727453e-74,0.749,0.498
"1213","TIMP1",7076,"Peri_MUSTN1",0.375,0.047,3.33616485518749,1.5328982385776e-12,7.70756563339201e-08,0.672,0.344
"1214","TLK2P1",646202,"Neuron",0.421,0.067,2.73965861451171,0,0,0.685,0.37
"1215","TM4SF1",4071,"Endo_CLDN5",0.543,0.009,5.81144396720478,2.25185421471532e-74,1.13225481770101e-69,0.769,0.538
"1216","TM4SF18",116441,"Endo_CLDN5",0.386,0.008,5.91221821246438,4.44158905211829e-60,2.2332753912956e-55,0.69,0.38
"1217","TMEM132C",92293,"VLMC_CYP1B1",1,0.553,2.74305924063363,3.31635098733588e-09,0.000166749443994236,0.95,0.9
"1218","TMEM144",55314,"Oligo",0.988,0.366,3.16857406611348,0,0,0.972,0.944
"1219","TMEM156",80008,"Micro_C1QC",0.653,0.198,5.09596865112722,0,0,0.781,0.562
"1220","TMEM165",55858,"Oligo",0.961,0.561,2.77768122402274,0,0,0.923,0.846
"1221","TMEM220-AS1",101101775,"Astro_FGFR3",0.485,0.176,2.60713977708736,1.35557303345517e-257,6.81595676951594e-253,0.682,0.364
"1222","TMEM235",283999,"Oligo",0.602,0.03,4.61187306546287,0,0,0.794,0.588
"1223","TMEM261P1",100289059,"Neuron",0.79,0.067,3.47046211723734,0,0,0.881,0.762
"1224","TMEM63A",9725,"Oligo",0.907,0.179,3.38704478730551,0,0,0.926,0.852
"1225","TMEM98",26022,"Oligo",0.6,0.039,4.77628710251985,0,0,0.79,0.58
"1226","TMIGD3",57413,"Micro_C1QC",0.488,0.114,3.75583850741791,2.34724008304319e-295,1.18021578615495e-290,0.709,0.418
"1227","TMTC4",84899,"Oligo",0.704,0.335,2.57555024728125,0,0,0.754,0.508
"1228","TNFAIP8L1",126282,"VLMC_CYP1B1",0.455,0.284,2.8327041742977,0.00227065004717574,1,0.612,0.224
"1229","TNFRSF19",55504,"VLMC_CYP1B1",1,0.197,4.51009451729029,2.84709517682857e-20,1.43154792586117e-15,0.995,0.99
"1230","TNFRSF1B",7133,"Micro_C1QC",0.464,0.082,3.69253542506527,0,0,0.707,0.414
"1231","TNFSF10",8743,"Endo_CLDN5",0.571,0.043,4.09819140781237,2.91143660998127e-52,1.46389944186468e-47,0.773,0.546
"1232","TNR",7143,"OPC_MYT1",1,1,2.74270948780017,0,0,0.992,0.984
"1233","TNS1",7145,"Peri_MUSTN1",0.625,0.2,2.68566720060567,7.60818987429337e-12,3.82547395069345e-07,0.75,0.5
"1234","TNXB",7148,"VLMC_CYP1B1",0.455,0.229,3.55875520810953,0.0387104852619288,1,0.611,0.222
"1235","TP63",8626,"VLMC_CYP1B1",0.364,0.203,3.12460347083557,0.0325693280704579,1,0.594,0.188
"1236","TPD52L1",7164,"Astro_FGFR3",0.779,0.193,3.11869641577842,0,0,0.848,0.696
"1237","TPM1",7168,"VLMC_CYP1B1",1,0.547,2.77239942560952,3.6857382717005e-11,1.85322606039373e-06,0.974,0.948
"1238","TPM2",7169,"Peri_MUSTN1",0.406,0.095,3.66684353759195,1.0807483238243e-15,5.43411064702094e-11,0.671,0.342
"1239","TPRXL",348825,"VLMC_CYP1B1",0.455,0.27,3.39022518479411,8.78750891582906e-05,1,0.611,0.222
"1240","TRG",6965,"Endo_CLDN5",0.386,0.106,3.62169674987241,1.81426935091411e-44,9.12232772333125e-40,0.655,0.31
"1241","TRHDE",29953,"Neuron",0.732,0.39,2.61488655054408,0,0,0.748,0.496
"1242","TRIM22",10346,"Micro_C1QC",0.385,0.132,2.9343617995699,4.24132083850992e-115,2.13257853081117e-110,0.642,0.284
"1243","TRIM38",10475,"Micro_C1QC",0.392,0.108,4.24465577659062,5.7853736478794e-252,2.90894372389024e-247,0.658,0.316
"1244","TRIM59",286827,"Oligo",0.536,0.044,4.95901178309382,0,0,0.756,0.512
"1245","TRPC3",7222,"Peri_MUSTN1",0.75,0.152,3.54514008571537,2.8430410330747e-21,1.42950946184029e-16,0.838,0.676
"1246","TRPM1",4308,"Oligo",0.354,0.28,2.77971631744502,3.29579202716666e-130,1.65715718917967e-125,0.558,0.116
"1247","TRPM6",140803,"Oligo",0.46,0.311,2.69871230482038,1.26581149120126e-205,6.36462675890907e-201,0.608,0.216
"1248","TSPAN15",23555,"Oligo",0.533,0.205,2.64842986147723,0,0,0.698,0.396
"1249","TSPAN18",90139,"VLMC_CYP1B1",0.545,0.221,3.02781850597159,0.0407908468275376,1,0.668,0.336
"1250","TSPAN9",10867,"Endo_CLDN5",0.743,0.374,2.97263990660006,2.32907316996566e-41,1.17108128059043e-36,0.784,0.568
"1251","TTYH2",94015,"Oligo",0.855,0.218,2.86725333447432,0,0,0.884,0.768
"1252","TXNIP",10628,"Peri_MUSTN1",0.688,0.095,3.38936818031231,1.2743302335241e-18,6.40745984718253e-14,0.814,0.628
"1253","TYROBP",7305,"Micro_C1QC",0.497,0.036,5.07938761808625,0,0,0.739,0.478
"1254","UGT8",7368,"Oligo",0.943,0.134,3.99139956353412,0,0,0.957,0.914
"1255","UNC13C",440279,"Neuron",0.806,0.453,2.75149708148296,0,0,0.792,0.584
"1256","UNC5D",137970,"Neuron",0.927,0.535,2.52487972599893,0,0,0.87,0.74
