"","gene","entrez_id","cluster","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"1257","USHBP1",83878,"Endo_CLDN5",0.386,0.126,3.22772014231844,8.73132901428154e-51,4.3901995416709e-46,0.648,0.296
"1258","USP53",54532,"Micro_C1QC",0.873,0.59,2.81034957484119,0,0,0.837,0.674
"1259","USP6NL",9712,"Micro_C1QC",0.684,0.433,2.57729783139478,2.09403618385477e-184,1.05290233360402e-179,0.713,0.426
"1260","UTRN",7402,"Endo_CLDN5",0.971,0.692,2.82115810874087,4.55484010366922e-53,2.29021915252592e-48,0.935,0.87
"1261","VAV1",7409,"Micro_C1QC",0.671,0.493,3.64522966330036,0,0,0.688,0.376
"1262","VAV3",10451,"Astro_FGFR3",0.806,0.377,2.65562113704139,0,0,0.826,0.652
"1263","VCAN",1462,"OPC_MYT1",0.965,0.125,4.05946315085982,0,0,0.97,0.94
"1264","VEGFC",7424,"Endo_CLDN5",0.429,0.093,4.57470900811521,4.36599162905236e-32,2.19526425100382e-27,0.682,0.364
"1265","VIT",5212,"VLMC_CYP1B1",0.727,0.178,4.02640266332712,5.99779705499858e-11,3.01575233722383e-06,0.816,0.632
"1266","VSTM2A",222008,"Neuron",0.511,0.039,2.50397024169094,0,0,0.738,0.476
"1267","VWA1",64856,"Oligo",0.363,0.046,2.78775979868514,1.04515293601407e-314,5.25513347757237e-310,0.663,0.326
"1268","VWC2L",402117,"Neuron",0.414,0.058,3.30419226598555,0,0,0.687,0.374
"1269","VWF",7450,"Endo_CLDN5",0.843,0.333,5.15723132379214,3.48120047059572e-272,1.75038240862023e-267,0.882,0.764
"1270","WBSCR17",64409,"Neuron",0.985,0.828,2.60323611589899,0,0,0.936,0.872
"1271","WDFY4",57705,"Micro_C1QC",0.523,0.102,4.64496615027461,3.95252516672997e-323,1.9873691790835e-318,0.73,0.46
"1272","WDR49",151790,"Astro_FGFR3",0.39,0.196,2.95723378043004,3.49021224554893e-142,1.75491361918446e-137,0.617,0.234
"1273","WDR66",144406,"VLMC_CYP1B1",0.727,0.501,2.65167718325582,NA,NA,0.626,0.252
"1274","WDR86",349136,"VLMC_CYP1B1",0.727,0.111,4.52257545475346,9.09028551267207e-12,4.57068645862664e-07,0.836,0.672
"1275","WIF1",11197,"Astro_FGFR3",0.588,0.147,2.93185932580675,0,0,0.748,0.496
"1276","WISP1",8840,"VLMC_CYP1B1",0.364,0.037,3.23762495540953,0.000257448413263216,1,0.667,0.334
"1277","WNT2B",7482,"Micro_C1QC",0.365,0.176,2.91504942924904,2.45442600851369e-100,1.23410994134077e-95,0.613,0.226
"1278","WNT4",54361,"VLMC_CYP1B1",0.364,0.039,2.89897207538282,0.000944128165683647,1,0.665,0.33
"1279","XAF1",54739,"Endo_CLDN5",0.857,0.139,3.52745148972729,1.56218598373647e-60,7.85482734482536e-56,0.903,0.806
"1280","XYLT1",64131,"OPC_MYT1",0.999,0.791,2.71727081881076,0,0,0.969,0.938
"1281","YAP1",10413,"Astro_FGFR3",0.807,0.235,3.58908017508887,0,0,0.865,0.73
"1282","ZAK",51776,"Peri_MUSTN1",0.562,0.263,2.9924891209764,2.56867599459268e-08,0.00129155597684114,0.681,0.362
"1283","ZBBX",79740,"Neuron",0.656,0.174,2.9717528678962,0,0,0.78,0.56
"1284","ZDHHC9",51114,"Oligo",0.705,0.29,2.91037987001018,0,0,0.772,0.544
"1285","ZFHX3",463,"Micro_C1QC",0.919,0.584,2.69490501868205,0,0,0.867,0.734
"1286","ZFP36L1",677,"Micro_C1QC",0.665,0.176,2.68410612969283,8.20743686638903e-247,4.12678133078907e-242,0.776,0.552
"1287","ZFP36L2",678,"Micro_C1QC",0.655,0.103,3.06293872955743,1.2242098490957e-298,6.15544954223808e-294,0.793,0.586
"1288","ZFPM2-AS1",102723356,"Micro_C1QC",0.497,0.301,3.75641546741819,2.98211605654434e-226,1.49943777439106e-221,0.643,0.286
"1289","ZIC1",7545,"VLMC_CYP1B1",0.364,0.013,2.53335316320698,4.48679165189744e-05,1,0.675,0.35
"1290","ZMAT4",79698,"Neuron",0.862,0.398,3.81530821578113,0,0,0.87,0.74
"1291","ZNF366",167465,"Endo_CLDN5",0.557,0.069,5.2277907655558,1.72255308396164e-74,8.6611691614675e-70,0.761,0.522
"1292","ZNF385B",151126,"Neuron",0.915,0.322,3.7282750300298,0,0,0.925,0.85
"1293","ZNF423",23090,"Astro_FGFR3",0.836,0.386,2.62367840132253,0,0,0.837,0.674
"1294","ZNF710",374655,"Micro_C1QC",0.9,0.509,2.96068352975297,0,0,0.865,0.73
"1295","ZNF804B",219578,"Neuron",0.848,0.505,3.05913543187959,0,0,0.821,0.642
"1296","ZNRF3",84133,"Astro_FGFR3",0.997,0.792,2.83433877644338,0,0,0.96,0.92
