"","gene","entrez_id","cluster","adapted_cluster_name","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"919","PDE8B",8622,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.783,2.64263552680821,4.4036201008166e-16,2.21418422289159e-11,0.864,0.728
"920","PDGFRA",5156,"OPC_MYT1","OPC",0.97,0.293,4.64714489020152,0,0,0.975,0.95
"921","PDZRN3",23024,"VLMC_CYP1B1","VLMC_CYP1B1",1,0.748,2.52255793624206,1.49495857137569e-07,0.0075168011927341,0.97,0.94
"922","PEAR1",375033,"Peri_MUSTN1","Peri_MUSTN1",0.438,0.021,5.02071012611951,9.08306245944272e-47,4.56705463523239e-42,0.713,0.426
"923","PHF21B",112885,"Astro_FGFR3","Astrocyte",0.807,0.36,3.25833619783571,0,0,0.84,0.68
"924","PHKA1",5255,"Astro_FGFR3","Astrocyte",0.557,0.264,2.59474262314375,0,0,0.696,0.392
"925","PHKG1",5260,"Astro_FGFR3","Astrocyte",0.361,0.144,2.65875452393444,6.72210868504895e-241,3.37994346792946e-236,0.625,0.25
"926","PHLDA1",22822,"OPC_MYT1","OPC",0.516,0.174,3.02046779743263,3.72938645457347e-231,1.87517280322409e-226,0.702,0.404
"927","PHLDB1",23187,"Oligo","Oligo",0.933,0.41,3.22343332388138,0,0,0.925,0.85
"928","PHYHD1",254295,"Astro_FGFR3","Astrocyte",0.646,0.229,3.98718873993836,0,0,0.772,0.544
"929","PI16",221476,"Oligo","Oligo",0.393,0.091,3.34880470190038,0,0,0.665,0.33
"930","PIEZO2",63895,"Oligo","Oligo",0.866,0.67,3.20920820346861,0,0,0.827,0.654
"931","PIK3AP1",118788,"Micro_C1QC","Microglia",0.552,0.332,4.51318019045624,0,0,0.683,0.366
"932","PIK3CD",5293,"Micro_C1QC","Microglia",0.645,0.637,2.55101901028618,7.243351128218e-159,3.64202938077929e-154,0.602,0.204
"933","PIK3R3",8503,"Endo_CLDN5","Endothelial",0.814,0.729,2.52745761656077,1.99049552437849e-19,1.00084105461275e-14,0.709,0.418
"934","PIK3R5",23533,"Micro_C1QC","Microglia",0.673,0.214,5.48230776244205,0,0,0.797,0.594
"935","PILRA",29992,"Micro_C1QC","Microglia",0.541,0.493,2.6087082520078,3.37653323329442e-158,1.69775467503277e-153,0.601,0.202
"936","PIP4K2A",5305,"Oligo","Oligo",0.994,0.766,3.2338786129513,0,0,0.977,0.954
"937","PITPNC1",26207,"Astro_FGFR3","Astrocyte",0.999,0.909,2.88106159809908,0,0,0.979,0.958
"938","PKP2",5318,"Inh_LAMP5","LAMP5.PAX6.Other",0.819,0.47,2.99366531094852,0,0,0.811,0.622
"939","PLA2G16",11145,"Oligo","Oligo",0.678,0.241,3.43002450416923,0,0,0.783,0.566
"940","PLA2G4A",5321,"Micro_C1QC","Microglia",0.587,0.431,3.29640781751839,1.03425497402896e-228,5.200337434915e-224,0.657,0.314
"941","PLAC9",219348,"Peri_MUSTN1","Peri_MUSTN1",0.531,0.226,3.6872991435837,1.10080693779251e-27,5.53496736391453e-23,0.708,0.416
"942","PLCB2",5330,"Micro_C1QC","Microglia",0.475,0.1,4.06085860829612,5.36904971087468e-314,2.6996118851249e-309,0.705,0.41
"943","PLCB4",5332,"Endo_CLDN5","Endothelial",0.814,0.761,2.73446916134708,4.00182014602823e-24,2.01215518762446e-19,0.746,0.492
"944","PLCE1",51196,"Peri_MUSTN1","Peri_MUSTN1",0.812,0.532,3.27546058467637,8.17240850627797e-35,4.10916872104163e-30,0.832,0.664
"945","PLD1",5337,"Oligo","Oligo",0.896,0.49,3.15301425120913,0,0,0.892,0.784
"946","PLEKHA4",57664,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.343,2.78057435731701,0.0211867804096443,1,0.621,0.242
"947","PLEKHA7",144100,"Astro_FGFR3","Astrocyte",0.831,0.455,2.80846361547812,0,0,0.832,0.664
"948","PLEKHB1",58473,"Oligo","Oligo",0.68,0.128,2.85747669954144,0,0,0.797,0.594
"949","PLEKHG2",64857,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.107,3.81702574466749,7.48645649318793e-44,3.76426518933983e-39,0.653,0.306
"950","PLEKHG3",26030,"Oligo","Oligo",0.506,0.12,3.20278958705977,0,0,0.715,0.43
"951","PLEKHH1",57475,"Oligo","Oligo",0.972,0.492,3.67256202009426,0,0,0.959,0.918
"952","PLEKHH2",130271,"OPC_MYT1","OPC",0.915,0.418,2.87809377059517,0,0,0.902,0.804
"953","PLIN5",440503,"Astro_FGFR3","Astrocyte",0.619,0.222,3.95894450997284,0,0,0.759,0.518
"954","PLLP",51090,"Oligo","Oligo",0.807,0.184,3.48205946225539,0,0,0.871,0.742
"955","PLOD1",5351,"Peri_MUSTN1","Peri_MUSTN1",0.5,0.369,2.5538319103877,9.11973831990789e-11,4.58549562463289e-06,0.619,0.238
"956","PLP1",5354,"Oligo","Oligo",0.997,0.233,6.27055686689127,0,0,0.997,0.994
"957","PLSCR1",5359,"Endo_CLDN5","Endothelial",0.429,0.227,2.7112824072644,5.87582008349411e-13,2.95442109618167e-08,0.628,0.256
"958","PLTP",5360,"Astro_FGFR3","Astrocyte",0.359,0.112,2.80020267175931,7.34451324309459e-266,3.69289470376039e-261,0.638,0.276
"959","PLXDC1",57125,"Peri_MUSTN1","Peri_MUSTN1",0.906,0.559,3.33075087309508,4.34286369759487e-30,2.18363529578767e-25,0.884,0.768
"960","PLXDC2",84898,"Micro_C1QC","Microglia",1,0.907,3.24901548913483,0,0,0.994,0.988
"961","PLXNB3",5365,"Oligo","Oligo",0.58,0.072,2.65356641716653,0,0,0.761,0.522
"962","PMP22",5376,"Oligo","Oligo",0.738,0.153,3.54142731693822,0,0,0.835,0.67
"963","PODXL",5420,"Endo_CLDN5","Endothelial",0.943,0.595,4.49423487247965,3.20853000422701e-171,1.61328097142538e-166,0.936,0.872
"964","PON2",5445,"Astro_FGFR3","Astrocyte",0.918,0.152,2.7081552425626,0,0,0.922,0.844
"965","PPAP2B",8613,"Astro_FGFR3","Astrocyte",0.941,0.209,3.06497036094134,0,0,0.94,0.88
"966","PPAP2C",8612,"Oligo","Oligo",0.394,0.058,4.06599083097838,0,0,0.678,0.356
"967","PPAPDC1A",196051,"OPC_MYT1","OPC",0.721,0.225,3.0435934625736,0,0,0.805,0.61
"968","PPP1R13L",10848,"VLMC_CYP1B1",NA,0.364,0.243,2.50513448937709,NA,NA,0.561,0.122
"969","PPP1R14A",94274,"Oligo","Oligo",0.789,0.037,4.6721910662913,0,0,0.889,0.778
"970","PPP1R16A",84988,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.29,2.90475709851934,0.0110501663713168,1,0.61,0.22
"971","PPP1R3C",5507,"Astro_FGFR3","Astrocyte",0.595,0.049,4.18950406438403,0,0,0.78,0.56
"972","PRDM16",63976,"Astro_FGFR3","Astrocyte",0.912,0.133,4.81991030178122,0,0,0.946,0.892
"973","PRELID2",153768,"Inh_LAMP5","LAMP5.PAX6.Other",0.96,0.689,2.92577519652842,0,0,0.889,0.778
"974","PREX2",80243,"Astro_FGFR3","Astrocyte",0.971,0.371,2.69846837438619,0,0,0.946,0.892
"975","PRIMA1",145270,"Oligo","Oligo",0.393,0.044,4.09464108796702,0,0,0.682,0.364
"976","PRKCD",5580,"Micro_C1QC","Microglia",0.415,0.215,2.75630889147447,1.61442806517802e-124,8.11750575452159e-120,0.625,0.25
"977","PROCR",10544,"Endo_CLDN5","Endothelial",0.371,0.316,2.56698533983651,7.60958911120033e-08,0.00382617750100264,0.554,0.108
"978","PRODH",5625,"Astro_FGFR3","Astrocyte",0.948,0.163,4.66552942558686,0,0,0.964,0.928
"979","PROS1",5627,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.427,2.53879220145153,0.0192074538622963,1,0.561,0.122
"980","PROSER2",254427,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.167,3.46892383640159,4.88491998886102e-06,0.245618661959921,0.669,0.338
"981","PRR5L",79899,"Oligo","Oligo",0.732,0.239,3.96739924211759,0,0,0.821,0.642
"982","PRTG",283659,"Endo_CLDN5","Endothelial",0.743,0.516,2.96319886034115,5.45444864170293e-40,2.74255132153465e-35,0.726,0.452
"983","PSD2",84249,"Astro_FGFR3","Astrocyte",0.934,0.525,2.96120315991335,0,0,0.908,0.816
"984","PSME1",5720,"Peri_MUSTN1","Peri_MUSTN1",0.406,0.178,2.6595143615354,2.35225927637751e-09,0.000118273948675537,0.644,0.288
"985","PTAFR",5724,"Micro_C1QC","Microglia",0.573,0.405,3.35202717644774,0,0,0.67,0.34
"986","PTGDS",5730,"Oligo","Oligo",0.995,0.313,3.08568322296341,0,0,0.974,0.948
"987","PTGFR",5737,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.133,4.28859896927428,8.48252316964591e-07,0.0426509747492966,0.732,0.464
"988","PTH1R",5745,"Peri_MUSTN1","Peri_MUSTN1",0.656,0.067,3.87244339561241,1.64089915964253e-23,8.25060506459859e-19,0.807,0.614
"989","PTHLH",5744,"Inh_VIP","VIP",0.663,0.079,3.85246993958388,0,0,0.812,0.624
"990","PTN",5764,"Peri_MUSTN1","Peri_MUSTN1",0.969,0.333,2.87132754759135,1.38488840227019e-24,6.96335737545474e-20,0.942,0.884
"991","PTPRB",5787,"Endo_CLDN5","Endothelial",0.971,0.598,3.21496485116911,2.49846688922414e-64,1.25625413657079e-59,0.946,0.892
"992","PTPRC",5788,"Micro_C1QC","Microglia",0.789,0.171,4.94167500296152,0,0,0.869,0.738
"993","PTPRU",10076,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.338,2.63119781477356,0.00339389032223427,1,0.65,0.3
"994","PTPRZ1",5803,"OPC_MYT1","OPC",1,0.541,3.58766511231293,0,0,0.997,0.994
"995","PTRF",284119,"Endo_CLDN5","Endothelial",0.571,0.389,2.86581254999775,1.13125232240312e-43,5.68804980227511e-39,0.663,0.326
"996","PVALB",5816,"Inh_PVALB","PVALB",0.648,0.055,3.49428681501481,0,0,0.811,0.622
"997","PXK",54899,"Oligo","Oligo",0.989,0.84,2.84329948827518,0,0,0.955,0.91
"998","PXN",5829,"Endo_CLDN5","Endothelial",0.614,0.474,2.7174776065545,1.14152374413216e-28,5.73969553787092e-24,0.665,0.33
"999","PYGM",5837,"Astro_FGFR3","Astrocyte",0.507,0.048,4.17178010442553,0,0,0.74,0.48
"1000","PYGO1",26108,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.387,2.75507722780982,9.10833603150143e-06,0.457976243999923,0.813,0.626
"1001","QDPR",5860,"Oligo","Oligo",0.907,0.486,3.52184613553648,0,0,0.896,0.792
"1002","R3HDML",140902,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.077,3.16856533083299,2.13435269092834e-16,1.07317387652568e-11,0.657,0.314
"1003","RAB34",83871,"Astro_FGFR3","Astrocyte",0.412,0.014,3.60351691059492,0,0,0.7,0.4
"1004","RAB39A",54734,"Micro_C1QC","Microglia",0.511,0.463,2.6140866648592,1.02298462796883e-90,5.14366900789007e-86,0.575,0.15
"1005","RADIL",55698,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.444,3.06254777992536,0.00015442451160305,1,0.714,0.428
"1006","RAMP2",10266,"Endo_CLDN5","Endothelial",0.486,0.024,5.01631654393428,4.40483260183462e-54,2.21479388052847e-49,0.735,0.47
"1007","RANBP3L",202151,"Astro_FGFR3","Astrocyte",0.957,0.213,4.42944553747765,0,0,0.966,0.932
"1008","RAPGEF3",10411,"Astro_FGFR3","Astrocyte",0.804,0.161,2.66692190568675,0,0,0.857,0.714
"1009","RASGEF1C",255426,"Micro_C1QC","Microglia",0.949,0.568,3.99495275233376,0,0,0.928,0.856
"1010","RASGRP3",25780,"Oligo","Oligo",0.686,0.503,2.82533158558443,0,0,0.705,0.41
"1011","RASIP1",54922,"Endo_CLDN5","Endothelial",0.486,0.289,3.11764416722592,4.80784528635596e-33,2.41743268843264e-28,0.649,0.298
"1012","RASSF2",9770,"Oligo","Oligo",0.634,0.365,2.60068989308489,0,0,0.715,0.43
"1013","RASSF3",283349,"Endo_CLDN5","Endothelial",0.557,0.45,2.55725183277995,1.21583978794647e-27,6.11336403777364e-23,0.637,0.274
"1014","RBM47",54502,"Micro_C1QC","Microglia",0.919,0.843,4.07656613116018,0,0,0.805,0.61
"1015","RBMS2",5939,"Endo_CLDN5","Endothelial",0.686,0.614,2.56005821628905,3.68787204612935e-34,1.8542989435143e-29,0.674,0.348
"1016","RERGL",79785,"Peri_MUSTN1","Peri_MUSTN1",0.656,0.029,6.70740728434976,1.475177973307e-117,7.4173423675849e-113,0.823,0.646
"1017","RFX2",5990,"Astro_FGFR3","Astrocyte",0.791,0.392,2.93744478559475,0,0,0.811,0.622
"1018","RFX4",5992,"Astro_FGFR3","Astrocyte",0.458,0.061,3.67177631544124,0,0,0.709,0.418
"1019","RGCC",28984,"Oligo","Oligo",0.494,0.109,2.62273694740697,0,0,0.708,0.416
"1020","RGL3",57139,"Astro_FGFR3","Astrocyte",0.557,0.316,2.89149347776565,0,0,0.687,0.374
"1021","RGMA",56963,"Astro_FGFR3","Astrocyte",0.73,0.238,3.22680354522087,0,0,0.806,0.612
"1022","RGPD3",653489,"Endo_CLDN5","Endothelial",0.471,0.618,2.73330051558816,3.18759899207005e-36,1.60275664920274e-31,0.486,0.028
"1023","RGS10",6001,"Micro_C1QC","Microglia",0.617,0.174,5.20002169489886,0,0,0.772,0.544
"1024","RGS16",6004,"Inh_VIP","VIP",0.483,0.026,3.08477050890277,0,0,0.731,0.462
"1025","RGS20",8601,"Astro_FGFR3","Astrocyte",0.92,0.419,3.81287144587751,0,0,0.918,0.836
"1026","RGS3",5998,"Endo_CLDN5","Endothelial",0.514,0.315,2.85708379036213,1.55553473784484e-33,7.82138421535762e-29,0.662,0.324
"1027","RGS5",8490,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.44,4.0831248752155,4.67554285577055e-39,2.35090970330999e-34,0.941,0.882
"1028","RGS8",85397,"Inh_VIP","VIP",0.592,0.173,3.15736515080909,0,0,0.745,0.49
"1029","RGS9",8787,"Astro_FGFR3","Astrocyte",0.555,0.393,2.82422319518206,0,0,0.647,0.294
"1030","RHBDF2",79651,"Micro_C1QC","Microglia",0.673,0.165,5.17161212747881,0,0,0.806,0.612
"1031","RHOC",389,"Endo_CLDN5","Endothelial",0.386,0.054,3.52552821907953,6.11539464579102e-25,3.07488158185019e-20,0.673,0.346
"1032","RHOU",58480,"Oligo","Oligo",0.819,0.537,2.84666133549988,0,0,0.778,0.556
"1033","RIN3",79890,"Micro_C1QC","Microglia",0.755,0.468,3.4241448128161,0,0,0.764,0.528
"1034","RLBP1",6017,"Astro_FGFR3","Astrocyte",0.406,0.043,3.77025371810481,0,0,0.689,0.378
"1035","RNASE1",6035,"Oligo","Oligo",0.816,0.087,4.52399238991212,0,0,0.894,0.788
"1036","RNASEH2B-AS1",100874255,"Micro_C1QC","Microglia",0.389,0.102,3.92003860551876,6.11246655330286e-220,3.07340930766621e-215,0.658,0.316
"1037","RNASET2",8635,"Micro_C1QC","Microglia",0.871,0.418,3.59199743795776,0,0,0.884,0.768
"1038","RND3",390,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.108,2.62631691916014,7.20364622528364e-05,1,0.737,0.474
"1039","RNF135",84282,"Micro_C1QC","Microglia",0.5,0.252,3.14686034384459,2.18785266955412e-268,1.10007420077851e-263,0.668,0.336
"1040","RNF144B",255488,"Endo_CLDN5","Endothelial",0.814,0.498,3.28109831680152,2.81703701993833e-66,1.41643438399519e-61,0.824,0.648
"1041","RNF152",220441,"Peri_MUSTN1","Peri_MUSTN1",0.688,0.16,4.00847273790374,1.46227691992829e-27,7.35247458109142e-23,0.808,0.616
"1042","RNF182",221687,"Astro_FGFR3","Astrocyte",0.56,0.193,3.03596565867126,0,0,0.719,0.438
"1043","RNF219-AS1",100874222,"Astro_FGFR3","Astrocyte",0.99,0.467,5.86385024395553,0,0,0.99,0.98
"1044","RNF220",55182,"Oligo","Oligo",0.996,0.738,4.39233651234628,0,0,0.991,0.982
"1045","RNF43",54894,"Astro_FGFR3","Astrocyte",0.438,0.16,3.31788300102933,0,0,0.666,0.332
"1046","ROBO4",54538,"Endo_CLDN5","Endothelial",0.414,0.009,4.468634842911,1.31965897756306e-53,6.63537730508481e-49,0.704,0.408
"1047","ROR2",4920,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.512,4.16762660883997,8.53856047384159e-16,4.29327359185229e-11,0.687,0.374
"1048","ROS1",6098,"Pyramidal","Pyramidal",0.374,0.126,2.60310968024946,0,0,0.634,0.268
"1049","RP2",6102,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.315,2.88777913257584,0.0416095240038364,1,0.691,0.382
"1050","RPH3AL",9501,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.31,2.77527186860608,0.000427644167030794,1,0.713,0.426
"1051","RPS12P5",100271053,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.012,4.20190651341724,2.07697508313366e-09,0.000104432384155043,0.724,0.448
"1052","RPS6KA1",6195,"Micro_C1QC","Microglia",0.467,0.305,3.19972375995348,8.79848141801604e-285,4.42396444179264e-280,0.631,0.262
"1053","RRBP1",6238,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.267,2.60013326036141,0.0137150335709743,1,0.624,0.248
"1054","RREB1",6239,"Micro_C1QC","Microglia",0.621,0.375,3.46087403773097,0,0,0.712,0.424
"1055","RTKN",6242,"Oligo","Oligo",0.358,0.063,2.83114271091967,0,0,0.654,0.308
"1056","RUNX1",861,"Micro_C1QC","Microglia",0.821,0.273,5.18579553912958,0,0,0.877,0.754
"1057","RUNX2",860,"Micro_C1QC","Microglia",0.688,0.422,2.96072775417113,1.49923337896674e-304,7.53829535278264e-300,0.736,0.472
"1058","RXFP1",59350,"Pyramidal","Pyramidal",0.773,0.31,3.15482997752602,0,0,0.814,0.628
"1059","S100A13",6284,"Astro_FGFR3","Astrocyte",0.492,0.119,3.00721086195534,0,0,0.708,0.416
"1060","S100A6",6277,"Peri_MUSTN1","Peri_MUSTN1",0.469,0.328,2.77746318881602,7.03048755064478e-19,3.5349994453397e-14,0.638,0.276
"1061","S100B",6285,"Oligo","Oligo",0.716,0.122,2.51994541336585,0,0,0.815,0.63
"1062","S100Z",170591,"Micro_C1QC","Microglia",0.499,0.347,3.6570835908972,0,0,0.638,0.276
"1063","SAMD9L",219285,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.03,3.27070695370641,8.62455975572375e-05,1,0.671,0.342
"1064","SAMSN1",64092,"Micro_C1QC","Microglia",0.595,0.121,5.28131517474155,0,0,0.77,0.54
"1065","SAP30L-AS1",386627,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.181,2.65323310872211,0.000461251294204319,1,0.665,0.33
"1066","SATB2",23314,"Pyramidal","Pyramidal",0.993,0.302,3.16055013611056,0,0,0.977,0.954
"1067","SCARA3",51435,"Astro_FGFR3","Astrocyte",0.939,0.553,2.68006519016715,0,0,0.9,0.8
"1068","SCARA5",286133,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.188,3.75787520750801,3.91567776785443e-10,1.96884193845488e-05,0.664,0.328
"1069","SCD",6319,"Oligo","Oligo",0.928,0.228,4.21457267300042,0,0,0.942,0.884
"1070","SCN4A",6329,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.117,3.57387089791196,1.501160110545e-35,7.5479831518313e-31,0.644,0.288
"1071","SDC2",6383,"Astro_FGFR3","Astrocyte",0.598,0.219,2.96915267850423,0,0,0.736,0.472
"1072","SDC4",6385,"Astro_FGFR3","Astrocyte",0.503,0.054,3.92692735218753,0,0,0.737,0.474
"1073","SELPLG",6404,"Micro_C1QC","Microglia",0.468,0.034,5.23240425248396,0,0,0.724,0.448
"1074","SEMA3B",7869,"Oligo","Oligo",0.576,0.061,3.19048220787649,0,0,0.766,0.532
"1075","SEMA3C",10512,"Oligo","Oligo",0.638,0.419,2.68580229359726,0,0,0.701,0.402
"1076","SEMA3G",56920,"Endo_CLDN5","Endothelial",0.486,0.003,5.3643392163223,6.73214260450463e-85,3.38498862297098e-80,0.742,0.484
"1077","SEPP1",6414,"Oligo","Oligo",0.493,0.074,3.69418511980302,0,0,0.724,0.448
"1078","SEPT4",5414,"Oligo","Oligo",0.818,0.444,2.60907350517193,0,0,0.815,0.63
"1079","SERPINB9",5272,"Micro_C1QC","Microglia",0.427,0.292,2.7128120589252,2.27929559567664e-109,1.14605261846217e-104,0.598,0.196
"1080","SERPINE1",5054,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.123,3.91269985189767,1.0713911445629e-11,5.38706181397674e-07,0.687,0.374
"1081","SERPING1",710,"Peri_MUSTN1","Peri_MUSTN1",0.531,0.298,3.67199607345536,2.83487764688167e-18,1.42540482962857e-13,0.675,0.35
"1082","SERPINH1",871,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.023,4.22017021955558,7.25267570217915e-13,3.6467178698127e-08,0.812,0.624
"1083","SFMBT2",57713,"Micro_C1QC","Microglia",0.992,0.726,3.43099640094403,0,0,0.969,0.938
"1084","SFRP1",6422,"Inh_LAMP5","LAMP5.PAX6.Other",0.536,0.148,2.51753739653721,0,0,0.72,0.44
"1085","SFTA1P",207107,"Pyramidal","Pyramidal",0.808,0.045,3.8844981071508,0,0,0.897,0.794
"1086","SFXN5",94097,"Astro_FGFR3","Astrocyte",0.992,0.739,2.6800145242747,0,0,0.961,0.922
"1087","SGPP2",130367,"Endo_CLDN5","Endothelial",0.614,0.488,2.61119789686465,7.43123468950543e-15,3.73649911423023e-10,0.642,0.284
"1088","SH2B3",10019,"Micro_C1QC","Microglia",0.58,0.458,2.76192916565359,7.13999842320454e-199,3.59006260717147e-194,0.644,0.288
"1089","SH3TC1",54436,"Micro_C1QC","Microglia",0.581,0.075,4.50957435651172,0,0,0.773,0.546
"1090","SH3TC2",79628,"Oligo","Oligo",0.737,0.043,5.21118573395178,0,0,0.861,0.722
"1091","SHE",126669,"Endo_CLDN5","Endothelial",0.357,0.169,3.97178493361169,1.70736973125026e-96,8.58482574569943e-92,0.62,0.24
"1092","SHISA8",440829,"Inh_VIP","VIP",0.62,0.022,3.46531190573687,0,0,0.803,0.606
"1093","SHROOM3",57619,"Astro_FGFR3","Astrocyte",0.934,0.621,2.52243171912324,0,0,0.872,0.744
"1094","SHROOM4",57477,"Oligo","Oligo",0.886,0.298,3.75372784731498,0,0,0.911,0.822
"1095","SLC12A4",6560,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.095,3.71099289824168,0.000109480220203733,1,0.736,0.472
"1096","SLC12A7",10723,"Peri_MUSTN1","Peri_MUSTN1",0.719,0.137,4.54851193278797,8.37860265220452e-43,4.21284519955495e-38,0.836,0.672
"1097","SLC13A5",284111,"Astro_FGFR3","Astrocyte",0.465,0.113,3.389475614414,0,0,0.694,0.388
"1098","SLC14A1",6563,"Astro_FGFR3","Astrocyte",0.646,0.029,5.01645007501546,0,0,0.817,0.634
"1099","SLC16A1",6566,"Endo_CLDN5","Endothelial",0.629,0.495,3.0514450572742,2.3161536032076e-23,1.16458519322881e-18,0.658,0.316
"1100","SLC16A12",387700,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.206,4.30661300442421,1.16692449150831e-56,5.86741303575293e-52,0.888,0.776
"1101","SLC16A14",151473,"Endo_CLDN5","Endothelial",0.657,0.511,3.01509066185289,2.41577177042951e-31,1.21467420388966e-26,0.696,0.392
"1102","SLC16A2",6567,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.476,2.57848079841107,0.0159655887608482,1,0.683,0.366
"1103","SLC16A9",220963,"Astro_FGFR3","Astrocyte",0.609,0.238,3.22797725126693,0,0,0.739,0.478
"1104","SLC17A6",57084,"Pyramidal","Pyramidal",0.369,0.039,2.80422303205317,0,0,0.67,0.34
"1105","SLC17A7",57030,"Pyramidal","Pyramidal",0.989,0.114,2.73311238185641,0,0,0.976,0.952
"1106","SLC19A1",6573,"Peri_MUSTN1","Peri_MUSTN1",0.875,0.183,5.26370334187471,3.63189960681699e-67,1.82615544130365e-62,0.921,0.842
"1107","SLC19A3",80704,"Endo_CLDN5","Endothelial",0.529,0.185,4.45247586987855,6.29786414881216e-138,3.16662907266424e-133,0.715,0.43
"1108","SLC1A2",6506,"Astro_FGFR3","Astrocyte",0.997,0.698,4.30196168043858,0,0,0.993,0.986
"1109","SLC1A3",6507,"Astro_FGFR3","Astrocyte",0.998,0.3,3.21604858153138,0,0,0.983,0.966
"1110","SLC22A10",387775,"Pyramidal","Pyramidal",0.607,0.097,3.14014714233121,0,0,0.775,0.55
"1111","SLC22A24",283238,"Pyramidal","Pyramidal",0.864,0.318,3.73298174227953,0,0,0.882,0.764
"1112","SLC22A25",387601,"Pyramidal","Pyramidal",0.912,0.403,3.88595632261144,0,0,0.903,0.806
"1113","SLC22A3",6581,"Inh_VIP","VIP",0.522,0.097,3.40943418745879,0,0,0.732,0.464
"1114","SLC22A9",114571,"Pyramidal","Pyramidal",0.627,0.193,3.09893599172397,0,0,0.761,0.522
"1115","SLC25A18",83733,"Astro_FGFR3","Astrocyte",0.949,0.154,4.58025944238033,0,0,0.964,0.928
"1116","SLC25A48",153328,"Astro_FGFR3","Astrocyte",0.508,0.051,3.39942813805201,0,0,0.736,0.472
"1117","SLC2A1",6513,"Endo_CLDN5","Endothelial",0.9,0.301,4.76172245447915,1.60784333245203e-150,8.08439705990204e-146,0.922,0.844
"1118","SLC2A5",6518,"Micro_C1QC","Microglia",0.795,0.578,4.87087228760504,0,0,0.789,0.578
"1119","SLC30A10",55532,"Peri_MUSTN1","Peri_MUSTN1",0.656,0.23,4.36781273638567,1.17995627613759e-37,5.93293815204739e-33,0.78,0.56
"1120","SLC30A3",7781,"Pyramidal","Pyramidal",0.708,0.096,2.60061180547644,0,0,0.829,0.658
"1121","SLC31A2",1318,"Oligo","Oligo",0.642,0.159,3.82854729081936,0,0,0.782,0.564
"1122","SLC35D2",11046,"Oligo","Oligo",0.728,0.481,3.0484117106912,0,0,0.754,0.508
"1123","SLC35F2",54733,"Endo_CLDN5","Endothelial",0.371,0.444,2.57628677769419,5.2450850824851e-08,0.00263728123032433,0.493,0.014
"1124","SLC38A11",151258,"Peri_MUSTN1","Peri_MUSTN1",0.969,0.44,3.33199367833363,2.54914381113777e-27,1.28173499967818e-22,0.95,0.9
"1125","SLC38A5",92745,"Endo_CLDN5","Endothelial",0.643,0.074,4.69540791322783,2.19559416919442e-97,1.10396670421265e-92,0.805,0.61
"1126","SLC39A12",221074,"Astro_FGFR3","Astrocyte",0.757,0.225,5.04121253535509,0,0,0.846,0.692
"1127","SLC39A8",64116,"Endo_CLDN5","Endothelial",0.571,0.206,3.84095200578854,5.19636039552672e-48,2.61278197047479e-43,0.733,0.466
"1128","SLC40A1",30061,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.062,2.90501932635017,4.81865915177525e-05,1,0.705,0.41
"1129","SLC41A1",254428,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.604,2.56968950540984,0.000264792064019241,1,0.696,0.392
"1130","SLC44A1",23446,"Oligo","Oligo",0.999,0.897,2.89511948418696,0,0,0.991,0.982
"1131","SLC48A1",55652,"Oligo","Oligo",0.596,0.258,2.67037220302658,0,0,0.717,0.434
"1132","SLC4A4",8671,"Astro_FGFR3","Astrocyte",0.987,0.665,3.1369551488033,0,0,0.963,0.926
"1133","SLC5A11",115584,"Oligo","Oligo",0.877,0.629,5.12115952582247,0,0,0.873,0.746
