"","gene","entrez_id","cluster","adapted_cluster_name","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"701","LOC105376325",105376325,"Endo_CLDN5","Endothelial",0.3,0.361,2.51156108231401,2.11973584442724e-27,1.06582437993646e-22,0.499,0.002
"702","LOC105376387",105376387,"Astro_FGFR3","Astrocyte",0.799,0.465,2.67307352513829,0,0,0.809,0.618
"703","LOC105376388",105376388,"Micro_C1QC","Microglia",0.444,0.029,6.01832951960003,0,0,0.714,0.428
"704","LOC105376405",105376405,"Pyramidal","Pyramidal",0.761,0.036,3.46485105857896,0,0,0.872,0.744
"705","LOC105376407",105376407,"Pyramidal","Pyramidal",0.937,0.152,3.83829185347871,0,0,0.955,0.91
"706","LOC105376481",105376481,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.279,4.13443033421475,1.25094957253821e-13,6.28989954567937e-09,0.752,0.504
"707","LOC105376501",105376501,"Pyramidal","Pyramidal",0.454,0.037,2.95065817043618,0,0,0.715,0.43
"708","LOC105376603",105376603,"Micro_C1QC","Microglia",0.625,0.211,5.98978965488322,0,0,0.769,0.538
"709","LOC105376640",105376640,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.251,2.79283027390437,0.0393727856250686,1,0.582,0.164
"710","LOC105376908",105376908,"Micro_C1QC","Microglia",0.485,0.39,2.91573522924733,0,0,0.607,0.214
"711","LOC105376917",105376917,"Astro_FGFR3","Astrocyte",0.774,0.244,4.72615737537888,0,0,0.85,0.7
"712","LOC105377329",105377329,"Pyramidal","Pyramidal",0.667,0.229,2.72875393561521,0,0,0.768,0.536
"713","LOC105377390",105377390,"Pyramidal","Pyramidal",0.368,0.033,4.01475411051973,0,0,0.673,0.346
"714","LOC105377567",105377567,"Inh_SST","SST",0.992,0.81,2.50540288800712,0,0,0.931,0.862
"715","LOC105377632",105377632,"OPC_MYT1","OPC",0.93,0.678,2.76000785500194,0,0,0.885,0.77
"716","LOC105377684",105377684,"Micro_C1QC","Microglia",0.788,0.214,4.70468712644031,0,0,0.858,0.716
"717","LOC105377885",105377885,"Inh_PAX6","LAMP5.PAX6.Other",0.741,0.471,2.77775383374546,4.02807151942768e-135,2.02535464068343e-130,0.71,0.42
"718","LOC105377918",105377918,"Micro_C1QC","Microglia",0.525,0.051,4.95421581987742,0,0,0.748,0.496
"719","LOC105377979",105377979,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.3,4.846188738156,2.19834614760962e-71,1.1053504264796e-66,0.866,0.732
"720","LOC105378030",105378030,"Pyramidal","Pyramidal",0.49,0.08,2.87702551097386,0,0,0.718,0.436
"721","LOC105378031",105378031,"Pyramidal","Pyramidal",0.671,0.301,2.5120750200426,0,0,0.736,0.472
"722","LOC105378111",105378111,"OPC_MYT1","OPC",0.382,0.087,3.34044565089869,1.21336302858959e-237,6.10091064405134e-233,0.66,0.32
"723","LOC105378119",105378119,"Micro_C1QC","Microglia",0.424,0.114,3.31922694840223,1.91169446040777e-204,9.61219091637631e-200,0.67,0.34
"724","LOC105378145",105378145,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.154,5.60529704050823,6.20488916953587e-62,3.11988032333433e-57,0.789,0.578
"725","LOC105378146",105378146,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.052,4.53879962602812,2.64737779452998e-09,0.000133112802886762,0.757,0.514
"726","LOC105378207",105378207,"Pyramidal","Pyramidal",0.397,0.034,3.23654509880367,0,0,0.687,0.374
"727","LOC105378208",105378208,"Pyramidal","Pyramidal",0.534,0.048,3.67029115633993,0,0,0.754,0.508
"728","LOC105378209",105378209,"Pyramidal","Pyramidal",0.527,0.058,3.42188442996225,0,0,0.747,0.494
"729","LOC105378210",105378210,"Pyramidal","Pyramidal",0.36,0.018,2.99392302869829,0,0,0.674,0.348
"730","LOC105378305",105378305,"Micro_C1QC","Microglia",0.793,0.438,5.76434746237663,0,0,0.834,0.668
"731","LOC105378334",105378334,"Pyramidal","Pyramidal",0.851,0.443,2.99717445679459,0,0,0.831,0.662
"732","LOC105378763",105378763,"Astro_FGFR3","Astrocyte",0.737,0.323,2.54977254408514,0,0,0.782,0.564
"733","LOC105379037",105379037,"Pyramidal","Pyramidal",0.464,0.139,3.23177179794717,0,0,0.685,0.37
"734","LOC105379054",105379054,"OPC_MYT1","OPC",0.726,0.046,4.27192876722876,0,0,0.85,0.7
"735","LOC105379082",105379082,"VLMC_CYP1B1","VLMC_CYP1B1",1,0.482,3.59142619737305,3.31100704870828e-15,1.66480745416101e-10,0.998,0.996
"736","LOC105379102",105379102,"VLMC_CYP1B1","VLMC_CYP1B1",0.182,0.354,2.8053189357131,9.5043939869018e-10,4.77890434055409e-05,0.445,0.11
"737","LOC105379364",105379364,"Astro_FGFR3","Astrocyte",0.683,0.59,3.02554330792193,0,0,0.664,0.328
"738","LOC255187",255187,"Oligo","Oligo",0.423,0.102,4.7741595634623,0,0,0.681,0.362
"739","LOC284930",284930,"Pyramidal","Pyramidal",0.849,0.36,4.67792812249318,0,0,0.867,0.734
"740","LOC285626",285626,"Micro_C1QC","Microglia",0.392,0.139,4.46730630546919,0,0,0.648,0.296
"741","LOC400464",400464,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.224,2.87498711416698,0.000120512184324039,1,0.701,0.402
"742","LOC401478",401478,"Micro_C1QC","Microglia",0.715,0.509,3.52697139724197,0,0,0.744,0.488
"743","LOC440896",440896,"Pyramidal","Pyramidal",0.467,0.012,2.95957298146128,0,0,0.73,0.46
"744","LOC642484",642484,"Inh_PAX6","LAMP5.PAX6.Other",0.448,0.05,3.29274361494135,9.20718443815552e-76,4.62946440734898e-71,0.707,0.414
"745","LOC644135",644135,"Peri_MUSTN1","Peri_MUSTN1",0.469,0.126,3.0415051422827,6.54712585464098e-07,0.0329196035097203,0.679,0.358
"746","LOC645321",645321,"Astro_FGFR3","Astrocyte",0.519,0.016,3.37130381121541,0,0,0.752,0.504
"747","LOC648987",648987,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.405,3.5088907674859,4.57119181452113e-11,2.29844095625937e-06,0.73,0.46
"748","LPAR1",1902,"Oligo","Oligo",0.91,0.259,3.55038493048984,0,0,0.928,0.856
"749","LPAR5",57121,"Micro_C1QC","Microglia",0.616,0.28,4.6758016750768,0,0,0.74,0.48
"750","LPAR6",10161,"Micro_C1QC","Microglia",0.971,0.089,6.06083177619622,0,0,0.982,0.964
"751","LPCAT2",54947,"Micro_C1QC","Microglia",0.773,0.212,4.07107228338945,0,0,0.85,0.7
"752","LPL",4023,"Peri_MUSTN1","Peri_MUSTN1",0.469,0.108,3.84062199663474,2.34885274540924e-19,1.18102664891922e-14,0.702,0.404
"753","LRIG1",26018,"Astro_FGFR3","Astrocyte",0.877,0.304,2.86231825955219,0,0,0.882,0.764
"754","LRIG3",121227,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.139,2.57938789643136,3.08397818590173e-05,1,0.635,0.27
"755","LRP2",4036,"Oligo","Oligo",0.651,0.484,4.2694820612022,0,0,0.714,0.428
"756","LRP4",4038,"Astro_FGFR3","Astrocyte",0.852,0.23,2.6849287298816,0,0,0.881,0.762
"757","LRRC63",220416,"Oligo","Oligo",0.537,0.196,3.46148926750328,0,0,0.709,0.418
"758","LSP1",4046,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.196,2.6415896255266,2.77666817144136e-16,1.39613652328243e-11,0.609,0.218
"759","LST1",7940,"Micro_C1QC","Microglia",0.432,0.007,4.99492282745663,0,0,0.714,0.428
"760","LTBP2",4053,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.198,4.32636019480846,9.82978950215842e-09,0.000494251645958027,0.659,0.318
"761","LTC4S",4056,"Micro_C1QC","Microglia",0.477,0.037,4.36754042615866,0,0,0.728,0.456
"762","LURAP1L-AS1",101929467,"Oligo","Oligo",0.495,0.227,3.10301050153742,0,0,0.674,0.348
"763","LUZP2",338645,"OPC_MYT1","OPC",1,0.745,3.00585875422542,0,0,0.984,0.968
"764","LY86",9450,"Micro_C1QC","Microglia",0.605,0.057,5.37402772037856,0,0,0.789,0.578
"765","LY86-AS1",285780,"Pyramidal","Pyramidal",0.93,0.253,4.20542042308677,0,0,0.945,0.89
"766","LYN",4067,"Micro_C1QC","Microglia",0.819,0.459,4.03768808738379,0,0,0.843,0.686
"767","LYPD8",646627,"Pyramidal","Pyramidal",0.586,0.072,3.14902973359539,0,0,0.774,0.548
"768","MAG",4099,"Oligo","Oligo",0.848,0.151,5.38557975484988,0,0,0.91,0.82
"769","MAL",4118,"Oligo","Oligo",0.783,0.098,4.43715201598643,0,0,0.875,0.75
"770","MAML3",55534,"Micro_C1QC","Microglia",0.932,0.695,2.98238093164581,0,0,0.872,0.744
"771","MAP6D1",79929,"Oligo","Oligo",0.424,0.194,2.71866395012288,2.29037954625012e-313,1.15162573965002e-308,0.641,0.282
"772","MARCH3",115123,"Micro_C1QC","Microglia",0.668,0.597,2.50087150100667,2.24305847969343e-185,1.12783223417465e-180,0.655,0.31
"773","MARCKSL1",65108,"Oligo","Oligo",0.579,0.16,2.86121270860147,0,0,0.741,0.482
"774","MB21D1",115004,"Micro_C1QC","Microglia",0.352,0.334,2.7531987734708,5.81006799101247e-159,2.92136028656098e-154,0.543,0.0860000000000001
"775","MBP",4155,"Oligo","Oligo",1,0.686,4.12953089182639,0,0,0.997,0.994
"776","MCHR2",84539,"Pyramidal","Pyramidal",0.864,0.271,4.07393269712713,0,0,0.895,0.79
"777","MCL1",4170,"Endo_CLDN5","Endothelial",0.357,0.147,2.93531529569618,7.09925583824963e-17,3.5695768280303e-12,0.623,0.246
"778","MCOLN3",55283,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.092,4.43197838477126,1.34926567112225e-06,0.067842427209698,0.643,0.286
"779","MECOM",2122,"Endo_CLDN5","Endothelial",0.971,0.467,6.91311254020774,0,0,0.976,0.952
"780","MEGF11",84465,"OPC_MYT1","OPC",0.964,0.514,3.68113273406594,0,0,0.949,0.898
"781","MERTK",10461,"Micro_C1QC","Microglia",0.785,0.503,2.74584343711451,0,0,0.781,0.562
"782","MFSD2A",84879,"Endo_CLDN5","Endothelial",0.671,0.101,5.27924062779857,5.80109910401949e-106,2.91685064049204e-101,0.816,0.632
"783","MGC27382",149047,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.329,3.60602342568693,1.26308846292372e-05,0.635093510042674,0.531,0.0620000000000001
"784","MGLL",11343,"Peri_MUSTN1","Peri_MUSTN1",0.844,0.652,2.78644611018105,2.46218190891792e-19,1.23800968562302e-14,0.815,0.63
"785","MGST1",4257,"Astro_FGFR3","Astrocyte",0.702,0.173,3.47849386904213,0,0,0.809,0.618
"786","MICALL2",79778,"Astro_FGFR3","Astrocyte",0.801,0.44,2.7338289753403,0,0,0.816,0.632
"787","MILR1",284021,"Micro_C1QC","Microglia",0.624,0.256,5.45075049190331,0,0,0.757,0.514
"788","MINOS1-NBL1",100532736,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.117,2.95336376387973,3.86962180303145e-07,0.0194568453878224,0.678,0.356
"789","MIR143HG",728264,"Peri_MUSTN1","Peri_MUSTN1",0.906,0.08,6.5416118946056,1.45910745315727e-284,7.33653818522006e-280,0.949,0.898
"790","MIR4435-1HG",541471,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.42,2.52394924177168,0.000531711441247506,1,0.58,0.16
"791","MIR646HG",284757,"Micro_C1QC","Microglia",0.4,0.261,2.9704314034576,7.81473697614136e-121,3.92932789897364e-116,0.601,0.202
"792","MKNK1",8569,"Micro_C1QC","Microglia",0.813,0.681,2.58543236999347,1.65670610620309e-304,8.33008397259977e-300,0.77,0.54
"793","MLC1",23209,"Astro_FGFR3","Astrocyte",0.636,0.094,3.99831217748794,0,0,0.798,0.596
"794","MLIP",90523,"Pyramidal","Pyramidal",0.989,0.311,4.28413719951871,0,0,0.986,0.972
"795","MLKL",197259,"Endo_CLDN5","Endothelial",0.4,0.224,2.80721592408217,1.62483716730307e-12,8.16984376091655e-08,0.61,0.22
"796","MMD2",221938,"Astro_FGFR3","Astrocyte",0.988,0.597,3.25717725719667,0,0,0.962,0.924
"797","MMP2",4313,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.044,3.22138081750461,0.000168075798602606,1,0.665,0.33
"798","MMP28",79148,"Astro_FGFR3","Astrocyte",0.562,0.288,2.67720125048375,0,0,0.689,0.378
"799","MMRN2",79812,"Endo_CLDN5","Endothelial",0.4,0.123,3.84547300390992,3.17381264438283e-33,1.59582473572213e-28,0.657,0.314
"800","MOBP",4336,"Oligo","Oligo",0.989,0.328,4.88246554744124,0,0,0.985,0.97
"801","MOG",4340,"Oligo","Oligo",0.959,0.115,5.85326209616404,0,0,0.975,0.95
"802","MRC1",4360,"Micro_C1QC","Microglia",0.599,0.26,4.66147773124044,0,0,0.735,0.47
"803","MROH7-TTC4",100527960,"Astro_FGFR3","Astrocyte",0.63,0.187,2.9281326282569,0,0,0.757,0.514
"804","MROH9",80133,"OPC_MYT1","OPC",0.634,0.239,4.86118651093295,0,0,0.763,0.526
"805","MRVI1",10335,"Astro_FGFR3","Astrocyte",0.872,0.274,3.57576855358302,0,0,0.898,0.796
"806","MS4A7",58475,"Micro_C1QC","Microglia",0.609,0.032,6.05965368439841,0,0,0.798,0.596
"807","MSI1",4440,"Astro_FGFR3","Astrocyte",0.497,0.265,2.55680867063216,3.33739641022093e-297,1.67807628902319e-292,0.656,0.312
"808","MSI2",124540,"Astro_FGFR3","Astrocyte",0.998,0.871,2.97015580940313,0,0,0.987,0.974
"809","MSR1",4481,"Micro_C1QC","Microglia",0.395,0.16,4.76975144441918,0,0,0.645,0.29
"810","MT1F",4494,"Astro_FGFR3","Astrocyte",0.479,0.017,4.11639577269596,0,0,0.734,0.468
"811","MT1G",4495,"Astro_FGFR3","Astrocyte",0.427,0.029,4.07472305756124,0,0,0.704,0.408
"812","MT1X",4501,"Astro_FGFR3","Astrocyte",0.402,0.029,3.38169350857283,0,0,0.69,0.38
"813","MT2A",4502,"Astro_FGFR3","Astrocyte",0.786,0.075,3.8664601795952,0,0,0.878,0.756
"814","MT3",4504,"Astro_FGFR3","Astrocyte",0.902,0.556,2.89316087728217,0,0,0.9,0.8
"815","MUC16",94025,"Peri_MUSTN1","Peri_MUSTN1",0.219,0.36,2.65028577869832,0.000240532711634773,1,0.436,0.128
"816","MUSK",4593,"Oligo","Oligo",0.442,0.205,3.25930618121563,0,0,0.655,0.31
"817","MUSTN1",389125,"Peri_MUSTN1","Peri_MUSTN1",0.625,0.012,5.05236559561153,1.2149430512226e-52,6.10885515585237e-48,0.81,0.62
"818","MX1",4599,"Endo_CLDN5","Endothelial",0.371,0.223,2.74312892582527,2.90596338587662e-17,1.46114745005262e-12,0.603,0.206
"819","MXRA5",25878,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.323,3.32752207277421,3.67398366172672e-11,1.84731572495281e-06,0.563,0.126
"820","MXRA8",54587,"VLMC_CYP1B1","VLMC_CYP1B1",0.273,0.356,2.63454164785732,2.61792206983338e-05,1,0.506,0.012
"821","MYCT1",80177,"Endo_CLDN5","Endothelial",0.486,0.093,5.4382325866346,4.34329041040243e-197,2.18384985125444e-192,0.717,0.434
"822","MYL12A",10627,"Peri_MUSTN1","Peri_MUSTN1",0.5,0.07,4.16357192989715,1.70447516964213e-19,8.5702716004776e-15,0.73,0.46
"823","MYL9",10398,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.01,4.23899833764629,5.8571613210598e-42,2.94503928384208e-37,0.684,0.368
"824","MYO10",4651,"Astro_FGFR3","Astrocyte",0.987,0.9,2.73094026492092,0,0,0.913,0.826
"825","MYO1B",4430,"Peri_MUSTN1","Peri_MUSTN1",0.812,0.466,3.36647180867729,2.39235999769702e-23,1.20290253044204e-18,0.841,0.682
"826","MYO1C",4641,"Endo_CLDN5","Endothelial",0.357,0.236,2.54662726402597,1.08261930317938e-15,5.44351811831624e-11,0.587,0.174
"827","MYO1E",4643,"Oligo","Oligo",0.862,0.621,3.00589420606204,0,0,0.829,0.658
"828","MYO1F",4542,"Micro_C1QC","Microglia",0.783,0.57,3.66858525068655,0,0,0.77,0.54
"829","MYO3A",53904,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.489,2.50535354128924,0.0178664393497563,1,0.45,0.1
"830","MYO3B",140469,"VLMC_CYP1B1","VLMC_CYP1B1",0.818,0.748,3.10525837792388,0.000130299927821732,1,0.684,0.368
"831","MYO5B",4645,"Inh_PVALB","PVALB",0.943,0.406,3.19363426936534,0,0,0.935,0.87
"832","MYOM1",8736,"VLMC_CYP1B1","VLMC_CYP1B1",0.636,0.46,2.62582650881755,0.00612037228373641,1,0.63,0.26
"833","MYRF",745,"Oligo","Oligo",0.892,0.093,5.20466780905215,0,0,0.938,0.876
"834","MYT1",4661,"OPC_MYT1","OPC",0.752,0.176,3.57594228939564,0,0,0.836,0.672
"835","NAIP",4671,"Micro_C1QC","Microglia",0.456,0.423,2.74957152655663,1.06706229464855e-212,5.36529592372239e-208,0.573,0.146
"836","NBPF14",25832,"Astro_FGFR3","Astrocyte",0.646,0.148,2.55429605988334,0,0,0.78,0.56
"837","NCAN",1463,"Astro_FGFR3","Astrocyte",0.952,0.579,3.02548901076598,0,0,0.915,0.83
"838","NCKAP1L",3071,"Micro_C1QC","Microglia",0.457,0.097,4.82748508746168,0,0,0.7,0.4
"839","NCKAP5",344148,"Oligo","Oligo",0.99,0.846,2.60739672034578,0,0,0.947,0.894
"840","NCMAP",400746,"Micro_C1QC","Microglia",0.356,0.325,3.31318054109997,3.40978015792629e-205,1.71447156120692e-200,0.549,0.0980000000000001
"841","NDE1",54820,"Oligo","Oligo",0.587,0.424,2.8688824115208,0,0,0.666,0.332
"842","NDRG1",10397,"Oligo","Oligo",0.858,0.331,2.95379010318923,0,0,0.87,0.74
"843","NDRG2",57447,"Astro_FGFR3","Astrocyte",0.957,0.203,3.292212140092,0,0,0.954,0.908
"844","NDST4",64579,"Inh_SST","SST",0.594,0.376,2.54663198515427,3.60036252932863e-212,1.81029828337173e-207,0.667,0.334
"845","NDUFA4L2",56901,"Peri_MUSTN1","Peri_MUSTN1",0.719,0.054,5.68817913589632,6.40818376891228e-66,3.22209888084678e-61,0.85,0.7
"846","NEDD4",4734,"Endo_CLDN5","Endothelial",0.671,0.517,2.74966372033468,6.87950057138846e-24,3.45908168229983e-19,0.665,0.33
"847","NEDD9",4739,"Endo_CLDN5","Endothelial",0.657,0.462,2.64892755585061,4.23309422951239e-18,2.12844210954112e-13,0.684,0.368
"848","NEK3",4752,"Oligo","Oligo",0.477,0.154,2.59020455974659,0,0,0.685,0.37
"849","NET1",10276,"Endo_CLDN5","Endothelial",0.457,0.101,3.95218785312781,1.95076118540776e-36,9.80862231634878e-32,0.697,0.394
"850","NEURL1B",54492,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.192,3.05576744911107,4.33046677152245e-05,1,0.607,0.214
"851","NEUROD6",63974,"Pyramidal","Pyramidal",0.595,0.031,2.90793646274978,0,0,0.787,0.574
"852","NFATC2",4773,"Micro_C1QC","Microglia",0.591,0.302,3.81963354777495,0,0,0.716,0.432
"853","NFKBIA",4792,"Endo_CLDN5","Endothelial",0.657,0.243,2.87666762553632,9.20758993921286e-31,4.62966829733562e-26,0.76,0.52
"854","NHSL1",57224,"Astro_FGFR3","Astrocyte",0.991,0.548,3.60768517223365,0,0,0.975,0.95
"855","NID2",22795,"VLMC_CYP1B1","VLMC_CYP1B1",0.727,0.18,3.6047872093106,7.09202131523704e-08,0.00356593923751434,0.817,0.634
"856","NINJ2",4815,"Oligo","Oligo",0.593,0.268,3.88232644649536,0,0,0.727,0.454
"857","NKAIN1",79570,"Oligo","Oligo",0.529,0.475,2.60535968502408,0,0,0.595,0.19
"858","NKAIN3",286183,"Astro_FGFR3","Astrocyte",0.997,0.792,2.73169977881852,0,0,0.965,0.93
"859","NKX6-2",84504,"Oligo","Oligo",0.459,0.005,2.98055951114128,0,0,0.727,0.454
"860","NLRC5",84166,"Endo_CLDN5","Endothelial",0.557,0.255,3.54237490490136,1.11145375054615e-73,5.5885006031211e-69,0.706,0.412
"861","NLRP1",22861,"Micro_C1QC","Microglia",0.536,0.288,4.34308114162696,0,0,0.687,0.374
"862","NMU",10874,"Inh_SST","SST",0.735,0.29,3.82311748970511,0,0,0.803,0.606
"863","NOD1",10392,"Endo_CLDN5","Endothelial",0.429,0.26,2.78674164829784,2.04615991729238e-21,1.02882966801378e-16,0.625,0.25
"864","NOTCH3",4854,"Peri_MUSTN1","Peri_MUSTN1",0.938,0.269,6.22698395081606,0,0,0.955,0.91
"865","NOTCH4",4855,"Endo_CLDN5","Endothelial",0.657,0.122,4.8822884044429,2.32817509662743e-107,1.17062972033524e-102,0.803,0.606
"866","NPL",80896,"Micro_C1QC","Microglia",0.603,0.302,2.67896463241308,1.09241981993153e-194,5.49279609659772e-190,0.708,0.416
"867","NPR3",4883,"Inh_VIP","VIP",0.559,0.277,3.50245191650006,0,0,0.691,0.382
"868","NPTX1",4884,"Pyramidal","Pyramidal",0.964,0.119,2.79752508085001,0,0,0.957,0.914
"869","NR2F2",7026,"Peri_MUSTN1","Peri_MUSTN1",0.594,0.119,3.30239554651588,8.53961082240735e-17,4.29380171761464e-12,0.763,0.526
"870","NRP2",8828,"Endo_CLDN5","Endothelial",0.471,0.234,2.5996291979086,1.27405401119624e-11,6.4060709736958e-07,0.644,0.288
"871","NRROS",375387,"Micro_C1QC","Microglia",0.415,0.201,4.18966390967766,0,0,0.639,0.278
"872","NSMCE1",197370,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.32,2.56850497147301,0.00487388686905614,1,0.657,0.314
"873","NTN1",9423,"OPC_MYT1","OPC",0.793,0.536,3.28327383362776,0,0,0.787,0.574
"874","NTSR2",23620,"Astro_FGFR3","Astrocyte",0.413,0.142,3.37501609989577,0,0,0.657,0.314
"875","NUPR1",26471,"Peri_MUSTN1","Peri_MUSTN1",0.375,0.03,3.80605255543949,8.01912767318194e-15,4.03209758535261e-10,0.677,0.354
"876","NWD1",284434,"Astro_FGFR3","Astrocyte",0.844,0.555,3.58302504827245,0,0,0.83,0.66
"877","NWD2",57495,"Pyramidal","Pyramidal",0.924,0.333,2.73599427329492,0,0,0.912,0.824
"878","NXN",64359,"Endo_CLDN5","Endothelial",0.957,0.769,3.29894331341353,4.34635527061875e-101,2.18539089361981e-96,0.859,0.718
"879","NXPH2",11249,"Inh_LAMP5","LAMP5.PAX6.Other",0.917,0.213,3.07040633167024,0,0,0.925,0.85
"880","OAF",220323,"Astro_FGFR3","Astrocyte",0.772,0.062,3.91012713137669,0,0,0.872,0.744
"881","OCLN",100506658,"Endo_CLDN5","Endothelial",0.529,0.31,3.7380884421269,6.25813304339401e-159,3.14665187554894e-154,0.676,0.352
"882","OGN",4969,"VLMC_CYP1B1","VLMC_CYP1B1",0.545,0.051,4.98951706744538,6.38255260491216e-17,3.20921127527588e-12,0.761,0.522
"883","OLFML2A",169611,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.171,4.12682822230279,1.7581717636653e-32,8.84026344488549e-28,0.627,0.254
"884","OLFML3",56944,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.017,3.19413548366286,0.000104359579153007,1,0.674,0.348
"885","OLIG1",116448,"OPC_MYT1","OPC",0.899,0.093,2.94003111471589,0,0,0.922,0.844
"886","OLIG2",10215,"OPC_MYT1","OPC",0.636,0.04,3.07081590741968,0,0,0.801,0.602
"887","OLR1",4973,"Micro_C1QC","Microglia",0.665,0.114,4.65566044340007,0,0,0.807,0.614
"888","OPALIN",93377,"Oligo","Oligo",0.776,0.045,5.76253360398896,0,0,0.882,0.764
"889","OR14I1",401994,"Pyramidal","Pyramidal",0.603,0.121,2.94693018048401,0,0,0.769,0.538
"890","OSMR",9180,"Endo_CLDN5","Endothelial",0.414,0.131,4.09858472766827,3.0980303468249e-37,1.55772063868703e-32,0.662,0.324
"891","P2RY12",64805,"Micro_C1QC","Microglia",0.865,0.09,5.76494776366589,0,0,0.922,0.844
"892","P2RY13",53829,"Micro_C1QC","Microglia",0.612,0.121,4.78763923331292,0,0,0.776,0.552
"893","P2RY14",9934,"Peri_MUSTN1","Peri_MUSTN1",0.406,0.089,3.94988812549158,4.06647505604166e-17,2.04466432292831e-12,0.674,0.348
"894","PADI2",11240,"Oligo","Oligo",0.698,0.219,2.50554524630101,0,0,0.788,0.576
"895","PALMD",54873,"Endo_CLDN5","Endothelial",0.814,0.19,4.23394582858475,6.36163383386229e-62,3.1986931080043e-57,0.873,0.746
"896","PAMR1",25891,"Astro_FGFR3","Astrocyte",0.933,0.216,4.12400063914034,0,0,0.944,0.888
"897","PAPLN",89932,"Astro_FGFR3","Astrocyte",0.931,0.12,4.71487091865,0,0,0.955,0.91
"898","PAQR5",54852,"Endo_CLDN5","Endothelial",0.357,0.193,3.45008503456063,1.78526123621627e-61,8.97647202181902e-57,0.611,0.222
"899","PARD3",56288,"Peri_MUSTN1","Peri_MUSTN1",0.969,0.827,2.5642346895767,4.58694635868823e-22,2.30636249861203e-17,0.87,0.74
"900","PARD3B",117583,"Astro_FGFR3","Astrocyte",0.992,0.811,2.84150216540075,0,0,0.957,0.914
"901","PARP10",84875,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.106,3.65308049744326,0.000585077101779907,1,0.64,0.28
"902","PARP12",64761,"Endo_CLDN5","Endothelial",0.429,0.125,3.43475229180484,5.42454216494628e-29,2.72751404595664e-24,0.672,0.344
"903","PARP4",143,"VLMC_CYP1B1","VLMC_CYP1B1",0.455,0.274,2.54133153507357,0.000999534859525361,1,0.635,0.27
"904","PARP9",83666,"Endo_CLDN5","Endothelial",0.5,0.122,3.33392384411564,4.85966959249784e-40,2.44349046780384e-35,0.713,0.426
"905","PART1",25859,"Pyramidal","Pyramidal",0.775,0.069,3.12587228171352,0,0,0.873,0.746
"906","PAX6",5080,"Astro_FGFR3","Astrocyte",0.637,0.076,3.85162432292756,0,0,0.797,0.594
"907","PAXIP1-AS2",100132707,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.11,3.35133425089856,4.17612826501322e-06,0.20997990529313,0.641,0.282
"908","PBXIP1",57326,"Astro_FGFR3","Astrocyte",0.496,0.063,3.32539318107662,0,0,0.726,0.452
"909","PCAT19",100505495,"Endo_CLDN5","Endothelial",0.543,0.135,5.00006285411658,0,0,0.74,0.48
"910","PCDH15",65217,"OPC_MYT1","OPC",0.997,0.72,4.07480177180233,0,0,0.995,0.99
"911","PCDH8",5100,"Inh_VIP","VIP",0.659,0.137,2.56431421290118,0,0,0.786,0.572
"912","PCED1B",91523,"Micro_C1QC","Microglia",0.715,0.499,2.58383752028902,5.05445336515871e-199,2.54142969653545e-194,0.717,0.434
"913","PCOLCE",5118,"VLMC_CYP1B1","VLMC_CYP1B1",0.364,0.049,4.49460935519197,0.000111845833671083,1,0.661,0.322
"914","PCP4L1",654790,"Inh_LAMP5","LAMP5.PAX6.Other",0.807,0.333,2.51043743213738,0,0,0.827,0.654
"915","PCSK6",5046,"Oligo","Oligo",0.903,0.41,3.5957328762845,0,0,0.902,0.804
"916","PDE3A",5139,"Peri_MUSTN1","Peri_MUSTN1",0.75,0.45,2.93288353993435,2.15296866170084e-13,1.0825341727898e-08,0.754,0.508
"917","PDE4C",5143,"Peri_MUSTN1","Peri_MUSTN1",0.469,0.477,2.71671112192908,8.1985205177995e-13,4.12229810155477e-08,0.574,0.148
"918","PDE8A",5151,"Oligo","Oligo",0.991,0.832,2.71407799896729,0,0,0.955,0.91
