"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1","A2M",2,"ENSG00000175899","Pericyte",0.167,0.02,2.98473117468393,0.563,0.126,4.86078174658405e-39,8.71343735892657e-35
"2","A2M",2,"ENSG00000175899","Microglia",0.244,0.014,4.37300142778329,0.657,0.314,0,0
"3","AATK",9625,"ENSG00000181409","Oligodendrocyte",0.349,0.258,1.68644026835194,0.581,0.162,0,0
"4","ABCA1",19,"ENSG00000165029","Astrocyte",0.175,0.039,1.78294986074904,0.556,0.112,8.2943873039871e-232,1.48685186811273e-227
"5","ABCA2",20,"ENSG00000107331","Oligodendrocyte",0.552,0.206,2.59071918357344,0.672,0.344,0,0
"6","ABCA8",10351,"ENSG00000141338","Oligodendrocyte",0.401,0.011,4.45080975433871,0.881,0.762,0,0
"7","ABCA9",10350,"ENSG00000154258","Pericyte",0.281,0.085,3.02814429767899,0.65,0.3,5.82412502177341e-113,1.0440326514031e-108
"8","ABCB1",5243,"ENSG00000085563","Pericyte",0.253,0.035,4.44456729772466,0.707,0.414,4.61724280669047e-207,8.27686945527333e-203
"9","ABCC1",4363,"ENSG00000278183, ENSG00000103222","LAMP5",0.301,0.105,1.31667207409762,0.579,0.158,5.34385526511949e-81,9.57939494825319e-77
"10","ABCC4",10257,"ENSG00000125257","Microglia",0.311,0.053,3.51985644860119,0.63,0.26,0,0
"11","ABCC9",10060,"ENSG00000069431","Astrocyte",0.154,0.029,2.64382799629831,0.685,0.37,0,0
"12","ABCC9",10060,"ENSG00000069431","L5.6.NP",0.186,0.034,1.27977734170574,0.576,0.152,7.77029083837129e-33,1.39290233568644e-28
"13","ABCD2",225,"ENSG00000173208","Astrocyte",0.151,0.072,1.68985513519498,0.565,0.13,5.77357865405685e-271,1.03497170952623e-266
"14","ABHD17B",51104,"ENSG00000107362","Oligodendrocyte",0.168,0.129,1.60082227477829,0.571,0.142,0,0
"15","ABHD2",11057,"ENSG00000140526","OPC",0.64,0.277,1.62029746554759,0.648,0.296,0,0
"16","ABHD3",171586,"ENSG00000158201","Microglia",0.2,0.075,2.48405782820777,0.598,0.196,0,0
"17","ABLIM1",3983,"ENSG00000099204","Astrocyte",0.618,0.301,1.68394616532729,0.6,0.2,0,0
"18","ABLIM3",22885,"ENSG00000173210","L5.6.NP",0.394,0.109,1.41185967777666,0.613,0.226,7.14664651468012e-55,1.28110785422156e-50
"19","ABR",29,"ENSG00000159842, ENSG00000276016, ENSG00000278741","Microglia",0.452,0.381,1.64228050212725,0.568,0.136,0,0
"20","AC013461.1",NA,NA,"Pericyte",0.156,0.072,1.70374468188598,0.526,0.052,3.44394643322999e-24,6.17361837620808e-20
"21","ACACB",32,"ENSG00000076555","Astrocyte",0.417,0.049,2.53540282192081,0.678,0.356,0,0
"22","ACADVL",37,"ENSG00000072778","Astrocyte",0.341,0.214,1.33091618997661,0.576,0.152,0,0
"23","ACER3",55331,"ENSG00000078124","Oligodendrocyte",0.307,0.236,1.55904000197915,0.57,0.14,0,0
"24","ACOT11",26027,"ENSG00000162390","Astrocyte",0.455,0.099,2.60091736813786,0.683,0.366,0,0
"25","ACSBG1",23205,"ENSG00000103740","Astrocyte",0.454,0.013,3.79082537279336,0.811,0.622,0,0
"26","ACSS1",84532,"ENSG00000154930","Astrocyte",0.48,0.03,2.97741711667689,0.72,0.44,0,0
"27","ACSS3",79611,"ENSG00000111058","Astrocyte",0.354,0.038,3.36056536295755,0.769,0.538,0,0
"28","ACSS3",79611,"ENSG00000111058","Pericyte",0.205,0.052,2.21336467571181,0.558,0.116,6.3712905604075e-36,1.14211754585865e-31
"29","ACTN1",87,"ENSG00000072110","IT",0.525,0.077,1.79620027125366,0.729,0.458,0,0
"30","ADAM11",4185,"ENSG00000073670","IT",0.289,0.057,1.29505643008472,0.585,0.17,0,0
"31","ADAM12",8038,"ENSG00000148848","Pericyte",0.181,0.069,2.0815236800401,0.543,0.0860000000000001,2.31759677253144e-29,4.15452397443986e-25
"32","ADAM28",10863,"ENSG00000042980","Microglia",0.367,0.011,5.49298913079377,0.752,0.504,0,0
"33","ADAMTS12",81792,"ENSG00000151388, ENSG00000281690","L5.6.NP",0.255,0.008,2.81820924284281,0.733,0.466,5.23733462395711e-120,9.38844604690552e-116
"34","ADAMTS17",170691,"ENSG00000140470","Astrocyte",0.254,0.097,1.34983311730265,0.554,0.108,3.82738356974417e-223,6.86096778712341e-219
"35","ADAMTS17",170691,"ENSG00000140470","PVALB",0.525,0.085,1.80563871147291,0.69,0.38,0,0
"36","ADAMTS17",170691,"ENSG00000140470","OPC",0.509,0.089,2.15058393722903,0.72,0.44,0,0
"37","ADAMTS19",171019,"ENSG00000145808","L5.6.NP",0.625,0.176,1.45338302021818,0.687,0.374,4.95287093155561e-98,8.87851643190658e-94
"38","ADAMTS19",171019,"ENSG00000145808","SST",0.299,0.175,1.25345132822822,0.571,0.142,2.00034639606606e-141,3.58582094958802e-137
"39","ADAMTS3",9508,"ENSG00000156140","IT",0.218,0.01,2.4000365866567,0.824,0.648,0,0
"40","ADAMTS6",11174,"ENSG00000049192","OPC",0.167,0.041,1.67847413202129,0.558,0.116,2.46591956514026e-161,4.42040741247042e-157
"41","ADAMTS6",11174,"ENSG00000049192","VIP",0.264,0.036,2.63523342890426,0.733,0.466,0,0
"42","ADAMTS9",56999,"ENSG00000163638","Pericyte",0.156,0.019,3.7983092281112,0.581,0.162,1.87352341018329e-52,3.35847806509456e-48
"43","ADAMTSL1",92949,"ENSG00000178031","L5.6.NP",0.189,0.051,1.6783842809388,0.57,0.14,8.90376700273512e-27,1.5960892729103e-22
"44","ADAMTSL1",92949,"ENSG00000178031","L6b",0.309,0.045,1.80238289159449,0.621,0.242,5.92971345825309e-262,1.06296043452645e-257
"45","ADAMTSL3",57188,"ENSG00000156218","Pericyte",0.17,0.116,1.42170634992913,0.521,0.042,1.2278853908426e-18,2.20110735162445e-14
"46","ADAMTSL3",57188,"ENSG00000156218","LAMP5",0.424,0.112,1.4466474138493,0.627,0.254,3.99358969585017e-147,7.15890888878102e-143
"47","ADAP2",55803,"ENSG00000184060","Microglia",0.234,0.033,3.49653634299078,0.63,0.26,0,0
"48","ADARB2",105,"ENSG00000185736","LAMP5",0.931,0.193,2.28672888380516,0.834,0.668,0,0
"49","ADARB2",105,"ENSG00000185736","VIP",0.959,0.168,2.86550865628821,0.749,0.498,0,0
"50","ADCY2",108,"ENSG00000078295","Astrocyte",0.793,0.402,1.82877886522319,0.617,0.234,0,0
"51","ADCY3",109,"ENSG00000138031","Pericyte",0.198,0.174,1.34450447312453,0.56,0.12,1.10898938271645e-36,1.98797436745751e-32
"52","ADCY8",114,"ENSG00000155897","SST",0.401,0.113,1.82731028027755,0.644,0.288,3.17830663906863e-294,5.69743248119443e-290
"53","ADCY8",114,"ENSG00000155897","Astrocyte",0.234,0.115,1.34059883594662,0.55,0.1,9.79850962402628e-218,1.75648083520295e-213
"54","ADCY8",114,"ENSG00000155897","PVALB",0.535,0.101,1.86282564123227,0.71,0.42,0,0
"55","ADCYAP1R1",117,"ENSG00000078549","Astrocyte",0.17,0.087,1.48184266454237,0.557,0.114,2.30457924248746e-235,4.13118875008303e-231
"56","ADCYAP1R1",117,"ENSG00000078549","PVALB",0.322,0.08,1.37125828329401,0.606,0.212,5.80122000033875e-319,1.03992669726072e-314
"57","ADD2",119,"ENSG00000075340","IT",0.438,0.097,1.27194027828408,0.578,0.156,0,0
"58","ADGRA3",166647,"ENSG00000152990","Astrocyte",0.308,0.039,2.90714454470184,0.716,0.432,0,0
"59","ADGRB2",576,"ENSG00000121753","IT",0.377,0.069,1.26694737285177,0.575,0.15,0,0
"60","ADGRF5",221395,"ENSG00000069122","Pericyte",0.167,0.052,3.01251082352632,0.61,0.22,9.74085009776429e-85,1.74614478852523e-80
"61","ADGRG1",9289,"ENSG00000205336","Microglia",0.209,0.073,2.14318039883245,0.518,0.036,2.39057369219721e-240,4.28534240063272e-236
"62","ADGRG1",9289,"ENSG00000205336","OPC",0.415,0.064,1.97649563116163,0.691,0.382,0,0
"63","ADGRG1",9289,"ENSG00000205336","Astrocyte",0.391,0.061,2.37897186799534,0.666,0.332,0,0
"64","ADGRL2",23266,"ENSG00000117114","IT",0.726,0.161,1.45351648183001,0.651,0.302,0,0
"65","ADGRV1",84059,"ENSG00000164199","Astrocyte",0.914,0.126,4.22338605841727,0.838,0.676,0,0
"66","ADIPOR2",79602,"ENSG00000006831, ENSG00000285070","Oligodendrocyte",0.357,0.138,2.47070029254357,0.658,0.316,0,0
"67","ADIRF",10974,"ENSG00000148671","Pericyte",0.156,0.01,3.94072064750889,0.587,0.174,1.00110007322913e-59,1.79457199127055e-55
"68","ADRA1A",148,"ENSG00000120907","LAMP5",0.396,0.067,1.66764110031665,0.649,0.298,1.56390197299513e-190,2.80345067679108e-186
"69","ADRA1A",148,"ENSG00000120907","OPC",0.232,0.065,1.32666057619721,0.564,0.128,1.90694004667925e-169,3.41838072767722e-165
"70","ADRA1A",148,"ENSG00000120907","Astrocyte",0.221,0.064,1.59542115929539,0.563,0.126,1.07398898606889e-244,1.9252326564271e-240
"71","ADRA1A",148,"ENSG00000120907","VIP",0.353,0.058,2.1843278064951,0.681,0.362,0,0
"72","ADRA1B",147,"ENSG00000170214","VIP",0.178,0.035,2.5183253626853,0.711,0.422,0,0
"73","ADRBK2",157,"ENSG00000100077","LAMP5",0.649,0.278,1.29717844731776,0.652,0.304,2.90879637037134e-191,5.21430837352766e-187
"74","ADTRP",84830,"ENSG00000111863","L6b",0.155,0.022,1.81541895328407,0.569,0.138,4.63462675858662e-129,8.30803192744237e-125
"75","AEBP1",165,"ENSG00000106624","Astrocyte",0.17,0.003,4.11440797819049,0.827,0.654,0,0
"76","AFAP1",60312,"ENSG00000196526","PVALB",0.416,0.122,1.35685632471761,0.622,0.244,0,0
"77","AFAP1",60312,"ENSG00000196526","OPC",0.36,0.127,1.7008171357598,0.659,0.318,0,0
"78","AFAP1L2",84632,"ENSG00000169129","OPC",0.233,0.034,2.68726871227658,0.789,0.578,0,0
"79","AFF1",4299,"ENSG00000172493","Microglia",0.271,0.193,1.75897910457152,0.571,0.142,0,0
"80","AFF2",2334,"ENSG00000155966","PVALB",0.329,0.106,1.29329867591012,0.589,0.178,1.17199028567455e-258,2.10090978610021e-254
"81","AFF2",2334,"ENSG00000155966","LAMP5",0.277,0.114,1.26934021482626,0.568,0.136,1.24139545343231e-56,2.22532548982276e-52
"82","AGAP2",116986,"ENSG00000135439","IT",0.249,0.042,1.48319844256189,0.662,0.324,0,0
"83","AGT",183,"ENSG00000135744","Astrocyte",0.38,0.013,3.7452745412409,0.806,0.612,0,0
"84","AHCYL1",10768,"ENSG00000168710","Astrocyte",0.64,0.218,2.19320681106541,0.649,0.298,0,0
"85","AHCYL2",23382,"ENSG00000158467","Astrocyte",0.711,0.279,2.14499828415987,0.644,0.288,0,0
"86","AHNAK",79026,"ENSG00000124942","Astrocyte",0.181,0.018,2.99616538559236,0.721,0.442,0,0
"87","AHNAK",79026,"ENSG00000124942","Pericyte",0.153,0.025,2.60063497002646,0.549,0.0980000000000001,8.34860902044222e-33,1.49657165300447e-28
"88","AKAP12",9590,"ENSG00000131016","Pericyte",0.267,0.23,1.47481321643708,0.583,0.166,3.8025897194651e-54,6.81652233111314e-50
"89","AKAP13",11214,"ENSG00000170776","Microglia",0.464,0.205,2.52673547551888,0.601,0.202,0,0
"90","AKAP13",11214,"ENSG00000170776","Pericyte",0.441,0.211,2.07055613675105,0.639,0.278,4.75651220384593e-103,8.52652377661422e-99
"91","AKAP5",9495,"ENSG00000179841","IT",0.161,0.018,1.6301137571219,0.697,0.394,0,0
"92","ALCAM",214,"ENSG00000170017","Oligodendrocyte",0.534,0.288,1.63626410464903,0.572,0.144,0,0
"93","ALDH1A1",216,"ENSG00000165092","Astrocyte",0.186,0.039,2.38833748812877,0.667,0.334,0,0
"94","ALDH1L1",10840,"ENSG00000144908","Astrocyte",0.371,0.01,4.11412309352938,0.826,0.652,0,0
"95","ALDH7A1",501,"ENSG00000164904","Astrocyte",0.252,0.102,1.61040882982823,0.594,0.188,0,0
"96","ALK",238,"ENSG00000171094","PVALB",0.485,0.108,1.44565827626497,0.626,0.252,0,0
"97","ALK",238,"ENSG00000171094","OPC",0.62,0.106,2.37897670959015,0.756,0.512,0,0
"98","ALK",238,"ENSG00000171094","LAMP5",0.737,0.116,2.32066477007042,0.843,0.686,0,0
"99","ALOX5",240,"ENSG00000012779, ENSG00000275565","Microglia",0.21,0.012,4.35430864216679,0.656,0.312,0,0
"100","AMER2",219287,"ENSG00000165566","Oligodendrocyte",0.446,0.154,2.50071287088828,0.66,0.32,0,0
"101","AMOTL1",154810,"ENSG00000166025","PVALB",0.254,0.043,1.59610279579246,0.66,0.32,0,0
"102","AMPH",273,"ENSG00000078053","IT",0.583,0.14,1.31992060152497,0.594,0.188,0,0
"103","AMZ1",155185,"ENSG00000174945","OPC",0.352,0.053,2.31771273228234,0.743,0.486,0,0
"104","ANGPTL1",9068,"ENSG00000116194","OPC",0.155,0.097,1.25963794643411,0.566,0.132,5.72334347105362e-180,1.02596655062107e-175
"105","ANGPTL4",51129,"ENSG00000167772","Astrocyte",0.301,0.007,4.53868452011887,0.872,0.744,0,0
"106","ANK1",286,"ENSG00000029534","PVALB",0.655,0.072,2.620519857183,0.835,0.67,0,0
"107","ANK1",286,"ENSG00000029534","LAMP5",0.375,0.094,1.29910306254919,0.61,0.22,7.49888710220765e-125,1.34425050194174e-120
"108","ANK1",286,"ENSG00000029534","VIP",0.282,0.089,1.39787727866213,0.58,0.16,5.48049679093218e-234,9.82433854742503e-230
"109","ANK1",286,"ENSG00000029534","SST",0.319,0.092,1.67406055600522,0.584,0.168,1.9345138916064e-187,3.46780960209364e-183
"110","ANKDD1A",348094,"ENSG00000166839","Astrocyte",0.328,0.1,2.20380584850107,0.65,0.3,0,0
"111","ANKFN1",162282,"ENSG00000153930","Astrocyte",0.223,0.057,2.12273778367172,0.643,0.286,0,0
"112","ANKFN1",162282,"ENSG00000153930","VIP",0.173,0.06,1.57656034646114,0.541,0.0820000000000001,1.81239082645439e-151,3.24889179550214e-147
"113","ANKRD18B",441459,"ENSG00000230453","IT",0.169,0.017,1.6668404445288,0.711,0.422,0,0
"114","ANKRD29",147463,"ENSG00000154065","VIP",0.166,0.058,1.72016083135371,0.573,0.146,1.75323618485589e-203,3.14285118497267e-199
"115","ANKRD30B",374860,"ENSG00000180777","VIP",0.163,0.091,1.49542896979014,0.569,0.138,7.08657780759011e-196,1.2703399377886e-191
"116","ANKRD30B",374860,"ENSG00000180777","LAMP5",0.25,0.092,1.34137509251883,0.569,0.138,5.42538394113909e-68,9.72554325288593e-64
"117","ANKRD33B",651746,"ENSG00000164236","IT",0.355,0.039,1.93041557570689,0.764,0.528,0,0
"118","ANKRD44",91526,"ENSG00000065413","Microglia",0.598,0.244,2.26036030958024,0.589,0.178,0,0
"119","ANKRD55",79722,"ENSG00000164512","LAMP5",0.332,0.039,2.23695664699965,0.661,0.322,4.2889565907651e-210,7.68838358460553e-206
"120","ANKRD55",79722,"ENSG00000164512","SST",0.157,0.041,1.89768274479702,0.566,0.132,2.35206216414911e-107,4.21630663545369e-103
"121","ANKRD55",79722,"ENSG00000164512","VIP",0.155,0.038,1.73943486702804,0.554,0.108,6.50392988391673e-170,1.16589447099091e-165
"122","ANKS1A",23294,"ENSG00000064999","Microglia",0.294,0.232,1.64259756318498,0.568,0.136,0,0
"123","ANLN",54443,"ENSG00000011426","Oligodendrocyte",0.314,0.021,3.93243890258742,0.8,0.6,0,0
"124","ANO1",55107,"ENSG00000131620","LAMP5",0.181,0.017,2.37248917690844,0.609,0.218,7.54645198979496e-123,1.35277698369064e-118
"125","ANO2",57101,"ENSG00000047617","Pericyte",0.219,0.034,3.06152950122615,0.589,0.178,8.75334897969126e-62,1.56912533809946e-57
"126","ANO3",63982,"ENSG00000134343","IT",0.452,0.036,2.36510412981369,0.819,0.638,0,0
"127","ANO4",121601,"ENSG00000151572, ENSG00000262139","Oligodendrocyte",0.503,0.29,1.78781885336517,0.593,0.186,0,0
"128","ANO6",196527,"ENSG00000177119","Pericyte",0.201,0.102,1.75465659734966,0.557,0.114,4.96234491331487e-35,8.89549949160823e-31
"129","ANOS1",NA,NA,"Astrocyte",0.173,0.048,1.78698425063523,0.563,0.126,1.76735786324126e-247,3.16816570564628e-243
"130","ANTXR1",84168,"ENSG00000169604","OPC",0.29,0.128,1.3636422885087,0.586,0.172,2.45411922245904e-239,4.39925411818007e-235
"131","ANXA11",311,"ENSG00000122359","IT",0.26,0.04,1.39784634905358,0.625,0.25,0,0
"132","ANXA2",302,"ENSG00000182718","Pericyte",0.194,0.004,4.37904670093086,0.614,0.228,9.71554064461282e-86,1.74160781595329e-81
"133","ANXA5",308,"ENSG00000164111","Pericyte",0.181,0.042,2.00378782963501,0.535,0.0700000000000001,2.3464459918871e-25,4.20623908505681e-21
"134","AOAH",313,"ENSG00000136250","Microglia",0.476,0.063,3.57535628073645,0.631,0.262,0,0
"135","AP000304.12",NA,NA,"Astrocyte",0.165,0.108,1.31280697928938,0.565,0.13,1.22327822870468e-260,2.192848552776e-256
"136","AP1B1",162,"ENSG00000100280","Microglia",0.201,0.162,1.82626960940472,0.573,0.146,0,0
"137","AP1S1",1174,"ENSG00000106367","IT",0.262,0.042,1.40373577586407,0.627,0.254,0,0
"138","AP1S2",8905,"ENSG00000182287","LAMP5",0.507,0.098,1.84228703937841,0.7,0.4,9.11537254819454e-257,1.63402168298935e-252
"139","AP1S2",8905,"ENSG00000182287","VIP",0.346,0.092,1.64507016362252,0.625,0.25,0,0
"140","APBB1IP",54518,"ENSG00000077420","Microglia",0.605,0.016,5.80196849288893,0.801,0.602,0,0
"141","APBB2",323,"ENSG00000163697","Oligodendrocyte",0.52,0.357,1.68006804518259,0.58,0.16,0,0
"142","APC",324,"ENSG00000134982","Astrocyte",0.605,0.286,1.69993951540241,0.602,0.204,0,0
"143","APCDD1",147495,"ENSG00000154856","Astrocyte",0.252,0.032,1.99337531378613,0.631,0.262,0,0
"144","APCDD1",147495,"ENSG00000154856","Pericyte",0.153,0.043,1.82864261222678,0.518,0.036,2.33490279953009e-15,4.18554675843764e-11
"145","APCDD1",147495,"ENSG00000154856","OPC",0.38,0.03,2.26970502499531,0.734,0.468,0,0
"146","APLP1",333,"ENSG00000105290","Oligodendrocyte",0.585,0.461,1.41426240600347,0.55,0.1,0,0
"147","APMAP",57136,"ENSG00000101474","Microglia",0.116,0.159,1.25785242914921,0.52,0.04,1.13174246429288e-250,2.02876154149141e-246
"148","APOD",347,"ENSG00000189058","Pericyte",0.333,0.195,1.78462001675001,0.553,0.106,2.43512123800899e-33,4.36519833125492e-29
"149","APOD",347,"ENSG00000189058","OPC",0.71,0.176,1.79286300309862,0.666,0.332,0,0
"150","APOD",347,"ENSG00000189058","Oligodendrocyte",0.385,0.129,1.89104515332255,0.603,0.206,0,0
"151","APOE",348,"ENSG00000130203","Microglia",0.389,0.072,2.60376009850622,0.602,0.204,0,0
"152","APOE",348,"ENSG00000130203","Astrocyte",0.684,0.05,3.23473443338953,0.738,0.476,0,0
"153","APOLD1",81575,"ENSG00000178878","Pericyte",0.181,0.075,1.54653079115791,0.518,0.036,5.24474290444741e-16,9.40172613051243e-12
"154","APPL2",55198,"ENSG00000136044","Microglia",0.169,0.177,1.34615265966255,0.517,0.034,4.45387734320257e-232,7.98402052542492e-228
"155","AQP4",361,"ENSG00000171885","Astrocyte",0.68,0.032,4.66178036786157,0.935,0.87,0,0
"156","ARAP2",116984,"ENSG00000047365","Oligodendrocyte",0.576,0.386,1.70897818738703,0.582,0.164,0,0
"157","ARHGAP1",392,"ENSG00000175220","Oligodendrocyte",0.161,0.14,1.44187036275176,0.554,0.108,0,0
"158","ARHGAP10",79658,"ENSG00000071205","OPC",0.277,0.086,1.74681330210037,0.598,0.196,9.31612093832304e-315,1.67000783940379e-310
"159","ARHGAP10",79658,"ENSG00000071205","Pericyte",0.351,0.092,2.76454421581804,0.641,0.282,1.58364485479077e-104,2.83884176669793e-100
"160","ARHGAP12",94134,"ENSG00000165322","Microglia",0.231,0.163,1.73247428363176,0.571,0.142,0,0
"161","ARHGAP15",55843,"ENSG00000075884","Microglia",0.556,0.06,4.13853257861238,0.646,0.292,0,0
"162","ARHGAP18",93663,"ENSG00000146376","VIP",0.153,0.056,1.62396547154113,0.542,0.0840000000000001,7.74518831334053e-153,1.38840245704942e-148
"163","ARHGAP21",57584,"ENSG00000107863","Oligodendrocyte",0.579,0.498,1.34867521461155,0.537,0.0740000000000001,0,0
"164","ARHGAP22",58504,"ENSG00000128805","Microglia",0.394,0.155,2.36050014711129,0.592,0.184,0,0
"165","ARHGAP23",57636,"ENSG00000273780, ENSG00000275832","Oligodendrocyte",0.176,0.083,2.02979915949981,0.611,0.222,0,0
"166","ARHGAP24",83478,"ENSG00000138639","Astrocyte",0.562,0.066,2.01724656275601,0.635,0.27,0,0
"167","ARHGAP24",83478,"ENSG00000138639","Microglia",0.66,0.074,3.70836728215824,0.635,0.27,0,0
"168","ARHGAP25",9938,"ENSG00000163219","Microglia",0.225,0.021,4.1524352059341,0.651,0.302,0,0
"169","ARHGAP26",23092,"ENSG00000145819","Microglia",0.561,0.469,1.35969956996747,0.553,0.106,0,0
"170","ARHGAP28",79822,"ENSG00000088756","VIP",0.174,0.04,2.13089826896728,0.583,0.166,4.76753815177041e-261,8.54628889086363e-257
"171","ARHGAP29",9411,"ENSG00000137962","Pericyte",0.458,0.073,3.59760373481682,0.739,0.478,2.31097034575379e-225,4.14264544179825e-221
"172","ARHGAP31",57514,"ENSG00000031081","Astrocyte",0.326,0.035,2.3068837845327,0.664,0.328,0,0
"173","ARHGAP31",57514,"ENSG00000031081","Pericyte",0.194,0.049,1.76673041201986,0.523,0.046,2.69846691956186e-21,4.83727180000659e-17
"174","ARHGAP31",57514,"ENSG00000031081","OPC",0.463,0.033,2.5187718892335,0.771,0.542,0,0
"175","ARHGAP31",57514,"ENSG00000031081","Microglia",0.157,0.046,2.0944173250273,0.506,0.012,2.22563931747394e-162,3.98968104050379e-158
"176","ARHGAP42",143872,"ENSG00000165895","Astrocyte",0.223,0.04,2.06458592674072,0.64,0.28,0,0
"177","ARHGAP42",143872,"ENSG00000165895","OPC",0.409,0.035,2.66895604076742,0.783,0.566,0,0
"178","ARHGAP42",143872,"ENSG00000165895","Pericyte",0.16,0.049,2.11859741980758,0.535,0.0700000000000001,1.27785507798519e-25,2.29068301279625e-21
"179","ARHGAP6",395,"ENSG00000047648","Pericyte",0.191,0.054,2.16617014276626,0.547,0.0940000000000001,4.05196051670641e-32,7.26354442224791e-28
"180","ARHGAP6",395,"ENSG00000047648","Microglia",0.169,0.052,2.58613648179045,0.533,0.0660000000000001,3.42464529319914e-284,6.13901915258879e-280
"181","ARHGEF10",9639,"ENSG00000274726, ENSG00000104728","Oligodendrocyte",0.172,0.113,1.57043438977915,0.571,0.142,0,0
"182","ARHGEF10L",55160,"ENSG00000074964","Astrocyte",0.203,0.079,1.74451798726675,0.57,0.14,3.3497079869141e-310,6.00468653734222e-306
"183","ARHGEF25",115557,"ENSG00000240771","IT",0.276,0.044,1.51726266122458,0.669,0.338,0,0
"184","ARHGEF26",26084,"ENSG00000114790, ENSG00000277101","Astrocyte",0.396,0.029,3.59585222489033,0.796,0.592,0,0
"185","ARHGEF28",64283,"ENSG00000214944","Pericyte",0.191,0.142,1.63345425591602,0.577,0.154,3.33944934551665e-49,5.98629689677314e-45
"186","ARHGEF4",50649,"ENSG00000136002","Astrocyte",0.553,0.269,1.8233815041876,0.617,0.234,0,0
"187","ARHGEF6",9459,"ENSG00000129675","OPC",0.165,0.068,1.30718015456088,0.549,0.0980000000000001,1.00000915301433e-119,1.79261640769348e-115
"188","ARL4A",10124,"ENSG00000122644","IT",0.215,0.027,1.26826853478286,0.577,0.154,0,0
"189","ARL4C",10123,"ENSG00000188042","LAMP5",0.58,0.145,1.80714320978026,0.712,0.424,2.10122950734447e-284,3.7666640148657e-280
"190","ARL4C",10123,"ENSG00000188042","VIP",0.429,0.139,1.80429810552901,0.638,0.276,0,0
"191","ARL5A",26225,"ENSG00000162980","Microglia",0.191,0.185,1.51416461009223,0.562,0.124,0,0
"192","ARNTL2",56938,"ENSG00000029153","IT",0.25,0.03,1.70329855378088,0.718,0.436,0,0
"193","ARPP19",10776,"ENSG00000128989","IT",0.64,0.161,1.35879415938368,0.61,0.22,0,0
"194","ARPP21",10777,"ENSG00000172995","IT",0.789,0.188,1.32232572776266,0.597,0.194,0,0
"195","ARRB2",409,"ENSG00000141480","Microglia",0.151,0.117,1.92995998933615,0.577,0.154,0,0
"196","ARSJ",79642,"ENSG00000180801","L6b",0.242,0.033,1.72590464124425,0.605,0.21,4.180645697478e-207,7.49422547729907e-203
"197","ART3",419,"ENSG00000156219","IT",0.207,0.024,1.28921291212052,0.582,0.164,0,0
"198","ARX",170302,"ENSG00000004848","SST",0.263,0.034,2.36374943930589,0.636,0.272,3.57019730426788e-269,6.3999356876306e-265
"199","ARX",170302,"ENSG00000004848","LAMP5",0.286,0.037,1.74654724383032,0.631,0.262,3.29813983488925e-162,5.91224546802247e-158
"200","ARX",170302,"ENSG00000004848","PVALB",0.405,0.023,2.58725025129852,0.828,0.656,0,0
"201","ASAP2",8853,"ENSG00000151693","Astrocyte",0.288,0.153,1.35658745944426,0.577,0.154,0,0
"202","ASB14",142686,"ENSG00000239388","L5.6.NP",0.252,0.027,1.84255676753175,0.628,0.256,7.82627107008924e-67,1.4029373520242e-62
"203","ASCL1",429,"ENSG00000139352","OPC",0.308,0.019,3.31502925981551,0.864,0.728,0,0
"204","ASIC2",40,"ENSG00000108684","L6b",0.957,0.484,1.4586388281501,0.705,0.41,0,0
"205","ASIC2",40,"ENSG00000108684","L5.6.NP",0.991,0.492,1.85561505289607,0.914,0.828,0,0
"206","ASIC4",55515,"ENSG00000072182","VIP",0.178,0.017,2.32869226586515,0.692,0.384,0,0
"207","ASIC4",55515,"ENSG00000072182","OPC",0.294,0.013,3.30269928668185,0.862,0.724,0,0
"208","ASPA",443,"ENSG00000108381","Oligodendrocyte",0.257,0.012,4.10625462429225,0.814,0.628,0,0
"209","ASPH",444,"ENSG00000198363","Astrocyte",0.554,0.262,1.70541261910132,0.603,0.206,0,0
"210","ASRGL1",80150,"ENSG00000162174","Astrocyte",0.224,0.103,1.49584404751283,0.567,0.134,8.62437391784947e-281,1.5460052685137e-276
"211","ASTN2",23245,"ENSG00000148219","SST",0.735,0.421,1.39614646186396,0.671,0.342,0,0
"212","ATF6",22926,"ENSG00000118217","Microglia",0.214,0.223,1.41601425732798,0.555,0.11,0,0
"213","ATG4C",84938,"ENSG00000125703","Oligodendrocyte",0.307,0.167,2.03151689965736,0.612,0.224,0,0
"214","ATM",472,"ENSG00000149311","Microglia",0.354,0.251,1.64897694835685,0.568,0.136,0,0
"215","ATP10A",57194,"ENSG00000206190","Pericyte",0.194,0.018,4.41216184710661,0.645,0.29,1.14596445456013e-108,2.05425588124449e-104
"216","ATP10B",23120,"ENSG00000118322","Oligodendrocyte",0.28,0.061,2.31317422118834,0.637,0.274,0,0
"217","ATP10B",23120,"ENSG00000118322","OPC",0.573,0.1,1.51620298142493,0.631,0.262,0,0
"218","ATP11A",23250,"ENSG00000068650","Oligodendrocyte",0.206,0.191,1.29048530176725,0.524,0.048,0,0
"219","ATP11C",286410,"ENSG00000101974","LAMP5",0.281,0.026,1.61444352115896,0.66,0.32,1.29272662169995e-205,2.31734174205932e-201
