"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val"
"ACACB",32,"ENSG00000076555","Astrocyte",0.933,0.409,2.69262063361207,0.91,0.82,0,0,"Pericyte",0.751676057295541,0.312,1.33006217920535e-18,"VLMC",1.39231476372237,0.636,3.71893725829509e-05
"ACBD7",414149,"ENSG00000176244","Astrocyte",0.378,0.064,3.291116059137,0.666,0.332,9.73260043119139e-294,4.89364882280734e-289,"L5/6 IT Car3",2.05309042811845,0.185,0.000102367283374156,"L5/6 IT Car3",2.05309042811845,0.185,0.000102367283374156
"ACOT11",26027,"ENSG00000162390","Astrocyte",0.869,0.345,2.97835328105832,0.869,0.738,0,0,"L6b",1.88051009859059,0.675,1.14601831692997e-42,"L6b",1.88051009859059,0.675,1.14601831692997e-42
"ACSBG1",23205,"ENSG00000103740","Astrocyte",0.928,0.188,3.89099356524418,0.946,0.892,0,0,"Oligodendrocyte",2.60766005242366,0.232,0,"VLMC",5.64606987720593,0.273,9.87211472437105e-14
"ACSS1",84532,"ENSG00000154930","Astrocyte",0.928,0.136,2.97902470990251,0.934,0.868,0,0,"VLMC",1.54304062942866,0.182,2.22943422472414e-09,"OPC",2.43472378607167,0.266,1.63884902492512e-281
"ADGRA3",166647,"ENSG00000152990","Astrocyte",0.864,0.268,2.85353425760947,0.877,0.754,0,0,"OPC",1.34937303406911,0.391,5.52100351944968e-129,"VLMC",1.7679104950553,0.636,5.72209962289589e-06
"ADGRV1",84059,"ENSG00000164199","Astrocyte",1,0.687,4.88572097058579,1,1,0,0,"L5 ET",3.58039239385322,1,1.72409988890527e-299,"L5 ET",3.58039239385322,1,1.72409988890527e-299
"ADORA2B",136,"ENSG00000170425","Astrocyte",0.481,0.169,3.37023637727746,0.684,0.368,8.69555536680594e-322,4.37221219398369e-317,"Pericyte",0.765320340038748,0.156,0.000664598017371753,"SST",2.21363177884243,0.274,1.04657596214164e-25
"AGT",183,"ENSG00000135744","Astrocyte",0.607,0.032,3.70525428400772,0.793,0.586,0,0,"Pericyte",0.714207833997358,0.156,1.30435088749581e-06,"Pericyte",0.714207833997358,0.156,1.30435088749581e-06
"AIFM3",150209,"ENSG00000183773","Astrocyte",0.655,0.109,3.87625248959547,0.801,0.602,0,0,"L5 ET",2.87487157644621,0.446,6.77341421396764e-16,"L5 ET",2.87487157644621,0.446,6.77341421396764e-16
"ALDH1L1",10840,"ENSG00000144908","Astrocyte",0.728,0.061,3.88249512405054,0.85,0.7,0,0,"OPC",1.97047434735363,0.166,1.578132611522e-150,"OPC",1.97047434735363,0.166,1.578132611522e-150
"AMZ2",51321,"ENSG00000196704","Astrocyte",0.986,0.59,2.82081000529294,0.949,0.898,0,0,"L5/6 IT Car3",2.05609973271513,0.938,1.39694309013477e-30,"L5/6 IT Car3",2.05609973271513,0.938,1.39694309013477e-30
"ANGPTL4",51129,"ENSG00000167772","Astrocyte",0.431,0.102,3.63465857369738,0.68,0.36,1.48091236684455e-318,7.44617547173109e-314,"Pericyte",0.927473823764102,0.281,0.0673584811175759,"Pericyte",0.927473823764102,0.281,0.0673584811175759
"APOE",348,"ENSG00000130203","Astrocyte",0.732,0.118,2.60077217113414,0.828,0.656,0,0,"Microglia",0.482686116735396,0.367,2.70145935525371e-56,"Microglia",0.482686116735396,0.367,2.70145935525371e-56
"AQP4",361,"ENSG00000171885","Astrocyte",0.848,0.109,4.86556268324169,0.909,0.818,0,0,"L6 CT",3.99855171812035,0.3,9.40316039356444e-121,"L5/6 IT Car3",4.14819974513,0.338,1.92534262849088e-35
"ARHGEF26",26084,"ENSG00000114790, ENSG00000277101","Astrocyte",0.904,0.247,3.3497043635327,0.916,0.832,0,0,"OPC",1.99951107342918,0.326,1.39507701872414e-228,"L6b",3.06171787887277,0.437,8.26065633498302e-124
"ARHGEF26.AS1",NA,NA,"Astrocyte",0.836,0.188,2.9475796352966,0.874,0.748,0,0,"OPC",1.69155486442987,0.301,1.53892460915439e-156,"L6b",2.37285531251257,0.461,6.7890822960111e-70
"ATP13A4",84239,"ENSG00000127249","Astrocyte",0.978,0.317,2.94391826215806,0.956,0.912,0,0,"OPC",0.817174098816245,0.836,2.60962052442562e-82,"OPC",0.817174098816245,0.836,2.60962052442562e-82
"ATP1B2",482,"ENSG00000129244","Astrocyte",0.961,0.374,2.52931148922509,0.918,0.836,0,0,"Pericyte",0.624039490489384,0.844,4.10063358100301e-05,"LAMP5",1.20899183752413,0.916,1.05971372962827e-44
"BMPR1B",658,"ENSG00000138696","Astrocyte",0.986,0.567,4.76551890295352,0.977,0.954,0,0,"Pericyte",2.34540259069174,0.625,4.89576511022385e-36,"VLMC",4.14773340476486,0.727,5.48268027492801e-17
"C2orf82",389084,"ENSG00000182600","Astrocyte",0.413,0.126,2.63726673558047,0.662,0.324,3.04912498700871e-243,1.53313053471785e-238,"Oligodendrocyte",2.12673965906879,0.068,2.90934796378098e-124,"L6b",2.26603054754829,0.44,1.93585055047605e-58
"CABLES1",91768,"ENSG00000134508","Astrocyte",0.84,0.476,2.58699066975871,0.828,0.656,0,0,"OPC",0.912437933083415,0.696,2.02887322225004e-43,"L5/6 IT Car3",2.53632312863309,0.785,1.1169048806464e-17
"CACHD1",57685,"ENSG00000158966","Astrocyte",0.918,0.469,2.63464913077109,0.887,0.774,0,0,"Pericyte",-0.0276472386716469,0.719,0.000449673486015239,"L5/6 IT Car3",1.02558842236632,0.954,7.40481013441983e-07
"CASC17",101928165,NA,"Astrocyte",0.442,0.276,2.87536720675765,0.617,0.234,1.7518500878167e-221,8.80847742655115e-217,"VIP",2.36411024503296,0.285,1.44117344731507e-34,"VLMC",3.1744707388797,0.636,0.0300571010160249
"CD38",952,"ENSG00000004468","Astrocyte",0.571,0.28,3.85646897520368,0.701,0.402,0,0,"Pericyte",0.425190138416286,0.469,0.430684444517993,"VLMC",4.24760887626943,0.636,0.011095069425789
"CDC42EP4",23580,"ENSG00000179604","Astrocyte",0.646,0.179,3.06122977622134,0.774,0.548,0,0,"Endothelial",0.249141603288145,0.271,3.66724067419201e-09,"VLMC",2.32911015458215,0.545,0.0832696443959413
"CFAP47",286464,"ENSG00000165164","Astrocyte",0.57,0.423,2.66463415946987,0.619,0.238,3.73040198706987e-132,1.8756834231186e-127,"SST",1.64634235560199,0.49,6.26184514527663e-05,"VLMC",3.66542168799542,0.636,0.221506333150759
"CLDN10",9071,"ENSG00000134873","Astrocyte",0.719,0.282,2.94510464405736,0.791,0.582,0,0,"OPC",0.925654283748399,0.468,2.05100531679413e-46,"OPC",0.925654283748399,0.468,2.05100531679413e-46
"COL5A3",50509,"ENSG00000080573","Astrocyte",0.952,0.355,4.02845718326172,0.954,0.908,0,0,"Pericyte",0.778647425500386,0.75,0.000111413111844345,"L5/6 IT Car3",3.77439247871212,0.754,1.74741075503636e-71
"DIO2",1734,"ENSG00000211448","Astrocyte",0.436,0.028,3.55258742048218,0.707,0.414,0,0,"OPC",1.95764697255532,0.053,9.88180342560306e-88,"L6b",3.3357387108091,0.068,1.72801799277537e-43
"EDNRB",1910,"ENSG00000136160","Astrocyte",0.573,0.131,2.89806362892417,0.747,0.494,0,0,"OPC",0.826771942717608,0.29,9.68720093106483e-40,"OPC",0.826771942717608,0.29,9.68720093106483e-40
"EFEMP1",2202,"ENSG00000115380","Astrocyte",0.643,0.075,3.50780141981914,0.798,0.596,0,0,"VIP",2.16010274356574,0.149,2.83742625680632e-101,"LAMP5",2.48699730295248,0.151,3.43419671073119e-77
"EMX2",2018,"ENSG00000170370","Astrocyte",0.732,0.013,3.89171652680754,0.863,0.726,0,0,"Pericyte",0.764062616658381,0.219,6.27487666456929e-09,"Pericyte",0.764062616658381,0.219,6.27487666456929e-09
"EMX2OS",196047,NA,"Astrocyte",0.712,0.056,4.3734335121745,0.845,0.69,0,0,"Pericyte",1.26335768036167,0.125,6.72045176674291e-11,"VLMC",3.50466862408935,0.364,0.00120304006964115
"EPHB1",2047,"ENSG00000154928","Astrocyte",0.909,0.561,2.59692411014573,0.867,0.734,0,0,"OPC",1.27487054851239,0.63,4.1369252659642e-123,"L6 CT",2.09159399424882,0.799,3.19832696404504e-56
"ETNPPL",64850,"ENSG00000164089","Astrocyte",0.803,0.054,5.52228119637689,0.894,0.788,0,0,"VLMC",1.3908412954895,0.091,1.7515779719498e-06,"Pericyte",6.08967975287939,0.094,1.80106330765254e-22
"EYA1",2138,"ENSG00000104313","Astrocyte",0.775,0.334,2.91857047987847,0.812,0.624,0,0,"PAX6",0.374156703305227,0.667,0.0387185133963995,"PAX6",0.374156703305227,0.667,0.0387185133963995
"EYA2",2139,"ENSG00000064655","Astrocyte",0.921,0.485,3.33172328246094,0.908,0.816,0,0,"OPC",1.32384043501714,0.62,1.49624435418007e-118,"OPC",1.32384043501714,0.62,1.49624435418007e-118
"EZR",7430,"ENSG00000092820","Astrocyte",0.779,0.112,3.73079704252858,0.869,0.738,0,0,"Microglia",1.70460889839051,0.199,3.99588539081212e-168,"Pericyte",1.97908580535698,0.281,7.95599258090958e-10
"F11.AS1",NA,NA,"Astrocyte",0.68,0.222,3.32365319847337,0.785,0.57,0,0,"L6b",2.85102752646622,0.263,8.04410791404684e-61,"L5 ET",4.41418191394576,0.292,5.88067998584918e-20
"F3",2152,"ENSG00000117525","Astrocyte",0.816,0.028,4.36762193511969,0.902,0.804,0,0,"VLMC",0.505562646679294,0.545,0.123211703395122,"VLMC",0.505562646679294,0.545,0.123211703395122
"FAM107A",11170,"ENSG00000168309","Astrocyte",0.804,0.239,2.89771423794882,0.847,0.694,0,0,"Endothelial",0.793602858774791,0.414,3.62867439244684e-12,"PAX6",1.29421051727723,0.712,3.99965412705458e-06
"FAM189A2",9413,"ENSG00000135063","Astrocyte",0.79,0.108,3.98834588671106,0.874,0.748,0,0,"Endothelial",1.36620718521346,0.286,7.92104535949261e-19,"Endothelial",1.36620718521346,0.286,7.92104535949261e-19
"FGFR3",2261,"ENSG00000068078","Astrocyte",0.973,0.048,4.51285536268603,0.981,0.962,0,0,"OPC",2.40323505601095,0.299,2.76676761671098e-322,"OPC",2.40323505601095,0.299,2.76676761671098e-322
"FLJ46906",441172,NA,"Astrocyte",0.516,0.026,3.34479241173888,0.749,0.498,0,0,"Microglia",1.43059432581815,0.095,7.93663496565807e-92,"Microglia",1.43059432581815,0.095,7.93663496565807e-92
"FXYD1",5348,"ENSG00000266964","Astrocyte",0.724,0.294,2.5727886506902,0.789,0.578,0,0,"Pericyte",1.11432102709783,0.156,1.68034557556692e-10,"L5/6 IT Car3",1.94634398388016,0.846,3.33461897264916e-23
"GAREML",150946,"ENSG00000157833","Astrocyte",0.575,0.214,2.75170716851116,0.719,0.438,2.45915710268627e-307,1.23648878280168e-302,"SST",1.57914827727811,0.282,2.31512838918476e-24,"L5/6 NP",1.66191689978977,0.341,2.28885063354805e-09
"GFAP",2670,"ENSG00000131095","Astrocyte",0.637,0.062,4.8287856367052,0.803,0.606,0,0,"Endothelial",3.73445229665204,0.057,1.94412749169195e-23,"L6b",5.22269912259851,0.121,1.2651429300162e-90
"GJA1",2697,"ENSG00000152661","Astrocyte",0.767,0.073,5.35564362961458,0.872,0.744,0,0,"Endothelial",2.404423458466,0.157,7.98840027667046e-26,"Endothelial",2.404423458466,0.157,7.98840027667046e-26
"GJB6",10804,"ENSG00000121742","Astrocyte",0.436,0.027,4.55712155498469,0.71,0.42,0,0,"Microglia",3.91117453319639,0.037,1.53341667766962e-114,"SST",4.70373371494212,0.043,1.19617616804562e-65
"GLI3",2737,"ENSG00000106571","Astrocyte",0.946,0.327,4.52903089122427,0.955,0.91,0,0,"Pericyte",0.850987266041175,0.5,5.00247066160304e-16,"VLMC",4.66827834803058,0.545,6.13890812045192e-13
"GLIS3",169792,"ENSG00000107249","Astrocyte",0.981,0.434,3.05954049774252,0.954,0.908,0,0,"Endothelial",0.985937958009584,0.514,6.19690367965229e-49,"VLMC",1.70568168080338,0.727,2.39757599464193e-11
"GNA14",9630,"ENSG00000156049","Astrocyte",0.714,0.281,3.16439569275002,0.787,0.574,0,0,"Endothelial",1.14009602611428,0.357,2.97275848276026e-12,"VLMC",1.5500540233988,0.636,0.00747142910641196
"GPC4",2239,"ENSG00000076716","Astrocyte",0.543,0.311,2.56084930452687,0.656,0.312,1.82032921128401e-168,9.15279730725712e-164,"Pericyte",0.768417812036673,0.25,0.00344917378248269,"L5 ET",0.941982590777088,0.631,0.381356014048027
"GPC5",2262,"ENSG00000179399","Astrocyte",0.997,0.812,3.08236432785601,0.974,0.948,0,0,"Pericyte",0.150978258294982,0.969,0.000338763385951994,"Pericyte",0.150978258294982,0.969,0.000338763385951994
"GRIN2C",2905,"ENSG00000161509","Astrocyte",0.757,0.037,4.72657136118944,0.872,0.744,0,0,"VLMC",2.07255207982751,0.091,1.6882721315689e-05,"VLMC",2.07255207982751,0.091,1.6882721315689e-05
"HECTD2.AS1",NA,NA,"Astrocyte",0.653,0.337,2.69079166965467,0.725,0.45,0,0,"SST",2.2670335083494,0.433,2.24963647271126e-33,"L5 ET",2.46970039813145,0.508,5.56415398794252e-06
"HEPH",9843,"ENSG00000089472","Astrocyte",0.711,0.323,2.66339506671672,0.772,0.544,0,0,"Oligodendrocyte",1.34218977507633,0.338,1.24235910769011e-128,"VLMC",2.3928934204616,0.636,0.00352491519279998
"HES1",3280,"ENSG00000114315","Astrocyte",0.612,0.087,2.96543357000068,0.778,0.556,0,0,"Endothelial",-0.439706652888093,0.457,0.00111297654477981,"Pericyte",0.0615935911427048,0.656,0.772702561514194
"HIF3A",64344,"ENSG00000124440","Astrocyte",0.952,0.278,3.63122941764681,0.952,0.904,0,0,"Endothelial",0.89884578631216,0.5,4.24831223560333e-27,"PAX6",2.78315821199728,0.561,7.67862506683332e-40
"HPSE2",60495,"ENSG00000172987","Astrocyte",0.933,0.762,3.85299293380939,0.856,0.712,0,0,"LAMP5",2.35974296540907,0.828,4.63952049146933e-75,"VLMC",5.82497457309729,0.909,2.50389489268636e-06
"HS3ST3A1",9955,"ENSG00000153976","Astrocyte",0.362,0.218,2.51726201405439,0.589,0.178,2.66213149357672e-93,1.33854633628531e-88,"VIP",1.401783046138,0.264,5.35225606695923e-08,"L5/6 NP",2.4458453881244,0.305,7.3931070494246e-05
"ID4",3400,"ENSG00000172201","Astrocyte",0.639,0.025,4.704668294428,0.813,0.626,0,0,"SST",3.41385595028428,0.048,7.66963737431241e-99,"VIP",3.66062557182733,0.067,1.22639012047585e-150
"IL33",90865,"ENSG00000137033","Astrocyte",0.392,0.075,3.33380439552032,0.668,0.336,1.01343420442699e-249,5.09564852327935e-245,"IT",2.61867123291521,0.131,2.93212744279696e-90,"IT",2.61867123291521,0.131,2.93212744279696e-90
"ITGA7",3679,"ENSG00000135424","Astrocyte",0.788,0.222,2.9725942879827,0.844,0.688,0,0,"Pericyte",-0.157961230748164,0.594,0.0209722662391665,"L5 ET",1.94354391184839,0.738,8.77058938430727e-13
"ITGB4",3691,"ENSG00000132470","Astrocyte",0.475,0.121,3.46668561656483,0.699,0.398,0,0,"OPC",2.75697060482918,0.137,1.27407634151289e-83,"L6 CT",3.75818872337117,0.194,4.01005471082197e-40
"KCNN3",3782,"ENSG00000143603","Astrocyte",0.88,0.399,2.76773564538204,0.863,0.726,0,0,"VLMC",1.72774076817303,0.273,8.27641560569219e-07,"IT",2.05789836896978,0.706,1.91147547177099e-191
"LAMA1",284217,"ENSG00000101680","Astrocyte",0.829,0.399,4.16289766955537,0.847,0.694,0,0,"VLMC",1.54388845808395,0.636,0.00310441761791874,"VLMC",1.54388845808395,0.636,0.00310441761791874
"LCN12",286256,"ENSG00000184925","Astrocyte",0.456,0.045,3.23589927893276,0.712,0.424,0,0,"L5 ET",2.66948244703236,0.169,4.14417544642613e-09,"L5 ET",2.66948244703236,0.169,4.14417544642613e-09
"LCNL1",401562,"ENSG00000214402","Astrocyte",0.494,0.07,2.59323102669163,0.721,0.442,3.65608577922522e-322,1.83831649065224e-317,"VLMC",1.01947545130432,0.182,0.0972326910912945,"VLMC",1.01947545130432,0.182,0.0972326910912945
"LINC00299",339789,NA,"Astrocyte",0.971,0.432,2.66514560964152,0.939,0.878,0,0,"LAMP5",0.251914984202895,0.935,9.09527443917697e-06,"LAMP5",0.251914984202895,0.935,9.09527443917697e-06
"LINC00499",100874047,NA,"Astrocyte",0.859,0.16,5.98699803848194,0.915,0.83,0,0,"Pericyte",4.24703289952058,0.062,1.50465004143482e-23,"L5 ET",6.36764423494152,0.231,4.9099371012903e-58
"LINC00982",440556,NA,"Astrocyte",0.613,0.008,4.93252379696845,0.805,0.61,0,0,"OPC",4.17800753336494,0.031,6.31381183946553e-188,"OPC",4.17800753336494,0.031,6.31381183946553e-188
"LOC100289473",100289473,NA,"Astrocyte",0.506,0.076,3.30955127967697,0.726,0.452,0,0,"L6b",2.51094536757077,0.235,7.25591324609726e-26,"L6b",2.51094536757077,0.235,7.25591324609726e-26
"LOC100533711",100533711,NA,"Astrocyte",0.4,0.06,3.21770892935983,0.677,0.354,4.20854216886997e-244,2.11609708792951e-239,"L6 CT",2.07975961191345,0.216,1.59541572050011e-14,"L6 CT",2.07975961191345,0.216,1.59541572050011e-14
"LOC101926964",101926964,NA,"Astrocyte",0.758,0.308,3.25068284648583,0.817,0.634,0,0,"OPC",1.25762092265564,0.435,4.47466808394621e-90,"VLMC",4.97435347719874,0.545,1.34889317993067e-05
"LOC101927040",101927040,NA,"Astrocyte",0.369,0.154,2.68298100988533,0.625,0.25,3.28094031763328e-180,1.64968960110919e-175,"VLMC",-0.516061141885456,0.455,0.669867021508254,"VLMC",-0.516061141885456,0.455,0.669867021508254
"LOC101927284",101927284,NA,"Astrocyte",0.467,0.238,3.114846786055,0.648,0.296,2.12715903295277e-245,1.06955683335898e-240,"OPC",2.38569123220061,0.213,2.33954017905197e-50,"VLMC",3.19071305037819,0.818,0.00103623135472387
"LOC101927437",101927437,NA,"Astrocyte",0.91,0.166,4.52920962636629,0.942,0.884,0,0,"Endothelial",0.437246323280413,0.571,1.06325946323762e-12,"Endothelial",0.437246323280413,0.571,1.06325946323762e-12
"LOC101928007",101928007,NA,"Astrocyte",0.377,0.047,2.92775842961911,0.669,0.338,3.04448817341235e-235,1.53079909847346e-230,"L6b",1.27429653500786,0.406,3.42714517150548e-09,"L6b",1.27429653500786,0.406,3.42714517150548e-09
"LOC101929418",101929418,NA,"Astrocyte",0.673,0.376,2.53079955886244,0.718,0.436,5.89153712500783e-260,2.96232378182518e-255,"Oligodendrocyte",2.02663485952746,0.383,1.51132149589601e-134,"VLMC",4.05385562568431,0.727,0.00581501783808876
"LOC101929608",101929608,NA,"Astrocyte",0.651,0.121,4.95282881572884,0.8,0.6,0,0,"OPC",3.94062564189865,0.142,1.15083303722748e-182,"Pericyte",5.14029296543184,0.188,7.10879501711676e-12
"LOC101929796",101929796,NA,"Astrocyte",0.623,0.111,2.54991421895844,0.773,0.546,0,0,"Microglia",1.65820513490279,0.239,7.0699254522507e-80,"VLMC",3.08699860957643,0.364,0.0121943463867352
"LOC101930275",101930275,NA,"Astrocyte",0.706,0.068,3.20287508669354,0.834,0.668,0,0,"Pericyte",0.22929661225231,0.25,1.06942299247962e-06,"VLMC",0.624214535962314,0.545,0.3031332326844
"LOC102723493",102723493,NA,"Astrocyte",0.414,0.202,2.69591822110526,0.627,0.254,5.2479883116858e-165,2.63874100299874e-160,"Endothelial",1.26921726366478,0.157,6.54343050965376e-06,"VLMC",2.61627195940576,0.455,0.318834078816849
"LOC102724687",102724687,NA,"Astrocyte",0.757,0.324,3.60627213140119,0.812,0.624,0,0,"VIP",3.20467864129596,0.282,8.78477028307027e-148,"VLMC",4.44973135333405,0.545,0.000116376310452074
"LOC105370983",105370983,NA,"Astrocyte",0.827,0.508,2.69503635714026,0.789,0.578,0,0,"L5/6 IT Car3",0.484680718407089,0.969,0.00190005674534553,"L5/6 IT Car3",0.484680718407089,0.969,0.00190005674534553
"LOC105372633",105372633,NA,"Astrocyte",0.399,0.085,2.53385057219584,0.665,0.33,9.03426281434529e-199,4.54251768568095e-194,"Endothelial",1.179288987634,0.057,5.90495004939433e-10,"L5/6 NP",1.29922414457478,0.305,0.00035328222929014
"LOC105376244",105376244,NA,"Astrocyte",0.646,0.072,2.7157926104174,0.798,0.596,0,0,"VLMC",0.97740694390984,0.273,0.00594258626200903,"VLMC",0.97740694390984,0.273,0.00594258626200903
"LOC105376917",105376917,NA,"Astrocyte",0.774,0.203,4.66925720423979,0.854,0.708,0,0,"L6b",3.36180778440245,0.529,3.44124306557992e-89,"L6b",3.36180778440245,0.529,3.44124306557992e-89
"LOC105379364",105379364,NA,"Astrocyte",0.682,0.478,3.03619708927524,0.688,0.376,8.18710135481746e-298,4.11655643221577e-293,"PAX6",1.21352748991338,0.576,0.0472189684969207,"VLMC",4.23247289196416,0.636,0.0564565440071439
"LOC645321",645321,NA,"Astrocyte",0.518,0.029,2.92485438149231,0.746,0.492,0,0,"OPC",0.982894071762913,0.226,8.1407465620046e-39,"OPC",0.982894071762913,0.226,8.1407465620046e-39
"LRIG1",26018,"ENSG00000144749","Astrocyte",0.877,0.248,2.59337848727937,0.883,0.766,0,0,"Pericyte",1.10921406647117,0.281,3.99124758618877e-14,"L5 ET",2.86298527935526,0.492,7.10283900500023e-26
"MEIKIN",728637,"ENSG00000239642","Astrocyte",0.826,0.459,2.88689052104928,0.823,0.646,0,0,"L5 ET",1.85634862508711,0.908,1.1051313745443e-08,"L5 ET",1.85634862508711,0.908,1.1051313745443e-08
"MFGE8",4240,"ENSG00000140545","Astrocyte",0.67,0.074,2.70249417685075,0.808,0.616,0,0,"Pericyte",-0.63118010320551,0.562,0.030510179534229,"Pericyte",-0.63118010320551,0.562,0.030510179534229
"MGST1",4257,"ENSG00000008394","Astrocyte",0.702,0.152,3.29813182664539,0.811,0.622,0,0,"L6b",1.22021943129513,0.675,4.11077267441173e-13,"L6b",1.22021943129513,0.675,4.11077267441173e-13
"MICALL2",79778,"ENSG00000164877","Astrocyte",0.801,0.337,2.68756331543137,0.83,0.66,0,0,"VLMC",0.831838455333996,0.273,0.00084957462526456,"L6b",2.71689498327085,0.604,2.4061090304138e-92
"MLC1",23209,"ENSG00000100427","Astrocyte",0.635,0.068,3.86424569447571,0.802,0.604,0,0,"Microglia",2.80909918760037,0.084,2.70661436287079e-164,"PAX6",3.57535452689816,0.106,6.72760158601688e-20
"MMD2",221938,"ENSG00000136297","Astrocyte",0.988,0.554,2.86360279488721,0.95,0.9,0,0,"OPC",0.880905481994599,0.872,2.19303993488749e-74,"L5/6 NP",2.03542098482943,0.958,1.49105804577308e-70
"MMP28",79148,"ENSG00000278843, ENSG00000271447","Astrocyte",0.562,0.239,2.5351950249987,0.7,0.4,9.98260383826546e-259,5.01935303591825e-254,"Endothelial",0.494538955193665,0.3,8.86733146617324e-05,"L6b",2.22156181705817,0.514,2.41324235115901e-26
"MROH7.TTC4",NA,NA,"Astrocyte",0.63,0.125,3.28259288769945,0.777,0.554,0,0,"Endothelial",1.55992641289979,0.029,3.13288889070656e-25,"L6b",2.63679689868406,0.365,1.4368018509863e-42
"MRVI1",10335,"ENSG00000072952","Astrocyte",0.872,0.177,3.7172392512594,0.91,0.82,0,0,"Pericyte",1.00715066759125,0.344,2.30028790154074e-12,"Pericyte",1.00715066759125,0.344,2.30028790154074e-12
"MSI2",124540,"ENSG00000153944","Astrocyte",0.998,0.806,2.83048918508402,0.983,0.966,0,0,"VLMC",1.34454347516835,0.909,1.68948265065014e-15,"PAX6",2.45512041001444,0.955,8.33862059645314e-147
"MT1E",4493,"ENSG00000169715","Astrocyte",0.497,0.05,2.90866615959839,0.729,0.458,0,0,"Endothelial",-0.135024102663954,0.357,0.00294051801542879,"Endothelial",-0.135024102663954,0.357,0.00294051801542879
"MT1F",4494,"ENSG00000198417","Astrocyte",0.479,0.036,3.57445897983489,0.727,0.454,0,0,"Endothelial",1.06500436035309,0.2,2.67797735568269e-06,"Endothelial",1.06500436035309,0.2,2.67797735568269e-06
"MT1G",4495,"ENSG00000125144","Astrocyte",0.426,0.058,3.51196856808608,0.693,0.386,2.01237878207598e-319,1.01184417541562e-314,"Endothelial",1.12023829176302,0.143,4.62023389119439e-08,"Pericyte",3.08279645740636,0.188,1.97623768716538e-07
"MT1X",4501,"ENSG00000187193","Astrocyte",0.402,0.046,2.89902575437277,0.683,0.366,4.43258543743577e-267,2.22874828379708e-262,"Endothelial",-0.0631899880030149,0.257,0.00496579660570604,"Endothelial",-0.0631899880030149,0.257,0.00496579660570604
"MT2A",4502,"ENSG00000125148","Astrocyte",0.786,0.144,3.22919569768632,0.863,0.726,0,0,"Endothelial",0.0337530017040937,0.629,0.002451284988803,"Endothelial",0.0337530017040937,0.629,0.002451284988803
"MT3",4504,"ENSG00000087250","Astrocyte",0.902,0.524,2.55618272856293,0.89,0.78,0,0,"OPC",1.50567718652599,0.583,7.54685492168998e-131,"L6b",2.35967886919258,0.923,1.65572611597514e-178
"MYBPC1",4604,"ENSG00000196091","Astrocyte",0.568,0.265,2.58105767137998,0.692,0.384,1.90873251133613e-232,9.59729794024921e-228,"L6b",1.43109133250191,0.412,2.14013487262943e-08,"L5 ET",1.81620229373563,0.492,0.133956775648569
"NCAN",1463,"ENSG00000130287","Astrocyte",0.952,0.46,3.12562098233808,0.925,0.85,0,0,"OPC",2.18804793816757,0.453,1.01944614058945e-261,"L5 ET",2.88218016362758,0.769,2.94864418937237e-35
"NDRG2",57447,"ENSG00000165795","Astrocyte",0.957,0.269,2.64498574096876,0.934,0.868,0,0,"Oligodendrocyte",1.47175216060268,0.583,4.006998616319e-249,"Oligodendrocyte",1.47175216060268,0.583,4.006998616319e-249
"NFATC4",4776,"ENSG00000100968, ENSG00000285485","Astrocyte",0.432,0.012,3.99150747569524,0.712,0.424,0,0,"VLMC",-0.0109214222581651,0.545,0.751815510376593,"VLMC",-0.0109214222581651,0.545,0.751815510376593
"NHSL1",57224,"ENSG00000135540","Astrocyte",0.991,0.479,3.03641052978616,0.964,0.928,0,0,"Microglia",1.14692022594115,0.684,6.60741208671353e-220,"VLMC",1.3619086974663,0.909,2.30564350411089e-09
"NTSR2",23620,"ENSG00000169006","Astrocyte",0.414,0.14,3.26602531787311,0.657,0.314,3.46048146920238e-277,1.73996468752965e-272,"PAX6",1.39762753576408,0.212,0.00312778040586966,"Pericyte",3.81518697680942,0.281,6.11506438041224e-05
"NWD1",284434,"ENSG00000188039","Astrocyte",0.844,0.435,3.73997281743982,0.847,0.694,0,0,"Pericyte",2.92790343990327,0.469,3.85860822347283e-12,"VLMC",4.10203382768719,0.636,0.000123353820213589
"OAF",220323,"ENSG00000184232","Astrocyte",0.772,0.055,3.49549511727906,0.871,0.742,0,0,"VLMC",0.4966873706713,0.545,0.256623571507142,"VLMC",0.4966873706713,0.545,0.256623571507142
"PAMR1",25891,"ENSG00000149090","Astrocyte",0.933,0.195,4.07048915928234,0.945,0.89,0,0,"VLMC",0.509155778204004,0.727,0.114210655752497,"VLMC",0.509155778204004,0.727,0.114210655752497
"PAPLN",89932,"ENSG00000100767","Astrocyte",0.931,0.088,4.79395812986104,0.957,0.914,0,0,"VLMC",1.89462784269037,0.273,4.32858015027818e-08,"VLMC",1.89462784269037,0.273,4.32858015027818e-08
"PAX6",5080,"ENSG00000007372","Astrocyte",0.637,0.062,3.77169629208875,0.8,0.6,0,0,"PAX6",0.888554602236145,0.621,0.100548599084101,"PAX6",0.888554602236145,0.621,0.100548599084101
