"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val"
"LAPTM5",7805,"ENSG00000162511","Microglia",0.755,0.032,5.09767680695346,0.87,0.74,0,0,"SST",4.27303215782969,0.1,1.80534771141587e-107,"SST",4.27303215782969,0.1,1.80534771141587e-107
"LAT2",7462,"ENSG00000086730","Microglia",0.48,0.195,4.06253489289112,0.678,0.356,0,0,"Oligodendrocyte",3.72705400942625,0.187,9.61171570590544e-135,"L6 CT",3.83189216754549,0.286,1.06403278135817e-31
"LHFPL2",10184,"ENSG00000145685","Microglia",0.803,0.379,3.35010343973224,0.831,0.662,0,0,"Endothelial",1.68301224606927,0.486,5.83549570551294e-15,"L5/6 NP",2.09457101606076,0.79,5.02680473758022e-25
"LILRB1",10859,"ENSG00000274669, ENSG00000277807, ENSG00000276452, ENSG00000277134, ENSG00000104972","Microglia",0.42,0.02,4.83543401423983,0.704,0.408,1.76512671752502e-315,8.87523364838753e-311,"Astrocyte",4.42872205987946,0.029,3.26496641199803e-121,"L5 ET",4.93399205747762,0.046,2.00788405737702e-12
"LILRB4",11006,"ENSG00000278555, ENSG00000276042, ENSG00000278279, ENSG00000275730, ENSG00000186818","Microglia",0.471,0.076,4.88458423587962,0.713,0.426,0,0,"SST",4.66548844511246,0.054,2.0300586028143e-64,"VLMC",4.8928196909723,0.182,0.00258333365359469
"LINC00996",285972,NA,"Microglia",0.472,0.018,5.4862384590997,0.731,0.462,0,0,"Astrocyte",5.10422974094852,0.029,2.28098442601138e-167,"PAX6",5.63864275033478,0.045,5.38098971713886e-20
"LINC01091",285419,NA,"Microglia",0.663,0.504,3.270889166021,0.653,0.306,4.90930566855894e-128,2.46844798320812e-123,"Astrocyte",2.62568200598776,0.547,2.31873576632846e-30,"VLMC",4.09298578464419,0.818,0.102320693513626
"LINC01094",100505702,NA,"Microglia",0.413,0.148,2.84828603169439,0.653,0.306,1.77066854297907e-163,8.90309850095306e-159,"Astrocyte",0.917822757573607,0.385,4.84097770034491e-12,"Astrocyte",0.917822757573607,0.385,4.84097770034491e-12
"LINC01141",339505,NA,"Microglia",0.756,0.14,4.72184828095438,0.85,0.7,0,0,"IT",3.85520207056219,0.294,4.08052117192437e-242,"IT",3.85520207056219,0.294,4.08052117192437e-242
"LINC01268",285758,NA,"Microglia",0.54,0.018,5.71468047401464,0.765,0.53,0,0,"Endothelial",3.26374295293393,0.029,1.91944334625366e-19,"Pericyte",6.19842515656276,0.031,4.16806071118499e-11
"LOC101927086",101927086,NA,"Microglia",0.409,0.335,2.51362424212874,0.565,0.13,3.6093087549993e-70,1.8147965351012e-65,"VLMC",-0.0787793594479727,0.455,0.880199185787295,"L6 CT",1.98325713257617,0.571,2.18734799192203e-12
"LOC101929497",101929497,NA,"Microglia",0.776,0.11,5.94734298390728,0.873,0.746,0,0,"Astrocyte",5.31875890488223,0.129,0,"Astrocyte",5.31875890488223,0.129,0
"LOC101930023",101930023,NA,"Microglia",0.473,0.197,4.06648118192325,0.674,0.348,3.46658768900738e-307,1.7430349559098e-302,"Pericyte",1.52472660055072,0.281,0.0107231686325782,"Pericyte",1.52472660055072,0.281,0.0107231686325782
"LOC105369213",105369213,NA,"Microglia",0.404,0.103,4.50132767056613,0.667,0.334,3.66627127852946e-286,1.8434378615574e-281,"Oligodendrocyte",4.05999924108031,0.109,7.95874511288529e-109,"L5 ET",4.7662954643797,0.138,2.29449721709141e-09
"LOC105369827",105369827,NA,"Microglia",0.444,0.237,3.40394366800054,0.639,0.278,1.4603321986667e-195,7.34269632811602e-191,"L6b",2.25807372146671,0.449,7.70974823425663e-16,"L5/6 IT Car3",2.36245845701987,0.508,3.15617824635592e-07
"LOC105370359",105370359,NA,"Microglia",0.685,0.368,4.26339769224173,0.745,0.49,0,0,"Astrocyte",3.37763830387613,0.421,1.04844652071487e-119,"L5 ET",4.02030418756962,0.6,2.43275331307477e-09
"LOC105372776",105372776,NA,"Microglia",0.531,0.317,4.04470062372903,0.653,0.306,2.65585993260975e-213,1.33539293271551e-208,"SST",2.97369410701752,0.362,3.15591652537665e-15,"L6 CT",4.1931691383643,0.396,5.84080146692232e-17
"LOC105372984",105372984,NA,"Microglia",0.455,0.03,5.17709425188283,0.718,0.436,0,0,"OPC",4.9100372762275,0.045,8.22058146886847e-109,"Pericyte",5.37660748838778,0.062,5.0347393263997e-08
"LOC105376219",105376219,NA,"Microglia",0.425,0.288,3.94158440824107,0.606,0.212,1.94981371181991e-247,9.80385832440167e-243,"Oligodendrocyte",3.19907309028492,0.281,2.55918884279416e-64,"OPC",4.01915530921833,0.37,9.51688649239434e-41
"LOC105376287",105376287,NA,"Microglia",0.36,0.202,2.51342406670564,0.6,0.2,2.09369874460111e-134,1.05273266577288e-129,"Astrocyte",1.33886022010365,0.35,4.0979660310159e-16,"Astrocyte",1.33886022010365,0.35,4.0979660310159e-16
"LOC105376388",105376388,NA,"Microglia",0.444,0.028,5.96991448225373,0.714,0.428,0,0,"Endothelial",5.19610380753148,0.014,1.84909709234403e-15,"PAX6",6.30875135309244,0.045,1.22307727746764e-17
"LOC105376603",105376603,NA,"Microglia",0.625,0.136,5.87352071745312,0.783,0.566,0,0,"Astrocyte",5.15120170223519,0.191,1.41806326788818e-212,"VLMC",6.02641785153213,0.364,3.72964461543835e-05
"LOC105376908",105376908,NA,"Microglia",0.485,0.317,2.80583710064525,0.624,0.248,5.06068088302551e-175,2.54456095479406e-170,"Endothelial",2.378246988489,0.329,0.00025094405371843,"Astrocyte",2.38841597904212,0.414,1.91648933855689e-38
"LOC105377684",105377684,NA,"Microglia",0.788,0.165,5.03624463220556,0.867,0.734,0,0,"VIP",3.71538900042927,0.223,1.19838803237751e-147,"L6 CT",4.56025091743265,0.271,1.09312944010809e-91
"LOC105377918",105377918,NA,"Microglia",0.525,0.037,5.07176159050263,0.752,0.504,0,0,"L5 ET",3.55121848691681,0.385,9.99742257619974e-14,"L5 ET",3.55121848691681,0.385,9.99742257619974e-14
"LOC105378119",105378119,NA,"Microglia",0.424,0.095,3.26751808053266,0.676,0.352,1.77842459329006e-170,8.94209669752177e-166,"PVALB",2.39421618887217,0.266,5.50903050434398e-23,"L5/6 IT Car3",2.58149147696574,0.292,2.74663415503289e-06
"LOC105378305",105378305,NA,"Microglia",0.793,0.337,5.53852335097945,0.845,0.69,0,0,"Oligodendrocyte",4.7496357204035,0.312,0,"L6 CT",6.5097837725491,0.451,2.14327737038333e-111
"LOC285626",285626,NA,"Microglia",0.392,0.108,4.65024503097056,0.657,0.314,1.47421138437717e-253,7.41248226178687e-249,"L6b",4.23782377267947,0.124,1.15627647973453e-27,"VLMC",5.01809402062809,0.182,0.0412106435234984
"LOC401134",401134,NA,"Microglia",0.663,0.271,2.51519319858074,0.751,0.502,1.17192236674229e-178,5.89254285221692e-174,"L6b",0.36115941753184,0.997,1.36823423550465e-44,"L6b",0.36115941753184,0.997,1.36823423550465e-44
"LOC401478",401478,NA,"Microglia",0.715,0.405,2.58108591320176,0.749,0.498,2.13030791103704e-252,1.07114012074853e-247,"L6 CT",-0.120411846790743,0.941,8.44393633921347e-21,"L6 CT",-0.120411846790743,0.941,8.44393633921347e-21
"LPAR5",57121,"ENSG00000184574","Microglia",0.616,0.236,4.62297784764319,0.747,0.494,0,0,"Endothelial",3.31849228705996,0.186,1.19742292549734e-14,"VLMC",4.55315734579233,0.545,0.00851713706104763
"LPAR6",10161,"ENSG00000139679","Microglia",0.971,0.082,5.64341837491349,0.982,0.964,0,0,"Endothelial",1.80663774384084,0.6,1.50173183172629e-34,"Endothelial",1.80663774384084,0.6,1.50173183172629e-34
"LPCAT2",54947,"ENSG00000087253","Microglia",0.773,0.203,3.6136064371089,0.847,0.694,0,0,"VLMC",1.07795750754331,0.636,0.153194468645952,"VLMC",1.07795750754331,0.636,0.153194468645952
"LRMP",4033,"ENSG00000118308","Microglia",0.537,0.256,2.6864684743741,0.678,0.356,1.52193814560542e-122,7.65245718991862e-118,"L5/6 NP",0.609605278665968,0.958,3.39480067231488e-30,"L5/6 NP",0.609605278665968,0.958,3.39480067231488e-30
"LRRK1",79705,"ENSG00000154237","Microglia",0.74,0.371,3.15487270237709,0.784,0.568,6.78033815236183e-285,3.40922182638905e-280,"L5 ET",2.0631914799761,0.985,4.71330307189141e-17,"L5 ET",2.0631914799761,0.985,4.71330307189141e-17
"LST1",7940,"ENSG00000226182, ENSG00000235915, ENSG00000230791, ENSG00000234514, ENSG00000206433, ENSG00000204482, ENSG00000223465, ENSG00000231048","Microglia",0.432,0.008,4.88694691667883,0.713,0.426,0,0,"Astrocyte",4.3328484164091,0.023,1.60453305460847e-136,"Astrocyte",4.3328484164091,0.023,1.60453305460847e-136
"LTC4S",4056,"ENSG00000213316, ENSG00000283887","Microglia",0.477,0.034,4.23432199728993,0.729,0.458,0,0,"Endothelial",2.91109515128888,0.071,1.02715034295529e-17,"L5 ET",4.55096461298418,0.092,2.20782229265596e-22
"LY86",9450,"ENSG00000112799","Microglia",0.605,0.041,5.4764918076257,0.793,0.586,0,0,"Astrocyte",4.99130483004101,0.048,6.84712375740313e-208,"OPC",5.69604027085654,0.061,6.98899586558246e-162
"LYN",4067,"ENSG00000254087","Microglia",0.819,0.395,3.49199008230019,0.84,0.68,0,0,"Endothelial",1.69712801453317,0.543,3.01025975724472e-16,"VLMC",2.72496180736346,0.909,7.42566736914931e-05
"MAML3",55534,"ENSG00000196782","Microglia",0.932,0.618,2.98230000804007,0.881,0.762,0,0,"Endothelial",1.20434192479786,0.643,2.10907368981454e-16,"PAX6",1.40365289750194,0.924,0.000108805515553127
"MB21D1",115004,"ENSG00000164430","Microglia",0.352,0.274,2.56685946907055,0.561,0.122,6.30879305068659e-84,3.17212423381573e-79,"Endothelial",0.238769924698278,0.371,0.686166161351373,"VLMC",0.244427887233718,0.545,0.311888702341947
"MILR1",284021,"ENSG00000271605","Microglia",0.624,0.2,5.40705226938643,0.767,0.534,0,0,"Oligodendrocyte",5.04689810391104,0.208,1.50302376379806e-240,"VLMC",5.59711523295787,0.273,0.00065878492643938
"MIR31HG",554202,NA,"Microglia",0.507,0.256,3.03864679020464,0.665,0.33,6.88871858750667e-157,3.46371659298423e-152,"L5/6 NP",0.445421035600711,0.916,7.31501354458486e-25,"L5/6 NP",0.445421035600711,0.916,7.31501354458486e-25
"MIR646HG",284757,NA,"Microglia",0.4,0.227,2.8425335718208,0.611,0.222,8.30177671695009e-90,4.17421635104967e-85,"L6 CT",1.83055495545028,0.491,4.94532354871749e-10,"L6 CT",1.83055495545028,0.491,4.94532354871749e-10
"MIS18BP1",55320,"ENSG00000129534","Microglia",0.613,0.304,2.88719487427022,0.715,0.43,1.62203103835001e-177,8.15573426392768e-173,"Pericyte",1.5679719605656,0.219,5.53660455730005e-06,"L6b",1.94506067626794,0.755,4.48798890201582e-30
"MKNK1",8569,"ENSG00000079277","Microglia",0.813,0.51,2.88327214967902,0.807,0.614,2.62171680072315e-315,1.31822542457161e-310,"Endothelial",2.25499060990634,0.271,4.53826309188284e-26,"IT",2.68420860025754,0.797,1.05566613217778e-231
"MRC1",4360,"ENSG00000260314","Microglia",0.599,0.219,4.33009190942724,0.74,0.48,0,0,"Astrocyte",2.9483190510593,0.341,6.31260371281061e-92,"VLMC",5.46916491535963,0.364,0.00171066530351004
"MS4A7",58475,"ENSG00000166927","Microglia",0.609,0.025,6.04024470391737,0.799,0.598,0,0,"Astrocyte",5.5267717136495,0.04,9.57339735618412e-226,"VLMC",6.30249220249599,0.091,2.29558900413106e-05
"MSR1",4481,"ENSG00000038945","Microglia",0.395,0.125,4.5862865160466,0.655,0.31,1.25991988529867e-282,6.33500317527026e-278,"PVALB",3.51242895414132,0.164,2.51575075390278e-30,"VLMC",5.27846429934278,0.273,0.0131417420370217
"MYO1F",4542,"ENSG00000142347","Microglia",0.783,0.481,3.60729716532241,0.784,0.568,0,0,"Astrocyte",2.94588146863945,0.57,3.10548705729266e-139,"L5/6 IT Car3",3.40131680025353,0.615,2.58528129018104e-12
"MYOF",26509,"ENSG00000138119","Microglia",0.68,0.439,3.54702145279078,0.72,0.44,0,0,"VLMC",-0.171090517605341,0.909,0.0920878982886232,"VLMC",-0.171090517605341,0.909,0.0920878982886232
"NAIP",4671,"ENSG00000249437, ENSG00000276068, ENSG00000278613","Microglia",0.456,0.359,2.66439100897905,0.593,0.186,2.12071469982373e-142,1.06631655821837e-137,"Oligodendrocyte",2.1515488752486,0.354,3.028534654323e-43,"L5/6 IT Car3",2.66725825687547,0.569,2.08282694837453e-07
"NCKAP1L",3071,"ENSG00000123338","Microglia",0.457,0.077,4.8599204331825,0.706,0.412,0,0,"L5/6 NP",4.02349062241841,0.06,1.81459531558054e-29,"Astrocyte",4.21418185101409,0.107,8.94386794785662e-119
"NCMAP",400746,"ENSG00000184454","Microglia",0.356,0.275,3.1566406446622,0.561,0.122,3.36740389172933e-92,1.69316435080042e-87,"Oligodendrocyte",2.57408907066547,0.31,9.61662521539649e-20,"Astrocyte",2.82251158578612,0.356,1.65735877378356e-18
"NFATC2",4773,"ENSG00000101096","Microglia",0.591,0.252,3.44503688803786,0.723,0.446,1.11401143196793e-309,5.60136088107795e-305,"Endothelial",1.47479745270572,0.329,1.90635357355706e-08,"Astrocyte",2.77441056847522,0.361,1.84902039031375e-94
"NLRP1",22861,"ENSG00000091592","Microglia",0.536,0.213,4.22903579069574,0.705,0.41,0,0,"Endothelial",0.579010639440285,0.514,0.436285900286745,"Endothelial",0.579010639440285,0.514,0.436285900286745
"NRROS",375387,"ENSG00000174004","Microglia",0.415,0.152,4.27529046672646,0.654,0.308,2.53791658972231e-246,1.27608984047828e-241,"Endothelial",2.90781914800903,0.257,7.93205017740545e-06,"Endothelial",2.90781914800903,0.257,7.93205017740545e-06
"OLR1",4973,"ENSG00000173391","Microglia",0.665,0.062,5.32688831335178,0.82,0.64,0,0,"IT",4.96543696248886,0.086,5.08961820441251e-312,"IT",4.96543696248886,0.086,5.08961820441251e-312
"OR3A1",4994,"ENSG00000180090","Microglia",0.527,0.47,2.6328045861398,0.566,0.132,8.70914740028787e-49,4.37904640433874e-44,"Astrocyte",1.80143337202728,0.564,7.99063107671233e-10,"L6 CT",2.32887742615964,0.571,0.000198922969500008
"P2RY12",64805,"ENSG00000169313","Microglia",0.865,0.073,5.69171923513455,0.924,0.848,0,0,"Astrocyte",5.02540542414053,0.073,0,"L5/6 NP",5.11454892701789,0.126,4.69989089391256e-91
"P2RY13",53829,"ENSG00000181631","Microglia",0.612,0.088,4.84271687886036,0.784,0.568,0,0,"Astrocyte",3.84642560049519,0.127,1.0025756079955e-158,"L5 ET",4.73632436098448,0.231,1.21802517687086e-18
"PALD1",27143,"ENSG00000107719","Microglia",0.837,0.285,4.36753158847651,0.881,0.762,0,0,"Pericyte",0.465885657208617,0.781,0.00873517684204571,"VLMC",1.50187366688881,1,2.17419644943703e-05
"PARP14",54625,"ENSG00000173193","Microglia",0.408,0.193,2.55513262469429,0.629,0.258,4.23171341360732e-98,2.12774782149589e-93,"Endothelial",-0.460628886668697,0.5,0.0340899285712749,"VLMC",0.888165954914367,0.545,0.245282728798683
"PGM5",5239,"ENSG00000154330","Microglia",0.495,0.249,3.77853941159579,0.662,0.324,3.70433278256747e-271,1.86257556640275e-266,"Endothelial",0.0744267444796014,0.443,0.408310656127646,"VLMC",1.75657579521503,0.545,0.0380743642591237
"PIK3AP1",118788,"ENSG00000155629","Microglia",0.552,0.279,4.24093749685663,0.691,0.382,0,0,"Pericyte",1.57180245718449,0.312,0.000367173384282646,"L5 ET",4.03264449148746,0.446,1.05630710581676e-09
"PIK3CD",5293,"ENSG00000171608","Microglia",0.645,0.533,2.69704295685945,0.636,0.272,7.43280521077633e-151,3.73728878803044e-146,"Pericyte",0.141825700184409,0.594,0.703357135732234,"L5/6 NP",2.00739028311644,0.677,2.90741731017488e-06
"PIK3R5",23533,"ENSG00000141506","Microglia",0.673,0.173,5.37578991954659,0.803,0.606,0,0,"Astrocyte",4.59232784843666,0.221,3.61437495441934e-216,"VLMC",5.78954796097634,0.273,3.63586400317233e-05
"PILRA",29992,"ENSG00000085514","Microglia",0.541,0.351,2.86560683877008,0.65,0.3,1.10631726219698e-162,5.56267382605266e-158,"L6 CT",2.49166334781109,0.538,2.85989057291546e-17,"L5 ET",2.89444271335888,0.569,6.76513252616359e-07
"PLA2G4A",5321,"ENSG00000116711","Microglia",0.587,0.316,3.74838637258966,0.696,0.392,1.52489813799287e-280,7.66734032764193e-276,"Endothelial",0.581512030941798,0.443,0.0124087878589253,"L5/6 IT Car3",1.33444433496877,0.677,0.221845420171296
"PLCB2",5330,"ENSG00000137841","Microglia",0.475,0.097,3.91162586422869,0.705,0.41,1.03381522318287e-243,5.19812632368577e-239,"L6b",2.84112320194374,0.331,6.90964614742562e-28,"L6b",2.84112320194374,0.331,6.90964614742562e-28
"PLCG2",5336,"ENSG00000197943","Microglia",0.669,0.305,4.09690300064917,0.767,0.534,0,0,"Endothelial",0.420057041907676,0.514,0.00760536111364568,"VLMC",5.41401811493338,0.545,9.82568958594676e-05
"PLXDC2",84898,"ENSG00000120594","Microglia",1,0.857,2.94103052951123,0.991,0.982,0,0,"VLMC",2.00495015096772,0.909,5.54333581788362e-44,"L5/6 IT Car3",2.46064749419014,1,5.6082086816286e-118
"PRKCD",5580,"ENSG00000163932","Microglia",0.415,0.174,2.85332068236426,0.64,0.28,6.29927399732654e-117,3.16733795859576e-112,"LAMP5",1.69082367591257,0.318,1.78171086282377e-09,"L6b",2.29009977231341,0.39,5.54295146735614e-14
"PTAFR",5724,"ENSG00000169403","Microglia",0.573,0.343,2.87272422716043,0.677,0.354,8.8248185593403e-206,4.4372070198219e-201,"Oligodendrocyte",1.45857087421483,0.43,1.33501398550698e-26,"VLMC",4.51317827079542,0.455,0.063898790275792
"PTPRC",5788,"ENSG00000262418, ENSG00000081237","Microglia",0.789,0.121,5.13530313934875,0.876,0.752,0,0,"Endothelial",3.93572830840072,0.114,1.55932748344151e-38,"L6 CT",5.1409676826108,0.194,1.14711372593394e-118
"RAB39A",54734,"ENSG00000179331","Microglia",0.511,0.392,2.59247886435698,0.594,0.188,6.56250343792925e-69,3.29969235362521e-64,"PAX6",1.78734463784633,0.47,0.417299740044181,"L6 CT",2.19993714716871,0.516,8.07070024780082e-05
"RASGEF1C",255426,"ENSG00000146090","Microglia",0.949,0.519,3.83719297526368,0.926,0.852,0,0,"L5/6 IT Car3",2.34184686830498,0.969,6.25925459684911e-17,"L5/6 IT Car3",2.34184686830498,0.969,6.25925459684911e-17
"RBM47",54502,"ENSG00000163694","Microglia",0.919,0.768,3.93795717088512,0.81,0.62,0,0,"Endothelial",2.73557949775278,0.786,1.02062824554925e-13,"Astrocyte",3.49666363758824,0.865,5.63164792207412e-157
"RCSD1",92241,"ENSG00000198771","Microglia",0.824,0.232,4.22410781712351,0.88,0.76,0,0,"VLMC",0.14370740976152,0.636,0.295146734187242,"VLMC",0.14370740976152,0.636,0.295146734187242
"RGS10",6001,"ENSG00000148908","Microglia",0.617,0.14,5.05081958963201,0.778,0.556,0,0,"PAX6",3.09745210066674,0.333,3.22967759469246e-13,"PAX6",3.09745210066674,0.333,3.22967759469246e-13
"RHBDF2",79651,"ENSG00000129667","Microglia",0.673,0.126,5.18312177852449,0.812,0.624,0,0,"Astrocyte",4.50335008833845,0.161,2.03127994738987e-216,"Pericyte",5.55330024148371,0.188,1.21700199331726e-13
"RIN3",79890,"ENSG00000100599","Microglia",0.755,0.366,3.5361313600935,0.788,0.576,0,0,"Endothelial",2.17330462485282,0.371,1.25245941346069e-16,"L6b",3.45021923655398,0.526,7.05107368487335e-46
"RNASEH2B.AS1",NA,NA,"Microglia",0.389,0.075,3.94691289014528,0.667,0.334,9.42714524462155e-191,4.74006290044816e-186,"VLMC",2.11613069052594,0.273,0.243827120942929,"VLMC",2.11613069052594,0.273,0.243827120942929
"RNASET2",8635,"ENSG00000026297","Microglia",0.871,0.341,3.6336891810603,0.891,0.782,0,0,"SST",2.17495404215245,0.761,2.94934585529488e-72,"L5/6 IT Car3",3.02306114333191,0.815,1.26314780784723e-38
"RNF135",84282,"ENSG00000181481","Microglia",0.5,0.202,2.88859409481912,0.68,0.36,7.09674987369112e-186,3.56831680399063e-181,"Pericyte",0.783773149980718,0.312,0.102919192768068,"Astrocyte",1.82313843591669,0.322,1.84434964649898e-38
"RPS6KA1",6195,"ENSG00000117676, ENSG00000281877","Microglia",0.467,0.243,2.90030063497845,0.647,0.294,4.4594180374712e-170,2.24223998342089e-165,"Oligodendrocyte",1.77665094827657,0.292,9.02910693724246e-43,"Astrocyte",3.68364017635704,0.293,2.20011320608025e-85
"RREB1",6239,"ENSG00000124782","Microglia",0.621,0.322,2.94391149412391,0.713,0.426,7.48919109841004e-232,3.76564017619155e-227,"VLMC",0.56838804467939,0.636,0.361391658922354,"L5 ET",1.34330220513288,1,7.21657183296778e-14
"RUNX1",861,"ENSG00000159216","Microglia",0.821,0.247,4.64018200107606,0.874,0.748,0,0,"VLMC",3.0468950400219,0.727,5.72021522231219e-07,"VLMC",3.0468950400219,0.727,5.72021522231219e-07
"RUNX2",860,"ENSG00000124813","Microglia",0.688,0.375,2.79604191190894,0.74,0.48,3.89093482943804e-225,1.95640094158974e-220,"VLMC",0.617573485694362,0.818,0.484985591341663,"PVALB",1.00037844403505,0.887,5.80892401014493e-19
"S100Z",170591,"ENSG00000171643","Microglia",0.499,0.294,3.39700267440771,0.648,0.296,5.12798717128277e-203,2.57840322959269e-198,"L6 CT",1.29782534950745,0.637,2.66614609513845e-06,"L6 CT",1.29782534950745,0.637,2.66614609513845e-06
"SAMSN1",64092,"ENSG00000155307","Microglia",0.595,0.086,5.32560264966862,0.777,0.554,0,0,"Astrocyte",4.87219882017731,0.107,7.89148503523497e-197,"L5 ET",5.25808806259734,0.2,1.76823339573531e-19
"SELPLG",6404,"ENSG00000110876","Microglia",0.468,0.027,5.12978693660716,0.726,0.452,0,0,"Endothelial",3.56753535650977,0.043,3.38626053753406e-15,"VLMC",5.5974111876651,0.091,0.00105952965992103
"SERPINB9",5272,"ENSG00000170542","Microglia",0.427,0.235,2.70865069247698,0.619,0.238,2.73483675064498e-90,1.3751032665918e-85,"Endothelial",1.24040860074033,0.2,0.000586055152728134,"L5 ET",2.50230947912047,0.6,3.08224730926097e-07
"SFMBT2",57713,"ENSG00000198879","Microglia",0.992,0.679,3.2109280278017,0.965,0.93,0,0,"Astrocyte",2.17996403970123,0.901,5.59594587310119e-208,"L5/6 IT Car3",2.27392340573454,0.985,9.07126706680409e-36
"SH2B3",10019,"ENSG00000111252","Microglia",0.58,0.338,2.83526528965652,0.681,0.362,7.24756872592568e-180,3.64415003108269e-175,"VLMC",0.336664820171667,0.364,0.357517294671333,"L5/6 IT Car3",2.57909869096353,0.615,1.06908203792811e-07
"SH3TC1",54436,"ENSG00000125089","Microglia",0.581,0.064,4.24706925655047,0.774,0.548,0,0,"Endothelial",1.50801125817301,0.243,5.32292546651538e-09,"Endothelial",1.50801125817301,0.243,5.32292546651538e-09
"SLC2A5",6518,"ENSG00000142583","Microglia",0.795,0.493,4.72463161314341,0.797,0.594,0,0,"Astrocyte",3.85926380928299,0.604,6.1573756670426e-144,"Astrocyte",3.85926380928299,0.604,6.1573756670426e-144
"SLC7A7",9056,"ENSG00000155465","Microglia",0.4,0.288,3.02321182459541,0.586,0.172,1.90034017267336e-117,9.55510042221894e-113,"Oligodendrocyte",2.5888335549443,0.277,2.85610165536262e-42,"Astrocyte",2.58887538303451,0.37,2.18585688221456e-33
"SLCO2B1",11309,"ENSG00000137491","Microglia",0.835,0.13,4.64803148263198,0.901,0.802,0,0,"Endothelial",0.525738743232155,0.671,2.81383449812536e-05,"Endothelial",0.525738743232155,0.671,2.81383449812536e-05
"SOCS6",9306,"ENSG00000170677","Microglia",0.723,0.294,3.33372924205132,0.789,0.578,4.89383350093476e-314,2.46066842260501e-309,"Oligodendrocyte",2.7940962562806,0.228,1.65240696297028e-183,"L6 CT",3.53213299827162,0.524,1.65013388415517e-59
"SORL1",6653,"ENSG00000137642","Microglia",0.98,0.763,2.57945132745846,0.929,0.858,0,0,"L5/6 NP",1.7944000550523,1,1.52250731842647e-50,"L5/6 NP",1.7944000550523,1,1.52250731842647e-50
"SP110",3431,"ENSG00000135899","Microglia",0.456,0.13,2.57612841335623,0.679,0.358,6.61292250289412e-141,3.32504356368019e-136,"Pericyte",0.614345316668746,0.219,0.01970945617741,"Endothelial",0.64614451741225,0.386,0.205354344437836
"SPNS3",201305,"ENSG00000182557","Microglia",0.411,0.348,2.79087481411952,0.563,0.126,5.59030330940588e-119,2.81086040700237e-114,"Oligodendrocyte",2.52966802074291,0.308,8.96580029711877e-42,"VLMC",3.17931581062574,0.545,0.130909143023845
"SPTLC3",55304,"ENSG00000172296","Microglia",0.411,0.119,4.17772170685978,0.665,0.33,1.85390341145978e-250,9.32161174316091e-246,"Endothelial",1.09878421604454,0.243,0.00142652432915154,"Endothelial",1.09878421604454,0.243,0.00142652432915154
"SRGAP2",23380,"ENSG00000266028","Microglia",1,0.77,3.42616578955632,0.987,0.974,0,0,"Endothelial",1.26905932338955,0.929,1.38385982506041e-40,"L5 ET",3.02308470914241,1,2.89628052764834e-94
"SRGAP2B",647135,"ENSG00000196369","Microglia",1,0.731,3.55921560436206,0.98,0.96,0,0,"Endothelial",1.54323773678766,0.914,2.67678454922787e-49,"L5 ET",2.91731706775518,1,1.7701195464665e-66
"SRGAP2C",653464,"ENSG00000171943","Microglia",0.993,0.629,3.01634446989019,0.939,0.878,0,0,"Endothelial",1.57275865126172,0.743,5.8947713863169e-30,"L5 ET",2.79983168917609,0.985,3.03615760360892e-34
"ST6GAL1",6480,"ENSG00000073849","Microglia",0.983,0.65,3.88244740105586,0.97,0.94,0,0,"Endothelial",1.06329052458798,0.871,1.79489457843258e-18,"VLMC",1.51149742240222,0.909,2.65184712788118e-10
"STAB1",23166,"ENSG00000010327","Microglia",0.415,0.022,5.13740869538439,0.7,0.4,0,0,"Endothelial",2.54530016038715,0.129,2.28597722172667e-07,"Endothelial",2.54530016038715,0.129,2.28597722172667e-07
"SUSD3",203328,"ENSG00000157303","Microglia",0.483,0.08,4.76438061120047,0.718,0.436,0,0,"L6b",4.32151822877008,0.084,4.47685753255232e-51,"VLMC",4.96010297233138,0.182,0.00329857976806003
"SYK",6850,"ENSG00000165025","Microglia",0.88,0.111,6.03998511674847,0.931,0.862,0,0,"Astrocyte",5.20624099308239,0.162,0,"Pericyte",6.76432851109679,0.219,1.58490887538249e-33
"SYNDIG1",79953,"ENSG00000101463","Microglia",0.955,0.662,2.95241931320085,0.919,0.838,0,0,"VLMC",2.0613682211009,0.455,6.35765815378276e-16,"L5/6 IT Car3",2.9159531475248,0.985,2.37876058798506e-40
"SYTL3",94120,"ENSG00000164674","Microglia",0.392,0.359,2.76614717236043,0.544,0.0880000000000001,2.76228559578193e-71,1.38890482041511e-66,"Pericyte",-0.0967719529813773,0.375,0.977739471867773,"Astrocyte",2.31228013932168,0.423,1.82702668209391e-17
"TAL1",6886,"ENSG00000162367","Microglia",0.499,0.011,4.93541114654788,0.746,0.492,0,0,"Endothelial",1.17537410395672,0.243,0.000144870504694354,"Endothelial",1.17537410395672,0.243,0.000144870504694354
"TBXAS1",6916,"ENSG00000059377","Microglia",0.931,0.297,4.81270127228997,0.947,0.894,0,0,"Astrocyte",3.78180762490234,0.398,0,"Astrocyte",3.78180762490234,0.398,0
