"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"234","MLIP",90523,"ENSG00000146147","Glutamatergic",0.989,0.313,4.27021005438615,0.986,0.972,0,0
"235","MMD2",221938,"ENSG00000136297","Non-neuronal",0.643,0.615,2.68688122784905,0.622,0.244,0,0
"236","MOBP",4336,"ENSG00000168314","Non-neuronal",0.524,0.349,3.97205645857613,0.646,0.292,0,0
"237","MOG",4340,"ENSG00000204655, ENSG00000236561, ENSG00000137345, ENSG00000237834, ENSG00000234096, ENSG00000230885, ENSG00000234623, ENSG00000232641","Non-neuronal",0.473,0.11,5.49205329856461,0.705,0.41,0,0
"238","MSN",4478,"ENSG00000147065","Non-neuronal",0.448,0.544,2.54016957913457,0.51,0.02,0,0
"239","MYO10",4651,"ENSG00000145555","Non-neuronal",0.914,0.903,2.67458718201392,0.72,0.44,0,0
"240","MYO15B",80022,"ENSG00000266714","Non-neuronal",0.489,0.217,3.73356143053465,0.677,0.354,0,0
"241","MYO1E",4643,"ENSG00000157483","Non-neuronal",0.694,0.629,3.00410558812588,0.655,0.31,0,0
"242","MYOF",26509,"ENSG00000138119","Non-neuronal",0.504,0.534,2.78098404890577,0.549,0.0980000000000001,3.6649936497278e-290,1.84279545701964e-285
"243","MYRF",745,"ENSG00000124920","Non-neuronal",0.423,0.091,4.48871315006671,0.682,0.364,0,0
"244","NCKAP5",344148,"ENSG00000176771","Non-neuronal",0.958,0.83,3.50308564488363,0.914,0.828,0,0
"245","NDE1",54820,"ENSG00000275911, ENSG00000072864","Non-neuronal",0.481,0.427,2.75960979164337,0.585,0.17,0,0
"246","NDRG2",57447,"ENSG00000165795","Non-neuronal",0.591,0.136,4.21220096640282,0.761,0.522,0,0
"247","NDST4",64579,"ENSG00000138653","GABAergic",0.521,0.354,2.63506994100643,0.625,0.25,0,0
"248","NEAT1",283131,NA,"Non-neuronal",0.664,0.247,2.85876039134374,0.759,0.518,0,0
"249","NEUROD6",63974,"ENSG00000164600","Glutamatergic",0.595,0.031,2.92210883817647,0.787,0.574,0,0
"250","NHSL1",57224,"ENSG00000135540","Non-neuronal",0.659,0.547,4.02168305882816,0.678,0.356,0,0
"251","NINJ2",4815,"ENSG00000171840","Non-neuronal",0.39,0.271,3.38981633436738,0.595,0.19,0,0
"252","NMU",10874,"ENSG00000109255","GABAergic",0.43,0.276,2.83946539277037,0.596,0.192,0,0
"253","NPL",80896,"ENSG00000135838","Non-neuronal",0.402,0.285,2.57864109362083,0.59,0.18,0,0
"254","NPTX1",4884,"ENSG00000171246","Glutamatergic",0.964,0.12,2.8078472424887,0.957,0.914,0,0
"255","NR2F2",7026,"ENSG00000185551","GABAergic",0.4,0.059,2.7870423549126,0.678,0.356,0,0
"256","NRIP3",56675,"ENSG00000175352","GABAergic",0.761,0.24,2.50731117596368,0.812,0.624,0,0
"257","NWD2",57495,"ENSG00000174145","Glutamatergic",0.925,0.334,2.75831182349699,0.913,0.826,0,0
"258","NXPH1",30010,"ENSG00000122584","GABAergic",0.817,0.45,2.50895804386737,0.811,0.622,0,0
"259","NXPH2",11249,"ENSG00000144227","GABAergic",0.535,0.174,2.53069387320392,0.708,0.416,0,0
"260","OLIG1",116448,"ENSG00000184221","Non-neuronal",0.434,0.021,4.67809294921075,0.71,0.42,0,0
"261","OLMALINC",90271,NA,"Non-neuronal",0.354,0.209,2.81033355271145,0.595,0.19,0,0
"262","OPALIN",93377,"ENSG00000197430","Non-neuronal",0.358,0.039,5.10999103534413,0.665,0.33,0,0
"263","OR14I1",401994,"ENSG00000189181","Glutamatergic",0.603,0.121,2.95825316513859,0.769,0.538,0,0
"264","PADI2",11240,"ENSG00000117115","Non-neuronal",0.546,0.173,3.86189571374003,0.723,0.446,0,0
"265","PALD1",27143,"ENSG00000107719","Non-neuronal",0.395,0.375,3.0448455968675,0.545,0.0900000000000001,5.92260387777749e-274,2.9779444557853e-269
"266","PARD3B",117583,"ENSG00000116117","Non-neuronal",0.86,0.811,2.8390396351461,0.734,0.468,0,0
"267","PART1",25859,NA,"Glutamatergic",0.774,0.069,3.14174638369799,0.873,0.746,0,0
"268","PCP4L1",654790,"ENSG00000248485","GABAergic",0.607,0.297,2.50535825076755,0.707,0.414,0,0
"269","PCSK6",5046,"ENSG00000140479","Non-neuronal",0.556,0.427,2.7623850344161,0.633,0.266,0,0
"270","PGM5",5239,"ENSG00000154330","Non-neuronal",0.251,0.385,2.64822405519502,0.451,0.098,2.87832763954193e-319,1.44725192043808e-314
"271","PHLDB1",23187,"ENSG00000019144","Non-neuronal",0.696,0.388,3.3008769153939,0.753,0.506,0,0
"272","PIP4K2A",5305,"ENSG00000150867","Non-neuronal",0.844,0.768,2.94399139458801,0.741,0.482,0,0
"273","PKP2",5318,"ENSG00000057294","GABAergic",0.68,0.441,3.52630737170114,0.696,0.392,0,0
"274","PLA2G16",11145,"ENSG00000176485","Non-neuronal",0.42,0.24,3.27931523091665,0.624,0.248,0,0
"275","PLCG2",5336,"ENSG00000197943","Non-neuronal",0.388,0.393,3.53548722743819,0.541,0.0820000000000001,0,0
"276","PLD1",5337,"ENSG00000075651","Non-neuronal",0.628,0.496,3.31682762923646,0.665,0.33,0,0
"277","PLEKHB1",58473,"ENSG00000021300","Non-neuronal",0.49,0.082,3.897479264284,0.718,0.436,0,0
"278","PLEKHH1",57475,"ENSG00000054690","Non-neuronal",0.594,0.522,2.94985445316181,0.633,0.266,0,0
"279","PLEKHH2",130271,"ENSG00000152527","Non-neuronal",0.506,0.414,2.55713835003698,0.604,0.208,0,0
"280","PLLP",51090,"ENSG00000102934","Non-neuronal",0.504,0.161,4.92667217991461,0.707,0.414,0,0
"281","PLP1",5354,"ENSG00000123560","Non-neuronal",0.616,0.208,5.974871223419,0.746,0.492,0,0
"282","PLXNB1",5364,"ENSG00000164050","Non-neuronal",0.452,0.099,3.28561177079126,0.69,0.38,0,0
"283","PLXNB3",5365,"ENSG00000198753","Non-neuronal",0.411,0.026,3.99097557968321,0.696,0.392,0,0
"284","PMP22",5376,"ENSG00000109099","Non-neuronal",0.496,0.117,4.33142015808213,0.713,0.426,0,0
"285","PNOC",5368,"ENSG00000168081","GABAergic",0.468,0.092,3.73631394015739,0.706,0.412,0,0
"286","PON2",5445,"ENSG00000105854","Non-neuronal",0.608,0.063,4.8080739767101,0.789,0.578,0,0
"287","PPAP2B",8613,"ENSG00000162407","Non-neuronal",0.526,0.166,3.89382826067654,0.715,0.43,0,0
"288","PPP1R14A",94274,"ENSG00000167641","Non-neuronal",0.357,0.032,4.18361390145052,0.667,0.334,0,0
"289","PREX1",57580,"ENSG00000124126","Non-neuronal",0.762,0.45,2.77472793501453,0.766,0.532,0,0
"290","PREX2",80243,"ENSG00000046889","Non-neuronal",0.663,0.33,2.50317328164322,0.736,0.472,0,0
"291","PRKCH",5583,"ENSG00000027075","Non-neuronal",0.363,0.409,3.03739151328139,0.512,0.024,1.3119045875892e-232,6.59638745685728e-228
"292","PRR5L",79899,"ENSG00000135362","Non-neuronal",0.458,0.232,4.15300959083257,0.654,0.308,0,0
"293","PSAT1",29968,"ENSG00000135069","Non-neuronal",0.416,0.251,2.52834192545222,0.611,0.222,0,0
"294","PTAFR",5724,"ENSG00000169403","Non-neuronal",0.418,0.409,3.16251648454421,0.555,0.11,0,0
"295","PTGDS",5730,"ENSG00000107317","Non-neuronal",0.803,0.24,4.46924192171965,0.866,0.732,0,0
"296","PTN",5764,"ENSG00000105894","Non-neuronal",0.643,0.232,3.16870894810702,0.759,0.518,0,0
"297","PTPRZ1",5803,"ENSG00000106278","Non-neuronal",0.603,0.543,2.81671693671848,0.613,0.226,0,0
"298","QDPR",5860,"ENSG00000151552","Non-neuronal",0.49,0.54,2.59069320941623,0.549,0.0980000000000001,0,0
"299","QKI",9444,"ENSG00000112531","Non-neuronal",0.987,0.799,2.6751181916868,0.945,0.89,0,0
"300","RAD51B",5890,"ENSG00000182185","Non-neuronal",0.846,0.837,2.60525589422736,0.7,0.4,0,0
"301","RAPGEF3",10411,"ENSG00000079337","Non-neuronal",0.435,0.122,3.37784711465583,0.675,0.35,0,0
"302","RASSF2",9770,"ENSG00000101265","Non-neuronal",0.521,0.349,3.50595551591423,0.647,0.294,0,0
"303","RBM47",54502,"ENSG00000163694","Non-neuronal",0.833,0.85,2.65644138192139,0.617,0.234,0,0
"304","RELN",5649,"ENSG00000189056","GABAergic",0.862,0.731,4.97361954919741,0.701,0.402,0,0
"305","RFTN2",130132,"ENSG00000162944","Non-neuronal",0.804,0.638,4.08235742384896,0.785,0.57,0,0
"306","RGCC",28984,"ENSG00000102760","Non-neuronal",0.368,0.073,3.62312892102919,0.657,0.314,0,0
"307","RGS8",85397,"ENSG00000135824","GABAergic",0.355,0.159,2.51014325129347,0.613,0.226,0,0
"308","RIN2",54453,"ENSG00000132669","Non-neuronal",0.87,0.655,2.53757426167303,0.802,0.604,0,0
"309","RNASE1",6035,"ENSG00000129538","Non-neuronal",0.401,0.08,4.16642819397837,0.671,0.342,0,0
"310","RND3",390,"ENSG00000115963","GABAergic",0.406,0.038,2.63251882800599,0.688,0.376,0,0
"311","RNF125",54941,"ENSG00000101695","Non-neuronal",0.571,0.526,2.81291114491012,0.599,0.198,0,0
"312","RNF219.AS1",NA,NA,"Non-neuronal",0.512,0.496,4.5472028272164,0.588,0.176,0,0
"313","RNF220",55182,"ENSG00000187147","Non-neuronal",0.805,0.749,4.09991242959662,0.713,0.426,0,0
"314","ROS1",6098,"ENSG00000047936","Glutamatergic",0.373,0.127,2.62639689393845,0.634,0.268,0,0
"315","RREB1",6239,"ENSG00000124782","Non-neuronal",0.431,0.369,3.27145927816397,0.582,0.164,0,0
"316","RXFP1",59350,"ENSG00000171509","Glutamatergic",0.772,0.311,3.17545480967082,0.814,0.628,0,0
"317","S100B",6285,"ENSG00000160307","Non-neuronal",0.577,0.049,4.80872436689173,0.775,0.55,0,0
"318","SATB2",23314,"ENSG00000119042","Glutamatergic",0.993,0.303,3.17951089914091,0.978,0.956,0,0
"319","SCD",6319,"ENSG00000099194","Non-neuronal",0.533,0.219,3.9787814951976,0.699,0.398,0,0
"320","SFTA1P",207107,NA,"Glutamatergic",0.808,0.046,3.83663488112733,0.897,0.794,0,0
"321","SHROOM4",57477,"ENSG00000158352","Non-neuronal",0.57,0.286,5.01765726453709,0.712,0.424,0,0
"322","SLC17A6",57084,"ENSG00000091664","Glutamatergic",0.369,0.039,2.81381122251129,0.671,0.342,0,0
"323","SLC17A7",57030,"ENSG00000104888","Glutamatergic",0.989,0.114,2.75777575739853,0.977,0.954,0,0
"324","SLC1A2",6506,"ENSG00000110436","Non-neuronal",0.597,0.758,3.15517627697192,0.508,0.016,0,0
"325","SLC1A3",6507,"ENSG00000079215","Non-neuronal",0.819,0.183,5.19427322716084,0.883,0.766,0,0
"326","SLC22A10",387775,"ENSG00000184999","Glutamatergic",0.607,0.098,3.15041590406875,0.775,0.55,0,0
"327","SLC22A24",283238,"ENSG00000197658","Glutamatergic",0.864,0.321,3.73777157295215,0.882,0.764,0,0
"328","SLC22A25",387601,"ENSG00000196600","Glutamatergic",0.912,0.407,3.8900519295913,0.903,0.806,0,0
"329","SLC22A9",114571,"ENSG00000149742","Glutamatergic",0.627,0.193,3.11147256914056,0.761,0.522,0,0
"330","SLC2A5",6518,"ENSG00000142583","Non-neuronal",0.582,0.588,3.34610957498147,0.579,0.158,0,0
"331","SLC30A3",7781,"ENSG00000115194","Glutamatergic",0.709,0.095,2.61484246441123,0.829,0.658,0,0
"332","SLC32A1",140679,"ENSG00000101438","GABAergic",0.462,0.007,2.81950064688173,0.729,0.458,0,0
"333","SLC35D2",11046,"ENSG00000130958, ENSG00000285269","Non-neuronal",0.609,0.47,3.68967810842849,0.667,0.334,0,0
"334","SLC35F4",341880,"ENSG00000151812","GABAergic",0.881,0.599,2.97229603775648,0.823,0.646,0,0
"335","SLC5A11",115584,"ENSG00000158865, ENSG00000288216","Non-neuronal",0.692,0.642,4.60083713574853,0.662,0.324,0,0
"336","SLCO1A2",6579,"ENSG00000084453","Non-neuronal",0.521,0.386,4.95253910758374,0.646,0.292,0,0
"337","SLCO1B1",10599,"ENSG00000134538","Non-neuronal",0.255,0.359,3.12253185695788,0.475,0.05,0,0
"338","SLIT3",6586,"ENSG00000184347","Glutamatergic",0.932,0.777,2.63611719172056,0.812,0.624,0,0
"339","SMOC1",64093,"ENSG00000198732","Non-neuronal",0.37,0.197,2.62090900365515,0.61,0.22,0,0
"340","SPATA13",221178,"ENSG00000182957","Non-neuronal",0.631,0.439,2.6070389709034,0.679,0.358,0,0
"341","SPATA22",84690,"ENSG00000141255","Non-neuronal",0.569,0.521,2.78589216241864,0.612,0.224,0,0
"342","SPP1",6696,"ENSG00000118785","Non-neuronal",0.502,0.085,4.9995041042757,0.725,0.45,0,0
"343","ST18",9705,"ENSG00000147488","Non-neuronal",0.626,0.283,5.61980859637562,0.74,0.48,0,0
"344","STK33",65975,"ENSG00000130413","Non-neuronal",0.503,0.551,2.52715823938965,0.553,0.106,0,0
"345","STON2",85439,"ENSG00000140022","Non-neuronal",0.432,0.314,3.93834694973418,0.61,0.22,0,0
"346","STYK1",55359,"ENSG00000060140","Glutamatergic",0.603,0.115,2.88609107954852,0.77,0.54,0,0
"347","SUCLG2",8801,"ENSG00000172340","Non-neuronal",0.519,0.504,2.78970552577918,0.586,0.172,0,0
"348","SV2B",9899,"ENSG00000185518","Glutamatergic",0.998,0.449,3.19134569436662,0.983,0.966,0,0
"349","SYNPR",132204,"ENSG00000163630","GABAergic",0.89,0.627,2.70066176539454,0.807,0.614,0,0
"350","SYTL5",94122,"ENSG00000147041","GABAergic",0.627,0.253,3.11891360564824,0.742,0.484,0,0
"351","TANC1",85461,"ENSG00000115183","Non-neuronal",0.781,0.613,2.5254793940226,0.729,0.458,0,0
"352","TBR1",10716,"ENSG00000136535","Glutamatergic",0.686,0.02,2.64764440332533,0.837,0.674,0,0
"353","TBXAS1",6916,"ENSG00000059377","Non-neuronal",0.436,0.367,4.18753180500933,0.583,0.166,0,0
"354","TESPA1",9840,"ENSG00000135426","Glutamatergic",0.755,0.083,3.56445746495622,0.861,0.722,0,0
"355","TF",7018,"ENSG00000091513","Non-neuronal",0.701,0.788,2.95147317281266,0.601,0.202,0,0
"356","TFEC",22797,"ENSG00000105967","Non-neuronal",0.298,0.451,2.74096015133907,0.451,0.098,8.79389302933117e-294,4.421657354078e-289
"357","THSD7B",80731,"ENSG00000144229","GABAergic",0.901,0.798,3.0234179845315,0.677,0.354,0,0
"358","TMCC3",57458,"ENSG00000057704","Non-neuronal",0.474,0.368,2.93258245958741,0.607,0.214,0,0
"359","TMEM144",55314,"ENSG00000164124","Non-neuronal",0.709,0.332,3.98552917285254,0.775,0.55,0,0
"360","TMEM63A",9725,"ENSG00000196187","Non-neuronal",0.565,0.154,4.64243924256822,0.743,0.486,0,0
"361","TNNT2",7139,"ENSG00000118194","Glutamatergic",0.356,0.024,2.58881491986357,0.668,0.336,0,0
"362","TNS3",64759,"ENSG00000136205","Non-neuronal",0.669,0.576,3.08720524457947,0.667,0.334,0,0
"363","TPO",7173,"ENSG00000115705, ENSG00000277603","Glutamatergic",0.415,0.127,2.69054513677069,0.659,0.318,0,0
"364","TRIM54",57159,"ENSG00000138100","Glutamatergic",0.564,0.133,2.52069177299066,0.743,0.486,0,0
"365","TSC22D4",81628,"ENSG00000166925","Non-neuronal",0.539,0.173,3.46063719423107,0.72,0.44,0,0
"366","TSPAN15",23555,"ENSG00000099282","Non-neuronal",0.365,0.237,3.36908783183518,0.594,0.188,0,0
"367","TTYH2",94015,"ENSG00000141540","Non-neuronal",0.573,0.189,4.39256071297241,0.739,0.478,0,0
"368","UGT8",7368,"ENSG00000174607","Non-neuronal",0.522,0.113,5.31706068350952,0.73,0.46,0,0
"369","VRK2",7444,"ENSG00000028116","Non-neuronal",0.427,0.333,2.68077576147991,0.592,0.184,0,0
"370","WIPF1",7456,"ENSG00000115935","Non-neuronal",0.512,0.262,3.60337187248418,0.675,0.35,0,0
"371","YAP1",10413,"ENSG00000137693","Non-neuronal",0.396,0.303,3.18289930746149,0.588,0.176,0,0
"372","ZBTB20",26137,"ENSG00000181722","Non-neuronal",0.982,0.8,2.78355210335098,0.943,0.886,0,0
"373","ZCCHC24",219654,"ENSG00000165424","Non-neuronal",0.498,0.054,4.52397713829947,0.734,0.468,0,0
"374","ZFHX4",79776,"ENSG00000091656","Non-neuronal",0.606,0.217,2.96523208263108,0.738,0.476,0,0
"375","ZHX2",22882,"ENSG00000178764","Non-neuronal",0.755,0.527,2.8505495884081,0.752,0.504,0,0
